ID;KinderenInHuishouden;LeeftijdReferentiepersoon;Perioden;Paren_1;Eenouderhuishoudens_2
56;Totaal;15 tot 20 jaar;2029;2270;522.0
57;Totaal;15 tot 20 jaar;2030;2237;518.0
58;Totaal;15 tot 20 jaar;2031;2182;506.0
59;Totaal;15 tot 20 jaar;2032;2134;501.0
60;Totaal;15 tot 20 jaar;2033;2099;495.0
61;Totaal;15 tot 20 jaar;2034;2096;499.0
62;Totaal;15 tot 20 jaar;2035;2061;493.0
63;Totaal;15 tot 20 jaar;2036;2054;493.0
64;Totaal;15 tot 20 jaar;2037;2022;490.0
65;Totaal;15 tot 20 jaar;2038;2005;490.0
66;Totaal;15 tot 20 jaar;2039;2011;494.0
67;Totaal;15 tot 20 jaar;2040;2019;495.0
68;Totaal;15 tot 20 jaar;2041;2061;504.0
69;Totaal;15 tot 20 jaar;2042;2076;508.0
70;Totaal;15 tot 20 jaar;2043;2128;519.0
71;Totaal;15 tot 20 jaar;2044;2176;527.0
72;Totaal;15 tot 20 jaar;2045;2217;533.0
73;Totaal;15 tot 20 jaar;2046;2258;540.0
74;Totaal;15 tot 20 jaar;2047;2295;546.0
75;Totaal;15 tot 20 jaar;2048;2330;551.0
76;Totaal;15 tot 20 jaar;2049;2364;554.0
77;Totaal;15 tot 20 jaar;2050;2390;556.0
78;Totaal;15 tot 20 jaar;2051;2410;559.0
79;Totaal;15 tot 20 jaar;2052;2423;559.0
80;Totaal;15 tot 20 jaar;2053;2431;560.0
81;Totaal;15 tot 20 jaar;2054;2432;559.0
82;Totaal;15 tot 20 jaar;2055;2430;557.0
83;Totaal;15 tot 20 jaar;2056;2421;554.0
84;Totaal;15 tot 20 jaar;2057;2405;553.0
85;Totaal;15 tot 20 jaar;2058;2391;550.0
86;Totaal;15 tot 20 jaar;2059;2375;548.0
87;Totaal;15 tot 20 jaar;2060;2357;545.0
88;Totaal;15 tot 20 jaar;2061;2338;544.0
89;Totaal;15 tot 20 jaar;2062;2321;542.0
90;Totaal;15 tot 20 jaar;2063;2305;541.0
91;Totaal;15 tot 20 jaar;2064;2291;538.0
92;Totaal;15 tot 20 jaar;2065;2276;537.0
93;Totaal;15 tot 20 jaar;2066;2264;537.0
94;Totaal;15 tot 20 jaar;2067;2256;536.0
95;Totaal;15 tot 20 jaar;2068;2248;536.0
96;Totaal;15 tot 20 jaar;2069;2245;537.0
97;Totaal;15 tot 20 jaar;2070;2245;538.0
98;Totaal;20 tot 25 jaar;2022;50837;6283.0
99;Totaal;20 tot 25 jaar;2023;52091;6215.0
100;Totaal;20 tot 25 jaar;2024;52885;6082.0
101;Totaal;20 tot 25 jaar;2025;52920;5996.0
102;Totaal;20 tot 25 jaar;2026;52212;5915.0
103;Totaal;20 tot 25 jaar;2027;51376;5882.0
104;Totaal;20 tot 25 jaar;2028;50403;5818.0
105;Totaal;20 tot 25 jaar;2029;49343;5736.0
106;Totaal;20 tot 25 jaar;2030;48682;5669.0
107;Totaal;20 tot 25 jaar;2031;48357;5647.0
108;Totaal;20 tot 25 jaar;2032;48071;5646.0
109;Totaal;20 tot 25 jaar;2033;48166;5649.0
110;Totaal;20 tot 25 jaar;2034;47700;5610.0
111;Totaal;20 tot 25 jaar;2035;47087;5554.0
112;Totaal;20 tot 25 jaar;2036;46352;5478.0
113;Totaal;20 tot 25 jaar;2037;45769;5436.0
114;Totaal;20 tot 25 jaar;2038;45375;5405.0
115;Totaal;20 tot 25 jaar;2039;45285;5410.0
116;Totaal;20 tot 25 jaar;2040;44906;5371.0
117;Totaal;20 tot 25 jaar;2041;44794;5370.0
118;Totaal;20 tot 25 jaar;2042;44559;5359.0
119;Totaal;20 tot 25 jaar;2043;44587;5376.0
120;Totaal;20 tot 25 jaar;2044;44953;5415.0
121;Totaal;20 tot 25 jaar;2045;45404;5464.0
122;Totaal;20 tot 25 jaar;2046;46223;5545.0
123;Totaal;20 tot 25 jaar;2047;46938;5624.0
124;Totaal;20 tot 25 jaar;2048;47996;5729.0
125;Totaal;20 tot 25 jaar;2049;48971;5820.0
126;Totaal;20 tot 25 jaar;2050;49799;5899.0
127;Totaal;20 tot 25 jaar;2051;50580;5968.0
128;Totaal;20 tot 25 jaar;2052;51254;6023.0
129;Totaal;20 tot 25 jaar;2053;51851;6079.0
130;Totaal;20 tot 25 jaar;2054;52310;6117.0
131;Totaal;20 tot 25 jaar;2055;52631;6140.0
132;Totaal;20 tot 25 jaar;2056;52831;6156.0
133;Totaal;20 tot 25 jaar;2057;52896;6158.0
134;Totaal;20 tot 25 jaar;2058;52877;6156.0
135;Totaal;20 tot 25 jaar;2059;52756;6143.0
136;Totaal;20 tot 25 jaar;2060;52540;6126.0
137;Totaal;20 tot 25 jaar;2061;52256;6102.0
138;Totaal;20 tot 25 jaar;2062;51925;6078.0
139;Totaal;20 tot 25 jaar;2063;51589;6050.0
140;Totaal;20 tot 25 jaar;2064;51259;6028.0
141;Totaal;20 tot 25 jaar;2065;50932;6003.0
142;Totaal;20 tot 25 jaar;2066;50623;5982.0
143;Totaal;20 tot 25 jaar;2067;50339;5962.0
144;Totaal;20 tot 25 jaar;2068;50093;5943.0
145;Totaal;20 tot 25 jaar;2069;49882;5934.0
146;Totaal;20 tot 25 jaar;2070;49711;5924.0
147;Totaal;25 tot 30 jaar;2022;219903;21879.0
148;Totaal;25 tot 30 jaar;2023;220207;21139.0
149;Totaal;25 tot 30 jaar;2024;222421;20680.0
150;Totaal;25 tot 30 jaar;2025;224654;20256.0
151;Totaal;25 tot 30 jaar;2026;228810;20011.0
152;Totaal;25 tot 30 jaar;2027;232110;19860.0
153;Totaal;25 tot 30 jaar;2028;234672;19617.0
154;Totaal;25 tot 30 jaar;2029;234641;19297.0
155;Totaal;25 tot 30 jaar;2030;232817;19042.0
156;Totaal;25 tot 30 jaar;2031;228913;18721.0
157;Totaal;25 tot 30 jaar;2032;225094;18411.0
158;Totaal;25 tot 30 jaar;2033;221030;18097.0
159;Totaal;25 tot 30 jaar;2034;217599;17815.0
160;Totaal;25 tot 30 jaar;2035;215760;17653.0
161;Totaal;25 tot 30 jaar;2036;215062;17626.0
162;Totaal;25 tot 30 jaar;2037;214295;17597.0
163;Totaal;25 tot 30 jaar;2038;214052;17581.0
164;Totaal;25 tot 30 jaar;2039;211990;17440.0
165;Totaal;25 tot 30 jaar;2040;209941;17304.0
166;Totaal;25 tot 30 jaar;2041;207592;17089.0
167;Totaal;25 tot 30 jaar;2042;206045;16970.0
168;Totaal;25 tot 30 jaar;2043;205034;16889.0
169;Totaal;25 tot 30 jaar;2044;204743;16893.0
170;Totaal;25 tot 30 jaar;2045;203926;16797.0
171;Totaal;25 tot 30 jaar;2046;203905;16790.0
172;Totaal;25 tot 30 jaar;2047;204060;16783.0
173;Totaal;25 tot 30 jaar;2048;205074;16831.0
174;Totaal;25 tot 30 jaar;2049;207281;16959.0
175;Totaal;25 tot 30 jaar;2050;209986;17129.0
176;Totaal;25 tot 30 jaar;2051;213671;17390.0
177;Totaal;25 tot 30 jaar;2052;217369;17681.0
178;Totaal;25 tot 30 jaar;2053;221730;18027.0
179;Totaal;25 tot 30 jaar;2054;225576;18335.0
180;Totaal;25 tot 30 jaar;2055;228780;18590.0
181;Totaal;25 tot 30 jaar;2056;231591;18812.0
182;Totaal;25 tot 30 jaar;2057;233940;19007.0
183;Totaal;25 tot 30 jaar;2058;235821;19166.0
184;Totaal;25 tot 30 jaar;2059;237130;19285.0
185;Totaal;25 tot 30 jaar;2060;237877;19363.0
186;Totaal;25 tot 30 jaar;2061;238159;19405.0
187;Totaal;25 tot 30 jaar;2062;237961;19414.0
188;Totaal;25 tot 30 jaar;2063;237433;19397.0
189;Totaal;25 tot 30 jaar;2064;236567;19356.0
190;Totaal;25 tot 30 jaar;2065;235457;19298.0
191;Totaal;25 tot 30 jaar;2066;234177;19222.0
192;Totaal;25 tot 30 jaar;2067;232829;19147.0
193;Totaal;25 tot 30 jaar;2068;231519;19069.0
194;Totaal;25 tot 30 jaar;2069;230283;18995.0
195;Totaal;25 tot 30 jaar;2070;229117;18921.0
196;Totaal;30 tot 35 jaar;2022;351167;45924.0
197;Totaal;30 tot 35 jaar;2023;356710;45974.0
198;Totaal;30 tot 35 jaar;2024;362245;45951.0
199;Totaal;30 tot 35 jaar;2025;367034;45713.0
200;Totaal;30 tot 35 jaar;2026;366983;45159.0
201;Totaal;30 tot 35 jaar;2027;367413;44519.0
202;Totaal;30 tot 35 jaar;2028;368205;44112.0
203;Totaal;30 tot 35 jaar;2029;371227;43935.0
204;Totaal;30 tot 35 jaar;2030;374178;43730.0
205;Totaal;30 tot 35 jaar;2031;379483;43852.0
206;Totaal;30 tot 35 jaar;2032;383200;44063.0
207;Totaal;30 tot 35 jaar;2033;385652;44106.0
208;Totaal;30 tot 35 jaar;2034;384916;43937.0
209;Totaal;30 tot 35 jaar;2035;381463;43606.0
210;Totaal;30 tot 35 jaar;2036;375425;42852.0
211;Totaal;30 tot 35 jaar;2037;369876;42138.0
212;Totaal;30 tot 35 jaar;2038;364037;41447.0
213;Totaal;30 tot 35 jaar;2039;359996;40879.0
214;Totaal;30 tot 35 jaar;2040;358175;40571.0
215;Totaal;30 tot 35 jaar;2041;357691;40549.0
216;Totaal;30 tot 35 jaar;2042;356769;40492.0
217;Totaal;30 tot 35 jaar;2043;356155;40437.0
218;Totaal;30 tot 35 jaar;2044;353099;40114.0
219;Totaal;30 tot 35 jaar;2045;350722;39833.0
220;Totaal;30 tot 35 jaar;2046;347830;39366.0
221;Totaal;30 tot 35 jaar;2047;346350;39136.0
222;Totaal;30 tot 35 jaar;2048;345340;38961.0
223;Totaal;30 tot 35 jaar;2049;345074;38961.0
224;Totaal;30 tot 35 jaar;2050;344401;38762.0
225;Totaal;30 tot 35 jaar;2051;344657;38748.0
226;Totaal;30 tot 35 jaar;2052;345310;38702.0
227;Totaal;30 tot 35 jaar;2053;346914;38798.0
228;Totaal;30 tot 35 jaar;2054;350365;39070.0
229;Totaal;30 tot 35 jaar;2055;354750;39469.0
230;Totaal;30 tot 35 jaar;2056;360323;40048.0
231;Totaal;30 tot 35 jaar;2057;366211;40729.0
232;Totaal;30 tot 35 jaar;2058;372665;41518.0
233;Totaal;30 tot 35 jaar;2059;378333;42222.0
234;Totaal;30 tot 35 jaar;2060;383028;42793.0
235;Totaal;30 tot 35 jaar;2061;387072;43306.0
236;Totaal;30 tot 35 jaar;2062;390438;43751.0
237;Totaal;30 tot 35 jaar;2063;393011;44109.0
238;Totaal;30 tot 35 jaar;2064;394742;44363.0
239;Totaal;30 tot 35 jaar;2065;395692;44530.0
240;Totaal;30 tot 35 jaar;2066;395991;44619.0
241;Totaal;30 tot 35 jaar;2067;395631;44635.0
242;Totaal;30 tot 35 jaar;2068;394819;44594.0
243;Totaal;30 tot 35 jaar;2069;393575;44508.0
244;Totaal;30 tot 35 jaar;2070;392033;44374.0
245;Totaal;35 tot 40 jaar;2022;370870;67664.0
246;Totaal;35 tot 40 jaar;2023;378950;68946.0
247;Totaal;35 tot 40 jaar;2024;387446;70237.0
248;Totaal;35 tot 40 jaar;2025;394348;71243.0
249;Totaal;35 tot 40 jaar;2026;403531;72244.0
250;Totaal;35 tot 40 jaar;2027;410560;73046.0
251;Totaal;35 tot 40 jaar;2028;416215;73881.0
252;Totaal;35 tot 40 jaar;2029;421367;74609.0
253;Totaal;35 tot 40 jaar;2030;425884;75092.0
254;Totaal;35 tot 40 jaar;2031;425402;74921.0
255;Totaal;35 tot 40 jaar;2032;425688;74567.0
256;Totaal;35 tot 40 jaar;2033;426547;74573.0
257;Totaal;35 tot 40 jaar;2034;430070;74957.0
258;Totaal;35 tot 40 jaar;2035;433540;75397.0
259;Totaal;35 tot 40 jaar;2036;439385;76437.0
260;Totaal;35 tot 40 jaar;2037;443336;77409.0
261;Totaal;35 tot 40 jaar;2038;445776;77909.0
262;Totaal;35 tot 40 jaar;2039;444933;77756.0
263;Totaal;35 tot 40 jaar;2040;441109;77149.0
264;Totaal;35 tot 40 jaar;2041;434623;75842.0
265;Totaal;35 tot 40 jaar;2042;428814;74678.0
266;Totaal;35 tot 40 jaar;2043;422738;73561.0
267;Totaal;35 tot 40 jaar;2044;418896;72694.0
268;Totaal;35 tot 40 jaar;2045;417358;72248.0
269;Totaal;35 tot 40 jaar;2046;417136;72216.0
270;Totaal;35 tot 40 jaar;2047;416342;72097.0
271;Totaal;35 tot 40 jaar;2048;415698;71935.0
272;Totaal;35 tot 40 jaar;2049;412483;71328.0
273;Totaal;35 tot 40 jaar;2050;410176;70860.0
274;Totaal;35 tot 40 jaar;2051;407231;70096.0
275;Totaal;35 tot 40 jaar;2052;405858;69710.0
276;Totaal;35 tot 40 jaar;2053;404824;69412.0
277;Totaal;35 tot 40 jaar;2054;404467;69359.0
278;Totaal;35 tot 40 jaar;2055;403790;69047.0
279;Totaal;35 tot 40 jaar;2056;404031;69017.0
280;Totaal;35 tot 40 jaar;2057;404481;68946.0
281;Totaal;35 tot 40 jaar;2058;406011;69105.0
282;Totaal;35 tot 40 jaar;2059;409676;69607.0
283;Totaal;35 tot 40 jaar;2060;414509;70356.0
284;Totaal;35 tot 40 jaar;2061;420581;71388.0
285;Totaal;35 tot 40 jaar;2062;427222;72591.0
286;Totaal;35 tot 40 jaar;2063;434337;73940.0
287;Totaal;35 tot 40 jaar;2064;440606;75123.0
288;Totaal;35 tot 40 jaar;2065;445822;76107.0
289;Totaal;35 tot 40 jaar;2066;450303;76976.0
290;Totaal;35 tot 40 jaar;2067;454083;77727.0
291;Totaal;35 tot 40 jaar;2068;456952;78317.0
292;Totaal;35 tot 40 jaar;2069;458902;78745.0
293;Totaal;35 tot 40 jaar;2070;460013;79005.0
294;Totaal;40 tot 45 jaar;2022;370335;85214.0
295;Totaal;40 tot 45 jaar;2023;373320;87088.0
296;Totaal;40 tot 45 jaar;2024;374865;88612.0
297;Totaal;40 tot 45 jaar;2025;378821;90194.0
298;Totaal;40 tot 45 jaar;2026;381204;90999.0
299;Totaal;40 tot 45 jaar;2027;386763;92244.0
300;Totaal;40 tot 45 jaar;2028;394396;93779.0
301;Totaal;40 tot 45 jaar;2029;402348;95421.0
302;Totaal;40 tot 45 jaar;2030;408939;96872.0
303;Totaal;40 tot 45 jaar;2031;417730;98545.0
304;Totaal;40 tot 45 jaar;2032;424394;99976.0
305;Totaal;40 tot 45 jaar;2033;429747;101365.0
306;Totaal;40 tot 45 jaar;2034;434695;102640.0
307;Totaal;40 tot 45 jaar;2035;439140;103633.0
308;Totaal;40 tot 45 jaar;2036;438855;103680.0
309;Totaal;40 tot 45 jaar;2037;439380;103503.0
310;Totaal;40 tot 45 jaar;2038;440513;103813.0
311;Totaal;40 tot 45 jaar;2039;444281;104696.0
312;Totaal;40 tot 45 jaar;2040;447924;105660.0
313;Totaal;40 tot 45 jaar;2041;453757;107373.0
314;Totaal;40 tot 45 jaar;2042;457640;108787.0
315;Totaal;40 tot 45 jaar;2043;459993;109509.0
316;Totaal;40 tot 45 jaar;2044;459165;109385.0
317;Totaal;40 tot 45 jaar;2045;455401;108557.0
318;Totaal;40 tot 45 jaar;2046;449068;106770.0
319;Totaal;40 tot 45 jaar;2047;443447;105172.0
320;Totaal;40 tot 45 jaar;2048;437570;103644.0
321;Totaal;40 tot 45 jaar;2049;433901;102495.0
322;Totaal;40 tot 45 jaar;2050;432461;101902.0
323;Totaal;40 tot 45 jaar;2051;432274;101850.0
324;Totaal;40 tot 45 jaar;2052;431463;101612.0
325;Totaal;40 tot 45 jaar;2053;430765;101330.0
326;Totaal;40 tot 45 jaar;2054;427504;100435.0
327;Totaal;40 tot 45 jaar;2055;425166;99794.0
328;Totaal;40 tot 45 jaar;2056;422161;98771.0
329;Totaal;40 tot 45 jaar;2057;420730;98264.0
330;Totaal;40 tot 45 jaar;2058;419626;97860.0
331;Totaal;40 tot 45 jaar;2059;419212;97793.0
332;Totaal;40 tot 45 jaar;2060;418507;97413.0
333;Totaal;40 tot 45 jaar;2061;418756;97399.0
334;Totaal;40 tot 45 jaar;2062;418965;97324.0
335;Totaal;40 tot 45 jaar;2063;420359;97570.0
336;Totaal;40 tot 45 jaar;2064;423946;98292.0
337;Totaal;40 tot 45 jaar;2065;428774;99361.0
338;Totaal;40 tot 45 jaar;2066;434838;100798.0
339;Totaal;40 tot 45 jaar;2067;441654;102474.0
340;Totaal;40 tot 45 jaar;2068;448901;104310.0
341;Totaal;40 tot 45 jaar;2069;455308;105934.0
342;Totaal;40 tot 45 jaar;2070;460642;107283.0
343;Totaal;45 tot 50 jaar;2022;386788;99272.0
344;Totaal;45 tot 50 jaar;2023;373865;97328.0
345;Totaal;45 tot 50 jaar;2024;368660;97124.0
346;Totaal;45 tot 50 jaar;2025;366042;97683.0
347;Totaal;45 tot 50 jaar;2026;369531;99505.0
348;Totaal;45 tot 50 jaar;2027;371786;101396.0
349;Totaal;45 tot 50 jaar;2028;373956;102646.0
350;Totaal;45 tot 50 jaar;2029;374782;103551.0
351;Totaal;45 tot 50 jaar;2030;378026;104811.0
352;Totaal;45 tot 50 jaar;2031;379849;105596.0
353;Totaal;45 tot 50 jaar;2032;384871;107099.0
354;Totaal;45 tot 50 jaar;2033;392063;109114.0
355;Totaal;45 tot 50 jaar;2034;399571;111347.0
356;Totaal;45 tot 50 jaar;2035;405828;113442.0
357;Totaal;45 tot 50 jaar;2036;414248;115905.0
358;Totaal;45 tot 50 jaar;2037;420632;118094.0
359;Totaal;45 tot 50 jaar;2038;425759;120163.0
360;Totaal;45 tot 50 jaar;2039;430533;122052.0
361;Totaal;45 tot 50 jaar;2040;434873;123575.0
362;Totaal;45 tot 50 jaar;2041;434664;123918.0
363;Totaal;45 tot 50 jaar;2042;435225;124043.0
364;Totaal;45 tot 50 jaar;2043;436391;124718.0
365;Totaal;45 tot 50 jaar;2044;440133;126052.0
366;Totaal;45 tot 50 jaar;2045;443746;127449.0
367;Totaal;45 tot 50 jaar;2046;449472;129646.0
368;Totaal;45 tot 50 jaar;2047;453302;131346.0
369;Totaal;45 tot 50 jaar;2048;455636;132181.0
370;Totaal;45 tot 50 jaar;2049;454864;132003.0
371;Totaal;45 tot 50 jaar;2050;451215;130943.0
372;Totaal;45 tot 50 jaar;2051;445039;128786.0
373;Totaal;45 tot 50 jaar;2052;439566;126852.0
374;Totaal;45 tot 50 jaar;2053;433808;125015.0
375;Totaal;45 tot 50 jaar;2054;430191;123677.0
376;Totaal;45 tot 50 jaar;2055;428758;123013.0
377;Totaal;45 tot 50 jaar;2056;428528;122951.0
378;Totaal;45 tot 50 jaar;2057;427663;122646.0
379;Totaal;45 tot 50 jaar;2058;426903;122272.0
380;Totaal;45 tot 50 jaar;2059;423609;121197.0
381;Totaal;45 tot 50 jaar;2060;421227;120457.0
382;Totaal;45 tot 50 jaar;2061;418200;119301.0
383;Totaal;45 tot 50 jaar;2062;416729;118744.0
384;Totaal;45 tot 50 jaar;2063;415588;118300.0
385;Totaal;45 tot 50 jaar;2064;415128;118207.0
386;Totaal;45 tot 50 jaar;2065;414393;117809.0
387;Totaal;45 tot 50 jaar;2066;414617;117806.0
388;Totaal;45 tot 50 jaar;2067;414601;117732.0
389;Totaal;45 tot 50 jaar;2068;415828;118028.0
390;Totaal;45 tot 50 jaar;2069;419247;118921.0
391;Totaal;45 tot 50 jaar;2070;423944;120233.0
392;Totaal;50 tot 55 jaar;2022;464194;108042.0
393;Totaal;50 tot 55 jaar;2023;456570;109391.0
394;Totaal;50 tot 55 jaar;2024;442210;108079.0
395;Totaal;50 tot 55 jaar;2025;421729;104999.0
396;Totaal;50 tot 55 jaar;2026;400658;101433.0
397;Totaal;50 tot 55 jaar;2027;383429;98208.0
398;Totaal;50 tot 55 jaar;2028;370431;95911.0
399;Totaal;50 tot 55 jaar;2029;364868;95373.0
400;Totaal;50 tot 55 jaar;2030;361920;95511.0
401;Totaal;50 tot 55 jaar;2031;364830;96942.0
402;Totaal;50 tot 55 jaar;2032;366635;98324.0
403;Totaal;50 tot 55 jaar;2033;368358;99137.0
404;Totaal;50 tot 55 jaar;2034;368833;99670.0
405;Totaal;50 tot 55 jaar;2035;371676;100757.0
406;Totaal;50 tot 55 jaar;2036;373204;101690.0
407;Totaal;50 tot 55 jaar;2037;377869;103538.0
408;Totaal;50 tot 55 jaar;2038;384749;106006.0
409;Totaal;50 tot 55 jaar;2039;391939;108783.0
410;Totaal;50 tot 55 jaar;2040;397942;111517.0
411;Totaal;50 tot 55 jaar;2041;406027;114747.0
412;Totaal;50 tot 55 jaar;2042;412176;117648.0
413;Totaal;50 tot 55 jaar;2043;417098;120200.0
414;Totaal;50 tot 55 jaar;2044;421746;122456.0
415;Totaal;50 tot 55 jaar;2045;426006;124250.0
416;Totaal;50 tot 55 jaar;2046;425828;124778.0
417;Totaal;50 tot 55 jaar;2047;426384;125081.0
418;Totaal;50 tot 55 jaar;2048;427534;125900.0
419;Totaal;50 tot 55 jaar;2049;431215;127381.0
420;Totaal;50 tot 55 jaar;2050;434769;128904.0
421;Totaal;50 tot 55 jaar;2051;440426;131144.0
422;Totaal;50 tot 55 jaar;2052;444250;132747.0
423;Totaal;50 tot 55 jaar;2053;446613;133453.0
424;Totaal;50 tot 55 jaar;2054;445896;133177.0
425;Totaal;50 tot 55 jaar;2055;442340;132002.0
426;Totaal;50 tot 55 jaar;2056;436243;129827.0
427;Totaal;50 tot 55 jaar;2057;430830;127902.0
428;Totaal;50 tot 55 jaar;2058;425110;126100.0
429;Totaal;50 tot 55 jaar;2059;421472;124865.0
430;Totaal;50 tot 55 jaar;2060;420010;124281.0
431;Totaal;50 tot 55 jaar;2061;419747;124261.0
432;Totaal;50 tot 55 jaar;2062;418868;123942.0
433;Totaal;50 tot 55 jaar;2063;418098;123507.0
434;Totaal;50 tot 55 jaar;2064;414806;122388.0
435;Totaal;50 tot 55 jaar;2065;412395;121679.0
436;Totaal;50 tot 55 jaar;2066;409349;120567.0
437;Totaal;50 tot 55 jaar;2067;407848;120054.0
438;Totaal;50 tot 55 jaar;2068;406692;119623.0
439;Totaal;50 tot 55 jaar;2069;406218;119499.0
440;Totaal;50 tot 55 jaar;2070;405450;119137.0
441;Totaal;55 tot 60 jaar;2022;467287;73148.0
442;Totaal;55 tot 60 jaar;2023;465589;75228.0
443;Totaal;55 tot 60 jaar;2024;462665;77321.0
444;Totaal;55 tot 60 jaar;2025;462062;79483.0
445;Totaal;55 tot 60 jaar;2026;460682;81388.0
446;Totaal;55 tot 60 jaar;2027;457127;82552.0
447;Totaal;55 tot 60 jaar;2028;449339;82843.0
448;Totaal;55 tot 60 jaar;2029;435052;81364.0
449;Totaal;55 tot 60 jaar;2030;414767;78814.0
450;Totaal;55 tot 60 jaar;2031;393953;76028.0
451;Totaal;55 tot 60 jaar;2032;376967;73674.0
452;Totaal;55 tot 60 jaar;2033;364084;72048.0
453;Totaal;55 tot 60 jaar;2034;358458;71744.0
454;Totaal;55 tot 60 jaar;2035;355398;71882.0
455;Totaal;55 tot 60 jaar;2036;358017;72979.0
456;Totaal;55 tot 60 jaar;2037;359582;73891.0
457;Totaal;55 tot 60 jaar;2038;361061;74424.0
458;Totaal;55 tot 60 jaar;2039;361339;74851.0
459;Totaal;55 tot 60 jaar;2040;363931;75904.0
460;Totaal;55 tot 60 jaar;2041;365270;77067.0
461;Totaal;55 tot 60 jaar;2042;369677;78993.0
462;Totaal;55 tot 60 jaar;2043;376308;81406.0
463;Totaal;55 tot 60 jaar;2044;383243;83954.0
464;Totaal;55 tot 60 jaar;2045;389044;86440.0
465;Totaal;55 tot 60 jaar;2046;396911;89301.0
466;Totaal;55 tot 60 jaar;2047;402913;91796.0
467;Totaal;55 tot 60 jaar;2048;407711;93848.0
468;Totaal;55 tot 60 jaar;2049;412260;95563.0
469;Totaal;55 tot 60 jaar;2050;416464;96895.0
470;Totaal;55 tot 60 jaar;2051;416287;97200.0
471;Totaal;55 tot 60 jaar;2052;416833;97394.0
472;Totaal;55 tot 60 jaar;2053;417973;98024.0
473;Totaal;55 tot 60 jaar;2054;421651;99228.0
474;Totaal;55 tot 60 jaar;2055;425197;100430.0
475;Totaal;55 tot 60 jaar;2056;430839;102132.0
476;Totaal;55 tot 60 jaar;2057;434660;103232.0
477;Totaal;55 tot 60 jaar;2058;437048;103624.0
478;Totaal;55 tot 60 jaar;2059;436377;103301.0
479;Totaal;55 tot 60 jaar;2060;432859;102283.0
480;Totaal;55 tot 60 jaar;2061;426804;100567.0
481;Totaal;55 tot 60 jaar;2062;421428;99078.0
482;Totaal;55 tot 60 jaar;2063;415730;97695.0
483;Totaal;55 tot 60 jaar;2064;412100;96835.0
484;Totaal;55 tot 60 jaar;2065;410648;96458.0
485;Totaal;55 tot 60 jaar;2066;410400;96451.0
486;Totaal;55 tot 60 jaar;2067;409542;96157.0
487;Totaal;55 tot 60 jaar;2068;408794;95737.0
488;Totaal;55 tot 60 jaar;2069;405520;94801.0
