ID;RegioS;AutochtonenAllochtonen;AantalPersonenMet52WekenInkomen_1;GemiddeldBesteedbaarInkomen_2
401;Leeuwarden (SG);Herkomst: Nederland;101.7;17.2
402;Leeuwarden (SG);Herkomst: Niet-Nederland;10.5;15.5
403;Leeuwarden (SG);Herkomst: Westers land;6.1;17.0
404;Leeuwarden (SG);Herkomst: Niet-westers land;4.4;13.4
405;Zwolle (SG);Totaal Herkomst (land);120.8;18.2
406;Zwolle (SG);Herkomst: Nederland;108.2;18.4
407;Zwolle (SG);Herkomst: Niet-Nederland;12.6;16.6
408;Zwolle (SG);Herkomst: Westers land;6.6;18.9
409;Zwolle (SG);Herkomst: Niet-westers land;6.0;14.1
410;Enschede (SG);Totaal Herkomst (land);216.4;16.9
411;Enschede (SG);Herkomst: Nederland;174.2;17.3
412;Enschede (SG);Herkomst: Niet-Nederland;42.1;15.1
413;Enschede (SG);Herkomst: Westers land;24.7;16.2
414;Enschede (SG);Herkomst: Niet-westers land;17.4;13.6
415;Apeldoorn (SG);Totaal Herkomst (land);150.8;18.4
416;Apeldoorn (SG);Herkomst: Nederland;132.3;18.6
417;Apeldoorn (SG);Herkomst: Niet-Nederland;18.6;17.2
418;Apeldoorn (SG);Herkomst: Westers land;11.7;18.8
419;Apeldoorn (SG);Herkomst: Niet-westers land;6.8;14.3
420;Arnhem (SG);Totaal Herkomst (land);246.4;18.3
421;Arnhem (SG);Herkomst: Nederland;204.7;18.7
422;Arnhem (SG);Herkomst: Niet-Nederland;41.7;16.5
423;Arnhem (SG);Herkomst: Westers land;24.6;18.3
424;Arnhem (SG);Herkomst: Niet-westers land;17.1;13.9
425;Nijmegen (SG);Totaal Herkomst (land);197.6;17.8
426;Nijmegen (SG);Herkomst: Nederland;165.6;18.1
427;Nijmegen (SG);Herkomst: Niet-Nederland;32.0;16.3
428;Nijmegen (SG);Herkomst: Westers land;20.1;17.7
429;Nijmegen (SG);Herkomst: Niet-westers land;11.9;14.1
430;Amersfoort (SG);Totaal Herkomst (land);185.4;20.1
431;Amersfoort (SG);Herkomst: Nederland;157.0;20.5
432;Amersfoort (SG);Herkomst: Niet-Nederland;28.4;18.3
433;Amersfoort (SG);Herkomst: Westers land;14.8;20.7
434;Amersfoort (SG);Herkomst: Niet-westers land;13.7;15.6
435;Utrecht (SG);Totaal Herkomst (land);413.4;19.7
436;Utrecht (SG);Herkomst: Nederland;327.3;20.4
437;Utrecht (SG);Herkomst: Niet-Nederland;86.1;17.2
438;Utrecht (SG);Herkomst: Westers land;38.0;20.0
439;Utrecht (SG);Herkomst: Niet-westers land;48.0;15.1
440;Amsterdam (SG);Totaal Herkomst (land);1018.9;19.5
441;Amsterdam (SG);Herkomst: Nederland;691.0;20.3
442;Amsterdam (SG);Herkomst: Niet-Nederland;327.9;17.9
443;Amsterdam (SG);Herkomst: Westers land;121.9;21.1
444;Amsterdam (SG);Herkomst: Niet-westers land;206.0;15.9
445;Haarlem (SG);Totaal Herkomst (land);289.7;20.3
446;Haarlem (SG);Herkomst: Nederland;243.3;20.5
447;Haarlem (SG);Herkomst: Niet-Nederland;46.4;19.1
448;Haarlem (SG);Herkomst: Westers land;27.8;21.4
449;Haarlem (SG);Herkomst: Niet-westers land;18.5;15.5
450;Leiden (SG);Totaal Herkomst (land);229.7;20.1
451;Leiden (SG);Herkomst: Nederland;196.1;20.2
452;Leiden (SG);Herkomst: Niet-Nederland;33.6;19.7
453;Leiden (SG);Herkomst: Westers land;19.9;22.4
454;Leiden (SG);Herkomst: Niet-westers land;13.7;15.8
455;'s-Gravenhage (SG);Totaal Herkomst (land);684.2;19.7
456;'s-Gravenhage (SG);Herkomst: Nederland;493.5;20.2
457;'s-Gravenhage (SG);Herkomst: Niet-Nederland;190.7;18.6
458;'s-Gravenhage (SG);Herkomst: Westers land;77.0;22.8
459;'s-Gravenhage (SG);Herkomst: Niet-westers land;113.7;15.7
460;Rotterdam (SG);Totaal Herkomst (land);812.7;18.4
461;Rotterdam (SG);Herkomst: Nederland;585.5;19.2
462;Rotterdam (SG);Herkomst: Niet-Nederland;227.3;16.4
463;Rotterdam (SG);Herkomst: Westers land;73.5;19.0
464;Rotterdam (SG);Herkomst: Niet-westers land;153.8;15.1
465;Dordrecht (SG);Totaal Herkomst (land);192.7;18.6
466;Dordrecht (SG);Herkomst: Nederland;161.2;19.0
467;Dordrecht (SG);Herkomst: Niet-Nederland;31.5;16.6
468;Dordrecht (SG);Herkomst: Westers land;15.5;18.4
469;Dordrecht (SG);Herkomst: Niet-westers land;16.0;15.0
470;Breda (SG);Totaal Herkomst (land);221.4;18.7
471;Breda (SG);Herkomst: Nederland;187.4;19.1
472;Breda (SG);Herkomst: Niet-Nederland;34.0;16.8
473;Breda (SG);Herkomst: Westers land;20.1;18.3
474;Breda (SG);Herkomst: Niet-westers land;13.8;14.6
475;Tilburg (SG);Totaal Herkomst (land);207.3;17.6
476;Tilburg (SG);Herkomst: Nederland;175.2;18.0
477;Tilburg (SG);Herkomst: Niet-Nederland;32.1;15.8
478;Tilburg (SG);Herkomst: Westers land;16.1;17.5
479;Tilburg (SG);Herkomst: Niet-westers land;16.0;14.0
480;'s-Hertogenbosch (SG);Totaal Herkomst (land);135.6;19.2
481;'s-Hertogenbosch (SG);Herkomst: Nederland;115.8;19.6
482;'s-Hertogenbosch (SG);Herkomst: Niet-Nederland;19.8;17.0
483;'s-Hertogenbosch (SG);Herkomst: Westers land;11.4;19.1
484;'s-Hertogenbosch (SG);Herkomst: Niet-westers land;8.4;14.1
485;Eindhoven (SG);Totaal Herkomst (land);288.5;18.9
486;Eindhoven (SG);Herkomst: Nederland;237.5;19.2
487;Eindhoven (SG);Herkomst: Niet-Nederland;51.0;17.4
488;Eindhoven (SG);Herkomst: Westers land;29.1;19.1
489;Eindhoven (SG);Herkomst: Niet-westers land;21.9;15.2
490;Geleen/Sittard (SG);Totaal Herkomst (land);108.8;17.8
491;Geleen/Sittard (SG);Herkomst: Nederland;88.8;18.1
492;Geleen/Sittard (SG);Herkomst: Niet-Nederland;20.1;16.4
493;Geleen/Sittard (SG);Herkomst: Westers land;16.5;17.0
494;Geleen/Sittard (SG);Herkomst: Niet-westers land;3.5;13.6
495;Heerlen (SG);Totaal Herkomst (land);184.1;16.6
496;Heerlen (SG);Herkomst: Nederland;139.2;16.9
497;Heerlen (SG);Herkomst: Niet-Nederland;44.8;15.4
498;Heerlen (SG);Herkomst: Westers land;39.0;15.8
499;Heerlen (SG);Herkomst: Niet-westers land;5.8;12.9
500;Maastricht (SG);Totaal Herkomst (land);129.6;17.4
501;Maastricht (SG);Herkomst: Nederland;108.5;17.7
502;Maastricht (SG);Herkomst: Niet-Nederland;21.1;16.1
503;Maastricht (SG);Herkomst: Westers land;16.5;16.9
504;Maastricht (SG);Herkomst: Niet-westers land;4.7;13.2
505;Aa en Hunze;Totaal Herkomst (land);18.1;18.6
506;Aa en Hunze;Herkomst: Nederland;17.3;18.5
507;Aa en Hunze;Herkomst: Niet-Nederland;0.8;19.8
508;Aa en Hunze;Herkomst: Westers land;0.7;20.8
509;Aa en Hunze;Herkomst: Niet-westers land;;
510;Aalburg;Totaal Herkomst (land);7.8;19.4
511;Aalburg;Herkomst: Nederland;7.6;19.4
512;Aalburg;Herkomst: Niet-Nederland;0.2;19.3
513;Aalburg;Herkomst: Westers land;0.2;21.0
514;Aalburg;Herkomst: Niet-westers land;;
515;Aalsmeer;Totaal Herkomst (land);17.8;20.3
516;Aalsmeer;Herkomst: Nederland;16.0;20.3
517;Aalsmeer;Herkomst: Niet-Nederland;1.9;21.1
518;Aalsmeer;Herkomst: Westers land;1.3;22.7
519;Aalsmeer;Herkomst: Niet-westers land;0.6;17.3
520;Aalten;Totaal Herkomst (land);19.1;16.5
521;Aalten;Herkomst: Nederland;17.2;16.7
522;Aalten;Herkomst: Niet-Nederland;2.0;14.8
523;Aalten;Herkomst: Westers land;1.6;15.1
524;Aalten;Herkomst: Niet-westers land;0.3;13.7
525;Abcoude;Totaal Herkomst (land);5.8;27.5
526;Abcoude;Herkomst: Nederland;5.0;27.0
527;Abcoude;Herkomst: Niet-Nederland;0.8;31.1
528;Abcoude;Herkomst: Westers land;0.6;31.0
529;Abcoude;Herkomst: Niet-westers land;0.2;31.4
530;Achtkarspelen;Totaal Herkomst (land);18.8;16.7
531;Achtkarspelen;Herkomst: Nederland;18.4;16.7
532;Achtkarspelen;Herkomst: Niet-Nederland;0.4;14.0
533;Achtkarspelen;Herkomst: Westers land;0.3;15.1
534;Achtkarspelen;Herkomst: Niet-westers land;;
535;Alblasserdam;Totaal Herkomst (land);12.5;18.1
536;Alblasserdam;Herkomst: Nederland;11.0;18.3
537;Alblasserdam;Herkomst: Niet-Nederland;1.5;16.6
538;Alblasserdam;Herkomst: Westers land;0.9;18.1
539;Alblasserdam;Herkomst: Niet-westers land;0.6;14.4
540;Albrandswaard;Totaal Herkomst (land);14.7;21.9
541;Albrandswaard;Herkomst: Nederland;12.8;22.0
542;Albrandswaard;Herkomst: Niet-Nederland;1.9;20.6
543;Albrandswaard;Herkomst: Westers land;1.1;22.7
544;Albrandswaard;Herkomst: Niet-westers land;0.8;17.7
545;Alkemade;Totaal Herkomst (land);10.4;18.9
546;Alkemade;Herkomst: Nederland;9.9;18.6
547;Alkemade;Herkomst: Niet-Nederland;0.5;23.8
548;Alkemade;Herkomst: Westers land;0.3;28.9
549;Alkemade;Herkomst: Niet-westers land;;
550;Alkmaar;Totaal Herkomst (land);68.3;17.9
551;Alkmaar;Herkomst: Nederland;55.2;18.4
552;Alkmaar;Herkomst: Niet-Nederland;13.1;15.9
553;Alkmaar;Herkomst: Westers land;6.6;17.8
554;Alkmaar;Herkomst: Niet-westers land;6.4;14.0
555;Almelo;Totaal Herkomst (land);50.5;16.7
556;Almelo;Herkomst: Nederland;40.0;17.1
557;Almelo;Herkomst: Niet-Nederland;10.6;15.1
558;Almelo;Herkomst: Westers land;5.1;16.7
559;Almelo;Herkomst: Niet-westers land;5.4;13.6
560;Almere;Totaal Herkomst (land);118.5;18.7
561;Almere;Herkomst: Nederland;81.9;19.3
562;Almere;Herkomst: Niet-Nederland;36.6;17.3
563;Almere;Herkomst: Westers land;11.6;19.0
564;Almere;Herkomst: Niet-westers land;25.0;16.5
565;Alphen aan den Rijn;Totaal Herkomst (land);49.8;19.8
566;Alphen aan den Rijn;Herkomst: Nederland;41.3;20.2
567;Alphen aan den Rijn;Herkomst: Niet-Nederland;8.4;17.8
568;Alphen aan den Rijn;Herkomst: Westers land;4.7;19.5
569;Alphen aan den Rijn;Herkomst: Niet-westers land;3.7;15.6
570;Alphen-Chaam;Totaal Herkomst (land);6.6;19.3
571;Alphen-Chaam;Herkomst: Nederland;5.8;19.6
572;Alphen-Chaam;Herkomst: Niet-Nederland;0.8;17.2
573;Alphen-Chaam;Herkomst: Westers land;0.7;17.7
574;Alphen-Chaam;Herkomst: Niet-westers land;;
575;Ameland;Totaal Herkomst (land);2.4;16.6
576;Ameland;Herkomst: Nederland;2.3;16.7
577;Ameland;Herkomst: Niet-Nederland;;
578;Ameland;Herkomst: Westers land;;
579;Ameland;Herkomst: Niet-westers land;;
580;Amersfoort;Totaal Herkomst (land);94.1;20.2
581;Amersfoort;Herkomst: Nederland;76.1;20.6
582;Amersfoort;Herkomst: Niet-Nederland;18.0;18.2
583;Amersfoort;Herkomst: Westers land;8.6;20.9
584;Amersfoort;Herkomst: Niet-westers land;9.4;15.7
585;Amstelveen;Totaal Herkomst (land);55.0;22.8
586;Amstelveen;Herkomst: Nederland;40.9;22.5
587;Amstelveen;Herkomst: Niet-Nederland;14.0;23.8
588;Amstelveen;Herkomst: Westers land;8.8;25.8
589;Amstelveen;Herkomst: Niet-westers land;5.2;20.3
590;Amsterdam;Totaal Herkomst (land);516.3;19.4
591;Amsterdam;Herkomst: Nederland;302.0;20.7
592;Amsterdam;Herkomst: Niet-Nederland;214.4;17.5
593;Amsterdam;Herkomst: Westers land;71.4;21.4
594;Amsterdam;Herkomst: Niet-westers land;142.9;15.6
595;Andijk;Totaal Herkomst (land);4.6;18.1
596;Andijk;Herkomst: Nederland;4.3;18.2
597;Andijk;Herkomst: Niet-Nederland;0.3;17.8
598;Andijk;Herkomst: Westers land;;
599;Andijk;Herkomst: Niet-westers land;;
600;Anna Paulowna;Totaal Herkomst (land);9.4;17.7
601;Anna Paulowna;Herkomst: Nederland;8.8;17.7
602;Anna Paulowna;Herkomst: Niet-Nederland;0.7;17.1
603;Anna Paulowna;Herkomst: Westers land;0.5;17.8
604;Anna Paulowna;Herkomst: Niet-westers land;;
605;Apeldoorn;Totaal Herkomst (land);110.8;18.5
606;Apeldoorn;Herkomst: Nederland;95.9;18.7
607;Apeldoorn;Herkomst: Niet-Nederland;14.9;17.1
608;Apeldoorn;Herkomst: Westers land;9.1;18.9
609;Apeldoorn;Herkomst: Niet-westers land;5.8;14.3
610;Appingedam;Totaal Herkomst (land);8.6;16.9
611;Appingedam;Herkomst: Nederland;7.7;17.0
612;Appingedam;Herkomst: Niet-Nederland;0.9;15.9
613;Appingedam;Herkomst: Westers land;0.6;17.0
614;Appingedam;Herkomst: Niet-westers land;0.3;13.0
615;Arcen en Velden;Totaal Herkomst (land);6.3;17.5
616;Arcen en Velden;Herkomst: Nederland;5.5;17.6
617;Arcen en Velden;Herkomst: Niet-Nederland;0.9;16.7
618;Arcen en Velden;Herkomst: Westers land;0.8;17.0
619;Arcen en Velden;Herkomst: Niet-westers land;;
620;Arnhem;Totaal Herkomst (land);101.7;17.5
621;Arnhem;Herkomst: Nederland;76.1;18.2
622;Arnhem;Herkomst: Niet-Nederland;25.5;15.4
623;Arnhem;Herkomst: Westers land;12.1;17.6
624;Arnhem;Herkomst: Niet-westers land;13.5;13.6
625;Assen;Totaal Herkomst (land);44.7;17.8
626;Assen;Herkomst: Nederland;39.2;17.9
627;Assen;Herkomst: Niet-Nederland;5.5;17.0
628;Assen;Herkomst: Westers land;3.8;18.4
629;Assen;Herkomst: Niet-westers land;1.8;14.1
630;Asten;Totaal Herkomst (land);11.5;18.0
631;Asten;Herkomst: Nederland;10.8;18.1
632;Asten;Herkomst: Niet-Nederland;0.7;16.7
633;Asten;Herkomst: Westers land;0.5;18.1
634;Asten;Herkomst: Niet-westers land;0.2;13.6
635;Baarle-Nassau;Totaal Herkomst (land);4.8;17.3
636;Baarle-Nassau;Herkomst: Nederland;3.7;17.5
637;Baarle-Nassau;Herkomst: Niet-Nederland;1.1;16.6
638;Baarle-Nassau;Herkomst: Westers land;1.0;16.7
639;Baarle-Nassau;Herkomst: Niet-westers land;;
640;Baarn;Totaal Herkomst (land);17.5;20.7
641;Baarn;Herkomst: Nederland;15.0;20.8
642;Baarn;Herkomst: Niet-Nederland;2.5;20.1
643;Baarn;Herkomst: Westers land;1.7;22.5
644;Baarn;Herkomst: Niet-westers land;0.9;15.3
645;Barendrecht;Totaal Herkomst (land);29.2;20.9
646;Barendrecht;Herkomst: Nederland;24.9;21.2
647;Barendrecht;Herkomst: Niet-Nederland;4.2;19.4
648;Barendrecht;Herkomst: Westers land;2.1;21.5
649;Barendrecht;Herkomst: Niet-westers land;2.2;17.3
650;Barneveld;Totaal Herkomst (land);32.1;19.0
651;Barneveld;Herkomst: Nederland;29.9;19.2
652;Barneveld;Herkomst: Niet-Nederland;2.2;17.1
653;Barneveld;Herkomst: Westers land;1.4;18.9
654;Barneveld;Herkomst: Niet-westers land;0.7;13.6
655;Bedum;Totaal Herkomst (land);7.2;17.6
656;Bedum;Herkomst: Nederland;6.9;17.5
657;Bedum;Herkomst: Niet-Nederland;0.4;19.0
658;Bedum;Herkomst: Westers land;0.3;19.5
659;Bedum;Herkomst: Niet-westers land;;
660;Beek (L.);Totaal Herkomst (land);11.8;18.5
661;Beek (L.);Herkomst: Nederland;10.2;18.7
662;Beek (L.);Herkomst: Niet-Nederland;1.6;17.3
663;Beek (L.);Herkomst: Westers land;1.3;18.1
664;Beek (L.);Herkomst: Niet-westers land;0.3;13.4
665;Beemster;Totaal Herkomst (land);6.0;20.5
666;Beemster;Herkomst: Nederland;5.6;20.4
667;Beemster;Herkomst: Niet-Nederland;0.4;21.7
668;Beemster;Herkomst: Westers land;0.3;22.2
669;Beemster;Herkomst: Niet-westers land;;
670;Beesel;Totaal Herkomst (land);9.5;17.6
671;Beesel;Herkomst: Nederland;8.1;17.9
672;Beesel;Herkomst: Niet-Nederland;1.4;16.0
673;Beesel;Herkomst: Westers land;1.1;16.3
674;Beesel;Herkomst: Niet-westers land;0.3;15.1
675;Bellingwedde;Totaal Herkomst (land);6.6;16.2
676;Bellingwedde;Herkomst: Nederland;6.1;16.3
677;Bellingwedde;Herkomst: Niet-Nederland;0.6;14.4
678;Bellingwedde;Herkomst: Westers land;0.5;14.6
679;Bellingwedde;Herkomst: Niet-westers land;;
680;Bennebroek;Totaal Herkomst (land);3.7;23.4
681;Bennebroek;Herkomst: Nederland;3.3;23.6
682;Bennebroek;Herkomst: Niet-Nederland;0.4;21.4
683;Bennebroek;Herkomst: Westers land;0.4;22.4
684;Bennebroek;Herkomst: Niet-westers land;;
685;Bergambacht;Totaal Herkomst (land);6.3;20.0
686;Bergambacht;Herkomst: Nederland;5.9;20.2
687;Bergambacht;Herkomst: Niet-Nederland;0.4;17.0
688;Bergambacht;Herkomst: Westers land;0.3;18.2
689;Bergambacht;Herkomst: Niet-westers land;;
690;Bergeijk;Totaal Herkomst (land);12.6;18.8
691;Bergeijk;Herkomst: Nederland;11.5;18.9
692;Bergeijk;Herkomst: Niet-Nederland;1.0;17.8
693;Bergeijk;Herkomst: Westers land;0.9;18.0
694;Bergeijk;Herkomst: Niet-westers land;;
695;Bergen (L.);Totaal Herkomst (land);9.5;16.2
696;Bergen (L.);Herkomst: Nederland;8.0;16.3
697;Bergen (L.);Herkomst: Niet-Nederland;1.5;15.8
698;Bergen (L.);Herkomst: Westers land;1.4;16.0
699;Bergen (L.);Herkomst: Niet-westers land;;
700;Bergen (NH.);Totaal Herkomst (land);22.3;21.3
701;Bergen (NH.);Herkomst: Nederland;20.4;21.2
702;Bergen (NH.);Herkomst: Niet-Nederland;2.0;22.7
703;Bergen (NH.);Herkomst: Westers land;1.6;23.4
704;Bergen (NH.);Herkomst: Niet-westers land;0.3;19.8
705;Bergen op Zoom;Totaal Herkomst (land);45.7;17.8
706;Bergen op Zoom;Herkomst: Nederland;37.7;18.2
707;Bergen op Zoom;Herkomst: Niet-Nederland;8.0;16.2
708;Bergen op Zoom;Herkomst: Westers land;4.0;18.6
709;Bergen op Zoom;Herkomst: Niet-westers land;4.0;13.9
710;Berkelland;Totaal Herkomst (land);32.1;17.2
711;Berkelland;Herkomst: Nederland;29.9;17.2
712;Berkelland;Herkomst: Niet-Nederland;2.2;16.2
713;Berkelland;Herkomst: Westers land;1.7;16.9
714;Berkelland;Herkomst: Niet-westers land;0.5;13.5
715;Bernheze;Totaal Herkomst (land);20.5;18.8
716;Bernheze;Herkomst: Nederland;19.3;18.9
717;Bernheze;Herkomst: Niet-Nederland;1.2;17.4
718;Bernheze;Herkomst: Westers land;0.9;18.3
719;Bernheze;Herkomst: Niet-westers land;0.3;14.3
720;Bernisse;Totaal Herkomst (land);8.8;19.9
721;Bernisse;Herkomst: Nederland;8.2;20.0
722;Bernisse;Herkomst: Niet-Nederland;0.7;18.7
723;Bernisse;Herkomst: Westers land;0.5;19.5
724;Bernisse;Herkomst: Niet-westers land;;
725;Best;Totaal Herkomst (land);19.9;19.5
726;Best;Herkomst: Nederland;17.6;19.7
727;Best;Herkomst: Niet-Nederland;2.3;18.0
728;Best;Herkomst: Westers land;1.5;19.6
729;Best;Herkomst: Niet-westers land;0.8;15.0
730;Beuningen;Totaal Herkomst (land);17.4;18.7
731;Beuningen;Herkomst: Nederland;15.6;18.9
732;Beuningen;Herkomst: Niet-Nederland;1.9;17.1
733;Beuningen;Herkomst: Westers land;1.4;17.7
734;Beuningen;Herkomst: Niet-westers land;0.5;15.4
735;Beverwijk;Totaal Herkomst (land);26.6;18.1
736;Beverwijk;Herkomst: Nederland;21.6;18.4
737;Beverwijk;Herkomst: Niet-Nederland;4.9;17.0
738;Beverwijk;Herkomst: Westers land;2.9;18.3
739;Beverwijk;Herkomst: Niet-westers land;2.0;15.0
740;Binnenmaas;Totaal Herkomst (land);20.1;20.5
741;Binnenmaas;Herkomst: Nederland;18.7;20.5
742;Binnenmaas;Herkomst: Niet-Nederland;1.4;19.9
743;Binnenmaas;Herkomst: Westers land;1.1;20.9
744;Binnenmaas;Herkomst: Niet-westers land;0.3;16.9
745;Bladel;Totaal Herkomst (land);13.4;18.2
746;Bladel;Herkomst: Nederland;12.4;18.3
747;Bladel;Herkomst: Niet-Nederland;1.1;17.0
748;Bladel;Herkomst: Westers land;0.9;17.4
749;Bladel;Herkomst: Niet-westers land;;
750;Blaricum;Totaal Herkomst (land);6.2;31.0
751;Blaricum;Herkomst: Nederland;5.4;30.4
752;Blaricum;Herkomst: Niet-Nederland;0.8;34.5
753;Blaricum;Herkomst: Westers land;0.7;38.4
754;Blaricum;Herkomst: Niet-westers land;;
755;Bloemendaal;Totaal Herkomst (land);11.3;32.9
756;Bloemendaal;Herkomst: Nederland;9.6;32.0
757;Bloemendaal;Herkomst: Niet-Nederland;1.7;37.8
758;Bloemendaal;Herkomst: Westers land;1.5;38.5
759;Bloemendaal;Herkomst: Niet-westers land;0.2;33.4
760;Boarnsterhim;Totaal Herkomst (land);13.1;18.6
761;Boarnsterhim;Herkomst: Nederland;12.5;18.6
762;Boarnsterhim;Herkomst: Niet-Nederland;0.6;17.1
763;Boarnsterhim;Herkomst: Westers land;0.5;17.6
764;Boarnsterhim;Herkomst: Niet-westers land;;
765;Bodegraven;Totaal Herkomst (land);13.1;19.7
766;Bodegraven;Herkomst: Nederland;11.8;19.9
767;Bodegraven;Herkomst: Niet-Nederland;1.2;18.1
768;Bodegraven;Herkomst: Westers land;0.7;19.1
769;Bodegraven;Herkomst: Niet-westers land;0.5;16.6
770;Boekel;Totaal Herkomst (land);6.5;17.3
771;Boekel;Herkomst: Nederland;6.2;17.3
772;Boekel;Herkomst: Niet-Nederland;0.2;17.5
773;Boekel;Herkomst: Westers land;0.2;17.9
774;Boekel;Herkomst: Niet-westers land;;
775;Bolsward;Totaal Herkomst (land);6.7;17.4
776;Bolsward;Herkomst: Nederland;6.1;17.5
777;Bolsward;Herkomst: Niet-Nederland;0.5;15.4
778;Bolsward;Herkomst: Westers land;0.3;16.9
779;Bolsward;Herkomst: Niet-westers land;0.2;13.5
780;Borger-Odoorn;Totaal Herkomst (land);18.3;17.1
781;Borger-Odoorn;Herkomst: Nederland;17.5;17.2
782;Borger-Odoorn;Herkomst: Niet-Nederland;0.8;16.5
783;Borger-Odoorn;Herkomst: Westers land;0.7;16.9
784;Borger-Odoorn;Herkomst: Niet-westers land;;
785;Borne;Totaal Herkomst (land);14.0;18.8
786;Borne;Herkomst: Nederland;12.7;19.0
787;Borne;Herkomst: Niet-Nederland;1.4;17.8
788;Borne;Herkomst: Westers land;1.0;19.0
789;Borne;Herkomst: Niet-westers land;0.3;13.9
790;Borsele;Totaal Herkomst (land);15.1;18.4
791;Borsele;Herkomst: Nederland;14.1;18.4
792;Borsele;Herkomst: Niet-Nederland;0.9;17.3
793;Borsele;Herkomst: Westers land;0.8;17.6
794;Borsele;Herkomst: Niet-westers land;;
795;Boskoop;Totaal Herkomst (land);10.1;19.7
796;Boskoop;Herkomst: Nederland;9.1;19.9
797;Boskoop;Herkomst: Niet-Nederland;1.0;17.7
798;Boskoop;Herkomst: Westers land;0.5;20.2
799;Boskoop;Herkomst: Niet-westers land;0.6;15.6
800;Boxmeer;Totaal Herkomst (land);20.3;18.6
801;Boxmeer;Herkomst: Nederland;18.4;18.7
802;Boxmeer;Herkomst: Niet-Nederland;1.9;17.4
803;Boxmeer;Herkomst: Westers land;1.5;18.2
804;Boxmeer;Herkomst: Niet-westers land;0.4;14.3
805;Boxtel;Totaal Herkomst (land);21.3;18.3
806;Boxtel;Herkomst: Nederland;18.9;18.6
807;Boxtel;Herkomst: Niet-Nederland;2.4;16.3
808;Boxtel;Herkomst: Westers land;1.4;17.5
809;Boxtel;Herkomst: Niet-westers land;1.0;14.6
810;Breda;Totaal Herkomst (land);121.1;18.9
811;Breda;Herkomst: Nederland;99.4;19.4
812;Breda;Herkomst: Niet-Nederland;21.7;17.0
813;Breda;Herkomst: Westers land;12.2;18.8
814;Breda;Herkomst: Niet-westers land;9.5;14.6
815;Breukelen;Totaal Herkomst (land);9.8;21.5
816;Breukelen;Herkomst: Nederland;8.8;21.7
817;Breukelen;Herkomst: Niet-Nederland;1.0;19.5
818;Breukelen;Herkomst: Westers land;0.7;21.1
819;Breukelen;Herkomst: Niet-westers land;0.3;15.2
820;Brielle;Totaal Herkomst (land);11.1;20.6
821;Brielle;Herkomst: Nederland;9.9;20.7
822;Brielle;Herkomst: Niet-Nederland;1.2;19.8
823;Brielle;Herkomst: Westers land;0.9;20.9
824;Brielle;Herkomst: Niet-westers land;0.2;15.2
825;Bronckhorst;Totaal Herkomst (land);26.4;18.7
826;Bronckhorst;Herkomst: Nederland;25.3;18.7
827;Bronckhorst;Herkomst: Niet-Nederland;1.1;18.9
828;Bronckhorst;Herkomst: Westers land;0.9;19.7
829;Bronckhorst;Herkomst: Niet-westers land;;
830;Brummen;Totaal Herkomst (land);14.9;18.6
831;Brummen;Herkomst: Nederland;13.5;18.7
832;Brummen;Herkomst: Niet-Nederland;1.4;17.8
833;Brummen;Herkomst: Westers land;0.9;19.9
834;Brummen;Herkomst: Niet-westers land;0.6;14.3
835;Brunssum;Totaal Herkomst (land);21.6;16.1
836;Brunssum;Herkomst: Nederland;16.3;16.3
837;Brunssum;Herkomst: Niet-Nederland;5.2;15.3
838;Brunssum;Herkomst: Westers land;4.7;15.8
839;Brunssum;Herkomst: Niet-westers land;0.6;11.3
840;Bunnik;Totaal Herkomst (land);9.9;22.4
841;Bunnik;Herkomst: Nederland;9.0;22.4
842;Bunnik;Herkomst: Niet-Nederland;1.0;21.7
843;Bunnik;Herkomst: Westers land;0.7;23.3
844;Bunnik;Herkomst: Niet-westers land;0.3;17.2
845;Bunschoten;Totaal Herkomst (land);13.0;18.3
846;Bunschoten;Herkomst: Nederland;12.3;18.3
847;Bunschoten;Herkomst: Niet-Nederland;0.7;17.1
848;Bunschoten;Herkomst: Westers land;0.4;20.0
849;Bunschoten;Herkomst: Niet-westers land;0.4;14.3
850;Buren;Totaal Herkomst (land);17.2;19.8
851;Buren;Herkomst: Nederland;16.2;19.7
852;Buren;Herkomst: Niet-Nederland;1.0;20.3
853;Buren;Herkomst: Westers land;0.8;19.9
854;Buren;Herkomst: Niet-westers land;;
855;Bussum;Totaal Herkomst (land);21.8;24.5
856;Bussum;Herkomst: Nederland;18.2;24.6
857;Bussum;Herkomst: Niet-Nederland;3.7;24.0
858;Bussum;Herkomst: Westers land;2.8;26.2
859;Bussum;Herkomst: Niet-westers land;0.9;17.3
860;Capelle aan den IJssel;Totaal Herkomst (land);45.8;19.5
861;Capelle aan den IJssel;Herkomst: Nederland;34.7;20.0
862;Capelle aan den IJssel;Herkomst: Niet-Nederland;11.1;18.1
863;Capelle aan den IJssel;Herkomst: Westers land;4.9;19.5
864;Capelle aan den IJssel;Herkomst: Niet-westers land;6.2;17.0
865;Castricum;Totaal Herkomst (land);24.4;21.0
866;Castricum;Herkomst: Nederland;22.6;21.2
867;Castricum;Herkomst: Niet-Nederland;1.8;19.3
868;Castricum;Herkomst: Westers land;1.4;20.2
869;Castricum;Herkomst: Niet-westers land;0.4;16.3
870;Coevorden;Totaal Herkomst (land);25.3;17.2
