ID;Geslacht;Leerweg;OpleidingsrichtingEnSector;Herkomstgroepering;Regiokenmerken;Perioden;TotaalDeelnemers_1;EntreeopleidingNiveau1_2;BasisberoepsopleidingNiveau2_3;VakopleidingNiveau3_4;MiddenkaderopleidingNiveau4a_5;SpecialistenopleidingNiveau4b_6;KorteOpleiding_7;LangeOpleiding_8;PrimaireOpleiding_9;VoortgezetteOpleiding_10
1822;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Centraal-Groningen (RP);2003/'04;;;;;;;;;;
1823;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Centraal-Groningen (RP);2004/'05;;;;;;;;;;
1824;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Centraal-Groningen (RP);2005/'06;13601.0;614.0;3303.0;3275.0;6159.0;250.0;;;;
1825;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Centraal-Groningen (RP);2006/'07;13985.0;600.0;3415.0;3330.0;6416.0;224.0;;;;
1826;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Centraal-Groningen (RP);2007/'08;14323.0;658.0;3520.0;3211.0;6665.0;269.0;;;;
1827;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Centraal-Groningen (RP);2008/'09;14638.0;715.0;3617.0;3424.0;6673.0;209.0;;;;
1828;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Centraal-Groningen (RP);2009/'10;15193.0;763.0;3696.0;3769.0;6790.0;175.0;;;;
1829;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Centraal-Groningen (RP);2010/'11;15116.0;830.0;3590.0;4012.0;6544.0;140.0;;;;
1830;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Centraal-Groningen (RP);2011/'12;14573.0;682.0;3453.0;3810.0;6531.0;97.0;;;;
1831;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Centraal-Groningen (RP);2012/'13;14299.0;642.0;3306.0;3608.0;6697.0;46.0;;;;
1832;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Centraal-Groningen (RP);2013/'14;14166.0;593.0;2935.0;3716.0;6914.0;8.0;;;;
1833;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Centraal-Groningen (RP);2014/'15;;;;;;;;;;
1834;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Centraal-Groningen (RP);2015/'16;;;;;;;;;;
1835;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Centraal-Groningen (RP);2016/'17;;;;;;;;;;
1836;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Fryslân (RP);1990/'91;;;;;;;;;;
1837;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Fryslân (RP);1991/'92;;;;;;;;;;
1838;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Fryslân (RP);1992/'93;;;;;;;;;;
1839;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Fryslân (RP);1993/'94;;;;;;;;;;
1840;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Fryslân (RP);1994/'95;;;;;;;;;;
1841;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Fryslân (RP);1995/'96;;;;;;;;;;
1842;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Fryslân (RP);1996/'97;;;;;;;;;;
1843;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Fryslân (RP);1997/'98;;;;;;;;;;
1844;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Fryslân (RP);1998/'99;;;;;;;;;;
1845;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Fryslân (RP);1999/'00;;;;;;;;;;
1846;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Fryslân (RP);2000/'01;;;;;;;;;;
1847;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Fryslân (RP);2001/'02;;;;;;;;;;
1848;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Fryslân (RP);2002/'03;;;;;;;;;;
1849;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Fryslân (RP);2003/'04;;;;;;;;;;
1850;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Fryslân (RP);2004/'05;;;;;;;;;;
1851;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Fryslân (RP);2005/'06;23150.0;904.0;5419.0;5862.0;10581.0;384.0;;;;
1852;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Fryslân (RP);2006/'07;23798.0;872.0;5658.0;5932.0;11061.0;275.0;;;;
1853;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Fryslân (RP);2007/'08;23853.0;756.0;5897.0;5834.0;11160.0;206.0;;;;
1854;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Fryslân (RP);2008/'09;23953.0;833.0;5897.0;6492.0;10529.0;202.0;;;;
1855;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Fryslân (RP);2009/'10;24325.0;783.0;5707.0;7113.0;10561.0;161.0;;;;
1856;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Fryslân (RP);2010/'11;25277.0;949.0;6273.0;6809.0;11147.0;99.0;;;;
1857;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Fryslân (RP);2011/'12;24605.0;779.0;5765.0;6531.0;11468.0;62.0;;;;
1858;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Fryslân (RP);2012/'13;24636.0;797.0;5519.0;6488.0;11803.0;29.0;;;;
1859;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Fryslân (RP);2013/'14;24351.0;669.0;5151.0;6489.0;12036.0;6.0;;;;
1860;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Fryslân (RP);2014/'15;;;;;;;;;;
1861;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Fryslân (RP);2015/'16;;;;;;;;;;
1862;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Fryslân (RP);2016/'17;;;;;;;;;;
1863;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid- en Midden-Drenthe (RP);1990/'91;;;;;;;;;;
1864;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid- en Midden-Drenthe (RP);1991/'92;;;;;;;;;;
1865;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid- en Midden-Drenthe (RP);1992/'93;;;;;;;;;;
1866;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid- en Midden-Drenthe (RP);1993/'94;;;;;;;;;;
1867;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid- en Midden-Drenthe (RP);1994/'95;;;;;;;;;;
1868;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid- en Midden-Drenthe (RP);1995/'96;;;;;;;;;;
1869;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid- en Midden-Drenthe (RP);1996/'97;;;;;;;;;;
1870;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid- en Midden-Drenthe (RP);1997/'98;;;;;;;;;;
1871;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid- en Midden-Drenthe (RP);1998/'99;;;;;;;;;;
1872;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid- en Midden-Drenthe (RP);1999/'00;;;;;;;;;;
1873;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid- en Midden-Drenthe (RP);2000/'01;;;;;;;;;;
1874;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid- en Midden-Drenthe (RP);2001/'02;;;;;;;;;;
1875;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid- en Midden-Drenthe (RP);2002/'03;;;;;;;;;;
1876;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid- en Midden-Drenthe (RP);2003/'04;;;;;;;;;;
1877;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid- en Midden-Drenthe (RP);2004/'05;;;;;;;;;;
1878;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid- en Midden-Drenthe (RP);2005/'06;11817.0;544.0;3050.0;3159.0;4887.0;177.0;;;;
1879;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid- en Midden-Drenthe (RP);2006/'07;11875.0;388.0;3047.0;3424.0;4833.0;183.0;;;;
1880;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid- en Midden-Drenthe (RP);2007/'08;12150.0;375.0;3187.0;3625.0;4799.0;164.0;;;;
1881;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid- en Midden-Drenthe (RP);2008/'09;12096.0;381.0;3195.0;3537.0;4823.0;160.0;;;;
1882;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid- en Midden-Drenthe (RP);2009/'10;12051.0;374.0;3094.0;3265.0;5189.0;129.0;;;;
1883;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid- en Midden-Drenthe (RP);2010/'11;12568.0;625.0;3195.0;3273.0;5361.0;114.0;;;;
1884;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid- en Midden-Drenthe (RP);2011/'12;12367.0;483.0;3149.0;3254.0;5425.0;56.0;;;;
1885;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid- en Midden-Drenthe (RP);2012/'13;12347.0;444.0;3190.0;3253.0;5430.0;30.0;;;;
1886;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid- en Midden-Drenthe (RP);2013/'14;11985.0;392.0;2693.0;3331.0;5558.0;11.0;;;;
1887;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid- en Midden-Drenthe (RP);2014/'15;;;;;;;;;;
1888;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid- en Midden-Drenthe (RP);2015/'16;;;;;;;;;;
1889;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid- en Midden-Drenthe (RP);2016/'17;;;;;;;;;;
1890;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;IJssel en Vecht (RP);1990/'91;;;;;;;;;;
1891;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;IJssel en Vecht (RP);1991/'92;;;;;;;;;;
1892;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;IJssel en Vecht (RP);1992/'93;;;;;;;;;;
1893;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;IJssel en Vecht (RP);1993/'94;;;;;;;;;;
1894;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;IJssel en Vecht (RP);1994/'95;;;;;;;;;;
1895;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;IJssel en Vecht (RP);1995/'96;;;;;;;;;;
1896;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;IJssel en Vecht (RP);1996/'97;;;;;;;;;;
1897;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;IJssel en Vecht (RP);1997/'98;;;;;;;;;;
1898;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;IJssel en Vecht (RP);1998/'99;;;;;;;;;;
1899;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;IJssel en Vecht (RP);1999/'00;;;;;;;;;;
1900;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;IJssel en Vecht (RP);2000/'01;;;;;;;;;;
1901;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;IJssel en Vecht (RP);2001/'02;;;;;;;;;;
1902;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;IJssel en Vecht (RP);2002/'03;;;;;;;;;;
1903;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;IJssel en Vecht (RP);2003/'04;;;;;;;;;;
1904;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;IJssel en Vecht (RP);2004/'05;;;;;;;;;;
1905;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;IJssel en Vecht (RP);2005/'06;15119.0;368.0;3688.0;4162.0;6702.0;199.0;;;;
1906;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;IJssel en Vecht (RP);2006/'07;15485.0;355.0;3610.0;4200.0;7097.0;223.0;;;;
1907;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;IJssel en Vecht (RP);2007/'08;15779.0;297.0;3677.0;4150.0;7410.0;245.0;;;;
1908;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;IJssel en Vecht (RP);2008/'09;15865.0;377.0;3768.0;4184.0;7286.0;250.0;;;;
1909;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;IJssel en Vecht (RP);2009/'10;16058.0;415.0;3629.0;4349.0;7474.0;191.0;;;;
1910;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;IJssel en Vecht (RP);2010/'11;16154.0;467.0;3654.0;4395.0;7517.0;121.0;;;;
1911;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;IJssel en Vecht (RP);2011/'12;16037.0;433.0;3609.0;4351.0;7586.0;58.0;;;;
1912;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;IJssel en Vecht (RP);2012/'13;15956.0;451.0;3469.0;4384.0;7622.0;30.0;;;;
1913;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;IJssel en Vecht (RP);2013/'14;15387.0;343.0;3062.0;4236.0;7738.0;8.0;;;;
1914;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;IJssel en Vecht (RP);2014/'15;;;;;;;;;;
1915;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;IJssel en Vecht (RP);2015/'16;;;;;;;;;;
1916;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;IJssel en Vecht (RP);2016/'17;;;;;;;;;;
1917;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Twente (RP);1990/'91;;;;;;;;;;
1918;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Twente (RP);1991/'92;;;;;;;;;;
1919;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Twente (RP);1992/'93;;;;;;;;;;
1920;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Twente (RP);1993/'94;;;;;;;;;;
1921;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Twente (RP);1994/'95;;;;;;;;;;
1922;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Twente (RP);1995/'96;;;;;;;;;;
1923;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Twente (RP);1996/'97;;;;;;;;;;
1924;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Twente (RP);1997/'98;;;;;;;;;;
1925;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Twente (RP);1998/'99;;;;;;;;;;
1926;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Twente (RP);1999/'00;;;;;;;;;;
1927;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Twente (RP);2000/'01;;;;;;;;;;
1928;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Twente (RP);2001/'02;;;;;;;;;;
1929;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Twente (RP);2002/'03;;;;;;;;;;
1930;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Twente (RP);2003/'04;;;;;;;;;;
1931;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Twente (RP);2004/'05;;;;;;;;;;
1932;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Twente (RP);2005/'06;20677.0;903.0;5656.0;5136.0;8692.0;290.0;;;;
1933;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Twente (RP);2006/'07;21107.0;803.0;5663.0;5555.0;8821.0;265.0;;;;
1934;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Twente (RP);2007/'08;21657.0;905.0;5745.0;5931.0;8842.0;234.0;;;;
1935;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Twente (RP);2008/'09;22002.0;1056.0;5674.0;6393.0;8663.0;216.0;;;;
1936;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Twente (RP);2009/'10;22372.0;1141.0;5517.0;6686.0;8877.0;151.0;;;;
1937;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Twente (RP);2010/'11;23218.0;1087.0;5846.0;6950.0;9176.0;159.0;;;;
1938;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Twente (RP);2011/'12;22974.0;1166.0;5508.0;6890.0;9293.0;117.0;;;;
1939;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Twente (RP);2012/'13;22383.0;1161.0;5228.0;6944.0;9020.0;30.0;;;;
1940;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Twente (RP);2013/'14;22369.0;1022.0;5180.0;6153.0;10000.0;14.0;;;;
1941;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Twente (RP);2014/'15;;;;;;;;;;
1942;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Twente (RP);2015/'16;;;;;;;;;;
1943;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Twente (RP);2016/'17;;;;;;;;;;
1944;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noordwest-Veluwe (RP);1990/'91;;;;;;;;;;
1945;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noordwest-Veluwe (RP);1991/'92;;;;;;;;;;
1946;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noordwest-Veluwe (RP);1992/'93;;;;;;;;;;
1947;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noordwest-Veluwe (RP);1993/'94;;;;;;;;;;
1948;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noordwest-Veluwe (RP);1994/'95;;;;;;;;;;
1949;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noordwest-Veluwe (RP);1995/'96;;;;;;;;;;
1950;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noordwest-Veluwe (RP);1996/'97;;;;;;;;;;
1951;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noordwest-Veluwe (RP);1997/'98;;;;;;;;;;
1952;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noordwest-Veluwe (RP);1998/'99;;;;;;;;;;
1953;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noordwest-Veluwe (RP);1999/'00;;;;;;;;;;
1954;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noordwest-Veluwe (RP);2000/'01;;;;;;;;;;
1955;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noordwest-Veluwe (RP);2001/'02;;;;;;;;;;
1956;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noordwest-Veluwe (RP);2002/'03;;;;;;;;;;
1957;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noordwest-Veluwe (RP);2003/'04;;;;;;;;;;
1958;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noordwest-Veluwe (RP);2004/'05;;;;;;;;;;
1959;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noordwest-Veluwe (RP);2005/'06;5845.0;117.0;1347.0;1679.0;2609.0;93.0;;;;
1960;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noordwest-Veluwe (RP);2006/'07;6023.0;108.0;1351.0;1804.0;2655.0;105.0;;;;
