ID;Geslacht;Leeftijd;Herkomstgroepering;Uitkeringsduur;Perioden;PersonenMetEenWAOWIAUitkering_1;PersonenMetEenWajongUitkering_2
553;Mannen;Totaal leeftijd;Westerse allochtoon;2;2006 september;590;280
554;Mannen;Totaal leeftijd;Westerse allochtoon;2;2007 september;940;280
555;Mannen;Totaal leeftijd;Westerse allochtoon;5;2005 september;2410;370
556;Mannen;Totaal leeftijd;Westerse allochtoon;5;2006 september;1300;430
557;Mannen;Totaal leeftijd;Westerse allochtoon;5;2007 september;1120;470
558;Mannen;Totaal leeftijd;Westerse allochtoon;6;2005 september;2190;320
559;Mannen;Totaal leeftijd;Westerse allochtoon;6;2006 september;2010;340
560;Mannen;Totaal leeftijd;Westerse allochtoon;6;2007 september;1170;400
561;Mannen;Totaal leeftijd;Westerse allochtoon;8;2005 september;4450;510
562;Mannen;Totaal leeftijd;Westerse allochtoon;8;2006 september;3780;580
563;Mannen;Totaal leeftijd;Westerse allochtoon;8;2007 september;3420;620
564;Mannen;Totaal leeftijd;Westerse allochtoon;5 jaar of langer;2005 september;21980;4190
565;Mannen;Totaal leeftijd;Westerse allochtoon;5 jaar of langer;2006 september;21320;4260
566;Mannen;Totaal leeftijd;Westerse allochtoon;5 jaar of langer;2007 september;20600;4380
567;Mannen;Totaal leeftijd;Niet-westerse allochtoon;0;2005 september;36900;5700
568;Mannen;Totaal leeftijd;Niet-westerse allochtoon;0;2006 september;33570;6480
569;Mannen;Totaal leeftijd;Niet-westerse allochtoon;0;2007 september;33300;7510
570;Mannen;Totaal leeftijd;Niet-westerse allochtoon;1;2005 september;1260;390
571;Mannen;Totaal leeftijd;Niet-westerse allochtoon;1;2006 september;1260;540
572;Mannen;Totaal leeftijd;Niet-westerse allochtoon;1;2007 september;1130;710
573;Mannen;Totaal leeftijd;Niet-westerse allochtoon;2;2005 september;1320;370
574;Mannen;Totaal leeftijd;Niet-westerse allochtoon;2;2006 september;790;550
575;Mannen;Totaal leeftijd;Niet-westerse allochtoon;2;2007 september;2090;650
576;Mannen;Totaal leeftijd;Niet-westerse allochtoon;5;2005 september;3380;660
577;Mannen;Totaal leeftijd;Niet-westerse allochtoon;5;2006 september;2300;710
578;Mannen;Totaal leeftijd;Niet-westerse allochtoon;5;2007 september;1770;960
579;Mannen;Totaal leeftijd;Niet-westerse allochtoon;6;2005 september;3630;530
580;Mannen;Totaal leeftijd;Niet-westerse allochtoon;6;2006 september;2670;600
581;Mannen;Totaal leeftijd;Niet-westerse allochtoon;6;2007 september;2060;670
582;Mannen;Totaal leeftijd;Niet-westerse allochtoon;8;2005 september;5190;790
583;Mannen;Totaal leeftijd;Niet-westerse allochtoon;8;2006 september;4600;910
584;Mannen;Totaal leeftijd;Niet-westerse allochtoon;8;2007 september;4450;1040
585;Mannen;Totaal leeftijd;Niet-westerse allochtoon;5 jaar of langer;2005 september;22130;2960
586;Mannen;Totaal leeftijd;Niet-westerse allochtoon;5 jaar of langer;2006 september;21960;3190
587;Mannen;Totaal leeftijd;Niet-westerse allochtoon;5 jaar of langer;2007 september;21790;3490
588;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;0;2005 september;820;17020
589;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;0;2006 september;570;19920
590;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;0;2007 september;470;23090
591;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;1;2005 september;60;2290
592;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;1;2006 september;120;2720
593;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;1;2007 september;90;3320
594;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;2;2005 september;140;2100
595;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;2;2006 september;40;3030
596;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;2;2007 september;90;2980
597;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;5;2005 september;310;3610
598;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;5;2006 september;120;4110
599;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;5;2007 september;80;5100
600;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;6;2005 september;170;2720
601;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;6;2006 september;160;3190
602;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;6;2007 september;60;3800
603;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;8;2005 september;120;3880
604;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;8;2006 september;110;4360
605;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;8;2007 september;130;5130
606;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;5 jaar of langer;2005 september;20;2420
607;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;5 jaar of langer;2006 september;20;2520
608;Mannen;Jonger dan 25 jaar;Totaal herkomstgroepering;5 jaar of langer;2007 september;20;2760
609;Mannen;Jonger dan 25 jaar;Autochtoon;0;2005 september;640;13660
610;Mannen;Jonger dan 25 jaar;Autochtoon;0;2006 september;440;15950
611;Mannen;Jonger dan 25 jaar;Autochtoon;0;2007 september;370;18340
612;Mannen;Jonger dan 25 jaar;Autochtoon;1;2005 september;40;1820
613;Mannen;Jonger dan 25 jaar;Autochtoon;1;2006 september;90;2120
614;Mannen;Jonger dan 25 jaar;Autochtoon;1;2007 september;70;2540
615;Mannen;Jonger dan 25 jaar;Autochtoon;2;2005 september;110;1680
616;Mannen;Jonger dan 25 jaar;Autochtoon;2;2006 september;30;2400
617;Mannen;Jonger dan 25 jaar;Autochtoon;2;2007 september;70;2300
618;Mannen;Jonger dan 25 jaar;Autochtoon;5;2005 september;240;2900
619;Mannen;Jonger dan 25 jaar;Autochtoon;5;2006 september;90;3300
620;Mannen;Jonger dan 25 jaar;Autochtoon;5;2007 september;60;4040
621;Mannen;Jonger dan 25 jaar;Autochtoon;6;2005 september;130;2150
622;Mannen;Jonger dan 25 jaar;Autochtoon;6;2006 september;120;2580
623;Mannen;Jonger dan 25 jaar;Autochtoon;6;2007 september;50;3060
624;Mannen;Jonger dan 25 jaar;Autochtoon;8;2005 september;100;3120
625;Mannen;Jonger dan 25 jaar;Autochtoon;8;2006 september;90;3480
626;Mannen;Jonger dan 25 jaar;Autochtoon;8;2007 september;110;4140
627;Mannen;Jonger dan 25 jaar;Autochtoon;5 jaar of langer;2005 september;20;2000
628;Mannen;Jonger dan 25 jaar;Autochtoon;5 jaar of langer;2006 september;20;2080
629;Mannen;Jonger dan 25 jaar;Autochtoon;5 jaar of langer;2007 september;20;2260
630;Mannen;Jonger dan 25 jaar;Westerse allochtoon;0;2005 september;60;1140
631;Mannen;Jonger dan 25 jaar;Westerse allochtoon;0;2006 september;40;1310
632;Mannen;Jonger dan 25 jaar;Westerse allochtoon;0;2007 september;30;1510
633;Mannen;Jonger dan 25 jaar;Westerse allochtoon;1;2005 september;0;160
634;Mannen;Jonger dan 25 jaar;Westerse allochtoon;1;2006 september;10;170
635;Mannen;Jonger dan 25 jaar;Westerse allochtoon;1;2007 september;10;230
636;Mannen;Jonger dan 25 jaar;Westerse allochtoon;2;2005 september;10;150
637;Mannen;Jonger dan 25 jaar;Westerse allochtoon;2;2006 september;0;190
638;Mannen;Jonger dan 25 jaar;Westerse allochtoon;2;2007 september;0;200
639;Mannen;Jonger dan 25 jaar;Westerse allochtoon;5;2005 september;20;230
640;Mannen;Jonger dan 25 jaar;Westerse allochtoon;5;2006 september;10;290
641;Mannen;Jonger dan 25 jaar;Westerse allochtoon;5;2007 september;10;320
642;Mannen;Jonger dan 25 jaar;Westerse allochtoon;6;2005 september;20;190
643;Mannen;Jonger dan 25 jaar;Westerse allochtoon;6;2006 september;10;190
644;Mannen;Jonger dan 25 jaar;Westerse allochtoon;6;2007 september;0;260
645;Mannen;Jonger dan 25 jaar;Westerse allochtoon;8;2005 september;10;270
646;Mannen;Jonger dan 25 jaar;Westerse allochtoon;8;2006 september;10;300
647;Mannen;Jonger dan 25 jaar;Westerse allochtoon;8;2007 september;10;330
648;Mannen;Jonger dan 25 jaar;Westerse allochtoon;5 jaar of langer;2005 september;0;160
649;Mannen;Jonger dan 25 jaar;Westerse allochtoon;5 jaar of langer;2006 september;0;170
650;Mannen;Jonger dan 25 jaar;Westerse allochtoon;5 jaar of langer;2007 september;0;180
651;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;0;2005 september;120;2220
652;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;0;2006 september;90;2660
653;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;0;2007 september;70;3240
654;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;1;2005 september;10;320
655;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;1;2006 september;20;430
656;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;1;2007 september;20;550
657;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;2;2005 september;20;280
658;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;2;2006 september;10;440
659;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;2;2007 september;10;490
660;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;5;2005 september;50;480
661;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;5;2006 september;20;530
662;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;5;2007 september;10;740
663;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;6;2005 september;20;380
664;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;6;2006 september;30;420
665;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;6;2007 september;10;480
666;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;8;2005 september;20;500
667;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;8;2006 september;10;580
668;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;8;2007 september;20;660
669;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;0;260
670;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;0;270
671;Mannen;Jonger dan 25 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;0;320
672;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;0;2005 september;12390;18360
673;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;0;2006 september;9300;18960
674;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;0;2007 september;8400;19870
675;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;1;2005 september;450;370
676;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;1;2006 september;840;490
677;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;1;2007 september;780;720
678;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;2;2005 september;1100;440
679;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;2;2006 september;550;530
680;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;2;2007 september;880;630
681;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;5;2005 september;2510;820
682;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;5;2006 september;1070;850
683;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;5;2007 september;990;1000
684;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;6;2005 september;2100;780
685;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;6;2006 september;1600;860
686;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;6;2007 september;790;860
687;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;8;2005 september;2870;1760
688;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;8;2006 september;2300;1780
689;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;8;2007 september;2150;1820
690;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;5 jaar of langer;2005 september;3360;14200
691;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;5 jaar of langer;2006 september;2940;14460
692;Mannen;25 tot 35 jaar;Totaal herkomstgroepering;5 jaar of langer;2007 september;2810;14830
693;Mannen;25 tot 35 jaar;Autochtoon;0;2005 september;8840;15020
694;Mannen;25 tot 35 jaar;Autochtoon;0;2006 september;6650;15360
695;Mannen;25 tot 35 jaar;Autochtoon;0;2007 september;5940;15870
696;Mannen;25 tot 35 jaar;Autochtoon;1;2005 september;310;280
697;Mannen;25 tot 35 jaar;Autochtoon;1;2006 september;590;370
698;Mannen;25 tot 35 jaar;Autochtoon;1;2007 september;520;510
699;Mannen;25 tot 35 jaar;Autochtoon;2;2005 september;790;320
700;Mannen;25 tot 35 jaar;Autochtoon;2;2006 september;360;400
701;Mannen;25 tot 35 jaar;Autochtoon;2;2007 september;590;450
702;Mannen;25 tot 35 jaar;Autochtoon;5;2005 september;1710;610
703;Mannen;25 tot 35 jaar;Autochtoon;5;2006 september;730;630
704;Mannen;25 tot 35 jaar;Autochtoon;5;2007 september;660;750
705;Mannen;25 tot 35 jaar;Autochtoon;6;2005 september;1440;590
706;Mannen;25 tot 35 jaar;Autochtoon;6;2006 september;1100;630
707;Mannen;25 tot 35 jaar;Autochtoon;6;2007 september;540;630
708;Mannen;25 tot 35 jaar;Autochtoon;8;2005 september;2030;1410
709;Mannen;25 tot 35 jaar;Autochtoon;8;2006 september;1650;1380
710;Mannen;25 tot 35 jaar;Autochtoon;8;2007 september;1500;1360
711;Mannen;25 tot 35 jaar;Autochtoon;5 jaar of langer;2005 september;2570;11820
712;Mannen;25 tot 35 jaar;Autochtoon;5 jaar of langer;2006 september;2220;11950
713;Mannen;25 tot 35 jaar;Autochtoon;5 jaar of langer;2007 september;2140;12180
714;Mannen;25 tot 35 jaar;Westerse allochtoon;0;2005 september;950;1420
715;Mannen;25 tot 35 jaar;Westerse allochtoon;0;2006 september;740;1450
716;Mannen;25 tot 35 jaar;Westerse allochtoon;0;2007 september;690;1550
717;Mannen;25 tot 35 jaar;Westerse allochtoon;1;2005 september;30;40
718;Mannen;25 tot 35 jaar;Westerse allochtoon;1;2006 september;70;40
719;Mannen;25 tot 35 jaar;Westerse allochtoon;1;2007 september;60;90
720;Mannen;25 tot 35 jaar;Westerse allochtoon;2;2005 september;100;50
721;Mannen;25 tot 35 jaar;Westerse allochtoon;2;2006 september;60;50
722;Mannen;25 tot 35 jaar;Westerse allochtoon;2;2007 september;80;60
723;Mannen;25 tot 35 jaar;Westerse allochtoon;5;2005 september;210;90
724;Mannen;25 tot 35 jaar;Westerse allochtoon;5;2006 september;90;80
725;Mannen;25 tot 35 jaar;Westerse allochtoon;5;2007 september;100;80
726;Mannen;25 tot 35 jaar;Westerse allochtoon;6;2005 september;160;80
727;Mannen;25 tot 35 jaar;Westerse allochtoon;6;2006 september;140;90
728;Mannen;25 tot 35 jaar;Westerse allochtoon;6;2007 september;60;90
729;Mannen;25 tot 35 jaar;Westerse allochtoon;8;2005 september;230;150
730;Mannen;25 tot 35 jaar;Westerse allochtoon;8;2006 september;180;160
731;Mannen;25 tot 35 jaar;Westerse allochtoon;8;2007 september;180;180
732;Mannen;25 tot 35 jaar;Westerse allochtoon;5 jaar of langer;2005 september;220;1030
733;Mannen;25 tot 35 jaar;Westerse allochtoon;5 jaar of langer;2006 september;200;1030
734;Mannen;25 tot 35 jaar;Westerse allochtoon;5 jaar of langer;2007 september;200;1070
735;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;0;2005 september;2610;1920
736;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;0;2006 september;1920;2150
737;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;0;2007 september;1780;2440
738;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;1;2005 september;110;60
739;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;1;2006 september;180;80
740;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;1;2007 september;200;130
741;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;2;2005 september;220;70
742;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;2;2006 september;140;80
743;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;2;2007 september;210;120
744;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;5;2005 september;590;120
745;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;5;2006 september;260;140
746;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;5;2007 september;240;170
747;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;6;2005 september;510;110
748;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;6;2006 september;360;130
749;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;6;2007 september;190;140
750;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;8;2005 september;600;200
751;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;8;2006 september;460;240
752;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;8;2007 september;470;280
753;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;570;1360
754;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;520;1470
755;Mannen;25 tot 35 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;470;1590
756;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;0;2005 september;46310;17510
757;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;0;2006 september;38250;18010
758;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;0;2007 september;35190;18600
759;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;1;2005 september;1130;140
760;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;1;2006 september;1940;180
761;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;1;2007 september;1760;280
762;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;2;2005 september;2320;200
763;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;2;2006 september;1340;190
764;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;2;2007 september;2560;260
765;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;5;2005 september;5750;350
766;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;5;2006 september;2860;340
767;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;5;2007 september;2660;350
768;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;6;2005 september;5630;300
769;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;6;2006 september;4160;350
770;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;6;2007 september;2350;360
771;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;8;2005 september;9360;610
772;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;8;2006 september;7490;680
773;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;8;2007 september;6360;670
774;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;5 jaar of langer;2005 september;22130;15910
775;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;5 jaar of langer;2006 september;20480;16270
776;Mannen;35 tot 45 jaar;Totaal herkomstgroepering;5 jaar of langer;2007 september;19510;16680
777;Mannen;35 tot 45 jaar;Autochtoon;0;2005 september;33950;15170
778;Mannen;35 tot 45 jaar;Autochtoon;0;2006 september;28040;15550
779;Mannen;35 tot 45 jaar;Autochtoon;0;2007 september;25400;15990
780;Mannen;35 tot 45 jaar;Autochtoon;1;2005 september;760;110
781;Mannen;35 tot 45 jaar;Autochtoon;1;2006 september;1310;140
782;Mannen;35 tot 45 jaar;Autochtoon;1;2007 september;1170;220
783;Mannen;35 tot 45 jaar;Autochtoon;2;2005 september;1650;170
784;Mannen;35 tot 45 jaar;Autochtoon;2;2006 september;950;150
785;Mannen;35 tot 45 jaar;Autochtoon;2;2007 september;1640;230
786;Mannen;35 tot 45 jaar;Autochtoon;5;2005 september;4020;290
787;Mannen;35 tot 45 jaar;Autochtoon;5;2006 september;1990;270
788;Mannen;35 tot 45 jaar;Autochtoon;5;2007 september;1820;260
789;Mannen;35 tot 45 jaar;Autochtoon;6;2005 september;3840;250
790;Mannen;35 tot 45 jaar;Autochtoon;6;2006 september;2910;280
791;Mannen;35 tot 45 jaar;Autochtoon;6;2007 september;1620;290
792;Mannen;35 tot 45 jaar;Autochtoon;8;2005 september;6700;470
793;Mannen;35 tot 45 jaar;Autochtoon;8;2006 september;5310;540
794;Mannen;35 tot 45 jaar;Autochtoon;8;2007 september;4470;550
795;Mannen;35 tot 45 jaar;Autochtoon;5 jaar of langer;2005 september;16990;13890
796;Mannen;35 tot 45 jaar;Autochtoon;5 jaar of langer;2006 september;15580;14170
797;Mannen;35 tot 45 jaar;Autochtoon;5 jaar of langer;2007 september;14690;14440
798;Mannen;35 tot 45 jaar;Westerse allochtoon;0;2005 september;3500;1420
799;Mannen;35 tot 45 jaar;Westerse allochtoon;0;2006 september;2970;1450
800;Mannen;35 tot 45 jaar;Westerse allochtoon;0;2007 september;2770;1490
801;Mannen;35 tot 45 jaar;Westerse allochtoon;1;2005 september;90;20
802;Mannen;35 tot 45 jaar;Westerse allochtoon;1;2006 september;170;20
803;Mannen;35 tot 45 jaar;Westerse allochtoon;1;2007 september;160;40
804;Mannen;35 tot 45 jaar;Westerse allochtoon;2;2005 september;190;20
805;Mannen;35 tot 45 jaar;Westerse allochtoon;2;2006 september;110;20
806;Mannen;35 tot 45 jaar;Westerse allochtoon;2;2007 september;200;10
807;Mannen;35 tot 45 jaar;Westerse allochtoon;5;2005 september;490;30
808;Mannen;35 tot 45 jaar;Westerse allochtoon;5;2006 september;230;40
809;Mannen;35 tot 45 jaar;Westerse allochtoon;5;2007 september;220;50
810;Mannen;35 tot 45 jaar;Westerse allochtoon;6;2005 september;460;30
811;Mannen;35 tot 45 jaar;Westerse allochtoon;6;2006 september;360;30
812;Mannen;35 tot 45 jaar;Westerse allochtoon;6;2007 september;200;30
813;Mannen;35 tot 45 jaar;Westerse allochtoon;8;2005 september;800;70
814;Mannen;35 tot 45 jaar;Westerse allochtoon;8;2006 september;660;80
815;Mannen;35 tot 45 jaar;Westerse allochtoon;8;2007 september;550;70
816;Mannen;35 tot 45 jaar;Westerse allochtoon;5 jaar of langer;2005 september;1470;1250
817;Mannen;35 tot 45 jaar;Westerse allochtoon;5 jaar of langer;2006 september;1430;1260
818;Mannen;35 tot 45 jaar;Westerse allochtoon;5 jaar of langer;2007 september;1440;1300
819;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;0;2005 september;8860;920
820;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;0;2006 september;7250;1010
821;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;0;2007 september;7030;1110
822;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;1;2005 september;280;10
823;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;1;2006 september;470;20
824;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;1;2007 september;430;20
825;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;2;2005 september;470;20
826;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;2;2006 september;280;20
827;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;2;2007 september;730;20
828;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;5;2005 september;1240;30
829;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;5;2006 september;640;30
830;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;5;2007 september;620;40
831;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;6;2005 september;1330;20
832;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;6;2006 september;880;30
833;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;6;2007 september;520;40
834;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;8;2005 september;1860;70
835;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;8;2006 september;1520;60
836;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;8;2007 september;1350;50
837;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;3670;770
838;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;3470;850
839;Mannen;35 tot 45 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;3390;940
840;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;0;2005 september;103730;13450
841;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;0;2006 september;93640;13740
842;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;0;2007 september;86940;14100
843;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;1;2005 september;2090;60
844;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;1;2006 september;2640;80
845;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;1;2007 september;2310;100
846;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;2;2005 september;3190;70
847;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;2;2006 september;1900;80
848;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;2;2007 september;3660;120
849;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;5;2005 september;8120;180
850;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;5;2006 september;4660;140
851;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;5;2007 september;3800;150
852;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;6;2005 september;8250;150
853;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;6;2006 september;6710;190
854;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;6;2007 september;4120;140
855;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;8;2005 september;15160;190
856;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;8;2006 september;13050;270
857;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;8;2007 september;11410;360
858;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;5 jaar of langer;2005 september;66930;12800
859;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;5 jaar of langer;2006 september;64680;12990
860;Mannen;45 tot 55 jaar;Totaal herkomstgroepering;5 jaar of langer;2007 september;61640;13230
861;Mannen;45 tot 55 jaar;Autochtoon;0;2005 september;83970;11910
862;Mannen;45 tot 55 jaar;Autochtoon;0;2006 september;75270;12160
863;Mannen;45 tot 55 jaar;Autochtoon;0;2007 september;68920;12480
864;Mannen;45 tot 55 jaar;Autochtoon;1;2005 september;1500;50
865;Mannen;45 tot 55 jaar;Autochtoon;1;2006 september;1990;60
866;Mannen;45 tot 55 jaar;Autochtoon;1;2007 september;1720;90
867;Mannen;45 tot 55 jaar;Autochtoon;2;2005 september;2510;60
868;Mannen;45 tot 55 jaar;Autochtoon;2;2006 september;1460;70
869;Mannen;45 tot 55 jaar;Autochtoon;2;2007 september;2590;100
870;Mannen;45 tot 55 jaar;Autochtoon;5;2005 september;6310;150
871;Mannen;45 tot 55 jaar;Autochtoon;5;2006 september;3510;120
872;Mannen;45 tot 55 jaar;Autochtoon;5;2007 september;2870;130
873;Mannen;45 tot 55 jaar;Autochtoon;6;2005 september;6450;120
874;Mannen;45 tot 55 jaar;Autochtoon;6;2006 september;5200;160
875;Mannen;45 tot 55 jaar;Autochtoon;6;2007 september;3070;110
876;Mannen;45 tot 55 jaar;Autochtoon;8;2005 september;12180;160
877;Mannen;45 tot 55 jaar;Autochtoon;8;2006 september;10370;220
878;Mannen;45 tot 55 jaar;Autochtoon;8;2007 september;8850;290
879;Mannen;45 tot 55 jaar;Autochtoon;5 jaar of langer;2005 september;55040;11380
880;Mannen;45 tot 55 jaar;Autochtoon;5 jaar of langer;2006 september;52750;11550
881;Mannen;45 tot 55 jaar;Autochtoon;5 jaar of langer;2007 september;49820;11760
882;Mannen;45 tot 55 jaar;Westerse allochtoon;0;2005 september;8460;1130
883;Mannen;45 tot 55 jaar;Westerse allochtoon;0;2006 september;7490;1160
