ID;Achtergrondkenmerken;Perioden;TotaalAantalVakanties_1;GemiddeldeVakantieduur_2;Belgie_3;Frankrijk_4;Spanje_5;Oostenrijk_6;GrootBrittannie_7;Duitsland_8;Italie_9;Griekenland_10;Turkije_11;OverigeLanden_12;TotaalSeizoenrecreatieveLogiesvormen_13;TotaalToeristischeLogiesvormen_14;WoningVanFamilieVriendenOfKennissen_15;WoningVanAndereParticulier_16;HotelMotel_17;Appartement_18;ZomerhuisjeVakantiebungalow_19;TentBungalowtent_20;CaravanVouwwagenCamper_21;OverigeToeristischeLogiesvormen_22;GeboektBijEenReisbureau_23;GeboektBijEenBankBoekingscentraleEd_24;RechtstreeksBijEenReisorganisatie_25;LogiesGereserveerd_26;LogiesNietVoorafGeboekt_27;Auto_28;TreinAutoslaaptrein_29;Touringcar_30;Vliegtuig_31;OverigeVervoermiddelen_32;TotaalGemUitgavenPerVakantieganger_33;MetEigenVervoer_34;MetOverigVervoer_35
319;35 tot 45 jarigen nieuwe indeling;2013;1913.0;12.6;91.0;308.0;225.0;160.0;79.0;239.0;124.0;35.0;105.0;547.0;24.0;1889.0;81.0;119.0;623.0;255.0;313.0;118.0;277.0;104.0;745.0;429.0;156.0;371.0;213.0;1010.0;41.0;39.0;778.0;46.0;861.0;509.0;1255.0
320;35 tot 45 jarigen nieuwe indeling;2014;1849.0;12.4;94.0;276.0;210.0;148.0;74.0;241.0;155.0;43.0;100.0;509.0;30.0;1819.0;68.0;147.0;675.0;242.0;220.0;126.0;251.0;90.0;683.0;442.0;140.0;349.0;234.0;984.0;43.0;28.0;762.0;32.0;854.0;509.0;1240.0
321;35 tot 45 jarigen nieuwe indeling;2015;1857.0;12.5;78.0;311.0;231.0;117.0;63.0;201.0;151.0;66.0;77.0;562.0;14.0;1843.0;97.0;129.0;709.0;216.0;243.0;110.0;229.0;110.0;729.0;546.0;112.0;261.0;209.0;925.0;35.0;41.0;828.0;28.0;886.0;539.0;1217.0
322;35 tot 45 jarigen nieuwe indeling;2016;1720.0;12.0;102.0;300.0;232.0;104.0;44.0;202.0;125.0;54.0;60.0;498.0;44.0;1676.0;100.0;151.0;550.0;175.0;286.0;117.0;218.0;79.0;707.0;459.0;116.0;249.0;189.0;940.0;31.0;14.0;719.0;17.0;828.0;532.0;1174.0
323;45 tot 55 jarigen nieuwe indeling;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
324;45 tot 55 jarigen nieuwe indeling;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
325;45 tot 55 jarigen nieuwe indeling;2002;1984.0;12.8;79.0;385.0;236.0;179.0;54.0;233.0;134.0;98.0;145.0;440.0;86.0;1898.0;161.0;88.0;666.0;282.0;187.0;117.0;258.0;139.0;859.0;175.0;115.0;;;1116.0;70.0;121.0;613.0;65.0;710.0;515.0;973.0
326;45 tot 55 jarigen nieuwe indeling;2003;2017.0;13.0;112.0;341.0;234.0;151.0;71.0;226.0;122.0;90.0;101.0;570.0;79.0;1938.0;174.0;88.0;702.0;319.0;202.0;120.0;236.0;96.0;838.0;231.0;174.0;294.0;482.0;1097.0;59.0;65.0;725.0;70.0;783.0;570.0;1037.0
327;45 tot 55 jarigen nieuwe indeling;2004;2218.0;13.1;122.0;393.0;202.0;136.0;70.0;230.0;117.0;133.0;163.0;653.0;119.0;2099.0;187.0;64.0;832.0;302.0;225.0;134.0;231.0;125.0;1002.0;211.0;159.0;403.0;443.0;1155.0;53.0;74.0;872.0;64.0;779.0;543.0;1036.0
328;45 tot 55 jarigen nieuwe indeling;2005;2256.0;12.7;113.0;329.0;224.0;127.0;51.0;277.0;81.0;141.0;239.0;672.0;114.0;2141.0;154.0;84.0;949.0;318.0;194.0;116.0;218.0;108.0;1077.0;186.0;177.0;404.0;411.0;1039.0;76.0;78.0;1002.0;61.0;783.0;542.0;989.0
329;45 tot 55 jarigen nieuwe indeling;2006;2313.0;12.5;129.0;353.0;227.0;191.0;56.0;289.0;112.0;128.0;178.0;650.0;150.0;2163.0;105.0;101.0;930.0;286.0;253.0;119.0;247.0;121.0;1019.0;152.0;158.0;565.0;419.0;1243.0;60.0;63.0;895.0;52.0;790.0;540.0;1080.0
330;45 tot 55 jarigen nieuwe indeling;2007;2378.0;12.4;114.0;342.0;236.0;164.0;70.0;349.0;148.0;141.0;171.0;643.0;163.0;2214.0;161.0;119.0;967.0;286.0;230.0;124.0;236.0;91.0;1068.0;165.0;180.0;497.0;467.0;1235.0;39.0;78.0;972.0;53.0;778.0;530.0;1046.0
331;45 tot 55 jarigen nieuwe indeling;2008;2579.0;12.9;115.0;375.0;275.0;221.0;86.0;310.0;141.0;147.0;166.0;743.0;174.0;2405.0;174.0;120.0;998.0;353.0;233.0;123.0;276.0;128.0;1234.0;224.0;209.0;543.0;369.0;1229.0;61.0;89.0;1141.0;58.0;852.0;573.0;1107.0
332;45 tot 55 jarigen nieuwe indeling;2009;2544.0;12.7;109.0;385.0;253.0;208.0;81.0;369.0;162.0;138.0;152.0;687.0;142.0;2402.0;108.0;142.0;952.0;393.0;227.0;127.0;318.0;135.0;1135.0;285.0;201.0;542.0;380.0;1315.0;78.0;52.0;1026.0;72.0;874.0;558.0;1213.0
333;45 tot 55 jarigen nieuwe indeling;2010;2616.0;12.3;107.0;407.0;238.0;229.0;104.0;325.0;158.0;154.0;136.0;758.0;106.0;2510.0;207.0;136.0;960.0;331.0;277.0;189.0;286.0;125.0;1094.0;293.0;261.0;555.0;412.0;1374.0;51.0;59.0;1057.0;75.0;792.0;531.0;1081.0
334;45 tot 55 jarigen nieuwe indeling;2011;2687.0;12.7;81.0;480.0;293.0;227.0;126.0;345.0;183.0;148.0;137.0;667.0;182.0;2505.0;179.0;132.0;969.0;347.0;318.0;141.0;273.0;146.0;1033.0;494.0;249.0;587.0;324.0;1365.0;58.0;40.0;1124.0;100.0;841.0;580.0;1120.0
335;45 tot 55 jarigen nieuwe indeling;2012;2491.0;12.5;97.0;417.0;260.0;240.0;71.0;351.0;114.0;127.0;142.0;671.0;138.0;2353.0;141.0;153.0;970.0;305.0;296.0;119.0;236.0;135.0;964.0;534.0;182.0;510.0;301.0;1255.0;45.0;46.0;1081.0;64.0;931.0;576.0;1283.0
336;45 tot 55 jarigen nieuwe indeling;2013;2436.0;12.6;75.0;361.0;259.0;208.0;93.0;304.0;172.0;143.0;159.0;662.0;100.0;2336.0;122.0;171.0;907.0;353.0;285.0;89.0;270.0;139.0;964.0;493.0;204.0;479.0;296.0;1202.0;46.0;48.0;1084.0;56.0;911.0;610.0;1201.0
337;45 tot 55 jarigen nieuwe indeling;2014;2296.0;12.6;71.0;303.0;254.0;203.0;95.0;278.0;181.0;164.0;120.0;628.0;96.0;2200.0;112.0;135.0;865.0;368.0;266.0;85.0;234.0;135.0;884.0;576.0;168.0;422.0;245.0;1119.0;28.0;41.0;1058.0;50.0;955.0;630.0;1262.0
338;45 tot 55 jarigen nieuwe indeling;2015;2446.0;12.4;77.0;320.0;305.0;211.0;94.0;345.0;156.0;191.0;100.0;646.0;67.0;2378.0;102.0;164.0;1017.0;382.0;261.0;100.0;224.0;129.0;951.0;654.0;166.0;435.0;239.0;1186.0;46.0;41.0;1112.0;61.0;936.0;626.0;1225.0
339;45 tot 55 jarigen nieuwe indeling;2016;2418.0;12.0;99.0;283.0;329.0;209.0;67.0;334.0;184.0;127.0;79.0;706.0;132.0;2285.0;159.0;174.0;961.0;298.0;271.0;88.0;209.0;125.0;919.0;597.0;164.0;466.0;272.0;1183.0;37.0;53.0;1101.0;44.0;913.0;578.0;1232.0
340;55 tot 65 jarigen nieuwe indeling;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341;55 tot 65 jarigen nieuwe indeling;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
342;55 tot 65 jarigen nieuwe indeling;2002;1764.0;13.6;143.0;292.0;227.0;127.0;53.0;246.0;61.0;77.0;89.0;449.0;211.0;1553.0;190.0;87.0;577.0;235.0;122.0;50.0;193.0;100.0;703.0;158.0;81.0;;;995.0;28.0;112.0;584.0;45.0;741.0;478.0;1087.0
343;55 tot 65 jarigen nieuwe indeling;2003;1809.0;13.4;116.0;274.0;219.0;140.0;32.0;278.0;86.0;66.0;117.0;481.0;101.0;1708.0;167.0;92.0;675.0;235.0;179.0;35.0;216.0;108.0;791.0;191.0;111.0;260.0;455.0;982.0;26.0;158.0;616.0;26.0;754.0;518.0;1031.0
344;55 tot 65 jarigen nieuwe indeling;2004;2070.0;13.2;211.0;304.0;234.0;160.0;54.0;281.0;105.0;67.0;116.0;539.0;112.0;1958.0;201.0;71.0;829.0;281.0;165.0;49.0;257.0;107.0;853.0;189.0;144.0;401.0;484.0;1108.0;45.0;151.0;729.0;38.0;770.0;530.0;1047.0
345;55 tot 65 jarigen nieuwe indeling;2005;2099.0;13.7;124.0;264.0;247.0;193.0;46.0;293.0;98.0;92.0;132.0;610.0;103.0;1996.0;183.0;90.0;910.0;279.0;169.0;36.0;255.0;73.0;1011.0;140.0;116.0;421.0;412.0;1084.0;46.0;133.0;786.0;51.0;778.0;539.0;1032.0
346;55 tot 65 jarigen nieuwe indeling;2006;2034.0;13.3;111.0;293.0;213.0;199.0;68.0;294.0;96.0;101.0;69.0;588.0;70.0;1963.0;199.0;83.0;864.0;260.0;177.0;61.0;224.0;97.0;925.0;123.0;150.0;361.0;475.0;1055.0;51.0;156.0;728.0;44.0;801.0;554.0;1067.0
347;55 tot 65 jarigen nieuwe indeling;2007;2259.0;13.5;100.0;337.0;268.0;213.0;64.0;312.0;121.0;131.0;65.0;648.0;151.0;2108.0;225.0;101.0;918.0;303.0;184.0;44.0;231.0;102.0;1031.0;144.0;204.0;474.0;406.0;1104.0;51.0;154.0;898.0;52.0;870.0;574.0;1152.0
348;55 tot 65 jarigen nieuwe indeling;2008;2510.0;13.3;124.0;372.0;313.0;194.0;61.0;415.0;132.0;107.0;79.0;713.0;161.0;2349.0;211.0;91.0;1081.0;328.0;214.0;57.0;257.0;109.0;1074.0;221.0;225.0;543.0;446.0;1275.0;82.0;160.0;944.0;50.0;871.0;582.0;1170.0
349;55 tot 65 jarigen nieuwe indeling;2009;2517.0;13.4;140.0;365.0;255.0;230.0;82.0;478.0;116.0;108.0;79.0;664.0;267.0;2250.0;221.0;115.0;949.0;324.0;197.0;62.0;244.0;139.0;1021.0;213.0;246.0;637.0;401.0;1394.0;69.0;163.0;825.0;67.0;848.0;596.0;1161.0
350;55 tot 65 jarigen nieuwe indeling;2010;2502.0;13.0;106.0;347.0;273.0;177.0;87.0;471.0;126.0;136.0;139.0;640.0;268.0;2234.0;192.0;128.0;999.0;324.0;153.0;50.0;256.0;131.0;1058.0;255.0;196.0;604.0;390.0;1270.0;58.0;132.0;963.0;79.0;814.0;542.0;1095.0
351;55 tot 65 jarigen nieuwe indeling;2011;2498.0;13.4;82.0;343.0;268.0;202.0;91.0;453.0;128.0;109.0;171.0;650.0;253.0;2245.0;139.0;91.0;1069.0;289.0;196.0;60.0;267.0;134.0;1019.0;416.0;177.0;564.0;322.0;1190.0;71.0;122.0;1019.0;97.0;860.0;570.0;1127.0
352;55 tot 65 jarigen nieuwe indeling;2012;2521.0;13.6;97.0;299.0;300.0;190.0;80.0;465.0;144.0;113.0;166.0;667.0;285.0;2236.0;178.0;115.0;937.0;314.0;188.0;62.0;310.0;131.0;918.0;393.0;206.0;615.0;389.0;1286.0;66.0;95.0;1005.0;69.0;854.0;590.0;1128.0
353;55 tot 65 jarigen nieuwe indeling;2013;2339.0;13.5;73.0;270.0;300.0;183.0;90.0;348.0;173.0;114.0;155.0;632.0;196.0;2143.0;161.0;99.0;1018.0;247.0;208.0;34.0;252.0;123.0;962.0;409.0;179.0;431.0;358.0;1089.0;52.0;92.0;1010.0;95.0;949.0;674.0;1194.0
354;55 tot 65 jarigen nieuwe indeling;2014;2369.0;13.2;58.0;269.0;307.0;160.0;86.0;416.0;143.0;179.0;135.0;616.0;151.0;2217.0;136.0;117.0;988.0;319.0;217.0;41.0;273.0;125.0;973.0;440.0;226.0;427.0;302.0;1048.0;39.0;72.0;1133.0;77.0;910.0;612.0;1138.0
355;55 tot 65 jarigen nieuwe indeling;2015;2271.0;13.5;60.0;271.0;321.0;161.0;89.0;377.0;122.0;133.0;107.0;630.0;194.0;2077.0;151.0;112.0;915.0;296.0;168.0;41.0;269.0;124.0;892.0;406.0;192.0;419.0;361.0;1101.0;50.0;84.0;977.0;59.0;929.0;659.0;1181.0
356;55 tot 65 jarigen nieuwe indeling;2016;2245.0;14.0;73.0;290.0;324.0;170.0;88.0;311.0;153.0;98.0;72.0;665.0;207.0;2038.0;149.0;143.0;895.0;261.0;171.0;65.0;254.0;100.0;852.0;468.0;146.0;452.0;327.0;1083.0;35.0;70.0;1005.0;51.0;972.0;645.0;1278.0
357;65 tot 75 jarigen nieuwe indeling;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
358;65 tot 75 jarigen nieuwe indeling;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359;65 tot 75 jarigen nieuwe indeling;2002;1125.0;13.8;49.0;174.0;148.0;85.0;76.0;186.0;55.0;35.0;33.0;285.0;47.0;1079.0;194.0;46.0;411.0;136.0;112.0;15.0;108.0;56.0;469.0;126.0;83.0;;;572.0;42.0;117.0;348.0;47.0;791.0;581.0;1003.0
360;65 tot 75 jarigen nieuwe indeling;2003;1106.0;13.7;68.0;152.0;156.0;59.0;37.0;228.0;52.0;30.0;26.0;298.0;76.0;1030.0;121.0;51.0;447.0;148.0;81.0;14.0;109.0;59.0;489.0;101.0;63.0;164.0;289.0;581.0;45.0;144.0;311.0;26.0;732.0;542.0;943.0
361;65 tot 75 jarigen nieuwe indeling;2004;1179.0;13.9;47.0;141.0;133.0;100.0;32.0;235.0;40.0;19.0;63.0;369.0;25.0;1154.0;152.0;53.0;537.0;122.0;66.0;9.0;127.0;89.0;556.0;101.0;82.0;211.0;229.0;531.0;27.0;161.0;420.0;40.0;777.0;537.0;973.0
362;65 tot 75 jarigen nieuwe indeling;2005;1113.0;14.3;42.0;140.0;157.0;73.0;33.0;199.0;38.0;34.0;55.0;343.0;39.0;1074.0;145.0;36.0;508.0;118.0;64.0;4.0;122.0;78.0;523.0;73.0;110.0;192.0;215.0;463.0;39.0;121.0;447.0;43.0;819.0;541.0;1017.0
363;65 tot 75 jarigen nieuwe indeling;2006;1131.0;13.4;60.0;120.0;147.0;102.0;24.0;233.0;54.0;34.0;40.0;316.0;64.0;1067.0;133.0;44.0;532.0;132.0;78.0;3.0;104.0;41.0;525.0;68.0;83.0;242.0;214.0;529.0;29.0;129.0;413.0;30.0;800.0;527.0;1040.0
364;65 tot 75 jarigen nieuwe indeling;2007;1078.0;14.0;71.0;94.0;142.0;90.0;34.0;209.0;42.0;26.0;36.0;334.0;48.0;1030.0;97.0;39.0;561.0;96.0;98.0;;104.0;35.0;570.0;63.0;66.0;169.0;210.0;463.0;31.0;163.0;401.0;19.0;869.0;592.0;1078.0
365;65 tot 75 jarigen nieuwe indeling;2008;1173.0;15.4;56.0;165.0;128.0;97.0;24.0;192.0;71.0;19.0;41.0;381.0;44.0;1130.0;130.0;46.0;534.0;121.0;62.0;9.0;148.0;79.0;543.0;92.0;113.0;214.0;211.0;532.0;46.0;140.0;427.0;28.0;935.0;672.0;1153.0
366;65 tot 75 jarigen nieuwe indeling;2009;1281.0;14.8;77.0;178.0;147.0;108.0;21.0;219.0;65.0;49.0;55.0;361.0;39.0;1242.0;115.0;58.0;539.0;185.0;84.0;7.0;154.0;99.0;629.0;114.0;110.0;224.0;204.0;559.0;35.0;153.0;501.0;33.0;896.0;617.0;1113.0
367;65 tot 75 jarigen nieuwe indeling;2010;1277.0;14.7;64.0;179.0;164.0;76.0;48.0;239.0;54.0;36.0;45.0;371.0;60.0;1217.0;122.0;55.0;560.0;147.0;89.0;3.0;175.0;66.0;569.0;90.0;161.0;242.0;215.0;594.0;31.0;136.0;490.0;26.0;881.0;590.0;1134.0
368;65 tot 75 jarigen nieuwe indeling;2011;1174.0;15.1;71.0;149.0;153.0;92.0;34.0;152.0;71.0;27.0;76.0;349.0;43.0;1131.0;135.0;24.0;537.0;133.0;88.0;12.0;150.0;51.0;565.0;126.0;108.0;162.0;213.0;515.0;12.0;119.0;490.0;37.0;903.0;654.0;1097.0
369;65 tot 75 jarigen nieuwe indeling;2012;1496.0;15.2;82.0;263.0;197.0;104.0;38.0;245.0;80.0;41.0;75.0;370.0;115.0;1380.0;128.0;69.0;601.0;172.0;106.0;1.0;200.0;103.0;584.0;208.0;116.0;322.0;265.0;771.0;29.0;96.0;557.0;42.0;856.0;604.0;1121.0
370;65 tot 75 jarigen nieuwe indeling;2013;1600.0;15.2;96.0;240.0;213.0;122.0;49.0;306.0;63.0;59.0;66.0;387.0;197.0;1403.0;114.0;79.0;599.0;198.0;87.0;10.0;221.0;95.0;632.0;174.0;129.0;396.0;268.0;836.0;27.0;91.0;602.0;43.0;896.0;615.0;1202.0
371;65 tot 75 jarigen nieuwe indeling;2014;1617.0;15.1;57.0;246.0;183.0;109.0;38.0;337.0;67.0;75.0;61.0;444.0;204.0;1413.0;151.0;72.0;614.0;183.0;101.0;20.0;216.0;56.0;594.0;204.0;145.0;404.0;271.0;805.0;26.0;106.0;646.0;35.0;854.0;610.0;1092.0
372;65 tot 75 jarigen nieuwe indeling;2015;1675.0;14.7;52.0;243.0;243.0;124.0;43.0;350.0;82.0;87.0;54.0;398.0;184.0;1490.0;140.0;106.0;688.0;165.0;93.0;18.0;209.0;72.0;686.0;191.0;139.0;370.0;288.0;830.0;33.0;126.0;639.0;46.0;860.0;598.0;1110.0
373;65 tot 75 jarigen nieuwe indeling;2016;1631.0;15.0;51.0;248.0;277.0;131.0;42.0;358.0;74.0;35.0;35.0;381.0;133.0;1499.0;180.0;86.0;648.0;154.0;124.0;13.0;231.0;63.0;577.0;279.0;130.0;313.0;333.0;853.0;21.0;118.0;594.0;45.0;876.0;627.0;1151.0
374;75 jarigen of ouder nieuwe indeling;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
375;75 jarigen of ouder nieuwe indeling;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
376;75 jarigen of ouder nieuwe indeling;2002;499.0;;21.0;91.0;36.0;19.0;32.0;136.0;34.0;12.0;20.0;97.0;3.0;495.0;78.0;11.0;234.0;31.0;42.0;23.0;41.0;36.0;216.0;45.0;31.0;;;247.0;18.0;57.0;152.0;25.0;;;
377;75 jarigen of ouder nieuwe indeling;2003;407.0;12.3;76.0;32.0;43.0;16.0;8.0;121.0;15.0;24.0;8.0;63.0;6.0;401.0;40.0;6.0;177.0;54.0;52.0;;20.0;51.0;179.0;55.0;28.0;70.0;73.0;207.0;25.0;38.0;109.0;27.0;860.0;;1204.0
378;75 jarigen of ouder nieuwe indeling;2004;474.0;12.3;29.0;31.0;39.0;38.0;25.0;129.0;20.0;29.0;7.0;125.0;2.0;472.0;82.0;12.0;217.0;59.0;23.0;2.0;18.0;58.0;194.0;35.0;42.0;104.0;99.0;185.0;26.0;84.0;171.0;8.0;788.0;478.0;986.0
379;75 jarigen of ouder nieuwe indeling;2005;575.0;12.9;99.0;50.0;92.0;17.0;64.0;93.0;22.0;28.0;3.0;108.0;3.0;572.0;103.0;15.0;319.0;51.0;20.0;1.0;21.0;41.0;231.0;55.0;59.0;129.0;101.0;225.0;16.0;93.0;201.0;39.0;856.0;686.0;966.0
380;75 jarigen of ouder nieuwe indeling;2006;540.0;13.1;43.0;65.0;90.0;22.0;17.0;102.0;19.0;22.0;4.0;157.0;45.0;495.0;48.0;8.0;278.0;74.0;30.0;2.0;28.0;28.0;241.0;26.0;27.0;152.0;94.0;256.0;17.0;89.0;144.0;34.0;735.0;465.0;977.0
381;75 jarigen of ouder nieuwe indeling;2007;482.0;13.0;33.0;36.0;45.0;34.0;14.0;89.0;32.0;34.0;11.0;152.0;48.0;433.0;58.0;11.0;228.0;56.0;26.0;;29.0;25.0;205.0;34.0;37.0;143.0;62.0;214.0;13.0;67.0;172.0;15.0;820.0;475.0;1096.0
382;75 jarigen of ouder nieuwe indeling;2008;685.0;13.8;48.0;75.0;92.0;16.0;9.0;171.0;22.0;36.0;19.0;197.0;35.0;650.0;96.0;45.0;348.0;34.0;35.0;23.0;40.0;29.0;328.0;36.0;48.0;145.0;128.0;298.0;11.0;86.0;261.0;29.0;857.0;474.0;1153.0
383;75 jarigen of ouder nieuwe indeling;2009;408.0;12.6;38.0;50.0;41.0;11.0;9.0;126.0;18.0;4.0;14.0;96.0;28.0;380.0;37.0;17.0;208.0;34.0;28.0;0.0;36.0;21.0;175.0;23.0;37.0;122.0;52.0;197.0;9.0;87.0;105.0;10.0;843.0;568.0;1098.0
384;75 jarigen of ouder nieuwe indeling;2010;539.0;12.5;45.0;78.0;61.0;14.0;13.0;150.0;23.0;6.0;35.0;114.0;36.0;503.0;62.0;25.0;249.0;54.0;49.0;0.0;35.0;30.0;192.0;40.0;58.0;135.0;114.0;275.0;23.0;54.0;158.0;29.0;765.0;486.0;1056.0
385;75 jarigen of ouder nieuwe indeling;2011;643.0;13.2;62.0;65.0;73.0;24.0;9.0;206.0;26.0;8.0;17.0;154.0;32.0;612.0;108.0;25.0;285.0;46.0;29.0;0.0;57.0;61.0;208.0;100.0;71.0;138.0;127.0;310.0;34.0;77.0;199.0;24.0;789.0;475.0;1073.0
386;75 jarigen of ouder nieuwe indeling;2012;557.0;13.4;43.0;38.0;91.0;41.0;6.0;153.0;24.0;18.0;22.0;121.0;40.0;517.0;85.0;20.0;252.0;37.0;22.0;1.0;56.0;45.0;213.0;87.0;52.0;117.0;87.0;270.0;10.0;60.0;190.0;27.0;783.0;489.0;1041.0
387;75 jarigen of ouder nieuwe indeling;2013;544.0;13.6;50.0;65.0;52.0;30.0;18.0;146.0;27.0;20.0;13.0;123.0;35.0;509.0;119.0;24.0;169.0;40.0;35.0;3.0;60.0;59.0;179.0;75.0;53.0;120.0;116.0;282.0;4.0;50.0;174.0;34.0;740.0;497.0;1001.0
388;75 jarigen of ouder nieuwe indeling;2014;579.0;15.1;31.0;81.0;92.0;43.0;10.0;152.0;22.0;12.0;17.0;117.0;21.0;557.0;46.0;36.0;258.0;44.0;38.0;0.0;82.0;52.0;255.0;80.0;42.0;105.0;96.0;266.0;12.0;65.0;214.0;22.0;859.0;633.0;1051.0
389;75 jarigen of ouder nieuwe indeling;2015;610.0;15.7;8.0;72.0;101.0;42.0;28.0;137.0;19.0;15.0;25.0;164.0;17.0;593.0;106.0;25.0;251.0;59.0;26.0;1.0;77.0;48.0;274.0;68.0;61.0;75.0;133.0;260.0;14.0;64.0;239.0;34.0;857.0;609.0;1042.0
390;75 jarigen of ouder nieuwe indeling;2016;638.0;14.0;5.0;97.0;104.0;56.0;8.0;221.0;42.0;8.0;20.0;78.0;29.0;609.0;58.0;31.0;282.0;54.0;61.0;2.0;69.0;51.0;269.0;81.0;45.0;153.0;91.0;346.0;8.0;67.0;192.0;26.0;752.0;495.0;1047.0
391;Alleenstaande;2000;1438.0;12.8;40.0;265.0;157.0;81.0;64.0;102.0;83.0;66.0;32.0;548.0;56.0;1382.0;;;729.0;266.0;98.0;184.0;6.0;48.0;805.0;;133.0;;251.0;441.0;100.0;197.0;665.0;35.0;901.0;549.0;1056.0
392;Alleenstaande;2001;1574.0;12.8;40.0;249.0;183.0;106.0;;113.0;78.0;104.0;74.0;;5.0;1569.0;;;766.0;345.0;151.0;83.0;34.0;62.0;868.0;;224.0;;169.0;397.0;94.0;229.0;821.0;32.0;918.0;545.0;1047.0
393;Alleenstaande;2002;2229.0;11.9;112.0;351.0;245.0;163.0;103.0;188.0;126.0;104.0;83.0;755.0;127.0;2102.0;340.0;70.0;765.0;291.0;132.0;249.0;68.0;186.0;1044.0;182.0;263.0;;;876.0;112.0;143.0;997.0;101.0;929.0;584.0;1148.0
394;Alleenstaande;2003;1747.0;12.4;77.0;245.0;159.0;158.0;67.0;210.0;81.0;89.0;67.0;593.0;57.0;1690.0;237.0;58.0;685.0;230.0;111.0;109.0;45.0;215.0;872.0;212.0;255.0;134.0;273.0;609.0;91.0;164.0;824.0;61.0;936.0;617.0;1095.0
395;Alleenstaande;2004;1640.0;12.1;82.0;229.0;164.0;129.0;84.0;199.0;73.0;62.0;68.0;550.0;41.0;1600.0;205.0;56.0;725.0;181.0;84.0;142.0;50.0;157.0;747.0;148.0;190.0;209.0;346.0;605.0;103.0;144.0;745.0;42.0;877.0;589.0;1046.0
396;Alleenstaande;2005;1535.0;12.0;76.0;174.0;186.0;101.0;92.0;141.0;70.0;73.0;72.0;550.0;40.0;1494.0;241.0;58.0;654.0;196.0;84.0;107.0;38.0;117.0;727.0;158.0;195.0;152.0;302.0;442.0;83.0;140.0;814.0;56.0;890.0;530.0;1036.0
397;Alleenstaande;2006;1424.0;11.8;59.0;145.0;154.0;116.0;40.0;153.0;70.0;82.0;57.0;545.0;26.0;1398.0;197.0;43.0;676.0;188.0;78.0;88.0;18.0;109.0;691.0;48.0;221.0;158.0;306.0;456.0;73.0;99.0;749.0;47.0;946.0;607.0;1106.0
398;Alleenstaande;2007;1486.0;12.3;51.0;127.0;159.0;155.0;63.0;178.0;89.0;84.0;50.0;530.0;21.0;1465.0;196.0;39.0;715.0;184.0;77.0;103.0;26.0;124.0;722.0;116.0;222.0;162.0;263.0;459.0;70.0;145.0;775.0;36.0;1030.0;561.0;1240.0
399;Alleenstaande;2008;1644.0;12.5;51.0;210.0;196.0;113.0;55.0;209.0;82.0;70.0;60.0;598.0;35.0;1608.0;189.0;42.0;796.0;180.0;97.0;99.0;48.0;157.0;801.0;150.0;199.0;218.0;276.0;494.0;101.0;150.0;853.0;45.0;1034.0;579.0;1229.0
400;Alleenstaande;2009;1618.0;11.9;71.0;160.0;159.0;105.0;61.0;189.0;73.0;78.0;47.0;675.0;22.0;1596.0;236.0;45.0;695.0;247.0;103.0;86.0;39.0;145.0;722.0;158.0;260.0;190.0;288.0;480.0;97.0;129.0;874.0;38.0;1051.0;590.0;1246.0
401;Alleenstaande;2010;1718.0;12.0;78.0;188.0;178.0;129.0;70.0;193.0;86.0;61.0;74.0;662.0;6.0;1713.0;190.0;74.0;816.0;230.0;109.0;72.0;48.0;175.0;739.0;197.0;275.0;203.0;304.0;549.0;71.0;130.0;907.0;61.0;1003.0;593.0;1195.0
402;Alleenstaande;2011;1760.0;12.1;47.0;170.0;200.0;130.0;76.0;278.0;78.0;34.0;80.0;666.0;8.0;1752.0;156.0;39.0;880.0;225.0;138.0;97.0;54.0;164.0;682.0;415.0;246.0;228.0;190.0;555.0;97.0;93.0;952.0;63.0;1037.0;619.0;1235.0
403;Alleenstaande;2012;1750.0;12.2;56.0;166.0;170.0;118.0;80.0;225.0;105.0;50.0;104.0;676.0;62.0;1687.0;143.0;48.0;924.0;224.0;106.0;64.0;29.0;151.0;702.0;461.0;196.0;214.0;177.0;525.0;89.0;108.0;967.0;61.0;1078.0;680.0;1241.0
404;Alleenstaande;2013;1562.0;11.9;51.0;182.0;133.0;125.0;60.0;190.0;100.0;41.0;35.0;645.0;38.0;1523.0;151.0;52.0;707.0;261.0;96.0;77.0;32.0;148.0;535.0;415.0;212.0;157.0;243.0;491.0;84.0;81.0;861.0;45.0;1036.0;619.0;1232.0
405;Alleenstaande;2014;1496.0;11.9;50.0;137.0;163.0;69.0;55.0;183.0;91.0;73.0;75.0;601.0;48.0;1448.0;126.0;77.0;703.0;189.0;100.0;111.0;34.0;107.0;605.0;350.0;180.0;164.0;197.0;452.0;55.0;51.0;887.0;50.0;1037.0;605.0;1223.0
