ID;Wegvoertuigen;BrandstofsoortVoertuig;Perioden;TotaalVerkochteWegvoertuigen_1;NieuwVerkochteWegvoertuigen_2;TweedehandsVerkochteWegvoertuigen_3
5122;Personenauto;Totaal hybrides;2016 augustus;6232;1601;4631
5123;Personenauto;Totaal hybrides;2016 september;7299;2304;4995
5124;Personenauto;Totaal hybrides;2016 3e kwartaal;19992;5391;14601
5125;Personenauto;Totaal hybrides;2016 oktober;7221;2199;5022
5126;Personenauto;Totaal hybrides;2016 november;8679;3499;5180
5127;Personenauto;Totaal hybrides;2016 december;17870;12005;5865
5128;Personenauto;Totaal hybrides;2016 4e kwartaal;33770;17703;16067
5129;Personenauto;Totaal hybrides;2016;94742;29916;64826
5130;Personenauto;Totaal hybrides;2017 januari;9291;2566;6725
5131;Personenauto;Totaal hybrides;2017 februari;7756;1429;6327
5132;Personenauto;Totaal hybrides;2017 maart;8177;1460;6717
5133;Personenauto;Totaal hybrides;2017 1e kwartaal;25224;5455;19769
5134;Personenauto;Totaal hybrides;2017 april;7008;1248;5760
5135;Personenauto;Totaal hybrides;2017 mei;8122;1852;6270
5136;Personenauto;Totaal hybrides;2017 juni;8277;1916;6361
5137;Personenauto;Totaal hybrides;2017 2e kwartaal;23407;5016;18391
5138;Personenauto;Totaal hybrides;2017 juli;7927;1742;6185
5139;Personenauto;Totaal hybrides;2017 augustus;8061;1606;6455
5140;Personenauto;Totaal hybrides;2017 september;7877;1861;6016
5141;Personenauto;Totaal hybrides;2017 3e kwartaal;23865;5209;18656
5142;Personenauto;Totaal hybrides;2017 oktober;8132;1873;6259
5143;Personenauto;Totaal hybrides;2017 november;8331;1932;6399
5144;Personenauto;Totaal hybrides;2017 december;7093;1247;5846
5145;Personenauto;Totaal hybrides;2017 4e kwartaal;23556;5052;18504
5146;Personenauto;Totaal hybrides;2017;96052;20732;75320
5147;Personenauto;Totaal hybrides;2018 januari;9741;2635;7106
5148;Personenauto;Totaal hybrides;2018 februari;8026;1762;6264
5149;Personenauto;Totaal hybrides;2018 maart;9446;2739;6707
5150;Personenauto;Totaal hybrides;2018 1e kwartaal;27213;7136;20077
5151;Personenauto;Totaal hybrides;2018 april;8266;2105;6161
5152;Personenauto;Totaal hybrides;2018 mei;8929;2484;6445
5153;Personenauto;Totaal hybrides;2018 juni;9777;2914;6863
5154;Personenauto;Totaal hybrides;2018 2e kwartaal;26972;7503;19469
5155;Personenauto;Totaal hybrides;2018 juli;10046;2054;7992
5156;Personenauto;Totaal hybrides;2018 augustus;8632;2191;6441
5157;Personenauto;Totaal hybrides;2018 september;8820;2192;6628
5158;Personenauto;Totaal hybrides;2018 3e kwartaal;27498;6437;21061
5159;Personenauto;Totaal hybrides;2018 oktober;10087;1854;8233
5160;Personenauto;Totaal hybrides;2018 november;10483;2030;8453
5161;Personenauto;Totaal hybrides;2018 december;9890;1213;8677
5162;Personenauto;Totaal hybrides;2018 4e kwartaal;30460;5097;25363
5163;Personenauto;Totaal hybrides;2018;112143;26173;85970
5164;Personenauto;Totaal hybrides;2019 januari;12501;2873;9628
5165;Personenauto;Totaal hybrides;2019 februari;9536;1898;7638
5166;Personenauto;Totaal hybrides;2019 maart;11175;3308;7867
5167;Personenauto;Totaal hybrides;2019 1e kwartaal;33212;8079;25133
5168;Personenauto;Totaal hybrides;2019 april;9800;2582;7218
5169;Personenauto;Totaal hybrides;2019 mei;11443;3211;8232
5170;Personenauto;Totaal hybrides;2019 juni;10324;3282;7042
5171;Personenauto;Totaal hybrides;2019 2e kwartaal;31567;9075;22492
5172;Personenauto;Totaal hybrides;2019 juli;10573;2621;7952
5173;Personenauto;Totaal hybrides;2019 augustus;9764;2688;7076
5174;Personenauto;Totaal hybrides;2019 september;10550;3037;7513
5175;Personenauto;Totaal hybrides;2019 3e kwartaal;30887;8346;22541
5176;Personenauto;Totaal hybrides;2019 oktober;13445;3183;10262
5177;Personenauto;Totaal hybrides;2019 november;13497;3052;10445
5178;Personenauto;Totaal hybrides;2019 december;12166;2006;10160
5179;Personenauto;Totaal hybrides;2019 4e kwartaal;39108;8241;30867
5180;Personenauto;Totaal hybrides;2019;134774;33741;101033
5181;Personenauto;Totaal hybrides;2020 januari;18501;5864;12637
5182;Personenauto;Totaal hybrides;2020 februari;14800;4182;10618
5183;Personenauto;Totaal hybrides;2020 maart;14308;4772;9536
5184;Personenauto;Totaal hybrides;2020 1e kwartaal;47609;14818;32791
5185;Personenauto;Totaal hybrides;2020 april;10250;2626;7624
5186;Personenauto;Totaal hybrides;2020 mei;12595;2713;9882
5187;Personenauto;Totaal hybrides;2020 juni;14968;3865;11103
5188;Personenauto;Totaal hybrides;2020 2e kwartaal;37813;9204;28609
5189;Personenauto;Totaal hybrides;2020 juli;18516;6144;12372
5190;Personenauto;Totaal hybrides;2020 augustus;15241;5193;10048
5191;Personenauto;Totaal hybrides;2020 september;18695;6725;11970
5192;Personenauto;Totaal hybrides;2020 3e kwartaal;52452;18062;34390
5193;Personenauto;Totaal hybrides;2020 oktober;20793;7483;13310
5194;Personenauto;Totaal hybrides;2020 november;21314;7909;13405
5195;Personenauto;Totaal hybrides;2020 december;20750;4998;15752
5196;Personenauto;Totaal hybrides;2020 4e kwartaal;62857;20390;42467
5197;Personenauto;Totaal hybrides;2020;200731;62474;138257
5198;Personenauto;Totaal hybrides;2021 januari;27048;11816;15232
5199;Personenauto;Totaal hybrides;2021 februari;19838;7017;12821
5200;Personenauto;Totaal hybrides;2021 maart;23305;8030;15275
5201;Personenauto;Totaal hybrides;2021 1e kwartaal;70191;26863;43328
5202;Personenauto;Totaal hybrides;2021 april;22494;8467;14027
5203;Personenauto;Totaal hybrides;2021 mei;22153;8379;13774
5204;Personenauto;Totaal hybrides;2021 juni;24790;10301;14489
5205;Personenauto;Totaal hybrides;2021 2e kwartaal;69437;27147;42290
5206;Personenauto;Totaal hybrides;2021 juli;22917;8636;14281
5207;Personenauto;Totaal hybrides;2021 augustus;19815;7279;12536
5208;Personenauto;Totaal hybrides;2021 september;22274;8921;13353
5209;Personenauto;Totaal hybrides;2021 3e kwartaal;65006;24836;40170
5210;Personenauto;Totaal hybrides;2021 oktober;22295;8085;14210
5211;Personenauto;Totaal hybrides;2021 november;22886;9125;13761
5212;Personenauto;Totaal hybrides;2021 december;21305;6473;14832
5213;Personenauto;Totaal hybrides;2021 4e kwartaal;66486;23683;42803
5214;Personenauto;Totaal hybrides;2021;271120;102529;168591
5215;Personenauto;Totaal hybrides;2022 januari;27995;12579;15416
5216;Personenauto;Totaal hybrides;2022 februari;23991;9124;14867
5217;Personenauto;Totaal hybrides;2022 maart;25582;9716;15866
5218;Personenauto;Totaal hybrides;2022 1e kwartaal;77568;31419;46149
5219;Personenauto;Totaal hybrides;2022 april;24055;8898;15157
5220;Personenauto;Totaal hybrides;2022 mei;22403;8429;13974
5221;Personenauto;Totaal hybrides;2022 juni;24487;9445;15042
5222;Personenauto;Totaal hybrides;2022 2e kwartaal;70945;26772;44173
5223;Personenauto;Totaal hybrides;2022 juli;22379;7459;14920
5224;Personenauto;Totaal hybrides;2022 augustus;21539;7848;13691
5225;Personenauto;Totaal hybrides;2022 september;24234;9622;14612
5226;Personenauto;Totaal hybrides;2022 3e kwartaal;68152;24929;43223
5227;Personenauto;Totaal hybrides;2022 oktober;26055;11391;14664
5228;Personenauto;Totaal hybrides;2022 november;26011;10169;15842
5229;Personenauto;Totaal hybrides;2022 december;23251;7710;15541
5230;Personenauto;Totaal hybrides;2022 4e kwartaal;75317;29270;46047
5231;Personenauto;Totaal hybrides;2022;291982;112390;179592
5232;Personenauto;Totaal hybrides;2023 januari;28853;11772;17081
5233;Personenauto;Totaal hybrides;2023 februari;27583;10782;16801
5234;Personenauto;Totaal hybrides;2023 maart;32306;13001;19305
5235;Personenauto;Totaal hybrides;2023 1e kwartaal;88742;35555;53187
5236;Personenauto;Totaal hybrides;2023 april;29045;11091;17954
5237;Personenauto;Totaal hybrides;2023 mei;30252;11747;18505
5238;Personenauto;Totaal hybrides;2023 juni;35506;14317;21189
5239;Personenauto;Totaal hybrides;2023 2e kwartaal;94803;37155;57648
5240;Personenauto;Totaal hybrides;2023 juli;33027;11600;21427
5241;Personenauto;Totaal hybrides;2023 augustus;31199;10314;20885
5242;Personenauto;Totaal hybrides;2023 september;33726;11467;22259
5243;Personenauto;Totaal hybrides;2023 3e kwartaal;97952;33381;64571
5244;Personenauto;Totaal hybrides;2023 oktober;35109;11233;23876
5245;Personenauto;Totaal hybrides;2023 november;36268;10464;25804
5246;Personenauto;Totaal hybrides;2023 december;35132;9289;25843
5247;Personenauto;Totaal hybrides;2023 4e kwartaal;106509;30986;75523
5248;Personenauto;Totaal hybrides;2023;388006;137077;250929
5249;Personenauto;Totaal hybrides;2024 januari;43188;15073;28115
5250;Personenauto;Totaal hybrides;2024 februari;41012;13311;27701
5251;Personenauto;Totaal hybrides;2024 maart;45765;15306;30459
5252;Personenauto;Totaal hybrides;2024 1e kwartaal;129965;43690;86275
5253;Personenauto;Totaal hybrides;2024 april;42422;12530;29892
5254;Personenauto;Totaal hybrides;2024 mei;41968;12196;29772
5255;Personenauto;Totaal hybrides;2024 juni;45936;15496;30440
5256;Personenauto;Totaal hybrides;2024 2e kwartaal;130326;40222;90104
5257;Personenauto;Totaal hybrides;2024 juli;45327;12528;32799
5258;Personenauto;Totaal hybrides;2024 augustus;41397;12109;29288
5259;Personenauto;Totaal hybrides;2024 september;42676;12092;30584
5260;Personenauto;Totaal hybrides;2024 3e kwartaal;129400;36729;92671
5261;Personenauto;Totaal hybrides;2024 oktober;50689;14364;36325
5262;Personenauto;Totaal hybrides;2024 november;49940;13709;36231
5263;Personenauto;Totaal hybrides;2024 december;46811;11459;35352
5264;Personenauto;Totaal hybrides;2024 4e kwartaal;147440;39532;107908
5265;Personenauto;Totaal hybrides;2024;537131;160173;376958
5266;Personenauto;Totaal hybrides;2025 januari;54888;14829;40059
5267;Personenauto;Totaal hybrides;2025 februari;49695;12395;37300
5268;Personenauto;Totaal hybrides;2025 maart;54963;15707;39256
5269;Personenauto;Totaal hybrides;2025 1e kwartaal;159546;42931;116615
5270;Personenauto;Milde hybride (MEV);2007 januari;0;0;0
5271;Personenauto;Milde hybride (MEV);2007 februari;0;0;0
5272;Personenauto;Milde hybride (MEV);2007 maart;0;0;0
5273;Personenauto;Milde hybride (MEV);2007 1e kwartaal;0;0;0
5274;Personenauto;Milde hybride (MEV);2007 april;0;0;0
5275;Personenauto;Milde hybride (MEV);2007 mei;0;0;0
5276;Personenauto;Milde hybride (MEV);2007 juni;0;0;0
5277;Personenauto;Milde hybride (MEV);2007 2e kwartaal;0;0;0
5278;Personenauto;Milde hybride (MEV);2007 juli;0;0;0
5279;Personenauto;Milde hybride (MEV);2007 augustus;0;0;0
5280;Personenauto;Milde hybride (MEV);2007 september;0;0;0
5281;Personenauto;Milde hybride (MEV);2007 3e kwartaal;0;0;0
5282;Personenauto;Milde hybride (MEV);2007 oktober;0;0;0
5283;Personenauto;Milde hybride (MEV);2007 november;0;0;0
5284;Personenauto;Milde hybride (MEV);2007 december;0;0;0
5285;Personenauto;Milde hybride (MEV);2007 4e kwartaal;0;0;0
5286;Personenauto;Milde hybride (MEV);2007;0;0;0
5287;Personenauto;Milde hybride (MEV);2008 januari;0;0;0
5288;Personenauto;Milde hybride (MEV);2008 februari;0;0;0
5289;Personenauto;Milde hybride (MEV);2008 maart;0;0;0
5290;Personenauto;Milde hybride (MEV);2008 1e kwartaal;0;0;0
5291;Personenauto;Milde hybride (MEV);2008 april;0;0;0
5292;Personenauto;Milde hybride (MEV);2008 mei;0;0;0
5293;Personenauto;Milde hybride (MEV);2008 juni;0;0;0
5294;Personenauto;Milde hybride (MEV);2008 2e kwartaal;0;0;0
5295;Personenauto;Milde hybride (MEV);2008 juli;0;0;0
5296;Personenauto;Milde hybride (MEV);2008 augustus;0;0;0
5297;Personenauto;Milde hybride (MEV);2008 september;0;0;0
5298;Personenauto;Milde hybride (MEV);2008 3e kwartaal;0;0;0
5299;Personenauto;Milde hybride (MEV);2008 oktober;0;0;0
5300;Personenauto;Milde hybride (MEV);2008 november;0;0;0
5301;Personenauto;Milde hybride (MEV);2008 december;0;0;0
5302;Personenauto;Milde hybride (MEV);2008 4e kwartaal;0;0;0
5303;Personenauto;Milde hybride (MEV);2008;0;0;0
5304;Personenauto;Milde hybride (MEV);2009 januari;0;0;0
5305;Personenauto;Milde hybride (MEV);2009 februari;0;0;0
5306;Personenauto;Milde hybride (MEV);2009 maart;0;0;0
5307;Personenauto;Milde hybride (MEV);2009 1e kwartaal;0;0;0
5308;Personenauto;Milde hybride (MEV);2009 april;0;0;0
5309;Personenauto;Milde hybride (MEV);2009 mei;0;0;0
5310;Personenauto;Milde hybride (MEV);2009 juni;0;0;0
5311;Personenauto;Milde hybride (MEV);2009 2e kwartaal;0;0;0
5312;Personenauto;Milde hybride (MEV);2009 juli;0;0;0
5313;Personenauto;Milde hybride (MEV);2009 augustus;0;0;0
5314;Personenauto;Milde hybride (MEV);2009 september;0;0;0
5315;Personenauto;Milde hybride (MEV);2009 3e kwartaal;0;0;0
5316;Personenauto;Milde hybride (MEV);2009 oktober;0;0;0
5317;Personenauto;Milde hybride (MEV);2009 november;0;0;0
5318;Personenauto;Milde hybride (MEV);2009 december;0;0;0
5319;Personenauto;Milde hybride (MEV);2009 4e kwartaal;0;0;0
5320;Personenauto;Milde hybride (MEV);2009;0;0;0
5321;Personenauto;Milde hybride (MEV);2010 januari;0;0;0
5322;Personenauto;Milde hybride (MEV);2010 februari;0;0;0
5323;Personenauto;Milde hybride (MEV);2010 maart;0;0;0
5324;Personenauto;Milde hybride (MEV);2010 1e kwartaal;0;0;0
5325;Personenauto;Milde hybride (MEV);2010 april;0;0;0
5326;Personenauto;Milde hybride (MEV);2010 mei;0;0;0
5327;Personenauto;Milde hybride (MEV);2010 juni;0;0;0
5328;Personenauto;Milde hybride (MEV);2010 2e kwartaal;0;0;0
5329;Personenauto;Milde hybride (MEV);2010 juli;0;0;0
5330;Personenauto;Milde hybride (MEV);2010 augustus;0;0;0
5331;Personenauto;Milde hybride (MEV);2010 september;0;0;0
5332;Personenauto;Milde hybride (MEV);2010 3e kwartaal;0;0;0
5333;Personenauto;Milde hybride (MEV);2010 oktober;0;0;0
5334;Personenauto;Milde hybride (MEV);2010 november;0;0;0
5335;Personenauto;Milde hybride (MEV);2010 december;0;0;0
5336;Personenauto;Milde hybride (MEV);2010 4e kwartaal;0;0;0
5337;Personenauto;Milde hybride (MEV);2010;0;0;0
5338;Personenauto;Milde hybride (MEV);2011 januari;0;0;0
5339;Personenauto;Milde hybride (MEV);2011 februari;0;0;0
5340;Personenauto;Milde hybride (MEV);2011 maart;0;0;0
5341;Personenauto;Milde hybride (MEV);2011 1e kwartaal;0;0;0
5342;Personenauto;Milde hybride (MEV);2011 april;0;0;0
5343;Personenauto;Milde hybride (MEV);2011 mei;0;0;0
5344;Personenauto;Milde hybride (MEV);2011 juni;0;0;0
5345;Personenauto;Milde hybride (MEV);2011 2e kwartaal;0;0;0
5346;Personenauto;Milde hybride (MEV);2011 juli;0;0;0
5347;Personenauto;Milde hybride (MEV);2011 augustus;0;0;0
5348;Personenauto;Milde hybride (MEV);2011 september;0;0;0
5349;Personenauto;Milde hybride (MEV);2011 3e kwartaal;0;0;0
5350;Personenauto;Milde hybride (MEV);2011 oktober;0;0;0
5351;Personenauto;Milde hybride (MEV);2011 november;0;0;0
5352;Personenauto;Milde hybride (MEV);2011 december;0;0;0
5353;Personenauto;Milde hybride (MEV);2011 4e kwartaal;0;0;0
5354;Personenauto;Milde hybride (MEV);2011;0;0;0
5355;Personenauto;Milde hybride (MEV);2012 januari;0;0;0
5356;Personenauto;Milde hybride (MEV);2012 februari;0;0;0
5357;Personenauto;Milde hybride (MEV);2012 maart;0;0;0
5358;Personenauto;Milde hybride (MEV);2012 1e kwartaal;0;0;0
5359;Personenauto;Milde hybride (MEV);2012 april;0;0;0
5360;Personenauto;Milde hybride (MEV);2012 mei;0;0;0
5361;Personenauto;Milde hybride (MEV);2012 juni;0;0;0
5362;Personenauto;Milde hybride (MEV);2012 2e kwartaal;0;0;0
5363;Personenauto;Milde hybride (MEV);2012 juli;0;0;0
5364;Personenauto;Milde hybride (MEV);2012 augustus;1;1;0
5365;Personenauto;Milde hybride (MEV);2012 september;1;1;0
5366;Personenauto;Milde hybride (MEV);2012 3e kwartaal;2;2;0
5367;Personenauto;Milde hybride (MEV);2012 oktober;0;0;0
5368;Personenauto;Milde hybride (MEV);2012 november;0;0;0
5369;Personenauto;Milde hybride (MEV);2012 december;0;0;0
5370;Personenauto;Milde hybride (MEV);2012 4e kwartaal;0;0;0
5371;Personenauto;Milde hybride (MEV);2012;2;2;0
5372;Personenauto;Milde hybride (MEV);2013 januari;0;0;0
5373;Personenauto;Milde hybride (MEV);2013 februari;1;1;0
5374;Personenauto;Milde hybride (MEV);2013 maart;0;0;0
5375;Personenauto;Milde hybride (MEV);2013 1e kwartaal;1;1;0
5376;Personenauto;Milde hybride (MEV);2013 april;1;1;0
5377;Personenauto;Milde hybride (MEV);2013 mei;1;0;1
5378;Personenauto;Milde hybride (MEV);2013 juni;0;0;0
5379;Personenauto;Milde hybride (MEV);2013 2e kwartaal;2;1;1
5380;Personenauto;Milde hybride (MEV);2013 juli;0;0;0
5381;Personenauto;Milde hybride (MEV);2013 augustus;1;0;1
5382;Personenauto;Milde hybride (MEV);2013 september;0;0;0
5383;Personenauto;Milde hybride (MEV);2013 3e kwartaal;1;0;1
5384;Personenauto;Milde hybride (MEV);2013 oktober;0;0;0
5385;Personenauto;Milde hybride (MEV);2013 november;0;0;0
5386;Personenauto;Milde hybride (MEV);2013 december;0;0;0
5387;Personenauto;Milde hybride (MEV);2013 4e kwartaal;0;0;0
5388;Personenauto;Milde hybride (MEV);2013;4;2;2
5389;Personenauto;Milde hybride (MEV);2014 januari;0;0;0
5390;Personenauto;Milde hybride (MEV);2014 februari;1;0;1
5391;Personenauto;Milde hybride (MEV);2014 maart;1;0;1
5392;Personenauto;Milde hybride (MEV);2014 1e kwartaal;2;0;2
5393;Personenauto;Milde hybride (MEV);2014 april;1;0;1
5394;Personenauto;Milde hybride (MEV);2014 mei;1;0;1
5395;Personenauto;Milde hybride (MEV);2014 juni;1;0;1
5396;Personenauto;Milde hybride (MEV);2014 2e kwartaal;3;0;3
5397;Personenauto;Milde hybride (MEV);2014 juli;1;0;1
5398;Personenauto;Milde hybride (MEV);2014 augustus;1;0;1
5399;Personenauto;Milde hybride (MEV);2014 september;0;0;0
5400;Personenauto;Milde hybride (MEV);2014 3e kwartaal;2;0;2
5401;Personenauto;Milde hybride (MEV);2014 oktober;0;0;0
5402;Personenauto;Milde hybride (MEV);2014 november;0;0;0
5403;Personenauto;Milde hybride (MEV);2014 december;5;5;0
5404;Personenauto;Milde hybride (MEV);2014 4e kwartaal;5;5;0
5405;Personenauto;Milde hybride (MEV);2014;12;5;7
5406;Personenauto;Milde hybride (MEV);2015 januari;52;51;1
5407;Personenauto;Milde hybride (MEV);2015 februari;39;39;0
5408;Personenauto;Milde hybride (MEV);2015 maart;66;66;0
5409;Personenauto;Milde hybride (MEV);2015 1e kwartaal;157;156;1
5410;Personenauto;Milde hybride (MEV);2015 april;70;69;1
5411;Personenauto;Milde hybride (MEV);2015 mei;77;77;0
5412;Personenauto;Milde hybride (MEV);2015 juni;135;135;0
5413;Personenauto;Milde hybride (MEV);2015 2e kwartaal;282;281;1
5414;Personenauto;Milde hybride (MEV);2015 juli;103;101;2
5415;Personenauto;Milde hybride (MEV);2015 augustus;61;57;4
5416;Personenauto;Milde hybride (MEV);2015 september;77;74;3
5417;Personenauto;Milde hybride (MEV);2015 3e kwartaal;241;232;9
5418;Personenauto;Milde hybride (MEV);2015 oktober;75;71;4
5419;Personenauto;Milde hybride (MEV);2015 november;100;97;3
5420;Personenauto;Milde hybride (MEV);2015 december;123;118;5
5421;Personenauto;Milde hybride (MEV);2015 4e kwartaal;298;286;12
5422;Personenauto;Milde hybride (MEV);2015;978;955;23
5423;Personenauto;Milde hybride (MEV);2016 januari;58;55;3
5424;Personenauto;Milde hybride (MEV);2016 februari;59;44;15
5425;Personenauto;Milde hybride (MEV);2016 maart;34;14;20
5426;Personenauto;Milde hybride (MEV);2016 1e kwartaal;151;113;38
5427;Personenauto;Milde hybride (MEV);2016 april;24;4;20
5428;Personenauto;Milde hybride (MEV);2016 mei;16;10;6
5429;Personenauto;Milde hybride (MEV);2016 juni;28;5;23
