ID;LeeftijdJongsteKind;LeeftijdReferentiepersoon;Perioden;HuishoudensMetKinderen_1
0;Totaal over alle leeftijden ;Totaal;2022;2625536
1;Totaal over alle leeftijden ;Totaal;2023;2634043
2;Totaal over alle leeftijden ;Totaal;2024;2642856
3;Totaal over alle leeftijden ;Totaal;2025;2650667
4;Totaal over alle leeftijden ;Totaal;2026;2658596
5;Totaal over alle leeftijden ;Totaal;2027;2667350
6;Totaal over alle leeftijden ;Totaal;2028;2676440
7;Totaal over alle leeftijden ;Totaal;2029;2686685
8;Totaal over alle leeftijden ;Totaal;2030;2697975
9;Totaal over alle leeftijden ;Totaal;2031;2710436
10;Totaal over alle leeftijden ;Totaal;2032;2724102
11;Totaal over alle leeftijden ;Totaal;2033;2738122
12;Totaal over alle leeftijden ;Totaal;2034;2754500
13;Totaal over alle leeftijden ;Totaal;2035;2770938
14;Totaal over alle leeftijden ;Totaal;2036;2787284
15;Totaal over alle leeftijden ;Totaal;2037;2802708
16;Totaal over alle leeftijden ;Totaal;2038;2818579
17;Totaal over alle leeftijden ;Totaal;2039;2834781
18;Totaal over alle leeftijden ;Totaal;2040;2851309
19;Totaal over alle leeftijden ;Totaal;2041;2867081
20;Totaal over alle leeftijden ;Totaal;2042;2881761
21;Totaal over alle leeftijden ;Totaal;2043;2895282
22;Totaal over alle leeftijden ;Totaal;2044;2909603
23;Totaal over alle leeftijden ;Totaal;2045;2922115
24;Totaal over alle leeftijden ;Totaal;2046;2932844
25;Totaal over alle leeftijden ;Totaal;2047;2941958
26;Totaal over alle leeftijden ;Totaal;2048;2949292
27;Totaal over alle leeftijden ;Totaal;2049;2955304
28;Totaal over alle leeftijden ;Totaal;2050;2958005
29;Totaal over alle leeftijden ;Totaal;2051;2960034
30;Totaal over alle leeftijden ;Totaal;2052;2963530
31;Totaal over alle leeftijden ;Totaal;2053;2966146
32;Totaal over alle leeftijden ;Totaal;2054;2968212
33;Totaal over alle leeftijden ;Totaal;2055;2970058
34;Totaal over alle leeftijden ;Totaal;2056;2971786
35;Totaal over alle leeftijden ;Totaal;2057;2973676
36;Totaal over alle leeftijden ;Totaal;2058;2975867
37;Totaal over alle leeftijden ;Totaal;2059;2978564
38;Totaal over alle leeftijden ;Totaal;2060;2981827
39;Totaal over alle leeftijden ;Totaal;2061;2985792
40;Totaal over alle leeftijden ;Totaal;2062;2990452
41;Totaal over alle leeftijden ;Totaal;2063;2995819
