ID;Geslacht;Leeftijd;Onderwijssoort;Migratieachtergrond;RegioS;Perioden;Gediplomeerden_1
4959;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doesburg;2009/'10;111.0
4960;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doesburg;2010/'11;109.0
4961;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doesburg;2011/'12;116.0
4962;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doesburg;2012/'13;134.0
4963;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doesburg;2013/'14;146.0
4964;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doesburg;2014/'15;136.0
4965;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doesburg;2015/'16;121.0
4966;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doesburg;2016/'17;140.0
4967;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doesburg;2017/'18;142.0
4968;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doesburg;2018/'19;119.0
4969;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doesburg;2019/'20;105.0
4970;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doesburg;2020/'21;114.0
4971;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doesburg;2021/'22;120.0
4972;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doetinchem;2000/'01;
4973;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doetinchem;2001/'02;
4974;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doetinchem;2002/'03;
4975;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doetinchem;2003/'04;483.0
4976;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doetinchem;2004/'05;471.0
4977;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doetinchem;2005/'06;514.0
4978;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doetinchem;2006/'07;645.0
4979;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doetinchem;2007/'08;633.0
4980;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doetinchem;2008/'09;649.0
4981;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doetinchem;2009/'10;645.0
4982;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doetinchem;2010/'11;588.0
4983;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doetinchem;2011/'12;615.0
4984;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doetinchem;2012/'13;569.0
4985;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doetinchem;2013/'14;637.0
4986;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doetinchem;2014/'15;615.0
4987;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doetinchem;2015/'16;681.0
4988;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doetinchem;2016/'17;674.0
4989;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doetinchem;2017/'18;676.0
4990;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doetinchem;2018/'19;707.0
4991;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doetinchem;2019/'20;727.0
4992;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doetinchem;2020/'21;630.0
4993;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doetinchem;2021/'22;559.0
4994;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongen;2000/'01;
4995;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongen;2001/'02;
4996;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongen;2002/'03;
4997;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongen;2003/'04;258.0
4998;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongen;2004/'05;249.0
4999;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongen;2005/'06;260.0
5000;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongen;2006/'07;283.0
5001;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongen;2007/'08;291.0
5002;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongen;2008/'09;306.0
5003;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongen;2009/'10;264.0
5004;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongen;2010/'11;296.0
5005;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongen;2011/'12;290.0
5006;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongen;2012/'13;293.0
5007;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongen;2013/'14;285.0
5008;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongen;2014/'15;329.0
5009;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongen;2015/'16;321.0
5010;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongen;2016/'17;291.0
5011;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongen;2017/'18;314.0
5012;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongen;2018/'19;291.0
5013;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongen;2019/'20;311.0
5014;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongen;2020/'21;288.0
5015;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongen;2021/'22;245.0
5016;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongeradeel;2000/'01;
5017;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongeradeel;2001/'02;
5018;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongeradeel;2002/'03;
5019;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongeradeel;2003/'04;290.0
5020;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongeradeel;2004/'05;305.0
5021;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongeradeel;2005/'06;329.0
5022;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongeradeel;2006/'07;261.0
5023;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongeradeel;2007/'08;347.0
5024;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongeradeel;2008/'09;298.0
5025;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongeradeel;2009/'10;261.0
5026;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongeradeel;2010/'11;259.0
5027;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongeradeel;2011/'12;273.0
5028;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongeradeel;2012/'13;292.0
5029;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongeradeel;2013/'14;264.0
5030;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongeradeel;2014/'15;291.0
5031;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongeradeel;2015/'16;293.0
5032;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongeradeel;2016/'17;266.0
5033;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongeradeel;2017/'18;305.0
5034;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongeradeel;2018/'19;256.0
5035;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongeradeel;2019/'20;
5036;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongeradeel;2020/'21;
5037;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dongeradeel;2021/'22;
5038;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doorn;2000/'01;
5039;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doorn;2001/'02;
5040;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doorn;2002/'03;
5041;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doorn;2003/'04;98.0
5042;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doorn;2004/'05;86.0
5043;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doorn;2005/'06;89.0
5044;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doorn;2006/'07;
5045;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doorn;2007/'08;
5046;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doorn;2008/'09;
5047;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doorn;2009/'10;
5048;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doorn;2010/'11;
5049;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doorn;2011/'12;
5050;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doorn;2012/'13;
5051;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doorn;2013/'14;
5052;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doorn;2014/'15;
5053;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doorn;2015/'16;
5054;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doorn;2016/'17;
5055;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doorn;2017/'18;
5056;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doorn;2018/'19;
5057;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doorn;2019/'20;
5058;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doorn;2020/'21;
5059;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Doorn;2021/'22;
5060;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dordrecht;2000/'01;
5061;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dordrecht;2001/'02;
5062;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dordrecht;2002/'03;
5063;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dordrecht;2003/'04;852.0
5064;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dordrecht;2004/'05;904.0
5065;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dordrecht;2005/'06;1138.0
5066;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dordrecht;2006/'07;1199.0
5067;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dordrecht;2007/'08;1189.0
5068;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dordrecht;2008/'09;1193.0
5069;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dordrecht;2009/'10;1111.0
5070;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dordrecht;2010/'11;1146.0
5071;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dordrecht;2011/'12;1162.0
5072;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dordrecht;2012/'13;1222.0
5073;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dordrecht;2013/'14;1257.0
5074;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dordrecht;2014/'15;1215.0
5075;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dordrecht;2015/'16;1240.0
5076;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dordrecht;2016/'17;1224.0
5077;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dordrecht;2017/'18;1241.0
5078;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dordrecht;2018/'19;1213.0
5079;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dordrecht;2019/'20;1250.0
5080;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dordrecht;2020/'21;1099.0
5081;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dordrecht;2021/'22;1047.0
5082;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drechterland;2000/'01;
5083;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drechterland;2001/'02;
5084;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drechterland;2002/'03;
5085;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drechterland;2003/'04;117.0
5086;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drechterland;2004/'05;157.0
5087;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drechterland;2005/'06;138.0
5088;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drechterland;2006/'07;257.0
5089;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drechterland;2007/'08;216.0
5090;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drechterland;2008/'09;215.0
5091;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drechterland;2009/'10;270.0
5092;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drechterland;2010/'11;267.0
5093;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drechterland;2011/'12;239.0
5094;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drechterland;2012/'13;215.0
5095;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drechterland;2013/'14;254.0
5096;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drechterland;2014/'15;241.0
5097;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drechterland;2015/'16;285.0
5098;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drechterland;2016/'17;257.0
5099;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drechterland;2017/'18;267.0
5100;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drechterland;2018/'19;241.0
5101;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drechterland;2019/'20;251.0
5102;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drechterland;2020/'21;262.0
5103;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drechterland;2021/'22;250.0
5104;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Driebergen-Rijsenburg;2000/'01;
5105;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Driebergen-Rijsenburg;2001/'02;
5106;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Driebergen-Rijsenburg;2002/'03;
5107;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Driebergen-Rijsenburg;2003/'04;181.0
5108;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Driebergen-Rijsenburg;2004/'05;229.0
5109;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Driebergen-Rijsenburg;2005/'06;184.0
5110;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Driebergen-Rijsenburg;2006/'07;
5111;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Driebergen-Rijsenburg;2007/'08;
5112;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Driebergen-Rijsenburg;2008/'09;
5113;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Driebergen-Rijsenburg;2009/'10;
5114;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Driebergen-Rijsenburg;2010/'11;
5115;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Driebergen-Rijsenburg;2011/'12;
5116;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Driebergen-Rijsenburg;2012/'13;
5117;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Driebergen-Rijsenburg;2013/'14;
5118;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Driebergen-Rijsenburg;2014/'15;
5119;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Driebergen-Rijsenburg;2015/'16;
5120;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Driebergen-Rijsenburg;2016/'17;
5121;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Driebergen-Rijsenburg;2017/'18;
5122;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Driebergen-Rijsenburg;2018/'19;
5123;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Driebergen-Rijsenburg;2019/'20;
5124;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Driebergen-Rijsenburg;2020/'21;
5125;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Driebergen-Rijsenburg;2021/'22;
5126;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drimmelen;2000/'01;
5127;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drimmelen;2001/'02;
5128;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drimmelen;2002/'03;
5129;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drimmelen;2003/'04;288.0
5130;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drimmelen;2004/'05;303.0
5131;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drimmelen;2005/'06;313.0
5132;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drimmelen;2006/'07;311.0
5133;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drimmelen;2007/'08;313.0
5134;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drimmelen;2008/'09;300.0
5135;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drimmelen;2009/'10;286.0
5136;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drimmelen;2010/'11;304.0
5137;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drimmelen;2011/'12;328.0
5138;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drimmelen;2012/'13;332.0
5139;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drimmelen;2013/'14;310.0
5140;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drimmelen;2014/'15;349.0
5141;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drimmelen;2015/'16;322.0
5142;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drimmelen;2016/'17;302.0
5143;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drimmelen;2017/'18;271.0
5144;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drimmelen;2018/'19;327.0
5145;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drimmelen;2019/'20;266.0
5146;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drimmelen;2020/'21;279.0
5147;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Drimmelen;2021/'22;260.0
5148;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dronten;2000/'01;
5149;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dronten;2001/'02;
5150;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dronten;2002/'03;
5151;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dronten;2003/'04;502.0
5152;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dronten;2004/'05;417.0
5153;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dronten;2005/'06;492.0
5154;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dronten;2006/'07;463.0
5155;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dronten;2007/'08;479.0
5156;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dronten;2008/'09;480.0
5157;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dronten;2009/'10;481.0
5158;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dronten;2010/'11;524.0
5159;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dronten;2011/'12;449.0
5160;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dronten;2012/'13;454.0
5161;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dronten;2013/'14;511.0
5162;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dronten;2014/'15;503.0
5163;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dronten;2015/'16;491.0
5164;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dronten;2016/'17;536.0
5165;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dronten;2017/'18;525.0
5166;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dronten;2018/'19;520.0
5167;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dronten;2019/'20;489.0
5168;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dronten;2020/'21;438.0
5169;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Dronten;2021/'22;443.0
5170;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Druten;2000/'01;
5171;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Druten;2001/'02;
5172;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Druten;2002/'03;
5173;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Druten;2003/'04;197.0
5174;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Druten;2004/'05;188.0
5175;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Druten;2005/'06;220.0
5176;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Druten;2006/'07;204.0
5177;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Druten;2007/'08;209.0
5178;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Druten;2008/'09;193.0
5179;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Druten;2009/'10;233.0
5180;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Druten;2010/'11;212.0
5181;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Druten;2011/'12;211.0
5182;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Druten;2012/'13;181.0
5183;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Druten;2013/'14;249.0
5184;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Druten;2014/'15;233.0
5185;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Druten;2015/'16;252.0
5186;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Druten;2016/'17;235.0
