ID;Geslacht;Leeftijd;AOWetten;Perioden;TotaalInstroom_1;Werknemers_2;Overheidspersoneel_3;Zelfstandigen_4;Jonggehandicapten_5;OverigeInstromers_6;TotaalUitstroom_7;RedenHerstel_8;Bereiken65JarigeLeeftijd_9;OverigeUitstromers_10
970;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2012 september;580;240;0;0;110;230;170;80;0;100
971;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2012 oktober;650;230;0;0;150;270;220;100;0;120
972;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2012 november;640;240;0;0;160;230;240;110;0;120
973;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2012 december;530;240;0;0;100;200;200;100;0;100
974;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2012;7070;2780;0;0;1690;2600;2530;1230;0;1300
975;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2013 januari;770;300;0;0;200;270;220;110;0;110
976;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2013 februari;620;240;0;0;160;220;230;120;0;110
977;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2013 maart;630;240;0;0;140;260;240;120;0;120
978;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2013 april;580;230;0;0;150;200;240;130;0;110
979;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2013 mei;600;200;0;0;190;210;230;120;0;110
980;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2013 juni;600;240;0;0;170;200;250;110;0;140
981;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2013 juli;610;210;0;0;210;200;230;90;0;140
982;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2013 augustus;610;230;0;0;170;200;200;80;0;120
983;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2013 september;650;250;0;0;170;230;250;110;0;140
984;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2013 oktober;680;240;0;0;200;240;210;90;0;120
985;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2013 november;650;230;0;0;200;230;230;100;0;130
986;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2013 december;570;200;0;0;150;220;230;110;0;120
987;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2013;7570;2810;0;0;2080;2670;2750;1270;0;1480
988;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2014 januari;710;260;0;0;200;250;300;150;0;150
989;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2014 februari;610;260;0;0;150;210;220;120;0;100
990;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2014 maart;690;260;0;0;190;240;220;110;0;110
991;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2014 april;690;250;0;0;200;250;280;130;0;150
992;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2014 mei;660;230;0;0;190;240;210;100;0;110
993;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2014 juni;600;210;0;0;160;220;230;110;0;120
994;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2014 juli;660;240;0;0;190;230;250;100;0;160
995;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2014 augustus;570;210;0;0;140;220;190;90;0;100
996;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2014 september;660;240;0;0;170;240;230;90;0;140
997;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2014 oktober;640;230;0;0;160;260;240;100;0;140
998;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2014 november;650;260;0;0;190;200;220;100;0;120
999;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2014 december;630;220;0;0;220;200;210;100;0;120
1000;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2014;7750;2850;0;0;2150;2750;2800;1290;0;1520
1001;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2015 januari;680;270;0;0;190;220;300;120;0;180
1002;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2015 februari;530;240;0;0;110;180;250;110;0;150
1003;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2015 maart;530;270;0;0;90;170;210;80;0;130
1004;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2015 april;450;240;0;0;50;170;220;70;0;140
1005;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2015 mei;450;220;0;0;80;150;230;100;0;130
1006;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2015 juni;490;250;0;0;70;180;260;110;0;150
1007;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2015 juli;490;250;0;0;80;150;300;130;0;170
1008;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2015 augustus;430;210;0;0;70;150;250;120;0;140
1009;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2015 september;510;270;0;0;60;180;280;110;0;180
1010;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2015 oktober;510;240;0;0;80;180;240;90;0;140
1011;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2015 november;490;250;0;0;60;170;230;100;0;130
1012;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2015 december;370;170;0;0;40;160;220;110;0;110
1013;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal AO-wetten;2015;5920;2870;0;0;990;2060;2990;1240;0;1750
1014;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2010 januari;60;20;0;0;0;40;20;10;0;10
1015;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2010 februari;40;20;0;0;0;20;50;10;0;40
1016;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2010 maart;40;20;0;0;0;20;40;20;0;20
1017;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2010 april;40;20;0;0;0;10;70;10;0;60
1018;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2010 mei;30;20;0;0;0;10;30;10;0;10
1019;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2010 juni;40;20;0;0;0;10;30;10;0;10
1020;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2010 juli;50;30;0;0;0;20;30;10;0;20
1021;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2010 augustus;30;20;0;0;0;10;20;10;0;10
1022;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2010 september;20;10;0;0;0;10;20;10;0;10
1023;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2010 oktober;30;30;0;0;0;10;20;10;0;10
1024;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2010 november;30;10;0;0;0;20;40;10;0;30
1025;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2010 december;20;10;0;0;0;10;20;10;0;10
1026;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2010;470;270;10;0;0;190;410;130;0;270
1027;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2011 januari;30;20;0;0;0;20;40;10;0;20
1028;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2011 februari;30;20;0;0;0;10;10;0;0;10
1029;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2011 maart;30;20;0;0;0;10;20;0;0;10
1030;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2011 april;20;10;0;0;0;10;20;10;0;20
1031;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2011 mei;20;20;0;0;0;10;20;10;0;10
1032;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2011 juni;20;10;0;0;0;10;30;10;0;20
1033;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2011 juli;30;10;0;0;0;10;30;10;0;20
1034;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2011 augustus;20;20;0;0;0;10;20;10;0;10
1035;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2011 september;20;10;0;0;0;10;20;10;0;10
1036;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2011 oktober;20;10;0;0;0;10;20;10;0;10
1037;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2011 november;20;10;0;0;0;10;10;10;0;0
1038;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2011 december;10;10;0;0;0;0;10;10;0;10
1039;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2011;260;160;10;0;0;100;250;90;0;150
1040;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2012 januari;20;10;0;0;0;10;30;10;0;30
1041;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2012 februari;10;10;0;0;0;0;20;10;0;10
1042;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2012 maart;20;10;0;0;0;10;10;0;0;10
1043;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2012 april;10;10;0;0;0;0;20;10;0;10
1044;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2012 mei;10;10;0;0;0;0;10;0;0;10
1045;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2012 juni*;10;0;0;0;0;0;10;0;0;10
1046;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2012 juli;10;0;0;0;0;0;10;0;0;0
1047;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2012 augustus;10;10;0;0;0;0;10;0;0;10
1048;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2012 september;10;10;0;0;0;0;10;10;0;0
1049;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2012 oktober;10;10;0;0;0;0;10;0;0;10
1050;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2012 november;10;0;0;0;0;10;10;10;0;0
1051;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2012 december;0;0;0;0;0;0;10;0;0;10
1052;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2012;120;80;0;0;0;30;150;50;0;110
1053;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2013 januari;10;10;0;0;0;0;10;0;0;10
1054;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2013 februari;10;0;0;0;0;0;10;0;0;10
1055;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2013 maart;10;0;0;0;0;10;10;10;0;10
1056;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2013 april;10;0;0;0;0;0;20;10;0;10
1057;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2013 mei;10;10;0;0;0;0;10;0;0;10
1058;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2013 juni;10;10;0;0;0;0;20;10;0;10
1059;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2013 juli;0;0;0;0;0;0;10;0;0;10
1060;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2013 augustus;10;10;0;0;0;0;0;0;0;0
1061;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2013 september;0;0;0;0;0;0;10;0;0;10
1062;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2013 oktober;10;10;0;0;0;0;10;0;0;0
1063;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2013 november;0;0;0;0;0;0;10;0;0;0
1064;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2013 december;0;0;0;0;0;0;0;0;0;0
1065;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2013;70;50;0;0;0;30;120;40;0;70
1066;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2014 januari;0;0;0;0;0;0;10;0;0;0
1067;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2014 februari;0;0;0;0;0;0;10;0;0;0
1068;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2014 maart;0;0;0;0;0;0;0;0;0;0
1069;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2014 april;0;0;0;0;0;0;10;0;0;10
1070;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2014 mei;0;0;0;0;0;0;10;0;0;0
1071;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2014 juni;0;0;0;0;0;0;10;0;0;0
1072;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2014 juli;0;0;0;0;0;0;0;0;0;0
1073;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2014 augustus;0;0;0;0;0;0;0;0;0;0
1074;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2014 september;0;0;0;0;0;0;0;0;0;0
1075;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2014 oktober;0;0;0;0;0;0;0;0;0;0
1076;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2014 november;0;0;0;0;0;0;10;0;0;0
1077;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2014 december;0;0;0;0;0;0;10;0;0;10
1078;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2014;20;20;0;0;0;0;60;30;0;30
1079;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2015 januari;10;10;0;0;0;0;0;0;0;0
1080;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2015 februari;0;0;0;0;0;0;0;0;0;0
1081;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2015 maart;0;0;0;0;0;0;0;0;0;0
1082;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2015 april;0;0;0;0;0;0;0;0;0;0
1083;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2015 mei;0;0;0;0;0;0;0;0;0;0
1084;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2015 juni;0;0;0;0;0;0;0;0;0;0
1085;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2015 juli;0;0;0;0;0;0;0;0;0;0
1086;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2015 augustus;0;0;0;0;0;0;0;0;0;0
1087;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2015 september;0;0;0;0;0;0;0;0;0;0
1088;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2015 oktober;0;0;0;0;0;0;0;0;0;0
1089;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2015 november;0;0;0;0;0;0;0;0;0;0
1090;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2015 december;0;0;0;0;0;0;0;0;0;0
1091;Totaal mannen en vrouwen;25 tot 35 jaar;WAO;2015;20;10;0;0;0;0;30;10;0;20
1092;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2010 januari;0;0;0;0;0;0;0;0;0;0
1093;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2010 februari;0;0;0;0;0;0;0;0;0;0
1094;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2010 maart;0;0;0;0;0;0;0;0;0;0
1095;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2010 april;0;0;0;0;0;0;0;0;0;0
1096;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2010 mei;0;0;0;0;0;0;0;0;0;0
1097;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2010 juni;0;0;0;0;0;0;0;0;0;0
1098;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2010 juli;0;0;0;0;0;0;0;0;0;0
1099;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2010 augustus;0;0;0;0;0;0;0;0;0;0
1100;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2010 september;0;0;0;0;0;0;0;0;0;0
1101;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2010 oktober;0;0;0;0;0;0;0;0;0;0
1102;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2010 november;0;0;0;0;0;0;0;0;0;0
1103;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2010 december;0;0;0;0;0;0;0;0;0;0
1104;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2010;0;0;0;0;0;0;10;0;0;10
1105;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2011 januari;0;0;0;0;0;0;0;0;0;0
1106;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2011 februari;0;0;0;0;0;0;0;0;0;0
1107;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2011 maart;0;0;0;0;0;0;0;0;0;0
1108;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2011 april;0;0;0;0;0;0;0;0;0;0
1109;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2011 mei;0;0;0;0;0;0;0;0;0;0
1110;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2011 juni;0;0;0;0;0;0;0;0;0;0
1111;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2011 juli;0;0;0;0;0;0;0;0;0;0
1112;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2011 augustus;10;0;0;0;0;0;0;0;0;0
1113;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2011 september;10;0;0;10;0;0;0;0;0;0
1114;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2011 oktober;0;0;0;0;0;0;0;0;0;0
1115;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2011 november;0;0;0;0;0;0;0;0;0;0
1116;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2011 december;0;0;0;0;0;0;0;0;0;0
1117;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2011;20;0;0;20;0;0;10;0;0;10
1118;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2012 januari;0;0;0;0;0;0;0;0;0;0
1119;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2012 februari;0;0;0;0;0;0;0;0;0;0
1120;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2012 maart;0;0;0;0;0;0;0;0;0;0
1121;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2012 april;0;0;0;0;0;0;0;0;0;0
1122;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2012 mei;0;0;0;0;0;0;0;0;0;0
1123;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2012 juni*;0;0;0;0;0;0;0;0;0;0
1124;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2012 juli;0;0;0;0;0;0;0;0;0;0
1125;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2012 augustus;0;0;0;0;0;0;0;0;0;0
1126;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2012 september;0;0;0;0;0;0;0;0;0;0
1127;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2012 oktober;0;0;0;0;0;0;0;0;0;0
1128;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2012 november;0;0;0;0;0;0;0;0;0;0
1129;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2012 december;0;0;0;0;0;0;0;0;0;0
1130;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2012;10;0;0;0;0;10;10;0;0;10
1131;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2013 januari;0;0;0;0;0;0;0;0;0;0
1132;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2013 februari;0;0;0;0;0;0;0;0;0;0
1133;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2013 maart;0;0;0;0;0;0;0;0;0;0
1134;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2013 april;0;0;0;0;0;0;0;0;0;0
1135;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2013 mei;0;0;0;0;0;0;0;0;0;0
1136;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2013 juni;0;0;0;0;0;0;0;0;0;0
1137;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2013 juli;0;0;0;0;0;0;0;0;0;0
1138;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2013 augustus;0;0;0;0;0;0;0;0;0;0
1139;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2013 september;0;0;0;0;0;0;0;0;0;0
1140;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2013 oktober;0;0;0;0;0;0;0;0;0;0
1141;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2013 november;0;0;0;0;0;0;0;0;0;0
1142;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2013 december;0;0;0;0;0;0;0;0;0;0
1143;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2013;10;0;0;0;0;10;0;0;0;0
1144;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2014 januari;0;0;0;0;0;0;0;0;0;0
1145;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2014 februari;0;0;0;0;0;0;0;0;0;0
1146;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2014 maart;0;0;0;0;0;0;0;0;0;0
1147;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2014 april;0;0;0;0;0;0;0;0;0;0
1148;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2014 mei;0;0;0;0;0;0;0;0;0;0
1149;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2014 juni;0;0;0;0;0;0;0;0;0;0
1150;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2014 juli;0;0;0;0;0;0;0;0;0;0
1151;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2014 augustus;0;0;0;0;0;0;0;0;0;0
1152;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2014 september;0;0;0;0;0;0;0;0;0;0
1153;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2014 oktober;0;0;0;0;0;0;0;0;0;0
1154;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2014 november;0;0;0;0;0;0;0;0;0;0
1155;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2014 december;0;0;0;0;0;0;0;0;0;0
1156;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2014;20;0;0;0;0;20;10;0;0;10
1157;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2015 januari;0;0;0;0;0;0;0;0;0;0
1158;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2015 februari;0;0;0;0;0;0;0;0;0;0
1159;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2015 maart;0;0;0;0;0;0;0;0;0;0
1160;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2015 april;0;0;0;0;0;0;0;0;0;0
1161;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2015 mei;0;0;0;0;0;0;0;0;0;0
1162;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2015 juni;0;0;0;0;0;0;10;0;0;10
1163;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2015 juli;0;0;0;0;0;0;0;0;0;0
1164;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2015 augustus;0;0;0;0;0;0;0;0;0;0
1165;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2015 september;0;0;0;0;0;0;0;0;0;0
1166;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2015 oktober;0;0;0;0;0;0;0;0;0;0
1167;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2015 november;0;0;0;0;0;0;0;0;0;0
1168;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2015 december;0;0;0;0;0;0;0;0;0;0
1169;Totaal mannen en vrouwen;25 tot 35 jaar;WAZ;2015;20;0;0;0;0;20;20;0;0;20
1170;Totaal mannen en vrouwen;25 tot 35 jaar;Wajong;2010 januari;250;0;0;0;230;20;80;10;0;70
1171;Totaal mannen en vrouwen;25 tot 35 jaar;Wajong;2010 februari;190;0;0;0;160;30;70;10;0;60
1172;Totaal mannen en vrouwen;25 tot 35 jaar;Wajong;2010 maart;180;0;0;0;150;30;60;10;0;50
1173;Totaal mannen en vrouwen;25 tot 35 jaar;Wajong;2010 april;210;0;0;0;110;100;160;10;0;150
1174;Totaal mannen en vrouwen;25 tot 35 jaar;Wajong;2010 mei;170;0;0;0;70;110;60;0;0;50
1175;Totaal mannen en vrouwen;25 tot 35 jaar;Wajong;2010 juni;220;0;0;0;80;140;80;10;0;60
1176;Totaal mannen en vrouwen;25 tot 35 jaar;Wajong;2010 juli;260;0;0;0;90;180;80;0;0;80
1177;Totaal mannen en vrouwen;25 tot 35 jaar;Wajong;2010 augustus;120;0;0;0;60;60;60;10;0;60
1178;Totaal mannen en vrouwen;25 tot 35 jaar;Wajong;2010 september;130;0;0;0;50;70;50;10;0;40
1179;Totaal mannen en vrouwen;25 tot 35 jaar;Wajong;2010 oktober;220;0;0;0;190;40;60;10;0;50
1180;Totaal mannen en vrouwen;25 tot 35 jaar;Wajong;2010 november;230;0;0;0;190;40;80;0;0;80
1181;Totaal mannen en vrouwen;25 tot 35 jaar;Wajong;2010 december;230;0;0;0;190;40;60;10;0;50
1182;Totaal mannen en vrouwen;25 tot 35 jaar;Wajong;2010;2210;0;0;0;1460;750;840;70;0;780
1183;Totaal mannen en vrouwen;25 tot 35 jaar;Wajong;2011 januari;230;0;0;0;200;30;60;10;0;50
1184;Totaal mannen en vrouwen;25 tot 35 jaar;Wajong;2011 februari;190;0;0;0;160;30;60;20;0;40
1185;Totaal mannen en vrouwen;25 tot 35 jaar;Wajong;2011 maart;150;0;0;0;130;20;70;20;0;50
1186;Totaal mannen en vrouwen;25 tot 35 jaar;Wajong;2011 april;200;0;0;0;170;30;60;10;0;50
1187;Totaal mannen en vrouwen;25 tot 35 jaar;Wajong;2011 mei;180;0;0;0;150;30;70;10;0;60
1188;Totaal mannen en vrouwen;25 tot 35 jaar;Wajong;2011 juni;160;0;0;0;130;30;80;10;0;70
1189;Totaal mannen en vrouwen;25 tot 35 jaar;Wajong;2011 juli;190;0;0;0;160;30;110;0;0;100
1190;Totaal mannen en vrouwen;25 tot 35 jaar;Wajong;2011 augustus;130;0;0;0;110;20;70;20;0;50
1191;Totaal mannen en vrouwen;25 tot 35 jaar;Wajong;2011 september;140;0;0;0;110;20;80;10;0;70
1192;Totaal mannen en vrouwen;25 tot 35 jaar;Wajong;2011 oktober;180;0;0;0;160;20;60;0;0;60
1193;Totaal mannen en vrouwen;25 tot 35 jaar;Wajong;2011 november;130;0;0;0;100;20;70;10;0;70
1194;Totaal mannen en vrouwen;25 tot 35 jaar;Wajong;2011 december;160;0;0;0;150;10;80;10;0;60
1195;Totaal mannen en vrouwen;25 tot 35 jaar;Wajong;2011;2030;0;0;0;1740;290;860;120;0;740
1196;Totaal mannen en vrouwen;25 tot 35 jaar;Wajong;2012 januari;200;0;0;0;160;30;120;20;0;100
1197;Totaal mannen en vrouwen;25 tot 35 jaar;Wajong;2012 februari;180;0;0;0;150;40;110;20;0;90
1198;Totaal mannen en vrouwen;25 tot 35 jaar;Wajong;2012 maart;180;0;0;0;170;20;70;10;0;60
1199;Totaal mannen en vrouwen;25 tot 35 jaar;Wajong;2012 april;190;0;0;0;170;20;80;0;0;80
1200;Totaal mannen en vrouwen;25 tot 35 jaar;Wajong;2012 mei;150;0;0;0;130;20;70;10;0;60
1201;Totaal mannen en vrouwen;25 tot 35 jaar;Wajong;2012 juni*;60;0;0;0;60;0;50;0;0;50
1202;Totaal mannen en vrouwen;25 tot 35 jaar;Wajong;2012 juli;190;0;0;0;160;30;80;10;0;70
