ID;WijkenEnBuurten;TypeVerwarmingsinstallatie;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;Woningen_5
0;Nederland;Individuele cv;Nederland                               ;Land    ;NL00      ;;82.0
1;Nederland;Blokverwarming;Nederland                               ;Land    ;NL00      ;;5.0
2;Nederland;Stadsverwarming met hoog gasverbruik;Nederland                               ;Land    ;NL00      ;;0.0
3;Nederland;Stadsverwarming met laag gasverbruik;Nederland                               ;Land    ;NL00      ;;1.0
4;Nederland;Stadsverwarming zonder gasverbruik;Nederland                               ;Land    ;NL00      ;;6.0
5;Nederland;Elektrisch verwarmd met hoog gasverbruik;Nederland                               ;Land    ;NL00      ;;1.0
6;Nederland;Elektrisch verwarmd met laag gasverbruik;Nederland                               ;Land    ;NL00      ;;0.0
7;Nederland;Elektrisch verwarmd zonder gasverbruik;Nederland                               ;Land    ;NL00      ;;2.0
8;Nederland;Totaal zonder gasverbruik (ex. onbekend);Nederland                               ;Land    ;NL00      ;;8.0
9;Nederland;Type installaties onbekend;Nederland                               ;Land    ;NL00      ;;2.0
10;"Gemeenten; niet in te delen";Individuele cv;Gemeente niet in te delen               ;Gemeente;GM9999    ;;8.0
11;"Gemeenten; niet in te delen";Blokverwarming;Gemeente niet in te delen               ;Gemeente;GM9999    ;;0.0
12;"Gemeenten; niet in te delen";Stadsverwarming met hoog gasverbruik;Gemeente niet in te delen               ;Gemeente;GM9999    ;;0.0
13;"Gemeenten; niet in te delen";Stadsverwarming met laag gasverbruik;Gemeente niet in te delen               ;Gemeente;GM9999    ;;0.0
14;"Gemeenten; niet in te delen";Stadsverwarming zonder gasverbruik;Gemeente niet in te delen               ;Gemeente;GM9999    ;;0.0
15;"Gemeenten; niet in te delen";Elektrisch verwarmd met hoog gasverbruik;Gemeente niet in te delen               ;Gemeente;GM9999    ;;0.0
16;"Gemeenten; niet in te delen";Elektrisch verwarmd met laag gasverbruik;Gemeente niet in te delen               ;Gemeente;GM9999    ;;0.0
17;"Gemeenten; niet in te delen";Elektrisch verwarmd zonder gasverbruik;Gemeente niet in te delen               ;Gemeente;GM9999    ;;23.0
18;"Gemeenten; niet in te delen";Totaal zonder gasverbruik (ex. onbekend);Gemeente niet in te delen               ;Gemeente;GM9999    ;;23.0
19;"Gemeenten; niet in te delen";Type installaties onbekend;Gemeente niet in te delen               ;Gemeente;GM9999    ;;69.0
20;"Buurten; niet in te delen";Individuele cv;Buurt niet in de delen                  ;Buurt   ;BU99999999;;8.0
21;"Buurten; niet in te delen";Blokverwarming;Buurt niet in de delen                  ;Buurt   ;BU99999999;;0.0
22;"Buurten; niet in te delen";Stadsverwarming met hoog gasverbruik;Buurt niet in de delen                  ;Buurt   ;BU99999999;;0.0
23;"Buurten; niet in te delen";Stadsverwarming met laag gasverbruik;Buurt niet in de delen                  ;Buurt   ;BU99999999;;0.0
24;"Buurten; niet in te delen";Stadsverwarming zonder gasverbruik;Buurt niet in de delen                  ;Buurt   ;BU99999999;;0.0
25;"Buurten; niet in te delen";Elektrisch verwarmd met hoog gasverbruik;Buurt niet in de delen                  ;Buurt   ;BU99999999;;0.0
26;"Buurten; niet in te delen";Elektrisch verwarmd met laag gasverbruik;Buurt niet in de delen                  ;Buurt   ;BU99999999;;0.0
27;"Buurten; niet in te delen";Elektrisch verwarmd zonder gasverbruik;Buurt niet in de delen                  ;Buurt   ;BU99999999;;23.0
28;"Buurten; niet in te delen";Totaal zonder gasverbruik (ex. onbekend);Buurt niet in de delen                  ;Buurt   ;BU99999999;;23.0
29;"Buurten; niet in te delen";Type installaties onbekend;Buurt niet in de delen                  ;Buurt   ;BU99999999;;69.0
30;"Wijken; niet in te delen";Individuele cv;Wijk niet in te delen                   ;Wijk    ;WK999999  ;;8.0
31;"Wijken; niet in te delen";Blokverwarming;Wijk niet in te delen                   ;Wijk    ;WK999999  ;;0.0
32;"Wijken; niet in te delen";Stadsverwarming met hoog gasverbruik;Wijk niet in te delen                   ;Wijk    ;WK999999  ;;0.0
33;"Wijken; niet in te delen";Stadsverwarming met laag gasverbruik;Wijk niet in te delen                   ;Wijk    ;WK999999  ;;0.0
34;"Wijken; niet in te delen";Stadsverwarming zonder gasverbruik;Wijk niet in te delen                   ;Wijk    ;WK999999  ;;0.0
35;"Wijken; niet in te delen";Elektrisch verwarmd met hoog gasverbruik;Wijk niet in te delen                   ;Wijk    ;WK999999  ;;0.0
36;"Wijken; niet in te delen";Elektrisch verwarmd met laag gasverbruik;Wijk niet in te delen                   ;Wijk    ;WK999999  ;;0.0
37;"Wijken; niet in te delen";Elektrisch verwarmd zonder gasverbruik;Wijk niet in te delen                   ;Wijk    ;WK999999  ;;23.0
38;"Wijken; niet in te delen";Totaal zonder gasverbruik (ex. onbekend);Wijk niet in te delen                   ;Wijk    ;WK999999  ;;23.0
39;"Wijken; niet in te delen";Type installaties onbekend;Wijk niet in te delen                   ;Wijk    ;WK999999  ;;69.0
40;Aa en Hunze;Individuele cv;Aa en Hunze                             ;Gemeente;GM1680    ;1.0;91.0
41;Aa en Hunze;Blokverwarming;Aa en Hunze                             ;Gemeente;GM1680    ;1.0;2.0
42;Aa en Hunze;Stadsverwarming met hoog gasverbruik;Aa en Hunze                             ;Gemeente;GM1680    ;1.0;0.0
43;Aa en Hunze;Stadsverwarming met laag gasverbruik;Aa en Hunze                             ;Gemeente;GM1680    ;1.0;0.0
44;Aa en Hunze;Stadsverwarming zonder gasverbruik;Aa en Hunze                             ;Gemeente;GM1680    ;1.0;0.0
45;Aa en Hunze;Elektrisch verwarmd met hoog gasverbruik;Aa en Hunze                             ;Gemeente;GM1680    ;1.0;2.0
