ID;Persoonskenmerken;Land;Perioden;AndereMensen_1;Rechtssysteem_2;Politie_3;Politici_4;Parlement_5;PolitiekePartijen_6;EuropeesParlement_7;VerenigdeNaties_8;AndereMensen_9;Rechtssysteem_10;Politie_11;Politici_12;Parlement_13;PolitiekePartijen_14;EuropeesParlement_15;VerenigdeNaties_16
688;Geslacht: Mannen;Zweden;2018;6.3;6.6;7.1;4.9;6.3;5.1;5.2;6.4;68.0;73.0;81.0;42.0;68.0;45.0;50.0;66.0
689;Geslacht: Mannen;Zweden;2020;;;;;;;;;;;;;;;;
690;Geslacht: Mannen;Zwitserland;2002;5.7;6.4;6.9;5.0;5.9;;4.7;5.4;53.0;68.0;77.0;39.0;58.0;;33.0;51.0
691;Geslacht: Mannen;Zwitserland;2004;5.7;6.3;6.9;4.8;5.6;4.7;4.5;5.4;55.0;65.0;77.0;36.0;52.0;30.0;32.0;50.0
692;Geslacht: Mannen;Zwitserland;2006;5.7;6.2;6.8;4.9;5.8;4.8;4.5;5.3;55.0;64.0;75.0;38.0;56.0;34.0;31.0;47.0
693;Geslacht: Mannen;Zwitserland;2008;5.7;6.4;6.8;4.9;5.8;4.6;4.7;5.5;52.0;68.0;76.0;39.0;60.0;32.0;38.0;53.0
694;Geslacht: Mannen;Zwitserland;2010;5.6;6.3;7.0;4.9;5.8;4.7;4.2;5.1;51.0;66.0;77.0;41.0;58.0;36.0;28.0;46.0
695;Geslacht: Mannen;Zwitserland;2012;5.8;6.6;7.0;5.1;6.2;4.9;4.4;5.4;56.0;72.0;80.0;44.0;65.0;41.0;32.0;51.0
696;Geslacht: Mannen;Zwitserland;2014;5.8;6.7;7.1;5.2;6.2;5.0;4.2;5.1;54.0;73.0;81.0;47.0;68.0;41.0;29.0;45.0
697;Geslacht: Mannen;Zwitserland;2016;6.0;6.7;7.2;5.3;6.3;5.2;4.1;5.1;60.0;74.0;83.0;48.0;70.0;45.0;31.0;46.0
698;Geslacht: Mannen;Zwitserland;2018;5.9;7.0;7.4;5.3;6.5;5.2;4.4;5.2;58.0;77.0;86.0;51.0;72.0;47.0;36.0;49.0
699;Geslacht: Mannen;Zwitserland;2020;6.0;7.1;7.4;5.5;6.7;5.2;4.7;5.3;59.0;82.0;87.0;54.0;77.0;47.0;38.0;48.0
700;Geslacht: Vrouwen;België;2002;4.8;4.3;5.7;4.3;4.9;;4.9;5.0;40.0;33.0;58.0;31.0;39.0;;44.0;46.0
701;Geslacht: Vrouwen;België;2004;4.6;4.7;5.8;4.2;4.6;4.3;5.0;5.0;37.0;38.0;60.0;28.0;32.0;29.0;42.0;42.0
702;Geslacht: Vrouwen;België;2006;4.9;4.8;6.0;4.4;5.0;4.4;5.2;5.3;41.0;42.0;63.0;30.0;41.0;32.0;47.0;49.0
703;Geslacht: Vrouwen;België;2008;5.1;4.8;6.0;4.0;4.5;4.0;5.1;5.3;43.0;40.0;63.0;24.0;32.0;23.0;46.0;50.0
704;Geslacht: Vrouwen;België;2010;4.9;4.9;6.0;3.8;4.3;3.8;5.0;5.2;40.0;41.0;64.0;21.0;29.0;21.0;41.0;44.0
705;Geslacht: Vrouwen;België;2012;4.9;4.8;6.1;4.3;4.9;4.2;5.1;5.4;43.0;42.0;65.0;30.0;41.0;28.0;46.0;51.0
706;Geslacht: Vrouwen;België;2014;4.9;5.0;6.0;4.1;4.7;4.1;4.9;5.3;41.0;46.0;64.0;28.0;39.0;28.0;42.0;49.0
707;Geslacht: Vrouwen;België;2016;5.1;5.3;6.4;4.2;4.8;4.1;4.8;5.3;47.0;50.0;72.0;27.0;41.0;27.0;40.0;49.0
708;Geslacht: Vrouwen;België;2018;5.1;5.3;6.6;4.3;4.8;4.3;5.0;5.2;42.0;50.0;76.0;30.0;37.0;28.0;43.0;48.0
709;Geslacht: Vrouwen;België;2020;5.3;5.3;6.4;4.0;4.6;4.1;4.9;5.3;51.0;50.0;72.0;28.0;39.0;28.0;44.0;49.0
710;Geslacht: Vrouwen;Bulgarije;2002;;;;;;;;;;;;;;;;
711;Geslacht: Vrouwen;Bulgarije;2004;;;;;;;;;;;;;;;;
712;Geslacht: Vrouwen;Bulgarije;2006;;;;;;;;;;;;;;;;
713;Geslacht: Vrouwen;Bulgarije;2008;3.3;2.3;3.3;1.6;1.8;1.7;4.5;4.6;17.0;11.0;20.0;4.0;6.0;4.0;34.0;36.0
714;Geslacht: Vrouwen;Bulgarije;2010;3.5;2.6;3.8;2.0;2.3;2.0;4.7;4.8;21.0;10.0;24.0;6.0;8.0;6.0;39.0;38.0
715;Geslacht: Vrouwen;Bulgarije;2012;3.3;2.4;3.6;1.8;2.1;1.8;4.2;4.6;19.0;10.0;21.0;5.0;8.0;4.0;33.0;40.0
716;Geslacht: Vrouwen;Bulgarije;2014;;;;;;;;;;;;;;;;
717;Geslacht: Vrouwen;Bulgarije;2016;;;;;;;;;;;;;;;;
718;Geslacht: Vrouwen;Bulgarije;2018;3.5;3.1;3.9;2.1;2.5;2.1;3.3;3.3;18.0;14.0;25.0;5.0;7.0;6.0;21.0;22.0
719;Geslacht: Vrouwen;Bulgarije;2020;3.6;3.0;4.6;2.1;2.4;2.1;4.2;4.3;21.0;16.0;38.0;7.0;10.0;7.0;31.0;32.0
720;Geslacht: Vrouwen;Cyprus;2002;;;;;;;;;;;;;;;;
721;Geslacht: Vrouwen;Cyprus;2004;;;;;;;;;;;;;;;;
722;Geslacht: Vrouwen;Cyprus;2006;;;;;;;;;;;;;;;;
723;Geslacht: Vrouwen;Cyprus;2008;4.5;6.1;5.9;4.4;5.5;4.3;5.9;4.8;35.0;61.0;55.0;30.0;46.0;27.0;58.0;38.0
724;Geslacht: Vrouwen;Cyprus;2010;3.7;5.5;5.6;3.6;4.6;3.6;5.0;4.5;21.0;52.0;53.0;20.0;31.0;18.0;42.0;32.0
725;Geslacht: Vrouwen;Cyprus;2012;3.4;4.5;5.0;2.5;3.1;2.4;4.2;3.8;19.0;35.0;45.0;8.0;16.0;7.0;30.0;27.0
726;Geslacht: Vrouwen;Cyprus;2014;;;;;;;;;;;;;;;;
727;Geslacht: Vrouwen;Cyprus;2016;;;;;;;;;;;;;;;;
728;Geslacht: Vrouwen;Cyprus;2018;3.8;4.4;5.2;2.8;3.7;2.7;4.5;4.8;22.0;30.0;50.0;8.0;16.0;9.0;30.0;34.0
729;Geslacht: Vrouwen;Cyprus;2020;;;;;;;;;;;;;;;;
730;Geslacht: Vrouwen;Denemarken;2002;7.1;7.0;7.9;5.5;6.0;;5.0;6.4;77.0;76.0;90.0;51.0;58.0;;42.0;67.0
731;Geslacht: Vrouwen;Denemarken;2004;6.9;7.1;7.9;5.5;6.1;5.5;4.8;6.5;73.0;76.0;90.0;50.0;59.0;48.0;37.0;69.0
732;Geslacht: Vrouwen;Denemarken;2006;7.0;7.3;7.8;5.5;6.2;5.5;5.0;6.5;76.0;81.0;88.0;51.0;61.0;50.0;39.0;70.0
733;Geslacht: Vrouwen;Denemarken;2008;7.1;7.2;7.6;5.6;6.3;5.7;5.2;6.4;77.0;79.0;87.0;52.0;66.0;54.0;45.0;68.0
734;Geslacht: Vrouwen;Denemarken;2010;6.8;7.1;7.7;5.0;5.7;5.2;5.1;6.1;74.0;81.0;88.0;40.0;52.0;41.0;41.0;63.0
735;Geslacht: Vrouwen;Denemarken;2012;7.0;7.5;8.1;5.3;6.0;5.4;5.4;6.6;78.0;84.0;92.0;50.0;62.0;50.0;49.0;72.0
736;Geslacht: Vrouwen;Denemarken;2014;7.0;7.3;7.8;5.0;5.7;5.1;5.0;6.2;76.0;82.0;89.0;42.0;56.0;45.0;41.0;67.0
737;Geslacht: Vrouwen;Denemarken;2016;;;;;;;;;;;;;;;;
738;Geslacht: Vrouwen;Denemarken;2018;6.9;7.4;8.1;5.2;5.9;5.2;5.4;6.5;76.0;83.0;93.0;49.0;59.0;48.0;52.0;70.0
739;Geslacht: Vrouwen;Denemarken;2020;;;;;;;;;;;;;;;;
740;Geslacht: Vrouwen;Duitsland;2002;4.6;5.7;6.8;3.5;4.3;;4.6;5.1;32.0;53.0;74.0;15.0;28.0;;31.0;43.0
741;Geslacht: Vrouwen;Duitsland;2004;4.7;5.5;6.6;3.3;4.2;3.2;4.3;4.9;36.0;51.0;69.0;14.0;26.0;12.0;29.0;38.0
742;Geslacht: Vrouwen;Duitsland;2006;4.8;5.5;6.7;3.2;4.1;3.2;4.1;4.6;37.0;51.0;72.0;15.0;26.0;13.0;25.0;35.0
743;Geslacht: Vrouwen;Duitsland;2008;4.9;5.7;6.9;3.5;4.5;3.5;4.4;5.1;39.0;54.0;75.0;14.0;30.0;13.0;28.0;40.0
744;Geslacht: Vrouwen;Duitsland;2010;4.6;5.5;6.9;3.4;4.2;3.3;4.1;4.7;33.0;51.0;74.0;14.0;25.0;13.0;26.0;33.0
745;Geslacht: Vrouwen;Duitsland;2012;4.9;5.8;6.9;3.8;4.8;3.8;4.5;5.0;39.0;57.0;76.0;20.0;37.0;18.0;33.0;40.0
746;Geslacht: Vrouwen;Duitsland;2014;5.1;5.6;6.8;3.9;4.9;3.9;4.2;4.7;42.0;54.0;74.0;23.0;39.0;21.0;29.0;37.0
747;Geslacht: Vrouwen;Duitsland;2016;5.3;6.0;7.0;4.2;5.2;4.1;4.6;4.9;47.0;60.0;78.0;27.0;45.0;24.0;34.0;39.0
748;Geslacht: Vrouwen;Duitsland;2018;5.3;5.9;7.1;4.0;4.9;3.9;4.6;4.9;49.0;58.0;79.0;23.0;41.0;22.0;35.0;39.0
749;Geslacht: Vrouwen;Duitsland;2020;;;;;;;;;;;;;;;;
750;Geslacht: Vrouwen;Estland;2002;;;;;;;;;;;;;;;;
751;Geslacht: Vrouwen;Estland;2004;5.2;5.0;5.8;3.4;4.3;3.2;4.9;5.6;43.0;41.0;55.0;14.0;27.0;10.0;38.0;50.0
752;Geslacht: Vrouwen;Estland;2006;5.3;5.1;5.5;3.6;4.6;3.6;5.4;5.6;45.0;42.0;50.0;16.0;30.0;16.0;46.0;50.0
753;Geslacht: Vrouwen;Estland;2008;5.5;4.8;6.1;3.3;3.9;3.3;5.1;5.3;48.0;38.0;62.0;16.0;22.0;12.0;41.0;46.0
754;Geslacht: Vrouwen;Estland;2010;5.8;5.3;6.2;3.7;4.3;3.5;5.2;5.5;52.0;46.0;64.0;20.0;28.0;16.0;44.0;48.0
755;Geslacht: Vrouwen;Estland;2012;5.5;4.9;5.9;3.3;4.0;3.2;4.8;5.2;49.0;40.0;57.0;16.0;25.0;13.0;36.0;44.0
756;Geslacht: Vrouwen;Estland;2014;5.6;5.2;6.1;3.6;4.3;3.5;4.5;4.8;49.0;45.0;60.0;16.0;30.0;16.0;33.0;39.0
757;Geslacht: Vrouwen;Estland;2016;5.0;3.9;6.6;2.4;3.9;2.4;4.2;4.9;55.0;54.0;74.0;19.0;33.0;17.0;34.0;43.0
758;Geslacht: Vrouwen;Estland;2018;5.8;6.1;7.2;4.1;5.0;4.0;4.9;5.2;54.0;61.0;80.0;24.0;42.0;20.0;40.0;47.0
759;Geslacht: Vrouwen;Estland;2020;5.9;6.4;7.4;4.1;5.2;4.0;5.2;5.5;58.0;64.0;83.0;25.0;45.0;21.0;46.0;48.0
760;Geslacht: Vrouwen;Finland;2002;6.5;6.7;8.0;4.8;5.7;;5.0;6.5;72.0;74.0;90.0;41.0;57.0;;43.0;70.0
761;Geslacht: Vrouwen;Finland;2004;6.6;6.8;8.0;4.9;5.9;5.1;5.0;6.6;71.0;75.0;92.0;43.0;61.0;45.0;44.0;73.0
762;Geslacht: Vrouwen;Finland;2006;6.6;7.0;8.1;4.9;5.9;5.0;5.1;6.4;73.0;77.0;93.0;43.0;63.0;43.0;44.0;70.0
763;Geslacht: Vrouwen;Finland;2008;6.5;7.0;8.1;4.9;5.9;5.0;5.3;6.7;70.0;79.0;93.0;42.0;62.0;43.0;50.0;76.0
764;Geslacht: Vrouwen;Finland;2010;6.6;6.9;8.1;4.6;5.4;4.7;5.3;6.6;73.0;79.0;94.0;36.0;51.0;38.0;50.0;74.0
765;Geslacht: Vrouwen;Finland;2012;6.6;6.9;8.0;4.9;5.9;4.9;5.3;6.6;74.0;77.0;92.0;42.0;61.0;42.0;48.0;75.0
766;Geslacht: Vrouwen;Finland;2014;6.7;6.6;7.9;4.5;5.3;4.6;4.7;6.2;76.0;73.0;91.0;36.0;50.0;37.0;39.0;66.0
767;Geslacht: Vrouwen;Finland;2016;6.9;7.1;8.3;4.9;5.8;5.0;5.4;6.5;79.0;82.0;95.0;44.0;59.0;44.0;53.0;73.0
768;Geslacht: Vrouwen;Finland;2018;6.9;6.9;8.1;4.8;5.7;5.0;5.6;6.6;81.0;79.0;92.0;44.0;60.0;46.0;55.0;75.0
769;Geslacht: Vrouwen;Finland;2020;6.9;7.4;8.3;5.6;6.6;5.6;5.9;6.7;81.0;83.0;95.0;59.0;74.0;60.0;64.0;77.0
770;Geslacht: Vrouwen;Frankrijk;2002;4.4;4.8;5.9;3.6;4.3;;4.4;4.5;28.0;37.0;58.0;16.0;25.0;;27.0;32.0
771;Geslacht: Vrouwen;Frankrijk;2004;4.5;4.8;5.8;3.5;4.2;3.3;4.3;4.6;29.0;35.0;56.0;15.0;24.0;11.0;28.0;31.0
772;Geslacht: Vrouwen;Frankrijk;2006;4.4;5.0;5.8;3.3;4.2;3.2;4.4;5.2;29.0;41.0;57.0;10.0;22.0;10.0;30.0;46.0
773;Geslacht: Vrouwen;Frankrijk;2008;4.4;5.1;5.9;3.6;4.5;3.5;4.7;5.3;28.0;45.0;58.0;14.0;28.0;12.0;34.0;46.0
774;Geslacht: Vrouwen;Frankrijk;2010;4.3;5.1;5.9;3.2;4.1;3.1;4.3;5.1;26.0;42.0;58.0;13.0;21.0;9.0;28.0;43.0
775;Geslacht: Vrouwen;Frankrijk;2012;4.4;5.1;6.1;3.3;4.1;3.3;4.3;5.4;29.0;45.0;64.0;14.0;25.0;12.0;28.0;49.0
776;Geslacht: Vrouwen;Frankrijk;2014;4.4;5.2;6.1;2.8;3.9;2.8;4.1;5.0;31.0;47.0;65.0;10.0;23.0;10.0;27.0;45.0
777;Geslacht: Vrouwen;Frankrijk;2016;4.5;5.0;6.6;3.0;4.1;3.0;3.9;4.9;29.0;41.0;72.0;10.0;24.0;9.0;24.0;40.0
778;Geslacht: Vrouwen;Frankrijk;2018;4.5;5.2;6.5;3.5;3.9;3.0;4.0;5.1;28.0;46.0;72.0;16.0;24.0;10.0;26.0;44.0
779;Geslacht: Vrouwen;Frankrijk;2020;4.6;5.2;6.3;3.9;4.5;3.5;4.5;5.3;32.0;47.0;68.0;21.0;32.0;14.0;34.0;47.0
780;Geslacht: Vrouwen;Griekenland;2002;;;;;;;;;;;;;;;;
781;Geslacht: Vrouwen;Griekenland;2004;;;;;;;;;;;;;;;;
782;Geslacht: Vrouwen;Griekenland;2006;;;;;;;;;;;;;;;;
783;Geslacht: Vrouwen;Griekenland;2008;;;;;;;;;;;;;;;;
784;Geslacht: Vrouwen;Griekenland;2010;3.9;3.9;4.7;1.3;2.0;1.3;2.5;2.6;25.0;28.0;39.0;3.0;6.0;2.0;9.0;11.0
785;Geslacht: Vrouwen;Griekenland;2012;;;;;;;;;;;;;;;;
786;Geslacht: Vrouwen;Griekenland;2014;;;;;;;;;;;;;;;;
787;Geslacht: Vrouwen;Griekenland;2016;;;;;;;;;;;;;;;;
788;Geslacht: Vrouwen;Griekenland;2018;;;;;;;;;;;;;;;;
789;Geslacht: Vrouwen;Griekenland;2020;4.3;6.4;6.7;3.5;4.2;3.4;4.4;4.5;28.0;69.0;75.0;17.0;29.0;16.0;32.0;36.0
790;Geslacht: Vrouwen;Hongarije;2002;4.0;5.2;4.9;4.0;5.0;;5.7;5.9;23.0;40.0;39.0;21.0;36.0;;49.0;52.0
791;Geslacht: Vrouwen;Hongarije;2004;4.2;4.5;5.2;2.9;3.9;2.8;5.2;5.7;25.0;34.0;42.0;8.0;19.0;8.0;46.0;54.0
792;Geslacht: Vrouwen;Hongarije;2006;4.3;4.4;5.2;2.6;3.3;2.6;4.9;5.4;28.0;32.0;47.0;9.0;17.0;9.0;39.0;47.0
793;Geslacht: Vrouwen;Hongarije;2008;4.1;3.9;4.6;2.1;2.8;2.1;4.2;4.7;26.0;24.0;33.0;7.0;11.0;6.0;29.0;38.0
794;Geslacht: Vrouwen;Hongarije;2010;4.4;4.8;5.2;3.3;4.3;3.2;4.9;5.2;29.0;37.0;46.0;17.0;30.0;15.0;39.0;47.0
795;Geslacht: Vrouwen;Hongarije;2012;4.8;4.7;5.5;3.4;4.0;3.3;4.3;4.9;43.0;39.0;49.0;22.0;27.0;19.0;29.0;39.0
796;Geslacht: Vrouwen;Hongarije;2014;4.1;4.7;5.5;3.0;3.9;3.0;5.0;5.4;30.0;40.0;50.0;18.0;26.0;17.0;42.0;49.0
797;Geslacht: Vrouwen;Hongarije;2016;4.5;5.5;6.5;3.9;4.6;3.7;4.5;5.0;35.0;54.0;68.0;29.0;39.0;24.0;35.0;42.0
798;Geslacht: Vrouwen;Hongarije;2018;4.8;5.7;6.5;3.9;4.6;3.8;5.1;5.8;42.0;55.0;67.0;26.0;39.0;25.0;45.0;56.0
799;Geslacht: Vrouwen;Hongarije;2020;4.8;5.5;6.3;4.2;4.7;4.2;5.3;5.6;40.0;52.0;64.0;30.0;38.0;30.0;49.0;55.0
800;Geslacht: Vrouwen;Ierland;2002;5.4;5.0;6.6;3.6;4.1;;5.0;5.6;49.0;40.0;69.0;18.0;25.0;;41.0;52.0
801;Geslacht: Vrouwen;Ierland;2004;5.7;5.2;6.6;3.9;4.6;3.9;5.2;5.8;54.0;44.0;69.0;23.0;33.0;22.0;44.0;56.0
802;Geslacht: Vrouwen;Ierland;2006;5.2;5.0;6.2;3.7;4.5;3.7;5.2;5.7;45.0;41.0;62.0;21.0;32.0;19.0;45.0;54.0
803;Geslacht: Vrouwen;Ierland;2008;;;;;;;;;;;;;;;;
804;Geslacht: Vrouwen;Ierland;2010;5.2;5.0;6.6;3.0;3.5;2.9;3.9;5.2;45.0;40.0;68.0;10.0;18.0;9.0;23.0;43.0
805;Geslacht: Vrouwen;Ierland;2012;5.0;5.2;6.7;2.9;3.5;2.8;4.3;5.4;44.0;44.0;74.0;12.0;18.0;10.0;31.0;49.0
806;Geslacht: Vrouwen;Ierland;2014;5.3;5.2;6.3;3.2;3.7;3.2;4.5;5.4;48.0;46.0;65.0;15.0;21.0;14.0;35.0;50.0
807;Geslacht: Vrouwen;Ierland;2016;5.4;5.4;6.2;3.6;4.3;3.6;4.9;5.6;51.0;53.0;68.0;22.0;30.0;20.0;41.0;54.0
808;Geslacht: Vrouwen;Ierland;2018;5.4;5.1;6.4;3.9;4.5;3.8;5.0;5.6;50.0;47.0;67.0;27.0;35.0;25.0;47.0;57.0
809;Geslacht: Vrouwen;Ierland;2020;5.5;5.6;6.6;4.2;4.8;4.1;5.5;5.8;51.0;55.0;72.0;31.0;43.0;29.0;51.0;58.0
810;Geslacht: Vrouwen;IJsland;2002;;;;;;;;;;;;;;;;
811;Geslacht: Vrouwen;IJsland;2004;;;;;;;;;;;;;;;;
812;Geslacht: Vrouwen;IJsland;2006;;;;;;;;;;;;;;;;
813;Geslacht: Vrouwen;IJsland;2008;;;;;;;;;;;;;;;;
814;Geslacht: Vrouwen;IJsland;2010;;;;;;;;;;;;;;;;
815;Geslacht: Vrouwen;IJsland;2012;6.1;5.7;7.9;4.2;4.4;3.8;4.6;6.5;61.0;58.0;92.0;29.0;34.0;22.0;39.0;73.0
816;Geslacht: Vrouwen;IJsland;2014;;;;;;;;;;;;;;;;
817;Geslacht: Vrouwen;IJsland;2016;6.4;6.0;8.0;4.6;5.2;4.4;5.5;6.9;68.0;64.0;94.0;35.0;50.0;33.0;52.0;77.0
818;Geslacht: Vrouwen;IJsland;2018;6.4;5.8;7.5;4.5;5.2;4.4;6.0;6.9;64.0;62.0;86.0;39.0;54.0;31.0;64.0;83.0
819;Geslacht: Vrouwen;IJsland;2020;6.5;5.9;7.5;5.2;6.2;5.1;5.5;7.0;71.0;64.0;86.0;50.0;71.0;43.0;58.0;77.0
820;Geslacht: Vrouwen;Israël;2002;;;;;;;;;;;;;;;;
821;Geslacht: Vrouwen;Israël;2004;;;;;;;;;;;;;;;;
822;Geslacht: Vrouwen;Israël;2006;;;;;;;;;;;;;;;;
823;Geslacht: Vrouwen;Israël;2008;;;;;;;;;;;;;;;;
824;Geslacht: Vrouwen;Israël;2010;5.2;5.3;5.0;3.0;3.7;2.9;3.4;3.6;41.0;51.0;40.0;14.0;22.0;14.0;18.0;24.0
825;Geslacht: Vrouwen;Israël;2012;5.3;5.6;5.2;3.0;4.1;3.0;4.1;4.0;47.0;55.0;47.0;17.0;31.0;15.0;31.0;31.0
826;Geslacht: Vrouwen;Israël;2014;5.1;5.5;4.8;3.0;4.0;3.1;3.2;3.1;42.0;54.0;42.0;15.0;28.0;15.0;20.0;21.0
827;Geslacht: Vrouwen;Israël;2016;5.5;5.4;5.4;3.1;4.1;3.2;3.5;3.0;50.0;54.0;50.0;17.0;28.0;17.0;25.0;22.0
828;Geslacht: Vrouwen;Israël;2018;;;;;;;;;;;;;;;;
829;Geslacht: Vrouwen;Israël;2020;;;;;;;;;;;;;;;;
830;Geslacht: Vrouwen;Italië;2002;;;;;;;;;;;;;;;;
831;Geslacht: Vrouwen;Italië;2004;;;;;;;;;;;;;;;;
832;Geslacht: Vrouwen;Italië;2006;;;;;;;;;;;;;;;;
833;Geslacht: Vrouwen;Italië;2008;;;;;;;;;;;;;;;;
834;Geslacht: Vrouwen;Italië;2010;;;;;;;;;;;;;;;;
835;Geslacht: Vrouwen;Italië;2012;4.5;4.3;6.1;1.9;3.1;1.9;4.3;5.2;38.0;35.0;66.0;7.0;17.0;6.0;36.0;50.0
836;Geslacht: Vrouwen;Italië;2014;;;;;;;;;;;;;;;;
837;Geslacht: Vrouwen;Italië;2016;4.5;4.5;6.1;2.2;3.2;2.2;4.0;4.5;35.0;39.0;68.0;9.0;20.0;7.0;34.0;40.0
838;Geslacht: Vrouwen;Italië;2018;4.7;5.4;6.7;2.9;4.2;2.9;4.4;4.9;39.0;52.0;77.0;15.0;31.0;13.0;36.0;46.0
839;Geslacht: Vrouwen;Italië;2020;4.9;5.1;6.5;3.2;4.2;3.1;4.8;5.0;45.0;47.0;74.0;17.0;32.0;16.0;45.0;49.0
840;Geslacht: Vrouwen;Kosovo;2002;;;;;;;;;;;;;;;;
841;Geslacht: Vrouwen;Kosovo;2004;;;;;;;;;;;;;;;;
842;Geslacht: Vrouwen;Kosovo;2006;;;;;;;;;;;;;;;;
843;Geslacht: Vrouwen;Kosovo;2008;;;;;;;;;;;;;;;;
844;Geslacht: Vrouwen;Kosovo;2010;;;;;;;;;;;;;;;;
845;Geslacht: Vrouwen;Kosovo;2012;3.8;3.3;5.7;2.1;3.0;2.3;5.4;6.4;23.0;20.0;51.0;11.0;17.0;12.0;49.0;62.0
846;Geslacht: Vrouwen;Kosovo;2014;;;;;;;;;;;;;;;;
847;Geslacht: Vrouwen;Kosovo;2016;;;;;;;;;;;;;;;;
848;Geslacht: Vrouwen;Kosovo;2018;;;;;;;;;;;;;;;;
849;Geslacht: Vrouwen;Kosovo;2020;;;;;;;;;;;;;;;;
850;Geslacht: Vrouwen;Kroatië;2002;;;;;;;;;;;;;;;;
851;Geslacht: Vrouwen;Kroatië;2004;;;;;;;;;;;;;;;;
852;Geslacht: Vrouwen;Kroatië;2006;;;;;;;;;;;;;;;;
853;Geslacht: Vrouwen;Kroatië;2008;;;;;;;;;;;;;;;;
854;Geslacht: Vrouwen;Kroatië;2010;4.7;3.2;4.4;1.6;2.1;1.7;3.3;3.8;36.0;14.0;30.0;3.0;7.0;3.0;14.0;22.0
855;Geslacht: Vrouwen;Kroatië;2012;;;;;;;;;;;;;;;;
856;Geslacht: Vrouwen;Kroatië;2014;;;;;;;;;;;;;;;;
857;Geslacht: Vrouwen;Kroatië;2016;;;;;;;;;;;;;;;;
858;Geslacht: Vrouwen;Kroatië;2018;4.0;2.6;5.4;1.7;2.2;1.9;3.8;4.2;24.0;11.0;47.0;4.0;9.0;4.0;24.0;29.0
859;Geslacht: Vrouwen;Kroatië;2020;4.6;3.1;5.3;2.3;3.2;2.4;4.4;4.7;33.0;17.0;46.0;7.0;16.0;7.0;31.0;37.0
860;Geslacht: Vrouwen;Noord-Macedonië;2002;;;;;;;;;;;;;;;;
861;Geslacht: Vrouwen;Noord-Macedonië;2004;;;;;;;;;;;;;;;;
862;Geslacht: Vrouwen;Noord-Macedonië;2006;;;;;;;;;;;;;;;;
863;Geslacht: Vrouwen;Noord-Macedonië;2008;;;;;;;;;;;;;;;;
864;Geslacht: Vrouwen;Noord-Macedonië;2010;;;;;;;;;;;;;;;;
865;Geslacht: Vrouwen;Noord-Macedonië;2012;;;;;;;;;;;;;;;;
866;Geslacht: Vrouwen;Noord-Macedonië;2014;;;;;;;;;;;;;;;;
867;Geslacht: Vrouwen;Noord-Macedonië;2016;;;;;;;;;;;;;;;;
868;Geslacht: Vrouwen;Noord-Macedonië;2018;;;;;;;;;;;;;;;;
869;Geslacht: Vrouwen;Noord-Macedonië;2020;3.3;3.3;4.9;2.5;3.3;2.6;4.5;4.8;22.0;20.0;43.0;13.0;20.0;12.0;38.0;43.0
870;Geslacht: Vrouwen;Letland;2002;;;;;;;;;;;;;;;;
871;Geslacht: Vrouwen;Letland;2004;;;;;;;;;;;;;;;;
872;Geslacht: Vrouwen;Letland;2006;;;;;;;;;;;;;;;;
873;Geslacht: Vrouwen;Letland;2008;;;;;;;;;;;;;;;;
874;Geslacht: Vrouwen;Letland;2010;;;;;;;;;;;;;;;;
875;Geslacht: Vrouwen;Letland;2012;;;;;;;;;;;;;;;;
876;Geslacht: Vrouwen;Letland;2014;;;;;;;;;;;;;;;;
877;Geslacht: Vrouwen;Letland;2016;;;;;;;;;;;;;;;;
878;Geslacht: Vrouwen;Letland;2018;4.4;4.3;5.7;2.7;3.3;2.5;4.5;4.9;29.0;30.0;54.0;8.0;15.0;7.0;36.0;42.0
879;Geslacht: Vrouwen;Letland;2020;;;;;;;;;;;;;;;;
880;Geslacht: Vrouwen;Litouwen;2002;;;;;;;;;;;;;;;;
881;Geslacht: Vrouwen;Litouwen;2004;;;;;;;;;;;;;;;;
882;Geslacht: Vrouwen;Litouwen;2006;;;;;;;;;;;;;;;;
883;Geslacht: Vrouwen;Litouwen;2008;;;;;;;;;;;;;;;;
884;Geslacht: Vrouwen;Litouwen;2010;;;;;;;;;;;;;;;;
885;Geslacht: Vrouwen;Litouwen;2012;5.2;4.1;5.7;2.9;3.1;2.8;4.8;5.1;49.0;29.0;56.0;12.0;14.0;11.0;43.0;47.0
886;Geslacht: Vrouwen;Litouwen;2014;5.0;4.6;5.9;3.2;3.3;2.9;5.2;5.5;43.0;36.0;58.0;15.0;18.0;15.0;48.0;52.0
887;Geslacht: Vrouwen;Litouwen;2016;5.2;5.1;6.2;3.5;3.8;3.2;5.6;5.8;51.0;42.0;63.0;19.0;22.0;16.0;51.0;54.0
888;Geslacht: Vrouwen;Litouwen;2018;4.7;4.8;6.4;3.3;3.5;3.1;5.2;5.4;36.0;40.0;66.0;17.0;22.0;15.0;46.0;48.0
889;Geslacht: Vrouwen;Litouwen;2020;5.0;5.2;6.6;3.4;3.8;3.3;5.1;5.1;41.0;46.0;70.0;18.0;24.0;18.0;44.0;49.0
890;Geslacht: Vrouwen;Montenegro;2002;;;;;;;;;;;;;;;;
891;Geslacht: Vrouwen;Montenegro;2004;;;;;;;;;;;;;;;;
892;Geslacht: Vrouwen;Montenegro;2006;;;;;;;;;;;;;;;;
