ID;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;OprichtingenVanVestigingen_1
2658;01 Landbouw;Oost-Groningen (CR);2013;45.0
2659;01 Landbouw;Oost-Groningen (CR);2014;40.0
2660;01 Landbouw;Oost-Groningen (CR);2015;50.0
2661;01 Landbouw;Oost-Groningen (CR);2016;25.0
2662;01 Landbouw;Oost-Groningen (CR);2017;35.0
2663;01 Landbouw;Oost-Groningen (CR);2018;30.0
2664;01 Landbouw;Oost-Groningen (CR);2019;35.0
2665;01 Landbouw;Oost-Groningen (CR);2020;35.0
2666;01 Landbouw;Oost-Groningen (CR);2021;30.0
2667;01 Landbouw;Oost-Groningen (CR);2022;45.0
2668;01 Landbouw;Oost-Groningen (CR);2023;25.0
2669;01 Landbouw;Delfzijl en omgeving (CR);2007;20.0
2670;01 Landbouw;Delfzijl en omgeving (CR);2008;20.0
2671;01 Landbouw;Delfzijl en omgeving (CR);2009;55.0
2672;01 Landbouw;Delfzijl en omgeving (CR);2010;45.0
2673;01 Landbouw;Delfzijl en omgeving (CR);2011;30.0
2674;01 Landbouw;Delfzijl en omgeving (CR);2012;15.0
2675;01 Landbouw;Delfzijl en omgeving (CR);2013;15.0
2676;01 Landbouw;Delfzijl en omgeving (CR);2014;15.0
2677;01 Landbouw;Delfzijl en omgeving (CR);2015;15.0
2678;01 Landbouw;Delfzijl en omgeving (CR);2016;10.0
2679;01 Landbouw;Delfzijl en omgeving (CR);2017;15.0
2680;01 Landbouw;Delfzijl en omgeving (CR);2018;15.0
2681;01 Landbouw;Delfzijl en omgeving (CR);2019;15.0
2682;01 Landbouw;Delfzijl en omgeving (CR);2020;15.0
2683;01 Landbouw;Delfzijl en omgeving (CR);2021;15.0
2684;01 Landbouw;Delfzijl en omgeving (CR);2022;20.0
2685;01 Landbouw;Delfzijl en omgeving (CR);2023;25.0
2686;01 Landbouw;Overig Groningen (CR);2007;95.0
2687;01 Landbouw;Overig Groningen (CR);2008;65.0
2688;01 Landbouw;Overig Groningen (CR);2009;225.0
2689;01 Landbouw;Overig Groningen (CR);2010;195.0
2690;01 Landbouw;Overig Groningen (CR);2011;105.0
2691;01 Landbouw;Overig Groningen (CR);2012;60.0
2692;01 Landbouw;Overig Groningen (CR);2013;65.0
2693;01 Landbouw;Overig Groningen (CR);2014;95.0
2694;01 Landbouw;Overig Groningen (CR);2015;110.0
2695;01 Landbouw;Overig Groningen (CR);2016;55.0
2696;01 Landbouw;Overig Groningen (CR);2017;40.0
2697;01 Landbouw;Overig Groningen (CR);2018;50.0
2698;01 Landbouw;Overig Groningen (CR);2019;60.0
2699;01 Landbouw;Overig Groningen (CR);2020;65.0
2700;01 Landbouw;Overig Groningen (CR);2021;65.0
2701;01 Landbouw;Overig Groningen (CR);2022;75.0
2702;01 Landbouw;Overig Groningen (CR);2023;80.0
2703;01 Landbouw;Noord-Friesland (CR);2007;115.0
2704;01 Landbouw;Noord-Friesland (CR);2008;120.0
2705;01 Landbouw;Noord-Friesland (CR);2009;320.0
2706;01 Landbouw;Noord-Friesland (CR);2010;290.0
2707;01 Landbouw;Noord-Friesland (CR);2011;110.0
2708;01 Landbouw;Noord-Friesland (CR);2012;105.0
2709;01 Landbouw;Noord-Friesland (CR);2013;90.0
2710;01 Landbouw;Noord-Friesland (CR);2014;95.0
2711;01 Landbouw;Noord-Friesland (CR);2015;120.0
2712;01 Landbouw;Noord-Friesland (CR);2016;65.0
2713;01 Landbouw;Noord-Friesland (CR);2017;70.0
2714;01 Landbouw;Noord-Friesland (CR);2018;90.0
2715;01 Landbouw;Noord-Friesland (CR);2019;105.0
2716;01 Landbouw;Noord-Friesland (CR);2020;105.0
2717;01 Landbouw;Noord-Friesland (CR);2021;130.0
2718;01 Landbouw;Noord-Friesland (CR);2022;100.0
2719;01 Landbouw;Noord-Friesland (CR);2023;90.0
2720;01 Landbouw;Zuidwest-Friesland (CR);2007;65.0
2721;01 Landbouw;Zuidwest-Friesland (CR);2008;60.0
2722;01 Landbouw;Zuidwest-Friesland (CR);2009;145.0
2723;01 Landbouw;Zuidwest-Friesland (CR);2010;135.0
2724;01 Landbouw;Zuidwest-Friesland (CR);2011;45.0
2725;01 Landbouw;Zuidwest-Friesland (CR);2012;45.0
2726;01 Landbouw;Zuidwest-Friesland (CR);2013;40.0
2727;01 Landbouw;Zuidwest-Friesland (CR);2014;55.0
2728;01 Landbouw;Zuidwest-Friesland (CR);2015;50.0
2729;01 Landbouw;Zuidwest-Friesland (CR);2016;30.0
2730;01 Landbouw;Zuidwest-Friesland (CR);2017;35.0
2731;01 Landbouw;Zuidwest-Friesland (CR);2018;45.0
2732;01 Landbouw;Zuidwest-Friesland (CR);2019;45.0
2733;01 Landbouw;Zuidwest-Friesland (CR);2020;55.0
2734;01 Landbouw;Zuidwest-Friesland (CR);2021;55.0
2735;01 Landbouw;Zuidwest-Friesland (CR);2022;65.0
2736;01 Landbouw;Zuidwest-Friesland (CR);2023;65.0
2737;01 Landbouw;Zuidoost-Friesland (CR);2007;100.0
2738;01 Landbouw;Zuidoost-Friesland (CR);2008;95.0
2739;01 Landbouw;Zuidoost-Friesland (CR);2009;260.0
2740;01 Landbouw;Zuidoost-Friesland (CR);2010;215.0
2741;01 Landbouw;Zuidoost-Friesland (CR);2011;75.0
2742;01 Landbouw;Zuidoost-Friesland (CR);2012;70.0
2743;01 Landbouw;Zuidoost-Friesland (CR);2013;55.0
2744;01 Landbouw;Zuidoost-Friesland (CR);2014;60.0
2745;01 Landbouw;Zuidoost-Friesland (CR);2015;80.0
2746;01 Landbouw;Zuidoost-Friesland (CR);2016;45.0
2747;01 Landbouw;Zuidoost-Friesland (CR);2017;40.0
2748;01 Landbouw;Zuidoost-Friesland (CR);2018;50.0
2749;01 Landbouw;Zuidoost-Friesland (CR);2019;60.0
2750;01 Landbouw;Zuidoost-Friesland (CR);2020;55.0
2751;01 Landbouw;Zuidoost-Friesland (CR);2021;60.0
2752;01 Landbouw;Zuidoost-Friesland (CR);2022;55.0
2753;01 Landbouw;Zuidoost-Friesland (CR);2023;60.0
2754;01 Landbouw;Noord-Drenthe (CR);2007;65.0
2755;01 Landbouw;Noord-Drenthe (CR);2008;40.0
2756;01 Landbouw;Noord-Drenthe (CR);2009;160.0
2757;01 Landbouw;Noord-Drenthe (CR);2010;135.0
2758;01 Landbouw;Noord-Drenthe (CR);2011;80.0
2759;01 Landbouw;Noord-Drenthe (CR);2012;45.0
2760;01 Landbouw;Noord-Drenthe (CR);2013;45.0
2761;01 Landbouw;Noord-Drenthe (CR);2014;45.0
2762;01 Landbouw;Noord-Drenthe (CR);2015;65.0
2763;01 Landbouw;Noord-Drenthe (CR);2016;35.0
2764;01 Landbouw;Noord-Drenthe (CR);2017;40.0
2765;01 Landbouw;Noord-Drenthe (CR);2018;50.0
2766;01 Landbouw;Noord-Drenthe (CR);2019;30.0
2767;01 Landbouw;Noord-Drenthe (CR);2020;55.0
2768;01 Landbouw;Noord-Drenthe (CR);2021;50.0
2769;01 Landbouw;Noord-Drenthe (CR);2022;40.0
2770;01 Landbouw;Noord-Drenthe (CR);2023;40.0
2771;01 Landbouw;Zuidoost-Drenthe (CR);2007;60.0
2772;01 Landbouw;Zuidoost-Drenthe (CR);2008;60.0
2773;01 Landbouw;Zuidoost-Drenthe (CR);2009;140.0
2774;01 Landbouw;Zuidoost-Drenthe (CR);2010;115.0
2775;01 Landbouw;Zuidoost-Drenthe (CR);2011;60.0
2776;01 Landbouw;Zuidoost-Drenthe (CR);2012;35.0
2777;01 Landbouw;Zuidoost-Drenthe (CR);2013;55.0
2778;01 Landbouw;Zuidoost-Drenthe (CR);2014;40.0
2779;01 Landbouw;Zuidoost-Drenthe (CR);2015;55.0
2780;01 Landbouw;Zuidoost-Drenthe (CR);2016;30.0
2781;01 Landbouw;Zuidoost-Drenthe (CR);2017;40.0
2782;01 Landbouw;Zuidoost-Drenthe (CR);2018;30.0
2783;01 Landbouw;Zuidoost-Drenthe (CR);2019;35.0
2784;01 Landbouw;Zuidoost-Drenthe (CR);2020;25.0
2785;01 Landbouw;Zuidoost-Drenthe (CR);2021;40.0
2786;01 Landbouw;Zuidoost-Drenthe (CR);2022;40.0
2787;01 Landbouw;Zuidoost-Drenthe (CR);2023;60.0
2788;01 Landbouw;Zuidwest-Drenthe (CR);2007;50.0
2789;01 Landbouw;Zuidwest-Drenthe (CR);2008;50.0
2790;01 Landbouw;Zuidwest-Drenthe (CR);2009;125.0
2791;01 Landbouw;Zuidwest-Drenthe (CR);2010;120.0
2792;01 Landbouw;Zuidwest-Drenthe (CR);2011;45.0
2793;01 Landbouw;Zuidwest-Drenthe (CR);2012;60.0
2794;01 Landbouw;Zuidwest-Drenthe (CR);2013;45.0
2795;01 Landbouw;Zuidwest-Drenthe (CR);2014;55.0
2796;01 Landbouw;Zuidwest-Drenthe (CR);2015;55.0
2797;01 Landbouw;Zuidwest-Drenthe (CR);2016;25.0
2798;01 Landbouw;Zuidwest-Drenthe (CR);2017;35.0
2799;01 Landbouw;Zuidwest-Drenthe (CR);2018;40.0
2800;01 Landbouw;Zuidwest-Drenthe (CR);2019;45.0
2801;01 Landbouw;Zuidwest-Drenthe (CR);2020;40.0
2802;01 Landbouw;Zuidwest-Drenthe (CR);2021;40.0
2803;01 Landbouw;Zuidwest-Drenthe (CR);2022;30.0
2804;01 Landbouw;Zuidwest-Drenthe (CR);2023;35.0
2805;01 Landbouw;Noord-Overijssel (CR);2007;185.0
2806;01 Landbouw;Noord-Overijssel (CR);2008;155.0
2807;01 Landbouw;Noord-Overijssel (CR);2009;450.0
2808;01 Landbouw;Noord-Overijssel (CR);2010;330.0
2809;01 Landbouw;Noord-Overijssel (CR);2011;155.0
2810;01 Landbouw;Noord-Overijssel (CR);2012;110.0
2811;01 Landbouw;Noord-Overijssel (CR);2013;115.0
2812;01 Landbouw;Noord-Overijssel (CR);2014;140.0
2813;01 Landbouw;Noord-Overijssel (CR);2015;200.0
2814;01 Landbouw;Noord-Overijssel (CR);2016;75.0
2815;01 Landbouw;Noord-Overijssel (CR);2017;80.0
2816;01 Landbouw;Noord-Overijssel (CR);2018;120.0
2817;01 Landbouw;Noord-Overijssel (CR);2019;95.0
2818;01 Landbouw;Noord-Overijssel (CR);2020;125.0
2819;01 Landbouw;Noord-Overijssel (CR);2021;95.0
2820;01 Landbouw;Noord-Overijssel (CR);2022;110.0
2821;01 Landbouw;Noord-Overijssel (CR);2023;95.0
2822;01 Landbouw;Zuidwest-Overijssel (CR);2007;60.0
2823;01 Landbouw;Zuidwest-Overijssel (CR);2008;45.0
2824;01 Landbouw;Zuidwest-Overijssel (CR);2009;205.0
2825;01 Landbouw;Zuidwest-Overijssel (CR);2010;165.0
2826;01 Landbouw;Zuidwest-Overijssel (CR);2011;40.0
2827;01 Landbouw;Zuidwest-Overijssel (CR);2012;35.0
2828;01 Landbouw;Zuidwest-Overijssel (CR);2013;30.0
2829;01 Landbouw;Zuidwest-Overijssel (CR);2014;50.0
2830;01 Landbouw;Zuidwest-Overijssel (CR);2015;60.0
2831;01 Landbouw;Zuidwest-Overijssel (CR);2016;25.0
2832;01 Landbouw;Zuidwest-Overijssel (CR);2017;25.0
2833;01 Landbouw;Zuidwest-Overijssel (CR);2018;35.0
2834;01 Landbouw;Zuidwest-Overijssel (CR);2019;35.0
2835;01 Landbouw;Zuidwest-Overijssel (CR);2020;25.0
2836;01 Landbouw;Zuidwest-Overijssel (CR);2021;30.0
2837;01 Landbouw;Zuidwest-Overijssel (CR);2022;25.0
2838;01 Landbouw;Zuidwest-Overijssel (CR);2023;25.0
2839;01 Landbouw;Twente (CR);2007;140.0
2840;01 Landbouw;Twente (CR);2008;155.0
2841;01 Landbouw;Twente (CR);2009;545.0
2842;01 Landbouw;Twente (CR);2010;470.0
2843;01 Landbouw;Twente (CR);2011;155.0
2844;01 Landbouw;Twente (CR);2012;140.0
2845;01 Landbouw;Twente (CR);2013;100.0
2846;01 Landbouw;Twente (CR);2014;120.0
2847;01 Landbouw;Twente (CR);2015;255.0
2848;01 Landbouw;Twente (CR);2016;75.0
2849;01 Landbouw;Twente (CR);2017;90.0
2850;01 Landbouw;Twente (CR);2018;90.0
2851;01 Landbouw;Twente (CR);2019;90.0
2852;01 Landbouw;Twente (CR);2020;90.0
2853;01 Landbouw;Twente (CR);2021;85.0
2854;01 Landbouw;Twente (CR);2022;90.0
2855;01 Landbouw;Twente (CR);2023;70.0
2856;01 Landbouw;Veluwe (CR);2007;200.0
2857;01 Landbouw;Veluwe (CR);2008;240.0
2858;01 Landbouw;Veluwe (CR);2009;485.0
2859;01 Landbouw;Veluwe (CR);2010;435.0
2860;01 Landbouw;Veluwe (CR);2011;225.0
2861;01 Landbouw;Veluwe (CR);2012;150.0
2862;01 Landbouw;Veluwe (CR);2013;175.0
2863;01 Landbouw;Veluwe (CR);2014;150.0
2864;01 Landbouw;Veluwe (CR);2015;235.0
2865;01 Landbouw;Veluwe (CR);2016;145.0
2866;01 Landbouw;Veluwe (CR);2017;145.0
2867;01 Landbouw;Veluwe (CR);2018;170.0
2868;01 Landbouw;Veluwe (CR);2019;145.0
2869;01 Landbouw;Veluwe (CR);2020;155.0
2870;01 Landbouw;Veluwe (CR);2021;145.0
2871;01 Landbouw;Veluwe (CR);2022;140.0
2872;01 Landbouw;Veluwe (CR);2023;125.0
2873;01 Landbouw;Achterhoek (CR);2007;180.0
2874;01 Landbouw;Achterhoek (CR);2008;200.0
2875;01 Landbouw;Achterhoek (CR);2009;640.0
2876;01 Landbouw;Achterhoek (CR);2010;535.0
2877;01 Landbouw;Achterhoek (CR);2011;125.0
2878;01 Landbouw;Achterhoek (CR);2012;145.0
2879;01 Landbouw;Achterhoek (CR);2013;105.0
2880;01 Landbouw;Achterhoek (CR);2014;125.0
2881;01 Landbouw;Achterhoek (CR);2015;190.0
2882;01 Landbouw;Achterhoek (CR);2016;95.0
2883;01 Landbouw;Achterhoek (CR);2017;75.0
2884;01 Landbouw;Achterhoek (CR);2018;95.0
2885;01 Landbouw;Achterhoek (CR);2019;95.0
2886;01 Landbouw;Achterhoek (CR);2020;100.0
2887;01 Landbouw;Achterhoek (CR);2021;95.0
2888;01 Landbouw;Achterhoek (CR);2022;80.0
2889;01 Landbouw;Achterhoek (CR);2023;95.0
2890;01 Landbouw;Arnhem/Nijmegen (CR);2007;90.0
2891;01 Landbouw;Arnhem/Nijmegen (CR);2008;85.0
2892;01 Landbouw;Arnhem/Nijmegen (CR);2009;195.0
2893;01 Landbouw;Arnhem/Nijmegen (CR);2010;165.0
2894;01 Landbouw;Arnhem/Nijmegen (CR);2011;55.0
2895;01 Landbouw;Arnhem/Nijmegen (CR);2012;65.0
2896;01 Landbouw;Arnhem/Nijmegen (CR);2013;50.0
2897;01 Landbouw;Arnhem/Nijmegen (CR);2014;70.0
2898;01 Landbouw;Arnhem/Nijmegen (CR);2015;70.0
2899;01 Landbouw;Arnhem/Nijmegen (CR);2016;50.0
2900;01 Landbouw;Arnhem/Nijmegen (CR);2017;50.0
2901;01 Landbouw;Arnhem/Nijmegen (CR);2018;60.0
2902;01 Landbouw;Arnhem/Nijmegen (CR);2019;65.0
2903;01 Landbouw;Arnhem/Nijmegen (CR);2020;55.0
2904;01 Landbouw;Arnhem/Nijmegen (CR);2021;80.0
2905;01 Landbouw;Arnhem/Nijmegen (CR);2022;65.0
2906;01 Landbouw;Arnhem/Nijmegen (CR);2023;90.0
2907;01 Landbouw;Zuidwest-Gelderland (CR);2007;130.0
2908;01 Landbouw;Zuidwest-Gelderland (CR);2008;115.0
2909;01 Landbouw;Zuidwest-Gelderland (CR);2009;290.0
2910;01 Landbouw;Zuidwest-Gelderland (CR);2010;200.0
2911;01 Landbouw;Zuidwest-Gelderland (CR);2011;105.0
2912;01 Landbouw;Zuidwest-Gelderland (CR);2012;95.0
2913;01 Landbouw;Zuidwest-Gelderland (CR);2013;110.0
2914;01 Landbouw;Zuidwest-Gelderland (CR);2014;75.0
2915;01 Landbouw;Zuidwest-Gelderland (CR);2015;110.0
2916;01 Landbouw;Zuidwest-Gelderland (CR);2016;80.0
2917;01 Landbouw;Zuidwest-Gelderland (CR);2017;70.0
2918;01 Landbouw;Zuidwest-Gelderland (CR);2018;105.0
2919;01 Landbouw;Zuidwest-Gelderland (CR);2019;85.0
2920;01 Landbouw;Zuidwest-Gelderland (CR);2020;75.0
2921;01 Landbouw;Zuidwest-Gelderland (CR);2021;85.0
2922;01 Landbouw;Zuidwest-Gelderland (CR);2022;80.0
2923;01 Landbouw;Zuidwest-Gelderland (CR);2023;75.0
2924;01 Landbouw;Utrecht (CR);2007;150.0
2925;01 Landbouw;Utrecht (CR);2008;150.0
2926;01 Landbouw;Utrecht (CR);2009;335.0
2927;01 Landbouw;Utrecht (CR);2010;305.0
2928;01 Landbouw;Utrecht (CR);2011;140.0
2929;01 Landbouw;Utrecht (CR);2012;135.0
2930;01 Landbouw;Utrecht (CR);2013;105.0
2931;01 Landbouw;Utrecht (CR);2014;100.0
2932;01 Landbouw;Utrecht (CR);2015;155.0
2933;01 Landbouw;Utrecht (CR);2016;90.0
2934;01 Landbouw;Utrecht (CR);2017;75.0
2935;01 Landbouw;Utrecht (CR);2018;135.0
2936;01 Landbouw;Utrecht (CR);2019;120.0
2937;01 Landbouw;Utrecht (CR);2020;110.0
2938;01 Landbouw;Utrecht (CR);2021;100.0
2939;01 Landbouw;Utrecht (CR);2022;125.0
2940;01 Landbouw;Utrecht (CR);2023;110.0
2941;01 Landbouw;Kop van Noord-Holland (CR);2007;170.0
2942;01 Landbouw;Kop van Noord-Holland (CR);2008;145.0
2943;01 Landbouw;Kop van Noord-Holland (CR);2009;300.0
2944;01 Landbouw;Kop van Noord-Holland (CR);2010;230.0
2945;01 Landbouw;Kop van Noord-Holland (CR);2011;130.0
2946;01 Landbouw;Kop van Noord-Holland (CR);2012;100.0
2947;01 Landbouw;Kop van Noord-Holland (CR);2013;95.0
2948;01 Landbouw;Kop van Noord-Holland (CR);2014;105.0
2949;01 Landbouw;Kop van Noord-Holland (CR);2015;120.0
2950;01 Landbouw;Kop van Noord-Holland (CR);2016;65.0
2951;01 Landbouw;Kop van Noord-Holland (CR);2017;75.0
2952;01 Landbouw;Kop van Noord-Holland (CR);2018;105.0
2953;01 Landbouw;Kop van Noord-Holland (CR);2019;100.0
2954;01 Landbouw;Kop van Noord-Holland (CR);2020;100.0
2955;01 Landbouw;Kop van Noord-Holland (CR);2021;120.0
2956;01 Landbouw;Kop van Noord-Holland (CR);2022;120.0
2957;01 Landbouw;Kop van Noord-Holland (CR);2023;120.0
2958;01 Landbouw;Alkmaar en omgeving (CR);2007;35.0
2959;01 Landbouw;Alkmaar en omgeving (CR);2008;20.0
2960;01 Landbouw;Alkmaar en omgeving (CR);2009;75.0
2961;01 Landbouw;Alkmaar en omgeving (CR);2010;55.0
2962;01 Landbouw;Alkmaar en omgeving (CR);2011;15.0
2963;01 Landbouw;Alkmaar en omgeving (CR);2012;25.0
2964;01 Landbouw;Alkmaar en omgeving (CR);2013;20.0
2965;01 Landbouw;Alkmaar en omgeving (CR);2014;20.0
2966;01 Landbouw;Alkmaar en omgeving (CR);2015;15.0
2967;01 Landbouw;Alkmaar en omgeving (CR);2016;15.0
2968;01 Landbouw;Alkmaar en omgeving (CR);2017;10.0
2969;01 Landbouw;Alkmaar en omgeving (CR);2018;20.0
2970;01 Landbouw;Alkmaar en omgeving (CR);2019;15.0
2971;01 Landbouw;Alkmaar en omgeving (CR);2020;15.0
2972;01 Landbouw;Alkmaar en omgeving (CR);2021;20.0
2973;01 Landbouw;Alkmaar en omgeving (CR);2022;15.0
2974;01 Landbouw;Alkmaar en omgeving (CR);2023;25.0
2975;01 Landbouw;IJmond (CR);2007;15.0
2976;01 Landbouw;IJmond (CR);2008;10.0
2977;01 Landbouw;IJmond (CR);2009;30.0
2978;01 Landbouw;IJmond (CR);2010;10.0
2979;01 Landbouw;IJmond (CR);2011;10.0
2980;01 Landbouw;IJmond (CR);2012;5.0
2981;01 Landbouw;IJmond (CR);2013;10.0
2982;01 Landbouw;IJmond (CR);2014;10.0
2983;01 Landbouw;IJmond (CR);2015;10.0
2984;01 Landbouw;IJmond (CR);2016;10.0
2985;01 Landbouw;IJmond (CR);2017;10.0
2986;01 Landbouw;IJmond (CR);2018;10.0
2987;01 Landbouw;IJmond (CR);2019;5.0
2988;01 Landbouw;IJmond (CR);2020;5.0
2989;01 Landbouw;IJmond (CR);2021;10.0
2990;01 Landbouw;IJmond (CR);2022;15.0
2991;01 Landbouw;IJmond (CR);2023;10.0
2992;01 Landbouw;Agglomeratie Haarlem (CR);2007;5.0
2993;01 Landbouw;Agglomeratie Haarlem (CR);2008;5.0
2994;01 Landbouw;Agglomeratie Haarlem (CR);2009;10.0
2995;01 Landbouw;Agglomeratie Haarlem (CR);2010;10.0
2996;01 Landbouw;Agglomeratie Haarlem (CR);2011;0.0
2997;01 Landbouw;Agglomeratie Haarlem (CR);2012;0.0
2998;01 Landbouw;Agglomeratie Haarlem (CR);2013;5.0
2999;01 Landbouw;Agglomeratie Haarlem (CR);2014;5.0
3000;01 Landbouw;Agglomeratie Haarlem (CR);2015;0.0
3001;01 Landbouw;Agglomeratie Haarlem (CR);2016;5.0
3002;01 Landbouw;Agglomeratie Haarlem (CR);2017;5.0
3003;01 Landbouw;Agglomeratie Haarlem (CR);2018;0.0
3004;01 Landbouw;Agglomeratie Haarlem (CR);2019;5.0
3005;01 Landbouw;Agglomeratie Haarlem (CR);2020;10.0
3006;01 Landbouw;Agglomeratie Haarlem (CR);2021;0.0
3007;01 Landbouw;Agglomeratie Haarlem (CR);2022;5.0
3008;01 Landbouw;Agglomeratie Haarlem (CR);2023;5.0
3009;01 Landbouw;Zaanstreek (CR);2007;5.0
3010;01 Landbouw;Zaanstreek (CR);2008;5.0
3011;01 Landbouw;Zaanstreek (CR);2009;25.0
3012;01 Landbouw;Zaanstreek (CR);2010;15.0
3013;01 Landbouw;Zaanstreek (CR);2011;10.0
3014;01 Landbouw;Zaanstreek (CR);2012;5.0
3015;01 Landbouw;Zaanstreek (CR);2013;5.0
3016;01 Landbouw;Zaanstreek (CR);2014;5.0
3017;01 Landbouw;Zaanstreek (CR);2015;10.0
3018;01 Landbouw;Zaanstreek (CR);2016;10.0
3019;01 Landbouw;Zaanstreek (CR);2017;5.0
3020;01 Landbouw;Zaanstreek (CR);2018;5.0
3021;01 Landbouw;Zaanstreek (CR);2019;5.0
3022;01 Landbouw;Zaanstreek (CR);2020;10.0
3023;01 Landbouw;Zaanstreek (CR);2021;5.0
3024;01 Landbouw;Zaanstreek (CR);2022;5.0
3025;01 Landbouw;Zaanstreek (CR);2023;0.0
3026;01 Landbouw;Groot-Amsterdam (CR);2007;70.0
3027;01 Landbouw;Groot-Amsterdam (CR);2008;80.0
3028;01 Landbouw;Groot-Amsterdam (CR);2009;185.0
3029;01 Landbouw;Groot-Amsterdam (CR);2010;110.0
3030;01 Landbouw;Groot-Amsterdam (CR);2011;45.0
3031;01 Landbouw;Groot-Amsterdam (CR);2012;45.0
3032;01 Landbouw;Groot-Amsterdam (CR);2013;45.0
3033;01 Landbouw;Groot-Amsterdam (CR);2014;50.0
3034;01 Landbouw;Groot-Amsterdam (CR);2015;55.0
3035;01 Landbouw;Groot-Amsterdam (CR);2016;40.0
3036;01 Landbouw;Groot-Amsterdam (CR);2017;35.0
3037;01 Landbouw;Groot-Amsterdam (CR);2018;50.0
3038;01 Landbouw;Groot-Amsterdam (CR);2019;50.0
3039;01 Landbouw;Groot-Amsterdam (CR);2020;40.0
3040;01 Landbouw;Groot-Amsterdam (CR);2021;60.0
3041;01 Landbouw;Groot-Amsterdam (CR);2022;65.0
3042;01 Landbouw;Groot-Amsterdam (CR);2023;55.0
3043;01 Landbouw;Het Gooi en Vechtstreek (CR);2007;10.0
3044;01 Landbouw;Het Gooi en Vechtstreek (CR);2008;10.0
3045;01 Landbouw;Het Gooi en Vechtstreek (CR);2009;35.0
3046;01 Landbouw;Het Gooi en Vechtstreek (CR);2010;10.0
3047;01 Landbouw;Het Gooi en Vechtstreek (CR);2011;10.0
3048;01 Landbouw;Het Gooi en Vechtstreek (CR);2012;10.0
3049;01 Landbouw;Het Gooi en Vechtstreek (CR);2013;5.0
3050;01 Landbouw;Het Gooi en Vechtstreek (CR);2014;10.0
3051;01 Landbouw;Het Gooi en Vechtstreek (CR);2015;20.0
3052;01 Landbouw;Het Gooi en Vechtstreek (CR);2016;10.0
3053;01 Landbouw;Het Gooi en Vechtstreek (CR);2017;10.0
3054;01 Landbouw;Het Gooi en Vechtstreek (CR);2018;10.0
3055;01 Landbouw;Het Gooi en Vechtstreek (CR);2019;10.0
3056;01 Landbouw;Het Gooi en Vechtstreek (CR);2020;10.0
3057;01 Landbouw;Het Gooi en Vechtstreek (CR);2021;15.0
3058;01 Landbouw;Het Gooi en Vechtstreek (CR);2022;10.0
3059;01 Landbouw;Het Gooi en Vechtstreek (CR);2023;15.0
3060;01 Landbouw;Agglomeratie Leiden en Bollenstreek (CR);2007;55.0
3061;01 Landbouw;Agglomeratie Leiden en Bollenstreek (CR);2008;55.0
3062;01 Landbouw;Agglomeratie Leiden en Bollenstreek (CR);2009;100.0
3063;01 Landbouw;Agglomeratie Leiden en Bollenstreek (CR);2010;135.0
3064;01 Landbouw;Agglomeratie Leiden en Bollenstreek (CR);2011;40.0
3065;01 Landbouw;Agglomeratie Leiden en Bollenstreek (CR);2012;35.0
3066;01 Landbouw;Agglomeratie Leiden en Bollenstreek (CR);2013;45.0
3067;01 Landbouw;Agglomeratie Leiden en Bollenstreek (CR);2014;30.0
3068;01 Landbouw;Agglomeratie Leiden en Bollenstreek (CR);2015;35.0
3069;01 Landbouw;Agglomeratie Leiden en Bollenstreek (CR);2016;45.0
3070;01 Landbouw;Agglomeratie Leiden en Bollenstreek (CR);2017;25.0
3071;01 Landbouw;Agglomeratie Leiden en Bollenstreek (CR);2018;45.0
3072;01 Landbouw;Agglomeratie Leiden en Bollenstreek (CR);2019;25.0
3073;01 Landbouw;Agglomeratie Leiden en Bollenstreek (CR);2020;30.0
3074;01 Landbouw;Agglomeratie Leiden en Bollenstreek (CR);2021;35.0
3075;01 Landbouw;Agglomeratie Leiden en Bollenstreek (CR);2022;30.0
3076;01 Landbouw;Agglomeratie Leiden en Bollenstreek (CR);2023;40.0
3077;01 Landbouw;Agglomeratie 's-Gravenhage (CR);2007;525.0
3078;01 Landbouw;Agglomeratie 's-Gravenhage (CR);2008;655.0
3079;01 Landbouw;Agglomeratie 's-Gravenhage (CR);2009;600.0
3080;01 Landbouw;Agglomeratie 's-Gravenhage (CR);2010;350.0
3081;01 Landbouw;Agglomeratie 's-Gravenhage (CR);2011;280.0
3082;01 Landbouw;Agglomeratie 's-Gravenhage (CR);2012;290.0
3083;01 Landbouw;Agglomeratie 's-Gravenhage (CR);2013;250.0
3084;01 Landbouw;Agglomeratie 's-Gravenhage (CR);2014;200.0
3085;01 Landbouw;Agglomeratie 's-Gravenhage (CR);2015;255.0
3086;01 Landbouw;Agglomeratie 's-Gravenhage (CR);2016;290.0
3087;01 Landbouw;Agglomeratie 's-Gravenhage (CR);2017;275.0
3088;01 Landbouw;Agglomeratie 's-Gravenhage (CR);2018;485.0
3089;01 Landbouw;Agglomeratie 's-Gravenhage (CR);2019;670.0
3090;01 Landbouw;Agglomeratie 's-Gravenhage (CR);2020;680.0
3091;01 Landbouw;Agglomeratie 's-Gravenhage (CR);2021;775.0
3092;01 Landbouw;Agglomeratie 's-Gravenhage (CR);2022;790.0
3093;01 Landbouw;Agglomeratie 's-Gravenhage (CR);2023;745.0
3094;01 Landbouw;Delft en Westland (CR);2007;180.0
