ID;WoonlandVanGasten;Sterklassen;Perioden;Gasten_1;Overnachtingen_2
4280;België;Hotels met 5 sterren;2015 november;2;3
4281;België;Hotels met 5 sterren;2015 december;3;4
4282;België;Hotels met 5 sterren;2015 4e kwartaal;7;10
4283;België;Hotels met 5 sterren;2015;28;39
4284;België;Totaal Amsterdamse hotels;2012 januari;12;19
4285;België;Totaal Amsterdamse hotels;2012 februari;16;27
4286;België;Totaal Amsterdamse hotels;2012 maart;14;22
4287;België;Totaal Amsterdamse hotels;2012 1e kwartaal;43;68
4288;België;Totaal Amsterdamse hotels;2012 april;13;21
4289;België;Totaal Amsterdamse hotels;2012 mei;14;22
4290;België;Totaal Amsterdamse hotels;2012 juni;12;19
4291;België;Totaal Amsterdamse hotels;2012 2e kwartaal;39;63
4292;België;Totaal Amsterdamse hotels;2012 juli;14;24
4293;België;Totaal Amsterdamse hotels;2012 augustus;13;22
4294;België;Totaal Amsterdamse hotels;2012 september;13;20
4295;België;Totaal Amsterdamse hotels;2012 3e kwartaal;41;66
4296;België;Totaal Amsterdamse hotels;2012 oktober;15;23
4297;België;Totaal Amsterdamse hotels;2012 november;16;25
4298;België;Totaal Amsterdamse hotels;2012 december;14;23
4299;België;Totaal Amsterdamse hotels;2012 4e kwartaal;45;71
4300;België;Totaal Amsterdamse hotels;2012;167;268
4301;België;Totaal Amsterdamse hotels;2013 januari;14;22
4302;België;Totaal Amsterdamse hotels;2013 februari;17;28
4303;België;Totaal Amsterdamse hotels;2013 maart;17;27
4304;België;Totaal Amsterdamse hotels;2013 1e kwartaal;48;77
4305;België;Totaal Amsterdamse hotels;2013 april;15;26
4306;België;Totaal Amsterdamse hotels;2013 mei;16;26
4307;België;Totaal Amsterdamse hotels;2013 juni;14;22
4308;België;Totaal Amsterdamse hotels;2013 2e kwartaal;45;74
4309;België;Totaal Amsterdamse hotels;2013 juli;15;26
4310;België;Totaal Amsterdamse hotels;2013 augustus;16;27
4311;België;Totaal Amsterdamse hotels;2013 september;13;22
4312;België;Totaal Amsterdamse hotels;2013 3e kwartaal;45;76
4313;België;Totaal Amsterdamse hotels;2013 oktober;17;26
4314;België;Totaal Amsterdamse hotels;2013 november;20;32
4315;België;Totaal Amsterdamse hotels;2013 december;18;29
4316;België;Totaal Amsterdamse hotels;2013 4e kwartaal;54;87
4317;België;Totaal Amsterdamse hotels;2013;192;314
4318;België;Totaal Amsterdamse hotels;2014 januari;15;24
4319;België;Totaal Amsterdamse hotels;2014 februari;19;31
4320;België;Totaal Amsterdamse hotels;2014 maart;21;34
4321;België;Totaal Amsterdamse hotels;2014 1e kwartaal;56;89
4322;België;Totaal Amsterdamse hotels;2014 april;17;28
4323;België;Totaal Amsterdamse hotels;2014 mei;16;26
4324;België;Totaal Amsterdamse hotels;2014 juni;14;22
4325;België;Totaal Amsterdamse hotels;2014 2e kwartaal;48;77
4326;België;Totaal Amsterdamse hotels;2014 juli;16;26
4327;België;Totaal Amsterdamse hotels;2014 augustus;17;27
4328;België;Totaal Amsterdamse hotels;2014 september;14;23
4329;België;Totaal Amsterdamse hotels;2014 3e kwartaal;48;77
4330;België;Totaal Amsterdamse hotels;2014 oktober;18;29
4331;België;Totaal Amsterdamse hotels;2014 november;20;33
4332;België;Totaal Amsterdamse hotels;2014 december;19;31
4333;België;Totaal Amsterdamse hotels;2014 4e kwartaal;57;93
4334;België;Totaal Amsterdamse hotels;2014;209;335
4335;België;Totaal Amsterdamse hotels;2015 januari;16;25
4336;België;Totaal Amsterdamse hotels;2015 februari;19;31
4337;België;Totaal Amsterdamse hotels;2015 maart;16;25
4338;België;Totaal Amsterdamse hotels;2015 1e kwartaal;51;82
4339;België;Totaal Amsterdamse hotels;2015 april;17;28
4340;België;Totaal Amsterdamse hotels;2015 mei;15;24
4341;België;Totaal Amsterdamse hotels;2015 juni;13;20
4342;België;Totaal Amsterdamse hotels;2015 2e kwartaal;44;72
4343;België;Totaal Amsterdamse hotels;2015 juli;17;27
4344;België;Totaal Amsterdamse hotels;2015 augustus;16;26
4345;België;Totaal Amsterdamse hotels;2015 september;13;20
4346;België;Totaal Amsterdamse hotels;2015 3e kwartaal;45;73
4347;België;Totaal Amsterdamse hotels;2015 oktober;14;21
4348;België;Totaal Amsterdamse hotels;2015 november;18;28
4349;België;Totaal Amsterdamse hotels;2015 december;19;31
4350;België;Totaal Amsterdamse hotels;2015 4e kwartaal;52;80
4351;België;Totaal Amsterdamse hotels;2015;192;308
4352;België;Amsterdamse hotels zonder ster;2012 januari;1;3
4353;België;Amsterdamse hotels zonder ster;2012 februari;2;5
4354;België;Amsterdamse hotels zonder ster;2012 maart;2;5
4355;België;Amsterdamse hotels zonder ster;2012 1e kwartaal;6;12
4356;België;Amsterdamse hotels zonder ster;2012 april;3;5
4357;België;Amsterdamse hotels zonder ster;2012 mei;3;7
4358;België;Amsterdamse hotels zonder ster;2012 juni;2;3
4359;België;Amsterdamse hotels zonder ster;2012 2e kwartaal;8;15
4360;België;Amsterdamse hotels zonder ster;2012 juli;2;3
4361;België;Amsterdamse hotels zonder ster;2012 augustus;2;3
4362;België;Amsterdamse hotels zonder ster;2012 september;2;3
4363;België;Amsterdamse hotels zonder ster;2012 3e kwartaal;5;10
4364;België;Amsterdamse hotels zonder ster;2012 oktober;2;3
4365;België;Amsterdamse hotels zonder ster;2012 november;2;4
4366;België;Amsterdamse hotels zonder ster;2012 december;2;3
4367;België;Amsterdamse hotels zonder ster;2012 4e kwartaal;6;11
4368;België;Amsterdamse hotels zonder ster;2012;25;48
4369;België;Amsterdamse hotels zonder ster;2013 januari;2;3
4370;België;Amsterdamse hotels zonder ster;2013 februari;2;4
4371;België;Amsterdamse hotels zonder ster;2013 maart;3;6
4372;België;Amsterdamse hotels zonder ster;2013 1e kwartaal;7;13
4373;België;Amsterdamse hotels zonder ster;2013 april;3;6
4374;België;Amsterdamse hotels zonder ster;2013 mei;3;6
4375;België;Amsterdamse hotels zonder ster;2013 juni;2;3
4376;België;Amsterdamse hotels zonder ster;2013 2e kwartaal;7;14
4377;België;Amsterdamse hotels zonder ster;2013 juli;2;3
4378;België;Amsterdamse hotels zonder ster;2013 augustus;2;3
4379;België;Amsterdamse hotels zonder ster;2013 september;2;3
4380;België;Amsterdamse hotels zonder ster;2013 3e kwartaal;5;9
4381;België;Amsterdamse hotels zonder ster;2013 oktober;2;3
4382;België;Amsterdamse hotels zonder ster;2013 november;2;5
4383;België;Amsterdamse hotels zonder ster;2013 december;2;4
4384;België;Amsterdamse hotels zonder ster;2013 4e kwartaal;6;12
4385;België;Amsterdamse hotels zonder ster;2013;26;49
4386;België;Amsterdamse hotels zonder ster;2014 januari;2;4
4387;België;Amsterdamse hotels zonder ster;2014 februari;4;8
4388;België;Amsterdamse hotels zonder ster;2014 maart;4;7
4389;België;Amsterdamse hotels zonder ster;2014 1e kwartaal;10;18
4390;België;Amsterdamse hotels zonder ster;2014 april;4;9
4391;België;Amsterdamse hotels zonder ster;2014 mei;4;7
4392;België;Amsterdamse hotels zonder ster;2014 juni;2;4
4393;België;Amsterdamse hotels zonder ster;2014 2e kwartaal;10;20
4394;België;Amsterdamse hotels zonder ster;2014 juli;2;3
4395;België;Amsterdamse hotels zonder ster;2014 augustus;3;5
4396;België;Amsterdamse hotels zonder ster;2014 september;3;5
4397;België;Amsterdamse hotels zonder ster;2014 3e kwartaal;7;13
4398;België;Amsterdamse hotels zonder ster;2014 oktober;4;7
4399;België;Amsterdamse hotels zonder ster;2014 november;4;6
4400;België;Amsterdamse hotels zonder ster;2014 december;3;5
4401;België;Amsterdamse hotels zonder ster;2014 4e kwartaal;10;18
4402;België;Amsterdamse hotels zonder ster;2014;37;69
4403;België;Amsterdamse hotels zonder ster;2015 januari;3;5
4404;België;Amsterdamse hotels zonder ster;2015 februari;4;6
4405;België;Amsterdamse hotels zonder ster;2015 maart;3;6
4406;België;Amsterdamse hotels zonder ster;2015 1e kwartaal;10;18
4407;België;Amsterdamse hotels zonder ster;2015 april;4;9
4408;België;Amsterdamse hotels zonder ster;2015 mei;3;7
4409;België;Amsterdamse hotels zonder ster;2015 juni;2;3
4410;België;Amsterdamse hotels zonder ster;2015 2e kwartaal;10;19
4411;België;Amsterdamse hotels zonder ster;2015 juli;2;4
4412;België;Amsterdamse hotels zonder ster;2015 augustus;2;5
4413;België;Amsterdamse hotels zonder ster;2015 september;2;4
4414;België;Amsterdamse hotels zonder ster;2015 3e kwartaal;7;13
4415;België;Amsterdamse hotels zonder ster;2015 oktober;2;4
4416;België;Amsterdamse hotels zonder ster;2015 november;4;6
4417;België;Amsterdamse hotels zonder ster;2015 december;3;5
4418;België;Amsterdamse hotels zonder ster;2015 4e kwartaal;9;15
4419;België;Amsterdamse hotels zonder ster;2015;36;65
4420;België;Amsterdamse hotels met 1 ster;2012 januari;0;0
4421;België;Amsterdamse hotels met 1 ster;2012 februari;0;0
4422;België;Amsterdamse hotels met 1 ster;2012 maart;0;0
4423;België;Amsterdamse hotels met 1 ster;2012 1e kwartaal;1;1
4424;België;Amsterdamse hotels met 1 ster;2012 april;0;0
4425;België;Amsterdamse hotels met 1 ster;2012 mei;0;0
4426;België;Amsterdamse hotels met 1 ster;2012 juni;0;0
4427;België;Amsterdamse hotels met 1 ster;2012 2e kwartaal;1;2
4428;België;Amsterdamse hotels met 1 ster;2012 juli;0;0
4429;België;Amsterdamse hotels met 1 ster;2012 augustus;0;0
4430;België;Amsterdamse hotels met 1 ster;2012 september;0;0
4431;België;Amsterdamse hotels met 1 ster;2012 3e kwartaal;1;2
4432;België;Amsterdamse hotels met 1 ster;2012 oktober;0;0
4433;België;Amsterdamse hotels met 1 ster;2012 november;0;0
4434;België;Amsterdamse hotels met 1 ster;2012 december;0;0
4435;België;Amsterdamse hotels met 1 ster;2012 4e kwartaal;1;1
4436;België;Amsterdamse hotels met 1 ster;2012;3;6
4437;België;Amsterdamse hotels met 1 ster;2013 januari;0;0
4438;België;Amsterdamse hotels met 1 ster;2013 februari;0;0
4439;België;Amsterdamse hotels met 1 ster;2013 maart;0;0
4440;België;Amsterdamse hotels met 1 ster;2013 1e kwartaal;1;1
4441;België;Amsterdamse hotels met 1 ster;2013 april;0;0
4442;België;Amsterdamse hotels met 1 ster;2013 mei;0;0
4443;België;Amsterdamse hotels met 1 ster;2013 juni;0;0
4444;België;Amsterdamse hotels met 1 ster;2013 2e kwartaal;1;2
4445;België;Amsterdamse hotels met 1 ster;2013 juli;0;0
4446;België;Amsterdamse hotels met 1 ster;2013 augustus;0;0
4447;België;Amsterdamse hotels met 1 ster;2013 september;0;0
4448;België;Amsterdamse hotels met 1 ster;2013 3e kwartaal;1;2
4449;België;Amsterdamse hotels met 1 ster;2013 oktober;0;0
4450;België;Amsterdamse hotels met 1 ster;2013 november;0;0
4451;België;Amsterdamse hotels met 1 ster;2013 december;0;0
4452;België;Amsterdamse hotels met 1 ster;2013 4e kwartaal;1;2
4453;België;Amsterdamse hotels met 1 ster;2013;4;7
4454;België;Amsterdamse hotels met 1 ster;2014 januari;0;0
4455;België;Amsterdamse hotels met 1 ster;2014 februari;0;0
4456;België;Amsterdamse hotels met 1 ster;2014 maart;0;0
4457;België;Amsterdamse hotels met 1 ster;2014 1e kwartaal;1;1
4458;België;Amsterdamse hotels met 1 ster;2014 april;0;0
4459;België;Amsterdamse hotels met 1 ster;2014 mei;0;0
4460;België;Amsterdamse hotels met 1 ster;2014 juni;1;1
4461;België;Amsterdamse hotels met 1 ster;2014 2e kwartaal;2;2
4462;België;Amsterdamse hotels met 1 ster;2014 juli;1;1
4463;België;Amsterdamse hotels met 1 ster;2014 augustus;1;1
4464;België;Amsterdamse hotels met 1 ster;2014 september;0;0
4465;België;Amsterdamse hotels met 1 ster;2014 3e kwartaal;2;3
4466;België;Amsterdamse hotels met 1 ster;2014 oktober;1;1
4467;België;Amsterdamse hotels met 1 ster;2014 november;1;1
4468;België;Amsterdamse hotels met 1 ster;2014 december;0;0
4469;België;Amsterdamse hotels met 1 ster;2014 4e kwartaal;2;3
4470;België;Amsterdamse hotels met 1 ster;2014;6;9
4471;België;Amsterdamse hotels met 1 ster;2015 januari;0;0
4472;België;Amsterdamse hotels met 1 ster;2015 februari;0;0
4473;België;Amsterdamse hotels met 1 ster;2015 maart;0;0
4474;België;Amsterdamse hotels met 1 ster;2015 1e kwartaal;1;2
4475;België;Amsterdamse hotels met 1 ster;2015 april;1;1
4476;België;Amsterdamse hotels met 1 ster;2015 mei;1;1
4477;België;Amsterdamse hotels met 1 ster;2015 juni;0;0
4478;België;Amsterdamse hotels met 1 ster;2015 2e kwartaal;1;2
4479;België;Amsterdamse hotels met 1 ster;2015 juli;1;1
4480;België;Amsterdamse hotels met 1 ster;2015 augustus;1;1
4481;België;Amsterdamse hotels met 1 ster;2015 september;0;0
4482;België;Amsterdamse hotels met 1 ster;2015 3e kwartaal;2;3
4483;België;Amsterdamse hotels met 1 ster;2015 oktober;0;0
4484;België;Amsterdamse hotels met 1 ster;2015 november;0;0
4485;België;Amsterdamse hotels met 1 ster;2015 december;0;0
4486;België;Amsterdamse hotels met 1 ster;2015 4e kwartaal;1;2
4487;België;Amsterdamse hotels met 1 ster;2015;6;9
4488;België;Amsterdamse hotels met 2 sterren;2012 januari;0;0
4489;België;Amsterdamse hotels met 2 sterren;2012 februari;1;2
4490;België;Amsterdamse hotels met 2 sterren;2012 maart;1;1
4491;België;Amsterdamse hotels met 2 sterren;2012 1e kwartaal;2;4
4492;België;Amsterdamse hotels met 2 sterren;2012 april;1;1
4493;België;Amsterdamse hotels met 2 sterren;2012 mei;0;0
4494;België;Amsterdamse hotels met 2 sterren;2012 juni;1;1
4495;België;Amsterdamse hotels met 2 sterren;2012 2e kwartaal;2;4
4496;België;Amsterdamse hotels met 2 sterren;2012 juli;1;2
4497;België;Amsterdamse hotels met 2 sterren;2012 augustus;1;2
4498;België;Amsterdamse hotels met 2 sterren;2012 september;1;1
4499;België;Amsterdamse hotels met 2 sterren;2012 3e kwartaal;3;5
4500;België;Amsterdamse hotels met 2 sterren;2012 oktober;1;2
4501;België;Amsterdamse hotels met 2 sterren;2012 november;1;2
4502;België;Amsterdamse hotels met 2 sterren;2012 december;1;2
4503;België;Amsterdamse hotels met 2 sterren;2012 4e kwartaal;3;5
4504;België;Amsterdamse hotels met 2 sterren;2012;9;17
4505;België;Amsterdamse hotels met 2 sterren;2013 januari;1;1
4506;België;Amsterdamse hotels met 2 sterren;2013 februari;1;1
4507;België;Amsterdamse hotels met 2 sterren;2013 maart;1;2
4508;België;Amsterdamse hotels met 2 sterren;2013 1e kwartaal;2;4
4509;België;Amsterdamse hotels met 2 sterren;2013 april;1;2
4510;België;Amsterdamse hotels met 2 sterren;2013 mei;1;1
4511;België;Amsterdamse hotels met 2 sterren;2013 juni;1;1
4512;België;Amsterdamse hotels met 2 sterren;2013 2e kwartaal;2;4
4513;België;Amsterdamse hotels met 2 sterren;2013 juli;1;2
4514;België;Amsterdamse hotels met 2 sterren;2013 augustus;1;3
4515;België;Amsterdamse hotels met 2 sterren;2013 september;1;1
4516;België;Amsterdamse hotels met 2 sterren;2013 3e kwartaal;3;6
4517;België;Amsterdamse hotels met 2 sterren;2013 oktober;1;1
4518;België;Amsterdamse hotels met 2 sterren;2013 november;1;2
4519;België;Amsterdamse hotels met 2 sterren;2013 december;1;2
4520;België;Amsterdamse hotels met 2 sterren;2013 4e kwartaal;3;5
4521;België;Amsterdamse hotels met 2 sterren;2013;11;20
4522;België;Amsterdamse hotels met 2 sterren;2014 januari;1;1
4523;België;Amsterdamse hotels met 2 sterren;2014 februari;1;2
4524;België;Amsterdamse hotels met 2 sterren;2014 maart;1;1
4525;België;Amsterdamse hotels met 2 sterren;2014 1e kwartaal;2;4
4526;België;Amsterdamse hotels met 2 sterren;2014 april;1;1
4527;België;Amsterdamse hotels met 2 sterren;2014 mei;1;2
4528;België;Amsterdamse hotels met 2 sterren;2014 juni;1;1
4529;België;Amsterdamse hotels met 2 sterren;2014 2e kwartaal;2;4
4530;België;Amsterdamse hotels met 2 sterren;2014 juli;1;1
4531;België;Amsterdamse hotels met 2 sterren;2014 augustus;1;1
4532;België;Amsterdamse hotels met 2 sterren;2014 september;1;2
4533;België;Amsterdamse hotels met 2 sterren;2014 3e kwartaal;2;4
4534;België;Amsterdamse hotels met 2 sterren;2014 oktober;1;1
4535;België;Amsterdamse hotels met 2 sterren;2014 november;1;2
4536;België;Amsterdamse hotels met 2 sterren;2014 december;1;2
4537;België;Amsterdamse hotels met 2 sterren;2014 4e kwartaal;3;5
4538;België;Amsterdamse hotels met 2 sterren;2014;9;17
4539;België;Amsterdamse hotels met 2 sterren;2015 januari;1;1
4540;België;Amsterdamse hotels met 2 sterren;2015 februari;1;1
4541;België;Amsterdamse hotels met 2 sterren;2015 maart;0;0
4542;België;Amsterdamse hotels met 2 sterren;2015 1e kwartaal;2;3
4543;België;Amsterdamse hotels met 2 sterren;2015 april;1;1
4544;België;Amsterdamse hotels met 2 sterren;2015 mei;0;0
4545;België;Amsterdamse hotels met 2 sterren;2015 juni;0;0
4546;België;Amsterdamse hotels met 2 sterren;2015 2e kwartaal;1;2
4547;België;Amsterdamse hotels met 2 sterren;2015 juli;1;1
4548;België;Amsterdamse hotels met 2 sterren;2015 augustus;1;1
4549;België;Amsterdamse hotels met 2 sterren;2015 september;1;1
4550;België;Amsterdamse hotels met 2 sterren;2015 3e kwartaal;2;4
4551;België;Amsterdamse hotels met 2 sterren;2015 oktober;0;0
4552;België;Amsterdamse hotels met 2 sterren;2015 november;1;1
4553;België;Amsterdamse hotels met 2 sterren;2015 december;1;2
4554;België;Amsterdamse hotels met 2 sterren;2015 4e kwartaal;2;4
4555;België;Amsterdamse hotels met 2 sterren;2015;8;12
4556;België;Amsterdamse hotels met 3 sterren;2012 januari;3;4
4557;België;Amsterdamse hotels met 3 sterren;2012 februari;4;7
4558;België;Amsterdamse hotels met 3 sterren;2012 maart;4;5
4559;België;Amsterdamse hotels met 3 sterren;2012 1e kwartaal;10;17
4560;België;Amsterdamse hotels met 3 sterren;2012 april;3;5
4561;België;Amsterdamse hotels met 3 sterren;2012 mei;3;6
4562;België;Amsterdamse hotels met 3 sterren;2012 juni;4;6
4563;België;Amsterdamse hotels met 3 sterren;2012 2e kwartaal;10;17
4564;België;Amsterdamse hotels met 3 sterren;2012 juli;5;8
4565;België;Amsterdamse hotels met 3 sterren;2012 augustus;4;7
4566;België;Amsterdamse hotels met 3 sterren;2012 september;4;6
4567;België;Amsterdamse hotels met 3 sterren;2012 3e kwartaal;13;21
4568;België;Amsterdamse hotels met 3 sterren;2012 oktober;4;7
4569;België;Amsterdamse hotels met 3 sterren;2012 november;4;7
4570;België;Amsterdamse hotels met 3 sterren;2012 december;4;6
4571;België;Amsterdamse hotels met 3 sterren;2012 4e kwartaal;13;21
4572;België;Amsterdamse hotels met 3 sterren;2012;46;76
4573;België;Amsterdamse hotels met 3 sterren;2013 januari;4;6
4574;België;Amsterdamse hotels met 3 sterren;2013 februari;5;8
4575;België;Amsterdamse hotels met 3 sterren;2013 maart;5;7
4576;België;Amsterdamse hotels met 3 sterren;2013 1e kwartaal;13;22
4577;België;Amsterdamse hotels met 3 sterren;2013 april;4;7
4578;België;Amsterdamse hotels met 3 sterren;2013 mei;4;7
4579;België;Amsterdamse hotels met 3 sterren;2013 juni;4;7
4580;België;Amsterdamse hotels met 3 sterren;2013 2e kwartaal;13;21
4581;België;Amsterdamse hotels met 3 sterren;2013 juli;4;8
4582;België;Amsterdamse hotels met 3 sterren;2013 augustus;5;8
4583;België;Amsterdamse hotels met 3 sterren;2013 september;4;6
4584;België;Amsterdamse hotels met 3 sterren;2013 3e kwartaal;13;22
4585;België;Amsterdamse hotels met 3 sterren;2013 oktober;4;7
4586;België;Amsterdamse hotels met 3 sterren;2013 november;5;9
4587;België;Amsterdamse hotels met 3 sterren;2013 december;5;9
4588;België;Amsterdamse hotels met 3 sterren;2013 4e kwartaal;15;24
4589;België;Amsterdamse hotels met 3 sterren;2013;55;90
4590;België;Amsterdamse hotels met 3 sterren;2014 januari;4;7
4591;België;Amsterdamse hotels met 3 sterren;2014 februari;5;8
4592;België;Amsterdamse hotels met 3 sterren;2014 maart;6;10
4593;België;Amsterdamse hotels met 3 sterren;2014 1e kwartaal;15;24
4594;België;Amsterdamse hotels met 3 sterren;2014 april;4;6
4595;België;Amsterdamse hotels met 3 sterren;2014 mei;4;6
4596;België;Amsterdamse hotels met 3 sterren;2014 juni;4;7
4597;België;Amsterdamse hotels met 3 sterren;2014 2e kwartaal;13;20
4598;België;Amsterdamse hotels met 3 sterren;2014 juli;5;8
4599;België;Amsterdamse hotels met 3 sterren;2014 augustus;5;8
4600;België;Amsterdamse hotels met 3 sterren;2014 september;5;8
4601;België;Amsterdamse hotels met 3 sterren;2014 3e kwartaal;15;24
4602;België;Amsterdamse hotels met 3 sterren;2014 oktober;5;8
4603;België;Amsterdamse hotels met 3 sterren;2014 november;6;10
4604;België;Amsterdamse hotels met 3 sterren;2014 december;5;9
4605;België;Amsterdamse hotels met 3 sterren;2014 4e kwartaal;16;27
4606;België;Amsterdamse hotels met 3 sterren;2014;59;95
4607;België;Amsterdamse hotels met 3 sterren;2015 januari;4;7
4608;België;Amsterdamse hotels met 3 sterren;2015 februari;5;9
4609;België;Amsterdamse hotels met 3 sterren;2015 maart;4;6
4610;België;Amsterdamse hotels met 3 sterren;2015 1e kwartaal;14;22
4611;België;Amsterdamse hotels met 3 sterren;2015 april;5;8
4612;België;Amsterdamse hotels met 3 sterren;2015 mei;4;6
4613;België;Amsterdamse hotels met 3 sterren;2015 juni;5;7
4614;België;Amsterdamse hotels met 3 sterren;2015 2e kwartaal;13;21
4615;België;Amsterdamse hotels met 3 sterren;2015 juli;6;10
4616;België;Amsterdamse hotels met 3 sterren;2015 augustus;5;8
4617;België;Amsterdamse hotels met 3 sterren;2015 september;4;7
4618;België;Amsterdamse hotels met 3 sterren;2015 3e kwartaal;16;25
4619;België;Amsterdamse hotels met 3 sterren;2015 oktober;4;7
4620;België;Amsterdamse hotels met 3 sterren;2015 november;5;8
4621;België;Amsterdamse hotels met 3 sterren;2015 december;6;9
4622;België;Amsterdamse hotels met 3 sterren;2015 4e kwartaal;15;23
4623;België;Amsterdamse hotels met 3 sterren;2015;57;91
4624;België;Amsterdamse hotels met 4 sterren;2012 januari;7;9
4625;België;Amsterdamse hotels met 4 sterren;2012 februari;7;10
4626;België;Amsterdamse hotels met 4 sterren;2012 maart;6;9
4627;België;Amsterdamse hotels met 4 sterren;2012 1e kwartaal;20;29
4628;België;Amsterdamse hotels met 4 sterren;2012 april;5;7
4629;België;Amsterdamse hotels met 4 sterren;2012 mei;5;7
4630;België;Amsterdamse hotels met 4 sterren;2012 juni;5;6
4631;België;Amsterdamse hotels met 4 sterren;2012 2e kwartaal;14;20
4632;België;Amsterdamse hotels met 4 sterren;2012 juli;6;9
4633;België;Amsterdamse hotels met 4 sterren;2012 augustus;5;9
4634;België;Amsterdamse hotels met 4 sterren;2012 september;5;7
4635;België;Amsterdamse hotels met 4 sterren;2012 3e kwartaal;16;25
4636;België;Amsterdamse hotels met 4 sterren;2012 oktober;6;8
4637;België;Amsterdamse hotels met 4 sterren;2012 november;6;10
4638;België;Amsterdamse hotels met 4 sterren;2012 december;6;10
4639;België;Amsterdamse hotels met 4 sterren;2012 4e kwartaal;18;28
4640;België;Amsterdamse hotels met 4 sterren;2012;69;102
4641;België;Amsterdamse hotels met 4 sterren;2013 januari;6;9
4642;België;Amsterdamse hotels met 4 sterren;2013 februari;7;12
4643;België;Amsterdamse hotels met 4 sterren;2013 maart;7;10
4644;België;Amsterdamse hotels met 4 sterren;2013 1e kwartaal;20;31
4645;België;Amsterdamse hotels met 4 sterren;2013 april;6;9
4646;België;Amsterdamse hotels met 4 sterren;2013 mei;6;9
4647;België;Amsterdamse hotels met 4 sterren;2013 juni;6;9
4648;België;Amsterdamse hotels met 4 sterren;2013 2e kwartaal;18;27
4649;België;Amsterdamse hotels met 4 sterren;2013 juli;7;11
4650;België;Amsterdamse hotels met 4 sterren;2013 augustus;7;11
4651;België;Amsterdamse hotels met 4 sterren;2013 september;5;9
4652;België;Amsterdamse hotels met 4 sterren;2013 3e kwartaal;19;32
4653;België;Amsterdamse hotels met 4 sterren;2013 oktober;7;11
4654;België;Amsterdamse hotels met 4 sterren;2013 november;9;13
4655;België;Amsterdamse hotels met 4 sterren;2013 december;8;12
4656;België;Amsterdamse hotels met 4 sterren;2013 4e kwartaal;24;36
4657;België;Amsterdamse hotels met 4 sterren;2013;81;125
4658;België;Amsterdamse hotels met 4 sterren;2014 januari;7;11
4659;België;Amsterdamse hotels met 4 sterren;2014 februari;8;12
4660;België;Amsterdamse hotels met 4 sterren;2014 maart;9;13
4661;België;Amsterdamse hotels met 4 sterren;2014 1e kwartaal;24;36
4662;België;Amsterdamse hotels met 4 sterren;2014 april;7;9
4663;België;Amsterdamse hotels met 4 sterren;2014 mei;6;9
4664;België;Amsterdamse hotels met 4 sterren;2014 juni;6;8
4665;België;Amsterdamse hotels met 4 sterren;2014 2e kwartaal;18;26
4666;België;Amsterdamse hotels met 4 sterren;2014 juli;7;11
4667;België;Amsterdamse hotels met 4 sterren;2014 augustus;6;10
4668;België;Amsterdamse hotels met 4 sterren;2014 september;4;6
4669;België;Amsterdamse hotels met 4 sterren;2014 3e kwartaal;18;27
4670;België;Amsterdamse hotels met 4 sterren;2014 oktober;7;10
4671;België;Amsterdamse hotels met 4 sterren;2014 november;7;11
4672;België;Amsterdamse hotels met 4 sterren;2014 december;8;13
4673;België;Amsterdamse hotels met 4 sterren;2014 4e kwartaal;22;34
4674;België;Amsterdamse hotels met 4 sterren;2014;82;123
4675;België;Amsterdamse hotels met 4 sterren;2015 januari;7;10
4676;België;Amsterdamse hotels met 4 sterren;2015 februari;8;12
4677;België;Amsterdamse hotels met 4 sterren;2015 maart;7;10
4678;België;Amsterdamse hotels met 4 sterren;2015 1e kwartaal;21;33
4679;België;Amsterdamse hotels met 4 sterren;2015 april;5;8
4680;België;Amsterdamse hotels met 4 sterren;2015 mei;5;8
4681;België;Amsterdamse hotels met 4 sterren;2015 juni;5;7
4682;België;Amsterdamse hotels met 4 sterren;2015 2e kwartaal;15;24
4683;België;Amsterdamse hotels met 4 sterren;2015 juli;6;9
4684;België;Amsterdamse hotels met 4 sterren;2015 augustus;6;10
4685;België;Amsterdamse hotels met 4 sterren;2015 september;4;6
4686;België;Amsterdamse hotels met 4 sterren;2015 3e kwartaal;16;25
4687;België;Amsterdamse hotels met 4 sterren;2015 oktober;6;8
4688;België;Amsterdamse hotels met 4 sterren;2015 november;8;11
4689;België;Amsterdamse hotels met 4 sterren;2015 december;8;13
4690;België;Amsterdamse hotels met 4 sterren;2015 4e kwartaal;21;32
4691;België;Amsterdamse hotels met 4 sterren;2015;74;113
4692;België;Amsterdamse hotels met 5 sterren;2012 januari;1;1
4693;België;Amsterdamse hotels met 5 sterren;2012 februari;1;2
4694;België;Amsterdamse hotels met 5 sterren;2012 maart;1;2
4695;België;Amsterdamse hotels met 5 sterren;2012 1e kwartaal;4;5
4696;België;Amsterdamse hotels met 5 sterren;2012 april;1;2
4697;België;Amsterdamse hotels met 5 sterren;2012 mei;1;2
4698;België;Amsterdamse hotels met 5 sterren;2012 juni;1;2
4699;België;Amsterdamse hotels met 5 sterren;2012 2e kwartaal;4;5
4700;België;Amsterdamse hotels met 5 sterren;2012 juli;1;1
4701;België;Amsterdamse hotels met 5 sterren;2012 augustus;1;1
4702;België;Amsterdamse hotels met 5 sterren;2012 september;1;2
4703;België;Amsterdamse hotels met 5 sterren;2012 3e kwartaal;3;4
