ID;Geslacht;Leeftijd;TypeZorg;Perioden;AantalInVerslagjaar_1;PercentageInVerslagjaar_2;TotaalUrenInVerslagjaar_3;GemiddeldPerPersoonInVerslagjaar_4;GemiddeldInBevolkingInVerslagjaar_5
862;Totaal mannen en vrouwen;70 tot 75 jaar;2;2005;3095;0.52;232;75;0.39
863;Totaal mannen en vrouwen;70 tot 75 jaar;2;2006;3475;0.58;192;55;0.32
864;Totaal mannen en vrouwen;70 tot 75 jaar;2;2007;5225;0.87;253;49;0.42
865;Totaal mannen en vrouwen;70 tot 75 jaar;2;2008;7050;1.15;381;54;0.62
866;Totaal mannen en vrouwen;70 tot 75 jaar;2;2009;8225;1.3;480;58;0.76
867;Totaal mannen en vrouwen;70 tot 75 jaar;2;2010;9690;1.49;602;62;0.93
868;Totaal mannen en vrouwen;70 tot 75 jaar;3;2004;9305;1.57;209;22;0.35
869;Totaal mannen en vrouwen;70 tot 75 jaar;3;2005;7695;1.3;116;15;0.2
870;Totaal mannen en vrouwen;70 tot 75 jaar;3;2006;7750;1.3;122;16;0.2
871;Totaal mannen en vrouwen;70 tot 75 jaar;3;2007;7105;1.18;111;16;0.19
872;Totaal mannen en vrouwen;70 tot 75 jaar;3;2008;6360;1.03;102;16;0.17
873;Totaal mannen en vrouwen;70 tot 75 jaar;3;2009;5150;0.82;84;16;0.13
874;Totaal mannen en vrouwen;70 tot 75 jaar;3;2010;4870;0.75;80;16;0.12
875;Totaal mannen en vrouwen;70 tot 75 jaar;4;2004;14940;2.52;2044;137;3.45
876;Totaal mannen en vrouwen;70 tot 75 jaar;4;2005;7565;1.28;1151;152;1.94
877;Totaal mannen en vrouwen;70 tot 75 jaar;4;2006;5930;0.99;1007;170;1.69
878;Totaal mannen en vrouwen;70 tot 75 jaar;4;2007;5755;0.96;1094;190;1.82
879;Totaal mannen en vrouwen;70 tot 75 jaar;4;2008;7090;1.15;1467;207;2.38
880;Totaal mannen en vrouwen;70 tot 75 jaar;4;2009;8355;1.33;1859;222;2.95
881;Totaal mannen en vrouwen;70 tot 75 jaar;4;2010;8980;1.38;2112;235;3.25
882;Totaal mannen en vrouwen;70 tot 75 jaar;5;2004;2760;0.47;324;117;0.55
883;Totaal mannen en vrouwen;70 tot 75 jaar;5;2005;3080;0.52;395;128;0.67
884;Totaal mannen en vrouwen;70 tot 75 jaar;5;2006;3255;0.54;421;129;0.7
885;Totaal mannen en vrouwen;70 tot 75 jaar;5;2007;2450;0.41;341;139;0.57
886;Totaal mannen en vrouwen;70 tot 75 jaar;5;2008;1755;0.28;244;139;0.4
887;Totaal mannen en vrouwen;70 tot 75 jaar;5;2009;1350;0.21;198;147;0.31
888;Totaal mannen en vrouwen;70 tot 75 jaar;5;2010;1130;0.17;168;149;0.26
889;Totaal mannen en vrouwen;70 tot 75 jaar;6;2004;7730;1.31;826;107;1.39
890;Totaal mannen en vrouwen;70 tot 75 jaar;6;2005;7825;1.32;653;83;1.1
891;Totaal mannen en vrouwen;70 tot 75 jaar;6;2006;7635;1.28;668;87;1.12
892;Totaal mannen en vrouwen;70 tot 75 jaar;6;2007;8640;1.44;834;97;1.39
893;Totaal mannen en vrouwen;70 tot 75 jaar;6;2008;8445;1.37;833;99;1.35
894;Totaal mannen en vrouwen;70 tot 75 jaar;6;2009;7915;1.25;799;101;1.27
895;Totaal mannen en vrouwen;70 tot 75 jaar;6;2010;7940;1.22;822;104;1.27
896;Totaal mannen en vrouwen;70 tot 75 jaar;7;2004;13110;2.21;3240;247;5.47
897;Totaal mannen en vrouwen;70 tot 75 jaar;7;2005;12815;2.16;3375;263;5.7
898;Totaal mannen en vrouwen;70 tot 75 jaar;7;2006;12310;2.06;3490;284;5.84
899;Totaal mannen en vrouwen;70 tot 75 jaar;7;2007;9945;1.65;2973;299;4.95
900;Totaal mannen en vrouwen;70 tot 75 jaar;7;2008;8250;1.34;2498;303;4.06
901;Totaal mannen en vrouwen;70 tot 75 jaar;7;2009;7150;1.13;2219;310;3.52
902;Totaal mannen en vrouwen;70 tot 75 jaar;7;2010;6360;0.98;1975;311;3.04
903;Totaal mannen en vrouwen;70 tot 75 jaar;8;2004;54200;9.16;4810;89;8.12
904;Totaal mannen en vrouwen;70 tot 75 jaar;8;2005;52215;8.81;5785;111;9.77
905;Totaal mannen en vrouwen;70 tot 75 jaar;8;2006;51370;8.6;5944;116;9.95
906;Totaal mannen en vrouwen;70 tot 75 jaar;8;2007;47610;7.92;5668;119;9.43
907;Totaal mannen en vrouwen;70 tot 75 jaar;8;2008;46775;7.6;5597;120;9.09
908;Totaal mannen en vrouwen;70 tot 75 jaar;8;2009;46215;7.33;5725;124;9.08
909;Totaal mannen en vrouwen;70 tot 75 jaar;8;2010;45505;7.01;5703;125;8.78
910;Totaal mannen en vrouwen;70 tot 75 jaar;9;2004;39810;6.72;3127;79;5.28
911;Totaal mannen en vrouwen;70 tot 75 jaar;9;2005;31300;5.28;2191;70;3.7
912;Totaal mannen en vrouwen;70 tot 75 jaar;9;2006;29350;4.91;2207;75;3.69
913;Totaal mannen en vrouwen;70 tot 75 jaar;9;2007;29560;4.92;2279;77;3.79
914;Totaal mannen en vrouwen;70 tot 75 jaar;9;2008;30840;5.01;2523;82;4.1
915;Totaal mannen en vrouwen;70 tot 75 jaar;9;2009;31645;5.02;2702;85;4.28
916;Totaal mannen en vrouwen;70 tot 75 jaar;9;2010;32970;5.08;2902;88;4.47
917;Totaal mannen en vrouwen;70 tot 75 jaar;Totaal verpleging;2004;32905;5.56;1320;40;2.23
918;Totaal mannen en vrouwen;70 tot 75 jaar;Totaal verpleging;2005;31420;5.3;1094;35;1.85
919;Totaal mannen en vrouwen;70 tot 75 jaar;Totaal verpleging;2006;30950;5.18;1091;35;1.83
920;Totaal mannen en vrouwen;70 tot 75 jaar;Totaal verpleging;2007;28140;4.68;978;35;1.63
921;Totaal mannen en vrouwen;70 tot 75 jaar;Totaal verpleging;2008;24815;4.03;777;31;1.26
922;Totaal mannen en vrouwen;70 tot 75 jaar;Totaal verpleging;2009;21565;3.42;655;30;1.04
923;Totaal mannen en vrouwen;70 tot 75 jaar;Totaal verpleging;2010;20300;3.13;614;30;0.95
924;Totaal mannen en vrouwen;75 tot 80 jaar;0;2004;115380;24.11;15896;138;33.22
925;Totaal mannen en vrouwen;75 tot 80 jaar;0;2005;113500;23.29;16060;142;32.95
926;Totaal mannen en vrouwen;75 tot 80 jaar;0;2006;114320;23.16;16684;146;33.8
927;Totaal mannen en vrouwen;75 tot 80 jaar;0;2007;113400;22.55;16396;145;32.6
928;Totaal mannen en vrouwen;75 tot 80 jaar;0;2008;112650;22.21;16287;145;32.11
929;Totaal mannen en vrouwen;75 tot 80 jaar;0;2009;110790;21.58;16356;148;31.86
930;Totaal mannen en vrouwen;75 tot 80 jaar;0;2010;108645;21.02;16254;150;31.45
931;Totaal mannen en vrouwen;75 tot 80 jaar;1;2004;37265;7.79;3725;100;7.79
932;Totaal mannen en vrouwen;75 tot 80 jaar;1;2005;46965;9.64;5176;110;10.62
933;Totaal mannen en vrouwen;75 tot 80 jaar;1;2006;49215;9.97;5559;113;11.26
934;Totaal mannen en vrouwen;75 tot 80 jaar;1;2007;49280;9.8;5636;114;11.21
935;Totaal mannen en vrouwen;75 tot 80 jaar;1;2008;48805;9.62;5651;116;11.14
936;Totaal mannen en vrouwen;75 tot 80 jaar;1;2009;48385;9.43;5824;120;11.34
937;Totaal mannen en vrouwen;75 tot 80 jaar;1;2010;45715;8.84;5622;123;10.88
938;Totaal mannen en vrouwen;75 tot 80 jaar;2;2004;5855;1.22;823;141;1.72
939;Totaal mannen en vrouwen;75 tot 80 jaar;2;2005;5170;1.06;646;125;1.33
940;Totaal mannen en vrouwen;75 tot 80 jaar;2;2006;5790;1.17;540;93;1.09
941;Totaal mannen en vrouwen;75 tot 80 jaar;2;2007;9020;1.79;666;74;1.33
942;Totaal mannen en vrouwen;75 tot 80 jaar;2;2008;12180;2.4;796;65;1.57
943;Totaal mannen en vrouwen;75 tot 80 jaar;2;2009;14220;2.77;934;66;1.82
944;Totaal mannen en vrouwen;75 tot 80 jaar;2;2010;16215;3.14;1096;68;2.12
945;Totaal mannen en vrouwen;75 tot 80 jaar;3;2004;9780;2.04;239;24;0.5
946;Totaal mannen en vrouwen;75 tot 80 jaar;3;2005;8380;1.72;142;17;0.29
947;Totaal mannen en vrouwen;75 tot 80 jaar;3;2006;8485;1.72;140;17;0.28
948;Totaal mannen en vrouwen;75 tot 80 jaar;3;2007;7320;1.46;125;17;0.25
949;Totaal mannen en vrouwen;75 tot 80 jaar;3;2008;6410;1.26;108;17;0.21
950;Totaal mannen en vrouwen;75 tot 80 jaar;3;2009;5350;1.04;86;16;0.17
951;Totaal mannen en vrouwen;75 tot 80 jaar;3;2010;4965;0.96;86;17;0.17
952;Totaal mannen en vrouwen;75 tot 80 jaar;4;2004;23380;4.89;3308;141;6.91
953;Totaal mannen en vrouwen;75 tot 80 jaar;4;2005;12650;2.6;2049;162;4.2
954;Totaal mannen en vrouwen;75 tot 80 jaar;4;2006;10680;2.16;1901;178;3.85
955;Totaal mannen en vrouwen;75 tot 80 jaar;4;2007;11250;2.24;2181;194;4.34
956;Totaal mannen en vrouwen;75 tot 80 jaar;4;2008;14575;2.87;3149;216;6.21
957;Totaal mannen en vrouwen;75 tot 80 jaar;4;2009;16695;3.25;3886;233;7.57
958;Totaal mannen en vrouwen;75 tot 80 jaar;4;2010;17495;3.38;4265;244;8.25
959;Totaal mannen en vrouwen;75 tot 80 jaar;5;2004;4045;0.85;501;124;1.05
960;Totaal mannen en vrouwen;75 tot 80 jaar;5;2005;4945;1.01;645;130;1.32
961;Totaal mannen en vrouwen;75 tot 80 jaar;5;2006;5205;1.05;708;136;1.43
962;Totaal mannen en vrouwen;75 tot 80 jaar;5;2007;3875;0.77;556;143;1.11
963;Totaal mannen en vrouwen;75 tot 80 jaar;5;2008;2620;0.52;381;145;0.75
964;Totaal mannen en vrouwen;75 tot 80 jaar;5;2009;2075;0.4;313;151;0.61
965;Totaal mannen en vrouwen;75 tot 80 jaar;5;2010;1735;0.34;265;153;0.51
966;Totaal mannen en vrouwen;75 tot 80 jaar;6;2004;11870;2.48;1285;108;2.69
967;Totaal mannen en vrouwen;75 tot 80 jaar;6;2005;11950;2.45;1064;89;2.18
968;Totaal mannen en vrouwen;75 tot 80 jaar;6;2006;11900;2.41;1149;97;2.33
969;Totaal mannen en vrouwen;75 tot 80 jaar;6;2007;13465;2.68;1417;105;2.82
970;Totaal mannen en vrouwen;75 tot 80 jaar;6;2008;12585;2.48;1367;109;2.7
971;Totaal mannen en vrouwen;75 tot 80 jaar;6;2009;11455;2.23;1286;112;2.5
972;Totaal mannen en vrouwen;75 tot 80 jaar;6;2010;11285;2.18;1305;116;2.53
973;Totaal mannen en vrouwen;75 tot 80 jaar;7;2004;23185;4.85;6014;259;12.57
974;Totaal mannen en vrouwen;75 tot 80 jaar;7;2005;23430;4.81;6339;271;13.0
975;Totaal mannen en vrouwen;75 tot 80 jaar;7;2006;23035;4.67;6686;290;13.54
976;Totaal mannen en vrouwen;75 tot 80 jaar;7;2007;19190;3.82;5815;303;11.56
977;Totaal mannen en vrouwen;75 tot 80 jaar;7;2008;15470;3.05;4834;312;9.53
978;Totaal mannen en vrouwen;75 tot 80 jaar;7;2009;12610;2.46;4028;319;7.85
979;Totaal mannen en vrouwen;75 tot 80 jaar;7;2010;11235;2.17;3616;322;7.0
980;Totaal mannen en vrouwen;75 tot 80 jaar;8;2004;87875;18.37;8166;93;17.07
981;Totaal mannen en vrouwen;75 tot 80 jaar;8;2005;87995;18.05;9946;113;20.41
982;Totaal mannen en vrouwen;75 tot 80 jaar;8;2006;88140;17.85;10443;118;21.15
983;Totaal mannen en vrouwen;75 tot 80 jaar;8;2007;83595;16.62;10180;122;20.24
984;Totaal mannen en vrouwen;75 tot 80 jaar;8;2008;81470;16.06;10075;124;19.86
985;Totaal mannen en vrouwen;75 tot 80 jaar;8;2009;79770;15.54;10208;128;19.89
986;Totaal mannen en vrouwen;75 tot 80 jaar;8;2010;76180;14.74;9922;130;19.2
987;Totaal mannen en vrouwen;75 tot 80 jaar;9;2004;64290;13.44;5716;89;11.95
988;Totaal mannen en vrouwen;75 tot 80 jaar;9;2005;53205;10.92;4345;82;8.91
989;Totaal mannen en vrouwen;75 tot 80 jaar;9;2006;51415;10.41;4440;86;8.99
990;Totaal mannen en vrouwen;75 tot 80 jaar;9;2007;52920;10.52;4612;87;9.17
991;Totaal mannen en vrouwen;75 tot 80 jaar;9;2008;54815;10.81;5027;92;9.91
992;Totaal mannen en vrouwen;75 tot 80 jaar;9;2009;54980;10.71;5175;94;10.08
993;Totaal mannen en vrouwen;75 tot 80 jaar;9;2010;56230;10.88;5413;96;10.47
994;Totaal mannen en vrouwen;75 tot 80 jaar;Totaal verpleging;2004;48880;10.22;2013;41;4.21
995;Totaal mannen en vrouwen;75 tot 80 jaar;Totaal verpleging;2005;48710;9.99;1770;36;3.63
996;Totaal mannen en vrouwen;75 tot 80 jaar;Totaal verpleging;2006;48635;9.85;1801;37;3.65
997;Totaal mannen en vrouwen;75 tot 80 jaar;Totaal verpleging;2007;43850;8.72;1604;37;3.19
998;Totaal mannen en vrouwen;75 tot 80 jaar;Totaal verpleging;2008;37090;7.31;1185;32;2.34
999;Totaal mannen en vrouwen;75 tot 80 jaar;Totaal verpleging;2009;31490;6.13;973;31;1.9
1000;Totaal mannen en vrouwen;75 tot 80 jaar;Totaal verpleging;2010;29225;5.65;919;31;1.78
1001;Totaal mannen en vrouwen;80 tot 85 jaar;0;2004;133740;37.1;21496;161;59.63
1002;Totaal mannen en vrouwen;80 tot 85 jaar;0;2005;132205;36.64;21615;163;59.9
1003;Totaal mannen en vrouwen;80 tot 85 jaar;0;2006;134685;37.11;22455;167;61.86
1004;Totaal mannen en vrouwen;80 tot 85 jaar;0;2007;134400;36.82;22327;166;61.17
1005;Totaal mannen en vrouwen;80 tot 85 jaar;0;2008;134445;36.42;22182;165;60.08
1006;Totaal mannen en vrouwen;80 tot 85 jaar;0;2009;134480;35.95;22505;167;60.16
1007;Totaal mannen en vrouwen;80 tot 85 jaar;0;2010;134970;35.2;22786;169;59.42
1008;Totaal mannen en vrouwen;80 tot 85 jaar;1;2004;39130;10.86;4071;104;11.29
1009;Totaal mannen en vrouwen;80 tot 85 jaar;1;2005;49680;13.77;5614;113;15.56
1010;Totaal mannen en vrouwen;80 tot 85 jaar;1;2006;52910;14.58;6067;115;16.71
1011;Totaal mannen en vrouwen;80 tot 85 jaar;1;2007;53420;14.64;6193;116;16.97
1012;Totaal mannen en vrouwen;80 tot 85 jaar;1;2008;53075;14.38;6251;118;16.93
1013;Totaal mannen en vrouwen;80 tot 85 jaar;1;2009;52965;14.16;6452;122;17.25
1014;Totaal mannen en vrouwen;80 tot 85 jaar;1;2010;51220;13.36;6411;125;16.72
1015;Totaal mannen en vrouwen;80 tot 85 jaar;2;2004;6810;1.89;1604;236;4.45
1016;Totaal mannen en vrouwen;80 tot 85 jaar;2;2005;6430;1.78;1166;181;3.23
1017;Totaal mannen en vrouwen;80 tot 85 jaar;2;2006;7135;1.97;1039;146;2.86
1018;Totaal mannen en vrouwen;80 tot 85 jaar;2;2007;10995;3.01;1188;108;3.26
1019;Totaal mannen en vrouwen;80 tot 85 jaar;2;2008;15570;4.22;1458;94;3.95
1020;Totaal mannen en vrouwen;80 tot 85 jaar;2;2009;18635;4.98;1595;86;4.26
1021;Totaal mannen en vrouwen;80 tot 85 jaar;2;2010;21850;5.7;1826;84;4.76
1022;Totaal mannen en vrouwen;80 tot 85 jaar;3;2004;8610;2.39;273;32;0.76
1023;Totaal mannen en vrouwen;80 tot 85 jaar;3;2005;7195;1.99;135;19;0.37
1024;Totaal mannen en vrouwen;80 tot 85 jaar;3;2006;7425;2.05;135;18;0.37
1025;Totaal mannen en vrouwen;80 tot 85 jaar;3;2007;6270;1.72;118;19;0.32
1026;Totaal mannen en vrouwen;80 tot 85 jaar;3;2008;5105;1.38;96;19;0.26
1027;Totaal mannen en vrouwen;80 tot 85 jaar;3;2009;4270;1.14;82;19;0.22
1028;Totaal mannen en vrouwen;80 tot 85 jaar;3;2010;4045;1.05;81;20;0.21
1029;Totaal mannen en vrouwen;80 tot 85 jaar;4;2004;26060;7.23;3951;152;10.96
1030;Totaal mannen en vrouwen;80 tot 85 jaar;4;2005;15615;4.33;2689;172;7.45
1031;Totaal mannen en vrouwen;80 tot 85 jaar;4;2006;13740;3.79;2600;189;7.16
1032;Totaal mannen en vrouwen;80 tot 85 jaar;4;2007;15330;4.2;3155;206;8.64
1033;Totaal mannen en vrouwen;80 tot 85 jaar;4;2008;20885;5.66;4705;225;12.74
1034;Totaal mannen en vrouwen;80 tot 85 jaar;4;2009;25085;6.71;6127;244;16.38
1035;Totaal mannen en vrouwen;80 tot 85 jaar;4;2010;26700;6.96;6837;256;17.83
1036;Totaal mannen en vrouwen;80 tot 85 jaar;5;2004;4655;1.29;595;128;1.65
1037;Totaal mannen en vrouwen;80 tot 85 jaar;5;2005;5695;1.58;768;135;2.13
1038;Totaal mannen en vrouwen;80 tot 85 jaar;5;2006;6375;1.76;905;142;2.49
1039;Totaal mannen en vrouwen;80 tot 85 jaar;5;2007;4730;1.3;700;148;1.92
1040;Totaal mannen en vrouwen;80 tot 85 jaar;5;2008;3100;0.84;459;148;1.24
1041;Totaal mannen en vrouwen;80 tot 85 jaar;5;2009;2340;0.63;356;152;0.95
1042;Totaal mannen en vrouwen;80 tot 85 jaar;5;2010;2030;0.53;321;158;0.84
1043;Totaal mannen en vrouwen;80 tot 85 jaar;6;2004;15265;4.23;1906;125;5.29
1044;Totaal mannen en vrouwen;80 tot 85 jaar;6;2005;14265;3.95;1521;107;4.22
1045;Totaal mannen en vrouwen;80 tot 85 jaar;6;2006;14180;3.91;1594;112;4.39
1046;Totaal mannen en vrouwen;80 tot 85 jaar;6;2007;15825;4.34;2046;129;5.61
1047;Totaal mannen en vrouwen;80 tot 85 jaar;6;2008;14565;3.94;1936;133;5.24
1048;Totaal mannen en vrouwen;80 tot 85 jaar;6;2009;13065;3.49;1762;135;4.71
1049;Totaal mannen en vrouwen;80 tot 85 jaar;6;2010;13095;3.41;1803;138;4.7
1050;Totaal mannen en vrouwen;80 tot 85 jaar;7;2004;33200;9.21;9096;274;25.23
1051;Totaal mannen en vrouwen;80 tot 85 jaar;7;2005;33330;9.24;9722;292;26.94
1052;Totaal mannen en vrouwen;80 tot 85 jaar;7;2006;32915;9.07;10116;307;27.87
1053;Totaal mannen en vrouwen;80 tot 85 jaar;7;2007;27835;7.63;8926;321;24.45
1054;Totaal mannen en vrouwen;80 tot 85 jaar;7;2008;22145;6.0;7276;329;19.71
1055;Totaal mannen en vrouwen;80 tot 85 jaar;7;2009;18115;4.84;6131;338;16.39
1056;Totaal mannen en vrouwen;80 tot 85 jaar;7;2010;16030;4.18;5506;343;14.36
1057;Totaal mannen en vrouwen;80 tot 85 jaar;8;2004;103050;28.59;9953;97;27.61
1058;Totaal mannen en vrouwen;80 tot 85 jaar;8;2005;104320;28.91;12147;116;33.66
1059;Totaal mannen en vrouwen;80 tot 85 jaar;8;2006;105945;29.19;12880;122;35.48
1060;Totaal mannen en vrouwen;80 tot 85 jaar;8;2007;101315;27.76;12662;125;34.69
1061;Totaal mannen en vrouwen;80 tot 85 jaar;8;2008;99205;26.87;12547;126;33.99
1062;Totaal mannen en vrouwen;80 tot 85 jaar;8;2009;98510;26.33;12929;131;34.56
1063;Totaal mannen en vrouwen;80 tot 85 jaar;8;2010;95985;25.03;12893;134;33.62
1064;Totaal mannen en vrouwen;80 tot 85 jaar;9;2004;81340;22.57;8897;109;24.68
1065;Totaal mannen en vrouwen;80 tot 85 jaar;9;2005;69635;19.3;7107;102;19.7
1066;Totaal mannen en vrouwen;80 tot 85 jaar;9;2006;67975;18.73;7124;105;19.63
1067;Totaal mannen en vrouwen;80 tot 85 jaar;9;2007;69985;19.17;7455;107;20.43
1068;Totaal mannen en vrouwen;80 tot 85 jaar;9;2008;73160;19.82;8104;111;21.95
1069;Totaal mannen en vrouwen;80 tot 85 jaar;9;2009;74905;20.02;8347;111;22.31
1070;Totaal mannen en vrouwen;80 tot 85 jaar;9;2010;77675;20.26;8742;113;22.8
1071;Totaal mannen en vrouwen;80 tot 85 jaar;Totaal verpleging;2004;61735;17.13;2646;43;7.34
1072;Totaal mannen en vrouwen;80 tot 85 jaar;Totaal verpleging;2005;60485;16.76;2360;39;6.54
1073;Totaal mannen en vrouwen;80 tot 85 jaar;Totaal verpleging;2006;60895;16.78;2450;40;6.75
1074;Totaal mannen en vrouwen;80 tot 85 jaar;Totaal verpleging;2007;54655;14.97;2209;40;6.05
1075;Totaal mannen en vrouwen;80 tot 85 jaar;Totaal verpleging;2008;44910;12.17;1530;34;4.15
1076;Totaal mannen en vrouwen;80 tot 85 jaar;Totaal verpleging;2009;37795;10.1;1230;33;3.29
1077;Totaal mannen en vrouwen;80 tot 85 jaar;Totaal verpleging;2010;35200;9.18;1151;33;3.0
1078;Totaal mannen en vrouwen;85 tot 90 jaar;0;2004;78290;43.11;15246;195;83.94
1079;Totaal mannen en vrouwen;85 tot 90 jaar;0;2005;84075;43.46;16555;197;85.57
1080;Totaal mannen en vrouwen;85 tot 90 jaar;0;2006;90960;44.62;18268;201;89.62
1081;Totaal mannen en vrouwen;85 tot 90 jaar;0;2007;96260;45.16;19084;198;89.53
1082;Totaal mannen en vrouwen;85 tot 90 jaar;0;2008;101920;45.29;19832;195;88.12
1083;Totaal mannen en vrouwen;85 tot 90 jaar;0;2009;105730;45.31;20828;197;89.26
1084;Totaal mannen en vrouwen;85 tot 90 jaar;0;2010;106400;44.95;20966;197;88.58
1085;Totaal mannen en vrouwen;85 tot 90 jaar;1;2004;17405;9.58;1884;108;10.37
1086;Totaal mannen en vrouwen;85 tot 90 jaar;1;2005;24765;12.8;2895;117;14.97
1087;Totaal mannen en vrouwen;85 tot 90 jaar;1;2006;28015;13.74;3322;119;16.3
1088;Totaal mannen en vrouwen;85 tot 90 jaar;1;2007;29965;14.06;3554;119;16.67
1089;Totaal mannen en vrouwen;85 tot 90 jaar;1;2008;31525;14.01;3767;119;16.74
1090;Totaal mannen en vrouwen;85 tot 90 jaar;1;2009;32715;14.02;4024;123;17.24
1091;Totaal mannen en vrouwen;85 tot 90 jaar;1;2010;31575;13.34;4019;127;16.98
1092;Totaal mannen en vrouwen;85 tot 90 jaar;2;2004;4460;2.46;1417;318;7.8
1093;Totaal mannen en vrouwen;85 tot 90 jaar;2;2005;4725;2.44;1299;275;6.71
1094;Totaal mannen en vrouwen;85 tot 90 jaar;2;2006;5345;2.62;1056;198;5.18
1095;Totaal mannen en vrouwen;85 tot 90 jaar;2;2007;8425;3.95;1208;143;5.67
1096;Totaal mannen en vrouwen;85 tot 90 jaar;2;2008;12785;5.68;1532;120;6.81
1097;Totaal mannen en vrouwen;85 tot 90 jaar;2;2009;15995;6.86;1911;119;8.19
1098;Totaal mannen en vrouwen;85 tot 90 jaar;2;2010;18625;7.87;1973;106;8.34
1099;Totaal mannen en vrouwen;85 tot 90 jaar;3;2004;4345;2.39;175;40;0.96
1100;Totaal mannen en vrouwen;85 tot 90 jaar;3;2005;3950;2.04;95;24;0.49
1101;Totaal mannen en vrouwen;85 tot 90 jaar;3;2006;4160;2.04;91;22;0.45
1102;Totaal mannen en vrouwen;85 tot 90 jaar;3;2007;3695;1.73;82;22;0.38
1103;Totaal mannen en vrouwen;85 tot 90 jaar;3;2008;3045;1.35;61;20;0.27
1104;Totaal mannen en vrouwen;85 tot 90 jaar;3;2009;2625;1.12;52;20;0.22
1105;Totaal mannen en vrouwen;85 tot 90 jaar;3;2010;2695;1.14;57;21;0.24
1106;Totaal mannen en vrouwen;85 tot 90 jaar;4;2004;14540;8.01;2444;168;13.46
1107;Totaal mannen en vrouwen;85 tot 90 jaar;4;2005;10490;5.42;2011;192;10.39
1108;Totaal mannen en vrouwen;85 tot 90 jaar;4;2006;10240;5.02;2125;207;10.42
1109;Totaal mannen en vrouwen;85 tot 90 jaar;4;2007;12465;5.85;2681;215;12.58
1110;Totaal mannen en vrouwen;85 tot 90 jaar;4;2008;18790;8.35;4516;240;20.07
1111;Totaal mannen en vrouwen;85 tot 90 jaar;4;2009;23605;10.12;6184;262;26.5
1112;Totaal mannen en vrouwen;85 tot 90 jaar;4;2010;25635;10.83;7117;278;30.07
1113;Totaal mannen en vrouwen;85 tot 90 jaar;5;2004;2480;1.37;340;137;1.87
1114;Totaal mannen en vrouwen;85 tot 90 jaar;5;2005;3305;1.71;457;138;2.36
1115;Totaal mannen en vrouwen;85 tot 90 jaar;5;2006;4030;1.98;592;147;2.9
1116;Totaal mannen en vrouwen;85 tot 90 jaar;5;2007;3270;1.53;492;151;2.31
1117;Totaal mannen en vrouwen;85 tot 90 jaar;5;2008;2305;1.03;351;152;1.56
1118;Totaal mannen en vrouwen;85 tot 90 jaar;5;2009;1800;0.77;280;156;1.2
1119;Totaal mannen en vrouwen;85 tot 90 jaar;5;2010;1485;0.63;237;160;1.0
1120;Totaal mannen en vrouwen;85 tot 90 jaar;6;2004;10835;5.97;1568;145;8.63
1121;Totaal mannen en vrouwen;85 tot 90 jaar;6;2005;10295;5.32;1270;123;6.57
1122;Totaal mannen en vrouwen;85 tot 90 jaar;6;2006;10755;5.28;1401;130;6.87
1123;Totaal mannen en vrouwen;85 tot 90 jaar;6;2007;12610;5.92;1946;154;9.13
1124;Totaal mannen en vrouwen;85 tot 90 jaar;6;2008;11820;5.25;1871;158;8.31
1125;Totaal mannen en vrouwen;85 tot 90 jaar;6;2009;10965;4.7;1769;161;7.58
1126;Totaal mannen en vrouwen;85 tot 90 jaar;6;2010;10915;4.61;1829;168;7.73
1127;Totaal mannen en vrouwen;85 tot 90 jaar;7;2004;24220;13.34;7417;306;40.84
1128;Totaal mannen en vrouwen;85 tot 90 jaar;7;2005;26545;13.72;8528;321;44.08
1129;Totaal mannen en vrouwen;85 tot 90 jaar;7;2006;28415;13.94;9682;341;47.49
1130;Totaal mannen en vrouwen;85 tot 90 jaar;7;2007;25830;12.12;9120;353;42.79
1131;Totaal mannen en vrouwen;85 tot 90 jaar;7;2008;21655;9.62;7733;357;34.36
1132;Totaal mannen en vrouwen;85 tot 90 jaar;7;2009;18025;7.72;6609;367;28.32
1133;Totaal mannen en vrouwen;85 tot 90 jaar;7;2010;15465;6.53;5735;371;24.23
1134;Totaal mannen en vrouwen;85 tot 90 jaar;8;2004;58650;32.29;5784;99;31.85
1135;Totaal mannen en vrouwen;85 tot 90 jaar;8;2005;65105;33.65;7861;121;40.63
1136;Totaal mannen en vrouwen;85 tot 90 jaar;8;2006;70700;34.68;8968;127;43.99
1137;Totaal mannen en vrouwen;85 tot 90 jaar;8;2007;71530;33.56;9295;130;43.61
1138;Totaal mannen en vrouwen;85 tot 90 jaar;8;2008;74275;33.0;9687;130;43.04
1139;Totaal mannen en vrouwen;85 tot 90 jaar;8;2009;76145;32.63;10242;135;43.89
1140;Totaal mannen en vrouwen;85 tot 90 jaar;8;2010;74160;31.33;10242;138;43.27
1141;Totaal mannen en vrouwen;85 tot 90 jaar;9;2004;54060;29.76;7470;138;41.13
1142;Totaal mannen en vrouwen;85 tot 90 jaar;9;2005;52055;26.91;6744;130;34.86
1143;Totaal mannen en vrouwen;85 tot 90 jaar;9;2006;54760;26.86;7132;130;34.99
1144;Totaal mannen en vrouwen;85 tot 90 jaar;9;2007;59330;27.84;7737;130;36.3
1145;Totaal mannen en vrouwen;85 tot 90 jaar;9;2008;65045;28.9;8730;134;38.79
