ID;Einddiploma;Perioden;TotaleUitgaven_1;TotaalPrimairOnderwijs_2;BasisonderwijsBao_3;SpeciaalBasisonderwijsSbao_4;SpeciaalOnderwijsWecSoWec_5;TotaalSecundairOnderwijs_6;TotaalVoortgezetOnderwijs_7;VoortgezetSpeciaalOnderwijsWec_8;AlgemeenVormendOnderwijsAvo_9;Praktijkonderwijs_10;LeerwegOndersteunendOnderwijsLwoo_11;Vmbo_12;Havo_13;Vwo_14;TotaalBve_15;MboBbl_16;MboBol_17;MboBolDeeltijd_18;Vavo_19;TotaalTertiairOnderwijs_20;TotaalHbo_21;HboVoltijd_22;HboDeeltijd_23;TotaalWo_24;WoVoltijd_25;WoDeeltijd_26
133;Mbo-bol2;2005;107.8;48.7;39.5;5.7;3.5;59.0;38.8;1.4;7.3;1.5;21.3;6.9;0.4;0.0;20.2;0.6;19.5;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
134;Mbo-bol2;2006;110.1;49.5;39.9;5.9;3.7;60.5;38.9;1.5;7.2;1.5;21.4;6.9;0.4;0.0;21.7;0.6;20.9;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
135;Mbo-bol2;2007;112.9;49.7;40.2;5.4;4.1;63.1;40.8;1.7;7.6;1.6;22.3;7.2;0.4;0.0;22.3;0.6;21.6;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
136;Mbo-bol2;2008;117.0;52.8;42.5;5.8;4.5;64.1;41.0;1.8;7.9;1.6;21.8;7.5;0.4;0.0;23.1;0.7;22.4;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
137;Mbo-bol2;2009;125.1;55.7;44.9;6.0;4.8;69.4;45.2;1.9;8.6;1.7;24.3;8.2;0.4;0.0;24.2;0.7;23.4;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
138;Mbo-bol2;2010;127.1;56.4;45.2;6.2;5.0;70.7;45.9;2.0;8.8;1.7;24.5;8.3;0.4;0.0;24.8;0.7;23.9;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
139;Mbo-bol2;2011;126.1;56.1;45.0;6.1;4.9;70.0;45.4;2.0;8.6;1.7;24.3;8.2;0.4;0.0;24.6;0.7;23.8;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
140;Mbo-bol2;2012;127.7;56.9;45.5;6.4;5.1;70.8;45.7;2.1;8.8;1.7;24.4;8.3;0.4;0.0;25.1;0.7;24.3;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
141;Mbo-bol2;2013;132.3;59.6;47.2;7.1;5.3;72.7;47.1;2.1;9.0;1.8;25.1;8.6;0.5;0.0;25.6;0.7;24.8;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
142;Mbo-bol2;2014;130.2;58.6;46.4;7.1;5.0;71.5;45.4;2.1;8.7;1.7;24.2;8.3;0.4;0.0;26.1;0.7;25.3;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
143;Mbo-bol2;2015;136.3;61.3;48.0;8.0;5.3;74.9;47.1;2.1;8.9;1.8;25.4;8.4;0.4;0.0;27.8;0.8;26.9;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
144;Mbo-bol3;1998;70.3;28.1;25.0;2.0;1.0;42.1;22.1;0.3;7.5;0.0;6.3;7.1;0.7;0.1;20.1;0.3;19.7;0.1;0.0;0.1;0.1;0.1;0.0;0.0;0.0;0.0
145;Mbo-bol3;1999;74.9;29.4;26.5;1.9;1.0;45.4;24.3;0.2;8.3;0.0;7.0;7.9;0.8;0.1;21.2;0.3;20.7;0.1;0.0;0.1;0.1;0.1;0.0;0.0;0.0;0.0
146;Mbo-bol3;2000;82.4;32.3;29.6;1.8;1.0;49.9;26.3;0.2;9.0;0.0;7.6;8.5;0.9;0.1;23.6;0.3;23.2;0.1;0.0;0.1;0.1;0.1;0.0;0.0;0.0;0.0
147;Mbo-bol3;2001;90.7;36.5;33.5;2.0;1.1;54.0;29.0;0.3;9.9;0.0;8.3;9.4;1.0;0.1;25.0;0.3;24.5;0.1;0.0;0.1;0.1;0.1;0.0;0.0;0.0;0.0
148;Mbo-bol3;2002;97.3;40.3;36.7;2.3;1.3;56.9;30.4;0.3;10.3;0.1;8.9;9.8;1.0;0.1;26.5;0.3;26.0;0.1;0.0;0.1;0.1;0.1;0.0;0.0;0.0;0.0
149;Mbo-bol3;2003;102.9;43.8;39.8;2.6;1.4;59.0;30.9;0.3;10.4;0.1;9.2;9.9;1.0;0.1;28.1;0.4;27.5;0.1;0.0;0.1;0.1;0.1;0.0;0.0;0.0;0.0
150;Mbo-bol3;2004;105.0;43.7;39.5;2.7;1.5;61.2;32.1;0.4;10.8;0.1;9.6;10.2;1.0;0.1;29.1;0.4;28.6;0.1;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0
151;Mbo-bol3;2005;108.9;45.4;41.3;2.6;1.5;63.4;33.1;0.4;11.0;0.1;10.0;10.4;1.1;0.1;30.3;0.4;29.7;0.1;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0
152;Mbo-bol3;2006;111.6;46.0;41.8;2.7;1.5;65.5;32.9;0.4;10.9;0.1;10.1;10.4;1.1;0.1;32.5;0.4;31.9;0.1;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0
153;Mbo-bol3;2007;114.6;46.3;42.1;2.5;1.7;68.2;34.7;0.4;11.6;0.1;10.5;11.0;1.1;0.1;33.5;0.5;32.9;0.1;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0
154;Mbo-bol3;2008;119.2;49.0;44.5;2.7;1.9;70.1;35.4;0.5;12.0;0.1;10.3;11.4;1.2;0.1;34.7;0.5;34.0;0.2;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0
155;Mbo-bol3;2009;126.9;51.7;47.0;2.8;2.0;75.0;38.7;0.5;13.0;0.1;11.4;12.4;1.3;0.1;36.3;0.5;35.6;0.2;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0
156;Mbo-bol3;2010;129.0;52.2;47.3;2.8;2.1;76.6;39.4;0.5;13.3;0.1;11.5;12.6;1.3;0.1;37.2;0.5;36.4;0.2;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0
157;Mbo-bol3;2011;128.0;52.0;47.1;2.8;2.0;75.8;38.9;0.5;13.1;0.1;11.4;12.4;1.3;0.1;36.9;0.5;36.2;0.2;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0
158;Mbo-bol3;2012;129.7;52.6;47.6;2.9;2.1;77.0;39.3;0.5;13.3;0.1;11.5;12.6;1.3;0.1;37.7;0.5;36.9;0.2;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0
159;Mbo-bol3;2013;134.0;54.9;49.4;3.3;2.2;78.9;40.5;0.5;13.7;0.1;11.8;13.0;1.3;0.1;38.5;0.5;37.7;0.2;0.1;0.1;0.1;0.1;0.0;0.0;0.0;0.0
160;Mbo-bol3;2014;132.4;54.0;48.6;3.3;2.1;78.3;39.0;0.5;13.2;0.1;11.4;12.5;1.3;0.1;39.2;0.5;38.5;0.2;0.1;0.2;0.1;0.1;0.0;0.0;0.0;0.0
161;Mbo-bol3;2015;138.2;56.1;50.2;3.7;2.2;81.9;40.1;0.5;13.4;0.1;11.9;12.7;1.3;0.1;41.8;0.6;41.0;0.2;0.1;0.2;0.2;0.2;0.0;0.0;0.0;0.0
162;Mbo-bol4;1998;71.1;27.3;25.3;1.2;0.8;43.5;21.0;0.2;8.7;0.0;2.6;7.8;1.6;0.1;22.6;0.2;22.2;0.1;0.1;0.3;0.3;0.3;0.0;0.0;0.0;0.0
163;Mbo-bol4;1999;75.9;28.7;26.8;1.1;0.7;46.9;23.1;0.2;9.6;0.0;2.8;8.6;1.7;0.2;23.8;0.2;23.4;0.1;0.1;0.3;0.3;0.3;0.0;0.0;0.0;0.0
164;Mbo-bol4;2000;83.6;31.7;29.9;1.1;0.7;51.6;25.0;0.2;10.4;0.0;3.1;9.3;1.9;0.2;26.6;0.3;26.1;0.1;0.1;0.4;0.3;0.3;0.0;0.0;0.0;0.0
165;Mbo-bol4;2001;91.9;35.8;33.8;1.2;0.8;55.7;27.6;0.2;11.5;0.0;3.4;10.2;2.1;0.2;28.2;0.3;27.7;0.1;0.1;0.4;0.4;0.4;0.0;0.0;0.0;0.0
166;Mbo-bol4;2002;98.4;39.4;37.1;1.3;1.0;58.6;28.8;0.2;11.9;0.0;3.6;10.7;2.2;0.2;29.8;0.3;29.3;0.1;0.1;0.4;0.4;0.4;0.0;0.0;0.0;0.0
167;Mbo-bol4;2003;103.9;42.8;40.2;1.5;1.1;60.7;29.2;0.2;12.0;0.0;3.8;10.7;2.2;0.2;31.6;0.3;31.1;0.1;0.1;0.4;0.4;0.4;0.0;0.0;0.0;0.0
168;Mbo-bol4;2004;106.0;42.7;40.0;1.6;1.1;63.0;30.2;0.2;12.4;0.0;3.9;11.1;2.3;0.2;32.8;0.3;32.2;0.1;0.1;0.4;0.4;0.4;0.0;0.0;0.0;0.0
169;Mbo-bol4;2005;110.0;44.4;41.8;1.6;1.1;65.1;31.0;0.2;12.7;0.0;4.1;11.4;2.3;0.2;34.1;0.3;33.5;0.2;0.1;0.4;0.4;0.4;0.0;0.0;0.0;0.0
170;Mbo-bol4;2006;112.8;45.0;42.2;1.6;1.1;67.4;30.8;0.3;12.6;0.0;4.1;11.3;2.3;0.2;36.6;0.4;36.0;0.2;0.1;0.4;0.4;0.4;0.0;0.0;0.0;0.0
171;Mbo-bol4;2007;116.0;45.3;42.5;1.5;1.3;70.3;32.5;0.3;13.4;0.0;4.3;11.9;2.4;0.2;37.7;0.4;37.1;0.2;0.1;0.4;0.4;0.4;0.0;0.0;0.0;0.0
172;Mbo-bol4;2008;120.9;48.0;45.0;1.6;1.4;72.5;33.5;0.3;13.8;0.0;4.2;12.4;2.5;0.2;39.0;0.4;38.4;0.2;0.1;0.5;0.4;0.4;0.0;0.0;0.0;0.0
173;Mbo-bol4;2009;128.4;50.6;47.5;1.6;1.5;77.4;36.5;0.3;15.1;0.0;4.7;13.4;2.7;0.3;40.8;0.4;40.1;0.2;0.1;0.5;0.5;0.5;0.0;0.0;0.0;0.0
174;Mbo-bol4;2010;130.6;51.1;47.8;1.7;1.6;79.1;37.3;0.4;15.4;0.0;4.7;13.7;2.8;0.3;41.8;0.4;41.1;0.2;0.1;0.5;0.5;0.5;0.0;0.0;0.0;0.0
175;Mbo-bol4;2011;129.6;50.8;47.6;1.7;1.5;78.3;36.7;0.3;15.1;0.0;4.7;13.5;2.8;0.3;41.5;0.4;40.8;0.2;0.1;0.5;0.5;0.5;0.0;0.0;0.0;0.0
176;Mbo-bol4;2012;131.5;51.4;48.1;1.7;1.6;79.6;37.2;0.4;15.3;0.0;4.7;13.7;2.8;0.3;42.4;0.4;41.7;0.2;0.1;0.5;0.5;0.5;0.0;0.0;0.0;0.0
177;Mbo-bol4;2013;135.6;53.5;50.0;1.9;1.6;81.6;38.3;0.4;15.8;0.0;4.8;14.1;2.9;0.3;43.3;0.4;42.5;0.2;0.1;0.5;0.5;0.5;0.0;0.0;0.0;0.0
178;Mbo-bol4;2014;134.2;52.6;49.1;1.9;1.6;81.1;36.9;0.4;15.2;0.0;4.6;13.6;2.8;0.3;44.2;0.4;43.4;0.2;0.1;0.5;0.5;0.5;0.0;0.0;0.0;0.0
179;Mbo-bol4;2015;139.9;54.6;50.8;2.2;1.6;84.8;37.8;0.4;15.5;0.0;4.9;13.9;2.8;0.3;47.0;0.5;46.2;0.2;0.1;0.5;0.5;0.5;0.0;0.0;0.0;0.0
180;Hbo;1998;89.4;26.2;25.3;0.5;0.4;32.1;24.6;0.1;9.4;0.0;0.8;3.3;7.3;3.6;7.6;0.3;7.1;0.0;0.2;31.1;30.3;29.5;0.9;0.7;0.7;0.0
181;Hbo;1999;94.5;27.6;26.8;0.5;0.4;35.0;27.0;0.1;10.3;0.0;0.9;3.6;8.0;4.0;8.0;0.3;7.4;0.0;0.2;31.8;31.0;30.1;0.9;0.8;0.8;0.0
182;Hbo;2000;101.0;30.7;29.9;0.4;0.4;38.2;29.3;0.1;11.2;0.0;1.0;4.0;8.7;4.3;8.9;0.4;8.3;0.0;0.2;32.0;31.3;30.4;0.9;0.8;0.8;0.0
183;Hbo;2001;110.6;34.7;33.8;0.5;0.5;41.8;32.3;0.1;12.4;0.0;1.1;4.4;9.6;4.8;9.4;0.4;8.8;0.0;0.2;34.0;33.3;32.3;1.0;0.7;0.7;0.0
184;Hbo;2002;116.4;38.2;37.1;0.5;0.6;43.7;33.7;0.2;12.9;0.0;1.2;4.5;10.0;5.0;10.0;0.4;9.3;0.0;0.2;34.5;33.8;32.8;1.0;0.8;0.8;0.0
185;Hbo;2003;121.7;41.4;40.2;0.6;0.6;44.6;34.0;0.2;13.0;0.0;1.2;4.6;10.0;5.0;10.6;0.4;9.9;0.0;0.2;35.7;34.9;33.9;1.0;0.8;0.8;0.0
186;Hbo;2004;124.1;41.2;39.9;0.6;0.6;46.2;35.2;0.2;13.5;0.0;1.3;4.7;10.4;5.2;11.0;0.5;10.2;0.0;0.2;36.7;35.8;34.8;1.0;0.8;0.8;0.0
187;Hbo;2005;127.9;43.0;41.7;0.6;0.6;47.5;36.1;0.2;13.8;0.0;1.3;4.9;10.6;5.3;11.4;0.5;10.7;0.0;0.3;37.4;36.6;35.6;1.0;0.8;0.8;0.0
188;Hbo;2006;129.1;43.5;42.2;0.6;0.7;48.1;35.8;0.2;13.7;0.0;1.3;4.8;10.5;5.3;12.3;0.5;11.4;0.0;0.3;37.5;36.7;35.7;1.0;0.8;0.8;0.0
189;Hbo;2007;133.9;43.8;42.5;0.6;0.7;50.5;37.9;0.2;14.4;0.0;1.4;5.1;11.1;5.6;12.7;0.5;11.8;0.0;0.3;39.6;38.7;37.6;1.1;0.9;0.8;0.0
190;Hbo;2008;139.5;46.4;45.0;0.6;0.8;52.2;39.1;0.2;15.0;0.0;1.4;5.3;11.5;5.7;13.1;0.6;12.2;0.0;0.3;40.9;40.0;38.9;1.1;0.9;0.9;0.0
191;Hbo;2009;147.6;49.0;47.5;0.7;0.9;56.3;42.6;0.3;16.3;0.0;1.5;5.7;12.6;6.3;13.7;0.6;12.8;0.0;0.3;42.3;41.4;40.3;1.2;0.9;0.9;0.0
192;Hbo;2010;150.9;49.4;47.8;0.7;0.9;57.5;43.5;0.3;16.6;0.0;1.5;5.9;12.8;6.4;14.0;0.6;13.1;0.0;0.3;44.0;43.1;41.9;1.2;0.9;0.9;0.0
193;Hbo;2011;149.6;49.1;47.6;0.7;0.9;56.8;42.9;0.3;16.4;0.0;1.5;5.8;12.6;6.3;14.0;0.6;13.0;0.0;0.3;43.7;42.8;41.6;1.2;0.9;0.9;0.0
194;Hbo;2012;151.7;49.6;48.0;0.7;0.9;57.7;43.4;0.3;16.6;0.0;1.5;5.8;12.8;6.4;14.2;0.6;13.3;0.0;0.3;44.4;43.4;42.2;1.2;1.0;1.0;0.0
195;Hbo;2013;156.1;51.6;49.9;0.8;0.9;59.2;44.7;0.3;17.1;0.0;1.6;6.0;13.2;6.6;14.5;0.6;13.5;0.0;0.3;45.2;44.2;43.0;1.2;1.0;1.0;0.0
196;Hbo;2014;154.2;50.8;49.1;0.8;0.9;57.9;43.1;0.3;16.5;0.0;1.5;5.8;12.7;6.3;14.8;0.6;13.8;0.0;0.3;45.5;44.6;43.3;1.2;0.9;0.9;0.0
197;Hbo;2015;158.7;52.6;50.7;0.9;0.9;59.8;44.0;0.3;16.8;0.0;1.6;5.9;13.0;6.5;15.8;0.7;14.7;0.0;0.3;46.4;45.4;44.2;1.3;0.9;0.9;0.0
198;Wo (bachelor);1998;;;;;;;;;;;;;;;;;;;;;;;;;;
199;Wo (bachelor);1999;;;;;;;;;;;;;;;;;;;;;;;;;;
200;Wo (bachelor);2000;;;;;;;;;;;;;;;;;;;;;;;;;;
201;Wo (bachelor);2001;;;;;;;;;;;;;;;;;;;;;;;;;;
202;Wo (bachelor);2002;;;;;;;;;;;;;;;;;;;;;;;;;;
203;Wo (bachelor);2003;;;;;;;;;;;;;;;;;;;;;;;;;;
204;Wo (bachelor);2004;116.9;39.9;39.6;0.1;0.2;41.3;40.8;0.1;13.8;0.0;0.1;0.3;1.8;24.8;0.6;0.0;0.3;0.0;0.2;35.7;1.4;1.4;0.0;34.3;34.1;0.2
205;Wo (bachelor);2005;118.5;41.7;41.4;0.1;0.2;42.3;41.7;0.1;14.1;0.0;0.1;0.3;1.9;25.3;0.6;0.0;0.3;0.0;0.2;34.6;1.5;1.4;0.0;33.1;32.9;0.2
206;Wo (bachelor);2006;119.3;42.1;41.9;0.1;0.2;42.0;41.4;0.1;14.0;0.0;0.1;0.3;1.9;25.1;0.6;0.0;0.3;0.0;0.3;35.2;1.5;1.5;0.0;33.8;33.6;0.2
207;Wo (bachelor);2007;123.7;42.4;42.2;0.1;0.2;44.4;43.8;0.1;14.8;0.0;0.1;0.3;2.0;26.6;0.6;0.0;0.3;0.0;0.3;36.8;1.5;1.5;0.0;35.3;35.1;0.2
208;Wo (bachelor);2008;128.5;44.9;44.6;0.1;0.2;46.0;45.3;0.1;15.3;0.0;0.1;0.3;2.1;27.5;0.7;0.0;0.4;0.0;0.3;37.7;1.6;1.6;0.0;36.1;35.9;0.2
209;Wo (bachelor);2009;134.9;47.4;47.1;0.1;0.2;50.0;49.3;0.1;16.6;0.0;0.1;0.3;2.2;29.9;0.7;0.0;0.4;0.0;0.3;37.5;1.6;1.6;0.0;35.8;35.6;0.2
210;Wo (bachelor);2010;138.5;47.7;47.4;0.1;0.2;51.1;50.4;0.1;17.0;0.0;0.1;0.3;2.3;30.6;0.7;0.0;0.4;0.0;0.3;39.7;1.7;1.7;0.0;38.0;37.8;0.2
211;Wo (bachelor);2011;135.2;47.5;47.2;0.1;0.2;50.3;49.6;0.1;16.7;0.0;0.1;0.3;2.2;30.1;0.7;0.0;0.4;0.0;0.3;37.4;1.7;1.7;0.0;35.7;35.5;0.2
212;Wo (bachelor);2012;140.6;48.0;47.7;0.1;0.2;51.0;50.3;0.1;17.0;0.0;0.1;0.3;2.3;30.5;0.7;0.0;0.4;0.0;0.3;41.6;1.7;1.7;0.0;39.9;39.7;0.2
213;Wo (bachelor);2013;144.2;49.9;49.5;0.1;0.3;52.5;51.8;0.1;17.5;0.0;0.1;0.4;2.3;31.5;0.7;0.0;0.4;0.0;0.3;41.8;1.8;1.8;0.0;40.1;39.9;0.2
214;Wo (bachelor);2014;139.8;49.0;48.7;0.1;0.2;50.6;49.9;0.1;16.8;0.0;0.1;0.3;2.3;30.3;0.7;0.0;0.4;0.0;0.3;40.1;1.8;1.8;0.0;38.3;38.1;0.2
215;Wo (bachelor);2015;143.1;50.7;50.3;0.1;0.3;51.7;50.9;0.1;17.2;0.0;0.1;0.3;2.3;30.9;0.8;0.0;0.4;0.0;0.3;40.7;1.8;1.8;0.0;38.9;38.7;0.2
216;Wo (master);1998;98.7;25.4;25.1;0.1;0.2;28.8;27.9;0.1;9.6;0.0;0.1;0.6;3.0;14.6;0.9;0.0;0.7;0.0;0.2;44.5;7.3;7.3;0.0;37.2;36.7;0.5
217;Wo (master);1999;108.2;26.9;26.6;0.1;0.2;31.7;30.7;0.1;10.6;0.0;0.1;0.6;3.3;16.0;1.0;0.0;0.7;0.0;0.2;49.7;7.5;7.5;0.0;42.2;41.6;0.6
218;Wo (master);2000;112.0;29.9;29.7;0.1;0.2;34.3;33.3;0.1;11.5;0.0;0.1;0.7;3.6;17.4;1.1;0.0;0.8;0.0;0.2;47.7;7.6;7.5;0.0;40.2;39.6;0.5
219;Wo (master);2001;118.4;33.9;33.6;0.1;0.2;37.9;36.7;0.1;12.7;0.0;0.1;0.7;3.9;19.2;1.1;0.0;0.9;0.0;0.2;46.6;8.1;8.0;0.0;38.6;38.0;0.5
220;Wo (master);2002;125.9;37.2;36.9;0.1;0.2;39.4;38.2;0.1;13.2;0.0;0.2;0.8;4.1;20.0;1.2;0.0;0.9;0.0;0.2;49.3;8.2;8.1;0.0;41.1;40.6;0.6
221;Wo (master);2003;129.5;40.3;39.9;0.1;0.2;39.8;38.5;0.1;13.3;0.0;0.2;0.8;4.1;20.1;1.3;0.0;1.0;0.0;0.2;49.5;8.5;8.4;0.0;41.0;40.5;0.6
222;Wo (master);2004;133.1;40.1;39.7;0.1;0.2;41.2;39.9;0.1;13.8;0.0;0.2;0.8;4.3;20.8;1.3;0.0;1.0;0.0;0.2;51.8;8.7;8.6;0.1;43.1;42.6;0.6
223;Wo (master);2005;134.6;41.8;41.5;0.1;0.2;42.2;40.8;0.1;14.1;0.0;0.2;0.8;4.4;21.3;1.4;0.0;1.1;0.0;0.3;50.6;8.9;8.8;0.1;41.7;41.1;0.6
224;Wo (master);2006;135.8;42.3;41.9;0.1;0.3;42.0;40.5;0.1;14.0;0.0;0.2;0.8;4.3;21.2;1.5;0.0;1.2;0.0;0.3;51.4;8.9;8.8;0.1;42.5;42.0;0.6
225;Wo (master);2007;140.9;42.6;42.2;0.1;0.3;44.4;42.9;0.1;14.8;0.0;0.2;0.9;4.6;22.4;1.5;0.0;1.2;0.0;0.3;53.9;9.4;9.3;0.1;44.5;43.9;0.6
226;Wo (master);2008;146.2;45.1;44.7;0.1;0.3;46.0;44.4;0.1;15.3;0.0;0.2;0.9;4.8;23.2;1.6;0.0;1.2;0.0;0.3;55.1;9.7;9.6;0.1;45.4;44.8;0.6
227;Wo (master);2009;152.7;47.6;47.2;0.1;0.3;50.0;48.3;0.1;16.6;0.0;0.2;1.0;5.2;25.2;1.7;0.0;1.3;0.0;0.3;55.2;10.0;10.0;0.1;45.1;44.5;0.6
228;Wo (master);2010;157.3;48.0;47.5;0.1;0.3;51.0;49.3;0.1;17.0;0.0;0.2;1.0;5.3;25.8;1.7;0.0;1.3;0.0;0.3;58.3;10.4;10.4;0.1;47.9;47.2;0.6
229;Wo (master);2011;153.4;47.8;47.3;0.1;0.3;50.3;48.6;0.1;16.7;0.0;0.2;1.0;5.2;25.4;1.7;0.0;1.3;0.0;0.3;55.3;10.4;10.3;0.1;44.9;44.3;0.6
230;Wo (master);2012;159.9;48.2;47.7;0.1;0.3;51.0;49.2;0.1;17.0;0.0;0.2;1.0;5.3;25.7;1.7;0.0;1.3;0.0;0.3;60.7;10.5;10.5;0.1;50.2;49.5;0.7
231;Wo (master);2013;163.8;50.1;49.6;0.2;0.4;52.5;50.7;0.1;17.5;0.0;0.2;1.0;5.4;26.5;1.7;0.1;1.4;0.0;0.3;61.2;10.7;10.7;0.1;50.5;49.8;0.7
232;Wo (master);2014;159.0;49.3;48.8;0.2;0.3;50.7;48.9;0.1;16.8;0.0;0.2;1.0;5.2;25.5;1.8;0.1;1.4;0.0;0.3;59.0;10.8;10.7;0.1;48.2;47.6;0.6
233;Wo (master);2015;162.7;51.0;50.4;0.2;0.4;51.7;49.8;0.1;17.2;0.0;0.2;1.0;5.3;26.0;1.9;0.1;1.5;0.0;0.3;60.0;11.0;10.9;0.1;49.0;48.3;0.7
