ID;Einddiploma;Perioden;TotaleUitgaven_1;TotaalPrimairOnderwijs_2;BasisonderwijsBao_3;SpeciaalBasisonderwijsSbao_4;SpeciaalOnderwijsWecSoWec_5;TotaalSecundairOnderwijs_6;TotaalVoortgezetOnderwijs_7;VoortgezetSpeciaalOnderwijsWec_8;AlgemeenVormendOnderwijsAvo_9;Praktijkonderwijs_10;LeerwegOndersteunendOnderwijsLwoo_11;Vmbo_12;Havo_13;Vwo_14;TotaalBve_15;MboBbl_16;MboBol_17;MboBolDeeltijd_18;Vavo_19;TotaalTertiairOnderwijs_20;TotaalHbo_21;HboVoltijd_22;HboDeeltijd_23;TotaalWo_24;WoVoltijd_25;WoDeeltijd_26
0;Primair onderwijs;1998;28.6;28.6;24.4;2.0;2.2;;;;;;;;;;;;;;;;;;;;;
1;Primair onderwijs;1999;29.8;29.8;25.9;1.9;2.1;;;;;;;;;;;;;;;;;;;;;
2;Primair onderwijs;2000;32.7;32.7;28.9;1.7;2.1;;;;;;;;;;;;;;;;;;;;;
3;Primair onderwijs;2001;36.9;36.9;32.7;1.9;2.3;;;;;;;;;;;;;;;;;;;;;
4;Primair onderwijs;2002;40.8;40.8;35.9;2.2;2.7;;;;;;;;;;;;;;;;;;;;;
5;Primair onderwijs;2003;44.4;44.4;38.8;2.5;3.1;;;;;;;;;;;;;;;;;;;;;
6;Primair onderwijs;2004;44.3;44.3;38.6;2.6;3.1;;;;;;;;;;;;;;;;;;;;;
7;Primair onderwijs;2005;46.0;46.0;40.4;2.5;3.1;;;;;;;;;;;;;;;;;;;;;
8;Primair onderwijs;2006;46.7;46.7;40.8;2.6;3.3;;;;;;;;;;;;;;;;;;;;;
9;Primair onderwijs;2007;47.1;47.1;41.1;2.4;3.6;;;;;;;;;;;;;;;;;;;;;
10;Primair onderwijs;2008;50.0;50.0;43.5;2.6;4.0;;;;;;;;;;;;;;;;;;;;;
11;Primair onderwijs;2009;52.8;52.8;45.9;2.7;4.2;;;;;;;;;;;;;;;;;;;;;
12;Primair onderwijs;2010;53.4;53.4;46.2;2.7;4.4;;;;;;;;;;;;;;;;;;;;;
13;Primair onderwijs;2011;53.1;53.1;46.0;2.7;4.4;;;;;;;;;;;;;;;;;;;;;
14;Primair onderwijs;2012;53.7;53.7;46.5;2.8;4.5;;;;;;;;;;;;;;;;;;;;;
15;Primair onderwijs;2013;56.1;56.1;48.3;3.1;4.7;;;;;;;;;;;;;;;;;;;;;
16;Primair onderwijs;2014;55.1;55.1;47.5;3.1;4.5;;;;;;;;;;;;;;;;;;;;;
17;Primair onderwijs;2015;57.3;57.3;49.1;3.5;4.7;;;;;;;;;;;;;;;;;;;;;
18;Vmbo;1998;50.0;28.1;25.0;2.1;0.9;22.0;21.9;0.2;7.4;0.0;6.8;7.4;0.2;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;
19;Vmbo;1999;53.6;29.4;26.5;2.0;0.9;24.1;24.1;0.2;8.1;0.0;7.5;8.1;0.2;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;
20;Vmbo;2000;58.5;32.4;29.6;1.9;0.9;26.2;26.1;0.2;8.8;0.0;8.1;8.8;0.2;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;
21;Vmbo;2001;65.4;36.5;33.5;2.0;1.0;28.9;28.9;0.2;9.7;0.0;9.0;9.7;0.2;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;
22;Vmbo;2002;70.6;40.3;36.8;2.4;1.2;30.3;30.3;0.2;10.1;0.0;9.6;10.1;0.3;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;
23;Vmbo;2003;74.6;43.8;39.8;2.7;1.3;30.8;30.8;0.2;10.2;0.0;9.9;10.2;0.3;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;
24;Vmbo;2004;75.7;43.7;39.6;2.8;1.3;32.0;31.9;0.2;10.6;0.0;10.3;10.6;0.3;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;
25;Vmbo;2005;78.4;45.4;41.4;2.8;1.3;33.0;32.9;0.2;10.8;0.0;10.8;10.8;0.3;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;
26;Vmbo;2006;78.9;46.0;41.8;2.8;1.4;32.8;32.8;0.2;10.7;0.0;10.8;10.7;0.3;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;
27;Vmbo;2007;80.8;46.3;42.1;2.6;1.5;34.6;34.5;0.3;11.4;0.0;11.3;11.3;0.3;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;
28;Vmbo;2008;84.2;49.0;44.5;2.8;1.7;35.2;35.1;0.3;11.8;0.0;11.0;11.7;0.3;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;
29;Vmbo;2009;90.3;51.7;47.0;2.9;1.8;38.5;38.5;0.3;12.8;0.0;12.3;12.8;0.3;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;
30;Vmbo;2010;91.4;52.2;47.4;3.0;1.9;39.2;39.2;0.3;13.1;0.0;12.4;13.1;0.3;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;
31;Vmbo;2011;90.7;51.9;47.2;2.9;1.8;38.7;38.7;0.3;12.9;0.0;12.3;12.9;0.3;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;
32;Vmbo;2012;91.7;52.6;47.6;3.1;1.9;39.1;39.1;0.3;13.0;0.0;12.3;13.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;
33;Vmbo;2013;95.1;54.9;49.5;3.4;2.0;40.3;40.2;0.3;13.4;0.0;12.7;13.4;0.3;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;
34;Vmbo;2014;92.8;54.0;48.6;3.4;1.9;38.8;38.8;0.3;12.9;0.0;12.2;12.9;0.3;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;
35;Vmbo;2015;96.1;56.1;50.3;3.9;2.0;39.9;39.9;0.3;13.2;0.0;12.8;13.2;0.3;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;
36;Havo;1998;51.8;25.8;25.3;0.2;0.3;25.9;25.7;0.1;9.7;0.0;0.1;1.4;12.7;1.6;0.2;0.0;0.0;0.0;0.2;;;;;;;
37;Havo;1999;55.8;27.3;26.8;0.2;0.3;28.5;28.3;0.1;10.7;0.0;0.2;1.5;14.0;1.8;0.2;0.0;0.0;0.0;0.2;;;;;;;
38;Havo;2000;61.3;30.4;29.9;0.2;0.3;30.9;30.6;0.1;11.6;0.0;0.2;1.6;15.2;1.9;0.3;0.0;0.0;0.0;0.3;;;;;;;
39;Havo;2001;68.5;34.4;33.9;0.2;0.4;34.1;33.8;0.1;12.8;0.0;0.2;1.8;16.8;2.1;0.3;0.0;0.0;0.0;0.3;;;;;;;
40;Havo;2002;73.3;37.8;37.2;0.2;0.4;35.5;35.2;0.2;13.4;0.0;0.2;1.9;17.4;2.2;0.3;0.0;0.0;0.0;0.3;;;;;;;
41;Havo;2003;76.8;40.9;40.2;0.2;0.5;35.8;35.5;0.2;13.5;0.0;0.2;1.9;17.6;2.2;0.3;0.0;0.0;0.0;0.3;;;;;;;
42;Havo;2004;77.9;40.7;40.0;0.2;0.5;37.1;36.8;0.2;13.9;0.0;0.2;1.9;18.2;2.3;0.3;0.0;0.0;0.0;0.3;;;;;;;
43;Havo;2005;80.5;42.5;41.8;0.2;0.5;38.0;37.6;0.2;14.3;0.0;0.2;2.0;18.6;2.3;0.3;0.0;0.0;0.0;0.3;;;;;;;
44;Havo;2006;80.8;43.0;42.3;0.2;0.5;37.8;37.4;0.2;14.2;0.0;0.2;2.0;18.5;2.3;0.4;0.0;0.0;0.0;0.4;;;;;;;
45;Havo;2007;83.3;43.3;42.6;0.2;0.6;39.9;39.5;0.2;15.0;0.0;0.2;2.1;19.6;2.5;0.4;0.0;0.0;0.0;0.4;;;;;;;
46;Havo;2008;87.2;45.9;45.0;0.2;0.6;41.3;40.9;0.2;15.5;0.0;0.2;2.2;20.2;2.6;0.4;0.0;0.0;0.0;0.4;;;;;;;
47;Havo;2009;93.4;48.4;47.5;0.2;0.7;45.0;44.5;0.3;16.9;0.0;0.3;2.4;22.0;2.8;0.4;0.0;0.0;0.0;0.4;;;;;;;
48;Havo;2010;94.7;48.8;47.9;0.2;0.7;45.9;45.5;0.3;17.2;0.0;0.3;2.4;22.5;2.8;0.4;0.0;0.0;0.0;0.4;;;;;;;
49;Havo;2011;93.8;48.6;47.7;0.2;0.7;45.2;44.8;0.3;17.0;0.0;0.3;2.4;22.2;2.8;0.4;0.0;0.0;0.0;0.4;;;;;;;
50;Havo;2012;94.9;49.1;48.1;0.2;0.7;45.8;45.4;0.3;17.2;0.0;0.3;2.4;22.5;2.8;0.4;0.0;0.0;0.0;0.4;;;;;;;
51;Havo;2013;98.2;51.0;50.0;0.3;0.7;47.2;46.8;0.3;17.7;0.0;0.3;2.5;23.1;2.9;0.4;0.0;0.0;0.0;0.4;;;;;;;
52;Havo;2014;95.7;50.1;49.2;0.3;0.7;45.5;45.1;0.3;17.1;0.0;0.3;2.4;22.3;2.8;0.4;0.0;0.0;0.0;0.4;;;;;;;
53;Havo;2015;98.3;51.9;50.8;0.3;0.7;46.4;46.0;0.3;17.4;0.0;0.3;2.4;22.7;2.9;0.5;0.0;0.0;0.0;0.5;;;;;;;
54;Vwo;1998;54.1;25.2;25.0;0.0;0.1;28.9;28.8;0.0;9.6;0.0;0.0;0.0;0.5;18.6;0.1;0.0;0.0;0.0;0.1;;;;;;;
55;Vwo;1999;58.5;26.7;26.5;0.0;0.1;31.8;31.7;0.0;10.6;0.0;0.0;0.0;0.6;20.5;0.1;0.0;0.0;0.0;0.1;;;;;;;
56;Vwo;2000;64.2;29.7;29.6;0.0;0.1;34.5;34.3;0.0;11.4;0.0;0.0;0.0;0.6;22.2;0.2;0.0;0.0;0.0;0.2;;;;;;;
57;Vwo;2001;71.7;33.6;33.5;0.0;0.1;38.1;37.9;0.0;12.6;0.0;0.0;0.0;0.7;24.5;0.2;0.0;0.0;0.0;0.2;;;;;;;
58;Vwo;2002;76.6;36.9;36.8;0.0;0.1;39.6;39.4;0.0;13.1;0.0;0.0;0.0;0.7;25.5;0.2;0.0;0.0;0.0;0.2;;;;;;;
59;Vwo;2003;79.9;40.0;39.8;0.0;0.1;39.9;39.7;0.0;13.2;0.0;0.0;0.0;0.7;25.7;0.2;0.0;0.0;0.0;0.2;;;;;;;
60;Vwo;2004;81.1;39.8;39.6;0.0;0.1;41.4;41.2;0.0;13.7;0.0;0.0;0.0;0.7;26.6;0.2;0.0;0.0;0.0;0.2;;;;;;;
61;Vwo;2005;83.9;41.6;41.4;0.0;0.1;42.3;42.1;0.0;14.0;0.0;0.0;0.0;0.8;27.2;0.2;0.0;0.0;0.0;0.2;;;;;;;
62;Vwo;2006;84.0;42.0;41.8;0.0;0.1;42.0;41.8;0.1;13.9;0.0;0.0;0.0;0.7;27.0;0.2;0.0;0.0;0.0;0.2;;;;;;;
63;Vwo;2007;86.8;42.3;42.1;0.0;0.2;44.4;44.2;0.1;14.7;0.0;0.0;0.0;0.8;28.5;0.2;0.0;0.0;0.0;0.2;;;;;;;
64;Vwo;2008;90.8;44.8;44.6;0.0;0.2;46.0;45.8;0.1;15.3;0.0;0.0;0.0;0.8;29.6;0.2;0.0;0.0;0.0;0.2;;;;;;;
65;Vwo;2009;97.3;47.3;47.1;0.0;0.2;50.0;49.8;0.1;16.6;0.0;0.0;0.0;0.9;32.2;0.3;0.0;0.0;0.0;0.3;;;;;;;
66;Vwo;2010;98.7;47.6;47.4;0.0;0.2;51.1;50.9;0.1;16.9;0.0;0.0;0.0;0.9;32.8;0.3;0.0;0.0;0.0;0.3;;;;;;;
67;Vwo;2011;97.8;47.4;47.2;0.0;0.2;50.3;50.1;0.1;16.7;0.0;0.0;0.0;0.9;32.4;0.2;0.0;0.0;0.0;0.2;;;;;;;
68;Vwo;2012;98.9;47.9;47.6;0.0;0.2;51.0;50.8;0.1;16.9;0.0;0.0;0.0;0.9;32.8;0.3;0.0;0.0;0.0;0.3;;;;;;;
69;Vwo;2013;102.3;49.8;49.5;0.1;0.2;52.6;52.3;0.1;17.4;0.0;0.0;0.1;0.9;33.8;0.3;0.0;0.0;0.0;0.3;;;;;;;
70;Vwo;2014;99.6;48.9;48.7;0.1;0.2;50.7;50.4;0.1;16.8;0.0;0.0;0.1;0.9;32.6;0.3;0.0;0.0;0.0;0.3;;;;;;;
71;Vwo;2015;102.2;50.6;50.3;0.1;0.2;51.7;51.4;0.1;17.1;0.0;0.0;0.1;0.9;33.2;0.3;0.0;0.0;0.0;0.3;;;;;;;
72;Mbo-bbl2;1998;71.5;29.8;24.3;3.5;2.0;41.5;23.7;0.7;6.3;1.0;9.0;5.9;0.7;0.1;17.9;15.1;2.7;0.0;0.0;0.2;0.2;0.2;0.0;0.0;0.0;0.0
73;Mbo-bbl2;1999;75.5;30.9;25.7;3.4;1.9;44.4;26.0;0.7;7.0;1.1;9.9;6.4;0.8;0.1;18.5;15.5;2.9;0.0;0.0;0.2;0.2;0.2;0.0;0.0;0.0;0.0
74;Mbo-bbl2;2000;82.1;33.7;28.7;3.1;1.9;48.2;28.1;0.7;7.6;1.2;10.7;7.0;0.8;0.1;20.2;16.9;3.2;0.0;0.0;0.2;0.2;0.2;0.0;0.0;0.0;0.0
75;Mbo-bbl2;2001;90.5;38.0;32.5;3.4;2.1;52.3;31.0;0.8;8.4;1.3;11.8;7.7;0.9;0.1;21.3;17.8;3.4;0.0;0.0;0.2;0.2;0.2;0.0;0.0;0.0;0.0
76;Mbo-bbl2;2002;97.6;42.0;35.6;3.9;2.4;55.4;32.7;0.9;8.7;1.4;12.6;8.0;0.9;0.1;22.7;19.0;3.6;0.0;0.0;0.2;0.2;0.2;0.0;0.0;0.0;0.0
77;Mbo-bbl2;2003;103.4;45.8;38.6;4.5;2.7;57.4;33.4;1.0;8.8;1.5;13.0;8.1;1.0;0.1;24.0;20.0;3.8;0.0;0.1;0.2;0.2;0.2;0.0;0.0;0.0;0.0
78;Mbo-bbl2;2004;105.7;45.8;38.4;4.7;2.8;59.7;34.7;1.1;9.1;1.5;13.5;8.4;1.0;0.1;25.0;20.9;4.0;0.0;0.1;0.2;0.2;0.2;0.0;0.0;0.0;0.0
79;Mbo-bbl2;2005;109.7;47.4;40.1;4.6;2.8;62.0;35.8;1.0;9.3;1.6;14.2;8.6;1.0;0.1;26.2;21.9;4.1;0.0;0.1;0.2;0.2;0.2;0.0;0.0;0.0;0.0
80;Mbo-bbl2;2006;112.4;48.2;40.5;4.7;2.9;64.0;35.8;1.1;9.2;1.6;14.3;8.5;1.0;0.1;28.2;23.7;4.4;0.0;0.1;0.2;0.2;0.2;0.0;0.0;0.0;0.0
81;Mbo-bbl2;2007;115.6;48.4;40.8;4.3;3.2;66.9;37.6;1.2;9.7;1.7;14.8;9.0;1.1;0.1;29.3;24.6;4.6;0.0;0.1;0.2;0.2;0.2;0.0;0.0;0.0;0.0
82;Mbo-bbl2;2008;120.3;51.4;43.2;4.6;3.5;68.7;38.1;1.3;10.1;1.6;14.5;9.3;1.1;0.1;30.5;25.7;4.7;0.0;0.1;0.3;0.2;0.2;0.0;0.0;0.0;0.0
83;Mbo-bbl2;2009;128.2;54.2;45.6;4.8;3.8;73.7;41.9;1.4;11.0;1.8;16.2;10.1;1.2;0.1;31.8;26.8;5.0;0.0;0.1;0.3;0.3;0.2;0.0;0.0;0.0;0.0
84;Mbo-bbl2;2010;130.2;54.8;45.9;4.9;4.0;75.1;42.6;1.5;11.2;1.8;16.4;10.3;1.2;0.1;32.5;27.4;5.1;0.0;0.1;0.3;0.3;0.3;0.0;0.0;0.0;0.0
85;Mbo-bbl2;2011;130.1;54.5;45.7;4.9;3.9;75.4;42.1;1.5;11.0;1.8;16.2;10.2;1.2;0.1;33.3;28.1;5.0;0.0;0.1;0.3;0.3;0.3;0.0;0.0;0.0;0.0
86;Mbo-bbl2;2012;131.3;55.2;46.1;5.1;4.0;75.7;42.4;1.5;11.2;1.8;16.2;10.3;1.2;0.1;33.3;28.1;5.1;0.0;0.1;0.3;0.3;0.3;0.0;0.0;0.0;0.0
87;Mbo-bbl2;2013;134.8;57.8;48.0;5.7;4.2;76.7;43.7;1.6;11.5;1.9;16.7;10.6;1.3;0.1;33.0;27.7;5.3;0.0;0.1;0.3;0.3;0.3;0.0;0.0;0.0;0.0
88;Mbo-bbl2;2014;133.0;56.8;47.1;5.7;4.0;75.9;42.1;1.5;11.1;1.8;16.1;10.3;1.2;0.1;33.7;28.3;5.4;0.0;0.1;0.3;0.3;0.3;0.0;0.0;0.0;0.0
89;Mbo-bbl2;2015;139.3;59.3;48.7;6.4;4.2;79.7;43.5;1.6;11.3;1.9;16.9;10.4;1.2;0.1;36.2;30.4;5.7;0.0;0.1;0.3;0.3;0.3;0.0;0.0;0.0;0.0
90;Mbo-bbl3;1998;79.1;28.1;25.0;2.1;1.0;50.7;22.4;0.2;7.4;0.0;6.9;6.8;1.0;0.1;28.3;22.8;5.4;0.0;0.0;0.3;0.3;0.3;0.0;0.0;0.0;0.0
91;Mbo-bbl3;1999;83.6;29.4;26.5;2.0;0.9;53.8;24.6;0.2;8.1;0.0;7.6;7.5;1.1;0.1;29.2;23.5;5.7;0.0;0.0;0.4;0.3;0.3;0.0;0.0;0.0;0.0
92;Mbo-bbl3;2000;91.3;32.4;29.5;1.9;0.9;58.6;26.7;0.2;8.8;0.1;8.2;8.1;1.2;0.1;32.0;25.5;6.3;0.0;0.0;0.4;0.3;0.3;0.0;0.0;0.0;0.0
93;Mbo-bbl3;2001;100.2;36.5;33.4;2.1;1.0;63.3;29.4;0.2;9.7;0.1;9.0;8.9;1.3;0.1;33.8;27.0;6.7;0.0;0.1;0.4;0.4;0.4;0.0;0.0;0.0;0.0
94;Mbo-bbl3;2002;107.5;40.3;36.7;2.4;1.2;66.9;30.9;0.3;10.1;0.1;9.6;9.3;1.4;0.2;36.0;28.8;7.1;0.0;0.1;0.4;0.4;0.4;0.0;0.0;0.0;0.0
95;Mbo-bbl3;2003;113.6;43.8;39.7;2.7;1.4;69.4;31.4;0.3;10.2;0.1;10.0;9.4;1.4;0.2;38.0;30.3;7.5;0.1;0.1;0.4;0.4;0.4;0.0;0.0;0.0;0.0
96;Mbo-bbl3;2004;116.3;43.7;39.5;2.8;1.4;72.2;32.6;0.3;10.6;0.1;10.4;9.7;1.4;0.2;39.6;31.7;7.8;0.1;0.1;0.4;0.4;0.4;0.0;0.0;0.0;0.0
97;Mbo-bbl3;2005;120.9;45.4;41.3;2.8;1.4;75.0;33.6;0.3;10.8;0.1;10.9;9.9;1.5;0.2;41.4;33.2;8.1;0.1;0.1;0.4;0.4;0.4;0.0;0.0;0.0;0.0
98;Mbo-bbl3;2006;124.7;46.0;41.7;2.9;1.5;78.2;33.5;0.3;10.7;0.1;10.9;9.9;1.5;0.2;44.7;35.9;8.7;0.1;0.1;0.4;0.4;0.4;0.0;0.0;0.0;0.0
99;Mbo-bbl3;2007;128.3;46.3;42.0;2.6;1.6;81.6;35.2;0.3;11.3;0.1;11.4;10.4;1.5;0.2;46.4;37.3;9.0;0.1;0.1;0.4;0.4;0.4;0.0;0.0;0.0;0.0
100;Mbo-bbl3;2008;133.7;49.0;44.5;2.8;1.8;84.2;35.9;0.4;11.7;0.1;11.1;10.8;1.6;0.2;48.3;38.9;9.3;0.1;0.1;0.5;0.4;0.4;0.0;0.0;0.0;0.0
101;Mbo-bbl3;2009;141.9;51.7;46.9;2.9;1.9;89.7;39.3;0.4;12.8;0.1;12.4;11.7;1.7;0.2;50.4;40.6;9.7;0.1;0.1;0.5;0.5;0.5;0.0;0.0;0.0;0.0
102;Mbo-bbl3;2010;144.3;52.2;47.3;3.0;2.0;91.6;40.0;0.4;13.0;0.1;12.5;12.0;1.8;0.2;51.5;41.4;10.0;0.1;0.1;0.5;0.5;0.5;0.0;0.0;0.0;0.0
103;Mbo-bbl3;2011;144.6;52.0;47.1;3.0;1.9;92.1;39.5;0.4;12.8;0.1;12.4;11.8;1.8;0.2;52.6;42.6;9.9;0.1;0.1;0.5;0.5;0.5;0.0;0.0;0.0;0.0
104;Mbo-bbl3;2012;145.7;52.6;47.5;3.1;2.0;92.6;39.9;0.4;13.0;0.1;12.4;12.0;1.8;0.2;52.7;42.5;10.1;0.1;0.1;0.5;0.5;0.5;0.0;0.0;0.0;0.0
105;Mbo-bbl3;2013;148.8;54.9;49.4;3.4;2.1;93.4;41.1;0.4;13.4;0.1;12.8;12.3;1.8;0.2;52.3;41.9;10.3;0.1;0.1;0.5;0.5;0.5;0.0;0.0;0.0;0.0
106;Mbo-bbl3;2014;147.5;54.0;48.5;3.5;2.0;93.0;39.6;0.4;12.9;0.1;12.3;11.9;1.8;0.2;53.4;42.8;10.5;0.1;0.1;0.5;0.5;0.5;0.0;0.0;0.0;0.0
107;Mbo-bbl3;2015;154.7;56.1;50.2;3.9;2.1;98.1;40.7;0.4;13.2;0.1;12.9;12.1;1.8;0.2;57.3;46.0;11.2;0.1;0.1;0.5;0.5;0.5;0.0;0.0;0.0;0.0
108;Mbo-bbl4;1998;83.1;27.4;25.2;1.4;0.8;54.7;21.7;0.2;8.4;0.0;3.7;7.0;2.1;0.2;33.0;24.3;8.6;0.1;0.1;0.9;0.9;0.9;0.0;0.0;0.0;0.0
109;Mbo-bbl4;1999;87.8;28.8;26.7;1.3;0.8;58.0;23.8;0.2;9.2;0.0;4.0;7.7;2.4;0.3;34.2;25.0;9.1;0.1;0.1;1.0;0.9;0.9;0.0;0.0;0.0;0.0
110;Mbo-bbl4;2000;96.1;31.8;29.8;1.2;0.8;63.3;25.8;0.2;10.0;0.0;4.4;8.4;2.6;0.3;37.5;27.2;10.1;0.1;0.1;1.0;1.0;0.9;0.0;0.0;0.0;0.0
111;Mbo-bbl4;2001;105.1;35.9;33.7;1.4;0.9;68.2;28.5;0.2;11.1;0.0;4.8;9.3;2.8;0.3;39.7;28.8;10.7;0.1;0.1;1.0;1.0;1.0;0.0;0.0;0.0;0.0
112;Mbo-bbl4;2002;112.6;39.6;37.0;1.6;1.0;72.0;29.8;0.2;11.5;0.0;5.1;9.6;2.9;0.3;42.2;30.6;11.3;0.1;0.1;1.0;1.0;1.0;0.0;0.0;0.0;0.0
113;Mbo-bbl4;2003;118.8;43.0;40.0;1.8;1.1;74.7;30.2;0.3;11.6;0.0;5.3;9.7;3.0;0.3;44.5;32.3;12.0;0.1;0.1;1.1;1.1;1.1;0.0;0.0;0.0;0.0
114;Mbo-bbl4;2004;121.7;42.9;39.8;1.9;1.1;77.7;31.3;0.3;12.0;0.0;5.5;10.1;3.1;0.3;46.4;33.7;12.5;0.1;0.1;1.1;1.1;1.1;0.0;0.0;0.0;0.0
115;Mbo-bbl4;2005;126.5;44.6;41.6;1.8;1.1;80.7;32.2;0.3;12.3;0.0;5.8;10.3;3.1;0.3;48.6;35.3;13.0;0.1;0.1;1.1;1.1;1.1;0.0;0.0;0.0;0.0
116;Mbo-bbl4;2006;130.7;45.2;42.1;1.9;1.2;84.4;32.0;0.3;12.2;0.0;5.8;10.2;3.1;0.3;52.4;38.2;13.9;0.2;0.1;1.1;1.1;1.1;0.0;0.0;0.0;0.0
117;Mbo-bbl4;2007;134.7;45.4;42.4;1.7;1.3;88.0;33.7;0.3;12.9;0.1;6.1;10.8;3.3;0.4;54.3;39.7;14.3;0.2;0.1;1.2;1.2;1.2;0.0;0.0;0.0;0.0
