ID;Geslacht;HerkomstVan;DoorstroomNaar;Perioden;LeerlingenStudenten_1
2049;Totaal mannen en vrouwen;7;16;2000/'01;945.0
2050;Totaal mannen en vrouwen;7;16;2001/'02;916.0
2051;Totaal mannen en vrouwen;7;16;2002/'03;
2052;Totaal mannen en vrouwen;7;16;2003/'04;
2053;Totaal mannen en vrouwen;7;16;2004/'05;
2054;Totaal mannen en vrouwen;7;16;2005/'06;
2055;Totaal mannen en vrouwen;7;16;2006/'07;
2056;Totaal mannen en vrouwen;7;16;2007/'08;
2057;Totaal mannen en vrouwen;7;16;2008/'09;
2058;Totaal mannen en vrouwen;7;17;1995/'96;72.0
2059;Totaal mannen en vrouwen;7;17;1996/'97;86.0
2060;Totaal mannen en vrouwen;7;17;1997/'98;55.0
2061;Totaal mannen en vrouwen;7;17;1998/'99;59.0
2062;Totaal mannen en vrouwen;7;17;1999/'00;44.0
2063;Totaal mannen en vrouwen;7;17;2000/'01;43.0
2064;Totaal mannen en vrouwen;7;17;2001/'02;41.0
2065;Totaal mannen en vrouwen;7;17;2002/'03;
2066;Totaal mannen en vrouwen;7;17;2003/'04;
2067;Totaal mannen en vrouwen;7;17;2004/'05;
2068;Totaal mannen en vrouwen;7;17;2005/'06;
2069;Totaal mannen en vrouwen;7;17;2006/'07;
2070;Totaal mannen en vrouwen;7;17;2007/'08;
2071;Totaal mannen en vrouwen;7;17;2008/'09;
2072;Totaal mannen en vrouwen;7;18;1995/'96;653.0
2073;Totaal mannen en vrouwen;7;18;1996/'97;447.0
2074;Totaal mannen en vrouwen;7;18;1997/'98;380.0
2075;Totaal mannen en vrouwen;7;18;1998/'99;614.0
2076;Totaal mannen en vrouwen;7;18;1999/'00;392.0
2077;Totaal mannen en vrouwen;7;18;2000/'01;397.0
2078;Totaal mannen en vrouwen;7;18;2001/'02;328.0
2079;Totaal mannen en vrouwen;7;18;2002/'03;
2080;Totaal mannen en vrouwen;7;18;2003/'04;
2081;Totaal mannen en vrouwen;7;18;2004/'05;
2082;Totaal mannen en vrouwen;7;18;2005/'06;
2083;Totaal mannen en vrouwen;7;18;2006/'07;
2084;Totaal mannen en vrouwen;7;18;2007/'08;
2085;Totaal mannen en vrouwen;7;18;2008/'09;
2086;Totaal mannen en vrouwen;7;19;1995/'96;
2087;Totaal mannen en vrouwen;7;19;1996/'97;
2088;Totaal mannen en vrouwen;7;19;1997/'98;
2089;Totaal mannen en vrouwen;7;19;1998/'99;
2090;Totaal mannen en vrouwen;7;19;1999/'00;
2091;Totaal mannen en vrouwen;7;19;2000/'01;
2092;Totaal mannen en vrouwen;7;19;2001/'02;
2093;Totaal mannen en vrouwen;7;19;2002/'03;
2094;Totaal mannen en vrouwen;7;19;2003/'04;
2095;Totaal mannen en vrouwen;7;19;2004/'05;
2096;Totaal mannen en vrouwen;7;19;2005/'06;
2097;Totaal mannen en vrouwen;7;19;2006/'07;
2098;Totaal mannen en vrouwen;7;19;2007/'08;
2099;Totaal mannen en vrouwen;7;19;2008/'09;
2100;Totaal mannen en vrouwen;7;20;1995/'96;
2101;Totaal mannen en vrouwen;7;20;1996/'97;
2102;Totaal mannen en vrouwen;7;20;1997/'98;
2103;Totaal mannen en vrouwen;7;20;1998/'99;
2104;Totaal mannen en vrouwen;7;20;1999/'00;
2105;Totaal mannen en vrouwen;7;20;2000/'01;
2106;Totaal mannen en vrouwen;7;20;2001/'02;
2107;Totaal mannen en vrouwen;7;20;2002/'03;
2108;Totaal mannen en vrouwen;7;20;2003/'04;
2109;Totaal mannen en vrouwen;7;20;2004/'05;
2110;Totaal mannen en vrouwen;7;20;2005/'06;
2111;Totaal mannen en vrouwen;7;20;2006/'07;
2112;Totaal mannen en vrouwen;7;20;2007/'08;
2113;Totaal mannen en vrouwen;7;20;2008/'09;
2114;Totaal mannen en vrouwen;7;21;1995/'96;
2115;Totaal mannen en vrouwen;7;21;1996/'97;
2116;Totaal mannen en vrouwen;7;21;1997/'98;
2117;Totaal mannen en vrouwen;7;21;1998/'99;
2118;Totaal mannen en vrouwen;7;21;1999/'00;
2119;Totaal mannen en vrouwen;7;21;2000/'01;
2120;Totaal mannen en vrouwen;7;21;2001/'02;
2121;Totaal mannen en vrouwen;7;21;2002/'03;
2122;Totaal mannen en vrouwen;7;21;2003/'04;
2123;Totaal mannen en vrouwen;7;21;2004/'05;
2124;Totaal mannen en vrouwen;7;21;2005/'06;
2125;Totaal mannen en vrouwen;7;21;2006/'07;
2126;Totaal mannen en vrouwen;7;21;2007/'08;
2127;Totaal mannen en vrouwen;7;21;2008/'09;
2128;Totaal mannen en vrouwen;7;22;1995/'96;
2129;Totaal mannen en vrouwen;7;22;1996/'97;
2130;Totaal mannen en vrouwen;7;22;1997/'98;
2131;Totaal mannen en vrouwen;7;22;1998/'99;
2132;Totaal mannen en vrouwen;7;22;1999/'00;
2133;Totaal mannen en vrouwen;7;22;2000/'01;
2134;Totaal mannen en vrouwen;7;22;2001/'02;
2135;Totaal mannen en vrouwen;7;22;2002/'03;
2136;Totaal mannen en vrouwen;7;22;2003/'04;
2137;Totaal mannen en vrouwen;7;22;2004/'05;
2138;Totaal mannen en vrouwen;7;22;2005/'06;
2139;Totaal mannen en vrouwen;7;22;2006/'07;
2140;Totaal mannen en vrouwen;7;22;2007/'08;
2141;Totaal mannen en vrouwen;7;22;2008/'09;
2142;Totaal mannen en vrouwen;7;2;1995/'96;3362.0
2143;Totaal mannen en vrouwen;7;2;1996/'97;3257.0
2144;Totaal mannen en vrouwen;7;2;1997/'98;3444.0
2145;Totaal mannen en vrouwen;7;2;1998/'99;3306.0
2146;Totaal mannen en vrouwen;7;2;1999/'00;1768.0
2147;Totaal mannen en vrouwen;7;2;2000/'01;1248.0
2148;Totaal mannen en vrouwen;7;2;2001/'02;915.0
2149;Totaal mannen en vrouwen;7;2;2002/'03;
2150;Totaal mannen en vrouwen;7;2;2003/'04;
2151;Totaal mannen en vrouwen;7;2;2004/'05;
2152;Totaal mannen en vrouwen;7;2;2005/'06;
2153;Totaal mannen en vrouwen;7;2;2006/'07;
2154;Totaal mannen en vrouwen;7;2;2007/'08;
2155;Totaal mannen en vrouwen;7;2;2008/'09;
2156;Totaal mannen en vrouwen;8;1;1995/'96;
2157;Totaal mannen en vrouwen;8;1;1996/'97;
2158;Totaal mannen en vrouwen;8;1;1997/'98;0.0
2159;Totaal mannen en vrouwen;8;1;1998/'99;0.0
2160;Totaal mannen en vrouwen;8;1;1999/'00;6967.0
2161;Totaal mannen en vrouwen;8;1;2000/'01;13404.0
2162;Totaal mannen en vrouwen;8;1;2001/'02;16990.0
2163;Totaal mannen en vrouwen;8;1;2002/'03;22766.0
2164;Totaal mannen en vrouwen;8;1;2003/'04;24671.0
2165;Totaal mannen en vrouwen;8;1;2004/'05;26392.0
2166;Totaal mannen en vrouwen;8;1;2005/'06;27386.0
2167;Totaal mannen en vrouwen;8;1;2006/'07;27333.0
2168;Totaal mannen en vrouwen;8;1;2007/'08;27208.0
2169;Totaal mannen en vrouwen;8;1;2008/'09;26869.0
2170;Totaal mannen en vrouwen;8;3;1995/'96;
2171;Totaal mannen en vrouwen;8;3;1996/'97;
2172;Totaal mannen en vrouwen;8;3;1997/'98;
2173;Totaal mannen en vrouwen;8;3;1998/'99;
2174;Totaal mannen en vrouwen;8;3;1999/'00;5148.0
2175;Totaal mannen en vrouwen;8;3;2000/'01;10307.0
2176;Totaal mannen en vrouwen;8;3;2001/'02;13504.0
2177;Totaal mannen en vrouwen;8;3;2002/'03;18550.0
2178;Totaal mannen en vrouwen;8;3;2003/'04;20729.0
2179;Totaal mannen en vrouwen;8;3;2004/'05;22573.0
2180;Totaal mannen en vrouwen;8;3;2005/'06;23767.0
2181;Totaal mannen en vrouwen;8;3;2006/'07;24213.0
2182;Totaal mannen en vrouwen;8;3;2007/'08;23470.0
2183;Totaal mannen en vrouwen;8;3;2008/'09;23441.0
2184;Totaal mannen en vrouwen;8;4;1995/'96;
2185;Totaal mannen en vrouwen;8;4;1996/'97;
2186;Totaal mannen en vrouwen;8;4;1997/'98;
2187;Totaal mannen en vrouwen;8;4;1998/'99;
2188;Totaal mannen en vrouwen;8;4;1999/'00;
2189;Totaal mannen en vrouwen;8;4;2000/'01;
2190;Totaal mannen en vrouwen;8;4;2001/'02;
2191;Totaal mannen en vrouwen;8;4;2002/'03;
2192;Totaal mannen en vrouwen;8;4;2003/'04;
2193;Totaal mannen en vrouwen;8;4;2004/'05;
2194;Totaal mannen en vrouwen;8;4;2005/'06;
2195;Totaal mannen en vrouwen;8;4;2006/'07;
2196;Totaal mannen en vrouwen;8;4;2007/'08;
2197;Totaal mannen en vrouwen;8;4;2008/'09;
2198;Totaal mannen en vrouwen;8;5;1995/'96;
2199;Totaal mannen en vrouwen;8;5;1996/'97;
2200;Totaal mannen en vrouwen;8;5;1997/'98;
2201;Totaal mannen en vrouwen;8;5;1998/'99;
2202;Totaal mannen en vrouwen;8;5;1999/'00;
2203;Totaal mannen en vrouwen;8;5;2000/'01;
2204;Totaal mannen en vrouwen;8;5;2001/'02;
2205;Totaal mannen en vrouwen;8;5;2002/'03;
2206;Totaal mannen en vrouwen;8;5;2003/'04;
2207;Totaal mannen en vrouwen;8;5;2004/'05;
2208;Totaal mannen en vrouwen;8;5;2005/'06;
2209;Totaal mannen en vrouwen;8;5;2006/'07;
2210;Totaal mannen en vrouwen;8;5;2007/'08;
2211;Totaal mannen en vrouwen;8;5;2008/'09;
2212;Totaal mannen en vrouwen;8;6;1995/'96;
2213;Totaal mannen en vrouwen;8;6;1996/'97;
2214;Totaal mannen en vrouwen;8;6;1997/'98;
2215;Totaal mannen en vrouwen;8;6;1998/'99;
2216;Totaal mannen en vrouwen;8;6;1999/'00;102.0
2217;Totaal mannen en vrouwen;8;6;2000/'01;130.0
2218;Totaal mannen en vrouwen;8;6;2001/'02;305.0
2219;Totaal mannen en vrouwen;8;6;2002/'03;256.0
2220;Totaal mannen en vrouwen;8;6;2003/'04;170.0
2221;Totaal mannen en vrouwen;8;6;2004/'05;219.0
2222;Totaal mannen en vrouwen;8;6;2005/'06;90.0
2223;Totaal mannen en vrouwen;8;6;2006/'07;133.0
2224;Totaal mannen en vrouwen;8;6;2007/'08;143.0
2225;Totaal mannen en vrouwen;8;6;2008/'09;158.0
2226;Totaal mannen en vrouwen;8;7;1995/'96;
2227;Totaal mannen en vrouwen;8;7;1996/'97;
2228;Totaal mannen en vrouwen;8;7;1997/'98;
2229;Totaal mannen en vrouwen;8;7;1998/'99;
2230;Totaal mannen en vrouwen;8;7;1999/'00;2.0
2231;Totaal mannen en vrouwen;8;7;2000/'01;25.0
2232;Totaal mannen en vrouwen;8;7;2001/'02;69.0
2233;Totaal mannen en vrouwen;8;7;2002/'03;
2234;Totaal mannen en vrouwen;8;7;2003/'04;102.0
2235;Totaal mannen en vrouwen;8;7;2004/'05;117.0
2236;Totaal mannen en vrouwen;8;7;2005/'06;51.0
2237;Totaal mannen en vrouwen;8;7;2006/'07;84.0
2238;Totaal mannen en vrouwen;8;7;2007/'08;210.0
2239;Totaal mannen en vrouwen;8;7;2008/'09;183.0
2240;Totaal mannen en vrouwen;8;8;1995/'96;
2241;Totaal mannen en vrouwen;8;8;1996/'97;
2242;Totaal mannen en vrouwen;8;8;1997/'98;
2243;Totaal mannen en vrouwen;8;8;1998/'99;
2244;Totaal mannen en vrouwen;8;8;1999/'00;27.0
2245;Totaal mannen en vrouwen;8;8;2000/'01;79.0
2246;Totaal mannen en vrouwen;8;8;2001/'02;
2247;Totaal mannen en vrouwen;8;8;2002/'03;
2248;Totaal mannen en vrouwen;8;8;2003/'04;
2249;Totaal mannen en vrouwen;8;8;2004/'05;
2250;Totaal mannen en vrouwen;8;8;2005/'06;
2251;Totaal mannen en vrouwen;8;8;2006/'07;
2252;Totaal mannen en vrouwen;8;8;2007/'08;
2253;Totaal mannen en vrouwen;8;8;2008/'09;
2254;Totaal mannen en vrouwen;8;9;1995/'96;
2255;Totaal mannen en vrouwen;8;9;1996/'97;
2256;Totaal mannen en vrouwen;8;9;1997/'98;
2257;Totaal mannen en vrouwen;8;9;1998/'99;
2258;Totaal mannen en vrouwen;8;9;1999/'00;4862.0
2259;Totaal mannen en vrouwen;8;9;2000/'01;9793.0
2260;Totaal mannen en vrouwen;8;9;2001/'02;12789.0
2261;Totaal mannen en vrouwen;8;9;2002/'03;17625.0
2262;Totaal mannen en vrouwen;8;9;2003/'04;19084.0
2263;Totaal mannen en vrouwen;8;9;2004/'05;20340.0
2264;Totaal mannen en vrouwen;8;9;2005/'06;20892.0
2265;Totaal mannen en vrouwen;8;9;2006/'07;21020.0
2266;Totaal mannen en vrouwen;8;9;2007/'08;20612.0
2267;Totaal mannen en vrouwen;8;9;2008/'09;20714.0
2268;Totaal mannen en vrouwen;8;10;1995/'96;
2269;Totaal mannen en vrouwen;8;10;1996/'97;
2270;Totaal mannen en vrouwen;8;10;1997/'98;
2271;Totaal mannen en vrouwen;8;10;1998/'99;
2272;Totaal mannen en vrouwen;8;10;1999/'00;10.0
2273;Totaal mannen en vrouwen;8;10;2000/'01;15.0
2274;Totaal mannen en vrouwen;8;10;2001/'02;18.0
2275;Totaal mannen en vrouwen;8;10;2002/'03;
2276;Totaal mannen en vrouwen;8;10;2003/'04;160.0
2277;Totaal mannen en vrouwen;8;10;2004/'05;219.0
2278;Totaal mannen en vrouwen;8;10;2005/'06;176.0
2279;Totaal mannen en vrouwen;8;10;2006/'07;191.0
2280;Totaal mannen en vrouwen;8;10;2007/'08;209.0
2281;Totaal mannen en vrouwen;8;10;2008/'09;214.0
2282;Totaal mannen en vrouwen;8;11;1995/'96;
2283;Totaal mannen en vrouwen;8;11;1996/'97;
2284;Totaal mannen en vrouwen;8;11;1997/'98;
2285;Totaal mannen en vrouwen;8;11;1998/'99;
2286;Totaal mannen en vrouwen;8;11;1999/'00;
2287;Totaal mannen en vrouwen;8;11;2000/'01;
2288;Totaal mannen en vrouwen;8;11;2001/'02;
2289;Totaal mannen en vrouwen;8;11;2002/'03;
2290;Totaal mannen en vrouwen;8;11;2003/'04;
2291;Totaal mannen en vrouwen;8;11;2004/'05;
2292;Totaal mannen en vrouwen;8;11;2005/'06;
2293;Totaal mannen en vrouwen;8;11;2006/'07;
2294;Totaal mannen en vrouwen;8;11;2007/'08;
2295;Totaal mannen en vrouwen;8;11;2008/'09;
2296;Totaal mannen en vrouwen;8;12;1995/'96;
2297;Totaal mannen en vrouwen;8;12;1996/'97;
2298;Totaal mannen en vrouwen;8;12;1997/'98;
2299;Totaal mannen en vrouwen;8;12;1998/'99;
2300;Totaal mannen en vrouwen;8;12;1999/'00;
2301;Totaal mannen en vrouwen;8;12;2000/'01;
2302;Totaal mannen en vrouwen;8;12;2001/'02;
2303;Totaal mannen en vrouwen;8;12;2002/'03;
2304;Totaal mannen en vrouwen;8;12;2003/'04;
2305;Totaal mannen en vrouwen;8;12;2004/'05;
2306;Totaal mannen en vrouwen;8;12;2005/'06;
2307;Totaal mannen en vrouwen;8;12;2006/'07;
2308;Totaal mannen en vrouwen;8;12;2007/'08;
2309;Totaal mannen en vrouwen;8;12;2008/'09;
2310;Totaal mannen en vrouwen;8;13;1995/'96;
2311;Totaal mannen en vrouwen;8;13;1996/'97;
2312;Totaal mannen en vrouwen;8;13;1997/'98;
2313;Totaal mannen en vrouwen;8;13;1998/'99;
2314;Totaal mannen en vrouwen;8;13;1999/'00;
2315;Totaal mannen en vrouwen;8;13;2000/'01;
2316;Totaal mannen en vrouwen;8;13;2001/'02;
2317;Totaal mannen en vrouwen;8;13;2002/'03;
2318;Totaal mannen en vrouwen;8;13;2003/'04;
2319;Totaal mannen en vrouwen;8;13;2004/'05;
2320;Totaal mannen en vrouwen;8;13;2005/'06;
2321;Totaal mannen en vrouwen;8;13;2006/'07;
2322;Totaal mannen en vrouwen;8;13;2007/'08;
2323;Totaal mannen en vrouwen;8;13;2008/'09;
2324;Totaal mannen en vrouwen;8;14;1995/'96;
2325;Totaal mannen en vrouwen;8;14;1996/'97;
2326;Totaal mannen en vrouwen;8;14;1997/'98;
2327;Totaal mannen en vrouwen;8;14;1998/'99;
2328;Totaal mannen en vrouwen;8;14;1999/'00;
2329;Totaal mannen en vrouwen;8;14;2000/'01;
2330;Totaal mannen en vrouwen;8;14;2001/'02;
2331;Totaal mannen en vrouwen;8;14;2002/'03;
2332;Totaal mannen en vrouwen;8;14;2003/'04;
2333;Totaal mannen en vrouwen;8;14;2004/'05;
2334;Totaal mannen en vrouwen;8;14;2005/'06;
2335;Totaal mannen en vrouwen;8;14;2006/'07;
2336;Totaal mannen en vrouwen;8;14;2007/'08;
2337;Totaal mannen en vrouwen;8;14;2008/'09;
2338;Totaal mannen en vrouwen;8;15;1995/'96;
2339;Totaal mannen en vrouwen;8;15;1996/'97;
2340;Totaal mannen en vrouwen;8;15;1997/'98;
2341;Totaal mannen en vrouwen;8;15;1998/'99;
2342;Totaal mannen en vrouwen;8;15;1999/'00;
2343;Totaal mannen en vrouwen;8;15;2000/'01;
2344;Totaal mannen en vrouwen;8;15;2001/'02;
2345;Totaal mannen en vrouwen;8;15;2002/'03;
2346;Totaal mannen en vrouwen;8;15;2003/'04;
2347;Totaal mannen en vrouwen;8;15;2004/'05;
2348;Totaal mannen en vrouwen;8;15;2005/'06;
2349;Totaal mannen en vrouwen;8;15;2006/'07;
2350;Totaal mannen en vrouwen;8;15;2007/'08;
2351;Totaal mannen en vrouwen;8;15;2008/'09;
2352;Totaal mannen en vrouwen;8;16;1995/'96;
2353;Totaal mannen en vrouwen;8;16;1996/'97;
2354;Totaal mannen en vrouwen;8;16;1997/'98;
2355;Totaal mannen en vrouwen;8;16;1998/'99;
2356;Totaal mannen en vrouwen;8;16;1999/'00;24.0
2357;Totaal mannen en vrouwen;8;16;2000/'01;50.0
2358;Totaal mannen en vrouwen;8;16;2001/'02;69.0
2359;Totaal mannen en vrouwen;8;16;2002/'03;314.0
2360;Totaal mannen en vrouwen;8;16;2003/'04;734.0
2361;Totaal mannen en vrouwen;8;16;2004/'05;1136.0
2362;Totaal mannen en vrouwen;8;16;2005/'06;1712.0
2363;Totaal mannen en vrouwen;8;16;2006/'07;1859.0
2364;Totaal mannen en vrouwen;8;16;2007/'08;1404.0
2365;Totaal mannen en vrouwen;8;16;2008/'09;1405.0
2366;Totaal mannen en vrouwen;8;17;1995/'96;
2367;Totaal mannen en vrouwen;8;17;1996/'97;
2368;Totaal mannen en vrouwen;8;17;1997/'98;
2369;Totaal mannen en vrouwen;8;17;1998/'99;
2370;Totaal mannen en vrouwen;8;17;1999/'00;20.0
2371;Totaal mannen en vrouwen;8;17;2000/'01;22.0
2372;Totaal mannen en vrouwen;8;17;2001/'02;20.0
2373;Totaal mannen en vrouwen;8;17;2002/'03;23.0
2374;Totaal mannen en vrouwen;8;17;2003/'04;39.0
2375;Totaal mannen en vrouwen;8;17;2004/'05;30.0
2376;Totaal mannen en vrouwen;8;17;2005/'06;13.0
2377;Totaal mannen en vrouwen;8;17;2006/'07;3.0
2378;Totaal mannen en vrouwen;8;17;2007/'08;25.0
2379;Totaal mannen en vrouwen;8;17;2008/'09;13.0
2380;Totaal mannen en vrouwen;8;18;1995/'96;
2381;Totaal mannen en vrouwen;8;18;1996/'97;
2382;Totaal mannen en vrouwen;8;18;1997/'98;
2383;Totaal mannen en vrouwen;8;18;1998/'99;
2384;Totaal mannen en vrouwen;8;18;1999/'00;101.0
2385;Totaal mannen en vrouwen;8;18;2000/'01;193.0
2386;Totaal mannen en vrouwen;8;18;2001/'02;234.0
2387;Totaal mannen en vrouwen;8;18;2002/'03;332.0
2388;Totaal mannen en vrouwen;8;18;2003/'04;440.0
2389;Totaal mannen en vrouwen;8;18;2004/'05;512.0
2390;Totaal mannen en vrouwen;8;18;2005/'06;833.0
2391;Totaal mannen en vrouwen;8;18;2006/'07;923.0
2392;Totaal mannen en vrouwen;8;18;2007/'08;867.0
2393;Totaal mannen en vrouwen;8;18;2008/'09;754.0
2394;Totaal mannen en vrouwen;8;19;1995/'96;
2395;Totaal mannen en vrouwen;8;19;1996/'97;
2396;Totaal mannen en vrouwen;8;19;1997/'98;
2397;Totaal mannen en vrouwen;8;19;1998/'99;
2398;Totaal mannen en vrouwen;8;19;1999/'00;
2399;Totaal mannen en vrouwen;8;19;2000/'01;
2400;Totaal mannen en vrouwen;8;19;2001/'02;
2401;Totaal mannen en vrouwen;8;19;2002/'03;
2402;Totaal mannen en vrouwen;8;19;2003/'04;
2403;Totaal mannen en vrouwen;8;19;2004/'05;
2404;Totaal mannen en vrouwen;8;19;2005/'06;
2405;Totaal mannen en vrouwen;8;19;2006/'07;
2406;Totaal mannen en vrouwen;8;19;2007/'08;
2407;Totaal mannen en vrouwen;8;19;2008/'09;
2408;Totaal mannen en vrouwen;8;20;1995/'96;
2409;Totaal mannen en vrouwen;8;20;1996/'97;
2410;Totaal mannen en vrouwen;8;20;1997/'98;
2411;Totaal mannen en vrouwen;8;20;1998/'99;
2412;Totaal mannen en vrouwen;8;20;1999/'00;
2413;Totaal mannen en vrouwen;8;20;2000/'01;
2414;Totaal mannen en vrouwen;8;20;2001/'02;
2415;Totaal mannen en vrouwen;8;20;2002/'03;
2416;Totaal mannen en vrouwen;8;20;2003/'04;
2417;Totaal mannen en vrouwen;8;20;2004/'05;
2418;Totaal mannen en vrouwen;8;20;2005/'06;
2419;Totaal mannen en vrouwen;8;20;2006/'07;
2420;Totaal mannen en vrouwen;8;20;2007/'08;
2421;Totaal mannen en vrouwen;8;20;2008/'09;
2422;Totaal mannen en vrouwen;8;21;1995/'96;
2423;Totaal mannen en vrouwen;8;21;1996/'97;
2424;Totaal mannen en vrouwen;8;21;1997/'98;
2425;Totaal mannen en vrouwen;8;21;1998/'99;
2426;Totaal mannen en vrouwen;8;21;1999/'00;
2427;Totaal mannen en vrouwen;8;21;2000/'01;
2428;Totaal mannen en vrouwen;8;21;2001/'02;
2429;Totaal mannen en vrouwen;8;21;2002/'03;
2430;Totaal mannen en vrouwen;8;21;2003/'04;
2431;Totaal mannen en vrouwen;8;21;2004/'05;
2432;Totaal mannen en vrouwen;8;21;2005/'06;
2433;Totaal mannen en vrouwen;8;21;2006/'07;
2434;Totaal mannen en vrouwen;8;21;2007/'08;
2435;Totaal mannen en vrouwen;8;21;2008/'09;
2436;Totaal mannen en vrouwen;8;22;1995/'96;
2437;Totaal mannen en vrouwen;8;22;1996/'97;
2438;Totaal mannen en vrouwen;8;22;1997/'98;
2439;Totaal mannen en vrouwen;8;22;1998/'99;
2440;Totaal mannen en vrouwen;8;22;1999/'00;
2441;Totaal mannen en vrouwen;8;22;2000/'01;
2442;Totaal mannen en vrouwen;8;22;2001/'02;
2443;Totaal mannen en vrouwen;8;22;2002/'03;
2444;Totaal mannen en vrouwen;8;22;2003/'04;
2445;Totaal mannen en vrouwen;8;22;2004/'05;
2446;Totaal mannen en vrouwen;8;22;2005/'06;
2447;Totaal mannen en vrouwen;8;22;2006/'07;
2448;Totaal mannen en vrouwen;8;22;2007/'08;
2449;Totaal mannen en vrouwen;8;22;2008/'09;
2450;Totaal mannen en vrouwen;8;2;1995/'96;
2451;Totaal mannen en vrouwen;8;2;1996/'97;
2452;Totaal mannen en vrouwen;8;2;1997/'98;
2453;Totaal mannen en vrouwen;8;2;1998/'99;
2454;Totaal mannen en vrouwen;8;2;1999/'00;1819.0
2455;Totaal mannen en vrouwen;8;2;2000/'01;3097.0
2456;Totaal mannen en vrouwen;8;2;2001/'02;3486.0
2457;Totaal mannen en vrouwen;8;2;2002/'03;4216.0
2458;Totaal mannen en vrouwen;8;2;2003/'04;3942.0
2459;Totaal mannen en vrouwen;8;2;2004/'05;3819.0
2460;Totaal mannen en vrouwen;8;2;2005/'06;3619.0
2461;Totaal mannen en vrouwen;8;2;2006/'07;3120.0
2462;Totaal mannen en vrouwen;8;2;2007/'08;3738.0
2463;Totaal mannen en vrouwen;8;2;2008/'09;3428.0
2464;Totaal mannen en vrouwen;9;1;1995/'96;142694.0
2465;Totaal mannen en vrouwen;9;1;1996/'97;132030.0
2466;Totaal mannen en vrouwen;9;1;1997/'98;127124.0
2467;Totaal mannen en vrouwen;9;1;1998/'99;126127.0
2468;Totaal mannen en vrouwen;9;1;1999/'00;125313.0
2469;Totaal mannen en vrouwen;9;1;2000/'01;129784.0
2470;Totaal mannen en vrouwen;9;1;2001/'02;131231.0
2471;Totaal mannen en vrouwen;9;1;2002/'03;133755.0
2472;Totaal mannen en vrouwen;9;1;2003/'04;128834.0
2473;Totaal mannen en vrouwen;9;1;2004/'05;127465.0
2474;Totaal mannen en vrouwen;9;1;2005/'06;124849.0
2475;Totaal mannen en vrouwen;9;1;2006/'07;121773.0
2476;Totaal mannen en vrouwen;9;1;2007/'08;117849.0
2477;Totaal mannen en vrouwen;9;1;2008/'09;115328.0
2478;Totaal mannen en vrouwen;9;3;1995/'96;132612.0
2479;Totaal mannen en vrouwen;9;3;1996/'97;122731.0
2480;Totaal mannen en vrouwen;9;3;1997/'98;117176.0
2481;Totaal mannen en vrouwen;9;3;1998/'99;116213.0
2482;Totaal mannen en vrouwen;9;3;1999/'00;115366.0
2483;Totaal mannen en vrouwen;9;3;2000/'01;118692.0
2484;Totaal mannen en vrouwen;9;3;2001/'02;120401.0
2485;Totaal mannen en vrouwen;9;3;2002/'03;124491.0
2486;Totaal mannen en vrouwen;9;3;2003/'04;121791.0
2487;Totaal mannen en vrouwen;9;3;2004/'05;122668.0
2488;Totaal mannen en vrouwen;9;3;2005/'06;120543.0
2489;Totaal mannen en vrouwen;9;3;2006/'07;118342.0
2490;Totaal mannen en vrouwen;9;3;2007/'08;114372.0
2491;Totaal mannen en vrouwen;9;3;2008/'09;112801.0
2492;Totaal mannen en vrouwen;9;4;1995/'96;
2493;Totaal mannen en vrouwen;9;4;1996/'97;
2494;Totaal mannen en vrouwen;9;4;1997/'98;
2495;Totaal mannen en vrouwen;9;4;1998/'99;
2496;Totaal mannen en vrouwen;9;4;1999/'00;
2497;Totaal mannen en vrouwen;9;4;2000/'01;
2498;Totaal mannen en vrouwen;9;4;2001/'02;
2499;Totaal mannen en vrouwen;9;4;2002/'03;
2500;Totaal mannen en vrouwen;9;4;2003/'04;
2501;Totaal mannen en vrouwen;9;4;2004/'05;
2502;Totaal mannen en vrouwen;9;4;2005/'06;
2503;Totaal mannen en vrouwen;9;4;2006/'07;
2504;Totaal mannen en vrouwen;9;4;2007/'08;
2505;Totaal mannen en vrouwen;9;4;2008/'09;
2506;Totaal mannen en vrouwen;9;5;1995/'96;
2507;Totaal mannen en vrouwen;9;5;1996/'97;
2508;Totaal mannen en vrouwen;9;5;1997/'98;
2509;Totaal mannen en vrouwen;9;5;1998/'99;
2510;Totaal mannen en vrouwen;9;5;1999/'00;
2511;Totaal mannen en vrouwen;9;5;2000/'01;
2512;Totaal mannen en vrouwen;9;5;2001/'02;
2513;Totaal mannen en vrouwen;9;5;2002/'03;
2514;Totaal mannen en vrouwen;9;5;2003/'04;
2515;Totaal mannen en vrouwen;9;5;2004/'05;
2516;Totaal mannen en vrouwen;9;5;2005/'06;
2517;Totaal mannen en vrouwen;9;5;2006/'07;
2518;Totaal mannen en vrouwen;9;5;2007/'08;
2519;Totaal mannen en vrouwen;9;5;2008/'09;
2520;Totaal mannen en vrouwen;9;6;1995/'96;67.0
2521;Totaal mannen en vrouwen;9;6;1996/'97;33.0
2522;Totaal mannen en vrouwen;9;6;1997/'98;92.0
2523;Totaal mannen en vrouwen;9;6;1998/'99;106.0
2524;Totaal mannen en vrouwen;9;6;1999/'00;82.0
2525;Totaal mannen en vrouwen;9;6;2000/'01;538.0
2526;Totaal mannen en vrouwen;9;6;2001/'02;487.0
