ID;Afzet;Producten;Perioden;Indexcijfers_1;MaandOpMaandOntwikkeling_2;JaarOpJaarOntwikkeling_3;Indexcijfers_4;MaandOpMaandOntwikkeling_5;JaarOpJaarOntwikkeling_6
6000;Totale Nederlandse afzet;15332200 Jam, vruchtengelei, vruchten- e;2005 februari;95.8;-5.9;-8.8;95.8;-5.9;-8.8
6001;Totale Nederlandse afzet;15332200 Jam, vruchtengelei, vruchten- e;2005 maart;100.3;4.7;-3.8;100.3;4.7;-3.8
6002;Totale Nederlandse afzet;15332200 Jam, vruchtengelei, vruchten- e;2005 april;99.0;-1.2;-8.3;99.0;-1.2;-8.3
6003;Totale Nederlandse afzet;15332200 Jam, vruchtengelei, vruchten- e;2005 mei;99.1;0.0;-5.9;99.1;0.0;-5.9
6004;Totale Nederlandse afzet;15332200 Jam, vruchtengelei, vruchten- e;2005 juni;99.2;0.1;-8.5;99.2;0.1;-8.5
6005;Totale Nederlandse afzet;15332200 Jam, vruchtengelei, vruchten- e;2005 juli;97.2;-2.0;-9.1;97.2;-2.0;-9.1
6006;Totale Nederlandse afzet;15332200 Jam, vruchtengelei, vruchten- e;2005 augustus;93.1;-4.3;-11.7;93.1;-4.3;-11.7
6007;Totale Nederlandse afzet;15332200 Jam, vruchtengelei, vruchten- e;2005 september;93.4;0.3;-9.8;93.4;0.3;-9.8
6008;Totale Nederlandse afzet;15332200 Jam, vruchtengelei, vruchten- e;2005 oktober;92.7;-0.7;-6.3;92.7;-0.7;-6.3
6009;Totale Nederlandse afzet;15332200 Jam, vruchtengelei, vruchten- e;2005 november;92.0;-0.8;-9.0;92.0;-0.8;-9.0
6010;Totale Nederlandse afzet;15332200 Jam, vruchtengelei, vruchten- e;2005 december;92.5;0.6;-8.7;92.5;0.6;-8.7
6011;Totale Nederlandse afzet;15332200 Jam, vruchtengelei, vruchten- e;2005;96.3;;-7.6;96.3;;-7.6
6012;Totale Nederlandse afzet;15332200 Jam, vruchtengelei, vruchten- e;2006 januari;93.1;0.6;-8.5;93.1;0.6;-8.5
6013;Totale Nederlandse afzet;15332200 Jam, vruchtengelei, vruchten- e;2006 februari;93.0;-0.2;-2.9;93.0;-0.2;-2.9
6014;Totale Nederlandse afzet;15332200 Jam, vruchtengelei, vruchten- e;2006 maart;94.0;1.1;-6.2;94.0;1.1;-6.2
6015;Totale Nederlandse afzet;15332200 Jam, vruchtengelei, vruchten- e;2006 april;91.1;-3.2;-8.0;91.1;-3.2;-8.0
6016;Totale Nederlandse afzet;15332200 Jam, vruchtengelei, vruchten- e;2006 mei;90.5;-0.6;-8.6;90.5;-0.6;-8.6
6017;Totale Nederlandse afzet;15332200 Jam, vruchtengelei, vruchten- e;2006 juni;92.6;2.3;-6.7;92.6;2.3;-6.7
6018;Totale Nederlandse afzet;15332200 Jam, vruchtengelei, vruchten- e;2006 juli;94.8;2.4;-2.5;94.8;2.4;-2.5
6019;Totale Nederlandse afzet;15332200 Jam, vruchtengelei, vruchten- e;2006 augustus;96.3;1.5;3.5;96.3;1.5;3.5
6020;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2000 januari;98.3;;;98.3;;
6021;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2000 februari;98.3;0.0;;98.3;0.0;
6022;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2000 maart;98.3;0.1;;98.3;0.1;
6023;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2000 april;97.4;-1.0;;97.4;-1.0;
6024;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2000 mei;97.3;-0.1;;97.3;-0.1;
6025;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2000 juni;97.1;-0.2;;97.1;-0.2;
6026;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2000 juli;100.3;3.3;;100.3;3.3;
6027;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2000 augustus;100.1;-0.1;;100.1;-0.1;
6028;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2000 september;101.3;1.1;;101.3;1.1;
6029;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2000 oktober;103.2;1.9;;103.2;1.9;
6030;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2000 november;103.7;0.6;;103.7;0.6;
6031;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2000 december;104.9;1.1;;104.9;1.1;
6032;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2000;100.0;;;100.0;;
6033;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2001 januari;108.7;3.6;10.6;108.7;3.6;10.6
6034;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2001 februari;108.5;-0.2;10.4;108.5;-0.2;10.4
6035;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2001 maart;108.5;0.0;10.3;108.5;0.0;10.3
6036;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2001 april;109.4;0.8;12.3;109.4;0.8;12.3
6037;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2001 mei;109.8;0.4;12.9;109.8;0.4;12.9
6038;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2001 juni;110.6;0.8;14.0;110.6;0.8;14.0
6039;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2001 juli;110.6;0.0;10.3;110.6;0.0;10.3
6040;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2001 augustus;110.0;-0.6;9.8;110.0;-0.6;9.8
6041;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2001 september;110.1;0.1;8.7;110.1;0.1;8.7
6042;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2001 oktober;110.1;0.0;6.7;110.1;0.0;6.7
6043;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2001 november;109.7;-0.3;5.8;109.7;-0.3;5.8
6044;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2001 december;110.1;0.3;5.0;110.1;0.3;5.0
6045;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2001;109.7;;9.7;109.7;;9.7
6046;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2002 januari;107.7;-2.2;-0.9;107.7;-2.2;-0.9
6047;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2002 februari;107.7;0.0;-0.7;107.7;0.0;-0.7
6048;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2002 maart;107.7;0.0;-0.7;107.7;0.0;-0.7
6049;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2002 april;106.9;-0.8;-2.3;106.9;-0.8;-2.3
6050;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2002 mei;106.8;-0.1;-2.7;106.8;-0.1;-2.7
6051;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2002 juni;107.1;0.3;-3.2;107.1;0.3;-3.2
6052;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2002 juli;106.7;-0.5;-3.6;106.7;-0.5;-3.6
6053;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2002 augustus;107.8;1.1;-2.0;107.8;1.1;-2.0
6054;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2002 september;107.7;-0.1;-2.2;107.7;-0.1;-2.2
6055;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2002 oktober;108.3;0.5;-1.6;108.3;0.5;-1.6
6056;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2002 november;109.0;0.7;-0.7;109.0;0.7;-0.7
6057;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2002 december;109.2;0.2;-0.8;109.2;0.2;-0.8
6058;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2002;107.7;;-1.8;107.7;;-1.8
6059;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2003 januari;109.4;0.2;1.6;109.4;0.2;1.6
6060;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2003 februari;109.4;0.0;1.6;109.4;0.0;1.6
6061;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2003 maart;109.5;0.1;1.6;109.5;0.1;1.6
6062;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2003 april;110.1;0.6;3.0;110.1;0.6;3.0
6063;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2003 mei;110.1;0.0;3.1;110.1;0.0;3.1
6064;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2003 juni;109.9;-0.2;2.5;109.9;-0.2;2.5
6065;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2003 juli;109.7;-0.1;2.9;109.7;-0.1;2.9
6066;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2003 augustus;110.1;0.3;2.1;110.1;0.3;2.1
6067;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2003 september;108.8;-1.2;1.0;108.8;-1.2;1.0
6068;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2003 oktober;109.3;0.5;1.0;109.3;0.5;1.0
6069;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2003 november;110.1;0.7;1.0;110.1;0.7;1.0
6070;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2003 december;110.4;0.3;1.1;110.4;0.3;1.1
6071;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2003;109.7;;1.9;109.7;;1.9
6072;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2004 januari;109.7;-0.6;0.3;109.7;-0.6;0.3
6073;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2004 februari;109.5;-0.2;0.1;109.5;-0.2;0.1
6074;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2004 maart;109.5;0.0;0.0;109.5;0.0;0.0
6075;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2004 april;106.8;-2.4;-3.0;106.8;-2.4;-3.0
6076;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2004 mei;106.5;-0.3;-3.3;106.5;-0.3;-3.3
6077;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2004 juni;106.7;0.1;-2.9;106.7;0.1;-2.9
6078;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2004 juli;106.8;0.1;-2.7;106.8;0.1;-2.7
6079;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2004 augustus;107.2;0.4;-2.6;107.2;0.4;-2.6
6080;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2004 september;107.2;0.0;-1.4;107.2;0.0;-1.4
6081;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2004 oktober;106.7;-0.5;-2.4;106.7;-0.5;-2.4
6082;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2004 november;106.8;0.2;-2.9;106.8;0.2;-2.9
6083;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2004 december;107.1;0.2;-3.0;107.1;0.2;-3.0
6084;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2004;107.5;;-2.0;107.5;;-2.0
6085;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2005 januari;106.8;-0.2;-2.6;106.8;-0.2;-2.6
6086;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2005 februari;105.0;-1.7;-4.1;105.0;-1.7;-4.1
6087;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2005 maart;106.1;1.1;-3.0;106.1;1.1;-3.0
6088;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2005 april;104.4;-1.6;-2.3;104.4;-1.6;-2.3
6089;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2005 mei;104.5;0.1;-1.9;104.5;0.1;-1.9
6090;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2005 juni;103.7;-0.8;-2.8;103.7;-0.8;-2.8
6091;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2005 juli;104.2;0.5;-2.4;104.2;0.5;-2.4
6092;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2005 augustus;104.8;0.5;-2.3;104.8;0.5;-2.3
6093;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2005 september;104.4;-0.3;-2.6;104.4;-0.3;-2.6
6094;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2005 oktober;104.8;0.4;-1.8;104.8;0.4;-1.8
6095;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2005 november;103.4;-1.4;-3.2;103.4;-1.4;-3.2
6096;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2005 december;103.9;0.5;-3.0;103.9;0.5;-3.0
6097;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2005;104.7;;-2.7;104.7;;-2.7
6098;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2006 januari;103.9;0.0;-2.7;103.9;0.0;-2.7
6099;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2006 februari;103.6;-0.3;-1.3;103.6;-0.3;-1.3
6100;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2006 maart;103.5;-0.1;-2.5;103.5;-0.1;-2.5
6101;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2006 april;103.9;0.4;-0.5;103.9;0.4;-0.5
6102;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2006 mei;103.7;-0.2;-0.8;103.7;-0.2;-0.8
6103;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2006 juni;103.5;-0.2;-0.1;103.5;-0.2;-0.1
6104;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2006 juli;102.8;-0.7;-1.4;102.8;-0.7;-1.4
6105;Totale Nederlandse afzet;15332300 Noten, grondnoten, enz., gebran;2006 augustus;102.9;0.1;-1.8;102.9;0.1;-1.8
6106;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2000 januari;;;;;;
6107;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2000 februari;;;;;;
6108;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2000 maart;;;;;;
6109;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2000 april;;;;;;
6110;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2000 mei;;;;;;
6111;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2000 juni;;;;;;
6112;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2000 juli;;;;;;
6113;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2000 augustus;;;;;;
6114;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2000 september;;;;;;
6115;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2000 oktober;;;;;;
6116;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2000 november;;;;;;
6117;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2000 december;;;;;;
6118;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2000;100.0;;;100.0;;
6119;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2001 januari;;;;;;
6120;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2001 februari;;;;;;
6121;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2001 maart;;;;;;
6122;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2001 april;;;;;;
6123;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2001 mei;;;;;;
6124;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2001 juni;;;;;;
6125;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2001 juli;;;;;;
6126;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2001 augustus;;;;;;
6127;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2001 september;;;;;;
6128;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2001 oktober;;;;;;
6129;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2001 november;;;;;;
6130;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2001 december;;;;;;
6131;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2001;;;;;;
6132;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2002 januari;;;;;;
6133;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2002 februari;;;;;;
6134;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2002 maart;;;;;;
6135;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2002 april;;;;;;
6136;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2002 mei;;;;;;
6137;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2002 juni;;;;;;
6138;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2002 juli;;;;;;
6139;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2002 augustus;;;;;;
6140;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2002 september;;;;;;
6141;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2002 oktober;;;;;;
6142;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2002 november;;;;;;
6143;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2002 december;;;;;;
6144;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2002;;;;;;
6145;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2003 januari;;;;;;
6146;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2003 februari;;;;;;
6147;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2003 maart;;;;;;
6148;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2003 april;;;;;;
6149;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2003 mei;;;;;;
6150;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2003 juni;;;;;;
6151;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2003 juli;;;;;;
6152;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2003 augustus;;;;;;
6153;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2003 september;;;;;;
6154;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2003 oktober;;;;;;
6155;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2003 november;;;;;;
6156;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2003 december;;;;;;
6157;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2003;;;;;;
6158;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2004 januari;;;;;;
6159;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2004 februari;;;;;;
6160;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2004 maart;;;;;;
6161;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2004 april;;;;;;
6162;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2004 mei;;;;;;
6163;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2004 juni;;;;;;
6164;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2004 juli;;;;;;
6165;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2004 augustus;;;;;;
6166;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2004 september;;;;;;
6167;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2004 oktober;;;;;;
6168;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2004 november;;;;;;
6169;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2004 december;;;;;;
6170;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2004;;;;;;
6171;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2005 januari;;;;;;
6172;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2005 februari;;;;;;
6173;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2005 maart;;;;;;
6174;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2005 april;;;;;;
6175;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2005 mei;;;;;;
6176;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2005 juni;;;;;;
6177;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2005 juli;;;;;;
6178;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2005 augustus;;;;;;
6179;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2005 september;;;;;;
6180;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2005 oktober;;;;;;
6181;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2005 november;;;;;;
6182;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2005 december;;;;;;
6183;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2005;;;;;;
6184;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2006 januari;;;;;;
6185;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2006 februari;;;;;;
6186;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2006 maart;;;;;;
6187;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2006 april;;;;;;
6188;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2006 mei;;;;;;
6189;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2006 juni;;;;;;
6190;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2006 juli;;;;;;
6191;Totale Nederlandse afzet;15332500 Andere conserven van vruchten;2006 augustus;;;;;;
6192;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2000 januari;93.5;;;93.5;;
6193;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2000 februari;96.0;2.6;;96.0;2.6;
6194;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2000 maart;98.3;2.5;;98.3;2.5;
6195;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2000 april;99.3;1.0;;99.3;1.0;
6196;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2000 mei;100.6;1.3;;100.6;1.3;
6197;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2000 juni;98.8;-1.8;;98.8;-1.8;
6198;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2000 juli;97.5;-1.3;;97.5;-1.3;
6199;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2000 augustus;99.9;2.4;;99.9;2.4;
6200;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2000 september;101.9;2.1;;101.9;2.1;
6201;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2000 oktober;104.5;2.5;;104.5;2.5;
6202;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2000 november;104.3;-0.2;;104.3;-0.2;
6203;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2000 december;105.3;0.9;;105.3;0.9;
6204;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2000;100.0;;;100.0;;
6205;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2001 januari;100.2;-4.8;7.1;100.2;-4.8;7.1
6206;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2001 februari;98.8;-1.4;2.9;98.8;-1.4;2.9
6207;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2001 maart;98.9;0.1;0.6;98.9;0.1;0.6
6208;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2001 april;98.2;-0.7;-1.1;98.2;-0.7;-1.1
6209;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2001 mei;99.4;1.2;-1.3;99.4;1.2;-1.3
6210;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2001 juni;102.2;2.8;3.4;102.2;2.8;3.4
6211;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2001 juli;107.8;5.5;10.6;107.8;5.5;10.6
6212;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2001 augustus;104.0;-3.5;4.2;104.0;-3.5;4.2
6213;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2001 september;102.8;-1.1;0.9;102.8;-1.1;0.9
6214;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2001 oktober;104.1;1.2;-0.4;104.1;1.2;-0.4
6215;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2001 november;106.8;2.6;2.4;106.8;2.6;2.4
6216;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2001 december;105.6;-1.2;0.3;105.6;-1.2;0.3
6217;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2001;102.4;;2.4;102.4;;2.4
6218;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2002 januari;103.9;-1.6;3.7;103.9;-1.6;3.7
6219;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2002 februari;103.3;-0.6;4.5;103.3;-0.6;4.5
6220;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2002 maart;104.8;1.5;6.0;104.8;1.5;6.0
6221;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2002 april;105.2;0.4;7.2;105.2;0.4;7.2
6222;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2002 mei;106.7;1.4;7.4;106.7;1.4;7.4
6223;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2002 juni;103.6;-2.9;1.4;103.6;-2.9;1.4
6224;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2002 juli;105.1;1.4;-2.6;105.1;1.4;-2.6
6225;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2002 augustus;106.0;0.9;1.9;106.0;0.9;1.9
6226;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2002 september;107.5;1.4;4.5;107.5;1.4;4.5
6227;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2002 oktober;107.3;-0.1;3.1;107.3;-0.1;3.1
6228;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2002 november;109.0;1.6;2.1;109.0;1.6;2.1
6229;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2002 december;108.5;-0.4;2.8;108.5;-0.4;2.8
6230;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2002;105.9;;3.4;105.9;;3.4
6231;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2003 januari;105.4;-2.9;1.4;105.4;-2.9;1.4
6232;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2003 februari;105.0;-0.4;1.6;105.0;-0.4;1.6
6233;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2003 maart;102.3;-2.5;-2.4;102.3;-2.5;-2.4
6234;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2003 april;102.6;0.3;-2.5;102.6;0.3;-2.5
6235;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2003 mei;97.4;-5.0;-8.7;97.4;-5.0;-8.7
6236;Totale Nederlandse afzet;15400000 Dierlijke en plantaardige oliën;2003 juni;101.2;3.8;-2.3;101.2;3.8;-2.3
