ID;Vervoersland;LandVanLaden;LandVanLossen;Perioden;VervoerdLadinggewicht_1
225;België;Cyprus;België;2021;0
226;België;Cyprus;België;2022;0
227;België;Cyprus;België;2023;12
228;België;Cyprus;Bulgarije;2020;0
229;België;Cyprus;Bulgarije;2021;0
230;België;Cyprus;Bulgarije;2022;0
231;België;Cyprus;Bulgarije;2023;0
232;België;Cyprus;Cyprus;2020;0
233;België;Cyprus;Cyprus;2021;0
234;België;Cyprus;Cyprus;2022;0
235;België;Cyprus;Cyprus;2023;0
236;België;Cyprus;Denemarken;2020;0
237;België;Cyprus;Denemarken;2021;0
238;België;Cyprus;Denemarken;2022;0
239;België;Cyprus;Denemarken;2023;0
240;België;Cyprus;Duitsland;2020;0
241;België;Cyprus;Duitsland;2021;0
242;België;Cyprus;Duitsland;2022;0
243;België;Cyprus;Duitsland;2023;0
244;België;Cyprus;Estland;2020;0
245;België;Cyprus;Estland;2021;0
246;België;Cyprus;Estland;2022;0
247;België;Cyprus;Estland;2023;0
248;België;Cyprus;Finland;2020;0
249;België;Cyprus;Finland;2021;0
250;België;Cyprus;Finland;2022;0
251;België;Cyprus;Finland;2023;0
252;België;Cyprus;Frankrijk;2020;0
253;België;Cyprus;Frankrijk;2021;0
254;België;Cyprus;Frankrijk;2022;0
255;België;Cyprus;Frankrijk;2023;0
256;België;Cyprus;Griekenland;2020;0
257;België;Cyprus;Griekenland;2021;0
258;België;Cyprus;Griekenland;2022;0
259;België;Cyprus;Griekenland;2023;0
260;België;Cyprus;Hongarije;2020;0
261;België;Cyprus;Hongarije;2021;0
262;België;Cyprus;Hongarije;2022;0
263;België;Cyprus;Hongarije;2023;0
264;België;Cyprus;Ierland;2020;0
265;België;Cyprus;Ierland;2021;0
266;België;Cyprus;Ierland;2022;0
267;België;Cyprus;Ierland;2023;0
268;België;Cyprus;Italië;2020;0
269;België;Cyprus;Italië;2021;0
270;België;Cyprus;Italië;2022;0
271;België;Cyprus;Italië;2023;0
272;België;Cyprus;Kroatië;2020;0
273;België;Cyprus;Kroatië;2021;0
274;België;Cyprus;Kroatië;2022;0
275;België;Cyprus;Kroatië;2023;0
276;België;Cyprus;Letland;2020;0
277;België;Cyprus;Letland;2021;0
278;België;Cyprus;Letland;2022;0
279;België;Cyprus;Letland;2023;0
280;België;Cyprus;Litouwen;2020;0
281;België;Cyprus;Litouwen;2021;0
282;België;Cyprus;Litouwen;2022;0
283;België;Cyprus;Litouwen;2023;0
284;België;Cyprus;Luxemburg;2020;0
285;België;Cyprus;Luxemburg;2021;0
286;België;Cyprus;Luxemburg;2022;0
287;België;Cyprus;Luxemburg;2023;0
288;België;Cyprus;Malta;2020;0
289;België;Cyprus;Malta;2021;0
290;België;Cyprus;Malta;2022;0
291;België;Cyprus;Malta;2023;0
292;België;Cyprus;Nederland;2020;0
293;België;Cyprus;Nederland;2021;0
294;België;Cyprus;Nederland;2022;0
295;België;Cyprus;Nederland;2023;0
296;België;Cyprus;Oostenrijk;2020;0
297;België;Cyprus;Oostenrijk;2021;0
298;België;Cyprus;Oostenrijk;2022;0
299;België;Cyprus;Oostenrijk;2023;0
300;België;Cyprus;Polen;2020;0
301;België;Cyprus;Polen;2021;0
302;België;Cyprus;Polen;2022;0
303;België;Cyprus;Polen;2023;0
304;België;Cyprus;Portugal;2020;0
305;België;Cyprus;Portugal;2021;0
306;België;Cyprus;Portugal;2022;0
307;België;Cyprus;Portugal;2023;0
308;België;Cyprus;Roemenië;2020;0
309;België;Cyprus;Roemenië;2021;0
310;België;Cyprus;Roemenië;2022;0
311;België;Cyprus;Roemenië;2023;0
312;België;Cyprus;Slovenië;2020;0
313;België;Cyprus;Slovenië;2021;0
314;België;Cyprus;Slovenië;2022;0
315;België;Cyprus;Slovenië;2023;0
316;België;Cyprus;Slowakije;2020;0
317;België;Cyprus;Slowakije;2021;0
318;België;Cyprus;Slowakije;2022;0
319;België;Cyprus;Slowakije;2023;0
320;België;Cyprus;Spanje;2020;0
321;België;Cyprus;Spanje;2021;0
322;België;Cyprus;Spanje;2022;0
323;België;Cyprus;Spanje;2023;0
324;België;Cyprus;Tsjechië;2020;0
325;België;Cyprus;Tsjechië;2021;0
326;België;Cyprus;Tsjechië;2022;0
327;België;Cyprus;Tsjechië;2023;0
328;België;Cyprus;Zweden;2020;0
329;België;Cyprus;Zweden;2021;0
330;België;Cyprus;Zweden;2022;0
331;België;Cyprus;Zweden;2023;0
332;België;Cyprus;Overige landen (Niet-EU);2020;0
333;België;Cyprus;Overige landen (Niet-EU);2021;0
334;België;Cyprus;Overige landen (Niet-EU);2022;0
335;België;Cyprus;Overige landen (Niet-EU);2023;0
336;België;Denemarken;België;2020;31
337;België;Denemarken;België;2021;5
338;België;Denemarken;België;2022;39
339;België;Denemarken;België;2023;9
340;België;Denemarken;Bulgarije;2020;0
341;België;Denemarken;Bulgarije;2021;0
342;België;Denemarken;Bulgarije;2022;0
343;België;Denemarken;Bulgarije;2023;0
344;België;Denemarken;Cyprus;2020;0
345;België;Denemarken;Cyprus;2021;0
346;België;Denemarken;Cyprus;2022;0
347;België;Denemarken;Cyprus;2023;0
348;België;Denemarken;Denemarken;2020;0
349;België;Denemarken;Denemarken;2021;0
350;België;Denemarken;Denemarken;2022;0
351;België;Denemarken;Denemarken;2023;0
352;België;Denemarken;Duitsland;2020;0
353;België;Denemarken;Duitsland;2021;22
354;België;Denemarken;Duitsland;2022;0
355;België;Denemarken;Duitsland;2023;0
356;België;Denemarken;Estland;2020;0
357;België;Denemarken;Estland;2021;0
358;België;Denemarken;Estland;2022;0
359;België;Denemarken;Estland;2023;0
360;België;Denemarken;Finland;2020;0
361;België;Denemarken;Finland;2021;0
362;België;Denemarken;Finland;2022;0
363;België;Denemarken;Finland;2023;0
364;België;Denemarken;Frankrijk;2020;9
365;België;Denemarken;Frankrijk;2021;0
366;België;Denemarken;Frankrijk;2022;0
367;België;Denemarken;Frankrijk;2023;18
368;België;Denemarken;Griekenland;2020;0
369;België;Denemarken;Griekenland;2021;0
370;België;Denemarken;Griekenland;2022;0
371;België;Denemarken;Griekenland;2023;0
372;België;Denemarken;Hongarije;2020;0
373;België;Denemarken;Hongarije;2021;0
374;België;Denemarken;Hongarije;2022;0
375;België;Denemarken;Hongarije;2023;9
376;België;Denemarken;Ierland;2020;0
377;België;Denemarken;Ierland;2021;0
378;België;Denemarken;Ierland;2022;0
379;België;Denemarken;Ierland;2023;0
380;België;Denemarken;Italië;2020;0
381;België;Denemarken;Italië;2021;0
382;België;Denemarken;Italië;2022;0
383;België;Denemarken;Italië;2023;0
384;België;Denemarken;Kroatië;2020;0
385;België;Denemarken;Kroatië;2021;0
386;België;Denemarken;Kroatië;2022;0
387;België;Denemarken;Kroatië;2023;0
388;België;Denemarken;Letland;2020;0
389;België;Denemarken;Letland;2021;0
390;België;Denemarken;Letland;2022;0
391;België;Denemarken;Letland;2023;0
392;België;Denemarken;Litouwen;2020;0
393;België;Denemarken;Litouwen;2021;0
394;België;Denemarken;Litouwen;2022;0
395;België;Denemarken;Litouwen;2023;0
396;België;Denemarken;Luxemburg;2020;0
397;België;Denemarken;Luxemburg;2021;0
398;België;Denemarken;Luxemburg;2022;7
399;België;Denemarken;Luxemburg;2023;0
400;België;Denemarken;Malta;2020;0
401;België;Denemarken;Malta;2021;0
402;België;Denemarken;Malta;2022;0
403;België;Denemarken;Malta;2023;0
404;België;Denemarken;Nederland;2020;0
405;België;Denemarken;Nederland;2021;0
406;België;Denemarken;Nederland;2022;8
407;België;Denemarken;Nederland;2023;0
408;België;Denemarken;Oostenrijk;2020;0
409;België;Denemarken;Oostenrijk;2021;0
410;België;Denemarken;Oostenrijk;2022;0
411;België;Denemarken;Oostenrijk;2023;0
412;België;Denemarken;Polen;2020;0
413;België;Denemarken;Polen;2021;0
414;België;Denemarken;Polen;2022;0
415;België;Denemarken;Polen;2023;0
416;België;Denemarken;Portugal;2020;0
417;België;Denemarken;Portugal;2021;0
418;België;Denemarken;Portugal;2022;0
419;België;Denemarken;Portugal;2023;0
420;België;Denemarken;Roemenië;2020;0
421;België;Denemarken;Roemenië;2021;0
422;België;Denemarken;Roemenië;2022;0
423;België;Denemarken;Roemenië;2023;0
424;België;Denemarken;Slovenië;2020;0
425;België;Denemarken;Slovenië;2021;0
426;België;Denemarken;Slovenië;2022;0
427;België;Denemarken;Slovenië;2023;0
428;België;Denemarken;Slowakije;2020;0
429;België;Denemarken;Slowakije;2021;0
430;België;Denemarken;Slowakije;2022;0
431;België;Denemarken;Slowakije;2023;0
432;België;Denemarken;Spanje;2020;0
433;België;Denemarken;Spanje;2021;0
434;België;Denemarken;Spanje;2022;0
435;België;Denemarken;Spanje;2023;0
436;België;Denemarken;Tsjechië;2020;0
437;België;Denemarken;Tsjechië;2021;0
438;België;Denemarken;Tsjechië;2022;0
439;België;Denemarken;Tsjechië;2023;0
440;België;Denemarken;Zweden;2020;0
441;België;Denemarken;Zweden;2021;0
442;België;Denemarken;Zweden;2022;0
443;België;Denemarken;Zweden;2023;0
444;België;Denemarken;Overige landen (Niet-EU);2020;0
445;België;Denemarken;Overige landen (Niet-EU);2021;0
446;België;Denemarken;Overige landen (Niet-EU);2022;0
447;België;Denemarken;Overige landen (Niet-EU);2023;0
448;België;Duitsland;België;2020;2762
449;België;Duitsland;België;2021;2766
450;België;Duitsland;België;2022;2374
451;België;Duitsland;België;2023;2624
452;België;Duitsland;Bulgarije;2020;0
453;België;Duitsland;Bulgarije;2021;0
454;België;Duitsland;Bulgarije;2022;0
455;België;Duitsland;Bulgarije;2023;9
456;België;Duitsland;Cyprus;2020;0
457;België;Duitsland;Cyprus;2021;0
458;België;Duitsland;Cyprus;2022;0
459;België;Duitsland;Cyprus;2023;0
460;België;Duitsland;Denemarken;2020;9
461;België;Duitsland;Denemarken;2021;0
462;België;Duitsland;Denemarken;2022;10
463;België;Duitsland;Denemarken;2023;0
464;België;Duitsland;Duitsland;2020;457
465;België;Duitsland;Duitsland;2021;518
466;België;Duitsland;Duitsland;2022;497
467;België;Duitsland;Duitsland;2023;362
468;België;Duitsland;Estland;2020;0
469;België;Duitsland;Estland;2021;0
470;België;Duitsland;Estland;2022;6
471;België;Duitsland;Estland;2023;0
472;België;Duitsland;Finland;2020;0
473;België;Duitsland;Finland;2021;0
474;België;Duitsland;Finland;2022;0
475;België;Duitsland;Finland;2023;0
476;België;Duitsland;Frankrijk;2020;239
477;België;Duitsland;Frankrijk;2021;195
478;België;Duitsland;Frankrijk;2022;430
479;België;Duitsland;Frankrijk;2023;403
480;België;Duitsland;Griekenland;2020;0
481;België;Duitsland;Griekenland;2021;0
482;België;Duitsland;Griekenland;2022;10
483;België;Duitsland;Griekenland;2023;0
484;België;Duitsland;Hongarije;2020;0
485;België;Duitsland;Hongarije;2021;0
486;België;Duitsland;Hongarije;2022;0
487;België;Duitsland;Hongarije;2023;0
488;België;Duitsland;Ierland;2020;0
489;België;Duitsland;Ierland;2021;0
490;België;Duitsland;Ierland;2022;0
491;België;Duitsland;Ierland;2023;0
492;België;Duitsland;Italië;2020;0
493;België;Duitsland;Italië;2021;0
494;België;Duitsland;Italië;2022;0
495;België;Duitsland;Italië;2023;0
496;België;Duitsland;Kroatië;2020;0
497;België;Duitsland;Kroatië;2021;0
498;België;Duitsland;Kroatië;2022;0
499;België;Duitsland;Kroatië;2023;0
500;België;Duitsland;Letland;2020;0
501;België;Duitsland;Letland;2021;0
502;België;Duitsland;Letland;2022;0
503;België;Duitsland;Letland;2023;0
504;België;Duitsland;Litouwen;2020;0
505;België;Duitsland;Litouwen;2021;0
506;België;Duitsland;Litouwen;2022;0
507;België;Duitsland;Litouwen;2023;0
508;België;Duitsland;Luxemburg;2020;23
509;België;Duitsland;Luxemburg;2021;13
510;België;Duitsland;Luxemburg;2022;53
511;België;Duitsland;Luxemburg;2023;31
512;België;Duitsland;Malta;2020;0
513;België;Duitsland;Malta;2021;0
514;België;Duitsland;Malta;2022;0
515;België;Duitsland;Malta;2023;0
516;België;Duitsland;Nederland;2020;301
517;België;Duitsland;Nederland;2021;358
518;België;Duitsland;Nederland;2022;210
519;België;Duitsland;Nederland;2023;209
520;België;Duitsland;Oostenrijk;2020;19
521;België;Duitsland;Oostenrijk;2021;48
522;België;Duitsland;Oostenrijk;2022;8
523;België;Duitsland;Oostenrijk;2023;12
524;België;Duitsland;Polen;2020;1
525;België;Duitsland;Polen;2021;0
526;België;Duitsland;Polen;2022;0
527;België;Duitsland;Polen;2023;0
528;België;Duitsland;Portugal;2020;0
529;België;Duitsland;Portugal;2021;0
530;België;Duitsland;Portugal;2022;0
531;België;Duitsland;Portugal;2023;0
532;België;Duitsland;Roemenië;2020;0
533;België;Duitsland;Roemenië;2021;0
534;België;Duitsland;Roemenië;2022;0
535;België;Duitsland;Roemenië;2023;0
536;België;Duitsland;Slovenië;2020;0
537;België;Duitsland;Slovenië;2021;0
538;België;Duitsland;Slovenië;2022;0
539;België;Duitsland;Slovenië;2023;0
540;België;Duitsland;Slowakije;2020;0
541;België;Duitsland;Slowakije;2021;0
542;België;Duitsland;Slowakije;2022;0
543;België;Duitsland;Slowakije;2023;0
544;België;Duitsland;Spanje;2020;0
545;België;Duitsland;Spanje;2021;25
546;België;Duitsland;Spanje;2022;20
547;België;Duitsland;Spanje;2023;0
548;België;Duitsland;Tsjechië;2020;7
549;België;Duitsland;Tsjechië;2021;1
550;België;Duitsland;Tsjechië;2022;9
551;België;Duitsland;Tsjechië;2023;10
552;België;Duitsland;Zweden;2020;0
553;België;Duitsland;Zweden;2021;0
554;België;Duitsland;Zweden;2022;0
555;België;Duitsland;Zweden;2023;0
556;België;Duitsland;Overige landen (Niet-EU);2020;28
557;België;Duitsland;Overige landen (Niet-EU);2021;8
558;België;Duitsland;Overige landen (Niet-EU);2022;0
559;België;Duitsland;Overige landen (Niet-EU);2023;0
560;België;Estland;België;2020;0
561;België;Estland;België;2021;0
562;België;Estland;België;2022;6
563;België;Estland;België;2023;0
564;België;Estland;Bulgarije;2020;0
565;België;Estland;Bulgarije;2021;0
566;België;Estland;Bulgarije;2022;0
567;België;Estland;Bulgarije;2023;0
568;België;Estland;Cyprus;2020;0
569;België;Estland;Cyprus;2021;0
570;België;Estland;Cyprus;2022;0
571;België;Estland;Cyprus;2023;0
572;België;Estland;Denemarken;2020;0
573;België;Estland;Denemarken;2021;0
574;België;Estland;Denemarken;2022;0
575;België;Estland;Denemarken;2023;0
576;België;Estland;Duitsland;2020;0
577;België;Estland;Duitsland;2021;0
578;België;Estland;Duitsland;2022;0
579;België;Estland;Duitsland;2023;0
580;België;Estland;Estland;2020;0
581;België;Estland;Estland;2021;0
582;België;Estland;Estland;2022;0
583;België;Estland;Estland;2023;0
584;België;Estland;Finland;2020;0
585;België;Estland;Finland;2021;0
586;België;Estland;Finland;2022;0
587;België;Estland;Finland;2023;0
588;België;Estland;Frankrijk;2020;0
589;België;Estland;Frankrijk;2021;0
590;België;Estland;Frankrijk;2022;0
591;België;Estland;Frankrijk;2023;0
592;België;Estland;Griekenland;2020;0
593;België;Estland;Griekenland;2021;0
594;België;Estland;Griekenland;2022;0
595;België;Estland;Griekenland;2023;0
596;België;Estland;Hongarije;2020;0
597;België;Estland;Hongarije;2021;0
598;België;Estland;Hongarije;2022;0
599;België;Estland;Hongarije;2023;0
600;België;Estland;Ierland;2020;0
601;België;Estland;Ierland;2021;0
602;België;Estland;Ierland;2022;0
603;België;Estland;Ierland;2023;0
604;België;Estland;Italië;2020;0
605;België;Estland;Italië;2021;0
606;België;Estland;Italië;2022;0
607;België;Estland;Italië;2023;0
608;België;Estland;Kroatië;2020;0
609;België;Estland;Kroatië;2021;0
610;België;Estland;Kroatië;2022;0
611;België;Estland;Kroatië;2023;0
612;België;Estland;Letland;2020;0
613;België;Estland;Letland;2021;0
614;België;Estland;Letland;2022;0
615;België;Estland;Letland;2023;0
616;België;Estland;Litouwen;2020;0
617;België;Estland;Litouwen;2021;0
618;België;Estland;Litouwen;2022;0
619;België;Estland;Litouwen;2023;0
620;België;Estland;Luxemburg;2020;0
621;België;Estland;Luxemburg;2021;0
622;België;Estland;Luxemburg;2022;0
623;België;Estland;Luxemburg;2023;0
624;België;Estland;Malta;2020;0
625;België;Estland;Malta;2021;0
626;België;Estland;Malta;2022;0
627;België;Estland;Malta;2023;0
628;België;Estland;Nederland;2020;0
629;België;Estland;Nederland;2021;0
630;België;Estland;Nederland;2022;0
631;België;Estland;Nederland;2023;0
632;België;Estland;Oostenrijk;2020;0
633;België;Estland;Oostenrijk;2021;0
634;België;Estland;Oostenrijk;2022;0
635;België;Estland;Oostenrijk;2023;0
636;België;Estland;Polen;2020;0
637;België;Estland;Polen;2021;0
638;België;Estland;Polen;2022;0
639;België;Estland;Polen;2023;0
640;België;Estland;Portugal;2020;0
641;België;Estland;Portugal;2021;0
642;België;Estland;Portugal;2022;0
643;België;Estland;Portugal;2023;0
644;België;Estland;Roemenië;2020;0
645;België;Estland;Roemenië;2021;0
646;België;Estland;Roemenië;2022;0
647;België;Estland;Roemenië;2023;0
648;België;Estland;Slovenië;2020;0
649;België;Estland;Slovenië;2021;0
650;België;Estland;Slovenië;2022;0
651;België;Estland;Slovenië;2023;0
652;België;Estland;Slowakije;2020;0
653;België;Estland;Slowakije;2021;0
654;België;Estland;Slowakije;2022;0
655;België;Estland;Slowakije;2023;0
656;België;Estland;Spanje;2020;0
657;België;Estland;Spanje;2021;0
658;België;Estland;Spanje;2022;0
659;België;Estland;Spanje;2023;0
660;België;Estland;Tsjechië;2020;0
661;België;Estland;Tsjechië;2021;0
662;België;Estland;Tsjechië;2022;0
663;België;Estland;Tsjechië;2023;0
664;België;Estland;Zweden;2020;0
665;België;Estland;Zweden;2021;0
666;België;Estland;Zweden;2022;0
667;België;Estland;Zweden;2023;0
668;België;Estland;Overige landen (Niet-EU);2020;0
669;België;Estland;Overige landen (Niet-EU);2021;0
670;België;Estland;Overige landen (Niet-EU);2022;0
671;België;Estland;Overige landen (Niet-EU);2023;0
672;België;Finland;België;2020;0
673;België;Finland;België;2021;0
674;België;Finland;België;2022;0
675;België;Finland;België;2023;0
676;België;Finland;Bulgarije;2020;0
677;België;Finland;Bulgarije;2021;0
678;België;Finland;Bulgarije;2022;0
679;België;Finland;Bulgarije;2023;0
680;België;Finland;Cyprus;2020;0
681;België;Finland;Cyprus;2021;0
682;België;Finland;Cyprus;2022;0
683;België;Finland;Cyprus;2023;0
684;België;Finland;Denemarken;2020;0
685;België;Finland;Denemarken;2021;0
686;België;Finland;Denemarken;2022;0
687;België;Finland;Denemarken;2023;0
688;België;Finland;Duitsland;2020;0
689;België;Finland;Duitsland;2021;0
690;België;Finland;Duitsland;2022;0
691;België;Finland;Duitsland;2023;0
692;België;Finland;Estland;2020;0
693;België;Finland;Estland;2021;0
694;België;Finland;Estland;2022;0
695;België;Finland;Estland;2023;0
696;België;Finland;Finland;2020;0
697;België;Finland;Finland;2021;0
698;België;Finland;Finland;2022;0
699;België;Finland;Finland;2023;0
700;België;Finland;Frankrijk;2020;0
