ID;Leeftijd;Perioden;TotaalAantalHuishoudens_1;Eenpersoonshuishouden_2;TotaalMeerpersoonshuishoudens_3;k_2Personen_4;k_3Personen_5;k_4Personen_6;k_5OfMeerPersonen_7
470;108;2041;18965;16883;2082;2029;47;6;0
471;108;2042;21526;19136;2390;2329;54;7;0
472;108;2043;23148;20551;2597;2532;58;7;0
473;108;2044;23878;21173;2705;2635;61;8;1
474;108;2045;24130;21363;2767;2696;62;8;1
475;108;2046;24178;21362;2816;2744;63;8;1
476;108;2047;24160;21297;2863;2790;64;8;1
477;108;2048;24398;21469;2929;2854;66;8;1
478;108;2049;24567;21569;2998;2922;67;8;1
479;108;2050;24786;21701;3085;3007;69;8;1
480;1;2003;68546;50242;18304;13654;4067;545;38
481;1;2004;70071;51538;18533;13835;4111;549;38
482;1;2005;71413;52543;18870;14242;4043;548;37
483;1;2006;72685;53515;19170;14655;3934;544;37
484;1;2007;73135;53903;19232;14878;3783;534;37
485;1;2008;73682;54306;19376;15167;3648;524;37
486;1;2009;75003;55274;19729;15633;3537;521;38
487;1;2010;76418;56312;20106;16132;3419;517;38
488;1;2011;76181;56126;20055;16374;3149;495;37
489;1;2012;75600;55710;19890;16396;2974;483;37
490;1;2013;75364;55526;19838;16442;2878;481;37
491;1;2014;75187;55407;19780;16432;2830;481;37
492;1;2015;74584;54999;19585;16284;2785;479;37
493;1;2016;75172;55462;19710;16405;2784;483;38
494;1;2017;76544;56443;20101;16760;2813;490;38
495;1;2018;78068;57559;20509;17124;2845;501;39
496;1;2019;78780;58081;20699;17304;2850;506;39
497;1;2020;79185;58328;20857;17462;2847;509;39
498;1;2021;78129;57559;20570;17228;2799;504;39
499;1;2022;77426;57031;20395;17088;2766;502;39
500;1;2023;76658;56450;20208;16942;2727;500;39
501;1;2024;75549;55626;19923;16709;2681;495;38
502;1;2025;74468;54823;19645;16483;2634;490;38
503;1;2026;73475;54096;19379;16264;2592;485;38
504;1;2027;72632;53474;19158;16081;2558;482;37
505;1;2028;71979;52996;18983;15938;2530;479;36
506;1;2029;71514;52658;18856;15835;2506;479;36
507;1;2030;71256;52469;18787;15782;2489;480;36
508;1;2031;71177;52415;18762;15765;2480;481;36
509;1;2032;71260;52475;18785;15794;2472;483;36
510;1;2033;71468;52631;18837;15847;2469;485;36
511;1;2034;71759;52851;18908;15913;2473;486;36
512;1;2035;72131;53123;19008;16004;2479;489;36
513;1;2036;72551;53438;19113;16098;2486;492;37
514;1;2037;73013;53774;19239;16210;2496;496;37
515;1;2038;73489;54128;19361;16316;2510;498;37
516;1;2039;73953;54473;19480;16424;2517;502;37
517;1;2040;74371;54780;19591;16528;2521;505;37
518;1;2041;74763;55067;19696;16638;2516;505;37
519;1;2042;75110;55322;19788;16732;2513;505;38
520;1;2043;75411;55542;19869;16819;2508;504;38
521;1;2044;75671;55730;19941;16895;2504;504;38
522;1;2045;75875;55884;19991;16948;2502;503;38
523;1;2046;76048;56008;20040;17000;2499;503;38
524;1;2047;76171;56101;20070;17031;2498;503;38
525;1;2048;76241;56153;20088;17052;2496;502;38
526;1;2049;76268;56170;20098;17063;2495;502;38
527;1;2050;76228;56141;20087;17054;2494;501;38
528;2;2003;386102;207731;178371;138121;29441;8908;1901
529;2;2004;386064;208692;177372;137120;29441;8878;1933
530;2;2005;386951;210274;176677;136215;29601;8912;1949
531;2;2006;385153;210537;174616;134294;29591;8798;1933
532;2;2007;386107;212314;173793;133725;29502;8653;1913
533;2;2008;391209;215717;175492;135339;29628;8612;1913
534;2;2009;398252;219604;178648;138199;29884;8631;1934
535;2;2010;404443;222726;181717;141185;29941;8633;1958
536;2;2011;411392;226535;184857;144346;29951;8581;1979
537;2;2012;416264;229300;186964;146764;29705;8508;1987
538;2;2013;420612;231442;189170;149139;29545;8479;2007
539;2;2014;425029;233510;191519;151477;29483;8513;2046
540;2;2015;428413;235114;193299;153262;29390;8561;2086
541;2;2016;426480;233758;192722;153151;28957;8516;2098
542;2;2017;423715;232144;191571;152516;28503;8450;2102
543;2;2018;422486;231349;191137;152352;28251;8422;2112
544;2;2019;423380;232019;191361;152690;28135;8412;2124
545;2;2020;424614;232941;191673;153116;28041;8389;2127
546;2;2021;430172;236118;194054;155130;28310;8467;2147
547;2;2022;436085;239001;197084;157554;28739;8604;2187
548;2;2023;440491;241134;199357;159343;29063;8726;2225
549;2;2024;441351;241330;200021;159895;29101;8779;2246
550;2;2025;440325;240394;199931;159836;29025;8804;2266
551;2;2026;435214;237512;197702;158176;28561;8711;2254
552;2;2027;430692;234817;195875;156810;28173;8644;2248
553;2;2028;425772;231914;193858;155283;27761;8576;2238
554;2;2029;420145;228689;191456;153483;27273;8481;2219
555;2;2030;414960;225745;189215;151810;26809;8394;2202
556;2;2031;410493;223221;187272;150372;26396;8318;2186
557;2;2032;406951;221222;185729;149261;26041;8254;2173
558;2;2033;404453;219812;184641;148501;25765;8209;2166
559;2;2034;402959;218963;183996;148092;25561;8178;2165
560;2;2035;402436;218645;183791;148024;25434;8170;2163
561;2;2036;402741;218778;183963;148251;25371;8176;2165
562;2;2037;403723;219274;184449;148716;25370;8195;2168
563;2;2038;405248;220076;185172;149371;25404;8221;2176
564;2;2039;407154;221078;186076;150158;25478;8256;2184
565;2;2040;409374;222243;187131;151064;25577;8297;2193
566;2;2041;411766;223498;188268;152026;25692;8345;2205
567;2;2042;414229;224783;189446;153026;25814;8387;2219
568;2;2043;416658;226062;190596;154020;25923;8421;2232
569;2;2044;418945;227263;191682;154997;25997;8444;2244
570;2;2045;421015;228374;192641;155915;26028;8447;2251
571;2;2046;422878;229394;193484;156794;26008;8433;2249
572;2;2047;424494;230284;194210;157546;25994;8422;2248
573;2;2048;425876;231044;194832;158195;25980;8411;2246
574;2;2049;427022;231677;195345;158727;25971;8402;2245
575;2;2050;427935;232182;195753;159152;25962;8394;2245
576;3;2003;610390;247614;362776;214543;84353;48456;15424
577;3;2004;599476;245386;354090;209345;82649;46926;15170
578;3;2005;592534;243918;348616;206304;81514;45767;15031
579;3;2006;594274;245496;348778;206665;81480;45485;15148
580;3;2007;596530;246488;350042;207614;81550;45583;15295
581;3;2008;597232;247046;350186;208103;81002;45576;15505
582;3;2009;595907;246939;348968;207875;80128;45314;15651
583;3;2010;597663;248225;349438;208245;80117;45262;15814
584;3;2011;598028;248817;349211;208906;79689;44748;15868
585;3;2012;603012;251422;351590;211403;79789;44423;15975
586;3;2013;612063;255306;356757;215224;80601;44683;16249
587;3;2014;622017;259086;362931;219293;81733;45296;16609
588;3;2015;630714;262092;368622;223238;82604;45831;16949
589;3;2016;641273;266350;374923;227793;83496;46363;17271
590;3;2017;648760;269347;379413;231451;83847;46629;17486
591;3;2018;654357;271245;383112;234256;84172;46955;17729
592;3;2019;659221;272746;386475;236548;84530;47389;18008
593;3;2020;662905;273949;388956;238271;84690;47746;18249
594;3;2021;659639;272126;387513;237824;83903;47504;18282
595;3;2022;655548;270300;385248;236905;82989;47096;18258
596;3;2023;654342;269466;384876;237126;82561;46905;18284
597;3;2024;657180;270683;386497;238689;82584;46876;18348
598;3;2025;660600;272172;388428;240504;82696;46829;18399
599;3;2026;669571;275824;393747;244094;83710;47319;18624
600;3;2027;677072;278417;398655;246944;84761;48023;18927
601;3;2028;681715;280009;401706;248593;85380;48552;19181
602;3;2029;682033;279775;402258;248972;85305;48690;19291
603;3;2030;679624;278333;401291;248454;84841;48658;19338
604;3;2031;672405;275167;397238;246484;83539;48038;19177
605;3;2032;665691;272089;393602;244641;82373;47534;19054
606;3;2033;658464;268817;389647;242611;81135;46990;18911
607;3;2034;650646;265367;385279;240445;79776;46333;18725
608;3;2035;643546;262253;381293;238500;78533;45711;18549
609;3;2036;637591;259640;377951;236943;77452;45160;18396
610;3;2037;632995;257611;375384;235829;76579;44698;18278
611;3;2038;629907;256208;373699;235229;75922;44352;18196
612;3;2039;628235;255405;372830;235095;75480;44102;18153
613;3;2040;627895;255137;372758;235398;75247;43966;18147
614;3;2041;628660;255324;373336;236044;75200;43921;18171
615;3;2042;630320;255874;374446;236964;75308;43954;18220
616;3;2043;632686;256720;375966;238095;75531;44049;18291
617;3;2044;635563;257775;377788;239367;75860;44187;18374
618;3;2045;638851;258995;379856;240762;76260;44365;18469
619;3;2046;642317;260295;382022;242175;76704;44564;18579
620;3;2047;645841;261642;384199;243664;77107;44748;18680
621;3;2048;649253;262974;386279;245176;77429;44912;18762
622;3;2049;652434;264232;388202;246724;77626;45029;18823
623;3;2050;655292;265385;389907;248263;77719;45076;18849
624;4;2003;772156;233529;538627;158364;145630;170708;63925
625;4;2004;752241;229734;522507;152990;139893;167403;62221
626;4;2005;719939;221752;498187;146429;131712;160405;59641
627;4;2006;685474;212946;472528;139676;123250;152940;56662
628;4;2007;656080;205487;450593;133852;116418;146266;54057
629;4;2008;632403;199594;432809;129046;111647;141061;51055
630;4;2009;621444;197343;424101;127032;109365;138172;49532
631;4;2010;615048;195893;419155;126574;107677;136739;48165
632;4;2011;617644;196942;420702;127413;108055;137263;47971
633;4;2012;620592;197429;423163;127868;108908;138281;48106
634;4;2013;621391;197485;423906;128014;108707;138847;48338
635;4;2014;620114;197060;423054;128064;107857;138741;48392
636;4;2015;621914;197835;424079;128998;107420;139080;48581
637;4;2016;622536;198151;424385;130587;106678;138642;48478
638;4;2017;627619;199927;427692;133187;106782;139045;48678
639;4;2018;636345;202585;433760;136232;107408;140774;49346
640;4;2019;645780;205038;440742;139268;108151;143105;50218
641;4;2020;654199;206961;447238;142330;108719;145174;51015
642;4;2021;664627;209984;454643;145867;109622;147320;51834
643;4;2022;671896;211984;459912;148782;110006;148753;52371
644;4;2023;677127;213093;464034;150978;110049;150107;52900
645;4;2024;681613;213921;467692;152812;109948;151485;53447
646;4;2025;685139;214622;470517;154461;109681;152512;53863
647;4;2026;681890;213049;468841;154811;108426;151915;53689
648;4;2027;677913;211580;466333;154946;107101;150920;53366
649;4;2028;677066;210869;466197;155822;106521;150591;53263
650;4;2029;680370;211808;468562;157610;106691;150892;53369
651;4;2030;684103;212885;471218;159437;106998;151295;53488
652;4;2031;693276;215575;477701;162220;108223;153149;54109
653;4;2032;700642;217387;483255;164230;109048;155179;54798
654;4;2033;705089;218482;486607;165526;109275;156541;55265
655;4;2034;705457;218305;487152;166135;108867;156811;55339
656;4;2035;703124;217217;485907;166174;108038;156479;55216
657;4;2036;696126;214890;481236;165442;106480;154720;54594
658;4;2037;689539;212593;476946;164671;105033;153187;54055
659;4;2038;682449;210157;472292;163777;103519;151521;53475
660;4;2039;674776;207569;467207;162815;101962;149617;52813
661;4;2040;667808;205222;462586;161961;100558;147857;52210
662;4;2041;661952;203240;458712;161303;99378;146338;51693
663;4;2042;657406;201654;455752;160881;98466;145117;51288
664;4;2043;654316;200520;453796;160721;97825;144247;51003
665;4;2044;652631;199846;452785;160808;97441;143696;50840
666;4;2045;652212;199539;452673;161117;97297;143469;50790
667;4;2046;652867;199569;453298;161602;97355;143512;50829
668;4;2047;654418;199889;454529;162226;97576;143782;50945
669;4;2048;656657;200405;456252;162981;97914;144230;51127
670;4;2049;659397;201084;458313;163807;98350;144807;51349
671;4;2050;662555;201899;460656;164703;98854;145487;51612
672;5;2003;769587;184932;584655;98843;114494;242589;128729
673;5;2004;768542;188305;580237;96520;116293;241948;125476
674;5;2005;771549;192773;578776;93987;118720;243406;122663
675;5;2006;773949;196838;577111;91844;120371;244437;120459
676;5;2007;772375;199696;572679;89634;120592;244201;118252
677;5;2008;764986;200016;564970;88253;118315;241939;116463
678;5;2009;745459;196771;548688;86199;113001;236790;112698
679;5;2010;714578;190319;524259;83684;105642;227330;107603
680;5;2011;682116;183367;498749;81258;98032;217677;101782
681;5;2012;654541;177363;477178;79462;91509;209578;96629
682;5;2013;632266;172465;459801;77158;87415;203528;91700
683;5;2014;621890;170406;451484;76198;85395;200775;89116
684;5;2015;615776;168923;446853;75947;84134;199603;87169
685;5;2016;618176;169403;448773;76172;84518;201118;86965
686;5;2017;620852;169450;451402;76365;85059;202871;87107
687;5;2018;621413;169284;452129;76734;84715;203587;87093
688;5;2019;619961;168783;451178;77196;83773;203430;86779
689;5;2020;621347;169175;452172;78127;83135;204095;86815
690;5;2021;621545;169050;452495;79433;82160;204305;86597
691;5;2022;626083;170112;455971;81138;81905;205930;86998
692;5;2023;634263;172021;462242;83218;82141;208843;88040
693;5;2024;643247;173843;469404;85378;82561;212170;89295
694;5;2025;651325;175219;476106;87562;82927;215188;90429
695;5;2026;661247;177405;483842;89922;83576;218643;91701
696;5;2027;668206;178800;489406;91972;83784;221133;92517
697;5;2028;673308;179584;493724;93656;83786;223110;93172
698;5;2029;677780;180201;497579;95204;83754;224853;93768
699;5;2030;681265;180694;500571;96615;83652;226148;94156
700;5;2031;678245;179344;498901;97292;82758;225253;93598
701;5;2032;674436;178085;496351;97784;81816;223911;92840
702;5;2033;673721;177430;496291;98571;81466;223726;92528
703;5;2034;676865;178034;498831;99713;81697;224741;92680
704;5;2035;680394;178781;501613;100788;82013;225927;92885
705;5;2036;689191;180844;508347;102346;83099;228996;93906
706;5;2037;696340;182364;513976;103564;83934;231617;94861
707;5;2038;700655;183362;517293;104451;84319;233129;95394
708;5;2039;700957;183255;517702;104927;84192;233240;95343
709;5;2040;698625;182410;516215;105083;83728;232456;94948
710;5;2041;691698;180477;511221;104772;82640;229989;93820
711;5;2042;685131;178564;506567;104381;81654;227728;92804
712;5;2043;678068;176534;501534;103886;80628;225288;91732
713;5;2044;670408;174347;496061;103304;79557;222646;90554
714;5;2045;663437;172343;491094;102767;78600;220245;89482
715;5;2046;657564;170649;486915;102309;77813;218223;88570
716;5;2047;653058;169358;483700;101975;77224;216656;87845
717;5;2048;649913;168367;481546;101775;76848;215593;87330
718;5;2049;648137;167745;480392;101704;76664;215009;87015
719;5;2050;647590;167406;480184;101763;76657;214874;86890
720;6;2003;736561;156751;579810;97799;109784;233886;138341
721;6;2004;750336;164344;585992;97670;111366;238492;138464
722;6;2005;762076;171257;590819;97581;112899;242162;138177
723;6;2006;770264;177138;593126;96941;114236;244949;137000
724;6;2007;771764;181249;590515;95405;114839;245376;134895
725;6;2008;771566;184919;586647;93494;115395;245349;132409
726;6;2009;770092;187617;582475;90679;116382;245077;130337
727;6;2010;773221;191626;581595;88105;117714;246824;128952
728;6;2011;775836;195291;580545;86269;118592;247952;127732
729;6;2012;774648;197958;576690;85263;117811;247509;126107
730;6;2013;767775;198342;569433;85130;114814;245171;124318
731;6;2014;748913;195373;553540;84416;109226;239709;120189
732;6;2015;718508;189024;529484;82668;101690;230357;114769
733;6;2016;686428;182030;504398;80646;94290;220767;108695
734;6;2017;659038;175891;483147;78657;88221;212785;103484
735;6;2018;636928;170829;466099;76248;84441;206523;98887
736;6;2019;626517;168549;457968;75107;82369;203885;96607
737;6;2020;620313;166881;453432;74833;80923;202641;95035
738;6;2021;622461;167115;455346;75025;80959;204222;95140
739;6;2022;624878;167006;457872;75311;81164;205935;95462
740;6;2023;625184;166774;458410;75958;80495;206560;95397
741;6;2024;623556;166217;457339;76452;79488;206378;95021
742;6;2025;624750;166483;458267;77383;78703;207082;95099
743;6;2026;624814;166192;458622;78619;77443;207468;95092
744;6;2027;629248;167023;462225;80087;76991;209352;95795
745;6;2028;637336;168754;468582;81966;77179;212441;96996
746;6;2029;646276;170486;475790;83976;77659;215855;98300
747;6;2030;654334;171793;482541;85907;78150;219008;99476
748;6;2031;664195;173831;490364;87905;78886;222679;100894
749;6;2032;671075;175056;496019;89588;79246;225337;101848
750;6;2033;676158;175802;500356;91023;79450;227384;102499
751;6;2034;680680;176472;504208;92379;79666;229150;103013
752;6;2035;684248;177054;507194;93592;79813;230457;103332
753;6;2036;681327;175838;505489;94107;79158;229536;102688
754;6;2037;677543;174634;502909;94445;78421;228171;101872
755;6;2038;676776;173974;502802;94979;78169;228035;101619
756;6;2039;679782;174444;505338;95790;78419;229157;101972
757;6;2040;683110;175037;508073;96526;78715;230433;102399
758;6;2041;691646;176910;514736;97730;79753;233591;103662
759;6;2042;698565;178353;520212;98801;80603;236173;104635
760;6;2043;702683;179317;523366;99588;81070;237601;105107
761;6;2044;702789;179172;523617;99906;81052;237668;104991
762;6;2045;700324;178345;521979;99952;80721;236818;104488
763;6;2046;693365;176482;516883;99507;79774;234318;103284
764;6;2047;686699;174599;512100;99005;78923;232013;102159
765;6;2048;679556;172598;506958;98419;78033;229526;100980
766;6;2049;671857;170437;501420;97750;77083;226864;99723
767;6;2050;664836;168459;496377;97099;76229;224458;98591
768;7;2003;671982;141656;530326;133135;147457;172076;77658
769;7;2004;685251;149527;535724;130358;145531;178017;81818
770;7;2005;700563;157540;543023;127373;144770;185152;85728
771;7;2006;714067;165302;548765;123975;144247;191568;88975
772;7;2007;728916;172929;555987;122160;144509;197926;91392
773;7;2008;742268;180150;562118;120519;145019;203588;92992
774;7;2009;755487;187231;568256;119452;145933;208613;94258
775;7;2010;766950;193720;573230;119042;146259;212531;95398
776;7;2011;775060;199190;575870;118467;146105;215395;95903
777;7;2012;776584;202807;573777;116491;144932;216766;95588
778;7;2013;776402;205947;570455;114056;143527;217637;95235
779;7;2014;774932;208117;566815;111303;142438;218370;94704
780;7;2015;777986;211506;566480;108650;142011;220975;94844
781;7;2016;780380;214570;565810;106660;141545;222789;94816
782;7;2017;778939;216677;562262;105385;139560;223106;94211
783;7;2018;771851;216572;555279;104530;135879;221844;93026
784;7;2019;752813;212985;539828;102675;130121;217064;89968
785;7;2020;722309;205765;516544;99562;122287;208789;85906
786;7;2021;690165;197919;492246;96424;114536;199822;81464
787;7;2022;662737;191028;471709;93665;108047;192262;77735
788;7;2023;640605;185337;455268;91132;103339;186041;74756
789;7;2024;630139;182712;447427;90151;100569;183376;73331
790;7;2025;623935;180844;443091;89908;98754;181959;72470
791;7;2026;626088;181072;445016;90029;98992;183263;72732
792;7;2027;628521;181019;447502;90094;99650;184714;73044
793;7;2028;628876;180843;448033;90375;99556;185178;72924
794;7;2029;627328;180307;447021;90348;99123;184975;72575
795;7;2030;628561;180599;447962;91008;98747;185612;72595
796;7;2031;628678;180261;448417;91973;97676;186111;72657
797;7;2032;633198;181139;452059;93291;97463;188010;73295
798;7;2033;641352;183027;458325;95181;98113;190828;74203
799;7;2034;650332;184985;465347;97264;99147;193822;75114
800;7;2035;658426;186501;471925;99261;100142;196571;75951
801;7;2036;668333;188733;479600;101390;101352;199824;77034
802;7;2037;675271;190137;485134;103082;102083;202182;77787
803;7;2038;680353;191005;489348;104567;102637;203895;78249
804;7;2039;684890;191832;493058;106008;103198;205273;78579
805;7;2040;688420;192507;495913;107294;103582;206260;78777
806;7;2041;685440;191233;494207;107683;102918;205325;78281
807;7;2042;681568;189931;491637;107850;102074;204032;77681
808;7;2043;680682;189202;491480;108269;101788;203879;77544
809;7;2044;683555;189639;493916;109039;102045;204925;77907
810;7;2045;686760;190197;496563;109754;102368;206114;78327
811;7;2046;695131;192159;502972;111046;103643;208939;79344
812;7;2047;701921;193737;508184;112221;104861;211085;80017
813;7;2048;705958;194790;511168;113084;105628;212172;80284
814;7;2049;705988;194659;511329;113331;105755;212097;80146
815;7;2050;703443;193777;509666;113252;105502;211207;79705
816;8;2003;639533;152492;487041;251273;142994;73195;19579
817;8;2004;639318;157345;481973;242173;141704;76869;21227
818;8;2005;644237;162958;481279;234339;142216;81588;23136
819;8;2006;652937;169466;483471;227773;143618;86915;25165
820;8;2007;664792;176733;488059;221028;146342;93232;27457
821;8;2008;674558;183360;491198;212516;149013;99813;29856
822;8;2009;687167;190870;496297;205510;152081;106571;32135
823;8;2010;702053;198841;503212;199556;156221;113380;34055
824;8;2011;715199;206482;508717;193945;159772;119231;35769
825;8;2012;729822;214121;515701;190553;163075;124728;37345
826;8;2013;742911;221230;521681;187894;165742;129391;38654
827;8;2014;755906;228214;527692;185985;168117;133619;39971
828;8;2015;767072;234445;532627;184088;169464;137710;41365
829;8;2016;774962;239592;535370;181711;169947;141335;42377
830;8;2017;776296;242612;533684;176736;169711;144290;42947
831;8;2018;775978;245099;530879;171004;169575;146928;43372
832;8;2019;774390;246631;527759;164222;170004;149697;43836
833;8;2020;777334;249521;527813;158156;171815;153292;44550
834;8;2021;779489;252149;527340;153527;173247;155611;44955
835;8;2022;777820;253761;524059;149985;172911;156240;44923
836;8;2023;770525;253051;517474;147365;170584;155182;44343
837;8;2024;751472;248443;503029;144126;165309;150812;42782
838;8;2025;721133;239699;481434;138553;157370;144624;40887
839;8;2026;689318;230309;459009;133171;148938;137964;38936
840;8;2027;662224;222086;440138;128909;141419;132425;37385
841;8;2028;640396;215321;425075;125061;135535;128181;36298
842;8;2029;630155;212162;417993;123432;132307;126393;35861
843;8;2030;624151;210015;414136;122532;130466;125468;35670
844;8;2031;626457;210363;416094;122663;131083;126403;35945
845;8;2032;628961;210474;418487;123144;131917;127273;36153
846;8;2033;629409;210406;419003;123751;131946;127252;36054
847;8;2034;627912;209867;418045;123999;131383;126807;35856
848;8;2035;629210;210259;418951;124898;131130;127031;35892
849;8;2036;629400;209929;419471;125515;130499;127424;36033
850;8;2037;633958;210985;422973;126742;130928;128829;36474
851;8;2038;642145;213273;428872;129059;132245;130605;36963
852;8;2039;651121;215700;435421;131831;133868;132319;37403
853;8;2040;659167;217617;441550;134477;135338;133908;37827
854;8;2041;669030;220289;448741;137253;137095;135973;38420
855;8;2042;675926;222016;453910;139293;138295;137471;38851
856;8;2043;680904;223133;457771;141084;139233;138375;39079
857;8;2044;685314;224193;461121;142856;140070;138981;39214
858;8;2045;688734;225053;463681;144367;140646;139364;39304
859;8;2046;685660;223667;461993;144468;139927;138536;39062
860;8;2047;681718;222182;459536;144249;138967;137533;38787
861;8;2048;680727;221403;459324;144418;138737;137397;38772
862;8;2049;683527;221930;461597;145111;139267;138178;39041
863;8;2050;686657;222607;464050;145718;139945;139062;39325
864;9;2003;582070;154459;427611;334460;75226;15575;2350
865;9;2004;612257;165709;446548;349200;78077;16702;2569
866;9;2005;633420;175692;457728;357684;79593;17691;2760
867;9;2006;657223;186683;470540;366727;81762;19010;3041
868;9;2007;641594;186585;455009;350719;80756;20225;3309
869;9;2008;634216;188590;445626;338005;81879;22021;3721
870;9;2009;633594;192444;441150;328740;84012;24210;4188
871;9;2010;638170;197485;440685;322010;87324;26659;4692
872;9;2011;646521;203623;442898;317322;91236;29177;5163
873;9;2012;657983;210665;447318;313666;95960;31997;5695
874;9;2013;667501;217059;450442;308757;100618;34825;6242
875;9;2014;679773;224376;455397;306105;105024;37531;6737
876;9;2015;694292;232286;462006;304870;109892;40072;7172
877;9;2016;707049;239717;467332;303535;113856;42314;7627
878;9;2017;721332;247272;474060;303713;117482;44729;8136
879;9;2018;734070;254182;479888;303734;120518;47022;8614
880;9;2019;746699;261003;485696;303136;123780;49586;9194
881;9;2020;757492;267005;490487;301579;126957;52233;9718
882;9;2021;765041;271803;493238;298682;129817;54626;10113
883;9;2022;766172;274305;491867;293234;131993;56281;10359
884;9;2023;765675;276221;489454;287405;133972;57522;10555
885;9;2024;763978;277262;486716;281430;135949;58605;10732
886;9;2025;766849;279979;486870;277160;138565;60112;11033
887;9;2026;768915;282335;486580;274434;140065;60899;11182
888;9;2027;767226;283471;483755;272097;139770;60760;11128
889;9;2028;759969;282090;477879;269161;137909;59908;10901
890;9;2029;741177;276372;464805;263366;133265;57710;10464
891;9;2030;711388;266338;445050;252692;127130;55236;9992
892;9;2031;680198;255702;424496;241494;120694;52732;9576
893;9;2032;653697;246531;407166;231852;115193;50830;9291
894;9;2033;632370;239072;393298;223579;111036;49549;9134
895;9;2034;622378;235603;386775;219554;108990;49121;9110
896;9;2035;616521;233312;383209;217214;107893;48974;9128
897;9;2036;618790;233829;384961;217774;108459;49477;9251
898;9;2037;621177;234092;387085;218965;108965;49822;9333
899;9;2038;621516;234039;387477;219828;108664;49680;9305
900;9;2039;619926;233438;386488;219836;107983;49408;9261
901;9;2040;621066;233878;387188;220555;107846;49487;9300
902;9;2041;621139;233633;387506;220515;107841;49760;9390
903;9;2042;625522;234964;390558;221806;108743;50448;9561
904;9;2043;633421;237604;395817;224924;110062;51120;9711
905;9;2044;642013;240345;401668;228736;111418;51685;9829
906;9;2045;649695;242563;407132;232246;112698;52237;9951
907;9;2046;659187;245628;413559;235987;114379;53059;10134
908;9;2047;665773;247660;418113;238582;115615;53648;10268
909;9;2048;670481;248989;421492;240841;116407;53919;10325
910;9;2049;674622;250208;424414;243025;116992;54047;10350
911;9;2050;677818;251180;426638;244746;117394;54125;10373
912;10;2003;436100;135474;300626;272456;26430;1636;104
913;10;2004;449493;139820;309673;281831;26084;1649;109
914;10;2005;466387;145244;321143;293181;26156;1695;111
915;10;2006;476021;148729;327292;299680;25787;1697;128
916;10;2007;527143;165286;361857;331107;28625;1987;138
917;10;2008;570221;180172;390049;357317;30430;2133;169
918;10;2009;598990;191544;407446;373335;31597;2321;193
919;10;2010;618892;201130;417762;382880;32157;2524;201
920;10;2011;641307;211864;429443;393345;33066;2800;232
921;10;2012;625888;210167;415721;379423;33000;3040;258
922;10;2013;618607;210991;407616;370132;33827;3366;291
923;10;2014;617899;213915;403984;364791;35130;3748;315
924;10;2015;622245;218258;403987;362659;36860;4119;349
925;10;2016;630243;223788;406455;362952;38671;4464;368
926;10;2017;641244;230335;410909;364904;40711;4892;402
927;10;2018;650400;236225;414175;365477;42849;5391;458
928;10;2019;662168;243072;419096;367965;44772;5858;501
929;10;2020;676107;250620;425487;371692;46925;6321;549
930;10;2021;688284;257603;430681;374594;48719;6770;598
931;10;2022;701974;264803;437171;378551;50652;7316;652
932;10;2023;714132;271334;442798;381931;52327;7836;704
933;10;2024;726241;277820;448421;385114;54199;8351;757
934;10;2025;736576;283461;453115;387494;55973;8848;800
935;10;2026;743797;287866;455931;388494;57429;9190;818
936;10;2027;744796;289865;454931;386569;58176;9365;821
937;10;2028;744208;291260;452948;383967;58673;9483;825
938;10;2029;742512;291859;450653;380979;59204;9635;835
939;10;2030;745334;294270;451064;380077;60196;9927;864
940;10;2031;747294;296258;451036;379551;60590;10030;865
941;10;2032;745507;296897;448610;377767;60073;9926;844
942;10;2033;738300;294970;443330;373918;58946;9664;802
943;10;2034;719848;288562;431286;364741;56575;9215;755
944;10;2035;690837;277820;413017;349623;53887;8790;717
945;10;2036;660520;266525;393995;333677;51212;8411;695
946;10;2037;634785;256865;377920;319954;49105;8172;689
947;10;2038;614119;249034;365085;308723;47637;8038;687
948;10;2039;604386;245348;359038;303304;47005;8034;695
949;10;2040;598633;242946;355687;300242;46700;8045;700
950;10;2041;600735;243535;357200;301237;47079;8167;717
951;10;2042;602892;243884;359008;302674;47379;8229;726
952;10;2043;603000;243828;359172;303055;47228;8170;719
953;10;2044;601266;243214;358052;302297;46944;8097;714
954;10;2045;602186;243708;358478;302654;46980;8121;723
955;10;2046;602118;243566;358552;302429;47181;8205;737
956;10;2047;606235;245061;361174;304272;47781;8363;758
957;10;2048;613743;247903;365840;308157;48435;8477;771
958;10;2049;621916;250837;371079;312722;49027;8551;779
959;10;2050;629230;253247;375983;316943;49610;8638;792
960;11;2003;375349;140094;235255;223237;11493;508;17
961;11;2004;382905;142255;240650;229122;11010;501;17
962;11;2005;391159;144993;246166;235135;10520;494;17
963;11;2006;401409;148394;253015;242549;9967;481;18
964;11;2007;407692;150634;257058;247239;9334;467;18
965;11;2008;417456;154419;263037;253745;8819;455;18
966;11;2009;430081;158732;271349;262335;8546;449;19
967;11;2010;446028;164286;281742;272812;8457;454;19
968;11;2011;454992;167610;287382;278669;8239;454;20
969;11;2012;503561;185265;318296;308723;9050;501;22
970;11;2013;544234;200798;343436;333479;9393;540;24
971;11;2014;571118;212228;358890;348719;9577;569;25
972;11;2015;589463;221385;368078;357773;9685;595;25
