ID;Bedrijfstypen;RegioS;Perioden;TotaalAantalLandbouwbedrijven_1;VerkoopAanHuisTotaal_2;RechtstreekseVerkoopAanDeConsument_3;VerkoopVia1Tussenschakel_4;StallingVanGoederenOfDieren_5;Agrotoerisme_6;VerwerkingLandbouwproducten_7;Zorglandbouw_8;Aquacultuur_9;LoonwerkVoorDerden_10;AgrarischNatuurEnLandschapsbeheer_11;AgrarischeKinderopvang_12;BoerderijEducatie_13;EnergieproductieLeveringAanDerden_14;OpbrengstMinderDan10_15;Opbrengst1050_16;OpbrengstMeerDan50_17
181;Totaal alle bedrijfstypen;Zuid-Holland (PV);2023;4262;875;528.0;541.0;282.0;161;176;78;2.0;521.0;842;7.0;126.0;430.0;52.0;25.0;23.0
182;Totaal alle bedrijfstypen;Zeeland (PV);1998;4507;317;;;;330;79;12;;;165;;;;;;
183;Totaal alle bedrijfstypen;Zeeland (PV);1999;4370;238;;;131.0;280;70;19;;;270;;;;;;
184;Totaal alle bedrijfstypen;Zeeland (PV);2003;3782;431;;;283.0;332;59;7;3.0;461.0;805;;;;;;
185;Totaal alle bedrijfstypen;Zeeland (PV);2005;3617;359;;;223.0;323;73;19;2.0;348.0;458;;;;;;
186;Totaal alle bedrijfstypen;Zeeland (PV);2007;3414;240;;;189.0;279;52;26;6.0;193.0;329;;;;;;
187;Totaal alle bedrijfstypen;Zeeland (PV);2008;3321;177;;;176.0;255;46;22;5.0;178.0;165;;;;45.0;41.0;14.0
188;Totaal alle bedrijfstypen;Zeeland (PV);2009;3226;177;;;175.0;268;50;24;4.0;191.0;169;2.0;4.0;;43.0;46.0;11.0
189;Totaal alle bedrijfstypen;Zeeland (PV);2010;3241;240;;;212.0;298;70;31;6.0;314.0;251;6.0;13.0;16.0;48.0;38.0;14.0
190;Totaal alle bedrijfstypen;Zeeland (PV);2011;3258;249;;;224.0;286;86;37;7.0;339.0;296;5.0;19.0;21.0;51.0;36.0;13.0
191;Totaal alle bedrijfstypen;Zeeland (PV);2013;3202;227;;;201.0;280;66;22;4.0;321.0;245;2.0;19.0;46.0;49.0;38.0;13.0
192;Totaal alle bedrijfstypen;Zeeland (PV);2016;2879;201;;;152.0;228;41;17;2.0;276.0;155;3.0;12.0;36.0;56.0;37.0;7.0
193;Totaal alle bedrijfstypen;Zeeland (PV);2020;2773;451;340.0;210.0;200.0;237;62;16;1.0;434.0;267;6.0;21.0;126.0;49.0;33.0;18.0
194;Totaal alle bedrijfstypen;Zeeland (PV);2023;2686;484;352.0;248.0;209.0;254;76;13;3.0;451.0;284;6.0;41.0;224.0;47.0;34.0;19.0
195;Totaal alle bedrijfstypen;Noord-Brabant (PV);1998;18569;829;;;;393;152;43;;;262;;;;;;
196;Totaal alle bedrijfstypen;Noord-Brabant (PV);1999;17973;680;;;334.0;289;151;64;;;384;;;;;;
197;Totaal alle bedrijfstypen;Noord-Brabant (PV);2003;15129;1081;;;674.0;335;154;54;35.0;662.0;2804;;;;;;
198;Totaal alle bedrijfstypen;Noord-Brabant (PV);2005;14514;875;;;507.0;400;146;86;16.0;434.0;1089;;;;;;
199;Totaal alle bedrijfstypen;Noord-Brabant (PV);2007;13658;512;;;376.0;335;87;98;3.0;236.0;487;;;;;;
200;Totaal alle bedrijfstypen;Noord-Brabant (PV);2008;13350;392;;;334.0;289;77;100;4.0;198.0;223;;;;46.0;36.0;18.0
201;Totaal alle bedrijfstypen;Noord-Brabant (PV);2009;12985;414;;;347.0;307;70;106;5.0;201.0;246;7.0;16.0;;46.0;38.0;16.0
202;Totaal alle bedrijfstypen;Noord-Brabant (PV);2010;12902;572;;;506.0;393;136;141;6.0;474.0;347;21.0;103.0;69.0;53.0;30.0;17.0
203;Totaal alle bedrijfstypen;Noord-Brabant (PV);2011;12502;628;;;572.0;399;144;151;5.0;505.0;459;26.0;114.0;88.0;53.0;30.0;17.0
204;Totaal alle bedrijfstypen;Noord-Brabant (PV);2013;11919;600;;;503.0;388;146;145;5.0;486.0;415;29.0;112.0;109.0;60.0;26.0;14.0
205;Totaal alle bedrijfstypen;Noord-Brabant (PV);2016;9916;501;;;359.0;221;82;97;2.0;433.0;313;21.0;87.0;77.0;59.0;32.0;9.0
206;Totaal alle bedrijfstypen;Noord-Brabant (PV);2020;9373;1376;1015.0;703.0;584.0;246;169;109;1.0;690.0;760;37.0;145.0;538.0;54.0;25.0;21.0
207;Totaal alle bedrijfstypen;Noord-Brabant (PV);2023;8898;1469;1086.0;742.0;638.0;281;231;129;2.0;836.0;779;21.0;190.0;1039.0;54.0;26.0;20.0
208;Totaal alle bedrijfstypen;Limburg (PV);1998;7487;749;;;;230;100;14;;;295;;;;;;
209;Totaal alle bedrijfstypen;Limburg (PV);1999;7241;613;;;116.0;200;87;34;;;379;;;;;;
210;Totaal alle bedrijfstypen;Limburg (PV);2003;5898;845;;;249.0;210;88;24;12.0;292.0;1325;;;;;;
211;Totaal alle bedrijfstypen;Limburg (PV);2005;5607;650;;;173.0;229;72;31;4.0;196.0;737;;;;;;
212;Totaal alle bedrijfstypen;Limburg (PV);2007;5244;364;;;144.0;182;45;35;1.0;121.0;413;;;;;;
213;Totaal alle bedrijfstypen;Limburg (PV);2008;5133;271;;;128.0;157;45;40;1.0;126.0;298;;;;49.0;35.0;16.0
214;Totaal alle bedrijfstypen;Limburg (PV);2009;4994;290;;;138.0;169;47;45;1.0;127.0;300;2.0;6.0;;48.0;39.0;13.0
215;Totaal alle bedrijfstypen;Limburg (PV);2010;4938;400;;;181.0;191;77;54;1.0;193.0;432;9.0;21.0;39.0;49.0;34.0;17.0
216;Totaal alle bedrijfstypen;Limburg (PV);2011;4820;408;;;192.0;198;85;55;1.0;199.0;466;12.0;32.0;53.0;50.0;33.0;17.0
217;Totaal alle bedrijfstypen;Limburg (PV);2013;4594;363;;;163.0;184;78;53;0.0;179.0;420;11.0;34.0;50.0;51.0;34.0;15.0
218;Totaal alle bedrijfstypen;Limburg (PV);2016;3893;316;;;106.0;120;46;34;0.0;140.0;336;5.0;31.0;26.0;52.0;38.0;10.0
219;Totaal alle bedrijfstypen;Limburg (PV);2020;3653;732;570.0;354.0;196.0;134;75;39;0.0;229.0;458;4.0;32.0;197.0;51.0;26.0;23.0
220;Totaal alle bedrijfstypen;Limburg (PV);2023;3472;714;566.0;330.0;224.0;131;89;37;0.0;308.0;508;9.0;52.0;292.0;50.0;27.0;23.0
221;Totaal akkerbouwbedrijven;Nederland;1998;14270;687;;;;514;265;32;;;313;;;;;;
222;Totaal akkerbouwbedrijven;Nederland;1999;13856;576;;;302.0;372;231;54;;;437;;;;;;
223;Totaal akkerbouwbedrijven;Nederland;2003;13470;844;;;740.0;424;171;29;17.0;1877.0;3132;;;;;;
224;Totaal akkerbouwbedrijven;Nederland;2005;13060;706;;;620.0;452;166;32;8.0;1412.0;1647;;;;;;
225;Totaal akkerbouwbedrijven;Nederland;2007;12144;438;;;421.0;361;60;31;7.0;786.0;1010;;;;;;
226;Totaal akkerbouwbedrijven;Nederland;2008;11857;367;;;445.0;324;104;35;5.0;757.0;576;;;;46.0;40.0;14.0
227;Totaal akkerbouwbedrijven;Nederland;2009;11660;386;;;436.0;344;109;32;6.0;797.0;652;8.0;7.0;;45.0;43.0;12.0
228;Totaal akkerbouwbedrijven;Nederland;2010;11962;487;;;565.0;417;209;43;10.0;1455.0;952;18.0;34.0;206.0;46.0;38.0;16.0
229;Totaal akkerbouwbedrijven;Nederland;2011;11953;526;;;630.0;408;240;43;12.0;1590.0;1057;21.0;49.0;265.0;49.0;37.0;14.0
230;Totaal akkerbouwbedrijven;Nederland;2013;12142;504;;;552.0;450;178;43;9.0;1454.0;972;17.0;52.0;282.0;47.0;39.0;14.0
231;Totaal akkerbouwbedrijven;Nederland;2016;10823;402;;;434.0;306;125;32;3.0;1293.0;577;12.0;38.0;250.0;54.0;37.0;9.0
232;Totaal akkerbouwbedrijven;Nederland;2020;11174;946;654.0;504.0;676.0;350;186;37;2.0;2014.0;1208;17.0;65.0;685.0;52.0;33.0;15.0
233;Totaal akkerbouwbedrijven;Nederland;2023;11431;1014;707.0;528.0;799.0;372;221;36;1.0;2245.0;1508;17.0;114.0;1133.0;52.0;34.0;14.0
234;Totaal akkerbouwbedrijven;Noord-Nederland (LD);1998;3360;137;;;;86;65;7;;;70;;;;;;
235;Totaal akkerbouwbedrijven;Noord-Nederland (LD);1999;3235;106;;;27.0;53;50;9;;;122;;;;;;
236;Totaal akkerbouwbedrijven;Noord-Nederland (LD);2003;2992;155;;;81.0;49;39;5;1.0;485.0;830;;;;;;
237;Totaal akkerbouwbedrijven;Noord-Nederland (LD);2005;2879;122;;;72.0;66;33;6;0.0;349.0;429;;;;;;
238;Totaal akkerbouwbedrijven;Noord-Nederland (LD);2007;2678;71;;;50.0;51;8;4;1.0;206.0;301;;;;;;
239;Totaal akkerbouwbedrijven;Noord-Nederland (LD);2008;2595;60;;;49.0;41;25;2;1.0;184.0;161;;;;56.0;34.0;10.0
240;Totaal akkerbouwbedrijven;Noord-Nederland (LD);2009;2507;68;;;54.0;47;27;3;1.0;202.0;202;3.0;1.0;;55.0;37.0;8.0
241;Totaal akkerbouwbedrijven;Noord-Nederland (LD);2010;2505;89;;;69.0;51;55;10;1.0;387.0;326;5.0;6.0;49.0;56.0;34.0;10.0
242;Totaal akkerbouwbedrijven;Noord-Nederland (LD);2011;2481;99;;;86.0;58;65;6;1.0;428.0;332;5.0;4.0;65.0;56.0;34.0;10.0
243;Totaal akkerbouwbedrijven;Noord-Nederland (LD);2013;2422;86;;;70.0;55;30;7;2.0;377.0;305;1.0;4.0;65.0;56.0;33.0;11.0
244;Totaal akkerbouwbedrijven;Noord-Nederland (LD);2016;2222;62;;;54.0;36;31;5;0.0;352.0;153;1.0;8.0;53.0;60.0;34.0;6.0
245;Totaal akkerbouwbedrijven;Noord-Nederland (LD);2020;2231;154;109.0;79.0;93.0;35;39;6;0.0;507.0;314;2.0;16.0;176.0;61.0;28.0;11.0
246;Totaal akkerbouwbedrijven;Noord-Nederland (LD);2023;2236;177;121.0;96.0;116.0;44;48;3;0.0;572.0;358;2.0;31.0;266.0;59.0;31.0;10.0
247;Totaal akkerbouwbedrijven;Oost-Nederland (LD);1998;2891;118;;;;72;82;8;;;63;;;;;;
248;Totaal akkerbouwbedrijven;Oost-Nederland (LD);1999;2815;111;;;66.0;58;66;18;;;53;;;;;;
249;Totaal akkerbouwbedrijven;Oost-Nederland (LD);2003;3244;152;;;164.0;64;38;6;4.0;420.0;779;;;;;;
250;Totaal akkerbouwbedrijven;Oost-Nederland (LD);2005;3145;132;;;143.0;79;41;5;2.0;303.0;407;;;;;;
251;Totaal akkerbouwbedrijven;Oost-Nederland (LD);2007;2911;72;;;99.0;50;11;3;0.0;165.0;223;;;;;;
252;Totaal akkerbouwbedrijven;Oost-Nederland (LD);2008;2832;66;;;102.0;45;21;9;0.0;153.0;130;;;;35.0;46.0;19.0
253;Totaal akkerbouwbedrijven;Oost-Nederland (LD);2009;2829;77;;;96.0;50;29;6;0.0;162.0;138;2.0;3.0;;38.0;46.0;16.0
254;Totaal akkerbouwbedrijven;Oost-Nederland (LD);2010;2926;93;;;126.0;77;57;7;2.0;299.0;188;6.0;8.0;114.0;40.0;40.0;20.0
255;Totaal akkerbouwbedrijven;Oost-Nederland (LD);2011;2922;102;;;159.0;85;62;6;1.0;331.0;228;5.0;15.0;136.0;44.0;39.0;17.0
256;Totaal akkerbouwbedrijven;Oost-Nederland (LD);2013;3039;108;;;122.0;107;55;6;2.0;320.0;202;9.0;18.0;117.0;43.0;39.0;18.0
257;Totaal akkerbouwbedrijven;Oost-Nederland (LD);2016;2830;83;;;111.0;53;40;6;0.0;317.0;131;5.0;11.0;124.0;52.0;36.0;12.0
258;Totaal akkerbouwbedrijven;Oost-Nederland (LD);2020;2982;205;136.0;121.0;180.0;73;52;5;0.0;547.0;281;7.0;22.0;226.0;48.0;35.0;17.0
259;Totaal akkerbouwbedrijven;Oost-Nederland (LD);2023;3128;212;139.0;115.0;212.0;81;58;6;0.0;592.0;399;5.0;34.0;368.0;50.0;34.0;16.0
260;Totaal akkerbouwbedrijven;West-Nederland (LD);1998;4585;236;;;;282;80;11;;;122;;;;;;
261;Totaal akkerbouwbedrijven;West-Nederland (LD);1999;4414;186;;;131.0;216;72;17;;;193;;;;;;
262;Totaal akkerbouwbedrijven;West-Nederland (LD);2003;4014;306;;;308.0;250;67;10;7.0;634.0;897;;;;;;
263;Totaal akkerbouwbedrijven;West-Nederland (LD);2005;3931;264;;;257.0;240;65;13;3.0;512.0;514;;;;;;
264;Totaal akkerbouwbedrijven;West-Nederland (LD);2007;3627;171;;;180.0;211;26;16;6.0;276.0;324;;;;;;
265;Totaal akkerbouwbedrijven;West-Nederland (LD);2008;3517;142;;;184.0;183;43;15;3.0;282.0;184;;;;45.0;42.0;13.0
266;Totaal akkerbouwbedrijven;West-Nederland (LD);2009;3434;138;;;190.0;196;42;15;3.0;284.0;201;3.0;3.0;;44.0;47.0;9.0
267;Totaal akkerbouwbedrijven;West-Nederland (LD);2010;3466;169;;;228.0;228;66;16;5.0;487.0;266;5.0;12.0;36.0;45.0;42.0;13.0
268;Totaal akkerbouwbedrijven;West-Nederland (LD);2011;3462;192;;;233.0;201;86;17;9.0;531.0;297;7.0;22.0;54.0;49.0;38.0;13.0
269;Totaal akkerbouwbedrijven;West-Nederland (LD);2013;3466;181;;;207.0;220;61;16;4.0;481.0;264;3.0;20.0;72.0;46.0;42.0;12.0
270;Totaal akkerbouwbedrijven;West-Nederland (LD);2016;3012;140;;;145.0;172;39;13;2.0;394.0;153;3.0;13.0;58.0;56.0;37.0;7.0
271;Totaal akkerbouwbedrijven;West-Nederland (LD);2020;2868;331;216.0;184.0;202.0;182;64;15;2.0;578.0;329;4.0;14.0;183.0;51.0;36.0;13.0
272;Totaal akkerbouwbedrijven;West-Nederland (LD);2023;2873;349;232.0;192.0;220.0;182;66;12;1.0;630.0;381;5.0;34.0;308.0;51.0;36.0;13.0
273;Totaal akkerbouwbedrijven;Zuid-Nederland (LD);1998;3434;196;;;;74;38;6;;;58;;;;;;
274;Totaal akkerbouwbedrijven;Zuid-Nederland (LD);1999;3392;173;;;78.0;45;43;10;;;69;;;;;;
275;Totaal akkerbouwbedrijven;Zuid-Nederland (LD);2003;3220;231;;;187.0;61;27;8;5.0;338.0;626;;;;;;
276;Totaal akkerbouwbedrijven;Zuid-Nederland (LD);2005;3105;188;;;148.0;67;27;8;3.0;248.0;297;;;;;;
277;Totaal akkerbouwbedrijven;Zuid-Nederland (LD);2007;2928;124;;;92.0;49;15;8;0.0;139.0;162;;;;;;
278;Totaal akkerbouwbedrijven;Zuid-Nederland (LD);2008;2913;99;;;110.0;55;15;9;1.0;138.0;101;;;;48.0;35.0;17.0
279;Totaal akkerbouwbedrijven;Zuid-Nederland (LD);2009;2890;103;;;96.0;51;11;8;2.0;149.0;111;0.0;0.0;;43.0;40.0;17.0
280;Totaal akkerbouwbedrijven;Zuid-Nederland (LD);2010;3065;136;;;142.0;61;31;10;2.0;282.0;172;2.0;8.0;7.0;43.0;36.0;21.0
281;Totaal akkerbouwbedrijven;Zuid-Nederland (LD);2011;3088;133;;;152.0;64;27;14;1.0;300.0;200;4.0;8.0;10.0;45.0;37.0;18.0
282;Totaal akkerbouwbedrijven;Zuid-Nederland (LD);2013;3215;129;;;153.0;68;32;14;1.0;276.0;201;4.0;10.0;28.0;43.0;40.0;17.0
283;Totaal akkerbouwbedrijven;Zuid-Nederland (LD);2016;2759;117;;;124.0;45;15;8;1.0;230.0;140;3.0;6.0;15.0;50.0;39.0;11.0
284;Totaal akkerbouwbedrijven;Zuid-Nederland (LD);2020;3093;256;193.0;120.0;201.0;60;31;11;0.0;382.0;284;4.0;13.0;100.0;50.0;32.0;18.0
285;Totaal akkerbouwbedrijven;Zuid-Nederland (LD);2023;3194;276;215.0;125.0;251.0;65;49;15;0.0;451.0;370;5.0;15.0;191.0;50.0;34.0;16.0
286;Totaal akkerbouwbedrijven;Groningen (PV);1998;1527;55;;;;48;27;5;;;35;;;;;;
287;Totaal akkerbouwbedrijven;Groningen (PV);1999;1461;40;;;14.0;24;22;4;;;66;;;;;;
288;Totaal akkerbouwbedrijven;Groningen (PV);2003;1287;52;;;25.0;21;11;4;0.0;244.0;336;;;;;;
289;Totaal akkerbouwbedrijven;Groningen (PV);2005;1246;46;;;26.0;26;19;5;0.0;178.0;231;;;;;;
290;Totaal akkerbouwbedrijven;Groningen (PV);2007;1178;26;;;22.0;24;5;3;0.0;106.0;184;;;;;;
291;Totaal akkerbouwbedrijven;Groningen (PV);2008;1149;20;;;16.0;17;12;2;0.0;89.0;105;;;;63.0;32.0;5.0
292;Totaal akkerbouwbedrijven;Groningen (PV);2009;1124;24;;;21.0;19;12;2;0.0;99.0;128;2.0;1.0;;64.0;33.0;3.0
293;Totaal akkerbouwbedrijven;Groningen (PV);2010;1118;30;;;21.0;20;25;5;0.0;190.0;197;4.0;6.0;26.0;63.0;31.0;6.0
294;Totaal akkerbouwbedrijven;Groningen (PV);2011;1110;34;;;27.0;23;32;3;0.0;211.0;197;4.0;4.0;30.0;64.0;30.0;6.0
295;Totaal akkerbouwbedrijven;Groningen (PV);2013;1089;31;;;26.0;21;15;4;0.0;170.0;176;1.0;4.0;32.0;61.0;32.0;7.0
296;Totaal akkerbouwbedrijven;Groningen (PV);2016;1024;20;;;16.0;15;13;4;0.0;149.0;84;1.0;4.0;23.0;61.0;34.0;5.0
297;Totaal akkerbouwbedrijven;Groningen (PV);2020;1018;60;41.0;30.0;32.0;11;16;2;0.0;236.0;150;2.0;8.0;86.0;64.0;27.0;9.0
298;Totaal akkerbouwbedrijven;Groningen (PV);2023;1002;71;47.0;38.0;35.0;15;25;2;0.0;253.0;149;2.0;15.0;140.0;64.0;28.0;8.0
299;Totaal akkerbouwbedrijven;Fryslân (PV);1998;516;48;;;;10;27;1;;;8;;;;;;
300;Totaal akkerbouwbedrijven;Fryslân (PV);1999;508;39;;;3.0;10;21;3;;;19;;;;;;
301;Totaal akkerbouwbedrijven;Fryslân (PV);2003;624;58;;;26.0;12;24;1;1.0;70.0;200;;;;;;
302;Totaal akkerbouwbedrijven;Fryslân (PV);2005;613;47;;;22.0;18;9;1;0.0;59.0;102;;;;;;
303;Totaal akkerbouwbedrijven;Fryslân (PV);2007;534;29;;;13.0;10;1;0;0.0;31.0;52;;;;;;
304;Totaal akkerbouwbedrijven;Fryslân (PV);2008;519;26;;;16.0;6;10;0;0.0;29.0;29;;;;54.0;35.0;11.0
305;Totaal akkerbouwbedrijven;Fryslân (PV);2009;489;28;;;15.0;7;12;0;0.0;35.0;33;0.0;0.0;;47.0;41.0;12.0
306;Totaal akkerbouwbedrijven;Fryslân (PV);2010;509;34;;;21.0;9;22;2;0.0;66.0;64;1.0;0.0;20.0;45.0;37.0;18.0
307;Totaal akkerbouwbedrijven;Fryslân (PV);2011;489;38;;;24.0;10;24;2;0.0;71.0;72;0.0;0.0;26.0;45.0;35.0;20.0
308;Totaal akkerbouwbedrijven;Fryslân (PV);2013;486;30;;;18.0;11;11;1;1.0;71.0;73;0.0;0.0;18.0;53.0;30.0;17.0
309;Totaal akkerbouwbedrijven;Fryslân (PV);2016;391;23;;;13.0;7;11;0;0.0;61.0;35;0.0;1.0;17.0;55.0;34.0;11.0
310;Totaal akkerbouwbedrijven;Fryslân (PV);2020;400;49;34.0;31.0;19.0;7;13;0;0.0;84.0;61;0.0;3.0;45.0;54.0;27.0;19.0
311;Totaal akkerbouwbedrijven;Fryslân (PV);2023;444;53;39.0;31.0;30.0;11;10;0;0.0;100.0;81;0.0;7.0;56.0;51.0;34.0;15.0
312;Totaal akkerbouwbedrijven;Drenthe (PV);1998;1317;34;;;;28;11;1;;;27;;;;;;
313;Totaal akkerbouwbedrijven;Drenthe (PV);1999;1266;27;;;10.0;19;7;2;;;37;;;;;;
314;Totaal akkerbouwbedrijven;Drenthe (PV);2003;1081;45;;;30.0;16;4;0;0.0;171.0;294;;;;;;
315;Totaal akkerbouwbedrijven;Drenthe (PV);2005;1020;29;;;24.0;22;5;0;0.0;112.0;96;;;;;;
316;Totaal akkerbouwbedrijven;Drenthe (PV);2007;966;16;;;15.0;17;2;1;1.0;69.0;65;;;;;;
317;Totaal akkerbouwbedrijven;Drenthe (PV);2008;927;14;;;17.0;18;3;0;1.0;66.0;27;;;;46.0;38.0;16.0
318;Totaal akkerbouwbedrijven;Drenthe (PV);2009;894;16;;;18.0;21;3;1;1.0;68.0;41;1.0;0.0;;44.0;42.0;14.0
319;Totaal akkerbouwbedrijven;Drenthe (PV);2010;878;25;;;27.0;22;8;3;1.0;131.0;65;0.0;0.0;3.0;50.0;37.0;13.0
320;Totaal akkerbouwbedrijven;Drenthe (PV);2011;882;27;;;35.0;25;9;1;1.0;146.0;63;1.0;0.0;9.0;50.0;38.0;12.0
321;Totaal akkerbouwbedrijven;Drenthe (PV);2013;847;25;;;26.0;23;4;2;1.0;136.0;56;0.0;0.0;15.0;49.0;36.0;15.0
322;Totaal akkerbouwbedrijven;Drenthe (PV);2016;807;19;;;25.0;14;7;1;0.0;142.0;34;0.0;3.0;13.0;59.0;35.0;6.0
323;Totaal akkerbouwbedrijven;Drenthe (PV);2020;813;45;34.0;18.0;42.0;17;10;4;0.0;187.0;103;0.0;5.0;45.0;58.0;31.0;11.0
324;Totaal akkerbouwbedrijven;Drenthe (PV);2023;790;53;35.0;27.0;51.0;18;13;1;0.0;219.0;128;0.0;9.0;70.0;58.0;32.0;10.0
325;Totaal akkerbouwbedrijven;Overijssel (PV);1998;614;19;;;;10;4;0;;;10;;;;;;
326;Totaal akkerbouwbedrijven;Overijssel (PV);1999;599;22;;;13.0;10;4;1;;;14;;;;;;
327;Totaal akkerbouwbedrijven;Overijssel (PV);2003;807;30;;;46.0;22;6;0;1.0;74.0;181;;;;;;
328;Totaal akkerbouwbedrijven;Overijssel (PV);2005;768;25;;;31.0;22;5;0;0.0;50.0;96;;;;;;
329;Totaal akkerbouwbedrijven;Overijssel (PV);2007;710;13;;;24.0;8;0;0;0.0;37.0;54;;;;;;
330;Totaal akkerbouwbedrijven;Overijssel (PV);2008;683;14;;;26.0;11;0;0;0.0;35.0;37;;;;27.0;44.0;29.0
331;Totaal akkerbouwbedrijven;Overijssel (PV);2009;706;19;;;27.0;16;2;1;0.0;32.0;33;0.0;1.0;;36.0;40.0;24.0
332;Totaal akkerbouwbedrijven;Overijssel (PV);2010;761;24;;;30.0;28;6;1;0.0;62.0;53;0.0;1.0;0.0;33.0;36.0;31.0
333;Totaal akkerbouwbedrijven;Overijssel (PV);2011;754;23;;;44.0;24;8;1;0.0;74.0;70;1.0;0.0;3.0;35.0;39.0;26.0
334;Totaal akkerbouwbedrijven;Overijssel (PV);2013;822;27;;;35.0;44;9;4;1.0;65.0;64;0.0;6.0;6.0;39.0;33.0;28.0
335;Totaal akkerbouwbedrijven;Overijssel (PV);2016;795;18;;;28.0;22;5;2;0.0;77.0;46;1.0;1.0;11.0;45.0;39.0;16.0
336;Totaal akkerbouwbedrijven;Overijssel (PV);2020;901;45;36.0;20.0;56.0;28;5;0;0.0;115.0;81;3.0;3.0;19.0;36.0;42.0;22.0
337;Totaal akkerbouwbedrijven;Overijssel (PV);2023;1042;46;37.0;19.0;71.0;27;8;1;0.0;140.0;98;1.0;6.0;55.0;42.0;41.0;17.0
338;Totaal akkerbouwbedrijven;Flevoland (PV);1998;1355;40;;;;34;62;3;;;21;;;;;;
339;Totaal akkerbouwbedrijven;Flevoland (PV);1999;1345;35;;;24.0;27;50;13;;;13;;;;;;
340;Totaal akkerbouwbedrijven;Flevoland (PV);2003;1185;51;;;42.0;13;26;3;2.0;222.0;338;;;;;;
341;Totaal akkerbouwbedrijven;Flevoland (PV);2005;1205;41;;;51.0;25;25;2;1.0;177.0;147;;;;;;
342;Totaal akkerbouwbedrijven;Flevoland (PV);2007;1119;20;;;35.0;19;6;1;0.0;89.0;89;;;;;;
343;Totaal akkerbouwbedrijven;Flevoland (PV);2008;1076;12;;;33.0;10;12;4;0.0;67.0;38;;;;44.0;45.0;11.0
344;Totaal akkerbouwbedrijven;Flevoland (PV);2009;1049;15;;;29.0;11;18;3;0.0;74.0;41;2.0;1.0;;47.0;47.0;6.0
345;Totaal akkerbouwbedrijven;Flevoland (PV);2010;1027;20;;;40.0;10;30;3;1.0;123.0;38;5.0;5.0;113.0;50.0;43.0;7.0
346;Totaal akkerbouwbedrijven;Flevoland (PV);2011;1004;20;;;39.0;13;40;2;1.0;143.0;37;2.0;9.0;130.0;55.0;40.0;5.0
347;Totaal akkerbouwbedrijven;Flevoland (PV);2013;990;27;;;30.0;21;32;0;0.0;145.0;26;3.0;4.0;100.0;56.0;41.0;3.0
348;Totaal akkerbouwbedrijven;Flevoland (PV);2016;899;20;;;26.0;6;28;3;0.0;129.0;11;1.0;6.0;109.0;69.0;29.0;2.0
349;Totaal akkerbouwbedrijven;Flevoland (PV);2020;822;83;36.0;65.0;33.0;6;30;1;0.0;247.0;38;3.0;11.0;180.0;64.0;28.0;8.0
350;Totaal akkerbouwbedrijven;Flevoland (PV);2023;756;74;29.0;54.0;35.0;10;28;0;0.0;237.0;56;3.0;14.0;218.0;64.0;28.0;8.0
351;Totaal akkerbouwbedrijven;Gelderland (PV);1998;922;59;;;;28;16;5;;;32;;;;;;
352;Totaal akkerbouwbedrijven;Gelderland (PV);1999;871;54;;;29.0;21;12;4;;;26;;;;;;
353;Totaal akkerbouwbedrijven;Gelderland (PV);2003;1252;71;;;76.0;29;6;3;1.0;124.0;260;;;;;;
354;Totaal akkerbouwbedrijven;Gelderland (PV);2005;1172;66;;;61.0;32;11;3;1.0;76.0;164;;;;;;
355;Totaal akkerbouwbedrijven;Gelderland (PV);2007;1082;39;;;40.0;23;5;2;0.0;39.0;80;;;;;;
356;Totaal akkerbouwbedrijven;Gelderland (PV);2008;1073;40;;;43.0;24;9;5;0.0;51.0;55;;;;27.0;47.0;26.0
357;Totaal akkerbouwbedrijven;Gelderland (PV);2009;1074;43;;;40.0;23;9;2;0.0;56.0;64;0.0;1.0;;30.0;49.0;21.0
358;Totaal akkerbouwbedrijven;Gelderland (PV);2010;1138;49;;;56.0;39;21;3;1.0;114.0;97;1.0;2.0;1.0;35.0;40.0;25.0
359;Totaal akkerbouwbedrijven;Gelderland (PV);2011;1164;59;;;76.0;48;14;3;0.0;114.0;121;2.0;6.0;3.0;37.0;39.0;24.0
360;Totaal akkerbouwbedrijven;Gelderland (PV);2013;1227;54;;;57.0;42;14;2;1.0;110.0;112;6.0;8.0;11.0;35.0;39.0;26.0
361;Totaal akkerbouwbedrijven;Gelderland (PV);2016;1136;45;;;57.0;25;7;1;0.0;111.0;74;3.0;4.0;4.0;39.0;42.0;19.0
362;Totaal akkerbouwbedrijven;Gelderland (PV);2020;1259;77;64.0;36.0;91.0;39;17;4;0.0;185.0;162;1.0;8.0;27.0;39.0;38.0;23.0
363;Totaal akkerbouwbedrijven;Gelderland (PV);2023;1330;92;73.0;42.0;106.0;44;22;5;0.0;215.0;245;1.0;14.0;95.0;43.0;35.0;22.0
364;Totaal akkerbouwbedrijven;Utrecht (PV);1998;56;2;;;;3;0;0;;;3;;;;;;
365;Totaal akkerbouwbedrijven;Utrecht (PV);1999;59;3;;;6.0;2;0;0;;;4;;;;;;
366;Totaal akkerbouwbedrijven;Utrecht (PV);2003;161;6;;;18.0;8;1;0;0.0;8.0;47;;;;;;
367;Totaal akkerbouwbedrijven;Utrecht (PV);2005;163;7;;;10.0;3;0;0;0.0;7.0;31;;;;;;
368;Totaal akkerbouwbedrijven;Utrecht (PV);2007;136;2;;;3.0;2;0;0;1.0;4.0;13;;;;;;
