ID;BedrijfstakBranchesSBI2008;Perioden;Indexcijfers_1;OntwikkelingTOVEenJaarEerder_2;Indexcijfers_3;OntwikkelingTOVEenJaarEerder_4;TotaleOmzet_5;Verkoopprijzen_6;Personeelssterkte_7;OnvoldoendeVraag_8;Financieel_9;NederlandseMarkt_10;BuitenlandseMarktBinnenEU_11;BuitenlandseMarktBuitenEU_12;AantalFaillissementen_13;OntwikkelingTOVEenJaarEerder_14;AantalWerkzamePersonen_15;Totaal_16;NettoOmzet_17;OverigeBedrijfsopbrengsten_18;Totaal_19;InkoopwaardeOmzet_20;PersoneleKosten_21;OverigeBedrijfskosten_22;AfschrijvingenOpVasteActiva_23;Bedrijfsresultaat_24
871;I Horeca;2008;105.5;0.1;;;;;;;;;;;233.0;-21.8;;;;;;;;;;
872;I Horeca;2009 1e kwartaal;89.7;-4.7;;;;;;;;;;;81.0;44.6;;;;;;;;;;
873;I Horeca;2009 2e kwartaal;107.1;-5.1;;;;;;;;;;;80.0;35.6;;;;;;;;;;
874;I Horeca;2009 3e kwartaal;107.1;-3.8;;;;;;;;;;;78.0;11.4;;;;;;;;;;
875;I Horeca;2009 4e kwartaal;97.9;-5.5;;;;;;;;;;;73.0;52.1;;;;;;;;;;
876;I Horeca;2009;100.4;-4.8;;;;;;;;;;;312.0;33.9;464.8;17546.0;17203.0;343.0;15748.0;5077.0;4991.0;4708.0;972.0;1799.0
877;I Horeca;2010 1e kwartaal;85.8;-4.3;;;;;;;;;;;89.0;9.9;;;;;;;;;;
878;I Horeca;2010 2e kwartaal;103.8;-3.1;;;;;;;;;;;82.0;2.5;;;;;;;;;;
879;I Horeca;2010 3e kwartaal;108.7;1.5;;;;;;;;;;;92.0;17.9;;;;;;;;;;
880;I Horeca;2010 4e kwartaal;101.7;3.9;;;;;;;;;;;84.0;15.1;;;;;;;;;;
881;I Horeca;2010;100.0;-0.4;;;;;;;;;;;347.0;11.2;485.5;18651.0;18299.0;352.0;16645.0;5471.0;5179.0;4963.0;1032.0;2007.0
882;I Horeca;2011 1e kwartaal;89.4;4.2;;;;;;;;;;;115.0;29.2;;;;;;;;;;
883;I Horeca;2011 2e kwartaal;110.5;6.5;;;;;;;;;;;86.0;4.9;;;;;;;;;;
884;I Horeca;2011 3e kwartaal;111.3;2.4;;;;;;;;;;;101.0;9.8;;;;;;;;;;
885;I Horeca;2011 4e kwartaal;104.3;2.6;;;-0.8;8.3;-17.8;23.7;8.5;8.1;;;74.0;-11.9;;;;;;;;;;
886;I Horeca;2011;103.9;3.9;;;;;;;;;;;376.0;8.4;486.9;19585.0;19203.0;383.0;17188.0;5583.0;5523.0;5010.0;1072.0;2397.0
887;I Horeca;2012 1e kwartaal;91.9;2.7;;;-23.7;10.8;-17.8;24.9;13.0;2.2;;;86.0;-25.2;;;;;;;;;;
888;I Horeca;2012 2e kwartaal;112.7;1.9;;;17.1;11.1;9.9;27.7;13.4;-4.4;;;82.0;-4.7;;;;;;;;;;
889;I Horeca;2012 3e kwartaal;112.6;1.1;;;-1.1;3.0;-4.9;25.6;14.9;0.7;;;107.0;5.9;;;;;;;;;;
890;I Horeca;2012 4e kwartaal;103.6;-0.7;;;-20.5;8.6;-27.9;24.4;16.4;-3.1;;;93.0;25.7;;;;;;;;;;
891;I Horeca;2012;105.2;1.2;;;;;;;;;;;368.0;-2.1;497.4;19910.0;19503.0;407.0;17538.0;5643.0;5646.0;5114.0;1135.0;2372.0
892;I Horeca;2013 1e kwartaal;88.9;-3.2;;;-29.9;9.5;-13.8;33.6;15.6;5.3;;;94.0;9.3;;;;;;;;;;
893;I Horeca;2013 2e kwartaal;112.6;0.0;;;6.0;5.7;4.4;31.5;14.9;-8.8;;;111.0;35.4;;;;;;;;;;
894;I Horeca;2013 3e kwartaal;116.0;3.0;;;-4.5;-1.0;-2.1;29.4;15.8;-6.5;;;111.0;3.7;;;;;;;;;;
895;I Horeca;2013 4e kwartaal;107.0;3.2;;;-28.6;0.4;-27.0;30.3;17.2;-2.3;;;120.0;29.0;;;;;;;;;;
896;I Horeca;2013;106.1;0.9;;;;;;;;;;;436.0;18.5;504.4;20201.0;19770.0;432.0;17835.0;5800.0;5774.0;5148.0;1114.0;2366.0
897;I Horeca;2014 1e kwartaal;94.9;6.7;;;-25.8;9.6;-19.4;27.5;20.3;-1.2;;;97.0;3.2;;;;;;;;;;
898;I Horeca;2014 2e kwartaal;118.0;4.8;;;27.2;11.4;13.9;27.6;17.1;-0.8;;;79.0;-28.8;;;;;;;;;;
899;I Horeca;2014 3e kwartaal;120.9;4.2;;;6.2;1.9;5.8;22.7;16.1;2.8;;;98.0;-11.7;;;;;;;;;;
900;I Horeca;2014 4e kwartaal;112.4;5.1;;;-9.1;1.3;-18.6;21.7;16.1;0.2;;;107.0;-10.8;;;;;;;;;;
901;I Horeca;2014;111.5;5.1;;;;;;;;;;;381.0;-12.6;509.0;21277.0;20811.0;467.0;18451.0;6097.0;5996.0;5348.0;1010.0;2827.0
902;I Horeca;2015 1e kwartaal;98.2;3.5;;;-11.6;7.3;-6.0;21.6;15.9;-0.2;;;88.0;-9.3;;;;;;;;;;
903;I Horeca;2015 2e kwartaal;125.1;6.0;;;30.6;12.7;17.6;22.2;14.1;-2.6;;;60.0;-24.1;;;;;;;;;;
904;I Horeca;2015 3e kwartaal;128.7;6.4;;;13.5;4.6;12.7;17.1;14.7;1.3;;;64.0;-34.7;;;;;;;;;;
905;I Horeca;2015 4e kwartaal;120.1;6.9;;;2.6;10.5;-11.0;18.0;13.6;6.1;;;94.0;-12.1;;;;;;;;;;
906;I Horeca;2015;118.0;5.8;;;;;;;;;;;306.0;-19.7;529.5;22979.0;22485.0;494.0;19786.0;6490.0;6408.0;5813.0;1074.0;3194.0
907;I Horeca;2016 1e kwartaal;105.0;7.0;;;-7.1;8.4;-5.2;15.2;13.3;6.3;;;64.0;-27.3;;;;;;;;;;
908;I Horeca;2016 2e kwartaal;131.1;4.8;;;32.7;14.2;22.8;13.1;11.8;9.1;;;81.0;35.0;;;;;;;;;;
909;I Horeca;2016 3e kwartaal;139.1;8.1;;;15.5;7.1;6.8;12.4;12.9;-0.7;;;77.0;20.3;;;;;;;;;;
910;I Horeca;2016 4e kwartaal;126.1;5.0;;;-7.7;6.1;-11.1;12.3;12.6;6.6;;;64.0;-31.9;;;;;;;;;;
911;I Horeca;2016;125.3;6.2;;;;;;;;;;;286.0;-6.5;;;;;;;;;;
912;I Horeca;2017 1e kwartaal;111.8;6.4;;;-6.1;15.6;4.7;11.2;10.8;4.5;;;85.0;32.8;;;;;;;;;;
913;I Horeca;2017 2e kwartaal;141.7;8.1;;;44.5;20.6;29.2;9.4;10.7;5.9;;;61.0;-24.7;;;;;;;;;;
914;I Horeca;2017 3e kwartaal;146.9;5.6;;;17.0;9.6;20.3;8.5;10.0;8.7;;;61.0;-20.8;;;;;;;;;;
915;I Horeca;2017 4e kwartaal;133.6;5.9;;;6.5;9.5;-1.7;9.3;8.5;4.6;;;53.0;-17.2;;;;;;;;;;
916;I Horeca;2017;133.5;6.5;;;;;;;;;;;260.0;-9.1;;;;;;;;;;
917;I Horeca;2018 1e kwartaal;;;;;-5.9;17.0;10.9;9.4;9.2;4.2;;;;;;;;;;;;;;
918;55 Logiesverstrekking;2008 1e kwartaal;88.1;6.4;;;32.9;38.8;17.9;;;;;;5.0;0.0;;;;;;;;;;
919;55 Logiesverstrekking;2008 2e kwartaal;115.4;4.0;;;63.3;29.7;29.0;;;;;;1.0;-66.7;;;;;;;;;;
920;55 Logiesverstrekking;2008 3e kwartaal;111.2;1.2;;;30.4;-1.7;7.8;;;;;;4.0;33.3;;;;;;;;;;
921;55 Logiesverstrekking;2008 4e kwartaal;97.9;-1.6;;;-20.9;-12.8;-15.0;;;;;;4.0;33.3;;;;;;;;;;
922;55 Logiesverstrekking;2008;103.1;2.3;;;;;;;;;;;14.0;0.0;;;;;;;;;;
923;55 Logiesverstrekking;2009 1e kwartaal;84.3;-4.3;;;-65.0;-3.7;-47.6;;;;;;12.0;140.0;;;;;;;;;;
924;55 Logiesverstrekking;2009 2e kwartaal;107.6;-6.7;;;-18.9;-0.3;-26.1;;;;;;11.0;1000.0;;;;;;;;;;
925;55 Logiesverstrekking;2009 3e kwartaal;108.8;-2.1;;;-26.2;-35.9;-15.1;;;;;;5.0;25.0;;;;;;;;;;
926;55 Logiesverstrekking;2009 4e kwartaal;91.5;-6.5;;;-13.1;-14.7;-16.0;;;;;;9.0;125.0;;;;;;;;;;
927;55 Logiesverstrekking;2009;98.1;-4.9;;;;;;;;;;;37.0;164.3;92.8;4895.0;4813.0;82.0;4540.0;966.0;1454.0;1705.0;415.0;355.0
928;55 Logiesverstrekking;2010 1e kwartaal;81.6;-3.3;;;-30.4;-7.8;-22.5;;;;;;11.0;-8.3;;;;;;;;;;
929;55 Logiesverstrekking;2010 2e kwartaal;106.1;-1.4;;;39.3;11.8;-5.6;;;;;;8.0;-27.3;;;;;;;;;;
930;55 Logiesverstrekking;2010 3e kwartaal;111.7;2.6;;;10.8;-7.4;-5.9;45.9;0.6;;;;10.0;100.0;;;;;;;;;;
931;55 Logiesverstrekking;2010 4e kwartaal;100.7;10.1;;;-16.2;-16.1;-23.8;31.6;12.5;;;;4.0;-55.6;;;;;;;;;;
932;55 Logiesverstrekking;2010;100.0;2.0;;;;;;;;;;;33.0;-10.8;92.9;5109.0;5025.0;84.0;4747.0;992.0;1499.0;1806.0;451.0;361.0
933;55 Logiesverstrekking;2011 1e kwartaal;83.6;2.5;;;-29.7;-3.9;-29.8;27.1;20.8;;;;9.0;-18.2;;;;;;;;;;
934;55 Logiesverstrekking;2011 2e kwartaal;113.0;6.5;;;62.2;34.3;15.1;29.6;7.4;;;;6.0;-25.0;;;;;;;;;;
935;55 Logiesverstrekking;2011 3e kwartaal;113.9;1.9;;;14.3;-0.1;-3.5;22.5;17.9;;;;17.0;70.0;;;;;;;;;;
936;55 Logiesverstrekking;2011 4e kwartaal;100.3;-0.4;;;-2.3;-0.7;-29.6;40.7;6.3;4.8;;;15.0;275.0;;;;;;;;;;
937;55 Logiesverstrekking;2011;102.7;2.7;;;;;;;;;;;47.0;42.4;91.0;5283.0;5200.0;84.0;4825.0;988.0;1592.0;1788.0;457.0;459.0
938;55 Logiesverstrekking;2012 1e kwartaal;85.9;2.7;;;-26.0;2.7;-13.0;35.7;9.8;11.9;;;11.0;22.2;;;;;;;;;;
939;55 Logiesverstrekking;2012 2e kwartaal;117.5;4.0;;;41.1;24.8;31.1;36.2;14.4;0.3;;;7.0;16.7;;;;;;;;;;
940;55 Logiesverstrekking;2012 3e kwartaal;116.0;1.9;;;-0.9;4.3;9.0;33.4;11.2;13.9;;;14.0;-17.6;;;;;;;;;;
941;55 Logiesverstrekking;2012 4e kwartaal;99.3;-1.0;;;-32.6;-4.4;-31.2;28.7;17.6;14.5;;;14.0;-6.7;;;;;;;;;;
942;55 Logiesverstrekking;2012;104.7;1.9;;;;;;;;;;;46.0;-2.1;88.9;5340.0;5266.0;74.0;4894.0;991.0;1580.0;1817.0;507.0;446.0
943;55 Logiesverstrekking;2013 1e kwartaal;82.2;-4.2;;;-38.7;-16.2;-23.5;37.1;21.6;11.0;;;12.0;9.1;;;;;;;;;;
944;55 Logiesverstrekking;2013 2e kwartaal;115.5;-1.7;;;28.5;14.1;13.7;36.0;26.3;-5.6;;;9.0;28.6;;;;;;;;;;
945;55 Logiesverstrekking;2013 3e kwartaal;123.4;6.4;;;5.8;-3.5;-0.9;35.6;18.7;4.5;;;18.0;28.6;;;;;;;;;;
946;55 Logiesverstrekking;2013 4e kwartaal;103.3;4.1;;;-35.4;-6.9;-33.6;40.5;17.1;7.3;;;10.0;-28.6;;;;;;;;;;
947;55 Logiesverstrekking;2013;106.1;1.4;;;;;;;;;;;49.0;6.5;91.0;5442.0;5364.0;78.0;4971.0;1060.0;1624.0;1814.0;473.0;471.0
948;55 Logiesverstrekking;2014 1e kwartaal;87.1;5.9;;;-29.3;-5.7;-15.0;33.3;20.9;6.6;;;16.0;33.3;;;;;;;;;;
949;55 Logiesverstrekking;2014 2e kwartaal;121.1;4.9;;;60.3;26.8;29.0;34.5;16.3;-1.3;;;5.0;-44.4;;;;;;;;;;
950;55 Logiesverstrekking;2014 3e kwartaal;128.1;3.8;;;20.5;2.8;7.9;29.9;17.5;10.1;;;8.0;-55.6;;;;;;;;;;
951;55 Logiesverstrekking;2014 4e kwartaal;107.4;3.9;;;-9.8;-8.1;-27.9;30.5;17.8;8.2;;;11.0;10.0;;;;;;;;;;
952;55 Logiesverstrekking;2014;110.9;4.5;;;;;;;;;;;40.0;-18.4;91.3;5717.0;5614.0;103.0;5097.0;1064.0;1664.0;1895.0;475.0;620.0
953;55 Logiesverstrekking;2015 1e kwartaal;90.9;4.3;;;-19.6;-12.4;-14.8;31.1;17.0;10.6;;;11.0;-31.3;;;;;;;;;;
954;55 Logiesverstrekking;2015 2e kwartaal;128.5;6.1;;;59.3;30.6;27.9;28.9;20.2;4.2;;;5.0;0.0;;;;;;;;;;
955;55 Logiesverstrekking;2015 3e kwartaal;138.8;8.4;;;28.7;15.3;15.9;27.6;21.7;10.6;;;7.0;-12.5;;;;;;;;;;
956;55 Logiesverstrekking;2015 4e kwartaal;114.1;6.3;;;-3.9;-0.9;-22.9;22.1;18.7;17.8;;;16.0;45.5;;;;;;;;;;
957;55 Logiesverstrekking;2015;118.1;6.5;;;;;;;;;;;39.0;-2.5;95.1;6312.0;6263.0;49.0;5560.0;1217.0;1788.0;2050.0;505.0;752.0
958;55 Logiesverstrekking;2016 1e kwartaal;96.7;6.4;;;-6.1;-10.0;-9.5;21.5;17.5;19.9;;;9.0;-18.2;;;;;;;;;;
959;55 Logiesverstrekking;2016 2e kwartaal;133.8;4.1;;;52.4;35.9;38.2;16.7;17.3;15.5;;;8.0;60.0;;;;;;;;;;
960;55 Logiesverstrekking;2016 3e kwartaal;146.2;5.4;;;23.5;16.5;12.2;16.2;16.2;4.5;;;6.0;-14.3;;;;;;;;;;
961;55 Logiesverstrekking;2016 4e kwartaal;119.5;4.7;;;-2.3;-6.8;-14.1;21.3;17.4;8.5;;;6.0;-62.5;;;;;;;;;;
962;55 Logiesverstrekking;2016;124.1;5.1;;;;;;;;;;;29.0;-25.6;;;;;;;;;;
963;55 Logiesverstrekking;2017 1e kwartaal;104.1;7.6;;;-1.2;6.7;-1.6;15.8;16.9;1.7;;;6.0;-33.3;;;;;;;;;;
964;55 Logiesverstrekking;2017 2e kwartaal;147.5;10.3;;;70.8;47.8;41.0;15.9;16.6;7.6;;;4.0;-50.0;;;;;;;;;;
965;55 Logiesverstrekking;2017 3e kwartaal;156.0;6.7;;;26.7;23.9;22.1;12.5;14.2;12.6;;;5.0;-16.7;;;;;;;;;;
966;55 Logiesverstrekking;2017 4e kwartaal;129.6;8.4;;;-3.6;0.3;-15.9;12.3;10.4;4.8;;;4.0;-33.3;;;;;;;;;;
967;55 Logiesverstrekking;2017;134.3;8.3;;;;;;;;;;;19.0;-34.5;;;;;;;;;;
968;55 Logiesverstrekking;2018 1e kwartaal;;;;;-7.5;1.9;4.2;10.3;11.1;3.5;;;;;;;;;;;;;;
969;56 Eet- en drinkgelegenheden;2008 1e kwartaal;96.4;3.0;;;21.7;26.3;5.9;;;;;;;;;;;;;;;;;
970;56 Eet- en drinkgelegenheden;2008 2e kwartaal;111.9;-0.5;;;52.7;27.1;33.8;;;;;;;;;;;;;;;;;
971;56 Eet- en drinkgelegenheden;2008 3e kwartaal;111.5;-1.6;;;19.2;11.0;8.7;;;;;;;;;;;;;;;;;
972;56 Eet- en drinkgelegenheden;2008 4e kwartaal;105.7;-3.1;;;-6.2;20.6;-21.2;;;;;;;;;;;;;;;;;
973;56 Eet- en drinkgelegenheden;2008;106.4;-0.7;;;;;;;;;;;;;;;;;;;;;;
974;56 Eet- en drinkgelegenheden;2009 1e kwartaal;91.7;-4.9;;;-30.4;9.9;-15.6;;;;;;69.0;;;;;;;;;;;
975;56 Eet- en drinkgelegenheden;2009 2e kwartaal;106.9;-4.5;;;0.6;9.5;3.9;;;;;;69.0;;;;;;;;;;;
976;56 Eet- en drinkgelegenheden;2009 3e kwartaal;106.5;-4.5;;;-1.1;5.4;2.5;;;;;;73.0;;;;;;;;;;;
977;56 Eet- en drinkgelegenheden;2009 4e kwartaal;100.3;-5.1;;;-32.9;2.5;-9.9;;;;;;64.0;;;;;;;;;;;
978;56 Eet- en drinkgelegenheden;2009;101.3;-4.7;;;;;;;;;;;275.0;;372.0;12652.0;12390.0;261.0;11208.0;4111.0;3537.0;3003.0;557.0;1443.0
979;56 Eet- en drinkgelegenheden;2010 1e kwartaal;87.4;-4.7;;;-5.6;10.3;0.9;;;;;;78.0;13.0;;;;;;;;;;
980;56 Eet- en drinkgelegenheden;2010 2e kwartaal;102.9;-3.7;;;32.5;0.0;11.6;;;;;;74.0;7.2;;;;;;;;;;
981;56 Eet- en drinkgelegenheden;2010 3e kwartaal;107.6;1.1;;;18.3;6.6;27.3;3.9;9.3;;;;82.0;12.3;;;;;;;;;;
982;56 Eet- en drinkgelegenheden;2010 4e kwartaal;102.0;1.8;;;9.0;14.0;-22.6;13.3;7.0;;;;80.0;25.0;;;;;;;;;;
983;56 Eet- en drinkgelegenheden;2010;100.0;-1.3;;;;;;;;;;;314.0;14.2;392.6;13543.0;13275.0;268.0;11898.0;4479.0;3680.0;3157.0;581.0;1645.0
984;56 Eet- en drinkgelegenheden;2011 1e kwartaal;91.6;4.8;;;-25.2;14.6;-11.0;3.7;7.2;;;;106.0;35.9;;;;;;;;;;
985;56 Eet- en drinkgelegenheden;2011 2e kwartaal;109.6;6.5;;;26.9;19.7;23.8;2.6;3.7;;;;80.0;8.1;;;;;;;;;;
986;56 Eet- en drinkgelegenheden;2011 3e kwartaal;110.3;2.5;;;12.9;-3.3;23.1;6.0;4.3;;;;84.0;2.4;;;;;;;;;;
987;56 Eet- en drinkgelegenheden;2011 4e kwartaal;105.8;3.7;;;-0.3;11.6;-13.5;17.7;9.3;9.3;;;59.0;-26.3;;;;;;;;;;
988;56 Eet- en drinkgelegenheden;2011;104.3;4.3;;;;;;;;;;;329.0;4.8;395.9;14302.0;14003.0;299.0;12364.0;4595.0;3931.0;3222.0;616.0;1938.0
989;56 Eet- en drinkgelegenheden;2012 1e kwartaal;94.1;2.7;;;-22.9;13.8;-19.6;20.9;14.2;-1.3;;;75.0;-29.2;;;;;;;;;;
990;56 Eet- en drinkgelegenheden;2012 2e kwartaal;110.8;1.1;;;8.4;6.1;2.3;24.5;12.9;-6.1;;;75.0;-6.3;;;;;;;;;;
991;56 Eet- en drinkgelegenheden;2012 3e kwartaal;111.3;0.9;;;-1.1;2.5;-9.9;22.8;16.1;-4.1;;;93.0;10.7;;;;;;;;;;
992;56 Eet- en drinkgelegenheden;2012 4e kwartaal;105.2;-0.6;;;-16.1;13.3;-26.7;22.9;15.9;-9.5;;;79.0;33.9;;;;;;;;;;
993;56 Eet- en drinkgelegenheden;2012;105.4;1.0;;;;;;;;;;;322.0;-2.1;408.5;14570.0;14237.0;333.0;12644.0;4652.0;4067.0;3298.0;628.0;1925.0
994;56 Eet- en drinkgelegenheden;2013 1e kwartaal;91.4;-2.9;;;-26.7;18.8;-10.3;32.3;13.4;3.2;;;82.0;9.3;;;;;;;;;;
995;56 Eet- en drinkgelegenheden;2013 2e kwartaal;111.6;0.7;;;-2.2;2.6;1.0;29.6;10.4;-9.9;;;102.0;36.0;;;;;;;;;;
996;56 Eet- en drinkgelegenheden;2013 3e kwartaal;113.2;1.7;;;-8.3;0.0;-2.5;27.0;14.8;-10.5;;;93.0;0.0;;;;;;;;;;
997;56 Eet- en drinkgelegenheden;2013 4e kwartaal;108.3;2.9;;;-26.2;3.1;-24.6;26.4;17.3;-5.7;;;110.0;39.2;;;;;;;;;;
998;56 Eet- en drinkgelegenheden;2013;106.1;0.7;;;;;;;;;;;387.0;20.2;413.3;14760.0;14406.0;354.0;12865.0;4740.0;4150.0;3334.0;641.0;1895.0
999;56 Eet- en drinkgelegenheden;2014 1e kwartaal;97.8;7.0;;;-24.6;14.9;-21.0;25.3;20.0;-3.9;;;81.0;-1.2;;;;;;;;;;
1000;56 Eet- en drinkgelegenheden;2014 2e kwartaal;116.8;4.7;;;15.6;5.9;8.5;25.0;17.4;-0.6;;;74.0;-27.5;;;;;;;;;;
1001;56 Eet- en drinkgelegenheden;2014 3e kwartaal;118.2;4.4;;;1.1;1.5;5.0;20.2;15.6;0.2;;;90.0;-3.2;;;;;;;;;;
1002;56 Eet- en drinkgelegenheden;2014 4e kwartaal;114.2;5.5;;;-8.8;4.6;-15.3;18.5;15.5;-2.6;;;96.0;-12.7;;;;;;;;;;
1003;56 Eet- en drinkgelegenheden;2014;111.8;5.3;;;;;;;;;;;341.0;-11.9;417.7;15560.0;15197.0;363.0;13353.0;5034.0;4332.0;3453.0;535.0;2207.0
1004;56 Eet- en drinkgelegenheden;2015 1e kwartaal;100.9;3.2;;;-8.8;14.3;-2.9;18.0;15.4;-4.1;;;77.0;-4.9;;;;;;;;;;
1005;56 Eet- en drinkgelegenheden;2015 2e kwartaal;123.8;6.0;;;20.4;6.4;14.0;19.7;11.9;-5.0;;;55.0;-25.7;;;;;;;;;;
1006;56 Eet- en drinkgelegenheden;2015 3e kwartaal;124.9;5.7;;;8.2;0.9;11.5;13.0;12.1;-2.0;;;57.0;-36.7;;;;;;;;;;
1007;56 Eet- en drinkgelegenheden;2015 4e kwartaal;122.3;7.1;;;5.1;14.8;-6.5;16.4;11.6;1.7;;;78.0;-18.8;;;;;;;;;;
1008;56 Eet- en drinkgelegenheden;2015;118.0;5.6;;;;;;;;;;;267.0;-21.7;434.4;16667.0;16222.0;445.0;14226.0;5273.0;4620.0;3764.0;568.0;2441.0
1009;56 Eet- en drinkgelegenheden;2016 1e kwartaal;108.1;7.1;;;-7.5;14.5;-3.7;12.9;11.8;1.7;;;55.0;-28.6;;;;;;;;;;
1010;56 Eet- en drinkgelegenheden;2016 2e kwartaal;130.0;5.0;;;26.1;6.9;17.6;11.8;9.8;7.0;;;73.0;32.7;;;;;;;;;;
1011;56 Eet- en drinkgelegenheden;2016 3e kwartaal;136.5;9.3;;;12.8;4.0;5.0;11.0;11.7;-2.5;;;71.0;24.6;;;;;;;;;;
1012;56 Eet- en drinkgelegenheden;2016 4e kwartaal;128.6;5.1;;;-9.6;10.4;-10.1;8.9;10.9;6.0;;;58.0;-25.6;;;;;;;;;;
1013;56 Eet- en drinkgelegenheden;2016;125.8;6.6;;;;;;;;;;;257.0;-3.7;;;;;;;;;;
1014;56 Eet- en drinkgelegenheden;2017 1e kwartaal;114.7;6.1;;;-7.7;18.6;6.7;9.5;8.7;5.5;;;79.0;43.6;;;;;;;;;;
1015;56 Eet- en drinkgelegenheden;2017 2e kwartaal;139.4;7.2;;;35.7;11.6;25.3;7.2;8.7;5.3;;;57.0;-21.9;;;;;;;;;;
1016;56 Eet- en drinkgelegenheden;2017 3e kwartaal;143.5;5.1;;;13.7;4.8;19.7;7.2;8.7;7.4;;;56.0;-21.1;;;;;;;;;;
1017;56 Eet- en drinkgelegenheden;2017 4e kwartaal;135.1;5.1;;;9.9;12.6;3.0;8.2;7.8;4.5;;;49.0;-15.5;;;;;;;;;;
1018;56 Eet- en drinkgelegenheden;2017;133.2;5.8;;;;;;;;;;;241.0;-6.2;;;;;;;;;;
1019;56 Eet- en drinkgelegenheden;2018 1e kwartaal;;;;;-5.3;21.9;13.1;9.2;8.6;4.5;;;;;;;;;;;;;;
1020;J Informatie en communicatie;2008 1e kwartaal;99.4;1.3;98.0;0.8;;;;;;;;;35.0;-35.2;;;;;;;;;;
1021;J Informatie en communicatie;2008 2e kwartaal;101.4;2.5;98.3;0.0;;;;;;;;;38.0;-26.9;;;;;;;;;;
1022;J Informatie en communicatie;2008 3e kwartaal;98.2;2.2;98.3;0.8;;;;;;;;;37.0;-7.5;;;;;;;;;;
1023;J Informatie en communicatie;2008 4e kwartaal;114.7;2.5;98.1;0.3;;;;;;;;;45.0;4.7;;;;;;;;;;
1024;J Informatie en communicatie;2008;103.4;2.2;98.2;0.5;;;;;;;;;155.0;-18.0;;;;;;;;;;
1025;J Informatie en communicatie;2009 1e kwartaal;101.0;1.7;98.7;0.7;;;;;;;;;102.0;191.4;;;;;;;;;;
1026;J Informatie en communicatie;2009 2e kwartaal;99.2;-2.2;98.2;-0.1;;;;;;;;;82.0;115.8;;;;;;;;;;
1027;J Informatie en communicatie;2009 3e kwartaal;92.9;-5.4;98.3;0.0;;;;;;;;;93.0;151.4;;;;;;;;;;
1028;J Informatie en communicatie;2009 4e kwartaal;108.6;-5.3;98.0;-0.1;;;;;;;;;65.0;44.4;;;;;;;;;;
1029;J Informatie en communicatie;2009;100.4;-2.9;98.3;0.1;;;;;;;;;342.0;120.6;323.4;52676.0;51985.0;692.0;46148.0;15474.0;15154.0;10937.0;4584.0;6528.0
1030;J Informatie en communicatie;2010 1e kwartaal;98.4;-2.6;99.8;1.1;;;;;;;;;63.0;-38.2;;;;;;;;;;
1031;J Informatie en communicatie;2010 2e kwartaal;96.4;-2.8;100.0;1.8;;;;;;;;;67.0;-18.3;;;;;;;;;;
1032;J Informatie en communicatie;2010 3e kwartaal;94.8;2.1;100.1;1.8;;;;;;;;;92.0;-1.1;;;;;;;;;;
1033;J Informatie en communicatie;2010 4e kwartaal;110.3;1.6;100.1;2.2;;;;;;;;;63.0;-3.1;;;;;;;;;;
1034;J Informatie en communicatie;2010;100.0;-0.4;100.0;1.7;;;;;;;;;285.0;-16.7;315.7;53410.0;52197.0;1213.0;45737.0;17337.0;14984.0;8868.0;4547.0;7673.0
1035;J Informatie en communicatie;2011 1e kwartaal;98.0;-0.4;100.0;0.2;;;;;;;;;50.0;-20.6;;;;;;;;;;
1036;J Informatie en communicatie;2011 2e kwartaal;98.4;2.1;99.8;-0.2;;;;;;;;;64.0;-4.5;;;;;;;;;;
1037;J Informatie en communicatie;2011 3e kwartaal;96.2;1.5;99.0;-1.0;;;;;;;;;62.0;-32.6;;;;;;;;;;
1038;J Informatie en communicatie;2011 4e kwartaal;110.8;0.4;98.1;-2.1;35.9;3.9;10.3;31.4;14.4;11.9;3.3;3.0;60.0;-4.8;;;;;;;;;;
1039;J Informatie en communicatie;2011;100.9;0.9;99.2;-0.8;;;;;;;;;236.0;-17.2;322.1;54067.0;52969.0;1097.0;46550.0;17350.0;15574.0;9066.0;4559.0;7516.0
1040;J Informatie en communicatie;2012 1e kwartaal;97.6;-0.4;97.8;-2.2;3.0;6.3;6.6;32.9;14.9;16.2;2.5;0.9;58.0;16.0;;;;;;;;;;
1041;J Informatie en communicatie;2012 2e kwartaal;96.0;-2.5;98.7;-1.1;7.7;6.6;-13.8;44.2;10.5;3.5;2.1;-0.4;60.0;-6.3;;;;;;;;;;
1042;J Informatie en communicatie;2012 3e kwartaal;93.4;-3.0;97.3;-1.7;-5.4;0.6;-24.4;34.8;11.1;0.7;3.8;2.0;57.0;-8.1;;;;;;;;;;
1043;J Informatie en communicatie;2012 4e kwartaal;104.3;-5.8;97.5;-0.5;25.6;17.0;-26.7;39.9;13.8;5.4;0.0;1.6;83.0;38.3;;;;;;;;;;
1044;J Informatie en communicatie;2012;97.8;-3.0;97.8;-1.4;;;;;;;;;258.0;9.3;325.2;53370.0;52248.0;1122.0;46096.0;17097.0;15711.0;8835.0;4453.0;7274.0
1045;J Informatie en communicatie;2013 1e kwartaal;93.4;-4.4;97.7;-0.1;-12.4;13.6;-24.4;35.9;14.4;4.6;3.2;1.6;91.0;56.9;;;;;;;;;;
