ID;SBI93;Loondiensten;Jaren;Inkoopwaarde_1;CodeBedrijfsactiviteit_2
107;Dx Industrie excl. sociale werkplaatsen;15.33.90 Koken e.a. voorbereidende....;1999;0.0;  Zero
108;Dx Industrie excl. sociale werkplaatsen;17 Textiel;1996;28.0;Dx    
109;Dx Industrie excl. sociale werkplaatsen;17 Textiel;1997;27.0;Dx    
110;Dx Industrie excl. sociale werkplaatsen;17 Textiel;1998;49.0;Dx    
111;Dx Industrie excl. sociale werkplaatsen;17 Textiel;1999;44.0;Dx    
112;Dx Industrie excl. sociale werkplaatsen;17.3 Textielveredelingsdiensten;1996;28.0;Dx    
113;Dx Industrie excl. sociale werkplaatsen;17.3 Textielveredelingsdiensten;1997;27.0;Dx    
114;Dx Industrie excl. sociale werkplaatsen;17.3 Textielveredelingsdiensten;1998;49.0;Dx    
115;Dx Industrie excl. sociale werkplaatsen;17.3 Textielveredelingsdiensten;1999;44.0;Dx    
116;Dx Industrie excl. sociale werkplaatsen;17.30.10 Textielveredeling: verven....;1996;5.0;Dx    
117;Dx Industrie excl. sociale werkplaatsen;17.30.10 Textielveredeling: verven....;1997;5.0;Dx    
118;Dx Industrie excl. sociale werkplaatsen;17.30.10 Textielveredeling: verven....;1998;9.0;Dx    
119;Dx Industrie excl. sociale werkplaatsen;17.30.10 Textielveredeling: verven....;1999;6.0;Dx    
120;Dx Industrie excl. sociale werkplaatsen;17.30.21 Textielveredeling: bleken....;1996;5.0;Dx    
121;Dx Industrie excl. sociale werkplaatsen;17.30.21 Textielveredeling: bleken....;1997;3.0;Dx    
122;Dx Industrie excl. sociale werkplaatsen;17.30.21 Textielveredeling: bleken....;1998;3.0;Dx    
123;Dx Industrie excl. sociale werkplaatsen;17.30.21 Textielveredeling: bleken....;1999;2.0;Dx    
124;Dx Industrie excl. sociale werkplaatsen;17.30.22 Textielveredeling: verven....;1996;13.0;Dx    
125;Dx Industrie excl. sociale werkplaatsen;17.30.22 Textielveredeling: verven....;1997;13.0;Dx    
126;Dx Industrie excl. sociale werkplaatsen;17.30.22 Textielveredeling: verven....;1998;15.0;Dx    
127;Dx Industrie excl. sociale werkplaatsen;17.30.22 Textielveredeling: verven....;1999;11.0;Dx    
128;Dx Industrie excl. sociale werkplaatsen;17.30.30 Textielveredeling:....;1996;2.0;Dx    
129;Dx Industrie excl. sociale werkplaatsen;17.30.30 Textielveredeling:....;1997;1.0;Dx    
130;Dx Industrie excl. sociale werkplaatsen;17.30.30 Textielveredeling:....;1998;2.0;Dx    
131;Dx Industrie excl. sociale werkplaatsen;17.30.30 Textielveredeling:....;1999;1.0;Dx    
132;Dx Industrie excl. sociale werkplaatsen;17.30.40 Textielveredeling van....;1996;4.0;Dx    
133;Dx Industrie excl. sociale werkplaatsen;17.30.40 Textielveredeling van....;1997;5.0;Dx    
134;Dx Industrie excl. sociale werkplaatsen;17.30.40 Textielveredeling van....;1998;21.0;Dx    
135;Dx Industrie excl. sociale werkplaatsen;17.30.40 Textielveredeling van....;1999;23.0;Dx    
136;Dx Industrie excl. sociale werkplaatsen;17.4 Geconfectioneerde artikelen van....;1996;0.0;  Zero
137;Dx Industrie excl. sociale werkplaatsen;17.4 Geconfectioneerde artikelen van....;1997;0.0;  Zero
138;Dx Industrie excl. sociale werkplaatsen;17.4 Geconfectioneerde artikelen van....;1998;0.0;  Zero
139;Dx Industrie excl. sociale werkplaatsen;17.4 Geconfectioneerde artikelen van....;1999;0.0;  Zero
140;Dx Industrie excl. sociale werkplaatsen;17.40.90 Reparatie van dekkleden en....;1996;0.0;  Zero
141;Dx Industrie excl. sociale werkplaatsen;17.40.90 Reparatie van dekkleden en....;1997;0.0;  Zero
142;Dx Industrie excl. sociale werkplaatsen;17.40.90 Reparatie van dekkleden en....;1998;0.0;  Zero
143;Dx Industrie excl. sociale werkplaatsen;17.40.90 Reparatie van dekkleden en....;1999;0.0;  Zero
144;Dx Industrie excl. sociale werkplaatsen;17.5 Overige textielproducten;1996;0.0;  Zero
145;Dx Industrie excl. sociale werkplaatsen;17.5 Overige textielproducten;1997;0.0;  Zero
146;Dx Industrie excl. sociale werkplaatsen;17.5 Overige textielproducten;1998;0.0;  Zero
147;Dx Industrie excl. sociale werkplaatsen;17.5 Overige textielproducten;1999;0.0;  Zero
148;Dx Industrie excl. sociale werkplaatsen;17.52 Koord, bindgaren, touw en netten;1996;0.0;  Zero
149;Dx Industrie excl. sociale werkplaatsen;17.52 Koord, bindgaren, touw en netten;1997;0.0;  Zero
150;Dx Industrie excl. sociale werkplaatsen;17.52 Koord, bindgaren, touw en netten;1998;0.0;  Zero
151;Dx Industrie excl. sociale werkplaatsen;17.52 Koord, bindgaren, touw en netten;1999;0.0;  Zero
152;Dx Industrie excl. sociale werkplaatsen;17.52.90 Reparatie van netten en....;1996;0.0;  Zero
153;Dx Industrie excl. sociale werkplaatsen;17.52.90 Reparatie van netten en....;1997;0.0;  Zero
154;Dx Industrie excl. sociale werkplaatsen;17.52.90 Reparatie van netten en....;1998;0.0;  Zero
155;Dx Industrie excl. sociale werkplaatsen;17.52.90 Reparatie van netten en....;1999;0.0;  Zero
156;Dx Industrie excl. sociale werkplaatsen;"20 Hout; hout- en kurkwaren....";1996;0.0;Dx    
157;Dx Industrie excl. sociale werkplaatsen;"20 Hout; hout- en kurkwaren....";1997;0.0;Dx    
158;Dx Industrie excl. sociale werkplaatsen;"20 Hout; hout- en kurkwaren....";1998;0.0;Dx    
159;Dx Industrie excl. sociale werkplaatsen;"20 Hout; hout- en kurkwaren....";1999;0.0;Dx    
160;Dx Industrie excl. sociale werkplaatsen;20.1 Hout, gezaagd, geschaafd of....;1996;0.0;Dx    
161;Dx Industrie excl. sociale werkplaatsen;20.1 Hout, gezaagd, geschaafd of....;1997;0.0;Dx    
162;Dx Industrie excl. sociale werkplaatsen;20.1 Hout, gezaagd, geschaafd of....;1998;0.0;Dx    
163;Dx Industrie excl. sociale werkplaatsen;20.1 Hout, gezaagd, geschaafd of....;1999;0.0;Dx    
164;Dx Industrie excl. sociale werkplaatsen;20.10.90 Impregneren van hout;1996;0.0;Dx    
165;Dx Industrie excl. sociale werkplaatsen;20.10.90 Impregneren van hout;1997;0.0;Dx    
166;Dx Industrie excl. sociale werkplaatsen;20.10.90 Impregneren van hout;1998;0.0;Dx    
167;Dx Industrie excl. sociale werkplaatsen;20.10.90 Impregneren van hout;1999;0.0;Dx    
168;Dx Industrie excl. sociale werkplaatsen;22 Drukwerk en opgenomen media;1996;1130.0;Dx    
169;Dx Industrie excl. sociale werkplaatsen;22 Drukwerk en opgenomen media;1997;1360.0;Dx    
170;Dx Industrie excl. sociale werkplaatsen;22 Drukwerk en opgenomen media;1998;1613.0;Dx    
171;Dx Industrie excl. sociale werkplaatsen;22 Drukwerk en opgenomen media;1999;1565.0;Dx    
172;Dx Industrie excl. sociale werkplaatsen;22.1 Boeken, couranten en dergelijk....;1996;0.0;Dx    
173;Dx Industrie excl. sociale werkplaatsen;22.1 Boeken, couranten en dergelijk....;1997;2.0;Dx    
174;Dx Industrie excl. sociale werkplaatsen;22.1 Boeken, couranten en dergelijk....;1998;3.0;Dx    
175;Dx Industrie excl. sociale werkplaatsen;22.1 Boeken, couranten en dergelijk....;1999;3.0;Dx    
176;Dx Industrie excl. sociale werkplaatsen;22.11 Boeken;1996;0.0;Dx    
177;Dx Industrie excl. sociale werkplaatsen;22.11 Boeken;1997;0.0;  Zero
178;Dx Industrie excl. sociale werkplaatsen;22.11 Boeken;1998;0.0;  Zero
179;Dx Industrie excl. sociale werkplaatsen;22.11 Boeken;1999;0.0;  Zero
180;Dx Industrie excl. sociale werkplaatsen;22.11.10 Uitgeven van gedrukte....;1996;0.0;  Zero
181;Dx Industrie excl. sociale werkplaatsen;22.11.10 Uitgeven van gedrukte....;1997;0.0;  Zero
182;Dx Industrie excl. sociale werkplaatsen;22.11.10 Uitgeven van gedrukte....;1998;0.0;  Zero
183;Dx Industrie excl. sociale werkplaatsen;22.11.10 Uitgeven van gedrukte....;1999;0.0;  Zero
184;Dx Industrie excl. sociale werkplaatsen;22.11.20.B Uitgeven van gedrukte....;1996;0.0;  Zero
185;Dx Industrie excl. sociale werkplaatsen;22.11.20.B Uitgeven van gedrukte....;1997;0.0;  Zero
186;Dx Industrie excl. sociale werkplaatsen;22.11.20.B Uitgeven van gedrukte....;1998;0.0;  Zero
187;Dx Industrie excl. sociale werkplaatsen;22.11.20.B Uitgeven van gedrukte....;1999;0.0;  Zero
188;Dx Industrie excl. sociale werkplaatsen;22.11.31 Uitgeven van gedrukte....;1996;0.0;  Zero
189;Dx Industrie excl. sociale werkplaatsen;22.11.31 Uitgeven van gedrukte....;1997;0.0;  Zero
190;Dx Industrie excl. sociale werkplaatsen;22.11.31 Uitgeven van gedrukte....;1998;0.0;  Zero
191;Dx Industrie excl. sociale werkplaatsen;22.11.31 Uitgeven van gedrukte....;1999;0.0;  Zero
192;Dx Industrie excl. sociale werkplaatsen;22.11.32 Uitgeven van gedrukte....;1996;0.0;Dx    
193;Dx Industrie excl. sociale werkplaatsen;22.11.32 Uitgeven van gedrukte....;1997;0.0;  Zero
194;Dx Industrie excl. sociale werkplaatsen;22.11.32 Uitgeven van gedrukte....;1998;0.0;  Zero
195;Dx Industrie excl. sociale werkplaatsen;22.11.32 Uitgeven van gedrukte....;1999;0.0;  Zero
196;Dx Industrie excl. sociale werkplaatsen;22.11.33 Uitgeven van gedrukte....;1996;0.0;  Zero
197;Dx Industrie excl. sociale werkplaatsen;22.11.33 Uitgeven van gedrukte....;1997;0.0;  Zero
198;Dx Industrie excl. sociale werkplaatsen;22.11.33 Uitgeven van gedrukte....;1998;0.0;  Zero
199;Dx Industrie excl. sociale werkplaatsen;22.11.33 Uitgeven van gedrukte....;1999;0.0;  Zero
200;Dx Industrie excl. sociale werkplaatsen;22.11.34 Uitgeven van gedrukte,....;1996;0.0;  Zero
201;Dx Industrie excl. sociale werkplaatsen;22.11.34 Uitgeven van gedrukte,....;1997;0.0;  Zero
202;Dx Industrie excl. sociale werkplaatsen;22.11.34 Uitgeven van gedrukte,....;1998;0.0;  Zero
203;Dx Industrie excl. sociale werkplaatsen;22.11.34 Uitgeven van gedrukte,....;1999;0.0;  Zero
204;Dx Industrie excl. sociale werkplaatsen;22.12.10 Uitgeven van kranten of....;1996;0.0;  Zero
205;Dx Industrie excl. sociale werkplaatsen;22.12.10 Uitgeven van kranten of....;1997;1.0;Dx    
206;Dx Industrie excl. sociale werkplaatsen;22.12.10 Uitgeven van kranten of....;1998;0.0;  Zero
207;Dx Industrie excl. sociale werkplaatsen;22.12.10 Uitgeven van kranten of....;1999;0.0;  Zero
208;Dx Industrie excl. sociale werkplaatsen;22.13.10 Uitgeven van kranten of....;1996;0.0;  Zero
209;Dx Industrie excl. sociale werkplaatsen;22.13.10 Uitgeven van kranten of....;1997;0.0;  Zero
210;Dx Industrie excl. sociale werkplaatsen;22.13.10 Uitgeven van kranten of....;1998;2.0;Dx    
211;Dx Industrie excl. sociale werkplaatsen;22.13.10 Uitgeven van kranten of....;1999;2.0;Dx    
212;Dx Industrie excl. sociale werkplaatsen;22.14 Geluidsopnamen;1996;0.0;  Zero
213;Dx Industrie excl. sociale werkplaatsen;22.14 Geluidsopnamen;1997;0.0;  Zero
214;Dx Industrie excl. sociale werkplaatsen;22.14 Geluidsopnamen;1998;0.0;Dx    
215;Dx Industrie excl. sociale werkplaatsen;22.14 Geluidsopnamen;1999;1.0;Dx    
216;Dx Industrie excl. sociale werkplaatsen;22.14.11 Uitgeven van bespeelde....;1996;0.0;  Zero
217;Dx Industrie excl. sociale werkplaatsen;22.14.11 Uitgeven van bespeelde....;1997;0.0;  Zero
218;Dx Industrie excl. sociale werkplaatsen;22.14.11 Uitgeven van bespeelde....;1998;0.0;Dx    
219;Dx Industrie excl. sociale werkplaatsen;22.14.11 Uitgeven van bespeelde....;1999;1.0;Dx    
220;Dx Industrie excl. sociale werkplaatsen;22.14.12 Uitgeven van bespeelde....;1996;0.0;  Zero
221;Dx Industrie excl. sociale werkplaatsen;22.14.12 Uitgeven van bespeelde....;1997;0.0;  Zero
222;Dx Industrie excl. sociale werkplaatsen;22.14.12 Uitgeven van bespeelde....;1998;0.0;Dx    
223;Dx Industrie excl. sociale werkplaatsen;22.14.12 Uitgeven van bespeelde....;1999;0.0;  Zero
224;Dx Industrie excl. sociale werkplaatsen;22.15 Briefkaarten, wenskaarten,....;1996;0.0;Dx    
225;Dx Industrie excl. sociale werkplaatsen;22.15 Briefkaarten, wenskaarten,....;1997;0.0;Dx    
226;Dx Industrie excl. sociale werkplaatsen;22.15 Briefkaarten, wenskaarten,....;1998;0.0;Dx    
227;Dx Industrie excl. sociale werkplaatsen;22.15 Briefkaarten, wenskaarten,....;1999;0.0;  Zero
228;Dx Industrie excl. sociale werkplaatsen;22.15.11 Uitgeven van bedrukte....;1996;0.0;Dx    
229;Dx Industrie excl. sociale werkplaatsen;22.15.11 Uitgeven van bedrukte....;1997;0.0;Dx    
230;Dx Industrie excl. sociale werkplaatsen;22.15.11 Uitgeven van bedrukte....;1998;0.0;Dx    
231;Dx Industrie excl. sociale werkplaatsen;22.15.11 Uitgeven van bedrukte....;1999;0.0;  Zero
232;Dx Industrie excl. sociale werkplaatsen;22.15.12 Uitgeven van gedrukte....;1996;0.0;  Zero
233;Dx Industrie excl. sociale werkplaatsen;22.15.12 Uitgeven van gedrukte....;1997;0.0;  Zero
234;Dx Industrie excl. sociale werkplaatsen;22.15.12 Uitgeven van gedrukte....;1998;0.0;  Zero
235;Dx Industrie excl. sociale werkplaatsen;22.15.12 Uitgeven van gedrukte....;1999;0.0;  Zero
236;Dx Industrie excl. sociale werkplaatsen;22.15.13 Uitgeven van gedrukte....;1996;0.0;  Zero
237;Dx Industrie excl. sociale werkplaatsen;22.15.13 Uitgeven van gedrukte....;1997;0.0;  Zero
238;Dx Industrie excl. sociale werkplaatsen;22.15.13 Uitgeven van gedrukte....;1998;0.0;  Zero
239;Dx Industrie excl. sociale werkplaatsen;22.15.13 Uitgeven van gedrukte....;1999;0.0;  Zero
240;Dx Industrie excl. sociale werkplaatsen;22.2 Drukkerijen en diensten in....;1996;691.0;Dx    
241;Dx Industrie excl. sociale werkplaatsen;22.2 Drukkerijen en diensten in....;1997;793.0;Dx    
242;Dx Industrie excl. sociale werkplaatsen;22.2 Drukkerijen en diensten in....;1998;1036.0;Dx    
243;Dx Industrie excl. sociale werkplaatsen;22.2 Drukkerijen en diensten in....;1999;984.0;Dx    
244;Dx Industrie excl. sociale werkplaatsen;22.21.10 Drukken van kranten en....;1996;148.0;Dx    
245;Dx Industrie excl. sociale werkplaatsen;22.21.10 Drukken van kranten en....;1997;132.0;Dx    
246;Dx Industrie excl. sociale werkplaatsen;22.21.10 Drukken van kranten en....;1998;226.0;Dx    
247;Dx Industrie excl. sociale werkplaatsen;22.21.10 Drukken van kranten en....;1999;215.0;Dx    
248;Dx Industrie excl. sociale werkplaatsen;22.22 Diensten in verband met....;1996;393.0;Dx    
249;Dx Industrie excl. sociale werkplaatsen;22.22 Diensten in verband met....;1997;485.0;Dx    
250;Dx Industrie excl. sociale werkplaatsen;22.22 Diensten in verband met....;1998;611.0;Dx    
251;Dx Industrie excl. sociale werkplaatsen;22.22 Diensten in verband met....;1999;609.0;Dx    
252;Dx Industrie excl. sociale werkplaatsen;22.22.11 Drukken van postzegels,....;1996;0.0;Dx    
253;Dx Industrie excl. sociale werkplaatsen;22.22.11 Drukken van postzegels,....;1997;0.0;Dx    
254;Dx Industrie excl. sociale werkplaatsen;22.22.11 Drukken van postzegels,....;1998;0.0;Dx    
255;Dx Industrie excl. sociale werkplaatsen;22.22.11 Drukken van postzegels,....;1999;1.0;Dx    
256;Dx Industrie excl. sociale werkplaatsen;22.22.12 Drukken van handelscatalogi....;1996;34.0;Dx    
257;Dx Industrie excl. sociale werkplaatsen;22.22.12 Drukken van handelscatalogi....;1997;29.0;Dx    
258;Dx Industrie excl. sociale werkplaatsen;22.22.12 Drukken van handelscatalogi....;1998;41.0;Dx    
259;Dx Industrie excl. sociale werkplaatsen;22.22.12 Drukken van handelscatalogi....;1999;34.0;Dx    
260;Dx Industrie excl. sociale werkplaatsen;22.22.13 Drukken van vergunningen,....;1996;1.0;Dx    
261;Dx Industrie excl. sociale werkplaatsen;22.22.13 Drukken van vergunningen,....;1997;3.0;Dx    
