ID;SBI93;Loondiensten;Jaren;Inkoopwaarde_1;CodeBedrijfsactiviteit_2
0;Dx Industrie excl. sociale werkplaatsen;Totaal inkopen;1996;5565.0;Dx    
1;Dx Industrie excl. sociale werkplaatsen;Totaal inkopen;1997;5854.0;Dx    
2;Dx Industrie excl. sociale werkplaatsen;Totaal inkopen;1998;6676.0;Dx    
3;Dx Industrie excl. sociale werkplaatsen;Totaal inkopen;1999;6670.0;Dx    
4;Dx Industrie excl. sociale werkplaatsen;Som niet gespecificeerde inkoop;1996;1101.0;Dx    
5;Dx Industrie excl. sociale werkplaatsen;Som niet gespecificeerde inkoop;1997;1156.0;Dx    
6;Dx Industrie excl. sociale werkplaatsen;Som niet gespecificeerde inkoop;1998;1272.0;Dx    
7;Dx Industrie excl. sociale werkplaatsen;Som niet gespecificeerde inkoop;1999;1217.0;Dx    
8;Dx Industrie excl. sociale werkplaatsen;Som gespecificeerde inkoop;1996;4463.0;Dx    
9;Dx Industrie excl. sociale werkplaatsen;Som gespecificeerde inkoop;1997;4698.0;Dx    
10;Dx Industrie excl. sociale werkplaatsen;Som gespecificeerde inkoop;1998;5405.0;Dx    
11;Dx Industrie excl. sociale werkplaatsen;Som gespecificeerde inkoop;1999;5452.0;Dx    
12;Dx Industrie excl. sociale werkplaatsen;01 Producten van de landbouw, jacht....;1996;0.0;  Zero
13;Dx Industrie excl. sociale werkplaatsen;01 Producten van de landbouw, jacht....;1997;0.0;  Zero
14;Dx Industrie excl. sociale werkplaatsen;01 Producten van de landbouw, jacht....;1998;0.0;  Zero
15;Dx Industrie excl. sociale werkplaatsen;01 Producten van de landbouw, jacht....;1999;0.0;  Zero
16;Dx Industrie excl. sociale werkplaatsen;01.4 Diensten in verband met de....;1996;0.0;  Zero
17;Dx Industrie excl. sociale werkplaatsen;01.4 Diensten in verband met de....;1997;0.0;  Zero
18;Dx Industrie excl. sociale werkplaatsen;01.4 Diensten in verband met de....;1998;0.0;  Zero
19;Dx Industrie excl. sociale werkplaatsen;01.4 Diensten in verband met de....;1999;0.0;  Zero
20;Dx Industrie excl. sociale werkplaatsen;01.41 Diensten in verband met de....;1996;0.0;  Zero
21;Dx Industrie excl. sociale werkplaatsen;01.41 Diensten in verband met de....;1997;0.0;  Zero
22;Dx Industrie excl. sociale werkplaatsen;01.41 Diensten in verband met de....;1998;0.0;  Zero
23;Dx Industrie excl. sociale werkplaatsen;01.41 Diensten in verband met de....;1999;0.0;  Zero
24;Dx Industrie excl. sociale werkplaatsen;01.41.11 Ondersteunende diensten van....;1996;0.0;  Zero
25;Dx Industrie excl. sociale werkplaatsen;01.41.11 Ondersteunende diensten van....;1997;0.0;  Zero
26;Dx Industrie excl. sociale werkplaatsen;01.41.11 Ondersteunende diensten van....;1998;0.0;  Zero
27;Dx Industrie excl. sociale werkplaatsen;01.41.11 Ondersteunende diensten van....;1999;0.0;  Zero
28;Dx Industrie excl. sociale werkplaatsen;01.41.12 Beplanten en onderhouden....;1996;0.0;  Zero
29;Dx Industrie excl. sociale werkplaatsen;01.41.12 Beplanten en onderhouden....;1997;0.0;  Zero
30;Dx Industrie excl. sociale werkplaatsen;01.41.12 Beplanten en onderhouden....;1998;0.0;  Zero
31;Dx Industrie excl. sociale werkplaatsen;01.41.12 Beplanten en onderhouden....;1999;0.0;  Zero
32;Dx Industrie excl. sociale werkplaatsen;01.42.10 Diensten i.v.m. de....;1996;0.0;  Zero
33;Dx Industrie excl. sociale werkplaatsen;01.42.10 Diensten i.v.m. de....;1997;0.0;  Zero
34;Dx Industrie excl. sociale werkplaatsen;01.42.10 Diensten i.v.m. de....;1998;0.0;  Zero
35;Dx Industrie excl. sociale werkplaatsen;01.42.10 Diensten i.v.m. de....;1999;0.0;  Zero
36;Dx Industrie excl. sociale werkplaatsen;01.50.10 Jacht, zetten van vallen,....;1996;0.0;  Zero
37;Dx Industrie excl. sociale werkplaatsen;01.50.10 Jacht, zetten van vallen,....;1997;0.0;  Zero
38;Dx Industrie excl. sociale werkplaatsen;01.50.10 Jacht, zetten van vallen,....;1998;0.0;  Zero
39;Dx Industrie excl. sociale werkplaatsen;01.50.10 Jacht, zetten van vallen,....;1999;0.0;  Zero
40;Dx Industrie excl. sociale werkplaatsen;02 Producten van de bosbouw en....;1996;0.0;  Zero
41;Dx Industrie excl. sociale werkplaatsen;02 Producten van de bosbouw en....;1997;0.0;  Zero
42;Dx Industrie excl. sociale werkplaatsen;02 Producten van de bosbouw en....;1998;0.0;  Zero
43;Dx Industrie excl. sociale werkplaatsen;02 Producten van de bosbouw en....;1999;0.0;  Zero
44;Dx Industrie excl. sociale werkplaatsen;02.02.10 Diensten i.v.m. de bosbouw;1996;0.0;  Zero
45;Dx Industrie excl. sociale werkplaatsen;02.02.10 Diensten i.v.m. de bosbouw;1997;0.0;  Zero
46;Dx Industrie excl. sociale werkplaatsen;02.02.10 Diensten i.v.m. de bosbouw;1998;0.0;  Zero
47;Dx Industrie excl. sociale werkplaatsen;02.02.10 Diensten i.v.m. de bosbouw;1999;0.0;  Zero
48;Dx Industrie excl. sociale werkplaatsen;"05 Vis en visserijproducten;....";1996;0.0;  Zero
49;Dx Industrie excl. sociale werkplaatsen;"05 Vis en visserijproducten;....";1997;0.0;  Zero
50;Dx Industrie excl. sociale werkplaatsen;"05 Vis en visserijproducten;....";1998;0.0;  Zero
51;Dx Industrie excl. sociale werkplaatsen;"05 Vis en visserijproducten;....";1999;0.0;  Zero
52;Dx Industrie excl. sociale werkplaatsen;05.00.50 Diensten i.v.m. de visserij;1996;0.0;  Zero
53;Dx Industrie excl. sociale werkplaatsen;05.00.50 Diensten i.v.m. de visserij;1997;0.0;  Zero
54;Dx Industrie excl. sociale werkplaatsen;05.00.50 Diensten i.v.m. de visserij;1998;0.0;  Zero
55;Dx Industrie excl. sociale werkplaatsen;05.00.50 Diensten i.v.m. de visserij;1999;0.0;  Zero
56;Dx Industrie excl. sociale werkplaatsen;"11 Ruwe aardolie en aardgas;....";1996;0.0;  Zero
57;Dx Industrie excl. sociale werkplaatsen;"11 Ruwe aardolie en aardgas;....";1997;0.0;  Zero
58;Dx Industrie excl. sociale werkplaatsen;"11 Ruwe aardolie en aardgas;....";1998;0.0;  Zero
59;Dx Industrie excl. sociale werkplaatsen;"11 Ruwe aardolie en aardgas;....";1999;0.0;  Zero
60;Dx Industrie excl. sociale werkplaatsen;11.1 Ruwe aardolie en aardgas;1996;0.0;  Zero
61;Dx Industrie excl. sociale werkplaatsen;11.1 Ruwe aardolie en aardgas;1997;0.0;  Zero
62;Dx Industrie excl. sociale werkplaatsen;11.1 Ruwe aardolie en aardgas;1998;0.0;  Zero
63;Dx Industrie excl. sociale werkplaatsen;11.1 Ruwe aardolie en aardgas;1999;0.0;  Zero
64;Dx Industrie excl. sociale werkplaatsen;11.10.30 Het vloeibaar maken en....;1996;0.0;  Zero
65;Dx Industrie excl. sociale werkplaatsen;11.10.30 Het vloeibaar maken en....;1997;0.0;  Zero
66;Dx Industrie excl. sociale werkplaatsen;11.10.30 Het vloeibaar maken en....;1998;0.0;  Zero
67;Dx Industrie excl. sociale werkplaatsen;11.10.30 Het vloeibaar maken en....;1999;0.0;  Zero
68;Dx Industrie excl. sociale werkplaatsen;11.2 Diensten in verband met de....;1996;0.0;  Zero
69;Dx Industrie excl. sociale werkplaatsen;11.2 Diensten in verband met de....;1997;0.0;  Zero
70;Dx Industrie excl. sociale werkplaatsen;11.2 Diensten in verband met de....;1998;0.0;  Zero
71;Dx Industrie excl. sociale werkplaatsen;11.2 Diensten in verband met de....;1999;0.0;  Zero
72;Dx Industrie excl. sociale werkplaatsen;11.20.11 Booractiviteiten i.v.m.....;1996;0.0;  Zero
73;Dx Industrie excl. sociale werkplaatsen;11.20.11 Booractiviteiten i.v.m.....;1997;0.0;  Zero
74;Dx Industrie excl. sociale werkplaatsen;11.20.11 Booractiviteiten i.v.m.....;1998;0.0;  Zero
75;Dx Industrie excl. sociale werkplaatsen;11.20.11 Booractiviteiten i.v.m.....;1999;0.0;  Zero
76;Dx Industrie excl. sociale werkplaatsen;11.20.12 Opbouwen, repareren of....;1996;0.0;  Zero
77;Dx Industrie excl. sociale werkplaatsen;11.20.12 Opbouwen, repareren of....;1997;0.0;  Zero
78;Dx Industrie excl. sociale werkplaatsen;11.20.12 Opbouwen, repareren of....;1998;0.0;  Zero
79;Dx Industrie excl. sociale werkplaatsen;11.20.12 Opbouwen, repareren of....;1999;0.0;  Zero
80;Dx Industrie excl. sociale werkplaatsen;15 Voedingsmiddelen en dranken;1996;0.0;  Zero
81;Dx Industrie excl. sociale werkplaatsen;15 Voedingsmiddelen en dranken;1997;0.0;  Zero
82;Dx Industrie excl. sociale werkplaatsen;15 Voedingsmiddelen en dranken;1998;0.0;Dx    
83;Dx Industrie excl. sociale werkplaatsen;15 Voedingsmiddelen en dranken;1999;0.0;  Zero
84;Dx Industrie excl. sociale werkplaatsen;15.1 Vlees en vleesproducten;1996;0.0;  Zero
85;Dx Industrie excl. sociale werkplaatsen;15.1 Vlees en vleesproducten;1997;0.0;  Zero
86;Dx Industrie excl. sociale werkplaatsen;15.1 Vlees en vleesproducten;1998;0.0;  Zero
87;Dx Industrie excl. sociale werkplaatsen;15.1 Vlees en vleesproducten;1999;0.0;  Zero
88;Dx Industrie excl. sociale werkplaatsen;15.13 Vlees en vleesproducten van....;1996;0.0;  Zero
89;Dx Industrie excl. sociale werkplaatsen;15.13 Vlees en vleesproducten van....;1997;0.0;  Zero
90;Dx Industrie excl. sociale werkplaatsen;15.13 Vlees en vleesproducten van....;1998;0.0;  Zero
91;Dx Industrie excl. sociale werkplaatsen;15.13 Vlees en vleesproducten van....;1999;0.0;  Zero
92;Dx Industrie excl. sociale werkplaatsen;15.13.90 Koken e.a. voorbereidende....;1996;0.0;  Zero
93;Dx Industrie excl. sociale werkplaatsen;15.13.90 Koken e.a. voorbereidende....;1997;0.0;  Zero
94;Dx Industrie excl. sociale werkplaatsen;15.13.90 Koken e.a. voorbereidende....;1998;0.0;  Zero
95;Dx Industrie excl. sociale werkplaatsen;15.13.90 Koken e.a. voorbereidende....;1999;0.0;  Zero
96;Dx Industrie excl. sociale werkplaatsen;15.3 Bereidingen en conserven van....;1996;0.0;  Zero
97;Dx Industrie excl. sociale werkplaatsen;15.3 Bereidingen en conserven van....;1997;0.0;  Zero
98;Dx Industrie excl. sociale werkplaatsen;15.3 Bereidingen en conserven van....;1998;0.0;Dx    
99;Dx Industrie excl. sociale werkplaatsen;15.3 Bereidingen en conserven van....;1999;0.0;  Zero
100;Dx Industrie excl. sociale werkplaatsen;15.33 Bereidingen en conserven van....;1996;0.0;  Zero
101;Dx Industrie excl. sociale werkplaatsen;15.33 Bereidingen en conserven van....;1997;0.0;  Zero
102;Dx Industrie excl. sociale werkplaatsen;15.33 Bereidingen en conserven van....;1998;0.0;Dx    
103;Dx Industrie excl. sociale werkplaatsen;15.33 Bereidingen en conserven van....;1999;0.0;  Zero
104;Dx Industrie excl. sociale werkplaatsen;15.33.90 Koken e.a. voorbereidende....;1996;0.0;  Zero
105;Dx Industrie excl. sociale werkplaatsen;15.33.90 Koken e.a. voorbereidende....;1997;0.0;  Zero
106;Dx Industrie excl. sociale werkplaatsen;15.33.90 Koken e.a. voorbereidende....;1998;0.0;Dx    
