ID;Geslacht;Studierichting;Vooropleiding;Herkomstgroepering;Opleidingsvorm;Perioden;TotaalAantalStudenten_1;Na3Jaar_2;Na4Jaar_3;Na5Jaar_4;Na6Jaar_5;Na7Jaar_6;Na8Jaar_7;Na9Jaar_8;Na3Jaar_9;Na4Jaar_10;Na5Jaar_11;Na6Jaar_12;Na7Jaar_13;Na8Jaar_14;Na9Jaar_15;Na3Jaar_16;Na4Jaar_17;Na5Jaar_18;Na6Jaar_19;Na7Jaar_20;Na8Jaar_21;Na9Jaar_22;Na1Jaar_23;Na2Jaar_24;Na3Jaar_25;Na4Jaar_26;Na5Jaar_27;Na6Jaar_28;Na7Jaar_29;Na8Jaar_30;InJaar2_31;InJaar3_32;InJaar4_33;InJaar5_34;InJaar6_35;InJaar7_36;InJaar8_37;InJaar9_38;InJaar2_39;InJaar3_40;InJaar4_41;InJaar5_42;InJaar6_43;InJaar7_44;InJaar8_45;InJaar9_46;InJaar2_47;InJaar3_48;InJaar4_49;InJaar5_50;InJaar6_51;InJaar7_52;InJaar8_53;InJaar9_54
571;Totaal mannen en vrouwen;0;MBO;Totaal herkomstgroepering;Voltijd;Startjaar 2008;24540.0;10.0;35.0;48.0;;;;;10.0;35.0;48.0;;;;;0.0;0.0;0.0;;;;;17.0;23.0;25.0;27.0;29.0;;;;83.0;77.0;65.0;38.0;23.0;;;;82.0;76.0;64.0;37.0;22.0;;;;1.0;1.0;1.0;1.0;1.0;;;
572;Totaal mannen en vrouwen;0;MBO;Totaal herkomstgroepering;Voltijd;Startjaar 2009;26433.0;8.0;30.0;;;;;;8.0;30.0;;;;;;0.0;0.0;;;;;;19.0;25.0;29.0;31.0;;;;;81.0;74.0;63.0;39.0;;;;;81.0;73.0;62.0;38.0;;;;;0.0;1.0;1.0;1.0;;;;
573;Totaal mannen en vrouwen;0;MBO;Totaal herkomstgroepering;Voltijd;Startjaar 2010;25942.0;7.0;;;;;;;7.0;;;;;;;0.0;;;;;;;20.0;27.0;30.0;;;;;;80.0;72.0;63.0;;;;;;79.0;71.0;62.0;;;;;;1.0;1.0;1.0;;;;;
574;Totaal mannen en vrouwen;0;MBO;Totaal herkomstgroepering;Voltijd;Startjaar 2011;25044.0;;;;;;;;;;;;;;;;;;;;;;22.0;28.0;;;;;;;78.0;72.0;;;;;;;78.0;71.0;;;;;;;1.0;1.0;;;;;;
575;Totaal mannen en vrouwen;0;MBO;Totaal herkomstgroepering;Voltijd;Startjaar 2012;25078.0;;;;;;;;;;;;;;;;;;;;;;21.0;;;;;;;;79.0;;;;;;;;79.0;;;;;;;;0.0;;;;;;;
576;Totaal mannen en vrouwen;0;MBO;Totaal herkomstgroepering;Deeltijd;Startjaar 1995;2101.0;10.0;30.0;42.0;47.0;50.0;51.0;52.0;10.0;30.0;42.0;47.0;50.0;51.0;52.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;35.0;40.0;41.0;42.0;43.0;44.0;43.0;74.0;64.0;50.0;28.0;16.0;9.0;6.0;5.0;74.0;63.0;50.0;28.0;15.0;9.0;6.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
577;Totaal mannen en vrouwen;0;MBO;Totaal herkomstgroepering;Deeltijd;Startjaar 1996;2306.0;11.0;31.0;42.0;47.0;50.0;51.0;53.0;11.0;31.0;42.0;47.0;50.0;51.0;52.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;34.0;39.0;41.0;42.0;43.0;43.0;43.0;75.0;64.0;50.0;28.0;16.0;10.0;7.0;6.0;74.0;63.0;50.0;28.0;16.0;10.0;7.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
578;Totaal mannen en vrouwen;0;MBO;Totaal herkomstgroepering;Deeltijd;Startjaar 1997;2874.0;17.0;36.0;46.0;50.0;52.0;54.0;55.0;17.0;36.0;46.0;50.0;52.0;54.0;55.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;34.0;38.0;40.0;41.0;41.0;41.0;41.0;75.0;62.0;45.0;24.0;13.0;8.0;6.0;4.0;74.0;62.0;45.0;24.0;13.0;8.0;6.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
579;Totaal mannen en vrouwen;0;MBO;Totaal herkomstgroepering;Deeltijd;Startjaar 1998;3163.0;15.0;36.0;45.0;49.0;52.0;53.0;55.0;15.0;36.0;45.0;49.0;52.0;53.0;54.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;34.0;38.0;40.0;41.0;41.0;42.0;42.0;73.0;63.0;47.0;24.0;14.0;9.0;6.0;4.0;73.0;63.0;47.0;24.0;14.0;9.0;6.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
580;Totaal mannen en vrouwen;0;MBO;Totaal herkomstgroepering;Deeltijd;Startjaar 1999;3245.0;19.0;40.0;48.0;53.0;55.0;56.0;57.0;19.0;40.0;48.0;53.0;55.0;56.0;57.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.0;34.0;37.0;38.0;39.0;39.0;40.0;39.0;73.0;62.0;43.0;22.0;13.0;8.0;6.0;4.0;73.0;62.0;43.0;22.0;12.0;8.0;5.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
581;Totaal mannen en vrouwen;0;MBO;Totaal herkomstgroepering;Deeltijd;Startjaar 2000;3601.0;17.0;37.0;46.0;51.0;53.0;55.0;56.0;17.0;37.0;46.0;51.0;53.0;55.0;56.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.0;34.0;37.0;38.0;39.0;40.0;40.0;40.0;72.0;63.0;46.0;24.0;14.0;9.0;7.0;5.0;72.0;63.0;46.0;24.0;14.0;9.0;7.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
582;Totaal mannen en vrouwen;0;MBO;Totaal herkomstgroepering;Deeltijd;Startjaar 2001;4225.0;20.0;42.0;49.0;53.0;55.0;57.0;58.0;20.0;42.0;49.0;53.0;55.0;57.0;58.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;33.0;36.0;37.0;38.0;38.0;38.0;38.0;73.0;64.0;44.0;21.0;13.0;9.0;7.0;5.0;73.0;64.0;44.0;21.0;13.0;9.0;7.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
583;Totaal mannen en vrouwen;0;MBO;Totaal herkomstgroepering;Deeltijd;Startjaar 2002;4236.0;21.0;42.0;50.0;54.0;56.0;58.0;59.0;21.0;42.0;50.0;54.0;56.0;58.0;59.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;31.0;35.0;36.0;37.0;37.0;38.0;38.0;75.0;65.0;44.0;23.0;13.0;9.0;6.0;5.0;75.0;65.0;44.0;22.0;13.0;9.0;6.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
584;Totaal mannen en vrouwen;0;MBO;Totaal herkomstgroepering;Deeltijd;Startjaar 2003;4046.0;21.0;42.0;51.0;54.0;57.0;58.0;59.0;21.0;42.0;51.0;54.0;57.0;58.0;59.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;32.0;35.0;36.0;37.0;38.0;38.0;38.0;74.0;64.0;44.0;22.0;12.0;8.0;6.0;4.0;74.0;64.0;44.0;22.0;12.0;8.0;6.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
585;Totaal mannen en vrouwen;0;MBO;Totaal herkomstgroepering;Deeltijd;Startjaar 2004;3700.0;21.0;41.0;50.0;54.0;56.0;58.0;58.0;21.0;41.0;50.0;54.0;56.0;57.0;58.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;32.0;35.0;37.0;37.0;38.0;38.0;39.0;74.0;65.0;45.0;22.0;13.0;9.0;6.0;3.0;74.0;65.0;44.0;22.0;13.0;9.0;6.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
586;Totaal mannen en vrouwen;0;MBO;Totaal herkomstgroepering;Deeltijd;Startjaar 2005;4056.0;20.0;41.0;49.0;53.0;55.0;56.0;;20.0;41.0;49.0;53.0;55.0;56.0;;0.0;0.0;0.0;0.0;0.0;0.0;;26.0;34.0;37.0;38.0;39.0;39.0;40.0;40.0;74.0;64.0;43.0;21.0;12.0;8.0;5.0;4.0;74.0;63.0;43.0;21.0;12.0;8.0;5.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
587;Totaal mannen en vrouwen;0;MBO;Totaal herkomstgroepering;Deeltijd;Startjaar 2006;4346.0;20.0;40.0;48.0;52.0;54.0;;;20.0;40.0;48.0;52.0;53.0;;;0.0;0.0;0.0;0.0;0.0;;;27.0;34.0;36.0;38.0;40.0;41.0;42.0;;73.0;64.0;44.0;22.0;12.0;7.0;5.0;;73.0;64.0;44.0;22.0;12.0;6.0;4.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
588;Totaal mannen en vrouwen;0;MBO;Totaal herkomstgroepering;Deeltijd;Startjaar 2007;4522.0;20.0;40.0;48.0;51.0;;;;20.0;40.0;48.0;51.0;;;;0.0;0.0;0.0;0.0;;;;28.0;34.0;36.0;38.0;40.0;40.0;;;72.0;63.0;45.0;23.0;12.0;8.0;;;72.0;63.0;44.0;23.0;12.0;8.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;
589;Totaal mannen en vrouwen;0;MBO;Totaal herkomstgroepering;Deeltijd;Startjaar 2008;4432.0;17.0;37.0;44.0;;;;;17.0;37.0;44.0;;;;;0.0;0.0;0.0;;;;;27.0;34.0;37.0;40.0;42.0;;;;73.0;64.0;46.0;24.0;14.0;;;;73.0;64.0;45.0;24.0;14.0;;;;0.0;0.0;0.0;0.0;0.0;;;
590;Totaal mannen en vrouwen;0;MBO;Totaal herkomstgroepering;Deeltijd;Startjaar 2009;4548.0;15.0;34.0;;;;;;15.0;34.0;;;;;;0.0;0.0;;;;;;27.0;36.0;40.0;42.0;;;;;73.0;62.0;45.0;24.0;;;;;72.0;61.0;45.0;24.0;;;;;0.0;0.0;0.0;0.0;;;;
591;Totaal mannen en vrouwen;0;MBO;Totaal herkomstgroepering;Deeltijd;Startjaar 2010;4443.0;13.0;;;;;;;13.0;;;;;;;0.0;;;;;;;30.0;38.0;41.0;;;;;;70.0;60.0;46.0;;;;;;70.0;60.0;46.0;;;;;;0.0;0.0;0.0;;;;;
592;Totaal mannen en vrouwen;0;MBO;Totaal herkomstgroepering;Deeltijd;Startjaar 2011;3732.0;;;;;;;;;;;;;;;;;;;;;;28.0;36.0;;;;;;;71.0;63.0;;;;;;;71.0;63.0;;;;;;;0.0;0.0;;;;;;
593;Totaal mannen en vrouwen;0;MBO;Totaal herkomstgroepering;Deeltijd;Startjaar 2012;3014.0;;;;;;;;;;;;;;;;;;;;;;28.0;;;;;;;;72.0;;;;;;;;72.0;;;;;;;;0.0;;;;;;;
594;Totaal mannen en vrouwen;0;MBO;Autochtoon;Totaal opleidingsvorm;Startjaar 1995;13997.0;7.0;44.0;59.0;64.0;66.0;67.0;68.0;7.0;44.0;59.0;63.0;65.0;66.0;67.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;24.0;26.0;28.0;29.0;30.0;30.0;30.0;81.0;75.0;67.0;28.0;12.0;7.0;4.0;3.0;81.0;75.0;66.0;27.0;11.0;6.0;4.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0
595;Totaal mannen en vrouwen;0;MBO;Autochtoon;Totaal opleidingsvorm;Startjaar 1996;15037.0;9.0;44.0;58.0;63.0;65.0;67.0;68.0;9.0;44.0;58.0;63.0;65.0;66.0;67.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;24.0;27.0;28.0;29.0;29.0;30.0;30.0;81.0;75.0;64.0;28.0;13.0;7.0;5.0;4.0;81.0;74.0;64.0;28.0;12.0;7.0;5.0;3.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
596;Totaal mannen en vrouwen;0;MBO;Autochtoon;Totaal opleidingsvorm;Startjaar 1997;15099.0;14.0;47.0;59.0;64.0;66.0;67.0;68.0;14.0;47.0;59.0;64.0;66.0;67.0;68.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;24.0;27.0;28.0;29.0;29.0;29.0;29.0;81.0;75.0;59.0;25.0;12.0;7.0;5.0;3.0;81.0;74.0;58.0;25.0;12.0;7.0;5.0;3.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0
597;Totaal mannen en vrouwen;0;MBO;Autochtoon;Totaal opleidingsvorm;Startjaar 1998;15411.0;15.0;47.0;59.0;64.0;66.0;68.0;69.0;15.0;47.0;59.0;64.0;66.0;67.0;68.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;25.0;27.0;28.0;28.0;28.0;29.0;29.0;81.0;75.0;58.0;25.0;12.0;8.0;5.0;3.0;80.0;74.0;58.0;25.0;12.0;7.0;4.0;3.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0
598;Totaal mannen en vrouwen;0;MBO;Autochtoon;Totaal opleidingsvorm;Startjaar 1999;15565.0;17.0;49.0;60.0;65.0;67.0;68.0;69.0;17.0;49.0;60.0;64.0;67.0;68.0;69.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;25.0;27.0;27.0;28.0;28.0;28.0;29.0;80.0;74.0;56.0;24.0;12.0;7.0;5.0;3.0;80.0;73.0;55.0;24.0;11.0;7.0;4.0;3.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0
599;Totaal mannen en vrouwen;0;MBO;Autochtoon;Totaal opleidingsvorm;Startjaar 2000;15054.0;19.0;49.0;60.0;64.0;67.0;68.0;69.0;19.0;49.0;60.0;64.0;66.0;68.0;68.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;25.0;26.0;27.0;27.0;28.0;28.0;28.0;80.0;74.0;55.0;24.0;13.0;8.0;5.0;4.0;79.0;73.0;54.0;24.0;12.0;7.0;5.0;3.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0
600;Totaal mannen en vrouwen;0;MBO;Autochtoon;Totaal opleidingsvorm;Startjaar 2001;17229.0;19.0;49.0;60.0;65.0;67.0;68.0;69.0;19.0;49.0;60.0;64.0;67.0;68.0;69.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;25.0;26.0;27.0;28.0;28.0;28.0;28.0;80.0;75.0;54.0;24.0;12.0;7.0;5.0;4.0;80.0;74.0;54.0;24.0;12.0;7.0;5.0;4.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
601;Totaal mannen en vrouwen;0;MBO;Autochtoon;Totaal opleidingsvorm;Startjaar 2002;16211.0;19.0;49.0;61.0;66.0;68.0;69.0;70.0;19.0;49.0;61.0;65.0;68.0;69.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;22.0;24.0;25.0;26.0;26.0;26.0;26.0;83.0;77.0;57.0;26.0;13.0;8.0;6.0;4.0;83.0;76.0;56.0;25.0;13.0;8.0;5.0;4.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
602;Totaal mannen en vrouwen;0;MBO;Autochtoon;Totaal opleidingsvorm;Startjaar 2003;18588.0;19.0;49.0;61.0;66.0;68.0;70.0;71.0;19.0;49.0;61.0;66.0;68.0;69.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;22.0;24.0;25.0;26.0;26.0;26.0;27.0;83.0;77.0;57.0;26.0;14.0;8.0;5.0;4.0;83.0;76.0;57.0;26.0;13.0;8.0;5.0;4.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
603;Totaal mannen en vrouwen;0;MBO;Autochtoon;Totaal opleidingsvorm;Startjaar 2004;20191.0;18.0;47.0;59.0;65.0;67.0;69.0;69.0;18.0;47.0;59.0;64.0;67.0;68.0;69.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;23.0;25.0;26.0;27.0;27.0;27.0;28.0;83.0;76.0;57.0;27.0;14.0;9.0;6.0;3.0;82.0;76.0;57.0;27.0;14.0;8.0;6.0;3.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
604;Totaal mannen en vrouwen;0;MBO;Autochtoon;Totaal opleidingsvorm;Startjaar 2005;21246.0;17.0;46.0;58.0;63.0;66.0;67.0;;17.0;45.0;58.0;63.0;66.0;67.0;;0.0;0.0;0.0;0.0;0.0;1.0;;17.0;24.0;26.0;27.0;27.0;27.0;28.0;29.0;82.0;76.0;57.0;28.0;15.0;9.0;5.0;4.0;82.0;75.0;57.0;27.0;14.0;9.0;5.0;3.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
605;Totaal mannen en vrouwen;0;MBO;Autochtoon;Totaal opleidingsvorm;Startjaar 2006;22436.0;15.0;43.0;56.0;61.0;64.0;;;15.0;43.0;56.0;61.0;63.0;;;0.0;0.0;0.0;0.0;0.0;;;20.0;26.0;28.0;29.0;29.0;30.0;31.0;;80.0;73.0;57.0;28.0;15.0;8.0;6.0;;79.0;73.0;57.0;28.0;15.0;8.0;6.0;;0.0;1.0;1.0;1.0;0.0;0.0;0.0;
606;Totaal mannen en vrouwen;0;MBO;Autochtoon;Totaal opleidingsvorm;Startjaar 2007;22215.0;15.0;43.0;56.0;61.0;;;;15.0;42.0;56.0;60.0;;;;0.0;0.0;0.0;0.0;;;;21.0;25.0;26.0;28.0;29.0;30.0;;;79.0;74.0;59.0;30.0;15.0;10.0;;;78.0;73.0;58.0;29.0;15.0;9.0;;;0.0;1.0;1.0;1.0;0.0;0.0;;
607;Totaal mannen en vrouwen;0;MBO;Autochtoon;Totaal opleidingsvorm;Startjaar 2008;21247.0;13.0;41.0;54.0;;;;;13.0;41.0;54.0;;;;;0.0;0.0;0.0;;;;;19.0;24.0;26.0;28.0;29.0;;;;81.0;75.0;61.0;32.0;17.0;;;;81.0;75.0;61.0;31.0;17.0;;;;0.0;1.0;1.0;0.0;0.0;;;
608;Totaal mannen en vrouwen;0;MBO;Autochtoon;Totaal opleidingsvorm;Startjaar 2009;22624.0;11.0;37.0;;;;;;11.0;36.0;;;;;;0.0;0.0;;;;;;20.0;26.0;29.0;30.0;;;;;80.0;73.0;60.0;33.0;;;;;80.0;72.0;59.0;33.0;;;;;0.0;1.0;1.0;0.0;;;;
609;Totaal mannen en vrouwen;0;MBO;Autochtoon;Totaal opleidingsvorm;Startjaar 2010;22153.0;9.0;;;;;;;9.0;;;;;;;0.0;;;;;;;21.0;28.0;30.0;;;;;;79.0;71.0;61.0;;;;;;79.0;71.0;60.0;;;;;;1.0;1.0;1.0;;;;;
610;Totaal mannen en vrouwen;0;MBO;Autochtoon;Totaal opleidingsvorm;Startjaar 2011;20915.0;;;;;;;;;;;;;;;;;;;;;;22.0;28.0;;;;;;;78.0;72.0;;;;;;;77.0;71.0;;;;;;;0.0;1.0;;;;;;
611;Totaal mannen en vrouwen;0;MBO;Autochtoon;Totaal opleidingsvorm;Startjaar 2012;20337.0;;;;;;;;;;;;;;;;;;;;;;21.0;;;;;;;;79.0;;;;;;;;79.0;;;;;;;;0.0;;;;;;;
612;Totaal mannen en vrouwen;0;MBO;Autochtoon;Voltijd;Startjaar 1995;12245.0;7.0;46.0;61.0;66.0;68.0;69.0;70.0;7.0;46.0;61.0;66.0;68.0;68.0;69.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;18.0;22.0;24.0;26.0;27.0;28.0;28.0;28.0;82.0;77.0;69.0;28.0;11.0;6.0;4.0;3.0;82.0;76.0;68.0;27.0;10.0;6.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0
613;Totaal mannen en vrouwen;0;MBO;Autochtoon;Voltijd;Startjaar 1996;13165.0;9.0;45.0;60.0;65.0;67.0;69.0;69.0;9.0;45.0;60.0;65.0;67.0;68.0;69.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;23.0;25.0;27.0;27.0;28.0;28.0;28.0;82.0;76.0;66.0;28.0;12.0;7.0;5.0;3.0;82.0;76.0;65.0;28.0;12.0;7.0;5.0;3.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0
614;Totaal mannen en vrouwen;0;MBO;Autochtoon;Voltijd;Startjaar 1997;12882.0;14.0;49.0;61.0;66.0;68.0;69.0;70.0;14.0;49.0;61.0;66.0;68.0;69.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;23.0;25.0;26.0;27.0;27.0;27.0;28.0;82.0;77.0;61.0;25.0;12.0;7.0;5.0;3.0;81.0;76.0;60.0;25.0;11.0;6.0;4.0;3.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0
615;Totaal mannen en vrouwen;0;MBO;Autochtoon;Voltijd;Startjaar 1998;12939.0;15.0;49.0;62.0;66.0;69.0;70.0;71.0;15.0;49.0;62.0;66.0;69.0;70.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;18.0;23.0;25.0;26.0;26.0;26.0;27.0;27.0;82.0;77.0;60.0;26.0;12.0;7.0;5.0;3.0;82.0;76.0;60.0;25.0;12.0;7.0;4.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0
616;Totaal mannen en vrouwen;0;MBO;Autochtoon;Voltijd;Startjaar 1999;13050.0;17.0;50.0;62.0;66.0;69.0;70.0;71.0;17.0;50.0;62.0;66.0;68.0;70.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;18.0;24.0;25.0;25.0;26.0;26.0;27.0;27.0;82.0;76.0;58.0;25.0;12.0;7.0;5.0;3.0;81.0;75.0;57.0;24.0;11.0;7.0;4.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0
617;Totaal mannen en vrouwen;0;MBO;Autochtoon;Voltijd;Startjaar 2000;12181.0;19.0;51.0;62.0;67.0;69.0;70.0;71.0;19.0;51.0;62.0;67.0;69.0;70.0;71.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;19.0;24.0;24.0;25.0;25.0;26.0;26.0;26.0;81.0;76.0;57.0;24.0;12.0;8.0;5.0;3.0;81.0;75.0;56.0;24.0;12.0;7.0;5.0;3.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0
618;Totaal mannen en vrouwen;0;MBO;Autochtoon;Voltijd;Startjaar 2001;13841.0;19.0;50.0;62.0;67.0;69.0;70.0;71.0;19.0;50.0;62.0;66.0;69.0;70.0;71.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;19.0;23.0;24.0;25.0;26.0;26.0;26.0;26.0;81.0;77.0;57.0;25.0;12.0;7.0;5.0;3.0;81.0;76.0;56.0;24.0;12.0;7.0;5.0;3.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
619;Totaal mannen en vrouwen;0;MBO;Autochtoon;Voltijd;Startjaar 2002;12783.0;19.0;50.0;63.0;68.0;70.0;72.0;73.0;19.0;50.0;63.0;68.0;70.0;71.0;72.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;20.0;21.0;22.0;23.0;24.0;24.0;24.0;85.0;79.0;60.0;27.0;14.0;8.0;6.0;4.0;84.0;79.0;59.0;27.0;13.0;8.0;5.0;4.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
620;Totaal mannen en vrouwen;0;MBO;Autochtoon;Voltijd;Startjaar 2003;15280.0;18.0;50.0;63.0;68.0;70.0;72.0;73.0;18.0;50.0;62.0;68.0;70.0;71.0;72.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;20.0;22.0;23.0;24.0;24.0;24.0;24.0;85.0;79.0;60.0;27.0;14.0;8.0;5.0;4.0;84.0;78.0;59.0;27.0;13.0;8.0;5.0;4.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
621;Totaal mannen en vrouwen;0;MBO;Autochtoon;Voltijd;Startjaar 2004;17098.0;17.0;47.0;61.0;66.0;69.0;70.0;71.0;17.0;47.0;60.0;66.0;68.0;70.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;21.0;23.0;24.0;25.0;25.0;26.0;26.0;84.0;78.0;59.0;28.0;14.0;9.0;6.0;3.0;83.0;77.0;59.0;28.0;14.0;8.0;6.0;3.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
622;Totaal mannen en vrouwen;0;MBO;Autochtoon;Voltijd;Startjaar 2005;17906.0;16.0;46.0;60.0;65.0;68.0;69.0;;16.0;46.0;59.0;65.0;67.0;69.0;;0.0;0.0;0.0;0.0;1.0;1.0;;16.0;22.0;24.0;25.0;25.0;26.0;27.0;27.0;84.0;78.0;60.0;29.0;15.0;9.0;5.0;4.0;83.0;77.0;59.0;29.0;15.0;9.0;5.0;4.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0
623;Totaal mannen en vrouwen;0;MBO;Autochtoon;Voltijd;Startjaar 2006;18968.0;14.0;43.0;57.0;63.0;65.0;;;14.0;43.0;56.0;62.0;64.0;;;0.0;0.0;0.0;0.0;1.0;;;19.0;25.0;26.0;27.0;28.0;29.0;29.0;;81.0;75.0;60.0;30.0;16.0;9.0;6.0;;80.0;74.0;59.0;29.0;15.0;9.0;6.0;;0.0;1.0;1.0;1.0;0.0;0.0;0.0;
624;Totaal mannen en vrouwen;0;MBO;Autochtoon;Voltijd;Startjaar 2007;18553.0;13.0;42.0;57.0;62.0;;;;13.0;42.0;57.0;62.0;;;;0.0;0.0;0.0;1.0;;;;20.0;24.0;25.0;26.0;27.0;28.0;;;80.0;76.0;62.0;32.0;16.0;10.0;;;80.0;75.0;61.0;31.0;16.0;10.0;;;0.0;1.0;1.0;1.0;0.0;0.0;;
625;Totaal mannen en vrouwen;0;MBO;Autochtoon;Voltijd;Startjaar 2008;17716.0;12.0;41.0;55.0;;;;;12.0;41.0;55.0;;;;;0.0;0.0;0.0;;;;;17.0;22.0;24.0;25.0;26.0;;;;83.0;77.0;64.0;34.0;18.0;;;;82.0;77.0;64.0;33.0;18.0;;;;0.0;1.0;1.0;0.0;0.0;;;
626;Totaal mannen en vrouwen;0;MBO;Autochtoon;Voltijd;Startjaar 2009;18996.0;10.0;36.0;;;;;;10.0;36.0;;;;;;0.0;0.0;;;;;;19.0;24.0;27.0;28.0;;;;;81.0;75.0;63.0;35.0;;;;;81.0;74.0;62.0;35.0;;;;;0.0;1.0;1.0;1.0;;;;
627;Totaal mannen en vrouwen;0;MBO;Autochtoon;Voltijd;Startjaar 2010;18549.0;8.0;;;;;;;8.0;;;;;;;0.0;;;;;;;20.0;26.0;28.0;;;;;;80.0;73.0;64.0;;;;;;80.0;72.0;63.0;;;;;;1.0;1.0;1.0;;;;;
628;Totaal mannen en vrouwen;0;MBO;Autochtoon;Voltijd;Startjaar 2011;17886.0;;;;;;;;;;;;;;;;;;;;;;21.0;27.0;;;;;;;79.0;73.0;;;;;;;78.0;72.0;;;;;;;0.0;1.0;;;;;;
629;Totaal mannen en vrouwen;0;MBO;Autochtoon;Voltijd;Startjaar 2012;17890.0;;;;;;;;;;;;;;;;;;;;;;20.0;;;;;;;;80.0;;;;;;;;79.0;;;;;;;;0.0;;;;;;;
630;Totaal mannen en vrouwen;0;MBO;Autochtoon;Deeltijd;Startjaar 1995;1752.0;9.0;30.0;43.0;48.0;51.0;52.0;53.0;9.0;30.0;43.0;48.0;51.0;52.0;53.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;35.0;40.0;41.0;42.0;43.0;43.0;43.0;75.0;64.0;51.0;28.0;15.0;9.0;6.0;5.0;75.0;64.0;51.0;28.0;15.0;9.0;6.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
