ID;Geslacht;Studierichting;Vooropleiding;Herkomstgroepering;Opleidingsvorm;Perioden;TotaalAantalStudenten_1;Na3Jaar_2;Na4Jaar_3;Na5Jaar_4;Na6Jaar_5;Na7Jaar_6;Na8Jaar_7;Na9Jaar_8;Na3Jaar_9;Na4Jaar_10;Na5Jaar_11;Na6Jaar_12;Na7Jaar_13;Na8Jaar_14;Na9Jaar_15;Na3Jaar_16;Na4Jaar_17;Na5Jaar_18;Na6Jaar_19;Na7Jaar_20;Na8Jaar_21;Na9Jaar_22;Na1Jaar_23;Na2Jaar_24;Na3Jaar_25;Na4Jaar_26;Na5Jaar_27;Na6Jaar_28;Na7Jaar_29;Na8Jaar_30;InJaar2_31;InJaar3_32;InJaar4_33;InJaar5_34;InJaar6_35;InJaar7_36;InJaar8_37;InJaar9_38;InJaar2_39;InJaar3_40;InJaar4_41;InJaar5_42;InJaar6_43;InJaar7_44;InJaar8_45;InJaar9_46;InJaar2_47;InJaar3_48;InJaar4_49;InJaar5_50;InJaar6_51;InJaar7_52;InJaar8_53;InJaar9_54
7133;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Totaal opleidingsvorm;Startjaar 2000;95.0;14.0;41.0;57.0;61.0;66.0;66.0;69.0;14.0;40.0;54.0;57.0;61.0;61.0;64.0;0.0;1.0;3.0;4.0;5.0;5.0;5.0;11.0;16.0;16.0;21.0;22.0;25.0;25.0;25.0;89.0;82.0;71.0;38.0;21.0;14.0;8.0;8.0;82.0;75.0;62.0;29.0;17.0;11.0;5.0;5.0;7.0;7.0;8.0;8.0;4.0;3.0;3.0;3.0
7134;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Totaal opleidingsvorm;Startjaar 2001;77.0;19.0;51.0;65.0;69.0;71.0;71.0;74.0;19.0;45.0;60.0;64.0;66.0;66.0;68.0;0.0;5.0;5.0;5.0;5.0;5.0;6.0;10.0;12.0;13.0;18.0;19.0;18.0;18.0;17.0;87.0;83.0;68.0;31.0;16.0;13.0;10.0;12.0;82.0;73.0;56.0;27.0;12.0;8.0;5.0;5.0;5.0;10.0;12.0;4.0;4.0;5.0;5.0;6.0
7135;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Totaal opleidingsvorm;Startjaar 2002;93.0;11.0;37.0;49.0;57.0;61.0;66.0;69.0;11.0;35.0;48.0;56.0;58.0;61.0;63.0;0.0;1.0;1.0;1.0;3.0;4.0;5.0;10.0;17.0;19.0;24.0;20.0;22.0;20.0;20.0;90.0;78.0;70.0;40.0;30.0;22.0;18.0;14.0;86.0;73.0;62.0;33.0;23.0;14.0;13.0;11.0;4.0;5.0;8.0;6.0;8.0;8.0;5.0;3.0
7136;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Totaal opleidingsvorm;Startjaar 2003;82.0;15.0;43.0;57.0;61.0;66.0;71.0;72.0;15.0;40.0;50.0;52.0;56.0;57.0;59.0;0.0;2.0;7.0;9.0;10.0;13.0;13.0;7.0;17.0;22.0;20.0;23.0;24.0;22.0;23.0;93.0;78.0;63.0;38.0;20.0;15.0;12.0;6.0;80.0;66.0;49.0;24.0;12.0;9.0;5.0;4.0;12.0;12.0;15.0;13.0;7.0;6.0;7.0;2.0
7137;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Totaal opleidingsvorm;Startjaar 2004;81.0;20.0;44.0;56.0;68.0;69.0;72.0;72.0;20.0;42.0;52.0;57.0;58.0;60.0;60.0;0.0;2.0;4.0;11.0;11.0;11.0;11.0;14.0;19.0;22.0;23.0;23.0;25.0;25.0;27.0;85.0;74.0;58.0;32.0;21.0;7.0;6.0;1.0;73.0;60.0;46.0;22.0;12.0;6.0;5.0;0.0;12.0;14.0;12.0;10.0;9.0;1.0;1.0;1.0
7138;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Totaal opleidingsvorm;Startjaar 2005;77.0;8.0;34.0;47.0;56.0;64.0;66.0;;6.0;30.0;42.0;49.0;55.0;57.0;;1.0;4.0;5.0;6.0;9.0;9.0;;17.0;25.0;27.0;27.0;27.0;26.0;30.0;27.0;83.0;74.0;65.0;39.0;26.0;18.0;6.0;6.0;78.0;64.0;56.0;32.0;22.0;16.0;6.0;6.0;5.0;10.0;9.0;6.0;4.0;3.0;0.0;0.0
7139;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Totaal opleidingsvorm;Startjaar 2006;95.0;5.0;40.0;60.0;65.0;68.0;;;5.0;36.0;53.0;57.0;60.0;;;0.0;4.0;7.0;8.0;8.0;;;15.0;18.0;18.0;20.0;22.0;25.0;24.0;;85.0;82.0;77.0;40.0;18.0;9.0;7.0;;72.0;69.0;62.0;31.0;11.0;4.0;2.0;;14.0;13.0;15.0;9.0;7.0;5.0;5.0;
7140;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Totaal opleidingsvorm;Startjaar 2007;81.0;9.0;47.0;65.0;74.0;;;;7.0;46.0;62.0;69.0;;;;1.0;1.0;4.0;5.0;;;;6.0;10.0;10.0;14.0;17.0;16.0;;;94.0;86.0;81.0;40.0;17.0;10.0;;;89.0;84.0;77.0;36.0;16.0;10.0;;;5.0;2.0;5.0;4.0;1.0;0.0;;
7141;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Totaal opleidingsvorm;Startjaar 2008;65.0;3.0;43.0;57.0;;;;;3.0;37.0;49.0;;;;;0.0;6.0;8.0;;;;;11.0;15.0;11.0;12.0;9.0;;;;89.0;85.0;86.0;45.0;34.0;;;;80.0;77.0;72.0;35.0;26.0;;;;9.0;8.0;14.0;9.0;8.0;;;
7142;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Totaal opleidingsvorm;Startjaar 2009;79.0;5.0;37.0;;;;;;5.0;33.0;;;;;;0.0;4.0;;;;;;14.0;14.0;16.0;19.0;;;;;86.0;85.0;78.0;44.0;;;;;77.0;76.0;70.0;37.0;;;;;9.0;9.0;9.0;8.0;;;;
7143;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Totaal opleidingsvorm;Startjaar 2010;82.0;5.0;;;;;;;5.0;;;;;;;0.0;;;;;;;10.0;12.0;12.0;;;;;;90.0;87.0;83.0;;;;;;83.0;78.0;77.0;;;;;;7.0;9.0;6.0;;;;;
7144;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Totaal opleidingsvorm;Startjaar 2011;66.0;;;;;;;;;;;;;;;;;;;;;;12.0;12.0;;;;;;;88.0;86.0;;;;;;;74.0;71.0;;;;;;;14.0;15.0;;;;;;
7145;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Totaal opleidingsvorm;Startjaar 2012;50.0;;;;;;;;;;;;;;;;;;;;;;14.0;;;;;;;;86.0;;;;;;;;70.0;;;;;;;;16.0;;;;;;;
7146;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Voltijd;Startjaar 1995;97.0;2.0;40.0;56.0;63.0;69.0;71.0;73.0;2.0;40.0;56.0;62.0;66.0;67.0;69.0;0.0;0.0;0.0;1.0;3.0;4.0;4.0;12.0;18.0;20.0;23.0;23.0;22.0;24.0;24.0;88.0;82.0;78.0;37.0;22.0;15.0;7.0;5.0;82.0;78.0;74.0;33.0;18.0;11.0;5.0;4.0;5.0;4.0;4.0;4.0;4.0;4.0;2.0;1.0
7147;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Voltijd;Startjaar 1996;77.0;3.0;42.0;61.0;71.0;73.0;73.0;75.0;3.0;42.0;61.0;68.0;68.0;68.0;70.0;0.0;0.0;0.0;4.0;5.0;5.0;5.0;9.0;12.0;17.0;17.0;17.0;19.0;18.0;19.0;91.0;88.0;81.0;42.0;22.0;9.0;9.0;8.0;83.0;79.0;73.0;34.0;13.0;4.0;6.0;4.0;8.0;9.0;8.0;8.0;9.0;5.0;3.0;4.0
7148;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Voltijd;Startjaar 1997;73.0;7.0;45.0;66.0;71.0;78.0;81.0;82.0;7.0;45.0;66.0;71.0;75.0;75.0;75.0;0.0;0.0;0.0;0.0;3.0;5.0;7.0;12.0;10.0;8.0;15.0;15.0;15.0;16.0;15.0;88.0;89.0;85.0;40.0;19.0;14.0;5.0;4.0;85.0;82.0;75.0;34.0;14.0;7.0;1.0;1.0;3.0;7.0;10.0;5.0;5.0;7.0;4.0;3.0
7149;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Voltijd;Startjaar 1998;58.0;7.0;50.0;62.0;71.0;74.0;76.0;78.0;7.0;50.0;60.0;67.0;69.0;69.0;69.0;0.0;0.0;2.0;3.0;5.0;7.0;9.0;12.0;14.0;17.0;16.0;19.0;17.0;17.0;17.0;88.0;86.0;76.0;34.0;19.0;12.0;9.0;7.0;81.0;79.0;69.0;26.0;12.0;5.0;3.0;3.0;7.0;7.0;7.0;9.0;7.0;7.0;5.0;3.0
7150;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Voltijd;Startjaar 1999;69.0;9.0;51.0;64.0;75.0;81.0;84.0;86.0;9.0;51.0;62.0;71.0;75.0;77.0;78.0;0.0;0.0;1.0;4.0;6.0;7.0;7.0;9.0;10.0;13.0;10.0;9.0;12.0;14.0;12.0;91.0;90.0;78.0;39.0;28.0;13.0;4.0;4.0;80.0;80.0;68.0;28.0;17.0;9.0;3.0;3.0;12.0;10.0;10.0;12.0;10.0;4.0;1.0;1.0
7151;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Voltijd;Startjaar 2000;71.0;15.0;42.0;58.0;63.0;70.0;70.0;75.0;15.0;41.0;54.0;58.0;63.0;63.0;68.0;0.0;1.0;4.0;6.0;7.0;7.0;7.0;10.0;14.0;13.0;18.0;18.0;21.0;20.0;20.0;90.0;83.0;72.0;39.0;24.0;15.0;10.0;10.0;80.0;73.0;61.0;28.0;18.0;11.0;6.0;6.0;10.0;10.0;11.0;11.0;6.0;4.0;4.0;4.0
7152;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Voltijd;Startjaar 2001;54.0;17.0;56.0;67.0;70.0;74.0;74.0;78.0;17.0;48.0;59.0;63.0;67.0;67.0;69.0;0.0;7.0;7.0;7.0;7.0;7.0;9.0;9.0;7.0;7.0;13.0;15.0;15.0;15.0;13.0;89.0;91.0;76.0;31.0;19.0;15.0;11.0;13.0;81.0;76.0;59.0;26.0;13.0;9.0;6.0;6.0;7.0;15.0;17.0;6.0;6.0;6.0;6.0;7.0
7153;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Voltijd;Startjaar 2002;65.0;5.0;35.0;52.0;62.0;68.0;72.0;77.0;5.0;34.0;51.0;60.0;63.0;66.0;69.0;0.0;2.0;2.0;2.0;5.0;6.0;8.0;9.0;14.0;12.0;15.0;9.0;11.0;11.0;12.0;91.0;86.0;83.0;49.0;38.0;28.0;22.0;15.0;85.0;78.0;72.0;42.0;28.0;17.0;14.0;11.0;6.0;8.0;11.0;8.0;11.0;11.0;8.0;5.0
7154;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Voltijd;Startjaar 2003;65.0;11.0;42.0;58.0;63.0;69.0;74.0;75.0;11.0;38.0;49.0;52.0;57.0;58.0;60.0;0.0;3.0;9.0;11.0;12.0;15.0;15.0;6.0;15.0;20.0;17.0;20.0;22.0;18.0;20.0;94.0;82.0;69.0;42.0;22.0;15.0;12.0;6.0;80.0;68.0;52.0;26.0;14.0;9.0;5.0;3.0;14.0;14.0;17.0;15.0;8.0;6.0;8.0;3.0
7155;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Voltijd;Startjaar 2004;55.0;13.0;45.0;60.0;76.0;78.0;82.0;82.0;13.0;42.0;55.0;62.0;64.0;67.0;67.0;0.0;4.0;5.0;15.0;15.0;15.0;15.0;5.0;11.0;11.0;13.0;13.0;15.0;15.0;16.0;95.0;87.0;76.0;42.0;27.0;9.0;7.0;2.0;80.0;71.0;60.0;29.0;16.0;7.0;5.0;0.0;15.0;16.0;16.0;13.0;11.0;2.0;2.0;2.0
7156;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Voltijd;Startjaar 2005;66.0;5.0;33.0;48.0;58.0;65.0;68.0;;5.0;30.0;42.0;50.0;56.0;59.0;;0.0;3.0;6.0;8.0;9.0;9.0;;14.0;21.0;24.0;24.0;24.0;23.0;27.0;26.0;86.0;79.0;71.0;42.0;27.0;20.0;8.0;6.0;80.0;68.0;62.0;36.0;24.0;18.0;8.0;6.0;6.0;11.0;9.0;6.0;3.0;2.0;0.0;0.0
7157;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Voltijd;Startjaar 2006;79.0;4.0;43.0;66.0;71.0;73.0;;;4.0;38.0;58.0;62.0;65.0;;;0.0;5.0;8.0;9.0;9.0;;;14.0;16.0;15.0;16.0;16.0;20.0;19.0;;86.0;84.0;81.0;41.0;18.0;9.0;8.0;;73.0;72.0;67.0;32.0;9.0;3.0;1.0;;13.0;11.0;14.0;9.0;9.0;6.0;6.0;
7158;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Voltijd;Startjaar 2007;67.0;4.0;46.0;69.0;78.0;;;;4.0;46.0;66.0;73.0;;;;0.0;0.0;3.0;4.0;;;;4.0;9.0;6.0;10.0;15.0;13.0;;;96.0;90.0;90.0;43.0;16.0;9.0;;;91.0;87.0;84.0;39.0;15.0;9.0;;;4.0;3.0;6.0;4.0;1.0;0.0;;
7159;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Voltijd;Startjaar 2008;60.0;2.0;45.0;60.0;;;;;2.0;38.0;52.0;;;;;0.0;7.0;8.0;;;;;8.0;13.0;8.0;10.0;7.0;;;;92.0;87.0;90.0;45.0;33.0;;;;82.0;78.0;75.0;35.0;25.0;;;;10.0;8.0;15.0;10.0;8.0;;;
7160;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Voltijd;Startjaar 2009;72.0;4.0;38.0;;;;;;4.0;33.0;;;;;;0.0;4.0;;;;;;13.0;13.0;15.0;18.0;;;;;88.0;88.0;81.0;44.0;;;;;78.0;78.0;71.0;36.0;;;;;10.0;10.0;10.0;8.0;;;;
7161;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Voltijd;Startjaar 2010;70.0;4.0;;;;;;;4.0;;;;;;;0.0;;;;;;;6.0;9.0;7.0;;;;;;94.0;91.0;89.0;;;;;;87.0;83.0;81.0;;;;;;7.0;9.0;7.0;;;;;
7162;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Voltijd;Startjaar 2011;60.0;;;;;;;;;;;;;;;;;;;;;;13.0;13.0;;;;;;;87.0;85.0;;;;;;;72.0;68.0;;;;;;;15.0;17.0;;;;;;
7163;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Voltijd;Startjaar 2012;43.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7164;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Deeltijd;Startjaar 1995;13.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7165;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Deeltijd;Startjaar 1996;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7166;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Deeltijd;Startjaar 1997;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7167;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Deeltijd;Startjaar 1998;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7168;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Deeltijd;Startjaar 1999;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7169;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Deeltijd;Startjaar 2000;24.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7170;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Deeltijd;Startjaar 2001;23.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7171;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Deeltijd;Startjaar 2002;28.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7172;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Deeltijd;Startjaar 2003;17.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7173;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Deeltijd;Startjaar 2004;26.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7174;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Deeltijd;Startjaar 2005;11.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36.0;;;;;;;;9.0;;;;;;0.0;0.0;9.0;;;;;;;;0.0
7175;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Deeltijd;Startjaar 2006;16.0;;;;;44.0;;;;;;;38.0;;;;;;;6.0;;;;;;;;;50.0;;;;;;;;6.0;;;;;;;;6.0;;;;;;;;0.0;
7176;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Deeltijd;Startjaar 2007;14.0;;;;57.0;;;;;;;50.0;;;;;;;7.0;;;;;;;;;29.0;;;;;;;;14.0;;;;;;;;14.0;;;;;;;;0.0;;
7177;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Deeltijd;Startjaar 2008;5.0;;;20.0;;;;;;;20.0;;;;;;;0.0;;;;;;;;;40.0;;;;;;;;40.0;;;;;;;;40.0;;;;;;;;0.0;;;
7178;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Deeltijd;Startjaar 2009;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7179;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Deeltijd;Startjaar 2010;12.0;8.0;;;;;;;8.0;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7180;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Deeltijd;Startjaar 2011;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7181;Totaal mannen en vrouwen;14;VWO;Westerse allochtoon;Deeltijd;Startjaar 2012;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7182;Totaal mannen en vrouwen;14;VWO;Niet-westerse allochtoon;Totaal opleidingsvorm;Startjaar 1995;26.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7183;Totaal mannen en vrouwen;14;VWO;Niet-westerse allochtoon;Totaal opleidingsvorm;Startjaar 1996;44.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7184;Totaal mannen en vrouwen;14;VWO;Niet-westerse allochtoon;Totaal opleidingsvorm;Startjaar 1997;46.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7185;Totaal mannen en vrouwen;14;VWO;Niet-westerse allochtoon;Totaal opleidingsvorm;Startjaar 1998;35.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7186;Totaal mannen en vrouwen;14;VWO;Niet-westerse allochtoon;Totaal opleidingsvorm;Startjaar 1999;37.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7187;Totaal mannen en vrouwen;14;VWO;Niet-westerse allochtoon;Totaal opleidingsvorm;Startjaar 2000;54.0;9.0;46.0;56.0;61.0;65.0;69.0;72.0;9.0;46.0;56.0;59.0;63.0;65.0;69.0;0.0;0.0;0.0;2.0;2.0;4.0;4.0;15.0;20.0;22.0;22.0;24.0;22.0;22.0;19.0;85.0;78.0;69.0;31.0;20.0;17.0;13.0;13.0;81.0;74.0;65.0;28.0;17.0;15.0;11.0;13.0;4.0;4.0;4.0;4.0;4.0;2.0;2.0;0.0
7188;Totaal mannen en vrouwen;14;VWO;Niet-westerse allochtoon;Totaal opleidingsvorm;Startjaar 2001;49.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7189;Totaal mannen en vrouwen;14;VWO;Niet-westerse allochtoon;Totaal opleidingsvorm;Startjaar 2002;56.0;9.0;41.0;55.0;63.0;66.0;66.0;73.0;9.0;41.0;54.0;59.0;61.0;61.0;68.0;0.0;0.0;2.0;4.0;5.0;5.0;5.0;13.0;14.0;16.0;18.0;18.0;23.0;23.0;23.0;88.0;84.0;75.0;41.0;27.0;14.0;11.0;11.0;82.0;79.0;66.0;36.0;23.0;11.0;9.0;9.0;5.0;5.0;9.0;5.0;4.0;4.0;2.0;2.0
7190;Totaal mannen en vrouwen;14;VWO;Niet-westerse allochtoon;Totaal opleidingsvorm;Startjaar 2003;48.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7191;Totaal mannen en vrouwen;14;VWO;Niet-westerse allochtoon;Totaal opleidingsvorm;Startjaar 2004;51.0;6.0;35.0;55.0;63.0;71.0;73.0;75.0;6.0;33.0;53.0;61.0;67.0;69.0;71.0;0.0;2.0;2.0;2.0;4.0;4.0;4.0;8.0;18.0;16.0;22.0;20.0;16.0;18.0;18.0;92.0;82.0;78.0;43.0;25.0;22.0;12.0;10.0;86.0;80.0;73.0;39.0;22.0;18.0;10.0;8.0;6.0;2.0;6.0;4.0;4.0;4.0;2.0;2.0
7192;Totaal mannen en vrouwen;14;VWO;Niet-westerse allochtoon;Totaal opleidingsvorm;Startjaar 2005;55.0;7.0;25.0;40.0;51.0;60.0;60.0;;7.0;25.0;38.0;47.0;51.0;51.0;;0.0;0.0;2.0;4.0;9.0;9.0;;20.0;27.0;27.0;27.0;29.0;29.0;29.0;29.0;80.0;73.0;65.0;47.0;31.0;20.0;11.0;11.0;69.0;65.0;56.0;38.0;24.0;15.0;11.0;11.0;11.0;7.0;9.0;9.0;7.0;5.0;0.0;0.0
7193;Totaal mannen en vrouwen;14;VWO;Niet-westerse allochtoon;Totaal opleidingsvorm;Startjaar 2006;46.0;;;;;61.0;;;;;;;50.0;;;;;;;11.0;;;;;;;;;26.0;;;;;;;;13.0;;;;;;;;11.0;;;;;;;;2.0;
7194;Totaal mannen en vrouwen;14;VWO;Niet-westerse allochtoon;Totaal opleidingsvorm;Startjaar 2007;49.0;;;;49.0;;;;;;;41.0;;;;;;;8.0;;;;;;;;;24.0;;;;;;;;27.0;;;;;;;;24.0;;;;;;;;2.0;;
7195;Totaal mannen en vrouwen;14;VWO;Niet-westerse allochtoon;Totaal opleidingsvorm;Startjaar 2008;50.0;6.0;36.0;50.0;;;;;4.0;30.0;42.0;;;;;2.0;6.0;8.0;;;;;22.0;18.0;20.0;26.0;24.0;;;;78.0;82.0;74.0;38.0;26.0;;;;62.0;62.0;56.0;30.0;18.0;;;;16.0;20.0;18.0;8.0;8.0;;;
7196;Totaal mannen en vrouwen;14;VWO;Niet-westerse allochtoon;Totaal opleidingsvorm;Startjaar 2009;70.0;6.0;29.0;;;;;;4.0;26.0;;;;;;1.0;3.0;;;;;;13.0;16.0;17.0;16.0;;;;;87.0;84.0;77.0;56.0;;;;;76.0;66.0;60.0;43.0;;;;;11.0;19.0;17.0;13.0;;;;
7197;Totaal mannen en vrouwen;14;VWO;Niet-westerse allochtoon;Totaal opleidingsvorm;Startjaar 2010;61.0;0.0;;;;;;;0.0;;;;;;;0.0;;;;;;;11.0;21.0;26.0;;;;;;89.0;79.0;74.0;;;;;;72.0;64.0;56.0;;;;;;16.0;15.0;18.0;;;;;
7198;Totaal mannen en vrouwen;14;VWO;Niet-westerse allochtoon;Totaal opleidingsvorm;Startjaar 2011;50.0;;;;;;;;;;;;;;;;;;;;;;20.0;26.0;;;;;;;80.0;74.0;;;;;;;68.0;60.0;;;;;;;12.0;14.0;;;;;;
7199;Totaal mannen en vrouwen;14;VWO;Niet-westerse allochtoon;Totaal opleidingsvorm;Startjaar 2012;54.0;;;;;;;;;;;;;;;;;;;;;;11.0;;;;;;;;89.0;;;;;;;;70.0;;;;;;;;19.0;;;;;;;
7200;Totaal mannen en vrouwen;14;VWO;Niet-westerse allochtoon;Voltijd;Startjaar 1995;26.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7201;Totaal mannen en vrouwen;14;VWO;Niet-westerse allochtoon;Voltijd;Startjaar 1996;40.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7202;Totaal mannen en vrouwen;14;VWO;Niet-westerse allochtoon;Voltijd;Startjaar 1997;40.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7203;Totaal mannen en vrouwen;14;VWO;Niet-westerse allochtoon;Voltijd;Startjaar 1998;32.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7204;Totaal mannen en vrouwen;14;VWO;Niet-westerse allochtoon;Voltijd;Startjaar 1999;32.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7205;Totaal mannen en vrouwen;14;VWO;Niet-westerse allochtoon;Voltijd;Startjaar 2000;45.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7206;Totaal mannen en vrouwen;14;VWO;Niet-westerse allochtoon;Voltijd;Startjaar 2001;41.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7207;Totaal mannen en vrouwen;14;VWO;Niet-westerse allochtoon;Voltijd;Startjaar 2002;46.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7208;Totaal mannen en vrouwen;14;VWO;Niet-westerse allochtoon;Voltijd;Startjaar 2003;39.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7209;Totaal mannen en vrouwen;14;VWO;Niet-westerse allochtoon;Voltijd;Startjaar 2004;44.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7210;Totaal mannen en vrouwen;14;VWO;Niet-westerse allochtoon;Voltijd;Startjaar 2005;50.0;6.0;26.0;40.0;52.0;62.0;62.0;;6.0;26.0;38.0;48.0;52.0;52.0;;0.0;0.0;2.0;4.0;10.0;10.0;;16.0;24.0;24.0;24.0;26.0;26.0;26.0;26.0;84.0;76.0;70.0;50.0;34.0;22.0;12.0;12.0;72.0;68.0;60.0;40.0;26.0;16.0;12.0;12.0;12.0;8.0;10.0;10.0;8.0;6.0;0.0;0.0
7211;Totaal mannen en vrouwen;14;VWO;Niet-westerse allochtoon;Voltijd;Startjaar 2006;41.0;;;;;63.0;;;;;;;51.0;;;;;;;12.0;;;;;;;;;24.0;;;;;;;;12.0;;;;;;;;10.0;;;;;;;;2.0;
