ID;Energiedragers;BedrijfstakkenBranchesSBI2008;Perioden;TotaalEnergieverbruik_1;FinaalEnergieverbruik_2;NietEnergetischGebruik_3;SaldoInzetProductieEnergie_4;InzetEnergieVoorOmzetting_5;ProductieEnergieUitOmzetting_6;TotaalEnergieverbruik_7;Winning_8;EnergieAanvoer_9;EnergieAflevering_10;Voorraadmutatie_11
61;Totaal energiedragers;C Industrie;2012;1388.6;661.4;581.7;145.5;2943.1;2797.6;1388.6;24.5;6017.0;4613.1;-39.7
62;Totaal energiedragers;C Industrie;2013;1355.3;645.5;572.0;137.7;2858.1;2720.4;1355.3;26.2;5724.3;4413.8;18.5
63;Totaal energiedragers;C Industrie;2014;1357.4;635.6;576.0;145.8;2922.0;2776.2;1357.4;33.5;5901.6;4565.8;-11.8
64;Totaal energiedragers;C Industrie;2015;1338.3;642.2;552.7;143.4;3026.7;2883.3;1338.3;90.9;6153.9;4874.8;-31.7
65;Totaal energiedragers;C Industrie;2016;1348.9;659.6;557.0;132.3;3058.9;2926.6;1348.9;84.2;5976.0;4744.7;33.4
66;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;2011;85.2;79.4;0.3;5.5;25.6;20.1;85.2;1.0;85.9;1.8;0.0
67;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;2012;81.1;77.4;0.2;3.5;22.9;19.5;81.1;1.1;82.2;2.3;0.0
68;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;2013;80.2;76.4;0.3;3.5;22.7;19.2;80.2;2.1;80.4;2.2;-0.1
69;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;2014;85.0;81.4;0.3;3.3;22.2;18.8;85.0;2.2;85.1;2.4;0.0
70;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;2015;88.5;84.7;0.3;3.5;21.1;17.6;88.5;6.2;89.0;6.7;0.0
71;Totaal energiedragers;10-12 Voedings-, genotmiddelenindustrie;2016;90.2;87.2;0.2;2.8;19.0;16.2;90.2;6.5;91.0;7.1;-0.2
72;Totaal energiedragers;10 Voedingsmiddelenindustrie;2011;79.7;74.1;0.3;5.2;23.6;18.4;79.7;0.8;80.6;1.8;0.0
73;Totaal energiedragers;10 Voedingsmiddelenindustrie;2012;75.7;72.2;0.2;3.2;21.0;17.7;75.7;1.0;77.0;2.2;0.0
74;Totaal energiedragers;10 Voedingsmiddelenindustrie;2013;74.8;71.3;0.3;3.3;20.8;17.5;74.8;1.9;75.2;2.2;-0.1
75;Totaal energiedragers;10 Voedingsmiddelenindustrie;2014;80.3;77.0;0.3;3.1;20.2;17.1;80.3;2.0;80.6;2.3;0.0
76;Totaal energiedragers;10 Voedingsmiddelenindustrie;2015;83.8;80.5;0.3;3.1;19.1;16.1;83.8;6.0;84.4;6.7;0.0
77;Totaal energiedragers;10 Voedingsmiddelenindustrie;2016;85.7;82.8;0.2;2.6;17.4;14.8;85.7;6.4;86.6;7.1;-0.2
78;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;2011;5.5;5.5;;0.0;0.0;0.0;5.5;;5.5;0.0;
79;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;2012;4.7;4.6;;0.0;0.1;0.0;4.7;;4.8;0.1;
80;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;2013;5.2;5.2;;;;;5.2;;5.2;;
81;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;2014;5.0;5.0;;;;;5.0;;5.0;;
82;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;2015;5.4;5.4;;;;;5.4;;5.4;0.0;
83;Totaal energiedragers;101 Slachterijen en vleeswarenindustrie;2016;6.3;6.3;;;;;6.3;;6.3;0.0;
84;Totaal energiedragers;102 Visverwerkende industrie;2011;;;;;;;;;;;
85;Totaal energiedragers;102 Visverwerkende industrie;2012;;;;;;;;;;;
86;Totaal energiedragers;102 Visverwerkende industrie;2013;;;;;;;;;;;
87;Totaal energiedragers;102 Visverwerkende industrie;2014;;;;;;;;;;;
88;Totaal energiedragers;102 Visverwerkende industrie;2015;;;;;;;;;;;
89;Totaal energiedragers;102 Visverwerkende industrie;2016;;;;;;;;;;;
90;Totaal energiedragers;103 Groente-, fruitverwerkende industrie;2011;11.2;11.0;;0.2;1.3;1.1;11.2;0.2;12.0;1.0;
91;Totaal energiedragers;103 Groente-, fruitverwerkende industrie;2012;10.5;10.3;;0.2;1.3;1.2;10.5;0.2;11.3;1.0;
92;Totaal energiedragers;103 Groente-, fruitverwerkende industrie;2013;10.2;9.9;;0.2;1.4;1.2;10.2;0.2;10.7;0.8;
93;Totaal energiedragers;103 Groente-, fruitverwerkende industrie;2014;9.6;9.5;;0.1;1.1;1.0;9.6;0.2;9.9;0.5;
94;Totaal energiedragers;103 Groente-, fruitverwerkende industrie;2015;9.6;9.4;;0.1;1.3;1.1;9.6;0.2;10.4;1.0;
95;Totaal energiedragers;103 Groente-, fruitverwerkende industrie;2016;9.9;9.7;;0.3;1.6;1.3;9.9;0.2;10.7;0.9;
96;Totaal energiedragers;104 Spijsoliën- en -vettenindustrie e.d.;2011;8.6;8.1;;0.5;4.9;4.4;8.6;;8.7;0.1;
97;Totaal energiedragers;104 Spijsoliën- en -vettenindustrie e.d.;2012;8.2;7.7;;0.5;4.7;4.2;8.2;;8.3;0.1;
98;Totaal energiedragers;104 Spijsoliën- en -vettenindustrie e.d.;2013;8.1;7.4;;0.7;5.0;4.3;8.1;;8.2;0.1;
99;Totaal energiedragers;104 Spijsoliën- en -vettenindustrie e.d.;2014;8.0;7.6;;0.5;4.0;3.6;8.0;;8.1;0.1;
100;Totaal energiedragers;104 Spijsoliën- en -vettenindustrie e.d.;2015;8.6;8.1;;0.5;4.6;4.1;8.6;;8.8;3.5;0.0
101;Totaal energiedragers;104 Spijsoliën- en -vettenindustrie e.d.;2016;7.9;7.5;;0.4;4.7;4.3;7.9;;8.2;4.1;-0.1
102;Totaal energiedragers;105 Zuivelindustrie;2011;15.1;14.3;;0.8;5.3;4.5;15.1;;15.3;0.2;
103;Totaal energiedragers;105 Zuivelindustrie;2012;14.1;13.3;;0.7;4.6;3.9;14.1;;14.3;0.2;
104;Totaal energiedragers;105 Zuivelindustrie;2013;14.3;13.5;;0.8;4.4;3.6;14.3;;14.4;0.1;
105;Totaal energiedragers;105 Zuivelindustrie;2014;21.1;20.4;;0.7;3.7;3.0;21.1;;21.2;0.1;
106;Totaal energiedragers;105 Zuivelindustrie;2015;21.2;20.9;;0.3;3.0;2.6;21.2;0.0;21.2;0.0;
107;Totaal energiedragers;105 Zuivelindustrie;2016;22.2;21.8;;0.3;2.4;2.1;22.2;0.2;22.1;0.1;
108;Totaal energiedragers;106 Meelindustrie;2011;10.4;8.8;;1.6;5.6;4.0;10.4;0.2;10.4;0.2;
109;Totaal energiedragers;106 Meelindustrie;2012;10.5;9.3;;1.2;5.8;4.6;10.5;0.2;10.6;0.3;
110;Totaal energiedragers;106 Meelindustrie;2013;10.9;10.2;;0.7;4.8;4.1;10.9;0.2;11.0;0.3;
111;Totaal energiedragers;106 Meelindustrie;2014;10.9;10.2;;0.8;4.9;4.2;10.9;0.2;11.3;0.6;
112;Totaal energiedragers;106 Meelindustrie;2015;11.4;10.7;;0.7;4.7;4.0;11.4;0.2;12.1;1.0;
113;Totaal energiedragers;106 Meelindustrie;2016;11.4;10.5;;0.8;4.7;3.9;11.4;0.1;12.2;0.9;
114;Totaal energiedragers;107 Brood- en deegwarenindustrie;2011;;;;;;;;;;;
115;Totaal energiedragers;107 Brood- en deegwarenindustrie;2012;;;;;;;;;;;
116;Totaal energiedragers;107 Brood- en deegwarenindustrie;2013;;;;;;;;;;;
117;Totaal energiedragers;107 Brood- en deegwarenindustrie;2014;;;;;;;;;;;
118;Totaal energiedragers;107 Brood- en deegwarenindustrie;2015;;;;;;;;;;;
119;Totaal energiedragers;107 Brood- en deegwarenindustrie;2016;;;;;;;;;;;
120;Totaal energiedragers;108 Overige voedingsmiddelenindustrie;2011;;;;;;;;;;;
121;Totaal energiedragers;108 Overige voedingsmiddelenindustrie;2012;;;;;;;;;;;
122;Totaal energiedragers;108 Overige voedingsmiddelenindustrie;2013;;;;;;;;;;;
123;Totaal energiedragers;108 Overige voedingsmiddelenindustrie;2014;;;;;;;;;;;
124;Totaal energiedragers;108 Overige voedingsmiddelenindustrie;2015;;;;;;;;;;;
125;Totaal energiedragers;108 Overige voedingsmiddelenindustrie;2016;;;;;;;;;;;
126;Totaal energiedragers;109 Diervoederindustrie;2011;6.9;6.8;;0.1;0.6;0.5;6.9;0.1;6.8;0.0;0.0
127;Totaal energiedragers;109 Diervoederindustrie;2012;7.2;7.2;;0.1;0.5;0.4;7.2;0.1;7.2;0.0;0.0
128;Totaal energiedragers;109 Diervoederindustrie;2013;7.2;6.9;0.0;0.3;0.7;0.4;7.2;0.5;6.9;0.2;-0.1
129;Totaal energiedragers;109 Diervoederindustrie;2014;6.5;6.3;;0.3;0.9;0.6;6.5;0.6;6.2;0.3;0.0
130;Totaal energiedragers;109 Diervoederindustrie;2015;7.3;7.0;;0.3;0.8;0.5;7.3;1.3;6.2;0.3;0.0
131;Totaal energiedragers;109 Diervoederindustrie;2016;7.3;7.0;;0.3;0.7;0.4;7.3;1.0;6.6;0.3;0.0
132;Totaal energiedragers;11 Drankenindustrie;2011;4.2;4.0;;0.2;2.0;1.8;4.2;0.2;4.1;0.0;
133;Totaal energiedragers;11 Drankenindustrie;2012;4.2;4.0;;0.2;2.0;1.8;4.2;0.2;4.1;0.0;
134;Totaal energiedragers;11 Drankenindustrie;2013;4.2;3.9;;0.2;1.9;1.7;4.2;0.2;4.0;0.0;
135;Totaal energiedragers;11 Drankenindustrie;2014;4.1;3.9;;0.2;1.9;1.7;4.1;0.2;4.0;0.0;
136;Totaal energiedragers;11 Drankenindustrie;2015;4.2;3.8;;0.5;2.0;1.5;4.2;0.1;4.1;0.0;
137;Totaal energiedragers;11 Drankenindustrie;2016;4.2;4.0;;0.2;1.5;1.4;4.2;0.1;4.0;0.0;
138;Totaal energiedragers;12 Tabaksindustrie;2011;1.2;1.2;;;;;1.2;;1.2;;
139;Totaal energiedragers;12 Tabaksindustrie;2012;1.1;1.1;;;;;1.1;;1.1;;
140;Totaal energiedragers;12 Tabaksindustrie;2013;1.2;1.2;;;;;1.2;;1.2;;
141;Totaal energiedragers;12 Tabaksindustrie;2014;0.5;0.5;;;;;0.5;;0.5;;
142;Totaal energiedragers;12 Tabaksindustrie;2015;0.4;0.4;;;;;0.4;;0.4;;
143;Totaal energiedragers;12 Tabaksindustrie;2016;0.4;0.4;;;;;0.4;;0.4;;
144;Totaal energiedragers;13-15 Textiel-, kleding-, lederindustrie;2011;4.3;4.2;;0.1;0.6;0.5;4.3;;4.3;0.0;
145;Totaal energiedragers;13-15 Textiel-, kleding-, lederindustrie;2012;4.4;4.2;;0.1;0.7;0.6;4.4;;4.4;0.0;
146;Totaal energiedragers;13-15 Textiel-, kleding-, lederindustrie;2013;4.4;4.3;;0.1;0.5;0.4;4.4;;4.4;0.0;
147;Totaal energiedragers;13-15 Textiel-, kleding-, lederindustrie;2014;3.7;3.7;;0.0;0.2;0.2;3.7;;3.7;0.0;
148;Totaal energiedragers;13-15 Textiel-, kleding-, lederindustrie;2015;3.7;3.7;;;;;3.7;;3.7;0.0;
149;Totaal energiedragers;13-15 Textiel-, kleding-, lederindustrie;2016;4.1;4.1;;;;;4.1;;4.1;0.1;
150;Totaal energiedragers;13 Textielindustrie;2011;3.9;3.8;;0.1;0.6;0.5;3.9;;3.9;0.0;
151;Totaal energiedragers;13 Textielindustrie;2012;3.9;3.8;;0.1;0.7;0.6;3.9;;3.9;0.0;
152;Totaal energiedragers;13 Textielindustrie;2013;3.9;3.9;;0.1;0.5;0.4;3.9;;4.0;0.0;
153;Totaal energiedragers;13 Textielindustrie;2014;3.3;3.3;;0.0;0.2;0.2;3.3;;3.3;0.0;
154;Totaal energiedragers;13 Textielindustrie;2015;3.3;3.3;;;;;3.3;;3.3;0.0;
155;Totaal energiedragers;13 Textielindustrie;2016;3.4;3.4;;;;;3.4;;3.4;0.0;
156;Totaal energiedragers;14 Kledingindustrie;2011;0.2;0.2;;;;;0.2;;0.2;;
157;Totaal energiedragers;14 Kledingindustrie;2012;0.2;0.2;;;;;0.2;;0.2;;
158;Totaal energiedragers;14 Kledingindustrie;2013;0.2;0.2;;;;;0.2;;0.2;;
159;Totaal energiedragers;14 Kledingindustrie;2014;0.1;0.1;;;;;0.1;;0.1;;
160;Totaal energiedragers;14 Kledingindustrie;2015;0.2;0.2;;;;;0.2;;0.2;;
161;Totaal energiedragers;14 Kledingindustrie;2016;0.2;0.2;;;;;0.2;;0.2;;
162;Totaal energiedragers;15 Leer- en schoenenindustrie;2011;0.3;0.3;;;;;0.3;;0.3;0.0;
163;Totaal energiedragers;15 Leer- en schoenenindustrie;2012;0.3;0.3;;;;;0.3;;0.3;0.0;
164;Totaal energiedragers;15 Leer- en schoenenindustrie;2013;0.3;0.3;;;;;0.3;;0.3;0.0;
165;Totaal energiedragers;15 Leer- en schoenenindustrie;2014;0.2;0.2;;;;;0.2;;0.2;;
166;Totaal energiedragers;15 Leer- en schoenenindustrie;2015;0.2;0.2;;;;;0.2;;0.2;0.0;
167;Totaal energiedragers;15 Leer- en schoenenindustrie;2016;0.5;0.5;;;;;0.5;;0.6;0.0;
168;Totaal energiedragers;16+23 Hout- en bouwmaterialenindustrie;2011;30.5;30.3;0.0;0.2;0.6;0.4;30.5;2.0;28.6;0.1;0.0
169;Totaal energiedragers;16+23 Hout- en bouwmaterialenindustrie;2012;28.4;28.2;0.0;0.2;0.6;0.4;28.4;1.9;26.5;0.1;0.0
170;Totaal energiedragers;16+23 Hout- en bouwmaterialenindustrie;2013;26.3;26.1;;0.2;0.6;0.4;26.3;1.9;24.4;0.0;0.0
171;Totaal energiedragers;16+23 Hout- en bouwmaterialenindustrie;2014;26.8;26.6;;0.2;0.6;0.4;26.8;2.0;24.9;0.0;0.0
172;Totaal energiedragers;16+23 Hout- en bouwmaterialenindustrie;2015;27.6;27.3;;0.2;0.8;0.5;27.6;2.0;25.7;0.1;0.0
173;Totaal energiedragers;16+23 Hout- en bouwmaterialenindustrie;2016;28.9;28.7;;0.2;0.8;0.6;28.9;2.1;27.5;0.7;0.0
174;Totaal energiedragers;16 Houtindustrie;2011;2.9;2.7;;0.2;0.2;0.0;2.9;1.0;1.9;0.1;
175;Totaal energiedragers;16 Houtindustrie;2012;2.8;2.7;;0.1;0.2;0.0;2.8;1.0;1.9;0.0;
176;Totaal energiedragers;16 Houtindustrie;2013;2.5;2.4;;0.1;0.2;0.1;2.5;1.1;1.5;0.0;
177;Totaal energiedragers;16 Houtindustrie;2014;3.0;2.8;;0.1;0.2;0.1;3.0;1.2;1.8;0.0;
178;Totaal energiedragers;16 Houtindustrie;2015;3.1;2.9;;0.2;0.4;0.3;3.1;1.3;1.8;0.1;
179;Totaal energiedragers;16 Houtindustrie;2016;3.2;3.0;;0.2;0.5;0.3;3.2;1.5;1.7;0.1;
180;Totaal energiedragers;17-18 Papier- en grafische industrie;2011;31.4;27.4;1.9;2.1;14.1;12.0;31.4;1.1;36.1;5.7;0.0
181;Totaal energiedragers;17-18 Papier- en grafische industrie;2012;31.0;27.5;1.3;2.2;14.0;11.8;31.0;1.3;35.1;5.4;0.0
182;Totaal energiedragers;17-18 Papier- en grafische industrie;2013;31.0;27.4;1.4;2.2;13.0;10.8;31.0;1.4;32.4;2.8;0.0
183;Totaal energiedragers;17-18 Papier- en grafische industrie;2014;28.4;24.3;1.5;2.6;13.1;10.5;28.4;1.4;28.7;1.7;
184;Totaal energiedragers;17-18 Papier- en grafische industrie;2015;27.2;23.7;1.7;1.8;9.9;8.1;27.2;1.5;26.1;0.5;
185;Totaal energiedragers;17-18 Papier- en grafische industrie;2016;26.6;24.3;0.7;1.5;9.0;7.4;26.6;1.5;25.5;0.4;
186;Totaal energiedragers;17 Papierindustrie;2011;27.6;23.6;1.9;2.1;14.1;12.0;27.6;1.1;32.3;5.7;0.0
187;Totaal energiedragers;17 Papierindustrie;2012;27.2;23.7;1.3;2.2;14.0;11.8;27.2;1.3;31.4;5.4;0.0
188;Totaal energiedragers;17 Papierindustrie;2013;27.8;24.2;1.4;2.1;13.0;10.8;27.8;1.4;29.2;2.8;0.0
189;Totaal energiedragers;17 Papierindustrie;2014;25.7;21.6;1.5;2.6;13.1;10.5;25.7;1.4;26.0;1.7;
190;Totaal energiedragers;17 Papierindustrie;2015;24.2;20.7;1.7;1.8;9.9;8.1;24.2;1.5;23.2;0.5;
191;Totaal energiedragers;17 Papierindustrie;2016;23.3;21.0;0.7;1.5;9.0;7.4;23.3;1.5;22.2;0.4;
192;Totaal energiedragers;18 Grafische industrie;2011;3.8;3.8;;0.0;0.0;0.0;3.8;;3.8;0.0;
193;Totaal energiedragers;18 Grafische industrie;2012;3.7;3.7;;0.0;0.0;0.0;3.7;;3.7;0.0;
194;Totaal energiedragers;18 Grafische industrie;2013;3.2;3.2;;0.0;0.0;0.0;3.2;;3.2;0.0;
195;Totaal energiedragers;18 Grafische industrie;2014;2.7;2.7;;0.0;0.0;0.0;2.7;;2.7;0.0;
196;Totaal energiedragers;18 Grafische industrie;2015;2.9;2.9;;;;;2.9;;2.9;0.0;
197;Totaal energiedragers;18 Grafische industrie;2016;3.3;3.3;;;;;3.3;;3.3;0.0;
198;Totaal energiedragers;19-22 Raffinaderijen en chemie;2011;1072.8;450.3;547.0;75.5;2804.2;2728.6;1072.8;17.4;5716.7;4735.6;74.3
199;Totaal energiedragers;19-22 Raffinaderijen en chemie;2012;1085.2;437.5;569.3;78.3;2802.0;2723.7;1085.2;17.4;5678.3;4572.8;-37.8
200;Totaal energiedragers;19-22 Raffinaderijen en chemie;2013;1059.4;426.3;559.7;73.4;2722.8;2649.4;1059.4;18.1;5402.1;4375.1;14.3
201;Totaal energiedragers;19-22 Raffinaderijen en chemie;2014;1054.7;421.2;553.9;79.6;2785.8;2706.2;1054.7;25.2;5562.8;4527.8;-5.5
202;Totaal energiedragers;19-22 Raffinaderijen en chemie;2015;1047.5;422.1;548.8;76.6;2892.4;2815.9;1047.5;78.5;5839.4;4830.1;-40.3
203;Totaal energiedragers;19-22 Raffinaderijen en chemie;2016;1052.4;432.5;553.9;66.0;2928.6;2862.6;1052.4;71.4;5643.5;4697.7;35.2
204;Totaal energiedragers;19 Aardolie-industrie;2011;209.9;147.5;;62.5;2595.3;2532.8;209.9;0.2;4675.9;4539.8;73.7
205;Totaal energiedragers;19 Aardolie-industrie;2012;203.8;137.3;;66.5;2582.5;2516.0;203.8;0.2;4595.3;4354.5;-37.2
206;Totaal energiedragers;19 Aardolie-industrie;2013;189.3;131.6;;57.7;2513.7;2455.9;189.3;0.0;4332.2;4158.2;15.3
207;Totaal energiedragers;19 Aardolie-industrie;2014;195.7;130.1;;65.7;2578.8;2513.2;195.7;0.0;4518.7;4315.9;-7.1
208;Totaal energiedragers;19 Aardolie-industrie;2015;201.1;140.5;;60.5;2700.6;2640.0;201.1;13.3;4770.4;4553.3;-29.3
