ID;Energiedragers;BedrijfstakkenBranchesSBI2008;Perioden;TotaalEnergieverbruik_1;FinaalEnergieverbruik_2;NietEnergetischGebruik_3;SaldoInzetProductieEnergie_4;InzetEnergieVoorOmzetting_5;ProductieEnergieUitOmzetting_6;TotaalEnergieverbruik_7;Winning_8;EnergieAanvoer_9;EnergieAflevering_10;Voorraadmutatie_11
937;Totaal kool en koolproducten;22 Rubber- en kunststofproductindustrie;2012;;;;;;;;;;;
938;Totaal kool en koolproducten;22 Rubber- en kunststofproductindustrie;2013;;;;;;;;;;;
939;Totaal kool en koolproducten;22 Rubber- en kunststofproductindustrie;2014;;;;;;;;;;;
940;Totaal kool en koolproducten;22 Rubber- en kunststofproductindustrie;2015;;;;;;;;;;;
941;Totaal kool en koolproducten;22 Rubber- en kunststofproductindustrie;2016;;;;;;;;;;;
942;Totaal kool en koolproducten;23 Bouwmaterialenindustrie;2011;1.4;1.4;0.0;;;;1.4;;1.4;0.0;0.0
943;Totaal kool en koolproducten;23 Bouwmaterialenindustrie;2012;1.4;1.4;0.0;;;;1.4;;1.4;;0.0
944;Totaal kool en koolproducten;23 Bouwmaterialenindustrie;2013;1.2;1.2;;;;;1.2;;1.2;;0.0
945;Totaal kool en koolproducten;23 Bouwmaterialenindustrie;2014;1.4;1.4;;;;;1.4;;1.4;;0.0
946;Totaal kool en koolproducten;23 Bouwmaterialenindustrie;2015;1.5;1.5;;;;;1.5;;1.5;;0.0
947;Totaal kool en koolproducten;23 Bouwmaterialenindustrie;2016;1.5;1.5;;;;;1.5;;1.5;;0.0
948;Totaal kool en koolproducten;231 Glas- en glaswerkindustrie;2011;;;;;;;;;;;
949;Totaal kool en koolproducten;231 Glas- en glaswerkindustrie;2012;;;;;;;;;;;
950;Totaal kool en koolproducten;231 Glas- en glaswerkindustrie;2013;;;;;;;;;;;
951;Totaal kool en koolproducten;231 Glas- en glaswerkindustrie;2014;;;;;;;;;;;
952;Totaal kool en koolproducten;231 Glas- en glaswerkindustrie;2015;;;;;;;;;;;
953;Totaal kool en koolproducten;231 Glas- en glaswerkindustrie;2016;;;;;;;;;;;
954;Totaal kool en koolproducten;232 Vuurvast keramische productindustrie;2011;;;;;;;;;;;
955;Totaal kool en koolproducten;232 Vuurvast keramische productindustrie;2012;;;;;;;;;;;
956;Totaal kool en koolproducten;232 Vuurvast keramische productindustrie;2013;;;;;;;;;;;
957;Totaal kool en koolproducten;232 Vuurvast keramische productindustrie;2014;;;;;;;;;;;
958;Totaal kool en koolproducten;232 Vuurvast keramische productindustrie;2015;;;;;;;;;;;
959;Totaal kool en koolproducten;232 Vuurvast keramische productindustrie;2016;;;;;;;;;;;
960;Totaal kool en koolproducten;233 Keramische bouwproductenindustrie;2011;0.0;0.0;0.0;;;;0.0;;0.0;;0.0
961;Totaal kool en koolproducten;233 Keramische bouwproductenindustrie;2012;0.0;0.0;0.0;;;;0.0;;0.0;;0.0
962;Totaal kool en koolproducten;233 Keramische bouwproductenindustrie;2013;0.0;0.0;;;;;0.0;;0.0;;0.0
963;Totaal kool en koolproducten;233 Keramische bouwproductenindustrie;2014;0.0;0.0;;;;;0.0;;0.0;;0.0
964;Totaal kool en koolproducten;233 Keramische bouwproductenindustrie;2015;;;;;;;;;;;
965;Totaal kool en koolproducten;233 Keramische bouwproductenindustrie;2016;;;;;;;;;;;
966;Totaal kool en koolproducten;234 Overige keramische industrie;2011;;;;;;;;;;;
967;Totaal kool en koolproducten;234 Overige keramische industrie;2012;;;;;;;;;;;
968;Totaal kool en koolproducten;234 Overige keramische industrie;2013;;;;;;;;;;;
969;Totaal kool en koolproducten;234 Overige keramische industrie;2014;;;;;;;;;;;
970;Totaal kool en koolproducten;234 Overige keramische industrie;2015;;;;;;;;;;;
971;Totaal kool en koolproducten;234 Overige keramische industrie;2016;;;;;;;;;;;
972;Totaal kool en koolproducten;235 Cement-, kalk- en gipsindustrie;2011;;;;;;;;;;;
973;Totaal kool en koolproducten;235 Cement-, kalk- en gipsindustrie;2012;;;;;;;;;;;
974;Totaal kool en koolproducten;235 Cement-, kalk- en gipsindustrie;2013;;;;;;;;;;;
975;Totaal kool en koolproducten;235 Cement-, kalk- en gipsindustrie;2014;;;;;;;;;;;
976;Totaal kool en koolproducten;235 Cement-, kalk- en gipsindustrie;2015;;;;;;;;;;;
977;Totaal kool en koolproducten;235 Cement-, kalk- en gipsindustrie;2016;;;;;;;;;;;
978;Totaal kool en koolproducten;236 Beton-, gips-, cementwarenindustrie;2011;;;;;;;;;;;
979;Totaal kool en koolproducten;236 Beton-, gips-, cementwarenindustrie;2012;;;;;;;;;;;
980;Totaal kool en koolproducten;236 Beton-, gips-, cementwarenindustrie;2013;;;;;;;;;;;
981;Totaal kool en koolproducten;236 Beton-, gips-, cementwarenindustrie;2014;;;;;;;;;;;
982;Totaal kool en koolproducten;236 Beton-, gips-, cementwarenindustrie;2015;;;;;;;;;;;
983;Totaal kool en koolproducten;236 Beton-, gips-, cementwarenindustrie;2016;;;;;;;;;;;
984;Totaal kool en koolproducten;237 Natuursteenbewerkende industrie;2011;;;;;;;;;;;
985;Totaal kool en koolproducten;237 Natuursteenbewerkende industrie;2012;;;;;;;;;;;
986;Totaal kool en koolproducten;237 Natuursteenbewerkende industrie;2013;;;;;;;;;;;
987;Totaal kool en koolproducten;237 Natuursteenbewerkende industrie;2014;;;;;;;;;;;
988;Totaal kool en koolproducten;237 Natuursteenbewerkende industrie;2015;;;;;;;;;;;
989;Totaal kool en koolproducten;237 Natuursteenbewerkende industrie;2016;;;;;;;;;;;
990;Totaal kool en koolproducten;239 Overige minerale productenindustrie;2011;;;;;;;;;;;
991;Totaal kool en koolproducten;239 Overige minerale productenindustrie;2012;;;;;;;;;;;
992;Totaal kool en koolproducten;239 Overige minerale productenindustrie;2013;;;;;;;;;;;
993;Totaal kool en koolproducten;239 Overige minerale productenindustrie;2014;;;;;;;;;;;
994;Totaal kool en koolproducten;239 Overige minerale productenindustrie;2015;;;;;;;;;;;
995;Totaal kool en koolproducten;239 Overige minerale productenindustrie;2016;;;;;;;;;;;
996;Totaal kool en koolproducten;24-30, 33 Metalektro;2011;77.0;17.2;0.1;59.7;96.8;37.1;77.0;;107.7;28.2;-2.5
997;Totaal kool en koolproducten;24-30, 33 Metalektro;2012;80.1;16.7;0.1;63.3;100.3;37.0;80.1;;110.7;28.7;-1.9
998;Totaal kool en koolproducten;24-30, 33 Metalektro;2013;77.1;16.6;0.1;60.5;96.1;35.6;77.1;;102.6;29.7;4.3
999;Totaal kool en koolproducten;24-30, 33 Metalektro;2014;78.7;16.6;0.1;62.0;98.2;36.2;78.7;;114.5;29.5;-6.3
1000;Totaal kool en koolproducten;24-30, 33 Metalektro;2015;80.7;17.3;0.1;63.4;100.1;36.7;80.7;;104.5;32.4;8.5
1001;Totaal kool en koolproducten;24-30, 33 Metalektro;2016;81.2;17.5;0.1;63.6;99.3;35.6;81.2;;115.7;32.9;-1.7
1002;Totaal kool en koolproducten;24-25 Basismetaal, metaalprod.-industrie;2011;77.0;17.2;0.1;59.7;96.8;37.1;77.0;;107.7;28.2;-2.5
1003;Totaal kool en koolproducten;24-25 Basismetaal, metaalprod.-industrie;2012;80.1;16.7;0.1;63.3;100.3;37.0;80.1;;110.7;28.7;-1.9
1004;Totaal kool en koolproducten;24-25 Basismetaal, metaalprod.-industrie;2013;77.1;16.6;0.1;60.5;96.1;35.6;77.1;;102.6;29.7;4.3
1005;Totaal kool en koolproducten;24-25 Basismetaal, metaalprod.-industrie;2014;78.7;16.6;0.1;62.0;98.2;36.2;78.7;;114.5;29.5;-6.3
1006;Totaal kool en koolproducten;24-25 Basismetaal, metaalprod.-industrie;2015;80.7;17.3;0.1;63.4;100.1;36.7;80.7;;104.5;32.4;8.5
1007;Totaal kool en koolproducten;24-25 Basismetaal, metaalprod.-industrie;2016;81.2;17.5;0.1;63.6;99.3;35.6;81.2;;115.7;32.9;-1.7
1008;Totaal kool en koolproducten;24 Basismetaalindustrie;2011;77.0;17.2;0.1;59.7;96.8;37.1;77.0;;107.7;28.2;-2.5
1009;Totaal kool en koolproducten;24 Basismetaalindustrie;2012;80.1;16.7;0.1;63.3;100.3;37.0;80.1;;110.7;28.7;-1.9
1010;Totaal kool en koolproducten;24 Basismetaalindustrie;2013;77.1;16.6;0.1;60.5;96.1;35.6;77.1;;102.6;29.7;4.3
1011;Totaal kool en koolproducten;24 Basismetaalindustrie;2014;78.7;16.6;0.1;62.0;98.2;36.2;78.7;;114.5;29.5;-6.3
1012;Totaal kool en koolproducten;24 Basismetaalindustrie;2015;80.7;17.3;0.1;63.4;100.1;36.7;80.7;;104.5;32.4;8.5
1013;Totaal kool en koolproducten;24 Basismetaalindustrie;2016;81.2;17.5;0.1;63.6;99.3;35.6;81.2;;115.7;32.9;-1.7
1014;Totaal kool en koolproducten;25 Metaalproductenindustrie;2011;;;;;;;;;;;
1015;Totaal kool en koolproducten;25 Metaalproductenindustrie;2012;;;;;;;;;;;
1016;Totaal kool en koolproducten;25 Metaalproductenindustrie;2013;;;;;;;;;;;
1017;Totaal kool en koolproducten;25 Metaalproductenindustrie;2014;;;;;;;;;;;
1018;Totaal kool en koolproducten;25 Metaalproductenindustrie;2015;;;;;;;;;;;
1019;Totaal kool en koolproducten;25 Metaalproductenindustrie;2016;;;;;;;;;;;
1020;Totaal kool en koolproducten;26-28 Elektrotechn. en machine-industrie;2011;;;;;;;;;;;
1021;Totaal kool en koolproducten;26-28 Elektrotechn. en machine-industrie;2012;;;;;;;;;;;
1022;Totaal kool en koolproducten;26-28 Elektrotechn. en machine-industrie;2013;;;;;;;;;;;
1023;Totaal kool en koolproducten;26-28 Elektrotechn. en machine-industrie;2014;;;;;;;;;;;
1024;Totaal kool en koolproducten;26-28 Elektrotechn. en machine-industrie;2015;;;;;;;;;;;
1025;Totaal kool en koolproducten;26-28 Elektrotechn. en machine-industrie;2016;;;;;;;;;;;
1026;Totaal kool en koolproducten;26-27 Elektrische en elektron. Industrie;2011;;;;;;;;;;;
1027;Totaal kool en koolproducten;26-27 Elektrische en elektron. Industrie;2012;;;;;;;;;;;
1028;Totaal kool en koolproducten;26-27 Elektrische en elektron. Industrie;2013;;;;;;;;;;;
1029;Totaal kool en koolproducten;26-27 Elektrische en elektron. Industrie;2014;;;;;;;;;;;
1030;Totaal kool en koolproducten;26-27 Elektrische en elektron. Industrie;2015;;;;;;;;;;;
1031;Totaal kool en koolproducten;26-27 Elektrische en elektron. Industrie;2016;;;;;;;;;;;
1032;Totaal kool en koolproducten;26 Elektrotechnische industrie;2011;;;;;;;;;;;
1033;Totaal kool en koolproducten;26 Elektrotechnische industrie;2012;;;;;;;;;;;
1034;Totaal kool en koolproducten;26 Elektrotechnische industrie;2013;;;;;;;;;;;
1035;Totaal kool en koolproducten;26 Elektrotechnische industrie;2014;;;;;;;;;;;
1036;Totaal kool en koolproducten;26 Elektrotechnische industrie;2015;;;;;;;;;;;
1037;Totaal kool en koolproducten;26 Elektrotechnische industrie;2016;;;;;;;;;;;
1038;Totaal kool en koolproducten;27 Elektrische apparatenindustrie;2011;;;;;;;;;;;
1039;Totaal kool en koolproducten;27 Elektrische apparatenindustrie;2012;;;;;;;;;;;
1040;Totaal kool en koolproducten;27 Elektrische apparatenindustrie;2013;;;;;;;;;;;
1041;Totaal kool en koolproducten;27 Elektrische apparatenindustrie;2014;;;;;;;;;;;
1042;Totaal kool en koolproducten;27 Elektrische apparatenindustrie;2015;;;;;;;;;;;
1043;Totaal kool en koolproducten;27 Elektrische apparatenindustrie;2016;;;;;;;;;;;
1044;Totaal kool en koolproducten;28 Machine-industrie;2011;;;;;;;;;;;
1045;Totaal kool en koolproducten;28 Machine-industrie;2012;;;;;;;;;;;
1046;Totaal kool en koolproducten;28 Machine-industrie;2013;;;;;;;;;;;
1047;Totaal kool en koolproducten;28 Machine-industrie;2014;;;;;;;;;;;
1048;Totaal kool en koolproducten;28 Machine-industrie;2015;;;;;;;;;;;
1049;Totaal kool en koolproducten;28 Machine-industrie;2016;;;;;;;;;;;
1050;Totaal kool en koolproducten;29-30 Transportmiddelenindustrie;2011;;;;;;;;;;;
1051;Totaal kool en koolproducten;29-30 Transportmiddelenindustrie;2012;;;;;;;;;;;
1052;Totaal kool en koolproducten;29-30 Transportmiddelenindustrie;2013;;;;;;;;;;;
1053;Totaal kool en koolproducten;29-30 Transportmiddelenindustrie;2014;;;;;;;;;;;
1054;Totaal kool en koolproducten;29-30 Transportmiddelenindustrie;2015;;;;;;;;;;;
1055;Totaal kool en koolproducten;29-30 Transportmiddelenindustrie;2016;;;;;;;;;;;
1056;Totaal kool en koolproducten;29 Auto- en aanhangwagenindustrie;2011;;;;;;;;;;;
1057;Totaal kool en koolproducten;29 Auto- en aanhangwagenindustrie;2012;;;;;;;;;;;
1058;Totaal kool en koolproducten;29 Auto- en aanhangwagenindustrie;2013;;;;;;;;;;;
1059;Totaal kool en koolproducten;29 Auto- en aanhangwagenindustrie;2014;;;;;;;;;;;
1060;Totaal kool en koolproducten;29 Auto- en aanhangwagenindustrie;2015;;;;;;;;;;;
1061;Totaal kool en koolproducten;29 Auto- en aanhangwagenindustrie;2016;;;;;;;;;;;
1062;Totaal kool en koolproducten;30 Overige transportmiddelenindustrie;2011;;;;;;;;;;;
1063;Totaal kool en koolproducten;30 Overige transportmiddelenindustrie;2012;;;;;;;;;;;
1064;Totaal kool en koolproducten;30 Overige transportmiddelenindustrie;2013;;;;;;;;;;;
1065;Totaal kool en koolproducten;30 Overige transportmiddelenindustrie;2014;;;;;;;;;;;
1066;Totaal kool en koolproducten;30 Overige transportmiddelenindustrie;2015;;;;;;;;;;;
1067;Totaal kool en koolproducten;30 Overige transportmiddelenindustrie;2016;;;;;;;;;;;
1068;Totaal kool en koolproducten;31 Meubelindustrie;2011;;;;;;;;;;;
1069;Totaal kool en koolproducten;31 Meubelindustrie;2012;;;;;;;;;;;
1070;Totaal kool en koolproducten;31 Meubelindustrie;2013;;;;;;;;;;;
1071;Totaal kool en koolproducten;31 Meubelindustrie;2014;;;;;;;;;;;
1072;Totaal kool en koolproducten;31 Meubelindustrie;2015;;;;;;;;;;;
1073;Totaal kool en koolproducten;31 Meubelindustrie;2016;;;;;;;;;;;
1074;Totaal kool en koolproducten;32 Overige industrie;2011;;;;;;;;;;;
1075;Totaal kool en koolproducten;32 Overige industrie;2012;;;;;;;;;;;
1076;Totaal kool en koolproducten;32 Overige industrie;2013;;;;;;;;;;;
1077;Totaal kool en koolproducten;32 Overige industrie;2014;;;;;;;;;;;
1078;Totaal kool en koolproducten;32 Overige industrie;2015;;;;;;;;;;;
1079;Totaal kool en koolproducten;32 Overige industrie;2016;;;;;;;;;;;
1080;Totaal kool en koolproducten;33 Reparatie en installatie van machines;2011;;;;;;;;;;;
1081;Totaal kool en koolproducten;33 Reparatie en installatie van machines;2012;;;;;;;;;;;
1082;Totaal kool en koolproducten;33 Reparatie en installatie van machines;2013;;;;;;;;;;;
1083;Totaal kool en koolproducten;33 Reparatie en installatie van machines;2014;;;;;;;;;;;
1084;Totaal kool en koolproducten;33 Reparatie en installatie van machines;2015;;;;;;;;;;;
1085;Totaal kool en koolproducten;33 Reparatie en installatie van machines;2016;;;;;;;;;;;
1086;Totaal kool en koolproducten;Industrie onbekend;2011;1.4;1.4;;;;;1.4;;1.4;;
1087;Totaal kool en koolproducten;Industrie onbekend;2012;1.3;1.3;;;;;1.3;;1.3;;
1088;Totaal kool en koolproducten;Industrie onbekend;2013;0.8;0.8;;;;;0.8;;0.8;;
1089;Totaal kool en koolproducten;Industrie onbekend;2014;0.4;0.4;;;;;0.4;;0.4;;
1090;Totaal kool en koolproducten;Industrie onbekend;2015;0.3;0.3;;;;;0.3;;0.3;;
1091;Totaal kool en koolproducten;Industrie onbekend;2016;0.7;0.7;;;;;0.7;;0.7;;
1092;Totaal kool en koolproducten;D Energievoorziening;2011;208.4;;;208.4;208.4;;208.4;;209.7;;-1.2
1093;Totaal kool en koolproducten;D Energievoorziening;2012;237.8;;;237.8;237.8;;237.8;;237.6;;0.1
1094;Totaal kool en koolproducten;D Energievoorziening;2013;245.6;;;245.6;245.6;;245.6;;247.0;;-1.4
1095;Totaal kool en koolproducten;D Energievoorziening;2014;280.9;;;280.9;280.9;;280.9;;284.9;;-4.4
1096;Totaal kool en koolproducten;D Energievoorziening;2015;362.0;;;362.0;362.0;;362.0;;358.8;;4.4
1097;Totaal kool en koolproducten;D Energievoorziening;2016;328.3;;;328.3;328.3;;328.3;;326.2;;2.1
1098;Totaal kool en koolproducten;E Waterbedrijven en afvalbeheer;2011;;;;;;;;;;;
1099;Totaal kool en koolproducten;E Waterbedrijven en afvalbeheer;2012;;;;;;;;;;;
1100;Totaal kool en koolproducten;E Waterbedrijven en afvalbeheer;2013;;;;;;;;;;;
1101;Totaal kool en koolproducten;E Waterbedrijven en afvalbeheer;2014;;;;;;;;;;;
1102;Totaal kool en koolproducten;E Waterbedrijven en afvalbeheer;2015;;;;;;;;;;;
1103;Totaal kool en koolproducten;E Waterbedrijven en afvalbeheer;2016;;;;;;;;;;;
1104;Totaal kool en koolproducten;36 Waterleidingbedrijven;2011;;;;;;;;;;;
1105;Totaal kool en koolproducten;36 Waterleidingbedrijven;2012;;;;;;;;;;;
1106;Totaal kool en koolproducten;36 Waterleidingbedrijven;2013;;;;;;;;;;;
1107;Totaal kool en koolproducten;36 Waterleidingbedrijven;2014;;;;;;;;;;;
1108;Totaal kool en koolproducten;36 Waterleidingbedrijven;2015;;;;;;;;;;;
1109;Totaal kool en koolproducten;36 Waterleidingbedrijven;2016;;;;;;;;;;;
1110;Totaal kool en koolproducten;37 Afvalwaterinzameling en -behandeling;2011;;;;;;;;;;;
1111;Totaal kool en koolproducten;37 Afvalwaterinzameling en -behandeling;2012;;;;;;;;;;;
1112;Totaal kool en koolproducten;37 Afvalwaterinzameling en -behandeling;2013;;;;;;;;;;;
1113;Totaal kool en koolproducten;37 Afvalwaterinzameling en -behandeling;2014;;;;;;;;;;;
1114;Totaal kool en koolproducten;37 Afvalwaterinzameling en -behandeling;2015;;;;;;;;;;;
1115;Totaal kool en koolproducten;37 Afvalwaterinzameling en -behandeling;2016;;;;;;;;;;;
1116;Totaal kool en koolproducten;38 Afvalbehandeling en recycling;2011;;;;;;;;;;;
1117;Totaal kool en koolproducten;38 Afvalbehandeling en recycling;2012;;;;;;;;;;;
1118;Totaal kool en koolproducten;38 Afvalbehandeling en recycling;2013;;;;;;;;;;;
1119;Totaal kool en koolproducten;38 Afvalbehandeling en recycling;2014;;;;;;;;;;;
1120;Totaal kool en koolproducten;38 Afvalbehandeling en recycling;2015;;;;;;;;;;;
1121;Totaal kool en koolproducten;38 Afvalbehandeling en recycling;2016;;;;;;;;;;;
1122;Totaal kool en koolproducten;39 Sanering en overig afvalbeheer;2011;;;;;;;;;;;
1123;Totaal kool en koolproducten;39 Sanering en overig afvalbeheer;2012;;;;;;;;;;;
1124;Totaal kool en koolproducten;39 Sanering en overig afvalbeheer;2013;;;;;;;;;;;
1125;Totaal kool en koolproducten;39 Sanering en overig afvalbeheer;2014;;;;;;;;;;;
1126;Totaal kool en koolproducten;39 Sanering en overig afvalbeheer;2015;;;;;;;;;;;
1127;Totaal kool en koolproducten;39 Sanering en overig afvalbeheer;2016;;;;;;;;;;;
1128;Totaal kool en koolproducten;F Bouwnijverheid;2011;;;;;;;;;;;
1129;Totaal kool en koolproducten;F Bouwnijverheid;2012;0.0;0.0;;;;;0.0;;0.0;;0.0
1130;Totaal kool en koolproducten;F Bouwnijverheid;2013;0.0;0.0;;;;;0.0;;0.0;;0.0
1131;Totaal kool en koolproducten;F Bouwnijverheid;2014;0.1;0.1;;;;;0.1;;0.1;;0.0
1132;Totaal kool en koolproducten;F Bouwnijverheid;2015;0.1;0.1;;;;;0.1;;0.1;;0.0
1133;Totaal kool en koolproducten;F Bouwnijverheid;2016;0.1;0.1;;;;;0.1;;0.1;;0.0
1134;Totaal kool en koolproducten;G-U Dienstverlening;2011;0.2;0.2;;;;;0.2;;317.5;318.4;1.1
1135;Totaal kool en koolproducten;G-U Dienstverlening;2012;0.2;0.2;;;;;0.2;;404.6;459.2;54.8
1136;Totaal kool en koolproducten;G-U Dienstverlening;2013;0.1;0.1;;;;;0.1;;718.0;677.0;-41.0
1137;Totaal kool en koolproducten;G-U Dienstverlening;2014;0.0;0.0;;;;;0.0;;885.6;860.6;-25.0
1138;Totaal kool en koolproducten;G-U Dienstverlening;2015;0.0;0.0;;;;;0.0;;1071.0;1078.4;7.4
1139;Totaal kool en koolproducten;G-U Dienstverlening;2016;0.1;0.1;;;;;0.1;;1005.9;1042.8;37.0
1140;Totaal kool en koolproducten;G Handel;2011;;;;;;;;;317.3;318.4;1.1
1141;Totaal kool en koolproducten;G Handel;2012;;;;;;;;;404.5;459.2;54.8
1142;Totaal kool en koolproducten;G Handel;2013;;;;;;;;;717.9;677.0;-41.0
1143;Totaal kool en koolproducten;G Handel;2014;;;;;;;;;885.5;860.6;-25.0
1144;Totaal kool en koolproducten;G Handel;2015;;;;;;;;;1071.0;1078.4;7.4
1145;Totaal kool en koolproducten;G Handel;2016;;;;;;;;;1005.8;1042.8;37.0
1146;Totaal kool en koolproducten;H Vervoer en opslag;2011;;;;;;;;;;;
1147;Totaal kool en koolproducten;H Vervoer en opslag;2012;;;;;;;;;;;
1148;Totaal kool en koolproducten;H Vervoer en opslag;2013;;;;;;;;;;;
1149;Totaal kool en koolproducten;H Vervoer en opslag;2014;;;;;;;;;;;
1150;Totaal kool en koolproducten;H Vervoer en opslag;2015;;;;;;;;;;;
1151;Totaal kool en koolproducten;H Vervoer en opslag;2016;;;;;;;;;;;
1152;Totaal kool en koolproducten;I Horeca;2011;;;;;;;;;;;
1153;Totaal kool en koolproducten;I Horeca;2012;;;;;;;;;;;
1154;Totaal kool en koolproducten;I Horeca;2013;;;;;;;;;;;
1155;Totaal kool en koolproducten;I Horeca;2014;;;;;;;;;;;
1156;Totaal kool en koolproducten;I Horeca;2015;;;;;;;;;;;
1157;Totaal kool en koolproducten;I Horeca;2016;;;;;;;;;;;
1158;Totaal kool en koolproducten;J Informatie en communicatie;2011;;;;;;;;;;;
1159;Totaal kool en koolproducten;J Informatie en communicatie;2012;;;;;;;;;;;
1160;Totaal kool en koolproducten;J Informatie en communicatie;2013;;;;;;;;;;;
1161;Totaal kool en koolproducten;J Informatie en communicatie;2014;;;;;;;;;;;
1162;Totaal kool en koolproducten;J Informatie en communicatie;2015;;;;;;;;;;;
1163;Totaal kool en koolproducten;J Informatie en communicatie;2016;;;;;;;;;;;
1164;Totaal kool en koolproducten;K Financiële dienstverlening;2011;;;;;;;;;;;
1165;Totaal kool en koolproducten;K Financiële dienstverlening;2012;;;;;;;;;;;
1166;Totaal kool en koolproducten;K Financiële dienstverlening;2013;;;;;;;;;;;
1167;Totaal kool en koolproducten;K Financiële dienstverlening;2014;;;;;;;;;;;
1168;Totaal kool en koolproducten;K Financiële dienstverlening;2015;;;;;;;;;;;
1169;Totaal kool en koolproducten;K Financiële dienstverlening;2016;;;;;;;;;;;
1170;Totaal kool en koolproducten;L Verhuur en handel van onroerend goed;2011;;;;;;;;;;;
1171;Totaal kool en koolproducten;L Verhuur en handel van onroerend goed;2012;;;;;;;;;;;
1172;Totaal kool en koolproducten;L Verhuur en handel van onroerend goed;2013;;;;;;;;;;;
1173;Totaal kool en koolproducten;L Verhuur en handel van onroerend goed;2014;;;;;;;;;;;
1174;Totaal kool en koolproducten;L Verhuur en handel van onroerend goed;2015;;;;;;;;;;;
1175;Totaal kool en koolproducten;L Verhuur en handel van onroerend goed;2016;;;;;;;;;;;
1176;Totaal kool en koolproducten;M Specialistische zakelijke diensten;2011;;;;;;;;;;;
1177;Totaal kool en koolproducten;M Specialistische zakelijke diensten;2012;;;;;;;;;;;
1178;Totaal kool en koolproducten;M Specialistische zakelijke diensten;2013;;;;;;;;;;;
1179;Totaal kool en koolproducten;M Specialistische zakelijke diensten;2014;;;;;;;;;;;
1180;Totaal kool en koolproducten;M Specialistische zakelijke diensten;2015;;;;;;;;;;;
1181;Totaal kool en koolproducten;M Specialistische zakelijke diensten;2016;;;;;;;;;;;
1182;Totaal kool en koolproducten;N Verhuur en overige zakelijke diensten;2011;;;;;;;;;;;
1183;Totaal kool en koolproducten;N Verhuur en overige zakelijke diensten;2012;;;;;;;;;;;
1184;Totaal kool en koolproducten;N Verhuur en overige zakelijke diensten;2013;;;;;;;;;;;
1185;Totaal kool en koolproducten;N Verhuur en overige zakelijke diensten;2014;;;;;;;;;;;
1186;Totaal kool en koolproducten;N Verhuur en overige zakelijke diensten;2015;;;;;;;;;;;
1187;Totaal kool en koolproducten;N Verhuur en overige zakelijke diensten;2016;;;;;;;;;;;
1188;Totaal kool en koolproducten;O Openbaar bestuur en overheidsdiensten;2011;;;;;;;;;;;
1189;Totaal kool en koolproducten;O Openbaar bestuur en overheidsdiensten;2012;;;;;;;;;;;
1190;Totaal kool en koolproducten;O Openbaar bestuur en overheidsdiensten;2013;;;;;;;;;;;
1191;Totaal kool en koolproducten;O Openbaar bestuur en overheidsdiensten;2014;;;;;;;;;;;
1192;Totaal kool en koolproducten;O Openbaar bestuur en overheidsdiensten;2015;;;;;;;;;;;
1193;Totaal kool en koolproducten;O Openbaar bestuur en overheidsdiensten;2016;;;;;;;;;;;
1194;Totaal kool en koolproducten;P Onderwijs;2011;;;;;;;;;;;
1195;Totaal kool en koolproducten;P Onderwijs;2012;;;;;;;;;;;
1196;Totaal kool en koolproducten;P Onderwijs;2013;;;;;;;;;;;
1197;Totaal kool en koolproducten;P Onderwijs;2014;;;;;;;;;;;
1198;Totaal kool en koolproducten;P Onderwijs;2015;;;;;;;;;;;
1199;Totaal kool en koolproducten;P Onderwijs;2016;;;;;;;;;;;
1200;Totaal kool en koolproducten;Q Gezondheids- en welzijnszorg;2011;;;;;;;;;;;
1201;Totaal kool en koolproducten;Q Gezondheids- en welzijnszorg;2012;;;;;;;;;;;
1202;Totaal kool en koolproducten;Q Gezondheids- en welzijnszorg;2013;;;;;;;;;;;
1203;Totaal kool en koolproducten;Q Gezondheids- en welzijnszorg;2014;;;;;;;;;;;
1204;Totaal kool en koolproducten;Q Gezondheids- en welzijnszorg;2015;;;;;;;;;;;
1205;Totaal kool en koolproducten;Q Gezondheids- en welzijnszorg;2016;;;;;;;;;;;
1206;Totaal kool en koolproducten;R Cultuur, sport en recreatie;2011;;;;;;;;;;;
1207;Totaal kool en koolproducten;R Cultuur, sport en recreatie;2012;;;;;;;;;;;
1208;Totaal kool en koolproducten;R Cultuur, sport en recreatie;2013;;;;;;;;;;;
1209;Totaal kool en koolproducten;R Cultuur, sport en recreatie;2014;;;;;;;;;;;
1210;Totaal kool en koolproducten;R Cultuur, sport en recreatie;2015;;;;;;;;;;;
1211;Totaal kool en koolproducten;R Cultuur, sport en recreatie;2016;;;;;;;;;;;
1212;Totaal kool en koolproducten;S Overige dienstverlening;2011;;;;;;;;;;;
1213;Totaal kool en koolproducten;S Overige dienstverlening;2012;;;;;;;;;;;
1214;Totaal kool en koolproducten;S Overige dienstverlening;2013;;;;;;;;;;;
1215;Totaal kool en koolproducten;S Overige dienstverlening;2014;;;;;;;;;;;
1216;Totaal kool en koolproducten;S Overige dienstverlening;2015;;;;;;;;;;;
1217;Totaal kool en koolproducten;S Overige dienstverlening;2016;;;;;;;;;;;
1218;Totaal kool en koolproducten;T Huishoudens;2011;;;;;;;;;;;
1219;Totaal kool en koolproducten;T Huishoudens;2012;;;;;;;;;;;
1220;Totaal kool en koolproducten;T Huishoudens;2013;;;;;;;;;;;
1221;Totaal kool en koolproducten;T Huishoudens;2014;;;;;;;;;;;
