ID;Leeftijd;Perioden;GemiddeldKindertal_1;GemiddeldAantal1eKinderen_2;GemiddeldAantal2eKinderen_3;GemiddeldAantal3eKinderen_4;GemiddeldAantal4eOfVolgendeKind_5
0;Totaal over leeftijd 15-50;2006;1.71232;0.79501;0.63098;0.20771;0.07862
1;Totaal over leeftijd 15-50;2007;1.72064;0.79606;0.63647;0.20666;0.08145
2;Totaal over leeftijd 15-50;2008;1.73052;0.79757;0.64054;0.20696;0.08544
3;Totaal over leeftijd 15-50;2009;1.73985;0.7988;0.64426;0.20649;0.0903
4;Totaal over leeftijd 15-50;2010;1.74516;0.79828;0.64647;0.2064;0.09401
5;Totaal over leeftijd 15-50;2011;1.7471;0.7983;0.64709;0.20589;0.09582
6;Totaal over leeftijd 15-50;2012;1.74744;0.7983;0.64768;0.20528;0.09618
7;Totaal over leeftijd 15-50;2013;1.74756;0.79782;0.64821;0.20503;0.0965
8;Totaal over leeftijd 15-50;2014;1.74815;0.79817;0.64867;0.20451;0.0968
9;Totaal over leeftijd 15-50;2015;1.7486;0.79817;0.64907;0.20431;0.09705
10;Totaal over leeftijd 15-50;2016;1.74921;0.79835;0.64943;0.20413;0.0973
11;Totaal over leeftijd 15-50;2017;1.74911;0.79779;0.64979;0.20402;0.09751
12;Totaal over leeftijd 15-50;2018;1.74975;0.79817;0.65003;0.20389;0.09766
13;Totaal over leeftijd 15-50;2019;1.75049;0.79871;0.65023;0.20371;0.09784
14;Totaal over leeftijd 15-50;2020;1.75072;0.79876;0.6504;0.20351;0.09805
15;Totaal over leeftijd 15-50;2021;1.75102;0.79898;0.65051;0.20332;0.09821
16;Totaal over leeftijd 15-50;2022;1.75093;0.79883;0.65063;0.20315;0.09832
17;Totaal over leeftijd 15-50;2023;1.75087;0.7987;0.65072;0.20298;0.09847
18;Totaal over leeftijd 15-50;2024;1.75072;0.79859;0.65075;0.20281;0.09857
19;Totaal over leeftijd 15-50;2025;1.75068;0.79856;0.6508;0.20267;0.09865
20;Totaal over leeftijd 15-50;2026;1.75062;0.79854;0.65082;0.2025;0.09876
21;Totaal over leeftijd 15-50;2027;1.75065;0.79855;0.65087;0.20236;0.09887
22;Totaal over leeftijd 15-50;2028;1.75053;0.79855;0.65086;0.20221;0.09891
23;Totaal over leeftijd 15-50;2029;1.75057;0.79858;0.65088;0.20208;0.09903
24;Totaal over leeftijd 15-50;2030;1.75059;0.79865;0.65088;0.20195;0.09911
25;Totaal over leeftijd 15-50;2031;1.75057;0.79863;0.65089;0.20185;0.0992
26;Totaal over leeftijd 15-50;2032;1.75056;0.79871;0.65089;0.20173;0.09923
27;Totaal over leeftijd 15-50;2033;1.75058;0.79878;0.65085;0.20165;0.0993
28;Totaal over leeftijd 15-50;2034;1.75056;0.79886;0.65081;0.20153;0.09936
29;Totaal over leeftijd 15-50;2035;1.7506;0.79893;0.65081;0.20143;0.09943
30;Totaal over leeftijd 15-50;2036;1.75062;0.79904;0.65078;0.20134;0.09946
31;Totaal over leeftijd 15-50;2037;1.75068;0.79913;0.65078;0.20125;0.09952
32;Totaal over leeftijd 15-50;2038;1.7507;0.79924;0.65072;0.20118;0.09956
33;Totaal over leeftijd 15-50;2039;1.75079;0.79936;0.65072;0.20112;0.09959
34;Totaal over leeftijd 15-50;2040;1.75079;0.79941;0.65068;0.20106;0.09964
35;Totaal over leeftijd 15-50;2041;1.75081;0.7995;0.65065;0.20097;0.09969
36;Totaal over leeftijd 15-50;2042;1.75069;0.79954;0.65057;0.20088;0.0997
37;Totaal over leeftijd 15-50;2043;1.75059;0.79957;0.65051;0.20078;0.09973
