ID;Countries;SITC;Periods;TotalImportValue_1;TotalExportValue_2
6014;Total countries;09 Miscellaneous edible products and ...;2024 March;357.0;819.0
6015;Total countries;09 Miscellaneous edible products and ...;2024 April;373.0;821.0
6016;Total countries;09 Miscellaneous edible products and ...;2024 May;357.0;804.0
6017;Total countries;09 Miscellaneous edible products and ...;2024 June;338.0;836.0
6018;Total countries;09 Miscellaneous edible products and ...;2024 July;375.0;883.0
6019;Total countries;09 Miscellaneous edible products and ...;2024 August;367.0;812.0
6020;Total countries;09 Miscellaneous edible products and ...;2024 September;373.0;809.0
6021;Total countries;09 Miscellaneous edible products and ...;2024 October;397.0;873.0
6022;Total countries;09 Miscellaneous edible products and ...;2024 November;362.0;831.0
6023;Total countries;09 Miscellaneous edible products and ...;2024 December;361.0;746.0
6024;Total countries;09 Miscellaneous edible products and ...;2024;4309.0;9789.0
6025;Total countries;09 Miscellaneous edible products and ...;2025 January;366.0;902.0
6026;Total countries;091 Margarine and shortening;2015 January;13.0;33.0
6027;Total countries;091 Margarine and shortening;2015 February;15.0;32.0
6028;Total countries;091 Margarine and shortening;2015 March;13.0;34.0
6029;Total countries;091 Margarine and shortening;2015 April;19.0;34.0
6030;Total countries;091 Margarine and shortening;2015 May;12.0;32.0
6031;Total countries;091 Margarine and shortening;2015 June;18.0;35.0
6032;Total countries;091 Margarine and shortening;2015 July;8.0;32.0
6033;Total countries;091 Margarine and shortening;2015 August;14.0;33.0
6034;Total countries;091 Margarine and shortening;2015 September;15.0;36.0
6035;Total countries;091 Margarine and shortening;2015 October;11.0;38.0
6036;Total countries;091 Margarine and shortening;2015 November;12.0;38.0
6037;Total countries;091 Margarine and shortening;2015 December;15.0;30.0
6038;Total countries;091 Margarine and shortening;2015;165.0;407.0
6039;Total countries;091 Margarine and shortening;2016 January;17.0;33.0
6040;Total countries;091 Margarine and shortening;2016 February;16.0;32.0
6041;Total countries;091 Margarine and shortening;2016 March;18.0;34.0
6042;Total countries;091 Margarine and shortening;2016 April;21.0;34.0
6043;Total countries;091 Margarine and shortening;2016 May;10.0;34.0
6044;Total countries;091 Margarine and shortening;2016 June;17.0;33.0
6045;Total countries;091 Margarine and shortening;2016 July;14.0;33.0
6046;Total countries;091 Margarine and shortening;2016 August;11.0;35.0
6047;Total countries;091 Margarine and shortening;2016 September;13.0;39.0
6048;Total countries;091 Margarine and shortening;2016 October;11.0;38.0
6049;Total countries;091 Margarine and shortening;2016 November;16.0;43.0
6050;Total countries;091 Margarine and shortening;2016 December;18.0;34.0
6051;Total countries;091 Margarine and shortening;2016;183.0;421.0
6052;Total countries;091 Margarine and shortening;2017 January;11.0;40.0
6053;Total countries;091 Margarine and shortening;2017 February;12.0;39.0
6054;Total countries;091 Margarine and shortening;2017 March;16.0;44.0
6055;Total countries;091 Margarine and shortening;2017 April;11.0;39.0
6056;Total countries;091 Margarine and shortening;2017 May;13.0;42.0
6057;Total countries;091 Margarine and shortening;2017 June;13.0;43.0
6058;Total countries;091 Margarine and shortening;2017 July;14.0;49.0
6059;Total countries;091 Margarine and shortening;2017 August;13.0;43.0
6060;Total countries;091 Margarine and shortening;2017 September;13.0;41.0
6061;Total countries;091 Margarine and shortening;2017 October;13.0;48.0
6062;Total countries;091 Margarine and shortening;2017 November;11.0;44.0
6063;Total countries;091 Margarine and shortening;2017 December;12.0;42.0
6064;Total countries;091 Margarine and shortening;2017;152.0;514.0
6065;Total countries;091 Margarine and shortening;2018 January;13.0;51.0
6066;Total countries;091 Margarine and shortening;2018 February;12.0;44.0
6067;Total countries;091 Margarine and shortening;2018 March;12.0;47.0
6068;Total countries;091 Margarine and shortening;2018 April;13.0;43.0
6069;Total countries;091 Margarine and shortening;2018 May;12.0;43.0
6070;Total countries;091 Margarine and shortening;2018 June;13.0;44.0
6071;Total countries;091 Margarine and shortening;2018 July;13.0;46.0
6072;Total countries;091 Margarine and shortening;2018 August;11.0;50.0
6073;Total countries;091 Margarine and shortening;2018 September;9.0;42.0
6074;Total countries;091 Margarine and shortening;2018 October;14.0;55.0
6075;Total countries;091 Margarine and shortening;2018 November;14.0;50.0
6076;Total countries;091 Margarine and shortening;2018 December;16.0;37.0
6077;Total countries;091 Margarine and shortening;2018;153.0;553.0
6078;Total countries;091 Margarine and shortening;2019 January;11.0;45.0
6079;Total countries;091 Margarine and shortening;2019 February;17.0;41.0
6080;Total countries;091 Margarine and shortening;2019 March;14.0;44.0
6081;Total countries;091 Margarine and shortening;2019 April;16.0;43.0
6082;Total countries;091 Margarine and shortening;2019 May;11.0;45.0
6083;Total countries;091 Margarine and shortening;2019 June;11.0;40.0
6084;Total countries;091 Margarine and shortening;2019 July;13.0;44.0
6085;Total countries;091 Margarine and shortening;2019 August;12.0;43.0
6086;Total countries;091 Margarine and shortening;2019 September;12.0;46.0
6087;Total countries;091 Margarine and shortening;2019 October;16.0;56.0
6088;Total countries;091 Margarine and shortening;2019 November;15.0;50.0
6089;Total countries;091 Margarine and shortening;2019 December;17.0;40.0
6090;Total countries;091 Margarine and shortening;2019;164.0;538.0
6091;Total countries;091 Margarine and shortening;2020 January;14.0;47.0
6092;Total countries;091 Margarine and shortening;2020 February;16.0;46.0
6093;Total countries;091 Margarine and shortening;2020 March;17.0;52.0
6094;Total countries;091 Margarine and shortening;2020 April;13.0;51.0
6095;Total countries;091 Margarine and shortening;2020 May;18.0;45.0
6096;Total countries;091 Margarine and shortening;2020 June;12.0;45.0
6097;Total countries;091 Margarine and shortening;2020 July;13.0;45.0
6098;Total countries;091 Margarine and shortening;2020 August;11.0;46.0
6099;Total countries;091 Margarine and shortening;2020 September;16.0;53.0
6100;Total countries;091 Margarine and shortening;2020 October;14.0;53.0
6101;Total countries;091 Margarine and shortening;2020 November;15.0;56.0
6102;Total countries;091 Margarine and shortening;2020 December;12.0;51.0
6103;Total countries;091 Margarine and shortening;2020;171.0;591.0
6104;Total countries;091 Margarine and shortening;2021 January;;
6105;Total countries;091 Margarine and shortening;2021 February;;
6106;Total countries;091 Margarine and shortening;2021 March;;
6107;Total countries;091 Margarine and shortening;2021 April;;
6108;Total countries;091 Margarine and shortening;2021 May;;
6109;Total countries;091 Margarine and shortening;2021 June;;
6110;Total countries;091 Margarine and shortening;2021 July;;
6111;Total countries;091 Margarine and shortening;2021 August;;
6112;Total countries;091 Margarine and shortening;2021 September;;
6113;Total countries;091 Margarine and shortening;2021 October;;
6114;Total countries;091 Margarine and shortening;2021 November;;
6115;Total countries;091 Margarine and shortening;2021 December;;
6116;Total countries;091 Margarine and shortening;2021;;
6117;Total countries;091 Margarine and shortening;2022 January;23.0;61.0
6118;Total countries;091 Margarine and shortening;2022 February;26.0;61.0
6119;Total countries;091 Margarine and shortening;2022 March;27.0;76.0
6120;Total countries;091 Margarine and shortening;2022 April;25.0;62.0
6121;Total countries;091 Margarine and shortening;2022 May;32.0;70.0
6122;Total countries;091 Margarine and shortening;2022 June;32.0;68.0
6123;Total countries;091 Margarine and shortening;2022 July;26.0;67.0
6124;Total countries;091 Margarine and shortening;2022 August;34.0;71.0
6125;Total countries;091 Margarine and shortening;2022 September;33.0;75.0
6126;Total countries;091 Margarine and shortening;2022 October;35.0;72.0
6127;Total countries;091 Margarine and shortening;2022 November;38.0;75.0
6128;Total countries;091 Margarine and shortening;2022 December;34.0;66.0
6129;Total countries;091 Margarine and shortening;2022;363.0;825.0
6130;Total countries;091 Margarine and shortening;2023 January;30.0;67.0
6131;Total countries;091 Margarine and shortening;2023 February;27.0;57.0
6132;Total countries;091 Margarine and shortening;2023 March;30.0;72.0
6133;Total countries;091 Margarine and shortening;2023 April;25.0;57.0
6134;Total countries;091 Margarine and shortening;2023 May;28.0;60.0
6135;Total countries;091 Margarine and shortening;2023 June;22.0;63.0
6136;Total countries;091 Margarine and shortening;2023 July;19.0;54.0
6137;Total countries;091 Margarine and shortening;2023 August;26.0;58.0
6138;Total countries;091 Margarine and shortening;2023 September;22.0;65.0
6139;Total countries;091 Margarine and shortening;2023 October;24.0;60.0
6140;Total countries;091 Margarine and shortening;2023 November;24.0;61.0
6141;Total countries;091 Margarine and shortening;2023 December;25.0;50.0
6142;Total countries;091 Margarine and shortening;2023;303.0;724.0
6143;Total countries;091 Margarine and shortening;2024 January;25.0;54.0
6144;Total countries;091 Margarine and shortening;2024 February;24.0;70.0
6145;Total countries;091 Margarine and shortening;2024 March;23.0;59.0
6146;Total countries;091 Margarine and shortening;2024 April;22.0;57.0
6147;Total countries;091 Margarine and shortening;2024 May;21.0;64.0
6148;Total countries;091 Margarine and shortening;2024 June;23.0;60.0
6149;Total countries;091 Margarine and shortening;2024 July;27.0;60.0
6150;Total countries;091 Margarine and shortening;2024 August;36.0;46.0
6151;Total countries;091 Margarine and shortening;2024 September;27.0;67.0
6152;Total countries;091 Margarine and shortening;2024 October;27.0;70.0
6153;Total countries;091 Margarine and shortening;2024 November;26.0;69.0
6154;Total countries;091 Margarine and shortening;2024 December;23.0;52.0
6155;Total countries;091 Margarine and shortening;2024;303.0;729.0
6156;Total countries;091 Margarine and shortening;2025 January;25.0;68.0
6157;Total countries;098 Edible products and preparations,...;2015 January;144.0;466.0
6158;Total countries;098 Edible products and preparations,...;2015 February;151.0;479.0
6159;Total countries;098 Edible products and preparations,...;2015 March;181.0;518.0
6160;Total countries;098 Edible products and preparations,...;2015 April;167.0;517.0
6161;Total countries;098 Edible products and preparations,...;2015 May;170.0;469.0
6162;Total countries;098 Edible products and preparations,...;2015 June;186.0;485.0
6163;Total countries;098 Edible products and preparations,...;2015 July;169.0;499.0
6164;Total countries;098 Edible products and preparations,...;2015 August;175.0;413.0
6165;Total countries;098 Edible products and preparations,...;2015 September;176.0;443.0
6166;Total countries;098 Edible products and preparations,...;2015 October;189.0;478.0
6167;Total countries;098 Edible products and preparations,...;2015 November;183.0;498.0
6168;Total countries;098 Edible products and preparations,...;2015 December;187.0;478.0
6169;Total countries;098 Edible products and preparations,...;2015;2079.0;5742.0
6170;Total countries;098 Edible products and preparations,...;2016 January;161.0;460.0
6171;Total countries;098 Edible products and preparations,...;2016 February;181.0;484.0
6172;Total countries;098 Edible products and preparations,...;2016 March;181.0;533.0
6173;Total countries;098 Edible products and preparations,...;2016 April;178.0;484.0
6174;Total countries;098 Edible products and preparations,...;2016 May;179.0;518.0
6175;Total countries;098 Edible products and preparations,...;2016 June;185.0;561.0
6176;Total countries;098 Edible products and preparations,...;2016 July;180.0;461.0
6177;Total countries;098 Edible products and preparations,...;2016 August;176.0;517.0
6178;Total countries;098 Edible products and preparations,...;2016 September;175.0;470.0
6179;Total countries;098 Edible products and preparations,...;2016 October;178.0;507.0
6180;Total countries;098 Edible products and preparations,...;2016 November;182.0;505.0
6181;Total countries;098 Edible products and preparations,...;2016 December;180.0;493.0
6182;Total countries;098 Edible products and preparations,...;2016;2137.0;5992.0
6183;Total countries;098 Edible products and preparations,...;2017 January;174.0;426.0
6184;Total countries;098 Edible products and preparations,...;2017 February;173.0;402.0
6185;Total countries;098 Edible products and preparations,...;2017 March;215.0;493.0
6186;Total countries;098 Edible products and preparations,...;2017 April;172.0;423.0
6187;Total countries;098 Edible products and preparations,...;2017 May;212.0;499.0
6188;Total countries;098 Edible products and preparations,...;2017 June;208.0;504.0
6189;Total countries;098 Edible products and preparations,...;2017 July;197.0;458.0
6190;Total countries;098 Edible products and preparations,...;2017 August;207.0;488.0
6191;Total countries;098 Edible products and preparations,...;2017 September;194.0;487.0
6192;Total countries;098 Edible products and preparations,...;2017 October;224.0;515.0
6193;Total countries;098 Edible products and preparations,...;2017 November;225.0;503.0
6194;Total countries;098 Edible products and preparations,...;2017 December;192.0;450.0
6195;Total countries;098 Edible products and preparations,...;2017;2393.0;5648.0
6196;Total countries;098 Edible products and preparations,...;2018 January;235.0;578.0
6197;Total countries;098 Edible products and preparations,...;2018 February;211.0;518.0
6198;Total countries;098 Edible products and preparations,...;2018 March;244.0;569.0
6199;Total countries;098 Edible products and preparations,...;2018 April;215.0;512.0
6200;Total countries;098 Edible products and preparations,...;2018 May;235.0;556.0
6201;Total countries;098 Edible products and preparations,...;2018 June;225.0;501.0
6202;Total countries;098 Edible products and preparations,...;2018 July;236.0;548.0
6203;Total countries;098 Edible products and preparations,...;2018 August;238.0;540.0
6204;Total countries;098 Edible products and preparations,...;2018 September;200.0;521.0
6205;Total countries;098 Edible products and preparations,...;2018 October;242.0;622.0
6206;Total countries;098 Edible products and preparations,...;2018 November;242.0;570.0
6207;Total countries;098 Edible products and preparations,...;2018 December;220.0;506.0
6208;Total countries;098 Edible products and preparations,...;2018;2743.0;6541.0
6209;Total countries;098 Edible products and preparations,...;2019 January;244.0;544.0
6210;Total countries;098 Edible products and preparations,...;2019 February;226.0;548.0
6211;Total countries;098 Edible products and preparations,...;2019 March;269.0;593.0
6212;Total countries;098 Edible products and preparations,...;2019 April;259.0;580.0
6213;Total countries;098 Edible products and preparations,...;2019 May;274.0;597.0
6214;Total countries;098 Edible products and preparations,...;2019 June;241.0;535.0
6215;Total countries;098 Edible products and preparations,...;2019 July;259.0;616.0
6216;Total countries;098 Edible products and preparations,...;2019 August;237.0;540.0
6217;Total countries;098 Edible products and preparations,...;2019 September;244.0;539.0
6218;Total countries;098 Edible products and preparations,...;2019 October;257.0;636.0
6219;Total countries;098 Edible products and preparations,...;2019 November;244.0;571.0
6220;Total countries;098 Edible products and preparations,...;2019 December;231.0;521.0
6221;Total countries;098 Edible products and preparations,...;2019;2984.0;6818.0
6222;Total countries;098 Edible products and preparations,...;2020 January;257.0;609.0
6223;Total countries;098 Edible products and preparations,...;2020 February;221.0;576.0
6224;Total countries;098 Edible products and preparations,...;2020 March;287.0;668.0
6225;Total countries;098 Edible products and preparations,...;2020 April;252.0;613.0
6226;Total countries;098 Edible products and preparations,...;2020 May;228.0;612.0
6227;Total countries;098 Edible products and preparations,...;2020 June;244.0;600.0
6228;Total countries;098 Edible products and preparations,...;2020 July;267.0;633.0
6229;Total countries;098 Edible products and preparations,...;2020 August;230.0;550.0
6230;Total countries;098 Edible products and preparations,...;2020 September;263.0;636.0
6231;Total countries;098 Edible products and preparations,...;2020 October;258.0;624.0
6232;Total countries;098 Edible products and preparations,...;2020 November;256.0;577.0
6233;Total countries;098 Edible products and preparations,...;2020 December;258.0;598.0
6234;Total countries;098 Edible products and preparations,...;2020;3022.0;7295.0
6235;Total countries;098 Edible products and preparations,...;2021 January;;
6236;Total countries;098 Edible products and preparations,...;2021 February;;
6237;Total countries;098 Edible products and preparations,...;2021 March;;
6238;Total countries;098 Edible products and preparations,...;2021 April;;
6239;Total countries;098 Edible products and preparations,...;2021 May;;
6240;Total countries;098 Edible products and preparations,...;2021 June;;
6241;Total countries;098 Edible products and preparations,...;2021 July;;
6242;Total countries;098 Edible products and preparations,...;2021 August;;
6243;Total countries;098 Edible products and preparations,...;2021 September;;
6244;Total countries;098 Edible products and preparations,...;2021 October;;
6245;Total countries;098 Edible products and preparations,...;2021 November;;
6246;Total countries;098 Edible products and preparations,...;2021 December;;
6247;Total countries;098 Edible products and preparations,...;2021;;
6248;Total countries;098 Edible products and preparations,...;2022 January;262.0;644.0
6249;Total countries;098 Edible products and preparations,...;2022 February;258.0;656.0
6250;Total countries;098 Edible products and preparations,...;2022 March;327.0;775.0
6251;Total countries;098 Edible products and preparations,...;2022 April;294.0;707.0
6252;Total countries;098 Edible products and preparations,...;2022 May;313.0;780.0
6253;Total countries;098 Edible products and preparations,...;2022 June;314.0;757.0
6254;Total countries;098 Edible products and preparations,...;2022 July;296.0;761.0
6255;Total countries;098 Edible products and preparations,...;2022 August;317.0;777.0
6256;Total countries;098 Edible products and preparations,...;2022 September;305.0;784.0
6257;Total countries;098 Edible products and preparations,...;2022 October;317.0;783.0
6258;Total countries;098 Edible products and preparations,...;2022 November;342.0;824.0
6259;Total countries;098 Edible products and preparations,...;2022 December;313.0;812.0
6260;Total countries;098 Edible products and preparations,...;2022;3658.0;9061.0
6261;Total countries;098 Edible products and preparations,...;2023 January;309.0;823.0
6262;Total countries;098 Edible products and preparations,...;2023 February;304.0;832.0
6263;Total countries;098 Edible products and preparations,...;2023 March;353.0;841.0
6264;Total countries;098 Edible products and preparations,...;2023 April;316.0;603.0
6265;Total countries;098 Edible products and preparations,...;2023 May;331.0;683.0
6266;Total countries;098 Edible products and preparations,...;2023 June;320.0;712.0
6267;Total countries;098 Edible products and preparations,...;2023 July;322.0;725.0
6268;Total countries;098 Edible products and preparations,...;2023 August;314.0;673.0
6269;Total countries;098 Edible products and preparations,...;2023 September;314.0;703.0
6270;Total countries;098 Edible products and preparations,...;2023 October;338.0;668.0
6271;Total countries;098 Edible products and preparations,...;2023 November;309.0;689.0
6272;Total countries;098 Edible products and preparations,...;2023 December;294.0;610.0
6273;Total countries;098 Edible products and preparations,...;2023;3824.0;8562.0
6274;Total countries;098 Edible products and preparations,...;2024 January;296.0;718.0
6275;Total countries;098 Edible products and preparations,...;2024 February;303.0;711.0
6276;Total countries;098 Edible products and preparations,...;2024 March;334.0;761.0
6277;Total countries;098 Edible products and preparations,...;2024 April;351.0;764.0
6278;Total countries;098 Edible products and preparations,...;2024 May;336.0;740.0
6279;Total countries;098 Edible products and preparations,...;2024 June;315.0;775.0
6280;Total countries;098 Edible products and preparations,...;2024 July;349.0;823.0
6281;Total countries;098 Edible products and preparations,...;2024 August;331.0;766.0
6282;Total countries;098 Edible products and preparations,...;2024 September;346.0;742.0
6283;Total countries;098 Edible products and preparations,...;2024 October;371.0;803.0
6284;Total countries;098 Edible products and preparations,...;2024 November;336.0;762.0
6285;Total countries;098 Edible products and preparations,...;2024 December;337.0;694.0
6286;Total countries;098 Edible products and preparations,...;2024;4005.0;9060.0
6287;Total countries;098 Edible products and preparations,...;2025 January;341.0;834.0
6288;Total countries;1 Beverages and tobacco;2015 January;230.0;329.0
6289;Total countries;1 Beverages and tobacco;2015 February;229.0;349.0
6290;Total countries;1 Beverages and tobacco;2015 March;290.0;415.0
6291;Total countries;1 Beverages and tobacco;2015 April;301.0;417.0
6292;Total countries;1 Beverages and tobacco;2015 May;292.0;423.0
6293;Total countries;1 Beverages and tobacco;2015 June;327.0;462.0
6294;Total countries;1 Beverages and tobacco;2015 July;349.0;428.0
6295;Total countries;1 Beverages and tobacco;2015 August;294.0;395.0
6296;Total countries;1 Beverages and tobacco;2015 September;293.0;406.0
6297;Total countries;1 Beverages and tobacco;2015 October;310.0;419.0
6298;Total countries;1 Beverages and tobacco;2015 November;324.0;383.0
6299;Total countries;1 Beverages and tobacco;2015 December;313.0;367.0
6300;Total countries;1 Beverages and tobacco;2015;3553.0;4793.0
6301;Total countries;1 Beverages and tobacco;2016 January;245.0;361.0
6302;Total countries;1 Beverages and tobacco;2016 February;271.0;364.0
6303;Total countries;1 Beverages and tobacco;2016 March;312.0;405.0
6304;Total countries;1 Beverages and tobacco;2016 April;298.0;407.0
6305;Total countries;1 Beverages and tobacco;2016 May;285.0;447.0
6306;Total countries;1 Beverages and tobacco;2016 June;275.0;447.0
6307;Total countries;1 Beverages and tobacco;2016 July;279.0;409.0
6308;Total countries;1 Beverages and tobacco;2016 August;277.0;397.0
6309;Total countries;1 Beverages and tobacco;2016 September;297.0;429.0
6310;Total countries;1 Beverages and tobacco;2016 October;280.0;422.0
6311;Total countries;1 Beverages and tobacco;2016 November;310.0;430.0
6312;Total countries;1 Beverages and tobacco;2016 December;318.0;417.0
6313;Total countries;1 Beverages and tobacco;2016;3448.0;4934.0
6314;Total countries;1 Beverages and tobacco;2017 January;265.0;384.0
6315;Total countries;1 Beverages and tobacco;2017 February;263.0;375.0
6316;Total countries;1 Beverages and tobacco;2017 March;315.0;473.0
6317;Total countries;1 Beverages and tobacco;2017 April;288.0;421.0
6318;Total countries;1 Beverages and tobacco;2017 May;320.0;458.0
6319;Total countries;1 Beverages and tobacco;2017 June;315.0;473.0
6320;Total countries;1 Beverages and tobacco;2017 July;307.0;438.0
6321;Total countries;1 Beverages and tobacco;2017 August;297.0;448.0
6322;Total countries;1 Beverages and tobacco;2017 September;298.0;425.0
6323;Total countries;1 Beverages and tobacco;2017 October;309.0;435.0
6324;Total countries;1 Beverages and tobacco;2017 November;333.0;428.0
6325;Total countries;1 Beverages and tobacco;2017 December;307.0;366.0
6326;Total countries;1 Beverages and tobacco;2017;3617.0;5124.0
6327;Total countries;1 Beverages and tobacco;2018 January;267.0;398.0
6328;Total countries;1 Beverages and tobacco;2018 February;252.0;364.0
6329;Total countries;1 Beverages and tobacco;2018 March;303.0;412.0
6330;Total countries;1 Beverages and tobacco;2018 April;326.0;413.0
6331;Total countries;1 Beverages and tobacco;2018 May;354.0;486.0
6332;Total countries;1 Beverages and tobacco;2018 June;347.0;496.0
6333;Total countries;1 Beverages and tobacco;2018 July;339.0;484.0
6334;Total countries;1 Beverages and tobacco;2018 August;327.0;503.0
6335;Total countries;1 Beverages and tobacco;2018 September;295.0;421.0
6336;Total countries;1 Beverages and tobacco;2018 October;341.0;479.0
6337;Total countries;1 Beverages and tobacco;2018 November;352.0;457.0
6338;Total countries;1 Beverages and tobacco;2018 December;336.0;363.0
6339;Total countries;1 Beverages and tobacco;2018;3839.0;5275.0
6340;Total countries;1 Beverages and tobacco;2019 January;300.0;382.0
6341;Total countries;1 Beverages and tobacco;2019 February;294.0;417.0
6342;Total countries;1 Beverages and tobacco;2019 March;335.0;465.0
6343;Total countries;1 Beverages and tobacco;2019 April;369.0;469.0
6344;Total countries;1 Beverages and tobacco;2019 May;372.0;507.0
6345;Total countries;1 Beverages and tobacco;2019 June;330.0;465.0
6346;Total countries;1 Beverages and tobacco;2019 July;359.0;495.0
6347;Total countries;1 Beverages and tobacco;2019 August;303.0;475.0
6348;Total countries;1 Beverages and tobacco;2019 September;325.0;470.0
6349;Total countries;1 Beverages and tobacco;2019 October;362.0;514.0
6350;Total countries;1 Beverages and tobacco;2019 November;370.0;442.0
6351;Total countries;1 Beverages and tobacco;2019 December;354.0;393.0
6352;Total countries;1 Beverages and tobacco;2019;4073.0;5496.0
6353;Total countries;1 Beverages and tobacco;2020 January;314.0;451.0
6354;Total countries;1 Beverages and tobacco;2020 February;305.0;429.0
6355;Total countries;1 Beverages and tobacco;2020 March;338.0;488.0
6356;Total countries;1 Beverages and tobacco;2020 April;319.0;417.0
6357;Total countries;1 Beverages and tobacco;2020 May;325.0;376.0
6358;Total countries;1 Beverages and tobacco;2020 June;367.0;446.0
6359;Total countries;1 Beverages and tobacco;2020 July;385.0;508.0
6360;Total countries;1 Beverages and tobacco;2020 August;339.0;465.0
6361;Total countries;1 Beverages and tobacco;2020 September;370.0;516.0
6362;Total countries;1 Beverages and tobacco;2020 October;342.0;502.0
6363;Total countries;1 Beverages and tobacco;2020 November;353.0;475.0
6364;Total countries;1 Beverages and tobacco;2020 December;360.0;416.0
6365;Total countries;1 Beverages and tobacco;2020;4119.0;5489.0
6366;Total countries;1 Beverages and tobacco;2021 January;251.0;403.0
6367;Total countries;1 Beverages and tobacco;2021 February;287.0;415.0
6368;Total countries;1 Beverages and tobacco;2021 March;364.0;497.0
6369;Total countries;1 Beverages and tobacco;2021 April;349.0;484.0
6370;Total countries;1 Beverages and tobacco;2021 May;373.0;468.0
6371;Total countries;1 Beverages and tobacco;2021 June;396.0;538.0
6372;Total countries;1 Beverages and tobacco;2021 July;395.0;526.0
6373;Total countries;1 Beverages and tobacco;2021 August;347.0;488.0
6374;Total countries;1 Beverages and tobacco;2021 September;351.0;520.0
6375;Total countries;1 Beverages and tobacco;2021 October;365.0;463.0
6376;Total countries;1 Beverages and tobacco;2021 November;405.0;508.0
6377;Total countries;1 Beverages and tobacco;2021 December;382.0;492.0
6378;Total countries;1 Beverages and tobacco;2021;4264.0;5802.0
6379;Total countries;1 Beverages and tobacco;2022 January;305.0;459.0
6380;Total countries;1 Beverages and tobacco;2022 February;306.0;476.0
6381;Total countries;1 Beverages and tobacco;2022 March;382.0;571.0
6382;Total countries;1 Beverages and tobacco;2022 April;364.0;518.0
6383;Total countries;1 Beverages and tobacco;2022 May;438.0;561.0
6384;Total countries;1 Beverages and tobacco;2022 June;421.0;593.0
6385;Total countries;1 Beverages and tobacco;2022 July;421.0;559.0
6386;Total countries;1 Beverages and tobacco;2022 August;414.0;566.0
6387;Total countries;1 Beverages and tobacco;2022 September;386.0;549.0
6388;Total countries;1 Beverages and tobacco;2022 October;405.0;563.0
6389;Total countries;1 Beverages and tobacco;2022 November;447.0;588.0
6390;Total countries;1 Beverages and tobacco;2022 December;406.0;504.0
6391;Total countries;1 Beverages and tobacco;2022;4694.0;6507.0
6392;Total countries;1 Beverages and tobacco;2023 January;371.0;482.0
6393;Total countries;1 Beverages and tobacco;2023 February;378.0;515.0
6394;Total countries;1 Beverages and tobacco;2023 March;461.0;586.0
6395;Total countries;1 Beverages and tobacco;2023 April;402.0;529.0
6396;Total countries;1 Beverages and tobacco;2023 May;429.0;614.0
6397;Total countries;1 Beverages and tobacco;2023 June;437.0;664.0
6398;Total countries;1 Beverages and tobacco;2023 July;412.0;619.0
6399;Total countries;1 Beverages and tobacco;2023 August;389.0;584.0
6400;Total countries;1 Beverages and tobacco;2023 September;370.0;522.0
6401;Total countries;1 Beverages and tobacco;2023 October;420.0;541.0
6402;Total countries;1 Beverages and tobacco;2023 November;439.0;576.0
6403;Total countries;1 Beverages and tobacco;2023 December;390.0;476.0
6404;Total countries;1 Beverages and tobacco;2023;4899.0;6707.0
6405;Total countries;1 Beverages and tobacco;2024 January;342.0;526.0
6406;Total countries;1 Beverages and tobacco;2024 February;365.0;540.0
6407;Total countries;1 Beverages and tobacco;2024 March;391.0;562.0
6408;Total countries;1 Beverages and tobacco;2024 April;446.0;590.0
6409;Total countries;1 Beverages and tobacco;2024 May;460.0;618.0
6410;Total countries;1 Beverages and tobacco;2024 June;420.0;604.0
6411;Total countries;1 Beverages and tobacco;2024 July;452.0;665.0
6412;Total countries;1 Beverages and tobacco;2024 August;388.0;616.0
6413;Total countries;1 Beverages and tobacco;2024 September;393.0;594.0
6414;Total countries;1 Beverages and tobacco;2024 October;427.0;592.0
6415;Total countries;1 Beverages and tobacco;2024 November;425.0;606.0
6416;Total countries;1 Beverages and tobacco;2024 December;404.0;510.0
6417;Total countries;1 Beverages and tobacco;2024;4914.0;7023.0
6418;Total countries;1 Beverages and tobacco;2025 January;352.0;565.0
6419;Total countries;11 Beverages;2015 January;182.0;267.0
6420;Total countries;11 Beverages;2015 February;178.0;282.0
6421;Total countries;11 Beverages;2015 March;233.0;338.0
6422;Total countries;11 Beverages;2015 April;242.0;346.0
6423;Total countries;11 Beverages;2015 May;235.0;355.0
6424;Total countries;11 Beverages;2015 June;252.0;375.0
6425;Total countries;11 Beverages;2015 July;267.0;356.0
6426;Total countries;11 Beverages;2015 August;221.0;324.0
6427;Total countries;11 Beverages;2015 September;222.0;329.0
6428;Total countries;11 Beverages;2015 October;239.0;342.0
6429;Total countries;11 Beverages;2015 November;251.0;307.0
6430;Total countries;11 Beverages;2015 December;260.0;297.0
6431;Total countries;11 Beverages;2015;2781.0;3918.0
6432;Total countries;11 Beverages;2016 January;176.0;289.0
6433;Total countries;11 Beverages;2016 February;196.0;283.0
6434;Total countries;11 Beverages;2016 March;236.0;323.0
6435;Total countries;11 Beverages;2016 April;223.0;328.0
6436;Total countries;11 Beverages;2016 May;226.0;351.0
6437;Total countries;11 Beverages;2016 June;235.0;358.0
6438;Total countries;11 Beverages;2016 July;231.0;329.0
6439;Total countries;11 Beverages;2016 August;224.0;326.0
6440;Total countries;11 Beverages;2016 September;230.0;350.0
6441;Total countries;11 Beverages;2016 October;219.0;340.0
6442;Total countries;11 Beverages;2016 November;246.0;342.0
6443;Total countries;11 Beverages;2016 December;260.0;332.0
6444;Total countries;11 Beverages;2016;2702.0;3949.0
