ID;Sex;Age;MaritalStatus;CaribbeanNetherlands;Periods;PopulationOnJanuary1st_1
8112;Total male and female;27 years;Divorced;Saba;2017;0.0
8113;Total male and female;27 years;Divorced;Saba;2018;1.0
8114;Total male and female;27 years;Divorced;Saba;2019;0.0
8115;Total male and female;27 years;Divorced;Saba;2020;0.0
8116;Total male and female;27 years;Divorced;Saba;2021;0.0
8117;Total male and female;27 years;Divorced;Saba;2022;0.0
8118;Total male and female;27 years;Divorced;Saba;2023;1.0
8119;Total male and female;27 years;Divorced;Saba;2024;1.0
8120;Total male and female;28 years;Total marital status;Caribbean Netherlands;2011;293.0
8121;Total male and female;28 years;Total marital status;Caribbean Netherlands;2012;355.0
8122;Total male and female;28 years;Total marital status;Caribbean Netherlands;2013;354.0
8123;Total male and female;28 years;Total marital status;Caribbean Netherlands;2014;358.0
8124;Total male and female;28 years;Total marital status;Caribbean Netherlands;2015;367.0
8125;Total male and female;28 years;Total marital status;Caribbean Netherlands;2016;388.0
8126;Total male and female;28 years;Total marital status;Caribbean Netherlands;2017;371.0
8127;Total male and female;28 years;Total marital status;Caribbean Netherlands;2018;371.0
8128;Total male and female;28 years;Total marital status;Caribbean Netherlands;2019;366.0
8129;Total male and female;28 years;Total marital status;Caribbean Netherlands;2020;381.0
8130;Total male and female;28 years;Total marital status;Caribbean Netherlands;2021;389.0
8131;Total male and female;28 years;Total marital status;Caribbean Netherlands;2022;413.0
8132;Total male and female;28 years;Total marital status;Caribbean Netherlands;2023;404.0
8133;Total male and female;28 years;Total marital status;Caribbean Netherlands;2024;440.0
8134;Total male and female;28 years;Total marital status;Bonaire;2011;202.0
8135;Total male and female;28 years;Total marital status;Bonaire;2012;242.0
8136;Total male and female;28 years;Total marital status;Bonaire;2013;264.0
8137;Total male and female;28 years;Total marital status;Bonaire;2014;267.0
8138;Total male and female;28 years;Total marital status;Bonaire;2015;284.0
8139;Total male and female;28 years;Total marital status;Bonaire;2016;308.0
8140;Total male and female;28 years;Total marital status;Bonaire;2017;277.0
8141;Total male and female;28 years;Total marital status;Bonaire;2018;272.0
8142;Total male and female;28 years;Total marital status;Bonaire;2019;291.0
8143;Total male and female;28 years;Total marital status;Bonaire;2020;283.0
8144;Total male and female;28 years;Total marital status;Bonaire;2021;299.0
8145;Total male and female;28 years;Total marital status;Bonaire;2022;337.0
8146;Total male and female;28 years;Total marital status;Bonaire;2023;336.0
8147;Total male and female;28 years;Total marital status;Bonaire;2024;371.0
8148;Total male and female;28 years;Total marital status;St. Eustatius;2011;53.0
8149;Total male and female;28 years;Total marital status;St. Eustatius;2012;68.0
8150;Total male and female;28 years;Total marital status;St. Eustatius;2013;52.0
8151;Total male and female;28 years;Total marital status;St. Eustatius;2014;57.0
8152;Total male and female;28 years;Total marital status;St. Eustatius;2015;62.0
8153;Total male and female;28 years;Total marital status;St. Eustatius;2016;40.0
8154;Total male and female;28 years;Total marital status;St. Eustatius;2017;51.0
8155;Total male and female;28 years;Total marital status;St. Eustatius;2018;44.0
8156;Total male and female;28 years;Total marital status;St. Eustatius;2019;34.0
8157;Total male and female;28 years;Total marital status;St. Eustatius;2020;43.0
8158;Total male and female;28 years;Total marital status;St. Eustatius;2021;40.0
8159;Total male and female;28 years;Total marital status;St. Eustatius;2022;41.0
8160;Total male and female;28 years;Total marital status;St. Eustatius;2023;23.0
8161;Total male and female;28 years;Total marital status;St. Eustatius;2024;39.0
8162;Total male and female;28 years;Total marital status;Saba;2011;38.0
8163;Total male and female;28 years;Total marital status;Saba;2012;45.0
8164;Total male and female;28 years;Total marital status;Saba;2013;38.0
8165;Total male and female;28 years;Total marital status;Saba;2014;34.0
8166;Total male and female;28 years;Total marital status;Saba;2015;21.0
8167;Total male and female;28 years;Total marital status;Saba;2016;40.0
8168;Total male and female;28 years;Total marital status;Saba;2017;43.0
8169;Total male and female;28 years;Total marital status;Saba;2018;55.0
8170;Total male and female;28 years;Total marital status;Saba;2019;41.0
8171;Total male and female;28 years;Total marital status;Saba;2020;55.0
8172;Total male and female;28 years;Total marital status;Saba;2021;50.0
8173;Total male and female;28 years;Total marital status;Saba;2022;35.0
8174;Total male and female;28 years;Total marital status;Saba;2023;45.0
8175;Total male and female;28 years;Total marital status;Saba;2024;30.0
8176;Total male and female;28 years;Never married;Caribbean Netherlands;2011;229.0
8177;Total male and female;28 years;Never married;Caribbean Netherlands;2012;295.0
8178;Total male and female;28 years;Never married;Caribbean Netherlands;2013;290.0
8179;Total male and female;28 years;Never married;Caribbean Netherlands;2014;276.0
8180;Total male and female;28 years;Never married;Caribbean Netherlands;2015;306.0
8181;Total male and female;28 years;Never married;Caribbean Netherlands;2016;313.0
8182;Total male and female;28 years;Never married;Caribbean Netherlands;2017;305.0
8183;Total male and female;28 years;Never married;Caribbean Netherlands;2018;304.0
8184;Total male and female;28 years;Never married;Caribbean Netherlands;2019;300.0
8185;Total male and female;28 years;Never married;Caribbean Netherlands;2020;320.0
8186;Total male and female;28 years;Never married;Caribbean Netherlands;2021;332.0
8187;Total male and female;28 years;Never married;Caribbean Netherlands;2022;352.0
8188;Total male and female;28 years;Never married;Caribbean Netherlands;2023;349.0
8189;Total male and female;28 years;Never married;Caribbean Netherlands;2024;382.0
8190;Total male and female;28 years;Never married;Bonaire;2011;152.0
8191;Total male and female;28 years;Never married;Bonaire;2012;191.0
8192;Total male and female;28 years;Never married;Bonaire;2013;211.0
8193;Total male and female;28 years;Never married;Bonaire;2014;205.0
8194;Total male and female;28 years;Never married;Bonaire;2015;231.0
8195;Total male and female;28 years;Never married;Bonaire;2016;244.0
8196;Total male and female;28 years;Never married;Bonaire;2017;224.0
8197;Total male and female;28 years;Never married;Bonaire;2018;216.0
8198;Total male and female;28 years;Never married;Bonaire;2019;239.0
8199;Total male and female;28 years;Never married;Bonaire;2020;232.0
8200;Total male and female;28 years;Never married;Bonaire;2021;244.0
8201;Total male and female;28 years;Never married;Bonaire;2022;283.0
8202;Total male and female;28 years;Never married;Bonaire;2023;289.0
8203;Total male and female;28 years;Never married;Bonaire;2024;317.0
8204;Total male and female;28 years;Never married;St. Eustatius;2011;46.0
8205;Total male and female;28 years;Never married;St. Eustatius;2012;61.0
8206;Total male and female;28 years;Never married;St. Eustatius;2013;46.0
8207;Total male and female;28 years;Never married;St. Eustatius;2014;45.0
8208;Total male and female;28 years;Never married;St. Eustatius;2015;54.0
8209;Total male and female;28 years;Never married;St. Eustatius;2016;33.0
8210;Total male and female;28 years;Never married;St. Eustatius;2017;45.0
8211;Total male and female;28 years;Never married;St. Eustatius;2018;37.0
8212;Total male and female;28 years;Never married;St. Eustatius;2019;29.0
8213;Total male and female;28 years;Never married;St. Eustatius;2020;38.0
8214;Total male and female;28 years;Never married;St. Eustatius;2021;38.0
8215;Total male and female;28 years;Never married;St. Eustatius;2022;37.0
8216;Total male and female;28 years;Never married;St. Eustatius;2023;19.0
8217;Total male and female;28 years;Never married;St. Eustatius;2024;37.0
8218;Total male and female;28 years;Never married;Saba;2011;31.0
8219;Total male and female;28 years;Never married;Saba;2012;43.0
8220;Total male and female;28 years;Never married;Saba;2013;33.0
8221;Total male and female;28 years;Never married;Saba;2014;26.0
8222;Total male and female;28 years;Never married;Saba;2015;21.0
8223;Total male and female;28 years;Never married;Saba;2016;36.0
8224;Total male and female;28 years;Never married;Saba;2017;36.0
8225;Total male and female;28 years;Never married;Saba;2018;51.0
8226;Total male and female;28 years;Never married;Saba;2019;32.0
8227;Total male and female;28 years;Never married;Saba;2020;50.0
8228;Total male and female;28 years;Never married;Saba;2021;50.0
8229;Total male and female;28 years;Never married;Saba;2022;32.0
8230;Total male and female;28 years;Never married;Saba;2023;41.0
8231;Total male and female;28 years;Never married;Saba;2024;28.0
8232;Total male and female;28 years;Married;Caribbean Netherlands;2011;57.0
8233;Total male and female;28 years;Married;Caribbean Netherlands;2012;52.0
8234;Total male and female;28 years;Married;Caribbean Netherlands;2013;58.0
8235;Total male and female;28 years;Married;Caribbean Netherlands;2014;77.0
8236;Total male and female;28 years;Married;Caribbean Netherlands;2015;54.0
8237;Total male and female;28 years;Married;Caribbean Netherlands;2016;70.0
8238;Total male and female;28 years;Married;Caribbean Netherlands;2017;61.0
8239;Total male and female;28 years;Married;Caribbean Netherlands;2018;62.0
8240;Total male and female;28 years;Married;Caribbean Netherlands;2019;62.0
8241;Total male and female;28 years;Married;Caribbean Netherlands;2020;53.0
8242;Total male and female;28 years;Married;Caribbean Netherlands;2021;52.0
8243;Total male and female;28 years;Married;Caribbean Netherlands;2022;55.0
8244;Total male and female;28 years;Married;Caribbean Netherlands;2023;52.0
8245;Total male and female;28 years;Married;Caribbean Netherlands;2024;51.0
8246;Total male and female;28 years;Married;Bonaire;2011;45.0
8247;Total male and female;28 years;Married;Bonaire;2012;44.0
8248;Total male and female;28 years;Married;Bonaire;2013;48.0
8249;Total male and female;28 years;Married;Bonaire;2014;58.0
8250;Total male and female;28 years;Married;Bonaire;2015;46.0
8251;Total male and female;28 years;Married;Bonaire;2016;61.0
8252;Total male and female;28 years;Married;Bonaire;2017;49.0
8253;Total male and female;28 years;Married;Bonaire;2018;52.0
8254;Total male and female;28 years;Married;Bonaire;2019;48.0
8255;Total male and female;28 years;Married;Bonaire;2020;44.0
8256;Total male and female;28 years;Married;Bonaire;2021;50.0
8257;Total male and female;28 years;Married;Bonaire;2022;49.0
8258;Total male and female;28 years;Married;Bonaire;2023;44.0
8259;Total male and female;28 years;Married;Bonaire;2024;49.0
8260;Total male and female;28 years;Married;St. Eustatius;2011;6.0
8261;Total male and female;28 years;Married;St. Eustatius;2012;6.0
8262;Total male and female;28 years;Married;St. Eustatius;2013;5.0
8263;Total male and female;28 years;Married;St. Eustatius;2014;12.0
8264;Total male and female;28 years;Married;St. Eustatius;2015;8.0
8265;Total male and female;28 years;Married;St. Eustatius;2016;5.0
8266;Total male and female;28 years;Married;St. Eustatius;2017;5.0
8267;Total male and female;28 years;Married;St. Eustatius;2018;6.0
8268;Total male and female;28 years;Married;St. Eustatius;2019;5.0
8269;Total male and female;28 years;Married;St. Eustatius;2020;4.0
8270;Total male and female;28 years;Married;St. Eustatius;2021;2.0
8271;Total male and female;28 years;Married;St. Eustatius;2022;3.0
8272;Total male and female;28 years;Married;St. Eustatius;2023;4.0
8273;Total male and female;28 years;Married;St. Eustatius;2024;1.0
8274;Total male and female;28 years;Married;Saba;2011;6.0
8275;Total male and female;28 years;Married;Saba;2012;2.0
8276;Total male and female;28 years;Married;Saba;2013;5.0
8277;Total male and female;28 years;Married;Saba;2014;7.0
8278;Total male and female;28 years;Married;Saba;2015;0.0
8279;Total male and female;28 years;Married;Saba;2016;4.0
8280;Total male and female;28 years;Married;Saba;2017;7.0
8281;Total male and female;28 years;Married;Saba;2018;4.0
8282;Total male and female;28 years;Married;Saba;2019;9.0
8283;Total male and female;28 years;Married;Saba;2020;5.0
8284;Total male and female;28 years;Married;Saba;2021;0.0
8285;Total male and female;28 years;Married;Saba;2022;3.0
8286;Total male and female;28 years;Married;Saba;2023;4.0
8287;Total male and female;28 years;Married;Saba;2024;1.0
8288;Total male and female;28 years;Widowed;Caribbean Netherlands;2011;0.0
8289;Total male and female;28 years;Widowed;Caribbean Netherlands;2012;0.0
8290;Total male and female;28 years;Widowed;Caribbean Netherlands;2013;0.0
8291;Total male and female;28 years;Widowed;Caribbean Netherlands;2014;0.0
8292;Total male and female;28 years;Widowed;Caribbean Netherlands;2015;0.0
8293;Total male and female;28 years;Widowed;Caribbean Netherlands;2016;0.0
8294;Total male and female;28 years;Widowed;Caribbean Netherlands;2017;0.0
8295;Total male and female;28 years;Widowed;Caribbean Netherlands;2018;0.0
8296;Total male and female;28 years;Widowed;Caribbean Netherlands;2019;0.0
8297;Total male and female;28 years;Widowed;Caribbean Netherlands;2020;0.0
8298;Total male and female;28 years;Widowed;Caribbean Netherlands;2021;0.0
8299;Total male and female;28 years;Widowed;Caribbean Netherlands;2022;0.0
8300;Total male and female;28 years;Widowed;Caribbean Netherlands;2023;0.0
8301;Total male and female;28 years;Widowed;Caribbean Netherlands;2024;0.0
8302;Total male and female;28 years;Widowed;Bonaire;2011;0.0
8303;Total male and female;28 years;Widowed;Bonaire;2012;0.0
8304;Total male and female;28 years;Widowed;Bonaire;2013;0.0
8305;Total male and female;28 years;Widowed;Bonaire;2014;0.0
8306;Total male and female;28 years;Widowed;Bonaire;2015;0.0
8307;Total male and female;28 years;Widowed;Bonaire;2016;0.0
8308;Total male and female;28 years;Widowed;Bonaire;2017;0.0
8309;Total male and female;28 years;Widowed;Bonaire;2018;0.0
8310;Total male and female;28 years;Widowed;Bonaire;2019;0.0
8311;Total male and female;28 years;Widowed;Bonaire;2020;0.0
8312;Total male and female;28 years;Widowed;Bonaire;2021;0.0
8313;Total male and female;28 years;Widowed;Bonaire;2022;0.0
8314;Total male and female;28 years;Widowed;Bonaire;2023;0.0
8315;Total male and female;28 years;Widowed;Bonaire;2024;0.0
8316;Total male and female;28 years;Widowed;St. Eustatius;2011;0.0
8317;Total male and female;28 years;Widowed;St. Eustatius;2012;0.0
8318;Total male and female;28 years;Widowed;St. Eustatius;2013;0.0
8319;Total male and female;28 years;Widowed;St. Eustatius;2014;0.0
8320;Total male and female;28 years;Widowed;St. Eustatius;2015;0.0
8321;Total male and female;28 years;Widowed;St. Eustatius;2016;0.0
8322;Total male and female;28 years;Widowed;St. Eustatius;2017;0.0
8323;Total male and female;28 years;Widowed;St. Eustatius;2018;0.0
8324;Total male and female;28 years;Widowed;St. Eustatius;2019;0.0
8325;Total male and female;28 years;Widowed;St. Eustatius;2020;0.0
8326;Total male and female;28 years;Widowed;St. Eustatius;2021;0.0
8327;Total male and female;28 years;Widowed;St. Eustatius;2022;0.0
8328;Total male and female;28 years;Widowed;St. Eustatius;2023;0.0
8329;Total male and female;28 years;Widowed;St. Eustatius;2024;0.0
8330;Total male and female;28 years;Widowed;Saba;2011;0.0
8331;Total male and female;28 years;Widowed;Saba;2012;0.0
8332;Total male and female;28 years;Widowed;Saba;2013;0.0
8333;Total male and female;28 years;Widowed;Saba;2014;0.0
8334;Total male and female;28 years;Widowed;Saba;2015;0.0
8335;Total male and female;28 years;Widowed;Saba;2016;0.0
8336;Total male and female;28 years;Widowed;Saba;2017;0.0
8337;Total male and female;28 years;Widowed;Saba;2018;0.0
8338;Total male and female;28 years;Widowed;Saba;2019;0.0
8339;Total male and female;28 years;Widowed;Saba;2020;0.0
8340;Total male and female;28 years;Widowed;Saba;2021;0.0
8341;Total male and female;28 years;Widowed;Saba;2022;0.0
8342;Total male and female;28 years;Widowed;Saba;2023;0.0
8343;Total male and female;28 years;Widowed;Saba;2024;0.0
8344;Total male and female;28 years;Divorced;Caribbean Netherlands;2011;7.0
8345;Total male and female;28 years;Divorced;Caribbean Netherlands;2012;8.0
8346;Total male and female;28 years;Divorced;Caribbean Netherlands;2013;6.0
8347;Total male and female;28 years;Divorced;Caribbean Netherlands;2014;5.0
8348;Total male and female;28 years;Divorced;Caribbean Netherlands;2015;7.0
8349;Total male and female;28 years;Divorced;Caribbean Netherlands;2016;5.0
8350;Total male and female;28 years;Divorced;Caribbean Netherlands;2017;5.0
8351;Total male and female;28 years;Divorced;Caribbean Netherlands;2018;5.0
8352;Total male and female;28 years;Divorced;Caribbean Netherlands;2019;4.0
8353;Total male and female;28 years;Divorced;Caribbean Netherlands;2020;8.0
8354;Total male and female;28 years;Divorced;Caribbean Netherlands;2021;5.0
8355;Total male and female;28 years;Divorced;Caribbean Netherlands;2022;6.0
8356;Total male and female;28 years;Divorced;Caribbean Netherlands;2023;3.0
8357;Total male and female;28 years;Divorced;Caribbean Netherlands;2024;7.0
8358;Total male and female;28 years;Divorced;Bonaire;2011;5.0
8359;Total male and female;28 years;Divorced;Bonaire;2012;7.0
8360;Total male and female;28 years;Divorced;Bonaire;2013;5.0
8361;Total male and female;28 years;Divorced;Bonaire;2014;4.0
8362;Total male and female;28 years;Divorced;Bonaire;2015;7.0
8363;Total male and female;28 years;Divorced;Bonaire;2016;3.0
8364;Total male and female;28 years;Divorced;Bonaire;2017;4.0
8365;Total male and female;28 years;Divorced;Bonaire;2018;4.0
8366;Total male and female;28 years;Divorced;Bonaire;2019;4.0
8367;Total male and female;28 years;Divorced;Bonaire;2020;7.0
8368;Total male and female;28 years;Divorced;Bonaire;2021;5.0
8369;Total male and female;28 years;Divorced;Bonaire;2022;5.0
8370;Total male and female;28 years;Divorced;Bonaire;2023;3.0
8371;Total male and female;28 years;Divorced;Bonaire;2024;5.0
8372;Total male and female;28 years;Divorced;St. Eustatius;2011;1.0
8373;Total male and female;28 years;Divorced;St. Eustatius;2012;1.0
8374;Total male and female;28 years;Divorced;St. Eustatius;2013;1.0
8375;Total male and female;28 years;Divorced;St. Eustatius;2014;0.0
8376;Total male and female;28 years;Divorced;St. Eustatius;2015;0.0
8377;Total male and female;28 years;Divorced;St. Eustatius;2016;2.0
8378;Total male and female;28 years;Divorced;St. Eustatius;2017;1.0
8379;Total male and female;28 years;Divorced;St. Eustatius;2018;1.0
8380;Total male and female;28 years;Divorced;St. Eustatius;2019;0.0
8381;Total male and female;28 years;Divorced;St. Eustatius;2020;1.0
8382;Total male and female;28 years;Divorced;St. Eustatius;2021;0.0
8383;Total male and female;28 years;Divorced;St. Eustatius;2022;1.0
8384;Total male and female;28 years;Divorced;St. Eustatius;2023;0.0
8385;Total male and female;28 years;Divorced;St. Eustatius;2024;1.0
8386;Total male and female;28 years;Divorced;Saba;2011;1.0
8387;Total male and female;28 years;Divorced;Saba;2012;0.0
8388;Total male and female;28 years;Divorced;Saba;2013;0.0
8389;Total male and female;28 years;Divorced;Saba;2014;1.0
8390;Total male and female;28 years;Divorced;Saba;2015;0.0
8391;Total male and female;28 years;Divorced;Saba;2016;0.0
8392;Total male and female;28 years;Divorced;Saba;2017;0.0
8393;Total male and female;28 years;Divorced;Saba;2018;0.0
8394;Total male and female;28 years;Divorced;Saba;2019;0.0
8395;Total male and female;28 years;Divorced;Saba;2020;0.0
8396;Total male and female;28 years;Divorced;Saba;2021;0.0
8397;Total male and female;28 years;Divorced;Saba;2022;0.0
8398;Total male and female;28 years;Divorced;Saba;2023;0.0
8399;Total male and female;28 years;Divorced;Saba;2024;1.0
8400;Total male and female;29 years;Total marital status;Caribbean Netherlands;2011;323.0
8401;Total male and female;29 years;Total marital status;Caribbean Netherlands;2012;307.0
8402;Total male and female;29 years;Total marital status;Caribbean Netherlands;2013;380.0
8403;Total male and female;29 years;Total marital status;Caribbean Netherlands;2014;386.0
8404;Total male and female;29 years;Total marital status;Caribbean Netherlands;2015;368.0
8405;Total male and female;29 years;Total marital status;Caribbean Netherlands;2016;372.0
8406;Total male and female;29 years;Total marital status;Caribbean Netherlands;2017;331.0
8407;Total male and female;29 years;Total marital status;Caribbean Netherlands;2018;404.0
8408;Total male and female;29 years;Total marital status;Caribbean Netherlands;2019;364.0
8409;Total male and female;29 years;Total marital status;Caribbean Netherlands;2020;394.0
8410;Total male and female;29 years;Total marital status;Caribbean Netherlands;2021;405.0
8411;Total male and female;29 years;Total marital status;Caribbean Netherlands;2022;407.0
8412;Total male and female;29 years;Total marital status;Caribbean Netherlands;2023;466.0
8413;Total male and female;29 years;Total marital status;Caribbean Netherlands;2024;434.0
8414;Total male and female;29 years;Total marital status;Bonaire;2011;235.0
8415;Total male and female;29 years;Total marital status;Bonaire;2012;212.0
8416;Total male and female;29 years;Total marital status;Bonaire;2013;266.0
8417;Total male and female;29 years;Total marital status;Bonaire;2014;299.0
8418;Total male and female;29 years;Total marital status;Bonaire;2015;280.0
8419;Total male and female;29 years;Total marital status;Bonaire;2016;284.0
8420;Total male and female;29 years;Total marital status;Bonaire;2017;255.0
8421;Total male and female;29 years;Total marital status;Bonaire;2018;297.0
8422;Total male and female;29 years;Total marital status;Bonaire;2019;284.0
8423;Total male and female;29 years;Total marital status;Bonaire;2020;309.0
8424;Total male and female;29 years;Total marital status;Bonaire;2021;309.0
8425;Total male and female;29 years;Total marital status;Bonaire;2022;317.0
8426;Total male and female;29 years;Total marital status;Bonaire;2023;387.0
8427;Total male and female;29 years;Total marital status;Bonaire;2024;369.0
8428;Total male and female;29 years;Total marital status;St. Eustatius;2011;49.0
8429;Total male and female;29 years;Total marital status;St. Eustatius;2012;60.0
8430;Total male and female;29 years;Total marital status;St. Eustatius;2013;72.0
8431;Total male and female;29 years;Total marital status;St. Eustatius;2014;56.0
8432;Total male and female;29 years;Total marital status;St. Eustatius;2015;57.0
8433;Total male and female;29 years;Total marital status;St. Eustatius;2016;52.0
8434;Total male and female;29 years;Total marital status;St. Eustatius;2017;40.0
8435;Total male and female;29 years;Total marital status;St. Eustatius;2018;56.0
8436;Total male and female;29 years;Total marital status;St. Eustatius;2019;44.0
8437;Total male and female;29 years;Total marital status;St. Eustatius;2020;42.0
8438;Total male and female;29 years;Total marital status;St. Eustatius;2021;44.0
8439;Total male and female;29 years;Total marital status;St. Eustatius;2022;44.0
8440;Total male and female;29 years;Total marital status;St. Eustatius;2023;41.0
8441;Total male and female;29 years;Total marital status;St. Eustatius;2024;25.0
8442;Total male and female;29 years;Total marital status;Saba;2011;39.0
8443;Total male and female;29 years;Total marital status;Saba;2012;35.0
8444;Total male and female;29 years;Total marital status;Saba;2013;42.0
8445;Total male and female;29 years;Total marital status;Saba;2014;31.0
8446;Total male and female;29 years;Total marital status;Saba;2015;31.0
8447;Total male and female;29 years;Total marital status;Saba;2016;36.0
8448;Total male and female;29 years;Total marital status;Saba;2017;36.0
8449;Total male and female;29 years;Total marital status;Saba;2018;51.0
8450;Total male and female;29 years;Total marital status;Saba;2019;36.0
8451;Total male and female;29 years;Total marital status;Saba;2020;43.0
8452;Total male and female;29 years;Total marital status;Saba;2021;52.0
8453;Total male and female;29 years;Total marital status;Saba;2022;46.0
8454;Total male and female;29 years;Total marital status;Saba;2023;38.0
8455;Total male and female;29 years;Total marital status;Saba;2024;40.0
8456;Total male and female;29 years;Never married;Caribbean Netherlands;2011;233.0
8457;Total male and female;29 years;Never married;Caribbean Netherlands;2012;233.0
8458;Total male and female;29 years;Never married;Caribbean Netherlands;2013;303.0
8459;Total male and female;29 years;Never married;Caribbean Netherlands;2014;294.0
8460;Total male and female;29 years;Never married;Caribbean Netherlands;2015;278.0
8461;Total male and female;29 years;Never married;Caribbean Netherlands;2016;294.0
8462;Total male and female;29 years;Never married;Caribbean Netherlands;2017;251.0
8463;Total male and female;29 years;Never married;Caribbean Netherlands;2018;325.0
8464;Total male and female;29 years;Never married;Caribbean Netherlands;2019;284.0
8465;Total male and female;29 years;Never married;Caribbean Netherlands;2020;315.0
8466;Total male and female;29 years;Never married;Caribbean Netherlands;2021;340.0
8467;Total male and female;29 years;Never married;Caribbean Netherlands;2022;335.0
8468;Total male and female;29 years;Never married;Caribbean Netherlands;2023;386.0
8469;Total male and female;29 years;Never married;Caribbean Netherlands;2024;364.0
8470;Total male and female;29 years;Never married;Bonaire;2011;163.0
8471;Total male and female;29 years;Never married;Bonaire;2012;158.0
8472;Total male and female;29 years;Never married;Bonaire;2013;198.0
8473;Total male and female;29 years;Never married;Bonaire;2014;226.0
8474;Total male and female;29 years;Never married;Bonaire;2015;212.0
8475;Total male and female;29 years;Never married;Bonaire;2016;219.0
8476;Total male and female;29 years;Never married;Bonaire;2017;187.0
8477;Total male and female;29 years;Never married;Bonaire;2018;232.0
8478;Total male and female;29 years;Never married;Bonaire;2019;214.0
8479;Total male and female;29 years;Never married;Bonaire;2020;245.0
8480;Total male and female;29 years;Never married;Bonaire;2021;254.0
8481;Total male and female;29 years;Never married;Bonaire;2022;252.0
8482;Total male and female;29 years;Never married;Bonaire;2023;317.0
8483;Total male and female;29 years;Never married;Bonaire;2024;311.0
8484;Total male and female;29 years;Never married;St. Eustatius;2011;37.0
8485;Total male and female;29 years;Never married;St. Eustatius;2012;48.0
8486;Total male and female;29 years;Never married;St. Eustatius;2013;65.0
8487;Total male and female;29 years;Never married;St. Eustatius;2014;46.0
8488;Total male and female;29 years;Never married;St. Eustatius;2015;44.0
8489;Total male and female;29 years;Never married;St. Eustatius;2016;41.0
8490;Total male and female;29 years;Never married;St. Eustatius;2017;33.0
8491;Total male and female;29 years;Never married;St. Eustatius;2018;48.0
8492;Total male and female;29 years;Never married;St. Eustatius;2019;38.0
8493;Total male and female;29 years;Never married;St. Eustatius;2020;35.0
8494;Total male and female;29 years;Never married;St. Eustatius;2021;39.0
8495;Total male and female;29 years;Never married;St. Eustatius;2022;41.0
8496;Total male and female;29 years;Never married;St. Eustatius;2023;35.0
8497;Total male and female;29 years;Never married;St. Eustatius;2024;18.0
8498;Total male and female;29 years;Never married;Saba;2011;33.0
8499;Total male and female;29 years;Never married;Saba;2012;27.0
8500;Total male and female;29 years;Never married;Saba;2013;40.0
8501;Total male and female;29 years;Never married;Saba;2014;22.0
8502;Total male and female;29 years;Never married;Saba;2015;22.0
8503;Total male and female;29 years;Never married;Saba;2016;34.0
8504;Total male and female;29 years;Never married;Saba;2017;31.0
8505;Total male and female;29 years;Never married;Saba;2018;45.0
8506;Total male and female;29 years;Never married;Saba;2019;32.0
8507;Total male and female;29 years;Never married;Saba;2020;35.0
8508;Total male and female;29 years;Never married;Saba;2021;47.0
8509;Total male and female;29 years;Never married;Saba;2022;42.0
8510;Total male and female;29 years;Never married;Saba;2023;34.0
8511;Total male and female;29 years;Never married;Saba;2024;35.0
8512;Total male and female;29 years;Married;Caribbean Netherlands;2011;83.0
8513;Total male and female;29 years;Married;Caribbean Netherlands;2012;66.0
8514;Total male and female;29 years;Married;Caribbean Netherlands;2013;70.0
8515;Total male and female;29 years;Married;Caribbean Netherlands;2014;83.0
8516;Total male and female;29 years;Married;Caribbean Netherlands;2015;84.0
8517;Total male and female;29 years;Married;Caribbean Netherlands;2016;71.0
8518;Total male and female;29 years;Married;Caribbean Netherlands;2017;74.0
8519;Total male and female;29 years;Married;Caribbean Netherlands;2018;71.0
8520;Total male and female;29 years;Married;Caribbean Netherlands;2019;74.0
8521;Total male and female;29 years;Married;Caribbean Netherlands;2020;72.0
8522;Total male and female;29 years;Married;Caribbean Netherlands;2021;57.0
8523;Total male and female;29 years;Married;Caribbean Netherlands;2022;62.0
8524;Total male and female;29 years;Married;Caribbean Netherlands;2023;73.0
8525;Total male and female;29 years;Married;Caribbean Netherlands;2024;64.0
8526;Total male and female;29 years;Married;Bonaire;2011;70.0
8527;Total male and female;29 years;Married;Bonaire;2012;47.0
8528;Total male and female;29 years;Married;Bonaire;2013;62.0
8529;Total male and female;29 years;Married;Bonaire;2014;65.0
8530;Total male and female;29 years;Married;Bonaire;2015;64.0
8531;Total male and female;29 years;Married;Bonaire;2016;58.0
8532;Total male and female;29 years;Married;Bonaire;2017;63.0
8533;Total male and female;29 years;Married;Bonaire;2018;58.0
8534;Total male and female;29 years;Married;Bonaire;2019;65.0
8535;Total male and female;29 years;Married;Bonaire;2020;57.0
8536;Total male and female;29 years;Married;Bonaire;2021;48.0
8537;Total male and female;29 years;Married;Bonaire;2022;56.0
8538;Total male and female;29 years;Married;Bonaire;2023;64.0
8539;Total male and female;29 years;Married;Bonaire;2024;52.0
8540;Total male and female;29 years;Married;St. Eustatius;2011;8.0
8541;Total male and female;29 years;Married;St. Eustatius;2012;11.0
8542;Total male and female;29 years;Married;St. Eustatius;2013;6.0
8543;Total male and female;29 years;Married;St. Eustatius;2014;9.0
8544;Total male and female;29 years;Married;St. Eustatius;2015;12.0
8545;Total male and female;29 years;Married;St. Eustatius;2016;11.0
8546;Total male and female;29 years;Married;St. Eustatius;2017;6.0
8547;Total male and female;29 years;Married;St. Eustatius;2018;7.0
8548;Total male and female;29 years;Married;St. Eustatius;2019;5.0
