ID;Populatie;Gemeenten;Schoolsoorten;Herkomst;Perioden;LeerlingenInLeerjaar3_1;LeerlingenIn_2
1657;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) gemengde leerweg;Overig niet-westerse allochtonen;2004/'05;240.0;5.0
1658;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) gemengde leerweg;Herkomst onbekend;2003/'04;;
1659;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) gemengde leerweg;Herkomst onbekend;2004/'05;;
1660;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kader - basisberoeps;Totaal herkomstgroeperingen;2003/'04;40250.0;30.0
1661;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kader - basisberoeps;Totaal herkomstgroeperingen;2004/'05;40030.0;29.0
1662;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kader - basisberoeps;Autochtonen;2003/'04;32520.0;28.0
1663;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kader - basisberoeps;Autochtonen;2004/'05;32520.0;28.0
1664;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kader - basisberoeps;Niet-westerse allochtonen;2003/'04;5290.0;45.0
1665;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kader - basisberoeps;Niet-westerse allochtonen;2004/'05;5180.0;43.0
1666;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kader - basisberoeps;Westerse allochtonen;2003/'04;2440.0;29.0
1667;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kader - basisberoeps;Westerse allochtonen;2004/'05;2330.0;28.0
1668;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kader - basisberoeps;Turken;2003/'04;1410.0;55.0
1669;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kader - basisberoeps;Turken;2004/'05;1450.0;54.0
1670;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kader - basisberoeps;Marokkanen;2003/'04;1080.0;55.0
1671;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kader - basisberoeps;Marokkanen;2004/'05;1050.0;54.0
1672;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kader - basisberoeps;Surinamers;2003/'04;640.0;39.0
1673;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kader - basisberoeps;Surinamers;2004/'05;660.0;39.0
1674;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kader - basisberoeps;Antillianen en Arubanen;2003/'04;400.0;43.0
1675;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kader - basisberoeps;Antillianen en Arubanen;2004/'05;420.0;44.0
1676;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kader - basisberoeps;Overig niet-westerse allochtonen;2003/'04;1760.0;37.0
1677;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kader - basisberoeps;Overig niet-westerse allochtonen;2004/'05;1600.0;34.0
1678;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kader - basisberoeps;Herkomst onbekend;2003/'04;;
1679;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kader - basisberoeps;Herkomst onbekend;2004/'05;;
1680;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kaderberoepsgericht;Totaal herkomstgroeperingen;2003/'04;18560.0;14.0
1681;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kaderberoepsgericht;Totaal herkomstgroeperingen;2004/'05;19650.0;14.0
1682;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kaderberoepsgericht;Autochtonen;2003/'04;15690.0;14.0
1683;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kaderberoepsgericht;Autochtonen;2004/'05;16690.0;14.0
1684;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kaderberoepsgericht;Niet-westerse allochtonen;2003/'04;1800.0;15.0
1685;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kaderberoepsgericht;Niet-westerse allochtonen;2004/'05;1930.0;16.0
1686;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kaderberoepsgericht;Westerse allochtonen;2003/'04;1080.0;13.0
1687;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kaderberoepsgericht;Westerse allochtonen;2004/'05;1040.0;12.0
1688;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kaderberoepsgericht;Turken;2003/'04;450.0;18.0
1689;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kaderberoepsgericht;Turken;2004/'05;520.0;19.0
1690;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kaderberoepsgericht;Marokkanen;2003/'04;330.0;17.0
1691;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kaderberoepsgericht;Marokkanen;2004/'05;360.0;19.0
1692;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kaderberoepsgericht;Surinamers;2003/'04;260.0;16.0
1693;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kaderberoepsgericht;Surinamers;2004/'05;270.0;16.0
1694;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kaderberoepsgericht;Antillianen en Arubanen;2003/'04;130.0;13.0
1695;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kaderberoepsgericht;Antillianen en Arubanen;2004/'05;150.0;15.0
1696;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kaderberoepsgericht;Overig niet-westerse allochtonen;2003/'04;630.0;13.0
1697;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kaderberoepsgericht;Overig niet-westerse allochtonen;2004/'05;640.0;14.0
1698;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kaderberoepsgericht;Herkomst onbekend;2003/'04;;
1699;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) kaderberoepsgericht;Herkomst onbekend;2004/'05;;
1700;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) basisberoepsgericht;Totaal herkomstgroeperingen;2003/'04;21690.0;16.0
1701;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) basisberoepsgericht;Totaal herkomstgroeperingen;2004/'05;20380.0;15.0
1702;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) basisberoepsgericht;Autochtonen;2003/'04;16820.0;15.0
1703;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) basisberoepsgericht;Autochtonen;2004/'05;15840.0;13.0
1704;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) basisberoepsgericht;Niet-westerse allochtonen;2003/'04;3500.0;30.0
1705;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) basisberoepsgericht;Niet-westerse allochtonen;2004/'05;3250.0;27.0
1706;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) basisberoepsgericht;Westerse allochtonen;2003/'04;1370.0;16.0
1707;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) basisberoepsgericht;Westerse allochtonen;2004/'05;1300.0;15.0
1708;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) basisberoepsgericht;Turken;2003/'04;960.0;37.0
1709;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) basisberoepsgericht;Turken;2004/'05;930.0;35.0
1710;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) basisberoepsgericht;Marokkanen;2003/'04;750.0;38.0
1711;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) basisberoepsgericht;Marokkanen;2004/'05;690.0;36.0
1712;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) basisberoepsgericht;Surinamers;2003/'04;390.0;24.0
1713;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) basisberoepsgericht;Surinamers;2004/'05;390.0;23.0
1714;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) basisberoepsgericht;Antillianen en Arubanen;2003/'04;280.0;30.0
1715;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) basisberoepsgericht;Antillianen en Arubanen;2004/'05;280.0;29.0
1716;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) basisberoepsgericht;Overig niet-westerse allochtonen;2003/'04;1130.0;24.0
1717;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) basisberoepsgericht;Overig niet-westerse allochtonen;2004/'05;960.0;21.0
1718;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) basisberoepsgericht;Herkomst onbekend;2003/'04;;
1719;Woongemeente;< 100.000 inwoners;Vmbo (incl. lwoo) basisberoepsgericht;Herkomst onbekend;2004/'05;;
1720;Woongemeente;< 100.000 inwoners;Vmbo totaal (excl. lwoo);Totaal herkomstgroeperingen;2003/'04;64070.0;48.0
1721;Woongemeente;< 100.000 inwoners;Vmbo totaal (excl. lwoo);Totaal herkomstgroeperingen;2004/'05;63940.0;46.0
1722;Woongemeente;< 100.000 inwoners;Vmbo totaal (excl. lwoo);Autochtonen;2003/'04;54100.0;47.0
1723;Woongemeente;< 100.000 inwoners;Vmbo totaal (excl. lwoo);Autochtonen;2004/'05;54140.0;46.0
1724;Woongemeente;< 100.000 inwoners;Vmbo totaal (excl. lwoo);Niet-westerse allochtonen;2003/'04;6230.0;53.0
1725;Woongemeente;< 100.000 inwoners;Vmbo totaal (excl. lwoo);Niet-westerse allochtonen;2004/'05;6180.0;52.0
1726;Woongemeente;< 100.000 inwoners;Vmbo totaal (excl. lwoo);Westerse allochtonen;2003/'04;3740.0;44.0
1727;Woongemeente;< 100.000 inwoners;Vmbo totaal (excl. lwoo);Westerse allochtonen;2004/'05;3630.0;43.0
1728;Woongemeente;< 100.000 inwoners;Vmbo totaal (excl. lwoo);Turken;2003/'04;1530.0;60.0
1729;Woongemeente;< 100.000 inwoners;Vmbo totaal (excl. lwoo);Turken;2004/'05;1560.0;58.0
1730;Woongemeente;< 100.000 inwoners;Vmbo totaal (excl. lwoo);Marokkanen;2003/'04;1220.0;63.0
1731;Woongemeente;< 100.000 inwoners;Vmbo totaal (excl. lwoo);Marokkanen;2004/'05;1150.0;60.0
1732;Woongemeente;< 100.000 inwoners;Vmbo totaal (excl. lwoo);Surinamers;2003/'04;880.0;54.0
1733;Woongemeente;< 100.000 inwoners;Vmbo totaal (excl. lwoo);Surinamers;2004/'05;890.0;53.0
1734;Woongemeente;< 100.000 inwoners;Vmbo totaal (excl. lwoo);Antillianen en Arubanen;2003/'04;450.0;48.0
1735;Woongemeente;< 100.000 inwoners;Vmbo totaal (excl. lwoo);Antillianen en Arubanen;2004/'05;470.0;49.0
1736;Woongemeente;< 100.000 inwoners;Vmbo totaal (excl. lwoo);Overig niet-westerse allochtonen;2003/'04;2150.0;46.0
1737;Woongemeente;< 100.000 inwoners;Vmbo totaal (excl. lwoo);Overig niet-westerse allochtonen;2004/'05;2110.0;45.0
1738;Woongemeente;< 100.000 inwoners;Vmbo totaal (excl. lwoo);Herkomst onbekend;2003/'04;;
1739;Woongemeente;< 100.000 inwoners;Vmbo totaal (excl. lwoo);Herkomst onbekend;2004/'05;;
1740;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretisch- gemengd;Totaal herkomstgroeperingen;2003/'04;34620.0;26.0
1741;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretisch- gemengd;Totaal herkomstgroeperingen;2004/'05;35400.0;26.0
1742;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretisch- gemengd;Autochtonen;2003/'04;29730.0;26.0
1743;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretisch- gemengd;Autochtonen;2004/'05;30430.0;26.0
1744;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretisch- gemengd;Niet-westerse allochtonen;2003/'04;2910.0;25.0
1745;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretisch- gemengd;Niet-westerse allochtonen;2004/'05;2940.0;25.0
1746;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretisch- gemengd;Westerse allochtonen;2003/'04;1980.0;24.0
1747;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretisch- gemengd;Westerse allochtonen;2004/'05;2030.0;24.0
1748;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretisch- gemengd;Turken;2003/'04;650.0;25.0
1749;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretisch- gemengd;Turken;2004/'05;680.0;25.0
1750;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretisch- gemengd;Marokkanen;2003/'04;540.0;28.0
1751;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretisch- gemengd;Marokkanen;2004/'05;470.0;25.0
1752;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretisch- gemengd;Surinamers;2003/'04;410.0;25.0
1753;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretisch- gemengd;Surinamers;2004/'05;420.0;25.0
1754;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretisch- gemengd;Antillianen en Arubanen;2003/'04;190.0;21.0
1755;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretisch- gemengd;Antillianen en Arubanen;2004/'05;210.0;21.0
1756;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretisch- gemengd;Overig niet-westerse allochtonen;2003/'04;1110.0;24.0
1757;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretisch- gemengd;Overig niet-westerse allochtonen;2004/'05;1160.0;25.0
1758;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretisch- gemengd;Herkomst onbekend;2003/'04;;
1759;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretisch- gemengd;Herkomst onbekend;2004/'05;;
1760;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretische leerweg;Totaal herkomstgroeperingen;2003/'04;25590.0;19.0
1761;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretische leerweg;Totaal herkomstgroeperingen;2004/'05;25760.0;19.0
1762;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretische leerweg;Autochtonen;2003/'04;21720.0;19.0
1763;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretische leerweg;Autochtonen;2004/'05;21870.0;19.0
1764;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretische leerweg;Niet-westerse allochtonen;2003/'04;2330.0;20.0
1765;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretische leerweg;Niet-westerse allochtonen;2004/'05;2330.0;20.0
1766;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretische leerweg;Westerse allochtonen;2003/'04;1550.0;18.0
1767;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretische leerweg;Westerse allochtonen;2004/'05;1550.0;18.0
1768;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretische leerweg;Turken;2003/'04;500.0;19.0
1769;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretische leerweg;Turken;2004/'05;520.0;19.0
1770;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretische leerweg;Marokkanen;2003/'04;440.0;23.0
1771;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretische leerweg;Marokkanen;2004/'05;390.0;20.0
1772;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretische leerweg;Surinamers;2003/'04;340.0;21.0
1773;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretische leerweg;Surinamers;2004/'05;330.0;19.0
1774;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretische leerweg;Antillianen en Arubanen;2003/'04;160.0;17.0
1775;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretische leerweg;Antillianen en Arubanen;2004/'05;160.0;17.0
1776;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretische leerweg;Overig niet-westerse allochtonen;2003/'04;890.0;19.0
1777;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretische leerweg;Overig niet-westerse allochtonen;2004/'05;930.0;20.0
1778;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretische leerweg;Herkomst onbekend;2003/'04;;
1779;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) theoretische leerweg;Herkomst onbekend;2004/'05;;
1780;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) gemengde leerweg;Totaal herkomstgroeperingen;2003/'04;9030.0;7.0
1781;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) gemengde leerweg;Totaal herkomstgroeperingen;2004/'05;9640.0;7.0
1782;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) gemengde leerweg;Autochtonen;2003/'04;8010.0;7.0
1783;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) gemengde leerweg;Autochtonen;2004/'05;8550.0;7.0
1784;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) gemengde leerweg;Niet-westerse allochtonen;2003/'04;580.0;5.0
1785;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) gemengde leerweg;Niet-westerse allochtonen;2004/'05;610.0;5.0
1786;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) gemengde leerweg;Westerse allochtonen;2003/'04;430.0;5.0
1787;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) gemengde leerweg;Westerse allochtonen;2004/'05;480.0;6.0
1788;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) gemengde leerweg;Turken;2003/'04;160.0;6.0
1789;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) gemengde leerweg;Turken;2004/'05;170.0;6.0
1790;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) gemengde leerweg;Marokkanen;2003/'04;100.0;5.0
1791;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) gemengde leerweg;Marokkanen;2004/'05;80.0;4.0
1792;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) gemengde leerweg;Surinamers;2003/'04;80.0;5.0
1793;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) gemengde leerweg;Surinamers;2004/'05;100.0;6.0
1794;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) gemengde leerweg;Antillianen en Arubanen;2003/'04;30.0;4.0
1795;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) gemengde leerweg;Antillianen en Arubanen;2004/'05;40.0;4.0
1796;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) gemengde leerweg;Overig niet-westerse allochtonen;2003/'04;220.0;5.0
1797;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) gemengde leerweg;Overig niet-westerse allochtonen;2004/'05;220.0;5.0
1798;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) gemengde leerweg;Herkomst onbekend;2003/'04;;
1799;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) gemengde leerweg;Herkomst onbekend;2004/'05;;
1800;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kader - basisberoeps;Totaal herkomstgroeperingen;2003/'04;29450.0;22.0
1801;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kader - basisberoeps;Totaal herkomstgroeperingen;2004/'05;28550.0;21.0
1802;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kader - basisberoeps;Autochtonen;2003/'04;24370.0;21.0
1803;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kader - basisberoeps;Autochtonen;2004/'05;23710.0;20.0
1804;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kader - basisberoeps;Niet-westerse allochtonen;2003/'04;3320.0;28.0
1805;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kader - basisberoeps;Niet-westerse allochtonen;2004/'05;3240.0;27.0
1806;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kader - basisberoeps;Westerse allochtonen;2003/'04;1760.0;21.0
1807;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kader - basisberoeps;Westerse allochtonen;2004/'05;1600.0;19.0
1808;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kader - basisberoeps;Turken;2003/'04;880.0;34.0
1809;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kader - basisberoeps;Turken;2004/'05;870.0;33.0
1810;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kader - basisberoeps;Marokkanen;2003/'04;680.0;35.0
1811;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kader - basisberoeps;Marokkanen;2004/'05;680.0;35.0
1812;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kader - basisberoeps;Surinamers;2003/'04;470.0;29.0
1813;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kader - basisberoeps;Surinamers;2004/'05;470.0;28.0
1814;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kader - basisberoeps;Antillianen en Arubanen;2003/'04;260.0;28.0
1815;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kader - basisberoeps;Antillianen en Arubanen;2004/'05;260.0;28.0
1816;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kader - basisberoeps;Overig niet-westerse allochtonen;2003/'04;1040.0;22.0
1817;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kader - basisberoeps;Overig niet-westerse allochtonen;2004/'05;950.0;20.0
1818;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kader - basisberoeps;Herkomst onbekend;2003/'04;;
1819;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kader - basisberoeps;Herkomst onbekend;2004/'05;;
1820;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kaderberoepsgericht;Totaal herkomstgroeperingen;2003/'04;16980.0;13.0
1821;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kaderberoepsgericht;Totaal herkomstgroeperingen;2004/'05;17470.0;13.0
1822;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kaderberoepsgericht;Autochtonen;2003/'04;14460.0;13.0
1823;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kaderberoepsgericht;Autochtonen;2004/'05;14970.0;13.0
1824;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kaderberoepsgericht;Niet-westerse allochtonen;2003/'04;1550.0;13.0
1825;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kaderberoepsgericht;Niet-westerse allochtonen;2004/'05;1600.0;13.0
1826;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kaderberoepsgericht;Westerse allochtonen;2003/'04;980.0;12.0
1827;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kaderberoepsgericht;Westerse allochtonen;2004/'05;910.0;11.0
1828;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kaderberoepsgericht;Turken;2003/'04;390.0;15.0
1829;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kaderberoepsgericht;Turken;2004/'05;420.0;16.0
1830;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kaderberoepsgericht;Marokkanen;2003/'04;300.0;15.0
1831;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kaderberoepsgericht;Marokkanen;2004/'05;310.0;16.0
1832;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kaderberoepsgericht;Surinamers;2003/'04;230.0;14.0
1833;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kaderberoepsgericht;Surinamers;2004/'05;240.0;14.0
1834;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kaderberoepsgericht;Antillianen en Arubanen;2003/'04;110.0;12.0
1835;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kaderberoepsgericht;Antillianen en Arubanen;2004/'05;120.0;13.0
1836;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kaderberoepsgericht;Overig niet-westerse allochtonen;2003/'04;520.0;11.0
1837;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kaderberoepsgericht;Overig niet-westerse allochtonen;2004/'05;500.0;11.0
1838;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kaderberoepsgericht;Herkomst onbekend;2003/'04;;
1839;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) kaderberoepsgericht;Herkomst onbekend;2004/'05;;
1840;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) basisberoepsgericht;Totaal herkomstgroeperingen;2003/'04;12470.0;9.0
1841;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) basisberoepsgericht;Totaal herkomstgroeperingen;2004/'05;11070.0;8.0
1842;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) basisberoepsgericht;Autochtonen;2003/'04;9910.0;9.0
1843;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) basisberoepsgericht;Autochtonen;2004/'05;8740.0;7.0
1844;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) basisberoepsgericht;Niet-westerse allochtonen;2003/'04;1770.0;15.0
1845;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) basisberoepsgericht;Niet-westerse allochtonen;2004/'05;1640.0;14.0
1846;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) basisberoepsgericht;Westerse allochtonen;2003/'04;780.0;9.0
1847;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) basisberoepsgericht;Westerse allochtonen;2004/'05;690.0;8.0
1848;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) basisberoepsgericht;Turken;2003/'04;490.0;19.0
1849;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) basisberoepsgericht;Turken;2004/'05;450.0;17.0
1850;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) basisberoepsgericht;Marokkanen;2003/'04;380.0;20.0
1851;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) basisberoepsgericht;Marokkanen;2004/'05;370.0;19.0
1852;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) basisberoepsgericht;Surinamers;2003/'04;230.0;14.0
1853;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) basisberoepsgericht;Surinamers;2004/'05;230.0;14.0
1854;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) basisberoepsgericht;Antillianen en Arubanen;2003/'04;150.0;16.0
1855;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) basisberoepsgericht;Antillianen en Arubanen;2004/'05;140.0;15.0
1856;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) basisberoepsgericht;Overig niet-westerse allochtonen;2003/'04;530.0;11.0
1857;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) basisberoepsgericht;Overig niet-westerse allochtonen;2004/'05;450.0;9.0
1858;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) basisberoepsgericht;Herkomst onbekend;2003/'04;;
1859;Woongemeente;< 100.000 inwoners;Vmbo (excl. lwoo) basisberoepsgericht;Herkomst onbekend;2004/'05;;
1860;Woongemeente;< 100.000 inwoners;Lwoo totaal;Totaal herkomstgroeperingen;2003/'04;11400.0;8.0
