ID;Geslacht;PrognoseInterval;Perioden;TotaalPersonenInHuishoudens_1;TotaalPersonenInParticuliereHuish_2;ThuiswonendKind_3;Alleenstaand_4;Samenwonend_5;OuderInEenouderhuishouden_6;OverigLidHuishouden_7;PersonenInInstitutioneleHuishoudens_8;TotaalParticuliereHuishoudens_9;GemiddeldeHuishoudensgrootte_10
0;Totaal mannen en vrouwen;Prognose;2019;17285136;17045476;4624812;3049831;8535197;580436;255200;239702;7937545.0;2.15
1;Totaal mannen en vrouwen;Prognose;2020;17377972;17142780;4635884;3095246;8571349;586996;253304;235275;8007354.0;2.14
2;Totaal mannen en vrouwen;Prognose;2021;17459108;17226126;4642812;3136043;8602423;592291;252557;233111;8068933.0;2.13
3;Totaal mannen en vrouwen;Prognose;2022;17529632;17297368;4646674;3173309;8628480;596500;252404;232443;8123436.0;2.13
4;Totaal mannen en vrouwen;Prognose;2023;17598096;17365534;4649151;3211058;8652520;599871;252934;232791;8176704.0;2.12
5;Totaal mannen en vrouwen;Prognose;2024;17664458;17430908;4651270;3248218;8674850;602772;253797;233835;8228108.0;2.12
6;Totaal mannen en vrouwen;Prognose;2025;17728732;17493676;4654318;3284693;8694818;604924;254923;235395;8276892.0;2.11
7;Totaal mannen en vrouwen;Prognose;2026;17792588;17555588;4659102;3320915;8712675;606642;256255;237398;8323919.0;2.11
8;Totaal mannen en vrouwen;Prognose;2027;17855130;17615822;4665598;3356505;8728039;608000;257680;239767;8368739.0;2.1
9;Totaal mannen en vrouwen;Prognose;2028;17915632;17673688;4673642;3390931;8740733;609244;259138;242460;8410903.0;2.1
10;Totaal mannen en vrouwen;Prognose;2029;17974130;17729284;4683334;3424045;8750583;610749;260572;245425;8450562.0;2.1
11;Totaal mannen en vrouwen;Prognose;2030;18030356;17782384;4694701;3455536;8757669;612486;261991;248606;8487481.0;2.1
12;Totaal mannen en vrouwen;Prognose;2031;18084108;17832848;4707678;3485257;8762205;614292;263416;251950;8521339.0;2.09
13;Totaal mannen en vrouwen;Prognose;2032;18134950;17880266;4722041;3512971;8764265;616190;264799;255437;8552053.0;2.09
14;Totaal mannen en vrouwen;Prognose;2033;18182638;17924440;4737325;3539186;8764013;617699;266218;259009;8579684.0;2.09
15;Totaal mannen en vrouwen;Prognose;2034;18226952;17965214;4753273;3562865;8761588;620035;267453;262614;8604490.0;2.09
16;Totaal mannen en vrouwen;Prognose;2035;18267932;18002614;4769781;3585239;8756616;622213;268765;266253;8626577.0;2.09
17;Totaal mannen en vrouwen;Prognose;2036;18305472;18036584;4786769;3605350;8749705;624828;269932;269888;8645858.0;2.09
18;Totaal mannen en vrouwen;Prognose;2037;18339414;18067030;4804008;3623400;8740982;627622;271018;273448;8662324.0;2.09
19;Totaal mannen en vrouwen;Prognose;2038;18369700;18093968;4821076;3639423;8730710;630794;271964;276850;8676327.0;2.09
20;Totaal mannen en vrouwen;Prognose;2039;18396400;18117456;4837526;3653701;8719191;634207;272831;280124;8688216.0;2.09
21;Totaal mannen en vrouwen;Prognose;2040;18419768;18137800;4852944;3666681;8706772;637755;273648;283207;8698484.0;2.09
22;Totaal mannen en vrouwen;Prognose;2041;18439904;18155144;4866906;3678879;8693761;641100;274497;286067;8707505.0;2.08
23;Totaal mannen en vrouwen;Prognose;2042;18456986;18169594;4879084;3690363;8680575;644221;275351;288761;8715513.0;2.08
24;Totaal mannen en vrouwen;Prognose;2043;18471380;18181516;4889232;3701310;8667614;647152;276207;291292;8722922.0;2.08
25;Totaal mannen en vrouwen;Prognose;2044;18483456;18191266;4897117;3711816;8655267;650016;277050;293701;8730118.0;2.08
26;Totaal mannen en vrouwen;Prognose;2045;18493584;18199088;4902597;3722000;8644013;652587;277891;296067;8737283.0;2.08
27;Totaal mannen en vrouwen;Prognose;2046;18501824;18205062;4905597;3731883;8633967;654866;278749;298389;8744500.0;2.08
28;Totaal mannen en vrouwen;Prognose;2047;18508784;18209760;4906209;3741656;8625446;656812;279636;300711;8752059.0;2.08
29;Totaal mannen en vrouwen;Prognose;2048;18514774;18213492;4904648;3751179;8618704;658411;280551;303028;8759929.0;2.08
30;Totaal mannen en vrouwen;Prognose;2049;18520012;18216516;4901266;3760352;8613797;659592;281508;305309;8768005.0;2.08
31;Totaal mannen en vrouwen;Prognose;2050;18524720;18219092;4896505;3768964;8610765;660373;282486;307510;8776022.0;2.08
32;Totaal mannen en vrouwen;Prognose;2051;18529300;18221668;4890900;3776862;8609713;660717;283476;309587;8783941.0;2.07
33;Totaal mannen en vrouwen;Prognose;2052;18534102;18224638;4884992;3783967;8610549;660665;284465;311483;8791568.0;2.07
34;Totaal mannen en vrouwen;Prognose;2053;18539522;18228452;4879277;3790191;8613237;660314;285433;313150;8798989.0;2.07
35;Totaal mannen en vrouwen;Prognose;2054;18545796;18233392;4874211;3795404;8617716;659699;286361;314547;8806006.0;2.07
36;Totaal mannen en vrouwen;Prognose;2055;18553428;18240002;4870242;3799630;8623970;658907;287253;315634;8812753.0;2.07
37;Totaal mannen en vrouwen;Prognose;2056;18562716;18248610;4867699;3802857;8631974;657980;288100;316375;8819174.0;2.07
38;Totaal mannen en vrouwen;Prognose;2057;18573916;18259492;4866837;3805147;8641621;656982;288904;316761;8825441.0;2.07
39;Totaal mannen en vrouwen;Prognose;2058;18587172;18272796;4867784;3806508;8652903;655946;289654;316774;8831532.0;2.07
40;Totaal mannen en vrouwen;Prognose;2059;18602750;18288788;4870624;3807131;8665745;654933;290354;316424;8837666.0;2.07
41;Totaal mannen en vrouwen;Prognose;2060;18620616;18307420;4875311;3807137;8680013;653958;291002;315719;8843915.0;2.07
42;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2019;17245486;16998674;4532255;2815451;8255741;533495;241702;217831;7789464.0;2.1
43;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2020;17298078;17054322;4501558;2757148;8170238;519846;234590;203656;7795636.0;2.08
44;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2021;17335546;17088152;4475104;2716483;8106201;509533;230018;193870;7799500.0;2.06
45;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2022;17355404;17109052;4444587;2681934;8047994;500154;226407;186472;7806929.0;2.04
46;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2023;17382492;17123754;4430867;2661409;7999791;492112;223750;180740;7813315.0;2.03
47;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2024;17391206;17138390;4400181;2639577;7953152;484971;222099;175611;7817515.0;2.01
48;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2025;17391314;17146728;4378209;2621125;7897480;477658;220313;171318;7819213.0;2.0
49;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2026;17391200;17130990;4354038;2608499;7860451;470924;219113;167170;7822281.0;1.99
50;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2027;17375520;17134110;4328481;2600464;7811562;463448;218275;163606;7826919.0;1.98
51;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2028;17385870;17138660;4307748;2576431;7759609;457226;217556;161104;7837926.0;1.96
52;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2029;17385204;17147136;4294829;2561002;7710720;450909;216761;158043;7847821.0;1.95
53;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2030;17373546;17129262;4277306;2547538;7663450;444918;216122;156192;7858822.0;1.95
54;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2031;17373298;17121334;4260673;2528919;7612075;439726;215318;153683;7860035.0;1.94
55;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2032;17374052;17104370;4249928;2513063;7557343;435657;215033;151449;7855160.0;1.93
56;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2033;17359998;17092378;4237552;2491058;7509171;430142;214484;149203;7854335.0;1.93
57;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2034;17343740;17098728;4229080;2471601;7454186;426016;213768;147416;7845618.0;1.92
58;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2035;17321372;17078990;4223773;2458307;7403745;421686;213543;145661;7835051.0;1.91
59;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2036;17307370;17060092;4193360;2441804;7349485;418469;213096;143675;7822632.0;1.9
60;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2037;17277660;17027782;4186189;2421345;7304330;415175;212474;141448;7800329.0;1.9
61;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2038;17246250;16988732;4161352;2403201;7253216;411356;212007;138990;7769409.0;1.89
62;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2039;17226382;16959738;4137185;2390003;7205290;408061;210785;138230;7742546.0;1.89
63;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2040;17191332;16924814;4138777;2378825;7159890;404838;209800;136489;7710437.0;1.88
64;Totaal mannen en vrouwen;Ondergrens 95%-prognose-interval;2041;17141832;16869878;4121772;2361651;7109810;401001;208515;134483;7698971.0;1.88
