ID;BedrijfskenmerkenSBI2008;Perioden;Ziekteverzuimpercentage_1
139;A-U Alle economische activiteiten;2023;5.3
140;A-U Alle economische activiteiten;2024 1e kwartaal;5.5
141;A-U Alle economische activiteiten;2024 2e kwartaal;5.1
142;A-U Alle economische activiteiten;2024 3e kwartaal;4.9
143;A-U Alle economische activiteiten;2024 4e kwartaal;5.4
144;A-U Alle economische activiteiten;2024;5.2
145;A Landbouw, bosbouw en visserij;1996 1e kwartaal;4.5
146;A Landbouw, bosbouw en visserij;1996 2e kwartaal;3.8
147;A Landbouw, bosbouw en visserij;1996 3e kwartaal;2.7
148;A Landbouw, bosbouw en visserij;1996 4e kwartaal;3.2
149;A Landbouw, bosbouw en visserij;1996;3.6
150;A Landbouw, bosbouw en visserij;1997 1e kwartaal;4.0
151;A Landbouw, bosbouw en visserij;1997 2e kwartaal;3.2
152;A Landbouw, bosbouw en visserij;1997 3e kwartaal;3.3
153;A Landbouw, bosbouw en visserij;1997 4e kwartaal;3.5
154;A Landbouw, bosbouw en visserij;1997;3.5
155;A Landbouw, bosbouw en visserij;1998 1e kwartaal;3.5
156;A Landbouw, bosbouw en visserij;1998 2e kwartaal;3.1
157;A Landbouw, bosbouw en visserij;1998 3e kwartaal;3.3
158;A Landbouw, bosbouw en visserij;1998 4e kwartaal;3.8
159;A Landbouw, bosbouw en visserij;1998;3.4
160;A Landbouw, bosbouw en visserij;1999 1e kwartaal;4.1
161;A Landbouw, bosbouw en visserij;1999 2e kwartaal;2.8
162;A Landbouw, bosbouw en visserij;1999 3e kwartaal;3.6
163;A Landbouw, bosbouw en visserij;1999 4e kwartaal;4.0
164;A Landbouw, bosbouw en visserij;1999;3.6
165;A Landbouw, bosbouw en visserij;2000 1e kwartaal;4.0
166;A Landbouw, bosbouw en visserij;2000 2e kwartaal;4.0
167;A Landbouw, bosbouw en visserij;2000 3e kwartaal;3.6
168;A Landbouw, bosbouw en visserij;2000 4e kwartaal;4.1
169;A Landbouw, bosbouw en visserij;2000;3.9
170;A Landbouw, bosbouw en visserij;2001 1e kwartaal;3.7
171;A Landbouw, bosbouw en visserij;2001 2e kwartaal;3.4
172;A Landbouw, bosbouw en visserij;2001 3e kwartaal;3.4
173;A Landbouw, bosbouw en visserij;2001 4e kwartaal;3.0
174;A Landbouw, bosbouw en visserij;2001;3.4
175;A Landbouw, bosbouw en visserij;2002 1e kwartaal;4.4
176;A Landbouw, bosbouw en visserij;2002 2e kwartaal;3.4
177;A Landbouw, bosbouw en visserij;2002 3e kwartaal;3.4
178;A Landbouw, bosbouw en visserij;2002 4e kwartaal;4.2
179;A Landbouw, bosbouw en visserij;2002;3.9
180;A Landbouw, bosbouw en visserij;2003 1e kwartaal;2.9
181;A Landbouw, bosbouw en visserij;2003 2e kwartaal;2.0
182;A Landbouw, bosbouw en visserij;2003 3e kwartaal;2.3
183;A Landbouw, bosbouw en visserij;2003 4e kwartaal;3.4
184;A Landbouw, bosbouw en visserij;2003;2.7
185;A Landbouw, bosbouw en visserij;2004 1e kwartaal;2.8
186;A Landbouw, bosbouw en visserij;2004 2e kwartaal;2.1
187;A Landbouw, bosbouw en visserij;2004 3e kwartaal;2.1
188;A Landbouw, bosbouw en visserij;2004 4e kwartaal;2.6
189;A Landbouw, bosbouw en visserij;2004;2.4
190;A Landbouw, bosbouw en visserij;2005 1e kwartaal;2.7
191;A Landbouw, bosbouw en visserij;2005 2e kwartaal;2.0
192;A Landbouw, bosbouw en visserij;2005 3e kwartaal;2.1
193;A Landbouw, bosbouw en visserij;2005 4e kwartaal;2.5
194;A Landbouw, bosbouw en visserij;2005;2.3
195;A Landbouw, bosbouw en visserij;2006 1e kwartaal;2.4
196;A Landbouw, bosbouw en visserij;2006 2e kwartaal;1.8
197;A Landbouw, bosbouw en visserij;2006 3e kwartaal;1.8
198;A Landbouw, bosbouw en visserij;2006 4e kwartaal;2.3
199;A Landbouw, bosbouw en visserij;2006;2.1
200;A Landbouw, bosbouw en visserij;2007 1e kwartaal;2.3
201;A Landbouw, bosbouw en visserij;2007 2e kwartaal;1.7
202;A Landbouw, bosbouw en visserij;2007 3e kwartaal;1.7
203;A Landbouw, bosbouw en visserij;2007 4e kwartaal;2.2
204;A Landbouw, bosbouw en visserij;2007;2.0
205;A Landbouw, bosbouw en visserij;2008 1e kwartaal;2.3
206;A Landbouw, bosbouw en visserij;2008 2e kwartaal;1.8
207;A Landbouw, bosbouw en visserij;2008 3e kwartaal;2.4
208;A Landbouw, bosbouw en visserij;2008 4e kwartaal;2.5
209;A Landbouw, bosbouw en visserij;2008;2.3
210;A Landbouw, bosbouw en visserij;2009 1e kwartaal;2.7
211;A Landbouw, bosbouw en visserij;2009 2e kwartaal;2.7
212;A Landbouw, bosbouw en visserij;2009 3e kwartaal;2.4
213;A Landbouw, bosbouw en visserij;2009 4e kwartaal;2.8
214;A Landbouw, bosbouw en visserij;2009;2.7
215;A Landbouw, bosbouw en visserij;2010 1e kwartaal;2.5
216;A Landbouw, bosbouw en visserij;2010 2e kwartaal;2.6
217;A Landbouw, bosbouw en visserij;2010 3e kwartaal;2.4
218;A Landbouw, bosbouw en visserij;2010 4e kwartaal;2.8
219;A Landbouw, bosbouw en visserij;2010;2.6
220;A Landbouw, bosbouw en visserij;2011 1e kwartaal;3.3
221;A Landbouw, bosbouw en visserij;2011 2e kwartaal;2.7
222;A Landbouw, bosbouw en visserij;2011 3e kwartaal;3.1
223;A Landbouw, bosbouw en visserij;2011 4e kwartaal;3.1
224;A Landbouw, bosbouw en visserij;2011;3.0
225;A Landbouw, bosbouw en visserij;2012 1e kwartaal;2.8
226;A Landbouw, bosbouw en visserij;2012 2e kwartaal;2.8
227;A Landbouw, bosbouw en visserij;2012 3e kwartaal;2.6
228;A Landbouw, bosbouw en visserij;2012 4e kwartaal;3.0
229;A Landbouw, bosbouw en visserij;2012;2.8
230;A Landbouw, bosbouw en visserij;2013 1e kwartaal;2.7
231;A Landbouw, bosbouw en visserij;2013 2e kwartaal;2.6
232;A Landbouw, bosbouw en visserij;2013 3e kwartaal;2.9
233;A Landbouw, bosbouw en visserij;2013 4e kwartaal;2.8
234;A Landbouw, bosbouw en visserij;2013;2.7
235;A Landbouw, bosbouw en visserij;2014 1e kwartaal;2.4
236;A Landbouw, bosbouw en visserij;2014 2e kwartaal;2.3
237;A Landbouw, bosbouw en visserij;2014 3e kwartaal;2.5
238;A Landbouw, bosbouw en visserij;2014 4e kwartaal;2.9
239;A Landbouw, bosbouw en visserij;2014;2.5
240;A Landbouw, bosbouw en visserij;2015 1e kwartaal;2.9
241;A Landbouw, bosbouw en visserij;2015 2e kwartaal;2.5
242;A Landbouw, bosbouw en visserij;2015 3e kwartaal;2.7
243;A Landbouw, bosbouw en visserij;2015 4e kwartaal;3.0
244;A Landbouw, bosbouw en visserij;2015;2.8
245;A Landbouw, bosbouw en visserij;2016 1e kwartaal;2.7
246;A Landbouw, bosbouw en visserij;2016 2e kwartaal;2.5
247;A Landbouw, bosbouw en visserij;2016 3e kwartaal;2.4
248;A Landbouw, bosbouw en visserij;2016 4e kwartaal;2.5
249;A Landbouw, bosbouw en visserij;2016;2.5
250;A Landbouw, bosbouw en visserij;2017 1e kwartaal;2.6
251;A Landbouw, bosbouw en visserij;2017 2e kwartaal;2.5
252;A Landbouw, bosbouw en visserij;2017 3e kwartaal;2.4
253;A Landbouw, bosbouw en visserij;2017 4e kwartaal;2.4
254;A Landbouw, bosbouw en visserij;2017;2.5
255;A Landbouw, bosbouw en visserij;2018 1e kwartaal;2.5
256;A Landbouw, bosbouw en visserij;2018 2e kwartaal;2.5
257;A Landbouw, bosbouw en visserij;2018 3e kwartaal;2.8
258;A Landbouw, bosbouw en visserij;2018 4e kwartaal;2.4
259;A Landbouw, bosbouw en visserij;2018;2.5
260;A Landbouw, bosbouw en visserij;2019 1e kwartaal;2.7
261;A Landbouw, bosbouw en visserij;2019 2e kwartaal;2.7
262;A Landbouw, bosbouw en visserij;2019 3e kwartaal;2.6
263;A Landbouw, bosbouw en visserij;2019 4e kwartaal;2.5
264;A Landbouw, bosbouw en visserij;2019;2.6
265;A Landbouw, bosbouw en visserij;2020 1e kwartaal;3.0
266;A Landbouw, bosbouw en visserij;2020 2e kwartaal;3.2
267;A Landbouw, bosbouw en visserij;2020 3e kwartaal;3.7
268;A Landbouw, bosbouw en visserij;2020 4e kwartaal;3.6
269;A Landbouw, bosbouw en visserij;2020;3.4
270;A Landbouw, bosbouw en visserij;2021 1e kwartaal;3.6
271;A Landbouw, bosbouw en visserij;2021 2e kwartaal;3.3
272;A Landbouw, bosbouw en visserij;2021 3e kwartaal;3.5
273;A Landbouw, bosbouw en visserij;2021 4e kwartaal;3.8
274;A Landbouw, bosbouw en visserij;2021 ;3.6
275;A Landbouw, bosbouw en visserij;2022 1e kwartaal;4.2
276;A Landbouw, bosbouw en visserij;2022 2e kwartaal;4.1
277;A Landbouw, bosbouw en visserij;2022 3e kwartaal;3.1
278;A Landbouw, bosbouw en visserij;2022 4e kwartaal;3.3
279;A Landbouw, bosbouw en visserij;2022;3.7
280;A Landbouw, bosbouw en visserij;2023 1e kwartaal;3.8
281;A Landbouw, bosbouw en visserij;2023 2e kwartaal;3.4
282;A Landbouw, bosbouw en visserij;2023 3e kwartaal;3.7
283;A Landbouw, bosbouw en visserij;2023 4e kwartaal;3.7
284;A Landbouw, bosbouw en visserij;2023;3.6
285;A Landbouw, bosbouw en visserij;2024 1e kwartaal;3.6
286;A Landbouw, bosbouw en visserij;2024 2e kwartaal;3.6
287;A Landbouw, bosbouw en visserij;2024 3e kwartaal;3.7
288;A Landbouw, bosbouw en visserij;2024 4e kwartaal;3.2
289;A Landbouw, bosbouw en visserij;2024;3.5
290;B Delfstoffenwinning;1996 1e kwartaal;4.2
291;B Delfstoffenwinning;1996 2e kwartaal;3.3
292;B Delfstoffenwinning;1996 3e kwartaal;3.0
293;B Delfstoffenwinning;1996 4e kwartaal;3.5
294;B Delfstoffenwinning;1996;3.5
295;B Delfstoffenwinning;1997 1e kwartaal;3.9
296;B Delfstoffenwinning;1997 2e kwartaal;3.2
297;B Delfstoffenwinning;1997 3e kwartaal;2.6
298;B Delfstoffenwinning;1997 4e kwartaal;3.3
299;B Delfstoffenwinning;1997;3.2
300;B Delfstoffenwinning;1998 1e kwartaal;3.5
301;B Delfstoffenwinning;1998 2e kwartaal;3.4
302;B Delfstoffenwinning;1998 3e kwartaal;3.1
303;B Delfstoffenwinning;1998 4e kwartaal;4.2
304;B Delfstoffenwinning;1998;3.5
305;B Delfstoffenwinning;1999 1e kwartaal;4.6
306;B Delfstoffenwinning;1999 2e kwartaal;4.0
307;B Delfstoffenwinning;1999 3e kwartaal;3.4
308;B Delfstoffenwinning;1999 4e kwartaal;4.6
309;B Delfstoffenwinning;1999;4.1
310;B Delfstoffenwinning;2000 1e kwartaal;4.9
311;B Delfstoffenwinning;2000 2e kwartaal;4.2
312;B Delfstoffenwinning;2000 3e kwartaal;4.0
313;B Delfstoffenwinning;2000 4e kwartaal;4.8
314;B Delfstoffenwinning;2000;4.5
315;B Delfstoffenwinning;2001 1e kwartaal;4.6
316;B Delfstoffenwinning;2001 2e kwartaal;4.2
317;B Delfstoffenwinning;2001 3e kwartaal;3.4
318;B Delfstoffenwinning;2001 4e kwartaal;3.8
319;B Delfstoffenwinning;2001;4.0
320;B Delfstoffenwinning;2002 1e kwartaal;3.9
321;B Delfstoffenwinning;2002 2e kwartaal;3.5
322;B Delfstoffenwinning;2002 3e kwartaal;2.9
323;B Delfstoffenwinning;2002 4e kwartaal;4.0
324;B Delfstoffenwinning;2002;3.6
325;B Delfstoffenwinning;2003 1e kwartaal;4.2
326;B Delfstoffenwinning;2003 2e kwartaal;3.9
327;B Delfstoffenwinning;2003 3e kwartaal;3.4
328;B Delfstoffenwinning;2003 4e kwartaal;3.8
329;B Delfstoffenwinning;2003;3.8
330;B Delfstoffenwinning;2004 1e kwartaal;3.6
331;B Delfstoffenwinning;2004 2e kwartaal;3.1
332;B Delfstoffenwinning;2004 3e kwartaal;2.6
333;B Delfstoffenwinning;2004 4e kwartaal;3.4
334;B Delfstoffenwinning;2004;3.2
335;B Delfstoffenwinning;2005 1e kwartaal;3.8
336;B Delfstoffenwinning;2005 2e kwartaal;3.3
337;B Delfstoffenwinning;2005 3e kwartaal;2.8
338;B Delfstoffenwinning;2005 4e kwartaal;3.6
339;B Delfstoffenwinning;2005;3.4
340;B Delfstoffenwinning;2006 1e kwartaal;3.5
341;B Delfstoffenwinning;2006 2e kwartaal;2.9
342;B Delfstoffenwinning;2006 3e kwartaal;2.5
343;B Delfstoffenwinning;2006 4e kwartaal;3.2
344;B Delfstoffenwinning;2006;3.0
345;B Delfstoffenwinning;2007 1e kwartaal;3.4
346;B Delfstoffenwinning;2007 2e kwartaal;2.8
347;B Delfstoffenwinning;2007 3e kwartaal;2.4
348;B Delfstoffenwinning;2007 4e kwartaal;3.1
349;B Delfstoffenwinning;2007;2.9
350;B Delfstoffenwinning;2008 1e kwartaal;3.2
351;B Delfstoffenwinning;2008 2e kwartaal;3.2
352;B Delfstoffenwinning;2008 3e kwartaal;2.5
353;B Delfstoffenwinning;2008 4e kwartaal;3.1
354;B Delfstoffenwinning;2008;3.0
355;B Delfstoffenwinning;2009 1e kwartaal;3.3
356;B Delfstoffenwinning;2009 2e kwartaal;2.8
357;B Delfstoffenwinning;2009 3e kwartaal;2.6
358;B Delfstoffenwinning;2009 4e kwartaal;3.7
359;B Delfstoffenwinning;2009;3.1
360;B Delfstoffenwinning;2010 1e kwartaal;3.0
361;B Delfstoffenwinning;2010 2e kwartaal;3.3
362;B Delfstoffenwinning;2010 3e kwartaal;3.1
363;B Delfstoffenwinning;2010 4e kwartaal;3.0
364;B Delfstoffenwinning;2010;3.1
365;B Delfstoffenwinning;2011 1e kwartaal;4.2
366;B Delfstoffenwinning;2011 2e kwartaal;3.8
367;B Delfstoffenwinning;2011 3e kwartaal;3.4
368;B Delfstoffenwinning;2011 4e kwartaal;4.1
369;B Delfstoffenwinning;2011;3.9
370;B Delfstoffenwinning;2012 1e kwartaal;3.1
371;B Delfstoffenwinning;2012 2e kwartaal;2.9
372;B Delfstoffenwinning;2012 3e kwartaal;3.0
373;B Delfstoffenwinning;2012 4e kwartaal;4.0
374;B Delfstoffenwinning;2012;3.3
375;B Delfstoffenwinning;2013 1e kwartaal;3.5
376;B Delfstoffenwinning;2013 2e kwartaal;3.2
377;B Delfstoffenwinning;2013 3e kwartaal;3.0
378;B Delfstoffenwinning;2013 4e kwartaal;3.1
379;B Delfstoffenwinning;2013;3.2
380;B Delfstoffenwinning;2014 1e kwartaal;3.2
381;B Delfstoffenwinning;2014 2e kwartaal;3.0
382;B Delfstoffenwinning;2014 3e kwartaal;3.0
383;B Delfstoffenwinning;2014 4e kwartaal;3.3
384;B Delfstoffenwinning;2014;3.1
385;B Delfstoffenwinning;2015 1e kwartaal;3.6
386;B Delfstoffenwinning;2015 2e kwartaal;3.1
387;B Delfstoffenwinning;2015 3e kwartaal;3.0
388;B Delfstoffenwinning;2015 4e kwartaal;3.6
389;B Delfstoffenwinning;2015;3.3
390;B Delfstoffenwinning;2016 1e kwartaal;3.6
391;B Delfstoffenwinning;2016 2e kwartaal;3.2
392;B Delfstoffenwinning;2016 3e kwartaal;3.1
393;B Delfstoffenwinning;2016 4e kwartaal;3.6
394;B Delfstoffenwinning;2016;3.4
395;B Delfstoffenwinning;2017 1e kwartaal;4.1
396;B Delfstoffenwinning;2017 2e kwartaal;3.3
397;B Delfstoffenwinning;2017 3e kwartaal;3.0
398;B Delfstoffenwinning;2017 4e kwartaal;3.4
399;B Delfstoffenwinning;2017;3.4
400;B Delfstoffenwinning;2018 1e kwartaal;4.6
401;B Delfstoffenwinning;2018 2e kwartaal;3.3
402;B Delfstoffenwinning;2018 3e kwartaal;3.0
403;B Delfstoffenwinning;2018 4e kwartaal;4.2
404;B Delfstoffenwinning;2018;3.8
405;B Delfstoffenwinning;2019 1e kwartaal;4.3
406;B Delfstoffenwinning;2019 2e kwartaal;3.9
407;B Delfstoffenwinning;2019 3e kwartaal;3.9
408;B Delfstoffenwinning;2019 4e kwartaal;4.3
409;B Delfstoffenwinning;2019;4.1
410;B Delfstoffenwinning;2020 1e kwartaal;5.1
411;B Delfstoffenwinning;2020 2e kwartaal;4.6
412;B Delfstoffenwinning;2020 3e kwartaal;4.6
413;B Delfstoffenwinning;2020 4e kwartaal;4.6
414;B Delfstoffenwinning;2020;4.7
415;B Delfstoffenwinning;2021 1e kwartaal;4.4
416;B Delfstoffenwinning;2021 2e kwartaal;4.4
417;B Delfstoffenwinning;2021 3e kwartaal;4.3
418;B Delfstoffenwinning;2021 4e kwartaal;5.0
419;B Delfstoffenwinning;2021 ;4.5
420;B Delfstoffenwinning;2022 1e kwartaal;5.6
421;B Delfstoffenwinning;2022 2e kwartaal;4.1
422;B Delfstoffenwinning;2022 3e kwartaal;4.2
423;B Delfstoffenwinning;2022 4e kwartaal;5.0
424;B Delfstoffenwinning;2022;4.7
425;B Delfstoffenwinning;2023 1e kwartaal;5.2
426;B Delfstoffenwinning;2023 2e kwartaal;4.6
427;B Delfstoffenwinning;2023 3e kwartaal;4.3
428;B Delfstoffenwinning;2023 4e kwartaal;5.2
429;B Delfstoffenwinning;2023;4.8
430;B Delfstoffenwinning;2024 1e kwartaal;4.7
431;B Delfstoffenwinning;2024 2e kwartaal;4.4
432;B Delfstoffenwinning;2024 3e kwartaal;4.5
433;B Delfstoffenwinning;2024 4e kwartaal;4.8
434;B Delfstoffenwinning;2024;4.6
435;B-F Nijverheid en energie;1996 1e kwartaal;5.6
436;B-F Nijverheid en energie;1996 2e kwartaal;4.8
437;B-F Nijverheid en energie;1996 3e kwartaal;4.3
438;B-F Nijverheid en energie;1996 4e kwartaal;5.0
439;B-F Nijverheid en energie;1996;4.9
440;B-F Nijverheid en energie;1997 1e kwartaal;5.4
441;B-F Nijverheid en energie;1997 2e kwartaal;4.9
442;B-F Nijverheid en energie;1997 3e kwartaal;4.8
443;B-F Nijverheid en energie;1997 4e kwartaal;5.6
444;B-F Nijverheid en energie;1997;5.2
445;B-F Nijverheid en energie;1998 1e kwartaal;5.8
446;B-F Nijverheid en energie;1998 2e kwartaal;5.6
447;B-F Nijverheid en energie;1998 3e kwartaal;5.2
448;B-F Nijverheid en energie;1998 4e kwartaal;6.0
449;B-F Nijverheid en energie;1998;5.7
450;B-F Nijverheid en energie;1999 1e kwartaal;6.5
451;B-F Nijverheid en energie;1999 2e kwartaal;5.7
452;B-F Nijverheid en energie;1999 3e kwartaal;5.4
453;B-F Nijverheid en energie;1999 4e kwartaal;6.5
454;B-F Nijverheid en energie;1999;6.0
455;B-F Nijverheid en energie;2000 1e kwartaal;6.5
456;B-F Nijverheid en energie;2000 2e kwartaal;5.9
457;B-F Nijverheid en energie;2000 3e kwartaal;5.6
458;B-F Nijverheid en energie;2000 4e kwartaal;6.4
459;B-F Nijverheid en energie;2000;6.1
460;B-F Nijverheid en energie;2001 1e kwartaal;6.4
461;B-F Nijverheid en energie;2001 2e kwartaal;6.0
462;B-F Nijverheid en energie;2001 3e kwartaal;5.6
463;B-F Nijverheid en energie;2001 4e kwartaal;6.3
464;B-F Nijverheid en energie;2001;6.1
465;B-F Nijverheid en energie;2002 1e kwartaal;6.6
466;B-F Nijverheid en energie;2002 2e kwartaal;6.0
467;B-F Nijverheid en energie;2002 3e kwartaal;5.5
468;B-F Nijverheid en energie;2002 4e kwartaal;6.2
