ID;BedrijfstakEnKlassen;Bedrijfsgrootte;Perioden;TotaalWerknemersMetCursusOpleiding_1;MannenMetCursusOpleiding_2;VrouwenMetCursusOpleiding_3;k_15Tot25JaarMetCursusOpleiding_4;k_25Tot55JaarMetCursusOpleiding_5;k_55JaarEnOuderMetCursusOpleiding_6;VoorBedrijvenMetCursusOfOpleiding_7;WerknemersTotaal_8;WerknemersMannen_9;WerknemersVrouwen_10;Werknemers15Tot25Jaar_11;Werknemers25Tot55Jaar_12;Werknemers55JaarEnOuder_13;ParticipatieMannenBedrijvenMetOpl_14;ParticipatieVrouwenBedrMetOpl_15;Part15Tot25JaarBedrMetOpl_16;Part25Tot55JaarBedrMetOpl_17;Part55JaarEnOuderBedrMetOpl_18;GevolgdeCursussenOfOpleidingen_19;GevolgdeCursusOfOpleidingenMannen_20;GevolgdeCursusOfOpleidingenVrouwen_21;InterneCursussenOfOpleidingen_22;ExterneCursussenOfOpleidingen_23;PerWerknemer_24;PerWerknemerBedrMetCursusOfOpl_25;TotaalUrenBesteedAanCursussenOfOpl_26;GevolgdeOpleidingsurenMannen_27;GevolgdeOpleidingsurenVrouwen_28;GevolgdeInterneOpleidingsuren_29;GevolgdeExterneOpleidingsuren_30;PerWerknemerMetCursusOfOpleiding_31;PerMannelijkeWerknemerMetOpleiding_32;PerVrouwelijkeWerknemerMetOpleiding_33;PerGevolgdeCursusOfOpleiding_34;TotaalOpleidingsurenInWerktijd_35;OpleidingsurenMannenInWerktijd_36;OpleidingsurenVrouwenInWerktijd_37;GevolgdeInterneUren_38;GevolgdeExterneUren_39;AandeelInTotaalAantalOpleidingsuren_40;AandeelInGewerkteUren_41;TotaleKostenVanOpleidingen_42;VoorAlleBedrijven_43;VoorBedrijvenMetCursusOfOpleiding_44;VoorAlleBedrijven_45;VoorBedrijvenMetCursusOfOpleiding_46;KostenPerDeelnemerAanCursusOfOpl_47;KostenPerGevolgdeCursusOfOpleiding_48;KostenPerGevolgdOpleidingsuur_49;DirecteKosten_50;GederfdeLoonkosten_51;LoonkostenVanOpleidingspersoneel_52;DirecteKosten_53;GederfdeLoonkosten_54;LoonkostenVanOpleidingspersoneel_55;TotaalBedrijvenDieAanFondsBetalen_56;OOOfScholingsfondsen_57;OverigeCAOAfdrachten_58;BetalenAanOverheidsfondsen_59;BetalenAanAndereFondsen_60;TotaalBedrijvenDieSubsidiesOntvangen_61;OntvangenVanOOOfScholingsfondsen_62;OntvangenVanOverheidsfondsen_63;OntvangenVanBelastingaftrek_64;OntvangenVanEuropeseFondsen_65;PrivateInstellingen_66;TotaalAlleTypenBedrijfsopleidingen_67;CursussenOfOpleidingen_68;InterneCursussenOfOpleidingen_69;ExterneCursussenOfOpleidingen_70;OpleidingOpDeWerkplek_71;TotaalOverigeCursussenOfOpleidingen_72;JobRotationFunctieroulatie_73;KwaliteitscirkelsGeorganisGroepsdisc_74;Zelfstudie_75;ConferentiesWorkshopsEnLezingen_76
244;27-28 Metaalindustrie;50-99 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
245;27-28 Metaalindustrie;50-99 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246;27-28 Metaalindustrie;100-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247;27-28 Metaalindustrie;100-499 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
248;27-28 Metaalindustrie;100-499 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
249;27-28 Metaalindustrie;100-199 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
250;27-28 Metaalindustrie;100-199 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
251;27-28 Metaalindustrie;100-199 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
252;27-28 Metaalindustrie;200-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
253;27-28 Metaalindustrie;200-499 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
254;27-28 Metaalindustrie;200-499 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
255;27-28 Metaalindustrie;500 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
256;27-28 Metaalindustrie;500 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
257;27-28 Metaalindustrie;500 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258;27-28 Metaalindustrie;500-999 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
259;27-28 Metaalindustrie;500-999 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
260;27-28 Metaalindustrie;500-999 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
261;27-28 Metaalindustrie;1000 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
262;27-28 Metaalindustrie;1000 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
263;27-28 Metaalindustrie;1000 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;29-33 Elektrotechnische industrie;Totaal bedrijfsgrootte;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265;29-33 Elektrotechnische industrie;Totaal bedrijfsgrootte;1999;81.0;69.0;12.0;;;;50.0;49.0;49.0;45.0;;;;;;;;;146.0;125.0;21.0;57.0;89.0;87.0;91.0;4442.0;3858.0;585.0;1462.0;2980.0;55.0;;;30.0;3424.0;2980.0;445.0;1259.0;2166.0;77.0;1.3;165.0;2.7;2.8;989.0;1025.0;2036.0;1130.0;37.0;76.0;75.0;14.0;46.0;46.0;8.0;77.0;74.0;2.0;0.0;3.0;68.0;55.0;1.0;17.0;8.0;5.0;90.0;87.0;;;58.0;72.0;21.0;15.0;32.0;61.0
266;29-33 Elektrotechnische industrie;Totaal bedrijfsgrootte;2005;69.0;59.0;10.0;4.0;59.0;6.0;49.0;45.0;47.0;40.0;42.0;47.0;35.0;50.0;44.0;46.0;51.0;38.0;;;;;;;;2512.0;2198.0;315.0;638.0;1874.0;36.0;37.0;32.0;;;;;;;;;163.0;2.5;2.7;1071.0;1159.0;2358.0;;65.0;83.0;71.0;9.0;51.0;44.0;6.0;55.0;;;;;47.0;;;;;;82.0;78.0;29.0;73.0;43.0;53.0;15.0;10.0;21.0;44.0
267;29-33 Elektrotechnische industrie;10-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
268;29-33 Elektrotechnische industrie;10-99 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
269;29-33 Elektrotechnische industrie;10-99 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270;29-33 Elektrotechnische industrie;10-19 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
271;29-33 Elektrotechnische industrie;10-19 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
272;29-33 Elektrotechnische industrie;10-19 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
273;29-33 Elektrotechnische industrie;20-49 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
274;29-33 Elektrotechnische industrie;20-49 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
275;29-33 Elektrotechnische industrie;20-49 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
276;29-33 Elektrotechnische industrie;50-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
277;29-33 Elektrotechnische industrie;50-99 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
278;29-33 Elektrotechnische industrie;50-99 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
279;29-33 Elektrotechnische industrie;100-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
280;29-33 Elektrotechnische industrie;100-499 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
281;29-33 Elektrotechnische industrie;100-499 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
282;29-33 Elektrotechnische industrie;100-199 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283;29-33 Elektrotechnische industrie;100-199 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
284;29-33 Elektrotechnische industrie;100-199 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
285;29-33 Elektrotechnische industrie;200-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
286;29-33 Elektrotechnische industrie;200-499 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
287;29-33 Elektrotechnische industrie;200-499 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
288;29-33 Elektrotechnische industrie;500 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289;29-33 Elektrotechnische industrie;500 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
290;29-33 Elektrotechnische industrie;500 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
291;29-33 Elektrotechnische industrie;500-999 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
292;29-33 Elektrotechnische industrie;500-999 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
293;29-33 Elektrotechnische industrie;500-999 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
294;29-33 Elektrotechnische industrie;1000 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
295;29-33 Elektrotechnische industrie;1000 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
296;29-33 Elektrotechnische industrie;1000 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
297;34-35 Transportmiddelenindustrie;Totaal bedrijfsgrootte;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
298;34-35 Transportmiddelenindustrie;Totaal bedrijfsgrootte;1999;22.0;20.0;2.0;;;;44.0;42.0;43.0;34.0;;;;;;;;;34.0;31.0;2.0;15.0;19.0;65.0;67.0;809.0;749.0;60.0;209.0;600.0;37.0;;;24.0;593.0;552.0;41.0;190.0;403.0;73.0;0.7;38.0;2.2;2.3;731.0;760.0;1742.0;1131.0;47.0;21.0;13.0;4.0;55.0;35.0;9.0;74.0;68.0;5.0;0.0;5.0;66.0;55.0;1.0;15.0;7.0;5.0;85.0;81.0;;;39.0;53.0;14.0;11.0;23.0;43.0
299;34-35 Transportmiddelenindustrie;Totaal bedrijfsgrootte;2005;14.0;12.0;1.0;1.0;11.0;1.0;38.0;35.0;35.0;33.0;32.0;37.0;25.0;38.0;36.0;38.0;39.0;27.0;;;;;;;;420.0;389.0;31.0;131.0;289.0;31.0;32.0;22.0;;;;;;;;;27.0;1.6;1.7;686.0;741.0;1960.0;;63.0;14.0;10.0;3.0;51.0;38.0;11.0;51.0;;;;;32.0;;;;;;71.0;66.0;27.0;63.0;35.0;40.0;15.0;6.0;10.0;31.0
300;34-35 Transportmiddelenindustrie;10-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301;34-35 Transportmiddelenindustrie;10-99 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
302;34-35 Transportmiddelenindustrie;10-99 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
303;34-35 Transportmiddelenindustrie;10-19 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
304;34-35 Transportmiddelenindustrie;10-19 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
305;34-35 Transportmiddelenindustrie;10-19 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
306;34-35 Transportmiddelenindustrie;20-49 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
307;34-35 Transportmiddelenindustrie;20-49 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
308;34-35 Transportmiddelenindustrie;20-49 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
309;34-35 Transportmiddelenindustrie;50-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
310;34-35 Transportmiddelenindustrie;50-99 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
311;34-35 Transportmiddelenindustrie;50-99 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
312;34-35 Transportmiddelenindustrie;100-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
313;34-35 Transportmiddelenindustrie;100-499 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
314;34-35 Transportmiddelenindustrie;100-499 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
315;34-35 Transportmiddelenindustrie;100-199 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
316;34-35 Transportmiddelenindustrie;100-199 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
317;34-35 Transportmiddelenindustrie;100-199 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
318;34-35 Transportmiddelenindustrie;200-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
319;34-35 Transportmiddelenindustrie;200-499 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
320;34-35 Transportmiddelenindustrie;200-499 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
321;34-35 Transportmiddelenindustrie;500 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
322;34-35 Transportmiddelenindustrie;500 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
323;34-35 Transportmiddelenindustrie;500 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
324;34-35 Transportmiddelenindustrie;500-999 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
325;34-35 Transportmiddelenindustrie;500-999 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
326;34-35 Transportmiddelenindustrie;500-999 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
327;34-35 Transportmiddelenindustrie;1000 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
328;34-35 Transportmiddelenindustrie;1000 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
329;34-35 Transportmiddelenindustrie;1000 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
330;20, 36-37 Rest industrie;Totaal bedrijfsgrootte;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
331;20, 36-37 Rest industrie;Totaal bedrijfsgrootte;1999;33.0;27.0;5.0;;;;24.0;22.0;24.0;18.0;;;;;;;;;50.0;41.0;9.0;15.0;35.0;34.0;37.0;1562.0;1342.0;220.0;315.0;1247.0;48.0;;;31.0;1346.0;1164.0;182.0;293.0;1053.0;86.0;0.6;49.0;1.5;1.6;338.0;361.0;1507.0;983.0;31.0;21.0;24.0;4.0;43.0;48.0;9.0;51.0;46.0;4.0;0.0;3.0;50.0;36.0;6.0;11.0;3.0;7.0;85.0;75.0;;;49.0;54.0;27.0;11.0;21.0;35.0
332;20, 36-37 Rest industrie;Totaal bedrijfsgrootte;2005;32.0;24.0;8.0;3.0;25.0;4.0;25.0;23.0;23.0;22.0;28.0;24.0;16.0;25.0;23.0;32.0;26.0;17.0;;;;;;;;1166.0;903.0;263.0;494.0;672.0;37.0;38.0;33.0;;;;;;;;;66.0;1.6;1.8;471.0;510.0;2065.0;;56.0;25.0;38.0;3.0;39.0;57.0;4.0;38.0;;;;;42.0;;;;;;64.0;55.0;23.0;50.0;29.0;29.0;10.0;6.0;9.0;24.0
333;20, 36-37 Rest industrie;10-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
334;20, 36-37 Rest industrie;10-99 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
335;20, 36-37 Rest industrie;10-99 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
336;20, 36-37 Rest industrie;10-19 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
337;20, 36-37 Rest industrie;10-19 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
338;20, 36-37 Rest industrie;10-19 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
339;20, 36-37 Rest industrie;20-49 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
340;20, 36-37 Rest industrie;20-49 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341;20, 36-37 Rest industrie;20-49 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
342;20, 36-37 Rest industrie;50-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343;20, 36-37 Rest industrie;50-99 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
344;20, 36-37 Rest industrie;50-99 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
345;20, 36-37 Rest industrie;100-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
346;20, 36-37 Rest industrie;100-499 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
347;20, 36-37 Rest industrie;100-499 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
348;20, 36-37 Rest industrie;100-199 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
349;20, 36-37 Rest industrie;100-199 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350;20, 36-37 Rest industrie;100-199 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
351;20, 36-37 Rest industrie;200-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
