ID;Leeftijd;BijdrageplichtigInkomen;RegioS;Perioden;GemeentelijkeInkomstenEigenBijdrage_1
829;Totaal 18 jaar of ouder;Totaal;Harlingen;2018;126.0
830;Totaal 18 jaar of ouder;Totaal;Harlingen;2019;66.0
831;Totaal 18 jaar of ouder;Totaal;Harlingen;2020;116.0
832;Totaal 18 jaar of ouder;Totaal;Harlingen;2021;146.0
833;Totaal 18 jaar of ouder;Totaal;Harlingen;2022;152.0
834;Totaal 18 jaar of ouder;Totaal;Hattem;2017;41.0
835;Totaal 18 jaar of ouder;Totaal;Hattem;2018;148.0
836;Totaal 18 jaar of ouder;Totaal;Hattem;2019;32.0
837;Totaal 18 jaar of ouder;Totaal;Hattem;2020;37.0
838;Totaal 18 jaar of ouder;Totaal;Hattem;2021;51.0
839;Totaal 18 jaar of ouder;Totaal;Hattem;2022;57.0
840;Totaal 18 jaar of ouder;Totaal;Heemskerk;2017;701.0
841;Totaal 18 jaar of ouder;Totaal;Heemskerk;2018;714.0
842;Totaal 18 jaar of ouder;Totaal;Heemskerk;2019;170.0
843;Totaal 18 jaar of ouder;Totaal;Heemskerk;2020;163.0
844;Totaal 18 jaar of ouder;Totaal;Heemskerk;2021;205.0
845;Totaal 18 jaar of ouder;Totaal;Heemskerk;2022;226.0
846;Totaal 18 jaar of ouder;Totaal;Heemstede;2017;383.0
847;Totaal 18 jaar of ouder;Totaal;Heemstede;2018;316.0
848;Totaal 18 jaar of ouder;Totaal;Heemstede;2019;137.0
849;Totaal 18 jaar of ouder;Totaal;Heemstede;2020;134.0
850;Totaal 18 jaar of ouder;Totaal;Heemstede;2021;159.0
851;Totaal 18 jaar of ouder;Totaal;Heemstede;2022;165.0
852;Totaal 18 jaar of ouder;Totaal;Heerde;2017;48.0
853;Totaal 18 jaar of ouder;Totaal;Heerde;2018;61.0
854;Totaal 18 jaar of ouder;Totaal;Heerde;2019;35.0
855;Totaal 18 jaar of ouder;Totaal;Heerde;2020;114.0
856;Totaal 18 jaar of ouder;Totaal;Heerde;2021;148.0
857;Totaal 18 jaar of ouder;Totaal;Heerde;2022;149.0
858;Totaal 18 jaar of ouder;Totaal;Heerenveen;2017;459.0
859;Totaal 18 jaar of ouder;Totaal;Heerenveen;2018;481.0
860;Totaal 18 jaar of ouder;Totaal;Heerenveen;2019;225.0
861;Totaal 18 jaar of ouder;Totaal;Heerenveen;2020;368.0
862;Totaal 18 jaar of ouder;Totaal;Heerenveen;2021;473.0
863;Totaal 18 jaar of ouder;Totaal;Heerenveen;2022;492.0
864;Totaal 18 jaar of ouder;Totaal;Heerhugowaard;2017;553.0
865;Totaal 18 jaar of ouder;Totaal;Heerhugowaard;2018;538.0
866;Totaal 18 jaar of ouder;Totaal;Heerhugowaard;2019;234.0
867;Totaal 18 jaar of ouder;Totaal;Heerhugowaard;2020;223.0
868;Totaal 18 jaar of ouder;Totaal;Heerhugowaard;2021;282.0
869;Totaal 18 jaar of ouder;Totaal;Heerhugowaard;2022;
870;Totaal 18 jaar of ouder;Totaal;Heerlen;2017;1459.0
871;Totaal 18 jaar of ouder;Totaal;Heerlen;2018;1175.0
872;Totaal 18 jaar of ouder;Totaal;Heerlen;2019;391.0
873;Totaal 18 jaar of ouder;Totaal;Heerlen;2020;213.0
874;Totaal 18 jaar of ouder;Totaal;Heerlen;2021;281.0
875;Totaal 18 jaar of ouder;Totaal;Heerlen;2022;309.0
876;Totaal 18 jaar of ouder;Totaal;Heeze-Leende;2017;76.0
877;Totaal 18 jaar of ouder;Totaal;Heeze-Leende;2018;135.0
878;Totaal 18 jaar of ouder;Totaal;Heeze-Leende;2019;24.0
879;Totaal 18 jaar of ouder;Totaal;Heeze-Leende;2020;31.0
880;Totaal 18 jaar of ouder;Totaal;Heeze-Leende;2021;45.0
881;Totaal 18 jaar of ouder;Totaal;Heeze-Leende;2022;48.0
882;Totaal 18 jaar of ouder;Totaal;Heiloo;2017;107.0
883;Totaal 18 jaar of ouder;Totaal;Heiloo;2018;124.0
884;Totaal 18 jaar of ouder;Totaal;Heiloo;2019;33.0
885;Totaal 18 jaar of ouder;Totaal;Heiloo;2020;58.0
886;Totaal 18 jaar of ouder;Totaal;Heiloo;2021;77.0
887;Totaal 18 jaar of ouder;Totaal;Heiloo;2022;86.0
888;Totaal 18 jaar of ouder;Totaal;Den Helder;2017;1022.0
889;Totaal 18 jaar of ouder;Totaal;Den Helder;2018;1034.0
890;Totaal 18 jaar of ouder;Totaal;Den Helder;2019;458.0
891;Totaal 18 jaar of ouder;Totaal;Den Helder;2020;420.0
892;Totaal 18 jaar of ouder;Totaal;Den Helder;2021;483.0
893;Totaal 18 jaar of ouder;Totaal;Den Helder;2022;487.0
894;Totaal 18 jaar of ouder;Totaal;Hellendoorn;2017;495.0
895;Totaal 18 jaar of ouder;Totaal;Hellendoorn;2018;498.0
896;Totaal 18 jaar of ouder;Totaal;Hellendoorn;2019;264.0
897;Totaal 18 jaar of ouder;Totaal;Hellendoorn;2020;238.0
898;Totaal 18 jaar of ouder;Totaal;Hellendoorn;2021;296.0
899;Totaal 18 jaar of ouder;Totaal;Hellendoorn;2022;300.0
900;Totaal 18 jaar of ouder;Totaal;Hellevoetsluis;2017;408.0
901;Totaal 18 jaar of ouder;Totaal;Hellevoetsluis;2018;385.0
902;Totaal 18 jaar of ouder;Totaal;Hellevoetsluis;2019;132.0
903;Totaal 18 jaar of ouder;Totaal;Hellevoetsluis;2020;116.0
904;Totaal 18 jaar of ouder;Totaal;Hellevoetsluis;2021;145.0
905;Totaal 18 jaar of ouder;Totaal;Hellevoetsluis;2022;180.0
906;Totaal 18 jaar of ouder;Totaal;Helmond;2017;553.0
907;Totaal 18 jaar of ouder;Totaal;Helmond;2018;603.0
908;Totaal 18 jaar of ouder;Totaal;Helmond;2019;271.0
909;Totaal 18 jaar of ouder;Totaal;Helmond;2020;262.0
910;Totaal 18 jaar of ouder;Totaal;Helmond;2021;355.0
911;Totaal 18 jaar of ouder;Totaal;Helmond;2022;400.0
912;Totaal 18 jaar of ouder;Totaal;Hendrik-Ido-Ambacht;2017;198.0
913;Totaal 18 jaar of ouder;Totaal;Hendrik-Ido-Ambacht;2018;230.0
914;Totaal 18 jaar of ouder;Totaal;Hendrik-Ido-Ambacht;2019;120.0
915;Totaal 18 jaar of ouder;Totaal;Hendrik-Ido-Ambacht;2020;109.0
916;Totaal 18 jaar of ouder;Totaal;Hendrik-Ido-Ambacht;2021;170.0
917;Totaal 18 jaar of ouder;Totaal;Hendrik-Ido-Ambacht;2022;178.0
918;Totaal 18 jaar of ouder;Totaal;Hengelo (O.);2017;1359.0
919;Totaal 18 jaar of ouder;Totaal;Hengelo (O.);2018;1345.0
920;Totaal 18 jaar of ouder;Totaal;Hengelo (O.);2019;674.0
921;Totaal 18 jaar of ouder;Totaal;Hengelo (O.);2020;685.0
922;Totaal 18 jaar of ouder;Totaal;Hengelo (O.);2021;862.0
923;Totaal 18 jaar of ouder;Totaal;Hengelo (O.);2022;886.0
924;Totaal 18 jaar of ouder;Totaal;'s-Hertogenbosch;2017;919.0
925;Totaal 18 jaar of ouder;Totaal;'s-Hertogenbosch;2018;934.0
926;Totaal 18 jaar of ouder;Totaal;'s-Hertogenbosch;2019;344.0
927;Totaal 18 jaar of ouder;Totaal;'s-Hertogenbosch;2020;364.0
928;Totaal 18 jaar of ouder;Totaal;'s-Hertogenbosch;2021;524.0
929;Totaal 18 jaar of ouder;Totaal;'s-Hertogenbosch;2022;571.0
930;Totaal 18 jaar of ouder;Totaal;Heumen;2017;112.0
931;Totaal 18 jaar of ouder;Totaal;Heumen;2018;116.0
932;Totaal 18 jaar of ouder;Totaal;Heumen;2019;46.0
933;Totaal 18 jaar of ouder;Totaal;Heumen;2020;84.0
934;Totaal 18 jaar of ouder;Totaal;Heumen;2021;109.0
935;Totaal 18 jaar of ouder;Totaal;Heumen;2022;117.0
936;Totaal 18 jaar of ouder;Totaal;Heusden;2017;589.0
937;Totaal 18 jaar of ouder;Totaal;Heusden;2018;448.0
938;Totaal 18 jaar of ouder;Totaal;Heusden;2019;158.0
939;Totaal 18 jaar of ouder;Totaal;Heusden;2020;161.0
940;Totaal 18 jaar of ouder;Totaal;Heusden;2021;191.0
941;Totaal 18 jaar of ouder;Totaal;Heusden;2022;219.0
942;Totaal 18 jaar of ouder;Totaal;Hillegom;2017;285.0
943;Totaal 18 jaar of ouder;Totaal;Hillegom;2018;282.0
944;Totaal 18 jaar of ouder;Totaal;Hillegom;2019;127.0
945;Totaal 18 jaar of ouder;Totaal;Hillegom;2020;115.0
946;Totaal 18 jaar of ouder;Totaal;Hillegom;2021;149.0
947;Totaal 18 jaar of ouder;Totaal;Hillegom;2022;155.0
948;Totaal 18 jaar of ouder;Totaal;Hilvarenbeek;2017;125.0
949;Totaal 18 jaar of ouder;Totaal;Hilvarenbeek;2018;142.0
950;Totaal 18 jaar of ouder;Totaal;Hilvarenbeek;2019;78.0
951;Totaal 18 jaar of ouder;Totaal;Hilvarenbeek;2020;81.0
952;Totaal 18 jaar of ouder;Totaal;Hilvarenbeek;2021;102.0
953;Totaal 18 jaar of ouder;Totaal;Hilvarenbeek;2022;102.0
954;Totaal 18 jaar of ouder;Totaal;Hilversum;2017;1087.0
955;Totaal 18 jaar of ouder;Totaal;Hilversum;2018;1074.0
956;Totaal 18 jaar of ouder;Totaal;Hilversum;2019;498.0
957;Totaal 18 jaar of ouder;Totaal;Hilversum;2020;488.0
958;Totaal 18 jaar of ouder;Totaal;Hilversum;2021;619.0
959;Totaal 18 jaar of ouder;Totaal;Hilversum;2022;612.0
960;Totaal 18 jaar of ouder;Totaal;Hoeksche Waard;2017;
961;Totaal 18 jaar of ouder;Totaal;Hoeksche Waard;2018;
962;Totaal 18 jaar of ouder;Totaal;Hoeksche Waard;2019;399.0
963;Totaal 18 jaar of ouder;Totaal;Hoeksche Waard;2020;325.0
964;Totaal 18 jaar of ouder;Totaal;Hoeksche Waard;2021;512.0
965;Totaal 18 jaar of ouder;Totaal;Hoeksche Waard;2022;567.0
966;Totaal 18 jaar of ouder;Totaal;Hof van Twente;2017;686.0
967;Totaal 18 jaar of ouder;Totaal;Hof van Twente;2018;690.0
968;Totaal 18 jaar of ouder;Totaal;Hof van Twente;2019;270.0
969;Totaal 18 jaar of ouder;Totaal;Hof van Twente;2020;247.0
970;Totaal 18 jaar of ouder;Totaal;Hof van Twente;2021;306.0
971;Totaal 18 jaar of ouder;Totaal;Hof van Twente;2022;314.0
972;Totaal 18 jaar of ouder;Totaal;Het Hogeland;2017;
973;Totaal 18 jaar of ouder;Totaal;Het Hogeland;2018;
974;Totaal 18 jaar of ouder;Totaal;Het Hogeland;2019;339.0
975;Totaal 18 jaar of ouder;Totaal;Het Hogeland;2020;319.0
976;Totaal 18 jaar of ouder;Totaal;Het Hogeland;2021;396.0
977;Totaal 18 jaar of ouder;Totaal;Het Hogeland;2022;394.0
978;Totaal 18 jaar of ouder;Totaal;Hollands Kroon;2017;297.0
979;Totaal 18 jaar of ouder;Totaal;Hollands Kroon;2018;352.0
980;Totaal 18 jaar of ouder;Totaal;Hollands Kroon;2019;176.0
981;Totaal 18 jaar of ouder;Totaal;Hollands Kroon;2020;182.0
982;Totaal 18 jaar of ouder;Totaal;Hollands Kroon;2021;246.0
983;Totaal 18 jaar of ouder;Totaal;Hollands Kroon;2022;264.0
984;Totaal 18 jaar of ouder;Totaal;Hoogeveen;2017;1116.0
985;Totaal 18 jaar of ouder;Totaal;Hoogeveen;2018;1099.0
986;Totaal 18 jaar of ouder;Totaal;Hoogeveen;2019;513.0
987;Totaal 18 jaar of ouder;Totaal;Hoogeveen;2020;457.0
988;Totaal 18 jaar of ouder;Totaal;Hoogeveen;2021;555.0
989;Totaal 18 jaar of ouder;Totaal;Hoogeveen;2022;551.0
990;Totaal 18 jaar of ouder;Totaal;Hoogezand-Sappemeer;2017;533.0
991;Totaal 18 jaar of ouder;Totaal;Hoogezand-Sappemeer;2018;
992;Totaal 18 jaar of ouder;Totaal;Hoogezand-Sappemeer;2019;
993;Totaal 18 jaar of ouder;Totaal;Hoogezand-Sappemeer;2020;
994;Totaal 18 jaar of ouder;Totaal;Hoogezand-Sappemeer;2021;
995;Totaal 18 jaar of ouder;Totaal;Hoogezand-Sappemeer;2022;
996;Totaal 18 jaar of ouder;Totaal;Hoorn;2017;1055.0
997;Totaal 18 jaar of ouder;Totaal;Hoorn;2018;1112.0
998;Totaal 18 jaar of ouder;Totaal;Hoorn;2019;485.0
999;Totaal 18 jaar of ouder;Totaal;Hoorn;2020;433.0
1000;Totaal 18 jaar of ouder;Totaal;Hoorn;2021;553.0
1001;Totaal 18 jaar of ouder;Totaal;Hoorn;2022;585.0
1002;Totaal 18 jaar of ouder;Totaal;Horst aan de Maas;2017;538.0
1003;Totaal 18 jaar of ouder;Totaal;Horst aan de Maas;2018;544.0
1004;Totaal 18 jaar of ouder;Totaal;Horst aan de Maas;2019;252.0
1005;Totaal 18 jaar of ouder;Totaal;Horst aan de Maas;2020;231.0
1006;Totaal 18 jaar of ouder;Totaal;Horst aan de Maas;2021;286.0
1007;Totaal 18 jaar of ouder;Totaal;Horst aan de Maas;2022;284.0
1008;Totaal 18 jaar of ouder;Totaal;Houten;2017;425.0
1009;Totaal 18 jaar of ouder;Totaal;Houten;2018;412.0
1010;Totaal 18 jaar of ouder;Totaal;Houten;2019;183.0
1011;Totaal 18 jaar of ouder;Totaal;Houten;2020;175.0
1012;Totaal 18 jaar of ouder;Totaal;Houten;2021;223.0
1013;Totaal 18 jaar of ouder;Totaal;Houten;2022;227.0
1014;Totaal 18 jaar of ouder;Totaal;Huizen;2017;472.0
1015;Totaal 18 jaar of ouder;Totaal;Huizen;2018;509.0
1016;Totaal 18 jaar of ouder;Totaal;Huizen;2019;211.0
1017;Totaal 18 jaar of ouder;Totaal;Huizen;2020;227.0
1018;Totaal 18 jaar of ouder;Totaal;Huizen;2021;286.0
1019;Totaal 18 jaar of ouder;Totaal;Huizen;2022;284.0
1020;Totaal 18 jaar of ouder;Totaal;Hulst;2017;339.0
1021;Totaal 18 jaar of ouder;Totaal;Hulst;2018;311.0
1022;Totaal 18 jaar of ouder;Totaal;Hulst;2019;154.0
1023;Totaal 18 jaar of ouder;Totaal;Hulst;2020;152.0
1024;Totaal 18 jaar of ouder;Totaal;Hulst;2021;192.0
1025;Totaal 18 jaar of ouder;Totaal;Hulst;2022;200.0
1026;Totaal 18 jaar of ouder;Totaal;IJsselstein;2017;361.0
1027;Totaal 18 jaar of ouder;Totaal;IJsselstein;2018;378.0
1028;Totaal 18 jaar of ouder;Totaal;IJsselstein;2019;164.0
1029;Totaal 18 jaar of ouder;Totaal;IJsselstein;2020;152.0
1030;Totaal 18 jaar of ouder;Totaal;IJsselstein;2021;197.0
1031;Totaal 18 jaar of ouder;Totaal;IJsselstein;2022;204.0
1032;Totaal 18 jaar of ouder;Totaal;Kaag en Braassem;2017;171.0
1033;Totaal 18 jaar of ouder;Totaal;Kaag en Braassem;2018;188.0
1034;Totaal 18 jaar of ouder;Totaal;Kaag en Braassem;2019;92.0
1035;Totaal 18 jaar of ouder;Totaal;Kaag en Braassem;2020;92.0
1036;Totaal 18 jaar of ouder;Totaal;Kaag en Braassem;2021;113.0
1037;Totaal 18 jaar of ouder;Totaal;Kaag en Braassem;2022;117.0
1038;Totaal 18 jaar of ouder;Totaal;Kampen;2017;437.0
1039;Totaal 18 jaar of ouder;Totaal;Kampen;2018;483.0
1040;Totaal 18 jaar of ouder;Totaal;Kampen;2019;299.0
1041;Totaal 18 jaar of ouder;Totaal;Kampen;2020;280.0
1042;Totaal 18 jaar of ouder;Totaal;Kampen;2021;357.0
1043;Totaal 18 jaar of ouder;Totaal;Kampen;2022;376.0
1044;Totaal 18 jaar of ouder;Totaal;Kapelle;2017;172.0
1045;Totaal 18 jaar of ouder;Totaal;Kapelle;2018;184.0
1046;Totaal 18 jaar of ouder;Totaal;Kapelle;2019;72.0
1047;Totaal 18 jaar of ouder;Totaal;Kapelle;2020;66.0
1048;Totaal 18 jaar of ouder;Totaal;Kapelle;2021;83.0
1049;Totaal 18 jaar of ouder;Totaal;Kapelle;2022;83.0
1050;Totaal 18 jaar of ouder;Totaal;Katwijk;2017;397.0
1051;Totaal 18 jaar of ouder;Totaal;Katwijk;2018;633.0
1052;Totaal 18 jaar of ouder;Totaal;Katwijk;2019;290.0
1053;Totaal 18 jaar of ouder;Totaal;Katwijk;2020;276.0
1054;Totaal 18 jaar of ouder;Totaal;Katwijk;2021;366.0
1055;Totaal 18 jaar of ouder;Totaal;Katwijk;2022;394.0
1056;Totaal 18 jaar of ouder;Totaal;Kerkrade;2017;945.0
1057;Totaal 18 jaar of ouder;Totaal;Kerkrade;2018;937.0
1058;Totaal 18 jaar of ouder;Totaal;Kerkrade;2019;471.0
1059;Totaal 18 jaar of ouder;Totaal;Kerkrade;2020;457.0
1060;Totaal 18 jaar of ouder;Totaal;Kerkrade;2021;567.0
1061;Totaal 18 jaar of ouder;Totaal;Kerkrade;2022;589.0
1062;Totaal 18 jaar of ouder;Totaal;Koggenland;2017;166.0
1063;Totaal 18 jaar of ouder;Totaal;Koggenland;2018;187.0
1064;Totaal 18 jaar of ouder;Totaal;Koggenland;2019;79.0
1065;Totaal 18 jaar of ouder;Totaal;Koggenland;2020;77.0
1066;Totaal 18 jaar of ouder;Totaal;Koggenland;2021;97.0
1067;Totaal 18 jaar of ouder;Totaal;Koggenland;2022;111.0
1068;Totaal 18 jaar of ouder;Totaal;Kollumerland en Nieuwkruisland;2017;102.0
1069;Totaal 18 jaar of ouder;Totaal;Kollumerland en Nieuwkruisland;2018;105.0
1070;Totaal 18 jaar of ouder;Totaal;Kollumerland en Nieuwkruisland;2019;
1071;Totaal 18 jaar of ouder;Totaal;Kollumerland en Nieuwkruisland;2020;
1072;Totaal 18 jaar of ouder;Totaal;Kollumerland en Nieuwkruisland;2021;
1073;Totaal 18 jaar of ouder;Totaal;Kollumerland en Nieuwkruisland;2022;
1074;Totaal 18 jaar of ouder;Totaal;Korendijk;2017;98.0
1075;Totaal 18 jaar of ouder;Totaal;Korendijk;2018;102.0
1076;Totaal 18 jaar of ouder;Totaal;Korendijk;2019;
1077;Totaal 18 jaar of ouder;Totaal;Korendijk;2020;
1078;Totaal 18 jaar of ouder;Totaal;Korendijk;2021;
1079;Totaal 18 jaar of ouder;Totaal;Korendijk;2022;
1080;Totaal 18 jaar of ouder;Totaal;Krimpen aan den IJssel;2017;420.0
1081;Totaal 18 jaar of ouder;Totaal;Krimpen aan den IJssel;2018;412.0
1082;Totaal 18 jaar of ouder;Totaal;Krimpen aan den IJssel;2019;189.0
1083;Totaal 18 jaar of ouder;Totaal;Krimpen aan den IJssel;2020;180.0
1084;Totaal 18 jaar of ouder;Totaal;Krimpen aan den IJssel;2021;219.0
1085;Totaal 18 jaar of ouder;Totaal;Krimpen aan den IJssel;2022;215.0
1086;Totaal 18 jaar of ouder;Totaal;Krimpenerwaard;2017;580.0
1087;Totaal 18 jaar of ouder;Totaal;Krimpenerwaard;2018;591.0
1088;Totaal 18 jaar of ouder;Totaal;Krimpenerwaard;2019;260.0
1089;Totaal 18 jaar of ouder;Totaal;Krimpenerwaard;2020;251.0
1090;Totaal 18 jaar of ouder;Totaal;Krimpenerwaard;2021;322.0
1091;Totaal 18 jaar of ouder;Totaal;Krimpenerwaard;2022;328.0
1092;Totaal 18 jaar of ouder;Totaal;Laarbeek;2017;157.0
1093;Totaal 18 jaar of ouder;Totaal;Laarbeek;2018;151.0
1094;Totaal 18 jaar of ouder;Totaal;Laarbeek;2019;50.0
1095;Totaal 18 jaar of ouder;Totaal;Laarbeek;2020;42.0
1096;Totaal 18 jaar of ouder;Totaal;Laarbeek;2021;54.0
1097;Totaal 18 jaar of ouder;Totaal;Laarbeek;2022;54.0
1098;Totaal 18 jaar of ouder;Totaal;Land van Cuijk;2017;
1099;Totaal 18 jaar of ouder;Totaal;Land van Cuijk;2018;
1100;Totaal 18 jaar of ouder;Totaal;Land van Cuijk;2019;
1101;Totaal 18 jaar of ouder;Totaal;Land van Cuijk;2020;
1102;Totaal 18 jaar of ouder;Totaal;Land van Cuijk;2021;
1103;Totaal 18 jaar of ouder;Totaal;Land van Cuijk;2022;343.0
1104;Totaal 18 jaar of ouder;Totaal;Landerd;2017;147.0
1105;Totaal 18 jaar of ouder;Totaal;Landerd;2018;168.0
1106;Totaal 18 jaar of ouder;Totaal;Landerd;2019;80.0
1107;Totaal 18 jaar of ouder;Totaal;Landerd;2020;75.0
1108;Totaal 18 jaar of ouder;Totaal;Landerd;2021;96.0
1109;Totaal 18 jaar of ouder;Totaal;Landerd;2022;
1110;Totaal 18 jaar of ouder;Totaal;Landgraaf;2017;346.0
1111;Totaal 18 jaar of ouder;Totaal;Landgraaf;2018;341.0
1112;Totaal 18 jaar of ouder;Totaal;Landgraaf;2019;167.0
1113;Totaal 18 jaar of ouder;Totaal;Landgraaf;2020;290.0
1114;Totaal 18 jaar of ouder;Totaal;Landgraaf;2021;385.0
1115;Totaal 18 jaar of ouder;Totaal;Landgraaf;2022;399.0
1116;Totaal 18 jaar of ouder;Totaal;Landsmeer;2017;104.0
1117;Totaal 18 jaar of ouder;Totaal;Landsmeer;2018;72.0
1118;Totaal 18 jaar of ouder;Totaal;Landsmeer;2019;21.0
1119;Totaal 18 jaar of ouder;Totaal;Landsmeer;2020;25.0
1120;Totaal 18 jaar of ouder;Totaal;Landsmeer;2021;36.0
1121;Totaal 18 jaar of ouder;Totaal;Landsmeer;2022;36.0
1122;Totaal 18 jaar of ouder;Totaal;Langedijk;2017;221.0
1123;Totaal 18 jaar of ouder;Totaal;Langedijk;2018;228.0
1124;Totaal 18 jaar of ouder;Totaal;Langedijk;2019;100.0
1125;Totaal 18 jaar of ouder;Totaal;Langedijk;2020;93.0
1126;Totaal 18 jaar of ouder;Totaal;Langedijk;2021;119.0
1127;Totaal 18 jaar of ouder;Totaal;Langedijk;2022;
1128;Totaal 18 jaar of ouder;Totaal;Lansingerland;2017;297.0
1129;Totaal 18 jaar of ouder;Totaal;Lansingerland;2018;288.0
1130;Totaal 18 jaar of ouder;Totaal;Lansingerland;2019;189.0
1131;Totaal 18 jaar of ouder;Totaal;Lansingerland;2020;179.0
1132;Totaal 18 jaar of ouder;Totaal;Lansingerland;2021;239.0
1133;Totaal 18 jaar of ouder;Totaal;Lansingerland;2022;253.0
1134;Totaal 18 jaar of ouder;Totaal;Laren (NH.);2017;107.0
1135;Totaal 18 jaar of ouder;Totaal;Laren (NH.);2018;101.0
1136;Totaal 18 jaar of ouder;Totaal;Laren (NH.);2019;38.0
1137;Totaal 18 jaar of ouder;Totaal;Laren (NH.);2020;42.0
1138;Totaal 18 jaar of ouder;Totaal;Laren (NH.);2021;52.0
1139;Totaal 18 jaar of ouder;Totaal;Laren (NH.);2022;51.0
1140;Totaal 18 jaar of ouder;Totaal;Leek;2017;220.0
1141;Totaal 18 jaar of ouder;Totaal;Leek;2018;261.0
1142;Totaal 18 jaar of ouder;Totaal;Leek;2019;
1143;Totaal 18 jaar of ouder;Totaal;Leek;2020;
1144;Totaal 18 jaar of ouder;Totaal;Leek;2021;
1145;Totaal 18 jaar of ouder;Totaal;Leek;2022;
1146;Totaal 18 jaar of ouder;Totaal;Leerdam;2017;111.0
1147;Totaal 18 jaar of ouder;Totaal;Leerdam;2018;114.0
1148;Totaal 18 jaar of ouder;Totaal;Leerdam;2019;
1149;Totaal 18 jaar of ouder;Totaal;Leerdam;2020;
1150;Totaal 18 jaar of ouder;Totaal;Leerdam;2021;
1151;Totaal 18 jaar of ouder;Totaal;Leerdam;2022;
1152;Totaal 18 jaar of ouder;Totaal;Leeuwarden;2017;1593.0
1153;Totaal 18 jaar of ouder;Totaal;Leeuwarden;2018;1803.0
1154;Totaal 18 jaar of ouder;Totaal;Leeuwarden;2019;848.0
1155;Totaal 18 jaar of ouder;Totaal;Leeuwarden;2020;842.0
1156;Totaal 18 jaar of ouder;Totaal;Leeuwarden;2021;1051.0
1157;Totaal 18 jaar of ouder;Totaal;Leeuwarden;2022;1076.0
1158;Totaal 18 jaar of ouder;Totaal;Leeuwarderadeel;2017;83.0
1159;Totaal 18 jaar of ouder;Totaal;Leeuwarderadeel;2018;
1160;Totaal 18 jaar of ouder;Totaal;Leeuwarderadeel;2019;
1161;Totaal 18 jaar of ouder;Totaal;Leeuwarderadeel;2020;
1162;Totaal 18 jaar of ouder;Totaal;Leeuwarderadeel;2021;
1163;Totaal 18 jaar of ouder;Totaal;Leeuwarderadeel;2022;
1164;Totaal 18 jaar of ouder;Totaal;Leiden;2017;1124.0
1165;Totaal 18 jaar of ouder;Totaal;Leiden;2018;1587.0
1166;Totaal 18 jaar of ouder;Totaal;Leiden;2019;747.0
1167;Totaal 18 jaar of ouder;Totaal;Leiden;2020;726.0
1168;Totaal 18 jaar of ouder;Totaal;Leiden;2021;921.0
1169;Totaal 18 jaar of ouder;Totaal;Leiden;2022;943.0
1170;Totaal 18 jaar of ouder;Totaal;Leiderdorp;2017;322.0
1171;Totaal 18 jaar of ouder;Totaal;Leiderdorp;2018;490.0
1172;Totaal 18 jaar of ouder;Totaal;Leiderdorp;2019;166.0
1173;Totaal 18 jaar of ouder;Totaal;Leiderdorp;2020;155.0
1174;Totaal 18 jaar of ouder;Totaal;Leiderdorp;2021;190.0
1175;Totaal 18 jaar of ouder;Totaal;Leiderdorp;2022;194.0
1176;Totaal 18 jaar of ouder;Totaal;Leidschendam-Voorburg;2017;751.0
1177;Totaal 18 jaar of ouder;Totaal;Leidschendam-Voorburg;2018;728.0
1178;Totaal 18 jaar of ouder;Totaal;Leidschendam-Voorburg;2019;324.0
1179;Totaal 18 jaar of ouder;Totaal;Leidschendam-Voorburg;2020;301.0
1180;Totaal 18 jaar of ouder;Totaal;Leidschendam-Voorburg;2021;407.0
1181;Totaal 18 jaar of ouder;Totaal;Leidschendam-Voorburg;2022;438.0
1182;Totaal 18 jaar of ouder;Totaal;Lelystad;2017;812.0
1183;Totaal 18 jaar of ouder;Totaal;Lelystad;2018;827.0
1184;Totaal 18 jaar of ouder;Totaal;Lelystad;2019;486.0
1185;Totaal 18 jaar of ouder;Totaal;Lelystad;2020;471.0
1186;Totaal 18 jaar of ouder;Totaal;Lelystad;2021;547.0
1187;Totaal 18 jaar of ouder;Totaal;Lelystad;2022;550.0
1188;Totaal 18 jaar of ouder;Totaal;Leudal;2017;518.0
1189;Totaal 18 jaar of ouder;Totaal;Leudal;2018;552.0
1190;Totaal 18 jaar of ouder;Totaal;Leudal;2019;211.0
1191;Totaal 18 jaar of ouder;Totaal;Leudal;2020;191.0
1192;Totaal 18 jaar of ouder;Totaal;Leudal;2021;223.0
1193;Totaal 18 jaar of ouder;Totaal;Leudal;2022;236.0
1194;Totaal 18 jaar of ouder;Totaal;Leusden;2017;262.0
1195;Totaal 18 jaar of ouder;Totaal;Leusden;2018;224.0
1196;Totaal 18 jaar of ouder;Totaal;Leusden;2019;43.0
1197;Totaal 18 jaar of ouder;Totaal;Leusden;2020;85.0
1198;Totaal 18 jaar of ouder;Totaal;Leusden;2021;108.0
1199;Totaal 18 jaar of ouder;Totaal;Leusden;2022;100.0
1200;Totaal 18 jaar of ouder;Totaal;Lingewaal;2017;72.0
1201;Totaal 18 jaar of ouder;Totaal;Lingewaal;2018;40.0
1202;Totaal 18 jaar of ouder;Totaal;Lingewaal;2019;
1203;Totaal 18 jaar of ouder;Totaal;Lingewaal;2020;
1204;Totaal 18 jaar of ouder;Totaal;Lingewaal;2021;
1205;Totaal 18 jaar of ouder;Totaal;Lingewaal;2022;
1206;Totaal 18 jaar of ouder;Totaal;Lingewaard;2017;568.0
