ID;Leeftijd;BijdrageplichtigInkomen;RegioS;Perioden;GemeentelijkeInkomstenEigenBijdrage_1
32;Totaal 18 jaar of ouder;Totaal;Achtkarspelen;2019;197.0
33;Totaal 18 jaar of ouder;Totaal;Achtkarspelen;2020;183.0
34;Totaal 18 jaar of ouder;Totaal;Achtkarspelen;2021;226.0
35;Totaal 18 jaar of ouder;Totaal;Achtkarspelen;2022;231.0
36;Totaal 18 jaar of ouder;Totaal;Alblasserdam;2017;126.0
37;Totaal 18 jaar of ouder;Totaal;Alblasserdam;2018;177.0
38;Totaal 18 jaar of ouder;Totaal;Alblasserdam;2019;101.0
39;Totaal 18 jaar of ouder;Totaal;Alblasserdam;2020;88.0
40;Totaal 18 jaar of ouder;Totaal;Alblasserdam;2021;131.0
41;Totaal 18 jaar of ouder;Totaal;Alblasserdam;2022;134.0
42;Totaal 18 jaar of ouder;Totaal;Albrandswaard;2017;146.0
43;Totaal 18 jaar of ouder;Totaal;Albrandswaard;2018;131.0
44;Totaal 18 jaar of ouder;Totaal;Albrandswaard;2019;82.0
45;Totaal 18 jaar of ouder;Totaal;Albrandswaard;2020;93.0
46;Totaal 18 jaar of ouder;Totaal;Albrandswaard;2021;115.0
47;Totaal 18 jaar of ouder;Totaal;Albrandswaard;2022;127.0
48;Totaal 18 jaar of ouder;Totaal;Alkmaar;2017;1323.0
49;Totaal 18 jaar of ouder;Totaal;Alkmaar;2018;1353.0
50;Totaal 18 jaar of ouder;Totaal;Alkmaar;2019;679.0
51;Totaal 18 jaar of ouder;Totaal;Alkmaar;2020;632.0
52;Totaal 18 jaar of ouder;Totaal;Alkmaar;2021;776.0
53;Totaal 18 jaar of ouder;Totaal;Alkmaar;2022;770.0
54;Totaal 18 jaar of ouder;Totaal;Almelo;2017;1228.0
55;Totaal 18 jaar of ouder;Totaal;Almelo;2018;1231.0
56;Totaal 18 jaar of ouder;Totaal;Almelo;2019;690.0
57;Totaal 18 jaar of ouder;Totaal;Almelo;2020;618.0
58;Totaal 18 jaar of ouder;Totaal;Almelo;2021;771.0
59;Totaal 18 jaar of ouder;Totaal;Almelo;2022;792.0
60;Totaal 18 jaar of ouder;Totaal;Almere;2017;1790.0
61;Totaal 18 jaar of ouder;Totaal;Almere;2018;1930.0
62;Totaal 18 jaar of ouder;Totaal;Almere;2019;963.0
63;Totaal 18 jaar of ouder;Totaal;Almere;2020;943.0
64;Totaal 18 jaar of ouder;Totaal;Almere;2021;1173.0
65;Totaal 18 jaar of ouder;Totaal;Almere;2022;1233.0
66;Totaal 18 jaar of ouder;Totaal;Alphen aan den Rijn;2017;820.0
67;Totaal 18 jaar of ouder;Totaal;Alphen aan den Rijn;2018;887.0
68;Totaal 18 jaar of ouder;Totaal;Alphen aan den Rijn;2019;413.0
69;Totaal 18 jaar of ouder;Totaal;Alphen aan den Rijn;2020;388.0
70;Totaal 18 jaar of ouder;Totaal;Alphen aan den Rijn;2021;500.0
71;Totaal 18 jaar of ouder;Totaal;Alphen aan den Rijn;2022;524.0
72;Totaal 18 jaar of ouder;Totaal;Alphen-Chaam;2017;102.0
73;Totaal 18 jaar of ouder;Totaal;Alphen-Chaam;2018;109.0
74;Totaal 18 jaar of ouder;Totaal;Alphen-Chaam;2019;49.0
75;Totaal 18 jaar of ouder;Totaal;Alphen-Chaam;2020;47.0
76;Totaal 18 jaar of ouder;Totaal;Alphen-Chaam;2021;65.0
77;Totaal 18 jaar of ouder;Totaal;Alphen-Chaam;2022;67.0
78;Totaal 18 jaar of ouder;Totaal;Altena;2017;
79;Totaal 18 jaar of ouder;Totaal;Altena;2018;
80;Totaal 18 jaar of ouder;Totaal;Altena;2019;177.0
81;Totaal 18 jaar of ouder;Totaal;Altena;2020;253.0
82;Totaal 18 jaar of ouder;Totaal;Altena;2021;327.0
83;Totaal 18 jaar of ouder;Totaal;Altena;2022;339.0
84;Totaal 18 jaar of ouder;Totaal;Ameland;2017;39.0
85;Totaal 18 jaar of ouder;Totaal;Ameland;2018;34.0
86;Totaal 18 jaar of ouder;Totaal;Ameland;2019;13.0
87;Totaal 18 jaar of ouder;Totaal;Ameland;2020;19.0
88;Totaal 18 jaar of ouder;Totaal;Ameland;2021;25.0
89;Totaal 18 jaar of ouder;Totaal;Ameland;2022;23.0
90;Totaal 18 jaar of ouder;Totaal;Amersfoort;2017;1259.0
91;Totaal 18 jaar of ouder;Totaal;Amersfoort;2018;1240.0
92;Totaal 18 jaar of ouder;Totaal;Amersfoort;2019;185.0
93;Totaal 18 jaar of ouder;Totaal;Amersfoort;2020;187.0
94;Totaal 18 jaar of ouder;Totaal;Amersfoort;2021;262.0
95;Totaal 18 jaar of ouder;Totaal;Amersfoort;2022;287.0
96;Totaal 18 jaar of ouder;Totaal;Amstelveen;2017;1365.0
97;Totaal 18 jaar of ouder;Totaal;Amstelveen;2018;1354.0
98;Totaal 18 jaar of ouder;Totaal;Amstelveen;2019;432.0
99;Totaal 18 jaar of ouder;Totaal;Amstelveen;2020;417.0
100;Totaal 18 jaar of ouder;Totaal;Amstelveen;2021;534.0
101;Totaal 18 jaar of ouder;Totaal;Amstelveen;2022;535.0
102;Totaal 18 jaar of ouder;Totaal;Amsterdam;2017;5588.0
103;Totaal 18 jaar of ouder;Totaal;Amsterdam;2018;5381.0
104;Totaal 18 jaar of ouder;Totaal;Amsterdam;2019;2676.0
105;Totaal 18 jaar of ouder;Totaal;Amsterdam;2020;2430.0
106;Totaal 18 jaar of ouder;Totaal;Amsterdam;2021;2871.0
107;Totaal 18 jaar of ouder;Totaal;Amsterdam;2022;2780.0
108;Totaal 18 jaar of ouder;Totaal;Apeldoorn;2017;2137.0
109;Totaal 18 jaar of ouder;Totaal;Apeldoorn;2018;2153.0
110;Totaal 18 jaar of ouder;Totaal;Apeldoorn;2019;1085.0
111;Totaal 18 jaar of ouder;Totaal;Apeldoorn;2020;450.0
112;Totaal 18 jaar of ouder;Totaal;Apeldoorn;2021;565.0
113;Totaal 18 jaar of ouder;Totaal;Apeldoorn;2022;630.0
114;Totaal 18 jaar of ouder;Totaal;Appingedam;2017;189.0
115;Totaal 18 jaar of ouder;Totaal;Appingedam;2018;191.0
116;Totaal 18 jaar of ouder;Totaal;Appingedam;2019;115.0
117;Totaal 18 jaar of ouder;Totaal;Appingedam;2020;98.0
118;Totaal 18 jaar of ouder;Totaal;Appingedam;2021;
119;Totaal 18 jaar of ouder;Totaal;Appingedam;2022;
120;Totaal 18 jaar of ouder;Totaal;Arnhem;2017;1878.0
121;Totaal 18 jaar of ouder;Totaal;Arnhem;2018;2116.0
122;Totaal 18 jaar of ouder;Totaal;Arnhem;2019;1129.0
123;Totaal 18 jaar of ouder;Totaal;Arnhem;2020;1201.0
124;Totaal 18 jaar of ouder;Totaal;Arnhem;2021;1472.0
125;Totaal 18 jaar of ouder;Totaal;Arnhem;2022;1500.0
126;Totaal 18 jaar of ouder;Totaal;Assen;2017;654.0
127;Totaal 18 jaar of ouder;Totaal;Assen;2018;563.0
128;Totaal 18 jaar of ouder;Totaal;Assen;2019;328.0
129;Totaal 18 jaar of ouder;Totaal;Assen;2020;447.0
130;Totaal 18 jaar of ouder;Totaal;Assen;2021;557.0
131;Totaal 18 jaar of ouder;Totaal;Assen;2022;583.0
132;Totaal 18 jaar of ouder;Totaal;Asten;2017;131.0
133;Totaal 18 jaar of ouder;Totaal;Asten;2018;142.0
134;Totaal 18 jaar of ouder;Totaal;Asten;2019;40.0
135;Totaal 18 jaar of ouder;Totaal;Asten;2020;39.0
136;Totaal 18 jaar of ouder;Totaal;Asten;2021;56.0
137;Totaal 18 jaar of ouder;Totaal;Asten;2022;64.0
138;Totaal 18 jaar of ouder;Totaal;Baarle-Nassau;2017;111.0
139;Totaal 18 jaar of ouder;Totaal;Baarle-Nassau;2018;101.0
140;Totaal 18 jaar of ouder;Totaal;Baarle-Nassau;2019;56.0
141;Totaal 18 jaar of ouder;Totaal;Baarle-Nassau;2020;48.0
142;Totaal 18 jaar of ouder;Totaal;Baarle-Nassau;2021;61.0
143;Totaal 18 jaar of ouder;Totaal;Baarle-Nassau;2022;60.0
144;Totaal 18 jaar of ouder;Totaal;Baarn;2017;253.0
145;Totaal 18 jaar of ouder;Totaal;Baarn;2018;260.0
146;Totaal 18 jaar of ouder;Totaal;Baarn;2019;119.0
147;Totaal 18 jaar of ouder;Totaal;Baarn;2020;135.0
148;Totaal 18 jaar of ouder;Totaal;Baarn;2021;169.0
149;Totaal 18 jaar of ouder;Totaal;Baarn;2022;168.0
150;Totaal 18 jaar of ouder;Totaal;Barendrecht;2017;414.0
151;Totaal 18 jaar of ouder;Totaal;Barendrecht;2018;412.0
152;Totaal 18 jaar of ouder;Totaal;Barendrecht;2019;172.0
153;Totaal 18 jaar of ouder;Totaal;Barendrecht;2020;187.0
154;Totaal 18 jaar of ouder;Totaal;Barendrecht;2021;243.0
155;Totaal 18 jaar of ouder;Totaal;Barendrecht;2022;267.0
156;Totaal 18 jaar of ouder;Totaal;Barneveld;2017;271.0
157;Totaal 18 jaar of ouder;Totaal;Barneveld;2018;291.0
158;Totaal 18 jaar of ouder;Totaal;Barneveld;2019;134.0
159;Totaal 18 jaar of ouder;Totaal;Barneveld;2020;214.0
160;Totaal 18 jaar of ouder;Totaal;Barneveld;2021;257.0
161;Totaal 18 jaar of ouder;Totaal;Barneveld;2022;269.0
162;Totaal 18 jaar of ouder;Totaal;Bedum;2017;108.0
163;Totaal 18 jaar of ouder;Totaal;Bedum;2018;113.0
164;Totaal 18 jaar of ouder;Totaal;Bedum;2019;
165;Totaal 18 jaar of ouder;Totaal;Bedum;2020;
166;Totaal 18 jaar of ouder;Totaal;Bedum;2021;
167;Totaal 18 jaar of ouder;Totaal;Bedum;2022;
168;Totaal 18 jaar of ouder;Totaal;Beek (L.);2017;346.0
169;Totaal 18 jaar of ouder;Totaal;Beek (L.);2018;314.0
170;Totaal 18 jaar of ouder;Totaal;Beek (L.);2019;116.0
171;Totaal 18 jaar of ouder;Totaal;Beek (L.);2020;102.0
172;Totaal 18 jaar of ouder;Totaal;Beek (L.);2021;126.0
173;Totaal 18 jaar of ouder;Totaal;Beek (L.);2022;131.0
174;Totaal 18 jaar of ouder;Totaal;Beekdaelen;2017;
175;Totaal 18 jaar of ouder;Totaal;Beekdaelen;2018;
176;Totaal 18 jaar of ouder;Totaal;Beekdaelen;2019;226.0
177;Totaal 18 jaar of ouder;Totaal;Beekdaelen;2020;219.0
178;Totaal 18 jaar of ouder;Totaal;Beekdaelen;2021;269.0
179;Totaal 18 jaar of ouder;Totaal;Beekdaelen;2022;293.0
180;Totaal 18 jaar of ouder;Totaal;Beemster;2017;102.0
181;Totaal 18 jaar of ouder;Totaal;Beemster;2018;101.0
182;Totaal 18 jaar of ouder;Totaal;Beemster;2019;36.0
183;Totaal 18 jaar of ouder;Totaal;Beemster;2020;34.0
184;Totaal 18 jaar of ouder;Totaal;Beemster;2021;45.0
185;Totaal 18 jaar of ouder;Totaal;Beemster;2022;
186;Totaal 18 jaar of ouder;Totaal;Beesel;2017;176.0
187;Totaal 18 jaar of ouder;Totaal;Beesel;2018;165.0
188;Totaal 18 jaar of ouder;Totaal;Beesel;2019;93.0
189;Totaal 18 jaar of ouder;Totaal;Beesel;2020;95.0
190;Totaal 18 jaar of ouder;Totaal;Beesel;2021;118.0
191;Totaal 18 jaar of ouder;Totaal;Beesel;2022;116.0
192;Totaal 18 jaar of ouder;Totaal;Bellingwedde;2017;66.0
193;Totaal 18 jaar of ouder;Totaal;Bellingwedde;2018;
194;Totaal 18 jaar of ouder;Totaal;Bellingwedde;2019;
195;Totaal 18 jaar of ouder;Totaal;Bellingwedde;2020;
196;Totaal 18 jaar of ouder;Totaal;Bellingwedde;2021;
197;Totaal 18 jaar of ouder;Totaal;Bellingwedde;2022;
198;Totaal 18 jaar of ouder;Totaal;Berg en Dal;2017;354.0
199;Totaal 18 jaar of ouder;Totaal;Berg en Dal;2018;378.0
200;Totaal 18 jaar of ouder;Totaal;Berg en Dal;2019;102.0
201;Totaal 18 jaar of ouder;Totaal;Berg en Dal;2020;129.0
202;Totaal 18 jaar of ouder;Totaal;Berg en Dal;2021;164.0
203;Totaal 18 jaar of ouder;Totaal;Berg en Dal;2022;168.0
204;Totaal 18 jaar of ouder;Totaal;Bergeijk;2017;214.0
205;Totaal 18 jaar of ouder;Totaal;Bergeijk;2018;240.0
206;Totaal 18 jaar of ouder;Totaal;Bergeijk;2019;106.0
207;Totaal 18 jaar of ouder;Totaal;Bergeijk;2020;101.0
208;Totaal 18 jaar of ouder;Totaal;Bergeijk;2021;131.0
209;Totaal 18 jaar of ouder;Totaal;Bergeijk;2022;139.0
210;Totaal 18 jaar of ouder;Totaal;Bergen (L.);2017;156.0
211;Totaal 18 jaar of ouder;Totaal;Bergen (L.);2018;175.0
212;Totaal 18 jaar of ouder;Totaal;Bergen (L.);2019;96.0
213;Totaal 18 jaar of ouder;Totaal;Bergen (L.);2020;74.0
214;Totaal 18 jaar of ouder;Totaal;Bergen (L.);2021;106.0
215;Totaal 18 jaar of ouder;Totaal;Bergen (L.);2022;109.0
216;Totaal 18 jaar of ouder;Totaal;Bergen (NH.);2017;175.0
217;Totaal 18 jaar of ouder;Totaal;Bergen (NH.);2018;127.0
218;Totaal 18 jaar of ouder;Totaal;Bergen (NH.);2019;38.0
219;Totaal 18 jaar of ouder;Totaal;Bergen (NH.);2020;87.0
220;Totaal 18 jaar of ouder;Totaal;Bergen (NH.);2021;122.0
221;Totaal 18 jaar of ouder;Totaal;Bergen (NH.);2022;135.0
222;Totaal 18 jaar of ouder;Totaal;Bergen op Zoom;2017;1015.0
223;Totaal 18 jaar of ouder;Totaal;Bergen op Zoom;2018;977.0
224;Totaal 18 jaar of ouder;Totaal;Bergen op Zoom;2019;542.0
225;Totaal 18 jaar of ouder;Totaal;Bergen op Zoom;2020;493.0
226;Totaal 18 jaar of ouder;Totaal;Bergen op Zoom;2021;619.0
227;Totaal 18 jaar of ouder;Totaal;Bergen op Zoom;2022;673.0
228;Totaal 18 jaar of ouder;Totaal;Berkelland;2017;624.0
229;Totaal 18 jaar of ouder;Totaal;Berkelland;2018;640.0
230;Totaal 18 jaar of ouder;Totaal;Berkelland;2019;339.0
231;Totaal 18 jaar of ouder;Totaal;Berkelland;2020;308.0
232;Totaal 18 jaar of ouder;Totaal;Berkelland;2021;384.0
233;Totaal 18 jaar of ouder;Totaal;Berkelland;2022;392.0
234;Totaal 18 jaar of ouder;Totaal;Bernheze;2017;315.0
235;Totaal 18 jaar of ouder;Totaal;Bernheze;2018;356.0
236;Totaal 18 jaar of ouder;Totaal;Bernheze;2019;164.0
237;Totaal 18 jaar of ouder;Totaal;Bernheze;2020;31.0
238;Totaal 18 jaar of ouder;Totaal;Bernheze;2021;44.0
239;Totaal 18 jaar of ouder;Totaal;Bernheze;2022;55.0
240;Totaal 18 jaar of ouder;Totaal;Best;2017;287.0
241;Totaal 18 jaar of ouder;Totaal;Best;2018;277.0
242;Totaal 18 jaar of ouder;Totaal;Best;2019;84.0
243;Totaal 18 jaar of ouder;Totaal;Best;2020;77.0
244;Totaal 18 jaar of ouder;Totaal;Best;2021;99.0
245;Totaal 18 jaar of ouder;Totaal;Best;2022;116.0
246;Totaal 18 jaar of ouder;Totaal;Beuningen;2017;129.0
247;Totaal 18 jaar of ouder;Totaal;Beuningen;2018;149.0
248;Totaal 18 jaar of ouder;Totaal;Beuningen;2019;109.0
249;Totaal 18 jaar of ouder;Totaal;Beuningen;2020;133.0
250;Totaal 18 jaar of ouder;Totaal;Beuningen;2021;172.0
251;Totaal 18 jaar of ouder;Totaal;Beuningen;2022;182.0
252;Totaal 18 jaar of ouder;Totaal;Beverwijk;2017;672.0
253;Totaal 18 jaar of ouder;Totaal;Beverwijk;2018;535.0
254;Totaal 18 jaar of ouder;Totaal;Beverwijk;2019;145.0
255;Totaal 18 jaar of ouder;Totaal;Beverwijk;2020;130.0
256;Totaal 18 jaar of ouder;Totaal;Beverwijk;2021;172.0
257;Totaal 18 jaar of ouder;Totaal;Beverwijk;2022;176.0
258;Totaal 18 jaar of ouder;Totaal;het Bildt;2017;64.0
259;Totaal 18 jaar of ouder;Totaal;het Bildt;2018;
260;Totaal 18 jaar of ouder;Totaal;het Bildt;2019;
261;Totaal 18 jaar of ouder;Totaal;het Bildt;2020;
262;Totaal 18 jaar of ouder;Totaal;het Bildt;2021;
263;Totaal 18 jaar of ouder;Totaal;het Bildt;2022;
264;Totaal 18 jaar of ouder;Totaal;De Bilt;2017;378.0
265;Totaal 18 jaar of ouder;Totaal;De Bilt;2018;409.0
266;Totaal 18 jaar of ouder;Totaal;De Bilt;2019;56.0
267;Totaal 18 jaar of ouder;Totaal;De Bilt;2020;72.0
268;Totaal 18 jaar of ouder;Totaal;De Bilt;2021;91.0
269;Totaal 18 jaar of ouder;Totaal;De Bilt;2022;100.0
270;Totaal 18 jaar of ouder;Totaal;Binnenmaas;2017;306.0
271;Totaal 18 jaar of ouder;Totaal;Binnenmaas;2018;292.0
272;Totaal 18 jaar of ouder;Totaal;Binnenmaas;2019;
273;Totaal 18 jaar of ouder;Totaal;Binnenmaas;2020;
274;Totaal 18 jaar of ouder;Totaal;Binnenmaas;2021;
275;Totaal 18 jaar of ouder;Totaal;Binnenmaas;2022;
276;Totaal 18 jaar of ouder;Totaal;Bladel;2017;264.0
277;Totaal 18 jaar of ouder;Totaal;Bladel;2018;274.0
278;Totaal 18 jaar of ouder;Totaal;Bladel;2019;120.0
279;Totaal 18 jaar of ouder;Totaal;Bladel;2020;114.0
280;Totaal 18 jaar of ouder;Totaal;Bladel;2021;146.0
281;Totaal 18 jaar of ouder;Totaal;Bladel;2022;151.0
282;Totaal 18 jaar of ouder;Totaal;Blaricum;2017;121.0
283;Totaal 18 jaar of ouder;Totaal;Blaricum;2018;110.0
284;Totaal 18 jaar of ouder;Totaal;Blaricum;2019;36.0
285;Totaal 18 jaar of ouder;Totaal;Blaricum;2020;44.0
286;Totaal 18 jaar of ouder;Totaal;Blaricum;2021;55.0
287;Totaal 18 jaar of ouder;Totaal;Blaricum;2022;58.0
288;Totaal 18 jaar of ouder;Totaal;Bloemendaal;2017;294.0
289;Totaal 18 jaar of ouder;Totaal;Bloemendaal;2018;306.0
290;Totaal 18 jaar of ouder;Totaal;Bloemendaal;2019;91.0
291;Totaal 18 jaar of ouder;Totaal;Bloemendaal;2020;97.0
292;Totaal 18 jaar of ouder;Totaal;Bloemendaal;2021;121.0
293;Totaal 18 jaar of ouder;Totaal;Bloemendaal;2022;128.0
294;Totaal 18 jaar of ouder;Totaal;Bodegraven-Reeuwijk;2017;335.0
295;Totaal 18 jaar of ouder;Totaal;Bodegraven-Reeuwijk;2018;352.0
296;Totaal 18 jaar of ouder;Totaal;Bodegraven-Reeuwijk;2019;129.0
297;Totaal 18 jaar of ouder;Totaal;Bodegraven-Reeuwijk;2020;130.0
298;Totaal 18 jaar of ouder;Totaal;Bodegraven-Reeuwijk;2021;166.0
299;Totaal 18 jaar of ouder;Totaal;Bodegraven-Reeuwijk;2022;172.0
300;Totaal 18 jaar of ouder;Totaal;Boekel;2017;77.0
301;Totaal 18 jaar of ouder;Totaal;Boekel;2018;87.0
302;Totaal 18 jaar of ouder;Totaal;Boekel;2019;50.0
303;Totaal 18 jaar of ouder;Totaal;Boekel;2020;43.0
304;Totaal 18 jaar of ouder;Totaal;Boekel;2021;57.0
305;Totaal 18 jaar of ouder;Totaal;Boekel;2022;62.0
306;Totaal 18 jaar of ouder;Totaal;Ten Boer;2017;27.0
307;Totaal 18 jaar of ouder;Totaal;Ten Boer;2018;22.0
308;Totaal 18 jaar of ouder;Totaal;Ten Boer;2019;
309;Totaal 18 jaar of ouder;Totaal;Ten Boer;2020;
310;Totaal 18 jaar of ouder;Totaal;Ten Boer;2021;
311;Totaal 18 jaar of ouder;Totaal;Ten Boer;2022;
312;Totaal 18 jaar of ouder;Totaal;Borger-Odoorn;2017;147.0
313;Totaal 18 jaar of ouder;Totaal;Borger-Odoorn;2018;176.0
314;Totaal 18 jaar of ouder;Totaal;Borger-Odoorn;2019;91.0
315;Totaal 18 jaar of ouder;Totaal;Borger-Odoorn;2020;94.0
316;Totaal 18 jaar of ouder;Totaal;Borger-Odoorn;2021;97.0
317;Totaal 18 jaar of ouder;Totaal;Borger-Odoorn;2022;103.0
318;Totaal 18 jaar of ouder;Totaal;Borne;2017;371.0
319;Totaal 18 jaar of ouder;Totaal;Borne;2018;361.0
320;Totaal 18 jaar of ouder;Totaal;Borne;2019;168.0
321;Totaal 18 jaar of ouder;Totaal;Borne;2020;156.0
322;Totaal 18 jaar of ouder;Totaal;Borne;2021;197.0
323;Totaal 18 jaar of ouder;Totaal;Borne;2022;220.0
324;Totaal 18 jaar of ouder;Totaal;Borsele;2017;297.0
325;Totaal 18 jaar of ouder;Totaal;Borsele;2018;348.0
326;Totaal 18 jaar of ouder;Totaal;Borsele;2019;121.0
327;Totaal 18 jaar of ouder;Totaal;Borsele;2020;109.0
328;Totaal 18 jaar of ouder;Totaal;Borsele;2021;136.0
329;Totaal 18 jaar of ouder;Totaal;Borsele;2022;131.0
330;Totaal 18 jaar of ouder;Totaal;Boxmeer;2017;205.0
331;Totaal 18 jaar of ouder;Totaal;Boxmeer;2018;276.0
332;Totaal 18 jaar of ouder;Totaal;Boxmeer;2019;70.0
333;Totaal 18 jaar of ouder;Totaal;Boxmeer;2020;69.0
334;Totaal 18 jaar of ouder;Totaal;Boxmeer;2021;95.0
335;Totaal 18 jaar of ouder;Totaal;Boxmeer;2022;
336;Totaal 18 jaar of ouder;Totaal;Boxtel;2017;361.0
337;Totaal 18 jaar of ouder;Totaal;Boxtel;2018;327.0
338;Totaal 18 jaar of ouder;Totaal;Boxtel;2019;82.0
339;Totaal 18 jaar of ouder;Totaal;Boxtel;2020;93.0
340;Totaal 18 jaar of ouder;Totaal;Boxtel;2021;131.0
341;Totaal 18 jaar of ouder;Totaal;Boxtel;2022;137.0
342;Totaal 18 jaar of ouder;Totaal;Breda;2017;2420.0
343;Totaal 18 jaar of ouder;Totaal;Breda;2018;2469.0
344;Totaal 18 jaar of ouder;Totaal;Breda;2019;1144.0
345;Totaal 18 jaar of ouder;Totaal;Breda;2020;1080.0
346;Totaal 18 jaar of ouder;Totaal;Breda;2021;1363.0
347;Totaal 18 jaar of ouder;Totaal;Breda;2022;1365.0
348;Totaal 18 jaar of ouder;Totaal;Brielle;2017;207.0
349;Totaal 18 jaar of ouder;Totaal;Brielle;2018;219.0
350;Totaal 18 jaar of ouder;Totaal;Brielle;2019;78.0
351;Totaal 18 jaar of ouder;Totaal;Brielle;2020;79.0
352;Totaal 18 jaar of ouder;Totaal;Brielle;2021;96.0
353;Totaal 18 jaar of ouder;Totaal;Brielle;2022;105.0
354;Totaal 18 jaar of ouder;Totaal;Bronckhorst;2017;527.0
355;Totaal 18 jaar of ouder;Totaal;Bronckhorst;2018;551.0
356;Totaal 18 jaar of ouder;Totaal;Bronckhorst;2019;248.0
357;Totaal 18 jaar of ouder;Totaal;Bronckhorst;2020;231.0
358;Totaal 18 jaar of ouder;Totaal;Bronckhorst;2021;281.0
359;Totaal 18 jaar of ouder;Totaal;Bronckhorst;2022;291.0
360;Totaal 18 jaar of ouder;Totaal;Brummen;2017;315.0
361;Totaal 18 jaar of ouder;Totaal;Brummen;2018;333.0
362;Totaal 18 jaar of ouder;Totaal;Brummen;2019;135.0
363;Totaal 18 jaar of ouder;Totaal;Brummen;2020;140.0
364;Totaal 18 jaar of ouder;Totaal;Brummen;2021;164.0
365;Totaal 18 jaar of ouder;Totaal;Brummen;2022;163.0
366;Totaal 18 jaar of ouder;Totaal;Brunssum;2017;553.0
367;Totaal 18 jaar of ouder;Totaal;Brunssum;2018;553.0
368;Totaal 18 jaar of ouder;Totaal;Brunssum;2019;271.0
369;Totaal 18 jaar of ouder;Totaal;Brunssum;2020;239.0
370;Totaal 18 jaar of ouder;Totaal;Brunssum;2021;302.0
371;Totaal 18 jaar of ouder;Totaal;Brunssum;2022;308.0
372;Totaal 18 jaar of ouder;Totaal;Bunnik;2017;214.0
373;Totaal 18 jaar of ouder;Totaal;Bunnik;2018;225.0
374;Totaal 18 jaar of ouder;Totaal;Bunnik;2019;56.0
375;Totaal 18 jaar of ouder;Totaal;Bunnik;2020;61.0
376;Totaal 18 jaar of ouder;Totaal;Bunnik;2021;83.0
377;Totaal 18 jaar of ouder;Totaal;Bunnik;2022;89.0
378;Totaal 18 jaar of ouder;Totaal;Bunschoten;2017;137.0
379;Totaal 18 jaar of ouder;Totaal;Bunschoten;2018;139.0
380;Totaal 18 jaar of ouder;Totaal;Bunschoten;2019;72.0
381;Totaal 18 jaar of ouder;Totaal;Bunschoten;2020;89.0
382;Totaal 18 jaar of ouder;Totaal;Bunschoten;2021;116.0
383;Totaal 18 jaar of ouder;Totaal;Bunschoten;2022;123.0
384;Totaal 18 jaar of ouder;Totaal;Buren;2017;210.0
385;Totaal 18 jaar of ouder;Totaal;Buren;2018;190.0
386;Totaal 18 jaar of ouder;Totaal;Buren;2019;93.0
387;Totaal 18 jaar of ouder;Totaal;Buren;2020;97.0
388;Totaal 18 jaar of ouder;Totaal;Buren;2021;120.0
389;Totaal 18 jaar of ouder;Totaal;Buren;2022;132.0
