ID;RegioSSituatie2011;Perioden;TotaleBevolking_1;k_0Tot20Jaar_2;k_20Tot65Jaar_3;k_65JaarOfOuder_4;Autochtonen_5;Totaal1eEn2eGeneratie_6;k_1eGeneratie_7;k_2eGeneratie_8;Totaal1eEn2eGeneratie_9;k_1eGeneratie_10;k_2eGeneratie_11;Totaal1eEn2eGeneratie_12;k_1eGeneratie_13;k_2eGeneratie_14;Totaal1eEn2eGeneratie_15;k_1eGeneratie_16;k_2eGeneratie_17;Totaal1eEn2eGeneratie_18;k_1eGeneratie_19;k_2eGeneratie_20;Totaal1eEn2eGeneratie_21;k_1eGeneratie_22;k_2eGeneratie_23;Totaal1eEn2eGeneratie_24;k_1eGeneratie_25;k_2eGeneratie_26;Levendgeborenen_27;Overledenen_28;Immigratie_29;EmigratieInclusiefCorrecties_30;VestigersUitAndereGemeente_31;VertrekkersNaarAndereGemeente_32;RegionaleCodering_33
20;Nederland;2031;17718.5;3775.0;9676.2;4267.3;13282.0;2577.2;1308.3;1268.9;463.9;184.1;279.7;209.4;110.5;98.9;386.5;183.5;203.0;468.9;211.5;257.3;1048.5;618.6;430.0;1859.3;894.5;964.9;190.8;183.8;142.7;127.8;599.7;599.7;NL01  
21;Nederland;2032;17745.9;3785.5;9630.7;4329.7;13267.4;2608.1;1319.1;1289.0;467.7;184.6;283.1;212.8;111.8;101.0;387.4;182.8;204.7;471.7;211.8;259.9;1068.4;628.1;440.3;1870.5;901.7;968.8;190.3;186.9;142.6;127.5;603.4;603.4;NL01  
22;Nederland;2033;17769.8;3796.3;9586.8;4386.8;13249.8;2638.7;1329.7;1309.1;471.4;185.0;286.4;216.2;113.1;103.1;388.3;182.0;206.3;474.5;212.0;262.4;1088.5;637.6;450.9;1881.3;908.7;972.6;189.6;190.0;142.6;127.3;607.0;607.0;NL01  
23;Nederland;2034;17790.2;3806.2;9542.2;4441.8;13229.1;2669.1;1340.0;1329.1;475.0;185.3;289.7;219.5;114.3;105.2;389.0;181.1;207.9;477.1;212.2;264.9;1108.5;647.1;461.4;1892.0;915.8;976.3;188.7;193.1;142.7;127.1;612.3;612.3;NL01  
24;Nederland;2035;17807.0;3815.0;9489.2;4502.8;13205.2;2699.1;1350.1;1349.0;478.5;185.6;292.9;222.7;115.4;107.3;389.6;180.1;209.4;479.7;212.3;267.4;1128.6;656.6;472.0;1902.6;922.8;979.8;187.8;196.0;142.9;126.9;618.4;618.4;NL01  
25;Nederland;2036;17820.2;3822.2;9443.3;4554.8;13178.2;2728.8;1359.9;1368.9;481.9;185.8;296.1;226.0;116.6;109.4;390.0;179.1;210.9;482.1;212.4;269.7;1148.7;666.0;482.7;1913.2;929.9;983.3;186.8;198.7;143.1;126.9;623.8;623.8;NL01  
26;Nederland;2037;17829.9;3827.5;9408.6;4593.9;13148.2;2758.0;1369.4;1388.7;485.2;186.0;299.2;229.2;117.7;111.5;390.3;177.9;212.4;484.5;212.4;272.1;1168.8;675.4;493.4;1923.7;937.1;986.7;185.8;201.2;143.3;126.8;628.7;628.7;NL01  
27;Nederland;2038;17836.5;3830.9;9386.0;4619.7;13115.4;2786.8;1378.5;1408.4;488.4;186.1;302.3;232.4;118.8;113.6;390.6;176.7;213.9;486.8;212.4;274.4;1188.7;684.6;504.2;1934.2;944.3;990.0;184.9;203.5;143.4;126.8;632.7;632.7;NL01  
28;Nederland;2039;17839.9;3832.0;9380.9;4627.0;13080.0;2815.2;1387.2;1428.0;491.4;186.2;305.2;235.6;119.8;115.7;390.6;175.3;215.3;488.9;212.2;276.7;1208.7;693.7;515.0;1944.7;951.5;993.2;184.1;205.5;143.6;126.8;641.3;641.3;NL01  
29;Nederland;2040;17840.7;3831.1;9384.3;4625.2;13042.6;2843.0;1395.6;1447.4;494.3;186.2;308.1;238.7;120.9;117.8;390.6;173.8;216.8;490.9;212.1;278.9;1228.4;702.6;525.8;1955.1;958.7;996.5;;;;;;;NL01  
30;Noord-Nederland (LD);2011;;;;;;;;;;;;;;;;;;;;;;;;;;;17.3;15.2;11.1;8.8;69.3;70.1;LD01  
31;Noord-Nederland (LD);2012;1722.7;396.4;1021.1;305.2;1541.0;78.5;45.9;32.7;6.0;2.6;3.4;8.7;5.0;3.8;11.6;5.6;6.1;8.8;4.4;4.5;43.3;28.4;14.9;103.1;42.5;60.6;17.2;15.3;11.0;9.1;68.7;69.2;LD01  
32;Noord-Nederland (LD);2013;1726.5;393.4;1015.8;317.3;1540.6;81.2;47.1;34.2;6.4;2.7;3.7;9.0;5.1;3.9;12.0;5.6;6.3;9.2;4.5;4.7;44.6;29.1;15.5;104.7;43.6;61.1;17.2;15.4;10.8;9.3;68.4;68.8;LD01  
33;Noord-Nederland (LD);2014;1730.0;390.9;1011.2;328.0;1539.9;84.0;48.4;35.6;6.8;2.8;4.0;9.3;5.3;4.0;12.3;5.8;6.6;9.6;4.6;5.0;45.9;29.9;16.0;106.2;44.7;61.5;17.3;15.7;10.7;9.6;68.7;69.1;LD01  
34;Noord-Nederland (LD);2015;1733.0;388.2;1007.6;337.1;1538.7;86.7;49.6;37.0;7.2;2.9;4.3;9.5;5.4;4.1;12.7;5.9;6.8;10.0;4.8;5.2;47.3;30.7;16.6;107.6;45.5;62.1;17.4;15.6;10.6;10.0;69.0;69.3;LD01  
35;Noord-Nederland (LD);2016;1735.6;385.7;1004.1;345.8;1537.3;89.4;51.0;38.4;7.6;3.0;4.6;9.8;5.6;4.2;13.0;6.0;7.0;10.4;4.9;5.5;48.7;31.5;17.2;108.9;46.4;62.5;17.4;16.1;10.6;10.0;69.3;69.3;LD01  
36;Noord-Nederland (LD);2017;1738.3;383.3;1000.8;354.1;1536.1;92.1;52.2;39.9;8.0;3.2;4.9;10.0;5.7;4.3;13.3;6.1;7.2;10.8;5.0;5.8;49.9;32.2;17.7;110.1;47.1;63.0;17.6;16.1;10.7;10.1;69.6;69.9;LD01  
37;Noord-Nederland (LD);2018;1740.6;381.4;995.9;363.3;1534.5;94.8;53.3;41.4;8.4;3.3;5.1;10.3;5.8;4.4;13.6;6.2;7.4;11.2;5.2;6.0;51.3;32.9;18.4;111.4;47.8;63.6;17.7;16.3;10.7;10.3;70.2;71.0;LD01  
38;Noord-Nederland (LD);2019;1742.3;378.8;991.4;372.1;1532.0;97.8;54.6;43.2;8.9;3.4;5.5;10.5;6.0;4.5;14.0;6.3;7.7;11.6;5.3;6.3;52.8;33.6;19.2;112.5;48.5;64.1;17.8;16.5;10.8;10.3;70.6;71.0;LD01  
39;Noord-Nederland (LD);2020;1744.4;376.0;987.7;380.6;1529.8;100.7;55.9;44.8;9.3;3.5;5.8;10.8;6.2;4.6;14.3;6.4;8.0;12.0;5.5;6.6;54.2;34.4;19.9;113.8;49.2;64.6;17.8;16.7;10.7;10.2;71.6;71.6;LD01  
40;Noord-Nederland (LD);2021;1746.6;372.8;984.5;389.3;1528.0;103.8;57.3;46.5;9.8;3.6;6.1;11.1;6.3;4.8;14.7;6.5;8.3;12.5;5.6;6.9;55.7;35.1;20.5;114.8;49.7;65.1;17.9;17.1;10.7;10.5;71.7;72.0;LD01  
41;Noord-Nederland (LD);2022;1747.9;369.6;980.5;397.8;1525.6;106.5;58.2;48.2;10.2;3.8;6.4;11.4;6.5;4.9;15.1;6.6;8.5;12.8;5.7;7.1;56.9;35.6;21.3;115.9;50.3;65.6;17.9;17.2;10.9;10.4;71.5;71.6;LD01  
42;Noord-Nederland (LD);2023;1749.6;366.3;977.2;406.1;1523.4;109.2;59.3;49.9;10.7;3.9;6.8;11.7;6.7;5.0;15.5;6.7;8.8;13.2;5.8;7.4;58.1;36.1;21.9;117.0;51.0;66.0;17.9;17.6;10.7;10.2;71.7;71.4;LD01  
43;Noord-Nederland (LD);2024;1751.2;364.2;972.5;414.4;1521.3;111.8;60.3;51.6;11.1;4.0;7.1;11.9;6.9;5.1;15.8;6.8;9.0;13.6;5.9;7.7;59.4;36.7;22.7;118.1;51.8;66.3;17.7;17.9;10.7;10.3;72.4;72.7;LD01  
44;Noord-Nederland (LD);2025;1751.6;362.5;966.5;422.6;1518.1;114.6;61.3;53.3;11.5;4.1;7.4;12.3;7.0;5.3;16.2;6.9;9.3;14.0;6.0;8.0;60.6;37.3;23.3;119.0;52.2;66.7;17.5;18.3;10.7;10.3;73.6;73.4;LD01  
45;Noord-Nederland (LD);2026;1752.1;361.7;960.0;430.4;1515.0;117.2;62.3;54.9;11.9;4.2;7.7;12.5;7.1;5.4;16.5;6.9;9.5;14.3;6.1;8.3;61.9;37.9;24.0;119.9;52.8;67.1;17.6;18.6;10.7;10.1;74.4;74.2;LD01  
46;Noord-Nederland (LD);2027;1752.3;361.2;953.0;438.1;1511.5;119.9;63.2;56.7;12.4;4.3;8.1;12.9;7.3;5.6;16.8;7.0;9.8;14.7;6.1;8.5;63.2;38.4;24.8;120.9;53.4;67.5;17.4;19.0;10.6;10.1;75.5;75.1;LD01  
47;Noord-Nederland (LD);2028;1752.1;361.3;945.3;445.6;1507.6;122.9;64.3;58.5;12.8;4.4;8.4;13.1;7.4;5.7;17.2;7.1;10.1;15.0;6.2;8.8;64.8;39.2;25.6;121.6;53.8;67.8;17.4;19.6;10.5;10.1;75.6;74.9;LD01  
48;Noord-Nederland (LD);2029;1751.7;361.1;937.6;453.0;1503.2;125.8;65.5;60.3;13.3;4.5;8.8;13.3;7.5;5.8;17.5;7.2;10.3;15.3;6.3;9.0;66.3;40.0;26.3;122.6;54.5;68.2;17.3;19.6;10.5;10.0;76.1;75.7;LD01  
49;Noord-Nederland (LD);2030;1750.8;360.3;929.9;460.7;1498.5;128.7;66.6;62.1;13.8;4.6;9.2;13.5;7.6;5.9;17.9;7.3;10.6;15.7;6.4;9.3;67.8;40.7;27.1;123.6;55.0;68.5;17.2;20.0;10.3;9.9;76.3;75.6;LD01  
50;Noord-Nederland (LD);2031;1749.8;360.2;922.1;467.4;1493.9;131.3;67.5;63.8;14.2;4.7;9.5;13.7;7.7;6.0;18.2;7.3;10.9;16.0;6.4;9.6;69.2;41.3;27.9;124.6;55.6;69.0;17.2;20.4;10.4;9.9;76.2;75.3;LD01  
51;Noord-Nederland (LD);2032;1748.5;360.5;914.8;473.2;1488.6;134.4;68.6;65.7;14.7;4.8;9.9;14.1;7.9;6.2;18.5;7.3;11.1;16.4;6.5;9.9;70.7;42.1;28.7;125.6;56.3;69.3;17.1;20.8;10.4;9.9;76.2;75.2;LD01  
52;Noord-Nederland (LD);2033;1746.9;360.5;907.6;478.8;1483.4;137.2;69.6;67.6;15.1;4.9;10.2;14.4;8.0;6.4;18.7;7.3;11.4;16.7;6.5;10.2;72.3;42.8;29.5;126.3;56.7;69.6;17.0;21.2;10.4;9.9;76.0;75.0;LD01  
53;Noord-Nederland (LD);2034;1744.8;360.5;900.4;484.0;1477.8;140.0;70.6;69.4;15.6;5.0;10.6;14.7;8.2;6.5;19.0;7.3;11.6;17.0;6.6;10.4;73.8;43.5;30.3;127.0;57.2;69.7;16.9;21.5;10.3;9.8;76.3;75.1;LD01  
54;Noord-Nederland (LD);2035;1742.5;360.4;892.3;489.9;1472.1;142.5;71.3;71.3;16.0;5.1;10.9;15.0;8.2;6.7;19.2;7.3;11.9;17.3;6.7;10.7;75.0;44.0;31.1;127.8;57.7;70.1;16.7;21.6;10.4;9.8;76.2;75.0;LD01  
55;Noord-Nederland (LD);2036;1739.9;360.0;885.1;494.9;1466.4;145.2;72.2;73.0;16.4;5.2;11.3;15.2;8.3;6.9;19.4;7.4;12.1;17.6;6.7;10.9;76.4;44.6;31.9;128.4;58.2;70.2;16.5;22.2;10.3;9.7;76.1;74.9;LD01  
56;Noord-Nederland (LD);2037;1736.6;359.5;878.5;498.6;1459.7;147.9;73.2;74.7;16.9;5.3;11.6;15.5;8.5;7.0;19.7;7.4;12.3;17.9;6.8;11.1;77.9;45.3;32.6;128.9;58.5;70.4;16.4;22.1;10.3;9.8;76.5;75.2;LD01  
57;Noord-Nederland (LD);2038;1733.1;358.6;873.7;500.7;1453.0;150.6;74.1;76.4;17.3;5.4;11.9;15.8;8.6;7.2;20.0;7.4;12.6;18.2;6.8;11.4;79.3;46.0;33.3;129.5;58.9;70.6;16.2;22.5;10.2;9.8;76.2;75.0;LD01  
58;Noord-Nederland (LD);2039;1729.0;357.0;871.2;500.8;1445.4;153.3;75.2;78.1;17.7;5.4;12.3;16.1;8.7;7.4;20.3;7.5;12.8;18.4;6.9;11.6;80.8;46.7;34.1;130.3;59.4;70.8;16.1;22.6;10.2;9.7;75.9;74.7;LD01  
59;Noord-Nederland (LD);2040;1724.8;355.3;870.2;499.3;1437.9;156.1;76.2;79.9;18.2;5.5;12.6;16.4;8.8;7.6;20.6;7.5;13.0;18.7;6.9;11.8;82.2;47.4;34.8;130.8;59.9;70.9;;;;;;;LD01  
60;Oost-Nederland (LD);2011;;;;;;;;;;;;;;;;;;;;;;;;;;;39.2;28.1;22.4;19.3;108.9;108.7;LD02  
61;Oost-Nederland (LD);2012;3547.3;874.8;2110.5;562.0;2979.9;297.5;164.1;133.4;36.7;16.2;20.5;21.0;11.6;9.5;43.4;21.1;22.3;80.8;39.6;41.2;115.6;75.6;40.0;269.9;103.4;166.6;38.8;28.5;22.1;19.3;107.8;107.1;LD02  
62;Oost-Nederland (LD);2013;3562.1;870.5;2105.7;585.9;2984.9;303.8;166.0;137.8;37.9;16.4;21.5;21.4;11.7;9.7;44.2;21.2;23.0;81.2;39.5;41.8;119.0;77.2;41.9;273.4;105.9;167.5;38.9;28.9;21.3;19.5;109.9;108.8;LD02  
63;Oost-Nederland (LD);2014;3576.0;865.8;2103.2;606.9;2988.9;310.1;167.9;142.2;39.2;16.6;22.6;21.9;11.9;10.0;44.9;21.2;23.7;81.7;39.4;42.2;122.4;78.7;43.7;277.0;108.5;168.5;38.7;29.5;20.9;19.8;113.7;111.6;LD02  
64;Oost-Nederland (LD);2015;3589.4;861.2;2102.3;625.9;2993.3;315.9;169.8;146.1;40.4;16.8;23.6;22.4;12.2;10.2;45.6;21.3;24.3;82.0;39.4;42.7;125.5;80.1;45.4;280.1;110.8;169.3;38.8;29.9;20.8;19.8;114.9;113.1;LD02  
65;Oost-Nederland (LD);2016;3602.2;858.1;2100.4;643.6;2996.7;322.0;172.0;150.0;41.6;17.0;24.5;22.9;12.5;10.4;46.3;21.5;24.8;82.3;39.4;43.0;128.9;81.6;47.3;283.4;113.2;170.2;38.9;30.2;20.5;20.1;115.5;113.7;LD02  
66;Oost-Nederland (LD);2017;3614.2;854.9;2097.9;661.4;2999.5;327.8;174.2;153.7;42.7;17.3;25.4;23.5;12.8;10.7;46.9;21.7;25.3;82.5;39.3;43.3;132.2;83.2;49.0;286.8;115.6;171.3;39.1;30.6;20.5;20.0;120.3;117.5;LD02  
67;Oost-Nederland (LD);2018;3627.1;851.5;2095.4;680.2;3003.3;333.8;176.3;157.5;43.7;17.4;26.3;24.1;13.1;11.0;47.7;21.8;25.9;82.8;39.2;43.6;135.4;84.7;50.7;290.0;117.7;172.3;39.1;30.9;20.3;20.0;122.4;119.5;LD02  
68;Oost-Nederland (LD);2019;3639.6;846.6;2094.5;698.5;3006.7;339.9;178.6;161.3;44.8;17.7;27.1;24.8;13.5;11.4;48.4;22.0;26.4;83.0;39.1;43.9;138.9;86.4;52.5;292.9;119.8;173.1;39.4;31.6;20.4;19.9;124.7;121.7;LD02  
69;Oost-Nederland (LD);2020;3652.0;842.2;2092.8;717.0;3010.1;345.9;180.9;165.1;45.8;17.8;27.9;25.4;13.8;11.7;49.2;22.2;27.0;83.2;39.0;44.2;142.3;88.0;54.3;296.0;122.0;174.0;39.5;32.2;20.6;19.9;125.4;123.0;LD02  
70;Oost-Nederland (LD);2021;3663.6;835.3;2093.3;735.0;3012.9;351.9;183.2;168.7;46.9;18.0;28.9;26.1;14.1;12.0;49.8;22.4;27.4;83.3;38.9;44.4;145.8;89.8;56.0;298.8;124.0;174.7;39.4;32.5;20.6;19.9;125.1;122.2;LD02  
71;Oost-Nederland (LD);2022;3675.2;829.5;2091.9;753.8;3016.3;357.0;184.9;172.1;47.9;18.3;29.6;26.7;14.3;12.4;50.4;22.5;27.9;83.5;38.9;44.6;148.6;91.0;57.5;301.9;126.3;175.6;39.8;33.1;20.5;20.0;126.5;124.1;LD02  
72;Oost-Nederland (LD);2023;3685.9;824.2;2089.3;772.4;3018.9;362.0;186.6;175.4;48.9;18.4;30.5;27.2;14.5;12.7;51.0;22.6;28.3;83.6;38.8;44.8;151.3;92.2;59.1;305.0;128.8;176.2;39.8;33.9;20.6;19.9;128.1;125.5;LD02  
73;Oost-Nederland (LD);2024;3696.2;819.0;2085.9;791.2;3020.2;367.7;188.6;179.2;50.0;18.6;31.4;27.8;14.7;13.1;51.6;22.8;28.8;83.8;38.8;45.0;154.5;93.6;60.8;308.2;131.3;177.0;40.1;34.3;20.5;19.8;129.4;126.4;LD02  
74;Oost-Nederland (LD);2025;3706.9;817.1;2078.8;811.0;3023.1;372.7;190.0;182.6;51.0;18.8;32.2;28.4;15.0;13.4;52.1;22.9;29.1;84.0;38.7;45.3;157.2;94.6;62.6;311.1;133.4;177.7;40.3;35.1;20.5;19.8;130.2;127.9;LD02  
75;Oost-Nederland (LD);2026;3716.2;816.3;2069.8;830.1;3024.1;377.9;191.8;186.1;51.9;18.9;33.0;29.0;15.2;13.8;52.6;23.0;29.6;84.2;38.7;45.5;160.2;95.9;64.3;314.3;135.7;178.6;40.2;35.7;20.4;19.8;130.0;128.3;LD02  
76;Oost-Nederland (LD);2027;3724.2;815.6;2058.3;850.2;3024.4;382.9;193.7;189.3;52.9;19.1;33.8;29.7;15.6;14.1;53.0;23.1;29.9;84.3;38.6;45.7;163.1;97.3;65.8;316.9;137.7;179.1;40.4;36.4;20.3;19.7;131.4;129.5;LD02  
77;Oost-Nederland (LD);2028;3732.0;816.5;2045.3;870.2;3024.0;387.7;195.1;192.6;53.7;19.2;34.5;30.4;15.9;14.5;53.4;23.1;30.3;84.3;38.4;45.9;165.8;98.4;67.5;320.3;140.1;180.2;40.5;37.0;20.3;19.7;131.8;130.3;LD02  
78;Oost-Nederland (LD);2029;3738.6;816.8;2032.3;889.5;3023.3;392.4;196.8;195.6;54.6;19.4;35.2;31.0;16.2;14.9;53.7;23.3;30.5;84.4;38.4;46.0;168.7;99.6;69.1;322.8;142.0;180.9;40.7;38.1;20.1;19.6;132.3;131.4;LD02  
79;Oost-Nederland (LD);2030;3743.6;817.3;2018.2;908.1;3021.5;397.2;198.5;198.7;55.5;19.6;35.9;31.7;16.4;15.3;54.1;23.3;30.8;84.4;38.2;46.2;171.6;101.0;70.6;324.9;143.6;181.3;40.6;38.9;20.3;19.6;133.1;131.6;LD02  
80;Oost-Nederland (LD);2031;3748.8;818.6;2004.3;925.8;3019.6;402.2;200.4;201.8;56.4;19.8;36.6;32.3;16.6;15.7;54.4;23.3;31.1;84.3;38.1;46.3;174.8;102.6;72.2;327.0;145.2;181.8;40.6;39.6;20.2;19.6;133.2;132.0;LD02  
81;Oost-Nederland (LD);2032;3752.9;819.7;1991.5;941.7;3016.6;407.2;202.2;205.0;57.1;19.9;37.3;33.0;16.9;16.1;54.8;23.4;31.4;84.4;37.9;46.5;177.9;104.1;73.8;329.2;147.0;182.2;40.6;40.0;20.0;19.3;133.1;131.6;LD02  
82;Oost-Nederland (LD);2033;3756.9;821.6;1978.1;957.2;3013.6;411.8;203.7;208.1;58.0;20.0;38.0;33.6;17.2;16.5;55.2;23.4;31.8;84.4;37.7;46.7;180.6;105.3;75.2;331.4;148.7;182.7;40.5;41.0;20.1;19.3;133.9;132.4;LD02  
83;Oost-Nederland (LD);2034;3759.9;824.0;1964.2;971.8;3009.2;417.0;205.4;211.7;58.9;20.2;38.7;34.3;17.4;16.9;55.6;23.4;32.1;84.6;37.6;47.0;183.7;106.7;77.0;333.7;150.5;183.2;40.1;41.7;20.2;19.3;134.4;132.6;LD02  
84;Oost-Nederland (LD);2035;3762.2;825.5;1949.2;987.5;3004.4;421.6;206.9;214.7;59.6;20.3;39.3;34.9;17.6;17.3;55.9;23.5;32.4;84.6;37.4;47.2;186.7;108.1;78.5;336.2;152.3;183.9;40.0;42.5;20.0;19.3;135.4;132.9;LD02  
85;Oost-Nederland (LD);2036;3764.1;826.4;1936.6;1001.1;2999.1;426.4;208.6;217.9;60.3;20.4;39.9;35.6;17.9;17.7;56.2;23.4;32.8;84.5;37.2;47.4;189.7;109.6;80.1;338.5;154.0;184.5;39.7;43.1;20.1;19.3;135.6;133.1;LD02  
86;Oost-Nederland (LD);2037;3765.1;827.3;1926.3;1011.5;2993.4;431.0;209.9;221.1;61.0;20.5;40.5;36.3;18.2;18.1;56.6;23.4;33.2;84.6;36.9;47.6;192.5;110.9;81.6;340.7;155.7;185.1;39.5;43.7;20.2;19.3;135.5;133.2;LD02  
