ID;PositieInHetHuishouden;SoortWoonruimte;RegioS;Perioden;Personen_1
53;Totaal;Totaal;Groningen (PV);2020;586930.0
54;Totaal;Totaal;Groningen (PV);2021;590170.0
55;Totaal;Totaal;Groningen (PV);2022;596075.0
56;Totaal;Totaal;Fryslân (PV);2015;646040.0
57;Totaal;Totaal;Fryslân (PV);2016;646875.0
58;Totaal;Totaal;Fryslân (PV);2017;647270.0
59;Totaal;Totaal;Fryslân (PV);2018;647670.0
60;Totaal;Totaal;Fryslân (PV);2019;649955.0
61;Totaal;Totaal;Fryslân (PV);2020;651435.0
62;Totaal;Totaal;Fryslân (PV);2021;654020.0
63;Totaal;Totaal;Fryslân (PV);2022;659550.0
64;Totaal;Totaal;Drenthe (PV);2015;488630.0
65;Totaal;Totaal;Drenthe (PV);2016;491790.0
66;Totaal;Totaal;Drenthe (PV);2017;492100.0
67;Totaal;Totaal;Drenthe (PV);2018;492165.0
68;Totaal;Totaal;Drenthe (PV);2019;493680.0
69;Totaal;Totaal;Drenthe (PV);2020;494770.0
70;Totaal;Totaal;Drenthe (PV);2021;497745.0
71;Totaal;Totaal;Drenthe (PV);2022;502050.0
72;Totaal;Totaal;Overijssel (PV);2015;1144280.0
73;Totaal;Totaal;Overijssel (PV);2016;1147685.0
74;Totaal;Totaal;Overijssel (PV);2017;1151500.0
75;Totaal;Totaal;Overijssel (PV);2018;1156430.0
76;Totaal;Totaal;Overijssel (PV);2019;1162405.0
77;Totaal;Totaal;Overijssel (PV);2020;1166535.0
78;Totaal;Totaal;Overijssel (PV);2021;1171910.0
79;Totaal;Totaal;Overijssel (PV);2022;1184335.0
80;Totaal;Totaal;Flevoland (PV);2015;404070.0
81;Totaal;Totaal;Flevoland (PV);2016;407820.0
82;Totaal;Totaal;Flevoland (PV);2017;411670.0
83;Totaal;Totaal;Flevoland (PV);2018;416545.0
84;Totaal;Totaal;Flevoland (PV);2019;423020.0
85;Totaal;Totaal;Flevoland (PV);2020;428225.0
86;Totaal;Totaal;Flevoland (PV);2021;434770.0
87;Totaal;Totaal;Flevoland (PV);2022;444700.0
88;Totaal;Totaal;Gelderland (PV);2015;2035350.0
89;Totaal;Totaal;Gelderland (PV);2016;2047900.0
90;Totaal;Totaal;Gelderland (PV);2017;2060105.0
91;Totaal;Totaal;Gelderland (PV);2018;2071965.0
92;Totaal;Totaal;Gelderland (PV);2019;2085950.0
93;Totaal;Totaal;Gelderland (PV);2020;2096605.0
94;Totaal;Totaal;Gelderland (PV);2021;2110470.0
95;Totaal;Totaal;Gelderland (PV);2022;2133705.0
96;Totaal;Totaal;Utrecht (PV);2015;1273615.0
97;Totaal;Totaal;Utrecht (PV);2016;1284505.0
98;Totaal;Totaal;Utrecht (PV);2017;1295485.0
99;Totaal;Totaal;Utrecht (PV);2018;1306890.0
100;Totaal;Totaal;Utrecht (PV);2019;1354835.0
101;Totaal;Totaal;Utrecht (PV);2020;1361155.0
102;Totaal;Totaal;Utrecht (PV);2021;1369875.0
103;Totaal;Totaal;Utrecht (PV);2022;1387645.0
104;Totaal;Totaal;Noord-Holland (PV);2015;2784855.0
105;Totaal;Totaal;Noord-Holland (PV);2016;2809485.0
106;Totaal;Totaal;Noord-Holland (PV);2017;2831180.0
107;Totaal;Totaal;Noord-Holland (PV);2018;2853360.0
108;Totaal;Totaal;Noord-Holland (PV);2019;2879525.0
109;Totaal;Totaal;Noord-Holland (PV);2020;2888485.0
110;Totaal;Totaal;Noord-Holland (PV);2021;2909805.0
111;Totaal;Totaal;Noord-Holland (PV);2022;2952620.0
112;Totaal;Totaal;Zuid-Holland (PV);2015;3622305.0
113;Totaal;Totaal;Zuid-Holland (PV);2016;3650225.0
114;Totaal;Totaal;Zuid-Holland (PV);2017;3681045.0
115;Totaal;Totaal;Zuid-Holland (PV);2018;3709105.0
116;Totaal;Totaal;Zuid-Holland (PV);2019;3708695.0
117;Totaal;Totaal;Zuid-Holland (PV);2020;3726050.0
118;Totaal;Totaal;Zuid-Holland (PV);2021;3753945.0
119;Totaal;Totaal;Zuid-Holland (PV);2022;3804885.0
120;Totaal;Totaal;Zeeland (PV);2015;381250.0
121;Totaal;Totaal;Zeeland (PV);2016;381570.0
122;Totaal;Totaal;Zeeland (PV);2017;382305.0
123;Totaal;Totaal;Zeeland (PV);2018;383030.0
124;Totaal;Totaal;Zeeland (PV);2019;383490.0
125;Totaal;Totaal;Zeeland (PV);2020;385400.0
126;Totaal;Totaal;Zeeland (PV);2021;386765.0
127;Totaal;Totaal;Zeeland (PV);2022;391125.0
128;Totaal;Totaal;Noord-Brabant (PV);2015;2498750.0
129;Totaal;Totaal;Noord-Brabant (PV);2016;2512530.0
130;Totaal;Totaal;Noord-Brabant (PV);2017;2528285.0
131;Totaal;Totaal;Noord-Brabant (PV);2018;2544805.0
132;Totaal;Totaal;Noord-Brabant (PV);2019;2562955.0
133;Totaal;Totaal;Noord-Brabant (PV);2020;2573950.0
134;Totaal;Totaal;Noord-Brabant (PV);2021;2592855.0
135;Totaal;Totaal;Noord-Brabant (PV);2022;2626210.0
136;Totaal;Totaal;Limburg (PV);2015;1116260.0
137;Totaal;Totaal;Limburg (PV);2016;1117545.0
138;Totaal;Totaal;Limburg (PV);2017;1117200.0
139;Totaal;Totaal;Limburg (PV);2018;1116135.0
140;Totaal;Totaal;Limburg (PV);2019;1117200.0
141;Totaal;Totaal;Limburg (PV);2020;1115875.0
142;Totaal;Totaal;Limburg (PV);2021;1118300.0
143;Totaal;Totaal;Limburg (PV);2022;1128365.0
144;Totaal;Totaal;Niet in te delen (PV);2015;
145;Totaal;Totaal;Niet in te delen (PV);2016;
146;Totaal;Totaal;Niet in te delen (PV);2017;
147;Totaal;Totaal;Niet in te delen (PV);2018;65.0
148;Totaal;Totaal;Niet in te delen (PV);2019;
149;Totaal;Totaal;Niet in te delen (PV);2020;10.0
150;Totaal;Totaal;Niet in te delen (PV);2021;40.0
151;Totaal;Totaal;Niet in te delen (PV);2022;25.0
152;Totaal;Totaal;Oost-Groningen (CR);2015;148585.0
153;Totaal;Totaal;Oost-Groningen (CR);2016;147395.0
154;Totaal;Totaal;Oost-Groningen (CR);2017;146785.0
155;Totaal;Totaal;Oost-Groningen (CR);2018;134820.0
156;Totaal;Totaal;Oost-Groningen (CR);2019;135210.0
157;Totaal;Totaal;Oost-Groningen (CR);2020;135840.0
158;Totaal;Totaal;Oost-Groningen (CR);2021;136605.0
159;Totaal;Totaal;Oost-Groningen (CR);2022;137735.0
160;Totaal;Totaal;Delfzijl en omgeving (CR);2015;47110.0
161;Totaal;Totaal;Delfzijl en omgeving (CR);2016;46850.0
162;Totaal;Totaal;Delfzijl en omgeving (CR);2017;46395.0
163;Totaal;Totaal;Delfzijl en omgeving (CR);2018;46050.0
164;Totaal;Totaal;Delfzijl en omgeving (CR);2019;45855.0
165;Totaal;Totaal;Delfzijl en omgeving (CR);2020;45580.0
166;Totaal;Totaal;Delfzijl en omgeving (CR);2021;45390.0
167;Totaal;Totaal;Delfzijl en omgeving (CR);2022;45395.0
168;Totaal;Totaal;Overig Groningen (CR);2015;388025.0
169;Totaal;Totaal;Overig Groningen (CR);2016;389340.0
170;Totaal;Totaal;Overig Groningen (CR);2017;389760.0
171;Totaal;Totaal;Overig Groningen (CR);2018;403115.0
172;Totaal;Totaal;Overig Groningen (CR);2019;404800.0
173;Totaal;Totaal;Overig Groningen (CR);2020;405510.0
174;Totaal;Totaal;Overig Groningen (CR);2021;408175.0
175;Totaal;Totaal;Overig Groningen (CR);2022;412945.0
176;Totaal;Totaal;Noord-Friesland (CR);2015;324080.0
177;Totaal;Totaal;Noord-Friesland (CR);2016;324365.0
178;Totaal;Totaal;Noord-Friesland (CR);2017;324335.0
179;Totaal;Totaal;Noord-Friesland (CR);2018;319285.0
180;Totaal;Totaal;Noord-Friesland (CR);2019;320645.0
181;Totaal;Totaal;Noord-Friesland (CR);2020;321560.0
182;Totaal;Totaal;Noord-Friesland (CR);2021;323360.0
183;Totaal;Totaal;Noord-Friesland (CR);2022;326585.0
184;Totaal;Totaal;Zuidwest-Friesland (CR);2015;135315.0
185;Totaal;Totaal;Zuidwest-Friesland (CR);2016;135745.0
186;Totaal;Totaal;Zuidwest-Friesland (CR);2017;135920.0
187;Totaal;Totaal;Zuidwest-Friesland (CR);2018;141130.0
188;Totaal;Totaal;Zuidwest-Friesland (CR);2019;141550.0
189;Totaal;Totaal;Zuidwest-Friesland (CR);2020;141775.0
190;Totaal;Totaal;Zuidwest-Friesland (CR);2021;141895.0
191;Totaal;Totaal;Zuidwest-Friesland (CR);2022;142875.0
192;Totaal;Totaal;Zuidoost-Friesland (CR);2015;186650.0
193;Totaal;Totaal;Zuidoost-Friesland (CR);2016;186765.0
194;Totaal;Totaal;Zuidoost-Friesland (CR);2017;187015.0
195;Totaal;Totaal;Zuidoost-Friesland (CR);2018;187255.0
196;Totaal;Totaal;Zuidoost-Friesland (CR);2019;187760.0
197;Totaal;Totaal;Zuidoost-Friesland (CR);2020;188095.0
198;Totaal;Totaal;Zuidoost-Friesland (CR);2021;188765.0
199;Totaal;Totaal;Zuidoost-Friesland (CR);2022;190095.0
200;Totaal;Totaal;Noord-Drenthe (CR);2015;189595.0
201;Totaal;Totaal;Noord-Drenthe (CR);2016;192495.0
202;Totaal;Totaal;Noord-Drenthe (CR);2017;192100.0
203;Totaal;Totaal;Noord-Drenthe (CR);2018;191515.0
204;Totaal;Totaal;Noord-Drenthe (CR);2019;192370.0
205;Totaal;Totaal;Noord-Drenthe (CR);2020;192810.0
206;Totaal;Totaal;Noord-Drenthe (CR);2021;193705.0
207;Totaal;Totaal;Noord-Drenthe (CR);2022;195310.0
208;Totaal;Totaal;Zuidoost-Drenthe (CR);2015;168335.0
209;Totaal;Totaal;Zuidoost-Drenthe (CR);2016;168130.0
210;Totaal;Totaal;Zuidoost-Drenthe (CR);2017;167840.0
211;Totaal;Totaal;Zuidoost-Drenthe (CR);2018;167970.0
212;Totaal;Totaal;Zuidoost-Drenthe (CR);2019;167905.0
213;Totaal;Totaal;Zuidoost-Drenthe (CR);2020;167940.0
214;Totaal;Totaal;Zuidoost-Drenthe (CR);2021;169055.0
215;Totaal;Totaal;Zuidoost-Drenthe (CR);2022;170385.0
216;Totaal;Totaal;Zuidwest-Drenthe (CR);2015;130695.0
217;Totaal;Totaal;Zuidwest-Drenthe (CR);2016;131165.0
218;Totaal;Totaal;Zuidwest-Drenthe (CR);2017;132155.0
219;Totaal;Totaal;Zuidwest-Drenthe (CR);2018;132685.0
220;Totaal;Totaal;Zuidwest-Drenthe (CR);2019;133410.0
221;Totaal;Totaal;Zuidwest-Drenthe (CR);2020;134025.0
222;Totaal;Totaal;Zuidwest-Drenthe (CR);2021;134985.0
223;Totaal;Totaal;Zuidwest-Drenthe (CR);2022;136360.0
224;Totaal;Totaal;Noord-Overijssel (CR);2015;364300.0
225;Totaal;Totaal;Noord-Overijssel (CR);2016;366320.0
226;Totaal;Totaal;Noord-Overijssel (CR);2017;368820.0
227;Totaal;Totaal;Noord-Overijssel (CR);2018;371610.0
228;Totaal;Totaal;Noord-Overijssel (CR);2019;374660.0
229;Totaal;Totaal;Noord-Overijssel (CR);2020;377290.0
230;Totaal;Totaal;Noord-Overijssel (CR);2021;379910.0
231;Totaal;Totaal;Noord-Overijssel (CR);2022;385475.0
232;Totaal;Totaal;Zuidwest-Overijssel (CR);2015;153455.0
233;Totaal;Totaal;Zuidwest-Overijssel (CR);2016;154160.0
234;Totaal;Totaal;Zuidwest-Overijssel (CR);2017;154835.0
235;Totaal;Totaal;Zuidwest-Overijssel (CR);2018;155540.0
236;Totaal;Totaal;Zuidwest-Overijssel (CR);2019;156685.0
237;Totaal;Totaal;Zuidwest-Overijssel (CR);2020;157510.0
238;Totaal;Totaal;Zuidwest-Overijssel (CR);2021;158080.0
239;Totaal;Totaal;Zuidwest-Overijssel (CR);2022;159965.0
240;Totaal;Totaal;Twente (CR);2015;626525.0
241;Totaal;Totaal;Twente (CR);2016;627210.0
242;Totaal;Totaal;Twente (CR);2017;627850.0
243;Totaal;Totaal;Twente (CR);2018;629285.0
244;Totaal;Totaal;Twente (CR);2019;631065.0
245;Totaal;Totaal;Twente (CR);2020;631735.0
246;Totaal;Totaal;Twente (CR);2021;633915.0
247;Totaal;Totaal;Twente (CR);2022;638895.0
248;Totaal;Totaal;Veluwe (CR);2015;672025.0
249;Totaal;Totaal;Veluwe (CR);2016;677660.0
250;Totaal;Totaal;Veluwe (CR);2017;683240.0
251;Totaal;Totaal;Veluwe (CR);2018;688800.0
252;Totaal;Totaal;Veluwe (CR);2019;695500.0
253;Totaal;Totaal;Veluwe (CR);2020;700975.0
254;Totaal;Totaal;Veluwe (CR);2021;706890.0
255;Totaal;Totaal;Veluwe (CR);2022;715790.0
256;Totaal;Totaal;Achterhoek (CR);2015;399260.0
257;Totaal;Totaal;Achterhoek (CR);2016;399920.0
258;Totaal;Totaal;Achterhoek (CR);2017;400415.0
259;Totaal;Totaal;Achterhoek (CR);2018;400685.0
260;Totaal;Totaal;Achterhoek (CR);2019;401195.0
261;Totaal;Totaal;Achterhoek (CR);2020;402240.0
262;Totaal;Totaal;Achterhoek (CR);2021;403395.0
263;Totaal;Totaal;Achterhoek (CR);2022;406260.0
264;Totaal;Totaal;Arnhem/Nijmegen (CR);2015;725760.0
265;Totaal;Totaal;Arnhem/Nijmegen (CR);2016;730430.0
266;Totaal;Totaal;Arnhem/Nijmegen (CR);2017;735205.0
267;Totaal;Totaal;Arnhem/Nijmegen (CR);2018;738435.0
268;Totaal;Totaal;Arnhem/Nijmegen (CR);2019;742695.0
269;Totaal;Totaal;Arnhem/Nijmegen (CR);2020;744715.0
270;Totaal;Totaal;Arnhem/Nijmegen (CR);2021;749220.0
271;Totaal;Totaal;Arnhem/Nijmegen (CR);2022;756995.0
272;Totaal;Totaal;Zuidwest-Gelderland (CR);2015;238305.0
273;Totaal;Totaal;Zuidwest-Gelderland (CR);2016;239890.0
274;Totaal;Totaal;Zuidwest-Gelderland (CR);2017;241245.0
275;Totaal;Totaal;Zuidwest-Gelderland (CR);2018;244045.0
276;Totaal;Totaal;Zuidwest-Gelderland (CR);2019;246565.0
277;Totaal;Totaal;Zuidwest-Gelderland (CR);2020;248675.0
278;Totaal;Totaal;Zuidwest-Gelderland (CR);2021;250970.0
279;Totaal;Totaal;Zuidwest-Gelderland (CR);2022;254660.0
280;Totaal;Totaal;Utrecht (CR);2015;1273615.0
281;Totaal;Totaal;Utrecht (CR);2016;1284505.0
282;Totaal;Totaal;Utrecht (CR);2017;1295485.0
283;Totaal;Totaal;Utrecht (CR);2018;1306890.0
284;Totaal;Totaal;Utrecht (CR);2019;1354835.0
285;Totaal;Totaal;Utrecht (CR);2020;1361155.0
286;Totaal;Totaal;Utrecht (CR);2021;1369875.0
287;Totaal;Totaal;Utrecht (CR);2022;1387645.0
288;Totaal;Totaal;Kop van Noord-Holland (CR);2015;372605.0
289;Totaal;Totaal;Kop van Noord-Holland (CR);2016;373265.0
290;Totaal;Totaal;Kop van Noord-Holland (CR);2017;374460.0
291;Totaal;Totaal;Kop van Noord-Holland (CR);2018;375660.0
292;Totaal;Totaal;Kop van Noord-Holland (CR);2019;377770.0
293;Totaal;Totaal;Kop van Noord-Holland (CR);2020;379305.0
294;Totaal;Totaal;Kop van Noord-Holland (CR);2021;381065.0
295;Totaal;Totaal;Kop van Noord-Holland (CR);2022;385745.0
296;Totaal;Totaal;Alkmaar en omgeving (CR);2015;241620.0
297;Totaal;Totaal;Alkmaar en omgeving (CR);2016;243630.0
298;Totaal;Totaal;Alkmaar en omgeving (CR);2017;245195.0
299;Totaal;Totaal;Alkmaar en omgeving (CR);2018;246730.0
300;Totaal;Totaal;Alkmaar en omgeving (CR);2019;248995.0
301;Totaal;Totaal;Alkmaar en omgeving (CR);2020;250475.0
302;Totaal;Totaal;Alkmaar en omgeving (CR);2021;252605.0
303;Totaal;Totaal;Alkmaar en omgeving (CR);2022;255275.0
304;Totaal;Totaal;IJmond (CR);2015;195030.0
305;Totaal;Totaal;IJmond (CR);2016;196180.0
306;Totaal;Totaal;IJmond (CR);2017;197180.0
307;Totaal;Totaal;IJmond (CR);2018;197990.0
308;Totaal;Totaal;IJmond (CR);2019;199110.0
309;Totaal;Totaal;IJmond (CR);2020;199390.0
310;Totaal;Totaal;IJmond (CR);2021;199580.0
311;Totaal;Totaal;IJmond (CR);2022;200750.0
312;Totaal;Totaal;Agglomeratie Haarlem (CR);2015;229580.0
313;Totaal;Totaal;Agglomeratie Haarlem (CR);2016;231565.0
314;Totaal;Totaal;Agglomeratie Haarlem (CR);2017;232845.0
315;Totaal;Totaal;Agglomeratie Haarlem (CR);2018;235150.0
316;Totaal;Totaal;Agglomeratie Haarlem (CR);2019;230835.0
317;Totaal;Totaal;Agglomeratie Haarlem (CR);2020;230745.0
318;Totaal;Totaal;Agglomeratie Haarlem (CR);2021;231300.0
319;Totaal;Totaal;Agglomeratie Haarlem (CR);2022;234640.0
320;Totaal;Totaal;Zaanstreek (CR);2015;168130.0
321;Totaal;Totaal;Zaanstreek (CR);2016;169500.0
322;Totaal;Totaal;Zaanstreek (CR);2017;170860.0
323;Totaal;Totaal;Zaanstreek (CR);2018;172215.0
324;Totaal;Totaal;Zaanstreek (CR);2019;173065.0
325;Totaal;Totaal;Zaanstreek (CR);2020;173235.0
326;Totaal;Totaal;Zaanstreek (CR);2021;173545.0
327;Totaal;Totaal;Zaanstreek (CR);2022;176230.0
328;Totaal;Totaal;Groot-Amsterdam (CR);2015;1329560.0
329;Totaal;Totaal;Groot-Amsterdam (CR);2016;1344650.0
330;Totaal;Totaal;Groot-Amsterdam (CR);2017;1357665.0
331;Totaal;Totaal;Groot-Amsterdam (CR);2018;1370645.0
332;Totaal;Totaal;Groot-Amsterdam (CR);2019;1392685.0
333;Totaal;Totaal;Groot-Amsterdam (CR);2020;1396230.0
334;Totaal;Totaal;Groot-Amsterdam (CR);2021;1411045.0
335;Totaal;Totaal;Groot-Amsterdam (CR);2022;1434110.0
336;Totaal;Totaal;Het Gooi en Vechtstreek (CR);2015;248325.0
337;Totaal;Totaal;Het Gooi en Vechtstreek (CR);2016;250690.0
338;Totaal;Totaal;Het Gooi en Vechtstreek (CR);2017;252975.0
339;Totaal;Totaal;Het Gooi en Vechtstreek (CR);2018;254970.0
340;Totaal;Totaal;Het Gooi en Vechtstreek (CR);2019;257075.0
341;Totaal;Totaal;Het Gooi en Vechtstreek (CR);2020;259110.0
342;Totaal;Totaal;Het Gooi en Vechtstreek (CR);2021;260665.0
343;Totaal;Totaal;Het Gooi en Vechtstreek (CR);2022;265875.0
344;Totaal;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2015;418025.0
345;Totaal;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2016;421295.0
346;Totaal;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2017;424655.0
347;Totaal;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2018;427215.0
348;Totaal;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2019;430360.0
349;Totaal;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2020;431595.0
350;Totaal;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2021;434525.0
351;Totaal;Totaal;Agglomeratie Leiden en Bollenstreek (CR);2022;440310.0
352;Totaal;Totaal;Agglomeratie 's-Gravenhage (CR);2015;845425.0
353;Totaal;Totaal;Agglomeratie 's-Gravenhage (CR);2016;853985.0
354;Totaal;Totaal;Agglomeratie 's-Gravenhage (CR);2017;864130.0
355;Totaal;Totaal;Agglomeratie 's-Gravenhage (CR);2018;872210.0
356;Totaal;Totaal;Agglomeratie 's-Gravenhage (CR);2019;883720.0
357;Totaal;Totaal;Agglomeratie 's-Gravenhage (CR);2020;887865.0
358;Totaal;Totaal;Agglomeratie 's-Gravenhage (CR);2021;896470.0
359;Totaal;Totaal;Agglomeratie 's-Gravenhage (CR);2022;910350.0
360;Totaal;Totaal;Delft en Westland (CR);2015;224865.0
361;Totaal;Totaal;Delft en Westland (CR);2016;226045.0
362;Totaal;Totaal;Delft en Westland (CR);2017;229085.0
363;Totaal;Totaal;Delft en Westland (CR);2018;231155.0
364;Totaal;Totaal;Delft en Westland (CR);2019;233310.0
365;Totaal;Totaal;Delft en Westland (CR);2020;234375.0
366;Totaal;Totaal;Delft en Westland (CR);2021;236505.0
367;Totaal;Totaal;Delft en Westland (CR);2022;240445.0
368;Totaal;Totaal;Oost-Zuid-Holland (CR);2015;320760.0
369;Totaal;Totaal;Oost-Zuid-Holland (CR);2016;324055.0
370;Totaal;Totaal;Oost-Zuid-Holland (CR);2017;327820.0
371;Totaal;Totaal;Oost-Zuid-Holland (CR);2018;331620.0
372;Totaal;Totaal;Oost-Zuid-Holland (CR);2019;334615.0
373;Totaal;Totaal;Oost-Zuid-Holland (CR);2020;337800.0
374;Totaal;Totaal;Oost-Zuid-Holland (CR);2021;340480.0
375;Totaal;Totaal;Oost-Zuid-Holland (CR);2022;345570.0
376;Totaal;Totaal;Groot-Rijnmond (CR);2015;1412320.0
377;Totaal;Totaal;Groot-Rijnmond (CR);2016;1422465.0
378;Totaal;Totaal;Groot-Rijnmond (CR);2017;1431245.0
379;Totaal;Totaal;Groot-Rijnmond (CR);2018;1441435.0
380;Totaal;Totaal;Groot-Rijnmond (CR);2019;1454720.0
381;Totaal;Totaal;Groot-Rijnmond (CR);2020;1461410.0
382;Totaal;Totaal;Groot-Rijnmond (CR);2021;1470995.0
383;Totaal;Totaal;Groot-Rijnmond (CR);2022;1488455.0
384;Totaal;Totaal;Zuidoost-Zuid-Holland (CR);2015;400910.0
385;Totaal;Totaal;Zuidoost-Zuid-Holland (CR);2016;402375.0
386;Totaal;Totaal;Zuidoost-Zuid-Holland (CR);2017;404110.0
387;Totaal;Totaal;Zuidoost-Zuid-Holland (CR);2018;405465.0
388;Totaal;Totaal;Zuidoost-Zuid-Holland (CR);2019;371970.0
389;Totaal;Totaal;Zuidoost-Zuid-Holland (CR);2020;373005.0
390;Totaal;Totaal;Zuidoost-Zuid-Holland (CR);2021;374970.0
391;Totaal;Totaal;Zuidoost-Zuid-Holland (CR);2022;379750.0
392;Totaal;Totaal;Zeeuwsch-Vlaanderen (CR);2015;105670.0
393;Totaal;Totaal;Zeeuwsch-Vlaanderen (CR);2016;105640.0
394;Totaal;Totaal;Zeeuwsch-Vlaanderen (CR);2017;105440.0
395;Totaal;Totaal;Zeeuwsch-Vlaanderen (CR);2018;105500.0
396;Totaal;Totaal;Zeeuwsch-Vlaanderen (CR);2019;105190.0
397;Totaal;Totaal;Zeeuwsch-Vlaanderen (CR);2020;105205.0
398;Totaal;Totaal;Zeeuwsch-Vlaanderen (CR);2021;105175.0
399;Totaal;Totaal;Zeeuwsch-Vlaanderen (CR);2022;105830.0
400;Totaal;Totaal;Overig Zeeland (CR);2015;275585.0
401;Totaal;Totaal;Overig Zeeland (CR);2016;275925.0
402;Totaal;Totaal;Overig Zeeland (CR);2017;276865.0
403;Totaal;Totaal;Overig Zeeland (CR);2018;277535.0
404;Totaal;Totaal;Overig Zeeland (CR);2019;278295.0
405;Totaal;Totaal;Overig Zeeland (CR);2020;280195.0
406;Totaal;Totaal;Overig Zeeland (CR);2021;281590.0
407;Totaal;Totaal;Overig Zeeland (CR);2022;285290.0
408;Totaal;Totaal;West-Noord-Brabant (CR);2015;625320.0
409;Totaal;Totaal;West-Noord-Brabant (CR);2016;627965.0
410;Totaal;Totaal;West-Noord-Brabant (CR);2017;631425.0
411;Totaal;Totaal;West-Noord-Brabant (CR);2018;634030.0
412;Totaal;Totaal;West-Noord-Brabant (CR);2019;635905.0
413;Totaal;Totaal;West-Noord-Brabant (CR);2020;637030.0
414;Totaal;Totaal;West-Noord-Brabant (CR);2021;640060.0
415;Totaal;Totaal;West-Noord-Brabant (CR);2022;646720.0
416;Totaal;Totaal;Midden-Noord-Brabant (CR);2015;469185.0
417;Totaal;Totaal;Midden-Noord-Brabant (CR);2016;471735.0
418;Totaal;Totaal;Midden-Noord-Brabant (CR);2017;475225.0
419;Totaal;Totaal;Midden-Noord-Brabant (CR);2018;478955.0
420;Totaal;Totaal;Midden-Noord-Brabant (CR);2019;483185.0
421;Totaal;Totaal;Midden-Noord-Brabant (CR);2020;485735.0
422;Totaal;Totaal;Midden-Noord-Brabant (CR);2021;497265.0
