ID;Geslacht;Leeftijd;WijkenEnBuurten;BeroepsEnNietBeroepsbevolking_1;WerkzameBeroepsbevolking_2;NettoArbeidsparticipatie_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7
2223;Totaal mannen en vrouwen;15 tot 75 jaar;Kerkstraat e.o.;100;70;;;;;
2224;Totaal mannen en vrouwen;15 tot 75 jaar;Dorpstraat;140;110;;;;;
2225;Totaal mannen en vrouwen;15 tot 75 jaar;Kapellerweg-Rijt;130;100;;;;;
2226;Totaal mannen en vrouwen;15 tot 75 jaar;Molenstraat e.o.;160;100;62.0;;;;
2227;Totaal mannen en vrouwen;15 tot 75 jaar;Industrieterrein 'Loonsebaan';10;10;;;;;
2228;Totaal mannen en vrouwen;15 tot 75 jaar;Boscheind;90;70;;;;;
2229;Totaal mannen en vrouwen;15 tot 75 jaar;Industrieterrein 'Zoeferbeemd';10;0;;;;;
2230;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 03 Riethoven;1430;1030;72.0;81.0;60.0;22.0;19.0
2231;Totaal mannen en vrouwen;15 tot 75 jaar;Dorpsplein e.o.;40;40;;;;;
2232;Totaal mannen en vrouwen;15 tot 75 jaar;Eviestraat-Vlasstraat e.o.;320;200;63.0;87.0;66.0;20.0;13.0
2233;Totaal mannen en vrouwen;15 tot 75 jaar;Willibrordusstraat e.o.;150;110;72.0;;;;
2234;Totaal mannen en vrouwen;15 tot 75 jaar;Dorpsstraat e.o.;310;240;77.0;79.0;57.0;22.0;21.0
2235;Totaal mannen en vrouwen;15 tot 75 jaar;De Hasselt e.o.;280;220;76.0;86.0;63.0;22.0;14.0
2236;Totaal mannen en vrouwen;15 tot 75 jaar;Walik;320;230;71.0;75.0;58.0;17.0;25.0
2237;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 04 Westerhoven;1490;1130;76.0;81.0;58.0;22.0;19.0
2238;Totaal mannen en vrouwen;15 tot 75 jaar;Heijerstraat-Loveren;270;200;76.0;73.0;49.0;23.0;27.0
2239;Totaal mannen en vrouwen;15 tot 75 jaar;Dorpsstraat e.o.;150;120;77.0;;;;
2240;Totaal mannen en vrouwen;15 tot 75 jaar;Aarperstraat-Lange Akkers;210;160;74.0;80.0;61.0;19.0;20.0
2241;Totaal mannen en vrouwen;15 tot 75 jaar;Heuvel;50;40;;;;;
2242;Totaal mannen en vrouwen;15 tot 75 jaar;Beukenlaan e.o.;230;180;78.0;85.0;67.0;19.0;15.0
2243;Totaal mannen en vrouwen;15 tot 75 jaar;Hoeverstraat e.o.;110;90;;;;;
2244;Totaal mannen en vrouwen;15 tot 75 jaar;Steenovens;200;150;73.0;91.0;68.0;23.0;9.0
2245;Totaal mannen en vrouwen;15 tot 75 jaar;Aan de Heerstraat e.o.;230;170;75.0;87.0;60.0;27.0;13.0
2246;Totaal mannen en vrouwen;15 tot 75 jaar;Industrieterrein 'Leemskuilen';30;30;;;;;
2247;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 05 Bergeijk 't Loo;900;720;80.0;80.0;57.0;23.0;20.0
2248;Totaal mannen en vrouwen;15 tot 75 jaar;Loo;320;240;75.0;78.0;56.0;22.0;22.0
2249;Totaal mannen en vrouwen;15 tot 75 jaar;Van den Tillaartstraat e.o.;290;240;84.0;84.0;60.0;23.0;16.0
2250;Totaal mannen en vrouwen;15 tot 75 jaar;Industrieterrein 'Waterlaat';20;20;;;;;
2251;Totaal mannen en vrouwen;15 tot 75 jaar;Langveld e.o.;130;110;;;;;
2252;Totaal mannen en vrouwen;15 tot 75 jaar;Weebosserweg-Breerijt;150;110;77.0;;;;
2253;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 06 Buitengebied;1760;1360;77.0;62.0;42.0;21.0;38.0
2254;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Noord 1;170;130;77.0;;;;
2255;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Noord 2;130;100;;;;;
2256;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Noord 3;220;170;77.0;62.0;40.0;21.0;38.0
2257;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Noord 4;60;50;;;;;
2258;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Zuid-Oost;60;50;;;;;
2259;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Noord-West 1;110;90;;;;;
2260;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Noord-West 2;280;220;76.0;62.0;45.0;17.0;38.0
2261;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Zuid-West;250;180;71.0;67.0;47.0;20.0;33.0
2262;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Zuid 1;370;290;78.0;63.0;43.0;20.0;37.0
2263;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Zuid 2;110;90;;;;;
2264;Totaal mannen en vrouwen;15 tot 75 jaar;Bergen (L.);10020;7030;70.0;84.0;60.0;24.0;16.0
2265;Totaal mannen en vrouwen;15 tot 75 jaar;Aijen;200;140;73.0;;;;
2266;Totaal mannen en vrouwen;15 tot 75 jaar;Aijen Kern;160;110;69.0;;;;
2267;Totaal mannen en vrouwen;15 tot 75 jaar;Aijen Buitengebied;40;40;;;;;
2268;Totaal mannen en vrouwen;15 tot 75 jaar;Oud-Bergen;280;200;73.0;89.0;64.0;25.0;11.0
2269;Totaal mannen en vrouwen;15 tot 75 jaar;Oud-Bergen Kern;280;200;73.0;89.0;64.0;25.0;11.0
2270;Totaal mannen en vrouwen;15 tot 75 jaar;Oud-Bergen Buitengebied;0;0;;;;;
2271;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuw-Bergen;3450;2310;67.0;87.0;61.0;26.0;13.0
2272;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuw-Bergen Kern;3200;2130;66.0;89.0;63.0;26.0;11.0
2273;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuw-Bergen Buitengebied;220;160;73.0;63.0;40.0;23.0;37.0
2274;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuw-Bergen De Flammert;30;20;;;;;
2275;Totaal mannen en vrouwen;15 tot 75 jaar;Afferden;1640;1170;71.0;84.0;61.0;23.0;16.0
2276;Totaal mannen en vrouwen;15 tot 75 jaar;Afferden Kern;1280;900;70.0;89.0;63.0;26.0;11.0
2277;Totaal mannen en vrouwen;15 tot 75 jaar;Afferden Buitengebied;360;270;75.0;70.0;55.0;14.0;30.0
2278;Totaal mannen en vrouwen;15 tot 75 jaar;Siebengewald;1600;1170;74.0;82.0;60.0;22.0;18.0
2279;Totaal mannen en vrouwen;15 tot 75 jaar;Siebengewald Kern;1110;790;71.0;86.0;64.0;22.0;14.0
2280;Totaal mannen en vrouwen;15 tot 75 jaar;Siebengewald Buitengebied;480;380;78.0;74.0;52.0;22.0;26.0
2281;Totaal mannen en vrouwen;15 tot 75 jaar;Well;1900;1330;70.0;83.0;59.0;24.0;17.0
2282;Totaal mannen en vrouwen;15 tot 75 jaar;Well-Oost;1160;820;70.0;89.0;64.0;25.0;11.0
2283;Totaal mannen en vrouwen;15 tot 75 jaar;Well-West;310;200;65.0;78.0;51.0;27.0;22.0
2284;Totaal mannen en vrouwen;15 tot 75 jaar;Well Buitengebied;430;310;72.0;68.0;50.0;18.0;32.0
2285;Totaal mannen en vrouwen;15 tot 75 jaar;Wellerlooi;950;700;74.0;80.0;56.0;24.0;20.0
2286;Totaal mannen en vrouwen;15 tot 75 jaar;Wellerlooi Kern;510;370;72.0;88.0;63.0;25.0;12.0
2287;Totaal mannen en vrouwen;15 tot 75 jaar;Wellerlooi Buitengebied;440;330;76.0;70.0;47.0;23.0;30.0
2288;Totaal mannen en vrouwen;15 tot 75 jaar;Bergen (NH.);21370;13670;64.0;72.0;50.0;22.0;28.0
2289;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 01 Bergen Binnen;8350;4980;60.0;67.0;46.0;21.0;33.0
2290;Totaal mannen en vrouwen;15 tot 75 jaar;Bergen-Centrum;380;230;62.0;59.0;38.0;21.0;41.0
2291;Totaal mannen en vrouwen;15 tot 75 jaar;Van Reenen;410;220;53.0;51.0;37.0;14.0;49.0
2292;Totaal mannen en vrouwen;15 tot 75 jaar;Boschrand;740;430;58.0;61.0;43.0;18.0;39.0
2293;Totaal mannen en vrouwen;15 tot 75 jaar;Negen-Nessen;410;280;69.0;64.0;40.0;23.0;36.0
2294;Totaal mannen en vrouwen;15 tot 75 jaar;Landweg;270;190;71.0;83.0;57.0;26.0;17.0
2295;Totaal mannen en vrouwen;15 tot 75 jaar;Oudtburgh;80;40;;;;;
2296;Totaal mannen en vrouwen;15 tot 75 jaar;De Rekere;1020;540;53.0;74.0;49.0;25.0;26.0
2297;Totaal mannen en vrouwen;15 tot 75 jaar;Elkshove;430;250;57.0;61.0;42.0;19.0;39.0
2298;Totaal mannen en vrouwen;15 tot 75 jaar;Saenegheest;910;550;60.0;73.0;47.0;25.0;27.0
2299;Totaal mannen en vrouwen;15 tot 75 jaar;Tuin-en Oostdorp;870;570;65.0;73.0;52.0;21.0;27.0
2300;Totaal mannen en vrouwen;15 tot 75 jaar;Boendermaker;670;430;64.0;61.0;44.0;17.0;39.0
2301;Totaal mannen en vrouwen;15 tot 75 jaar;Kruidenbuurt;340;210;61.0;74.0;51.0;23.0;26.0
2302;Totaal mannen en vrouwen;15 tot 75 jaar;Conincx;450;280;62.0;78.0;53.0;25.0;22.0
2303;Totaal mannen en vrouwen;15 tot 75 jaar;Beekhove;370;210;57.0;69.0;48.0;21.0;31.0
2304;Totaal mannen en vrouwen;15 tot 75 jaar;Oldehove;150;70;45.0;;;;
2305;Totaal mannen en vrouwen;15 tot 75 jaar;Geest;570;340;60.0;59.0;42.0;17.0;41.0
2306;Totaal mannen en vrouwen;15 tot 75 jaar;Westdorp;280;150;54.0;39.0;28.0;12.0;61.0
2307;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 02 Bergen aan Zee;270;160;58.0;48.0;34.0;13.0;52.0
2308;Totaal mannen en vrouwen;15 tot 75 jaar;Bergen aan Zee;270;160;58.0;48.0;34.0;13.0;52.0
2309;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 03 Buitengebied Bergen;440;300;67.0;53.0;35.0;17.0;47.0
2310;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Bergen;440;300;67.0;53.0;35.0;17.0;47.0
2311;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 04 Egmond aan Zee;3240;2030;63.0;79.0;57.0;22.0;21.0
2312;Totaal mannen en vrouwen;15 tot 75 jaar;Egmond aan Zee;1850;1190;64.0;77.0;54.0;23.0;23.0
2313;Totaal mannen en vrouwen;15 tot 75 jaar;Prins Hendrik Stichting;20;0;;;;;
2314;Totaal mannen en vrouwen;15 tot 75 jaar;Zuid I en II;950;580;62.0;82.0;61.0;22.0;18.0
2315;Totaal mannen en vrouwen;15 tot 75 jaar;Sportlaan;420;260;61.0;82.0;60.0;21.0;18.0
2316;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 05 Egmond-Binnen;2100;1580;75.0;79.0;54.0;26.0;21.0
2317;Totaal mannen en vrouwen;15 tot 75 jaar;Egmond-Binnen;1940;1460;75.0;81.0;55.0;26.0;19.0
2318;Totaal mannen en vrouwen;15 tot 75 jaar;Rinnegom;160;120;73.0;;;;
2319;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 06 Egmond aan den Hoef;2660;1920;72.0;78.0;53.0;25.0;22.0
2320;Totaal mannen en vrouwen;15 tot 75 jaar;Egmond aan den Hoef;1790;1260;70.0;80.0;54.0;25.0;20.0
2321;Totaal mannen en vrouwen;15 tot 75 jaar;Slotplan;550;420;77.0;86.0;59.0;27.0;14.0
2322;Totaal mannen en vrouwen;15 tot 75 jaar;Wimmenum;140;100;;;;;
2323;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Egmondermeer;190;140;75.0;;;;
2324;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 07 Schoorl;4310;2700;63.0;73.0;52.0;21.0;27.0
2325;Totaal mannen en vrouwen;15 tot 75 jaar;Schoorl met Bregtdorp;2200;1360;62.0;74.0;52.0;22.0;26.0
2326;Totaal mannen en vrouwen;15 tot 75 jaar;Schoorldam (gedeeltelijk);150;90;59.0;;;;
2327;Totaal mannen en vrouwen;15 tot 75 jaar;Aagtdorp;330;210;64.0;66.0;44.0;21.0;34.0
2328;Totaal mannen en vrouwen;15 tot 75 jaar;Catrijp;210;110;54.0;;;;
2329;Totaal mannen en vrouwen;15 tot 75 jaar;Groet met Hargen;1170;760;65.0;78.0;58.0;21.0;22.0
2330;Totaal mannen en vrouwen;15 tot 75 jaar;Camperduin;190;120;64.0;;;;
2331;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen in de polders;50;40;;;;;
2332;Totaal mannen en vrouwen;15 tot 75 jaar;Bergen op Zoom;50470;33080;66.0;86.0;59.0;27.0;14.0
2333;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 00 Bergen op Zoom-Oude stad e.o.;10460;6720;64.0;86.0;56.0;29.0;14.0
2334;Totaal mannen en vrouwen;15 tot 75 jaar;Centrum;3240;2280;70.0;83.0;52.0;30.0;17.0
2335;Totaal mannen en vrouwen;15 tot 75 jaar;Havenkwartier;1370;810;59.0;84.0;55.0;29.0;16.0
2336;Totaal mannen en vrouwen;15 tot 75 jaar;Vestinggronden-Noord;1010;680;67.0;84.0;57.0;27.0;16.0
2337;Totaal mannen en vrouwen;15 tot 75 jaar;Vestinggronden-Zuid;940;650;69.0;84.0;58.0;27.0;16.0
2338;Totaal mannen en vrouwen;15 tot 75 jaar;Het Fort;1580;1010;64.0;90.0;61.0;29.0;10.0
2339;Totaal mannen en vrouwen;15 tot 75 jaar;Zeekant;1790;980;55.0;91.0;60.0;31.0;9.0
2340;Totaal mannen en vrouwen;15 tot 75 jaar;Het Glacis;530;310;58.0;90.0;63.0;27.0;10.0
2341;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 01 Bergen op Zoom-Noord;7980;5280;66.0;87.0;61.0;26.0;13.0
2342;Totaal mannen en vrouwen;15 tot 75 jaar;Meilust Zuid;1680;1150;69.0;84.0;59.0;25.0;16.0
2343;Totaal mannen en vrouwen;15 tot 75 jaar;Meilust Noord;1580;1020;65.0;85.0;62.0;22.0;15.0
2344;Totaal mannen en vrouwen;15 tot 75 jaar;Tuinwijk;1830;1170;64.0;89.0;60.0;29.0;11.0
2345;Totaal mannen en vrouwen;15 tot 75 jaar;Noordgeest;2900;1930;67.0;89.0;62.0;27.0;11.0
2346;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 02 Bergen op Zoom-Oost;14240;8560;60.0;87.0;54.0;33.0;13.0
2347;Totaal mannen en vrouwen;15 tot 75 jaar;Gageldonk-West;3790;2200;58.0;88.0;53.0;36.0;12.0
2348;Totaal mannen en vrouwen;15 tot 75 jaar;Warande-West;1700;1120;66.0;90.0;58.0;32.0;10.0
2349;Totaal mannen en vrouwen;15 tot 75 jaar;Gageldonk-Oost;2820;1590;56.0;90.0;55.0;36.0;10.0
2350;Totaal mannen en vrouwen;15 tot 75 jaar;Warande-Oost;2170;1190;55.0;87.0;55.0;32.0;13.0
2351;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuw Borgvliet;1910;1300;68.0;87.0;56.0;32.0;13.0
2352;Totaal mannen en vrouwen;15 tot 75 jaar;Langeweg;1030;620;60.0;91.0;55.0;36.0;9.0
2353;Totaal mannen en vrouwen;15 tot 75 jaar;Lage Meren;40;30;;;;;
2354;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Heimolen;230;140;63.0;;;;
2355;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied-Oost;550;380;69.0;66.0;47.0;20.0;34.0
2356;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 03 Bergen op Zoom-West;7310;5260;72.0;86.0;62.0;24.0;14.0
2357;Totaal mannen en vrouwen;15 tot 75 jaar;Bergse Plaat;5710;4070;71.0;88.0;64.0;24.0;12.0
2358;Totaal mannen en vrouwen;15 tot 75 jaar;De Markiezaten;750;570;76.0;90.0;68.0;22.0;10.0
2359;Totaal mannen en vrouwen;15 tot 75 jaar;Schelde Vesting;780;570;74.0;66.0;47.0;19.0;34.0
2360;Totaal mannen en vrouwen;15 tot 75 jaar;Waterfront-Industriegebied;20;10;;;;;
2361;Totaal mannen en vrouwen;15 tot 75 jaar;Augustapolder;60;30;;;;;
2362;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied-West;0;0;;;;;
2363;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 04 Halsteren;9020;6270;70.0;86.0;62.0;24.0;14.0
2364;Totaal mannen en vrouwen;15 tot 75 jaar;Halsteren-Centrum;1840;1190;65.0;87.0;61.0;27.0;13.0
2365;Totaal mannen en vrouwen;15 tot 75 jaar;De Beek;1670;1090;65.0;87.0;62.0;26.0;13.0
2366;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuwe Molen;330;240;72.0;80.0;55.0;26.0;20.0
2367;Totaal mannen en vrouwen;15 tot 75 jaar;Jankenberg;770;560;72.0;81.0;59.0;22.0;19.0
2368;Totaal mannen en vrouwen;15 tot 75 jaar;Rode Schouw;2020;1410;70.0;89.0;66.0;23.0;11.0
2369;Totaal mannen en vrouwen;15 tot 75 jaar;De Schans en Oude Molen;2200;1670;76.0;84.0;63.0;21.0;16.0
2370;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Vrederust;110;60;;;;;
2371;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Halsterse Polders;60;50;;;;;
2372;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 05 Lepelstraat;1460;990;67.0;77.0;55.0;22.0;23.0
2373;Totaal mannen en vrouwen;15 tot 75 jaar;Lepelstraat;1070;710;66.0;82.0;58.0;24.0;18.0
2374;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Kladde;130;100;;;;;
2375;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Klutsdorp;150;110;72.0;;;;
2376;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Oud Glymespolder;120;80;;;;;
2377;Totaal mannen en vrouwen;15 tot 75 jaar;Berkelland;32560;23100;71.0;83.0;58.0;25.0;17.0
2378;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 00 Borculo;7680;5450;71.0;82.0;57.0;25.0;18.0
2379;Totaal mannen en vrouwen;15 tot 75 jaar;Borculo Centrum;650;430;66.0;85.0;57.0;28.0;15.0
2380;Totaal mannen en vrouwen;15 tot 75 jaar;Hambroek;730;510;71.0;89.0;63.0;25.0;11.0
2381;Totaal mannen en vrouwen;15 tot 75 jaar;Geesteren;420;300;71.0;88.0;61.0;26.0;12.0
2382;Totaal mannen en vrouwen;15 tot 75 jaar;Gelselaar;230;170;76.0;79.0;58.0;21.0;21.0
2383;Totaal mannen en vrouwen;15 tot 75 jaar;Haarlo;250;180;75.0;87.0;66.0;21.0;13.0
2384;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Gelselaar;250;190;74.0;63.0;45.0;17.0;37.0
2385;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Geesteren;590;440;74.0;64.0;42.0;22.0;36.0
2386;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Borculo;410;310;75.0;73.0;48.0;25.0;27.0
2387;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Haarlo;290;210;72.0;67.0;47.0;21.0;33.0
2388;Totaal mannen en vrouwen;15 tot 75 jaar;Elbrink;440;330;75.0;86.0;59.0;27.0;14.0
2389;Totaal mannen en vrouwen;15 tot 75 jaar;Noord;810;530;66.0;91.0;62.0;29.0;9.0
2390;Totaal mannen en vrouwen;15 tot 75 jaar;Oostenrijkse Buurt;560;400;72.0;87.0;62.0;25.0;13.0
2391;Totaal mannen en vrouwen;15 tot 75 jaar;Industrieterrein Borculo;100;90;;;;;
2392;Totaal mannen en vrouwen;15 tot 75 jaar;West;290;200;68.0;89.0;62.0;27.0;11.0
2393;Totaal mannen en vrouwen;15 tot 75 jaar;De Koppel;690;470;69.0;90.0;65.0;25.0;10.0
2394;Totaal mannen en vrouwen;15 tot 75 jaar;De Maat;300;190;63.0;80.0;52.0;28.0;20.0
2395;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuw Boer;270;170;66.0;80.0;53.0;26.0;20.0
2396;Totaal mannen en vrouwen;15 tot 75 jaar;Schollenkamp;390;320;81.0;87.0;67.0;20.0;13.0
2397;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 01 Eibergen;9260;6490;70.0;84.0;59.0;25.0;16.0
2398;Totaal mannen en vrouwen;15 tot 75 jaar;Rekken;360;280;78.0;90.0;66.0;24.0;10.0
2399;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Hupsel-West;240;190;79.0;67.0;41.0;26.0;33.0
2400;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Hupsel-Oost;120;90;;;;;
2401;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Holterhoek;480;390;81.0;72.0;51.0;20.0;28.0
2402;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Mallem en Loo;270;200;75.0;66.0;44.0;22.0;34.0
2403;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Olden Eibergen;220;180;79.0;75.0;52.0;23.0;25.0
2404;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Rekken;650;480;74.0;68.0;47.0;21.0;32.0
2405;Totaal mannen en vrouwen;15 tot 75 jaar;Westenesch-Hofrichter;860;540;64.0;93.0;60.0;33.0;7.0
2406;Totaal mannen en vrouwen;15 tot 75 jaar;De Mors;30;20;;;;;
2407;Totaal mannen en vrouwen;15 tot 75 jaar;D'n Esch;610;390;64.0;89.0;60.0;29.0;11.0
2408;Totaal mannen en vrouwen;15 tot 75 jaar;Bronbeek-Rozenkamp;820;580;71.0;90.0;65.0;26.0;10.0
2409;Totaal mannen en vrouwen;15 tot 75 jaar;Zuivelfabriek;400;260;65.0;90.0;62.0;28.0;10.0
2410;Totaal mannen en vrouwen;15 tot 75 jaar;Op de Bleek;330;260;79.0;92.0;74.0;18.0;8.0
2411;Totaal mannen en vrouwen;15 tot 75 jaar;Eibergen Centrum;500;310;62.0;80.0;53.0;27.0;20.0
2412;Totaal mannen en vrouwen;15 tot 75 jaar;Mollemors;330;200;60.0;79.0;62.0;17.0;21.0
2413;Totaal mannen en vrouwen;15 tot 75 jaar;Berkellanden;390;280;72.0;88.0;61.0;27.0;12.0
2414;Totaal mannen en vrouwen;15 tot 75 jaar;Prins Bernhardstraat eo;770;490;64.0;88.0;61.0;27.0;12.0
2415;Totaal mannen en vrouwen;15 tot 75 jaar;Simmelink West;580;390;68.0;92.0;63.0;29.0;8.0
2416;Totaal mannen en vrouwen;15 tot 75 jaar;Simmelink Noord;290;210;73.0;86.0;66.0;20.0;14.0
2417;Totaal mannen en vrouwen;15 tot 75 jaar;Simmelink Zuid;520;380;74.0;94.0;68.0;27.0;6.0
2418;Totaal mannen en vrouwen;15 tot 75 jaar;Vrijersmaat-Plan Zuid;480;340;70.0;90.0;68.0;21.0;10.0
2419;Totaal mannen en vrouwen;15 tot 75 jaar;Industrieterrein De Kiefte;40;30;;;;;
2420;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 02 Beltrum;2190;1780;81.0;79.0;56.0;23.0;21.0
2421;Totaal mannen en vrouwen;15 tot 75 jaar;Beltrum;960;750;79.0;90.0;66.0;25.0;10.0
2422;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Voor-Beltrum;300;250;84.0;71.0;51.0;20.0;29.0
2423;Totaal mannen en vrouwen;15 tot 75 jaar;Verspr.h. Beltrum Lintvelde en Avest;780;650;84.0;71.0;49.0;22.0;29.0
2424;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Beltrumsche Veld;150;120;79.0;;;;
2425;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 03 Neede;7770;5400;69.0;84.0;59.0;25.0;16.0
2426;Totaal mannen en vrouwen;15 tot 75 jaar;Noordijk;160;130;79.0;;;;
2427;Totaal mannen en vrouwen;15 tot 75 jaar;Rietmolen;440;340;78.0;88.0;61.0;26.0;12.0
2428;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Rietmolen en Broeke;360;280;78.0;76.0;54.0;22.0;24.0
2429;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Noordijk;510;380;74.0;71.0;50.0;21.0;29.0
2430;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Neede;610;450;74.0;73.0;49.0;23.0;27.0
2431;Totaal mannen en vrouwen;15 tot 75 jaar;De Berg;920;640;69.0;87.0;59.0;28.0;13.0
2432;Totaal mannen en vrouwen;15 tot 75 jaar;Roodland;350;240;69.0;89.0;68.0;21.0;11.0
2433;Totaal mannen en vrouwen;15 tot 75 jaar;Ruwenhof-Meijersveld;1190;790;66.0;89.0;61.0;28.0;11.0
2434;Totaal mannen en vrouwen;15 tot 75 jaar;Hondelink;80;60;;;;;
2435;Totaal mannen en vrouwen;15 tot 75 jaar;Hofmaat;980;630;65.0;91.0;62.0;29.0;9.0
2436;Totaal mannen en vrouwen;15 tot 75 jaar;Neede Centrum;200;110;56.0;;;;
2437;Totaal mannen en vrouwen;15 tot 75 jaar;Julianastraat eo;500;330;65.0;84.0;63.0;21.0;16.0
2438;Totaal mannen en vrouwen;15 tot 75 jaar;De Kamp-Spilbroek;410;270;66.0;86.0;64.0;21.0;14.0
2439;Totaal mannen en vrouwen;15 tot 75 jaar;Moeshof eo;840;590;69.0;92.0;64.0;29.0;8.0
2440;Totaal mannen en vrouwen;15 tot 75 jaar;Industerrein Neede;220;170;79.0;67.0;44.0;23.0;33.0
2441;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 04 Ruurlo;5660;3990;70.0;81.0;57.0;24.0;19.0
2442;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Ruurlo;750;560;76.0;68.0;48.0;20.0;32.0
2443;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Veldhoek;230;160;72.0;62.0;44.0;18.0;38.0
2444;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Heurne;130;100;;;;;
2445;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Zuidelijk Broek;290;240;81.0;70.0;47.0;23.0;30.0
2446;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Ruurlosche Broek;90;60;;;;;
2447;Totaal mannen en vrouwen;15 tot 75 jaar;Everwenninkhoek;990;680;68.0;92.0;64.0;27.0;8.0
2448;Totaal mannen en vrouwen;15 tot 75 jaar;Garvelinkkamp;670;440;66.0;84.0;64.0;20.0;16.0
2449;Totaal mannen en vrouwen;15 tot 75 jaar;Smidsbrink;420;270;65.0;90.0;69.0;21.0;10.0
2450;Totaal mannen en vrouwen;15 tot 75 jaar;Ruurlo Centrum;280;170;59.0;77.0;52.0;25.0;23.0
2451;Totaal mannen en vrouwen;15 tot 75 jaar;Haarskamp;180;140;78.0;;;;
2452;Totaal mannen en vrouwen;15 tot 75 jaar;Leusinkbrink;960;700;73.0;85.0;59.0;26.0;15.0
2453;Totaal mannen en vrouwen;15 tot 75 jaar;'t Loo;500;330;66.0;91.0;62.0;29.0;9.0
