ID;SoortVerdachte;Migratieachtergrond;Leeftijd;Perioden;IngeschrevenRechtbankstrafzaken_1;TotaalBeslissingenDoorOM_2;Dagvaarding_3;OproepenTerTerechtzittingNAVVerzet_4;OnvoorwaardelijkSepot_5;VoorwaardelijkBeleidssepot_6;Transactie_7;Strafbeschikking_8;Overig_9;TotaalEindbeslissing_10;SchuldigverklaringMetStraf_11;SchuldigverklaringZonderStraf_12;VrijspraakEnOntslagRechtsvervolging_13;Overig_14;TotaalOpgelegdeSancties_15;TotaalHoofdstraffen_16;GevangenisstrafInclJeugddetentie_17;Geldboete_18;Taakstraf_19;OverigeHoofdstraffen_20;BijkomendeStraffen_21;Maatregelen_22;StrafOnbekend_23
2269;Totaal;Overige niet-westerse migratieachterg...;65 jaar of ouder;2004;35;40;15;0;5;0;15;0;0;15;15;0;0;0;20;15;5;10;5;0;0;0;0
2270;Totaal;Overige niet-westerse migratieachterg...;65 jaar of ouder;2005;40;40;15;0;0;0;20;0;0;15;15;0;0;0;20;15;10;5;0;0;0;5;0
2271;Totaal;Overige niet-westerse migratieachterg...;65 jaar of ouder;2006;45;50;20;0;5;5;20;0;0;15;15;0;0;0;15;15;5;10;0;0;0;0;0
2272;Totaal;Overige niet-westerse migratieachterg...;65 jaar of ouder;2007;50;50;20;0;5;5;20;0;0;15;15;0;0;0;20;15;5;5;0;0;5;0;0
2273;Totaal;Overige niet-westerse migratieachterg...;65 jaar of ouder;2008;65;70;30;0;10;0;20;0;5;25;15;0;5;0;25;20;5;10;5;0;5;0;0
2274;Totaal;Overige niet-westerse migratieachterg...;65 jaar of ouder;2009;50;65;25;0;10;0;25;0;0;15;15;0;0;0;15;15;5;5;5;0;0;0;0
2275;Totaal;Overige niet-westerse migratieachterg...;65 jaar of ouder;2010;75;65;25;0;15;5;20;0;0;25;20;0;0;0;25;20;10;10;5;0;0;5;0
2276;Totaal;Overige niet-westerse migratieachterg...;65 jaar of ouder;2011;75;80;30;0;10;0;25;10;0;20;15;0;5;0;20;20;0;10;5;0;0;0;0
2277;Totaal;Overige niet-westerse migratieachterg...;65 jaar of ouder;2012;95;90;20;0;15;0;10;40;0;25;20;0;5;0;25;20;5;10;5;0;0;0;0
2278;Totaal;Overige niet-westerse migratieachterg...;65 jaar of ouder;2013;125;130;25;5;25;5;15;50;0;15;15;0;0;0;20;15;5;5;5;0;0;0;0
2279;Totaal;Overige niet-westerse migratieachterg...;65 jaar of ouder;2014;105;105;30;0;15;5;10;40;0;30;20;0;5;0;25;25;5;10;5;0;0;0;0
2280;Totaal;Overige niet-westerse migratieachterg...;65 jaar of ouder;2015;115;115;25;5;25;10;15;40;0;35;30;0;5;0;35;30;10;10;10;0;5;5;0
2281;Totaal;Overige niet-westerse migratieachterg...;65 jaar of ouder;2016;170;180;60;10;35;15;5;55;0;45;35;5;5;0;55;40;10;15;10;0;5;10;0
2282;Totaal;Overige niet-westerse migratieachterg...;65 jaar of ouder;2017;165;175;55;0;30;10;5;75;0;45;35;0;10;0;50;40;15;10;15;0;5;10;0
2283;Totaal;Overige niet-westerse migratieachterg...;65 jaar of ouder;2018;200;195;45;0;45;10;5;85;0;60;45;5;10;0;55;50;15;20;15;0;5;0;0
2284;Totaal;Overige niet-westerse migratieachterg...;65 jaar of ouder;2019;160;165;45;5;50;15;0;50;0;40;35;5;5;0;40;40;10;15;15;0;0;5;0
2285;Totaal;Overige niet-westerse migratieachterg...;65 jaar of ouder;2020;165;165;40;5;65;20;0;35;0;30;25;0;5;0;35;30;10;10;10;0;5;5;0
2286;Totaal;Overige niet-westerse migratieachterg...;65 jaar of ouder;2021;145;150;45;10;50;15;0;30;0;45;30;5;5;0;50;35;10;15;10;0;5;5;0
2287;Totaal;Overige niet-westerse migratieachterg...;65 jaar of ouder;2022;160;175;45;5;60;20;0;45;0;55;45;0;5;0;70;50;15;20;15;0;5;15;0
2288;Totaal;Overige niet-westerse migratieachterg...;Leeftijd onbekend;2001;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2289;Totaal;Overige niet-westerse migratieachterg...;Leeftijd onbekend;2002;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2290;Totaal;Overige niet-westerse migratieachterg...;Leeftijd onbekend;2003;0;0;0;0;0;0;0;0;0;5;5;0;0;0;5;5;0;0;0;0;0;0;0
2291;Totaal;Overige niet-westerse migratieachterg...;Leeftijd onbekend;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2292;Totaal;Overige niet-westerse migratieachterg...;Leeftijd onbekend;2005;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2293;Totaal;Overige niet-westerse migratieachterg...;Leeftijd onbekend;2006;5;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0
2294;Totaal;Overige niet-westerse migratieachterg...;Leeftijd onbekend;2007;5;5;0;0;0;0;0;0;5;0;0;0;0;0;5;5;0;0;0;0;0;0;0
2295;Totaal;Overige niet-westerse migratieachterg...;Leeftijd onbekend;2008;5;0;0;0;0;0;0;0;0;5;5;0;0;0;5;5;0;0;5;0;0;0;0
2296;Totaal;Overige niet-westerse migratieachterg...;Leeftijd onbekend;2009;5;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
2297;Totaal;Overige niet-westerse migratieachterg...;Leeftijd onbekend;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2298;Totaal;Overige niet-westerse migratieachterg...;Leeftijd onbekend;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2299;Totaal;Overige niet-westerse migratieachterg...;Leeftijd onbekend;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2300;Totaal;Overige niet-westerse migratieachterg...;Leeftijd onbekend;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2301;Totaal;Overige niet-westerse migratieachterg...;Leeftijd onbekend;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2302;Totaal;Overige niet-westerse migratieachterg...;Leeftijd onbekend;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2303;Totaal;Overige niet-westerse migratieachterg...;Leeftijd onbekend;2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2304;Totaal;Overige niet-westerse migratieachterg...;Leeftijd onbekend;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2305;Totaal;Overige niet-westerse migratieachterg...;Leeftijd onbekend;2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2306;Totaal;Overige niet-westerse migratieachterg...;Leeftijd onbekend;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2307;Totaal;Overige niet-westerse migratieachterg...;Leeftijd onbekend;2020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2308;Totaal;Overige niet-westerse migratieachterg...;Leeftijd onbekend;2021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2309;Totaal;Overige niet-westerse migratieachterg...;Leeftijd onbekend;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2310;Geslacht: Mannen;Totaal;Totaal leeftijd;2001;192250;211085;125095;0;20485;2095;46365;0;17045;98840;93105;540;4280;910;141600;108305;45035;41790;21290;185;17995;14830;470
2311;Geslacht: Mannen;Totaal;Totaal leeftijd;2002;206255;224040;133805;0;19590;2265;50335;0;18045;103350;97750;580;4210;805;149770;113440;48300;40520;24435;185;18775;17085;475
2312;Geslacht: Mannen;Totaal;Totaal leeftijd;2003;222575;240130;142215;0;18840;2630;59205;0;17245;119460;112700;675;5295;790;172240;130050;52880;48165;28740;265;21755;19820;615
2313;Geslacht: Mannen;Totaal;Totaal leeftijd;2004;224420;240310;143830;0;19100;2970;56845;0;17560;118605;111855;655;5510;585;171515;130120;50660;47260;31975;225;20465;20355;575
2314;Geslacht: Mannen;Totaal;Totaal leeftijd;2005;219755;233710;140540;0;18295;3675;55695;0;15505;118390;110495;710;6500;685;169345;128920;46865;46525;35265;260;19850;20030;545
2315;Geslacht: Mannen;Totaal;Totaal leeftijd;2006;220975;236050;138960;0;19725;4200;58095;0;15065;119075;109685;900;7755;740;167345;126785;41925;46835;37740;285;20520;19460;575
2316;Geslacht: Mannen;Totaal;Totaal leeftijd;2007;225165;231705;136980;0;19760;4250;55665;0;15050;113010;103740;865;7670;730;158165;118415;38250;43215;36660;290;20420;18675;655
2317;Geslacht: Mannen;Totaal;Totaal leeftijd;2008;217445;226725;130710;0;25020;5410;51915;0;13665;113200;102545;1075;8785;800;155600;116800;37225;41535;37740;300;19105;19075;620
2318;Geslacht: Mannen;Totaal;Totaal leeftijd;2009;191970;221490;125790;0;25240;5445;49895;5020;10095;112845;102195;1105;8800;745;151705;114785;34530;42950;37040;270;17995;18325;600
2319;Geslacht: Mannen;Totaal;Totaal leeftijd;2010;176630;184035;110910;0;19045;4740;31590;11305;6445;97635;87250;1090;8640;655;127315;98400;31725;33950;32480;245;12245;16275;395
2320;Geslacht: Mannen;Totaal;Totaal leeftijd;2011;192545;197990;111645;0;23995;5320;26480;24530;6020;94130;83115;1345;8930;740;120150;93395;32265;30085;30835;210;10195;16280;280
2321;Geslacht: Mannen;Totaal;Totaal leeftijd;2012;187655;198965;103020;280;28855;6990;19150;34155;6515;90495;79370;1465;8805;860;116330;89685;33310;24860;31315;195;10020;16345;285
2322;Geslacht: Mannen;Totaal;Totaal leeftijd;2013;172110;183895;94000;965;32010;7470;13200;30555;5700;90625;78895;1655;9080;1000;114855;88905;33910;24880;29910;200;10070;15650;230
2323;Geslacht: Mannen;Totaal;Totaal leeftijd;2014;174260;182835;95600;1555;32995;8445;10590;28600;5050;88180;75700;1930;9495;1055;109615;85860;33570;22430;29755;110;8450;15120;185
2324;Geslacht: Mannen;Totaal;Totaal leeftijd;2015;157890;168180;92590;895;31370;6940;8785;22965;4635;91655;77135;2615;10525;1380;110910;87505;34225;23270;29870;140;8265;14995;145
2325;Geslacht: Mannen;Totaal;Totaal leeftijd;2016;156510;166740;92215;1380;32075;6405;5265;24825;4575;81690;69830;1870;9010;980;101815;79980;32725;18790;28260;200;7215;14520;105
2326;Geslacht: Mannen;Totaal;Totaal leeftijd;2017;144105;152030;87130;815;25955;6635;5135;22080;4275;80740;70295;1710;8005;730;104550;80420;33120;19080;27985;230;8540;15470;120
2327;Geslacht: Mannen;Totaal;Totaal leeftijd;2018;140300;146790;84505;765;28065;6200;3795;19960;3500;76985;67835;1485;7050;615;102125;77970;32215;19120;26410;225;9435;14630;95
2328;Geslacht: Mannen;Totaal;Totaal leeftijd;2019;156300;159170;83925;725;44050;6180;2455;20110;1730;74800;66630;1445;6160;570;104055;76615;32700;18175;25515;225;11680;15700;55
2329;Geslacht: Mannen;Totaal;Totaal leeftijd;2020;145155;147835;71785;1240;45495;8045;1660;18840;765;58430;52205;1190;4670;365;82655;59830;26865;12570;20240;155;8640;14165;20
2330;Geslacht: Mannen;Totaal;Totaal leeftijd;2021;138605;146440;69470;1115;45320;7190;1590;21055;705;61955;54470;1380;5645;465;86655;63780;28865;11945;22840;130;8180;14650;40
2331;Geslacht: Mannen;Totaal;Totaal leeftijd;2022;155595;158320;73870;780;46445;7045;1100;28070;1015;62190;55310;1305;5090;490;88910;63780;29665;12030;22000;85;9815;15270;45
2332;Geslacht: Mannen;Totaal;Jonger dan 18 jaar;2001;23325;25900;10200;0;3460;780;7540;0;3915;8030;7435;95;365;135;11475;9620;4145;650;4825;0;175;1600;75
2333;Geslacht: Mannen;Totaal;Jonger dan 18 jaar;2002;23765;27210;11245;0;2795;800;8875;0;3495;8960;8240;130;465;125;13065;10770;4655;560;5555;0;190;2020;85
2334;Geslacht: Mannen;Totaal;Jonger dan 18 jaar;2003;26025;28010;11470;0;2400;755;10295;0;3085;9500;8770;110;505;110;14155;11645;4980;540;6120;0;185;2225;100
2335;Geslacht: Mannen;Totaal;Jonger dan 18 jaar;2004;28430;30465;13115;0;2270;775;10865;0;3430;10700;9925;105;595;80;16165;13290;5700;615;6975;0;215;2540;120
2336;Geslacht: Mannen;Totaal;Jonger dan 18 jaar;2005;29925;32020;13315;0;2500;920;11645;0;3640;11125;10175;130;685;130;16340;13285;5450;535;7300;0;200;2770;80
2337;Geslacht: Mannen;Totaal;Jonger dan 18 jaar;2006;30095;32890;13740;0;2820;1035;11500;0;3800;11125;10040;160;840;85;15345;12595;4455;435;7705;0;185;2495;70
2338;Geslacht: Mannen;Totaal;Jonger dan 18 jaar;2007;31815;33795;14410;0;3070;935;11300;0;4085;11400;10325;155;810;100;15195;12365;3820;425;8115;0;205;2525;105
2339;Geslacht: Mannen;Totaal;Jonger dan 18 jaar;2008;30030;33095;13575;0;3840;1120;10845;0;3715;11930;10425;240;1130;130;14890;12105;3235;550;8320;0;240;2445;100
2340;Geslacht: Mannen;Totaal;Jonger dan 18 jaar;2009;26045;28955;12265;0;3280;1130;9295;10;2975;10600;9225;230;1030;115;12970;10450;2515;465;7475;0;220;2195;100
2341;Geslacht: Mannen;Totaal;Jonger dan 18 jaar;2010;23000;25205;11005;0;2730;1110;7680;0;2675;9145;7815;170;1050;110;11020;8745;2095;350;6295;0;180;2020;80
2342;Geslacht: Mannen;Totaal;Jonger dan 18 jaar;2011;21015;22800;9975;0;2825;1220;6490;20;2270;8360;7075;190;980;115;10175;7885;1885;325;5675;0;185;2045;60
2343;Geslacht: Mannen;Totaal;Jonger dan 18 jaar;2012;19015;20830;8985;5;2990;1175;5280;245;2150;7850;6660;155;925;115;9665;7415;1810;265;5335;0;255;1915;80
2344;Geslacht: Mannen;Totaal;Jonger dan 18 jaar;2013;15885;16980;7585;15;3550;945;3135;315;1435;6265;5180;150;820;110;7520;5745;1385;215;4145;0;160;1560;55
2345;Geslacht: Mannen;Totaal;Jonger dan 18 jaar;2014;14180;14520;6995;20;3720;880;1685;310;915;5555;4525;215;740;70;6470;5030;1110;145;3775;0;105;1300;30
2346;Geslacht: Mannen;Totaal;Jonger dan 18 jaar;2015;13255;13190;6505;0;3310;830;1540;250;750;4950;3990;205;690;65;5840;4470;950;145;3380;0;110;1240;15
2347;Geslacht: Mannen;Totaal;Jonger dan 18 jaar;2016;13275;13820;6770;15;3680;820;1325;355;855;4875;3935;220;675;45;5665;4325;915;135;3275;0;80;1245;10
2348;Geslacht: Mannen;Totaal;Jonger dan 18 jaar;2017;11355;12360;5710;10;3290;895;1380;315;755;4845;4020;195;590;45;5885;4405;905;130;3365;0;100;1355;25
2349;Geslacht: Mannen;Totaal;Jonger dan 18 jaar;2018;10310;11240;5250;10;3185;670;1140;325;660;4155;3460;160;510;30;5225;3880;940;105;2835;0;85;1250;10
2350;Geslacht: Mannen;Totaal;Jonger dan 18 jaar;2019;13340;13255;5445;25;5795;645;835;175;330;4205;3570;170;435;30;5435;3980;1120;105;2755;0;120;1320;10
2351;Geslacht: Mannen;Totaal;Jonger dan 18 jaar;2020;12195;12305;4815;55;5665;675;665;240;190;3430;2900;150;360;20;4760;3355;1045;65;2240;0;95;1305;5
2352;Geslacht: Mannen;Totaal;Jonger dan 18 jaar;2021;11805;12675;5000;55;5820;710;825;170;95;3805;3195;155;440;20;5210;3660;985;90;2585;0;125;1420;5
2353;Geslacht: Mannen;Totaal;Jonger dan 18 jaar;2022;11150;11770;4715;25;4950;615;560;860;40;3550;3050;135;345;20;5005;3525;990;70;2465;0;125;1350;5
2354;Geslacht: Mannen;Totaal;18 tot 25 jaar;2001;44245;48325;29410;0;4580;335;10850;0;3150;23115;21760;85;1045;225;32735;25710;10480;9615;5545;65;2750;4185;95
2355;Geslacht: Mannen;Totaal;18 tot 25 jaar;2002;48145;51755;31995;0;4345;320;11745;0;3350;24340;23050;95;1020;170;35120;27040;10965;9620;6395;60;3150;4850;80
2356;Geslacht: Mannen;Totaal;18 tot 25 jaar;2003;51645;55740;34060;0;4210;390;13790;0;3295;28145;26595;105;1240;200;40590;31005;12040;11390;7485;90;3720;5760;105
2357;Geslacht: Mannen;Totaal;18 tot 25 jaar;2004;53965;57650;35340;0;4530;480;13970;0;3335;27925;26445;110;1235;135;40405;30885;11550;11240;8030;65;3535;5865;120
2358;Geslacht: Mannen;Totaal;18 tot 25 jaar;2005;52930;56170;34400;0;4295;560;13890;0;3025;28275;26470;105;1525;170;40745;31200;10990;11085;9050;80;3600;5850;90
2359;Geslacht: Mannen;Totaal;18 tot 25 jaar;2006;54830;58195;34950;0;4570;670;14990;0;3015;29085;26865;160;1880;180;41590;31280;10075;11830;9305;75;4530;5650;125
2360;Geslacht: Mannen;Totaal;18 tot 25 jaar;2007;56725;58415;35150;0;4640;690;14770;0;3165;28310;26170;135;1845;160;40570;30045;9060;11810;9075;100;5060;5330;135
2361;Geslacht: Mannen;Totaal;18 tot 25 jaar;2008;55870;57945;34310;0;5990;970;13815;0;2860;29070;26430;170;2275;190;40965;30350;9135;11535;9575;105;4880;5595;135
2362;Geslacht: Mannen;Totaal;18 tot 25 jaar;2009;50270;57370;32475;0;6200;1020;13835;1820;2020;28840;26290;185;2200;170;39705;29865;8625;11595;9535;110;4130;5590;115
2363;Geslacht: Mannen;Totaal;18 tot 25 jaar;2010;46330;47820;29040;0;4625;820;8365;3950;1020;25460;22865;185;2270;145;33710;26120;8015;9390;8630;80;2490;5015;80
2364;Geslacht: Mannen;Totaal;18 tot 25 jaar;2011;51175;52365;29185;0;6020;905;7200;8025;1030;24690;21865;255;2410;160;32175;24875;8110;8550;8140;75;2230;5020;50
2365;Geslacht: Mannen;Totaal;18 tot 25 jaar;2012;49425;52450;26425;70;7445;1305;4900;11105;1200;23340;20470;325;2360;185;30645;23455;8340;6560;8475;80;2055;5080;55
2366;Geslacht: Mannen;Totaal;18 tot 25 jaar;2013;43365;46465;23125;200;7750;1440;3350;9430;1170;23190;20190;335;2425;235;30060;23225;8370;6505;8275;70;2005;4775;55
2367;Geslacht: Mannen;Totaal;18 tot 25 jaar;2014;42490;44990;22455;350;8000;1685;2885;8505;1115;21365;18250;375;2480;260;27090;21035;7595;5555;7840;45;1670;4350;35
2368;Geslacht: Mannen;Totaal;18 tot 25 jaar;2015;36880;39775;20900;170;7140;1350;2195;6995;1025;21375;17825;535;2690;325;26335;20510;7370;5555;7550;35;1595;4185;40
2369;Geslacht: Mannen;Totaal;18 tot 25 jaar;2016;35880;38545;20455;255;7180;1190;1055;7425;980;18645;15775;360;2270;235;23610;18330;6930;4435;6895;70;1420;3835;20
2370;Geslacht: Mannen;Totaal;18 tot 25 jaar;2017;32695;34365;18675;160;5680;1275;1075;6595;905;18045;15560;325;1990;175;23640;18070;6805;4465;6730;65;1590;3960;25
2371;Geslacht: Mannen;Totaal;18 tot 25 jaar;2018;31760;32775;18205;155;6120;1240;710;5615;720;16610;14540;275;1665;130;22420;16935;6415;4380;6080;60;1820;3635;30
2372;Geslacht: Mannen;Totaal;18 tot 25 jaar;2019;35455;35900;17920;140;10030;1240;385;5815;370;16160;14320;280;1440;115;23085;16670;6460;4210;5935;60;2495;3910;15
2373;Geslacht: Mannen;Totaal;18 tot 25 jaar;2020;33045;33110;14830;265;10540;1585;180;5570;140;12675;11305;210;1080;80;18455;13145;5350;3025;4710;60;1875;3430;5
2374;Geslacht: Mannen;Totaal;18 tot 25 jaar;2021;33225;34925;15035;250;10975;1440;120;6965;140;13385;11700;270;1325;95;19285;14005;5860;2760;5345;40;1680;3595;0
2375;Geslacht: Mannen;Totaal;18 tot 25 jaar;2022;37790;37715;15580;170;11260;1515;95;8965;130;13545;12030;250;1165;95;19945;14110;6125;2835;5130;20;2085;3745;5
2376;Geslacht: Mannen;Totaal;25 tot 45 jaar;2001;95825;105205;67980;0;9325;645;18920;0;8330;54135;51280;240;2175;440;77305;58445;25730;23850;8765;105;10865;7785;210
2377;Geslacht: Mannen;Totaal;25 tot 45 jaar;2002;102970;111110;71710;0;9150;725;20320;0;9210;55820;53110;235;2075;400;80420;60310;27565;22660;9980;105;11150;8740;215
2378;Geslacht: Mannen;Totaal;25 tot 45 jaar;2003;108335;117715;75350;0;8965;965;23680;0;8755;64385;61055;325;2635;370;92060;68995;29835;27115;11895;145;12805;9955;305
2379;Geslacht: Mannen;Totaal;25 tot 45 jaar;2004;106020;113490;73470;0;8925;1095;21410;0;8595;61940;58630;290;2735;285;88715;66790;27280;26085;13290;140;11840;9855;230
2380;Geslacht: Mannen;Totaal;25 tot 45 jaar;2005;100475;107010;70205;0;8090;1410;20315;0;6990;60090;56345;310;3145;285;85280;64510;24450;25290;14615;155;11160;9345;260
2381;Geslacht: Mannen;Totaal;25 tot 45 jaar;2006;98170;104745;67380;0;8545;1550;20940;0;6330;59260;54940;375;3595;350;83265;62760;21690;25005;15885;185;11140;9120;245
2382;Geslacht: Mannen;Totaal;25 tot 45 jaar;2007;97755;99955;64815;0;8225;1645;19215;0;6050;54525;50235;380;3580;330;76625;57075;20145;22020;14755;155;10640;8620;290
2383;Geslacht: Mannen;Totaal;25 tot 45 jaar;2008;93540;96470;60815;0;10410;2040;17820;0;5385;53060;48580;380;3750;345;73930;55300;19500;20725;14905;170;9735;8645;250
2384;Geslacht: Mannen;Totaal;25 tot 45 jaar;2009;82445;96370;59890;0;10820;2050;17445;2215;3955;54120;49470;435;3905;310;73785;55465;18410;21880;15035;135;9760;8310;255
2385;Geslacht: Mannen;Totaal;25 tot 45 jaar;2010;75800;78520;52030;0;7955;1735;9760;4945;2095;46440;41940;485;3720;290;61300;47225;16850;17180;13060;135;6705;7225;150
2386;Geslacht: Mannen;Totaal;25 tot 45 jaar;2011;84560;86465;53135;0;10290;1990;8185;10800;2065;44745;39940;595;3860;350;57575;44790;17225;15010;12445;110;5525;7135;120
2387;Geslacht: Mannen;Totaal;25 tot 45 jaar;2012;83505;88270;49845;105;12480;2785;6000;14665;2395;43205;38325;650;3850;380;55850;43200;17665;12670;12770;95;5395;7135;115
2388;Geslacht: Mannen;Totaal;25 tot 45 jaar;2013;78525;84000;46340;400;13900;3020;4545;13450;2340;44150;38890;760;4050;450;56330;43630;18180;12715;12615;120;5530;7075;90
2389;Geslacht: Mannen;Totaal;25 tot 45 jaar;2014;80540;85070;47950;665;14375;3460;3915;12520;2185;44355;38605;890;4375;485;55630;43680;18740;11765;13115;60;4690;7175;90
2390;Geslacht: Mannen;Totaal;25 tot 45 jaar;2015;73635;78755;46710;390;13855;2655;3195;9895;2055;46430;39615;1260;4870;685;56490;44805;19065;12225;13430;85;4530;7095;60
2391;Geslacht: Mannen;Totaal;25 tot 45 jaar;2016;72700;77635;46365;570;13850;2425;1835;10610;1985;41060;35635;815;4130;480;51750;40800;18100;9845;12730;120;3935;6975;45
2392;Geslacht: Mannen;Totaal;25 tot 45 jaar;2017;67650;71410;44770;315;10965;2450;1655;9385;1870;41235;36330;800;3765;340;53865;41620;18750;10180;12550;145;4790;7400;55
2393;Geslacht: Mannen;Totaal;25 tot 45 jaar;2018;66550;69720;43495;320;12290;2360;1260;8510;1485;39890;35530;685;3375;300;53285;40790;18100;10350;12200;140;5375;7090;35
2394;Geslacht: Mannen;Totaal;25 tot 45 jaar;2019;73745;75380;43825;305;18490;2440;785;8825;710;38660;34925;595;2875;270;54240;40080;18385;9845;11705;140;6545;7595;25
2395;Geslacht: Mannen;Totaal;25 tot 45 jaar;2020;69420;71020;38115;495;19620;3480;500;8520;295;30865;27895;545;2255;170;43725;31795;15195;6925;9590;80;5015;6910;10
2396;Geslacht: Mannen;Totaal;25 tot 45 jaar;2021;65035;68155;35825;425;19135;3030;390;9055;295;32365;28825;625;2685;230;45450;33655;16340;6455;10780;75;4735;7035;25
2397;Geslacht: Mannen;Totaal;25 tot 45 jaar;2022;77250;78410;40300;290;21165;3130;290;12730;510;33165;29770;595;2550;250;47285;34080;17175;6470;10385;50;5645;7530;25
2398;Geslacht: Mannen;Totaal;45 tot 65 jaar;2001;26530;29130;16475;0;2765;280;8040;0;1570;12775;11940;110;620;105;18985;13765;4500;7165;2085;15;3940;1200;80
2399;Geslacht: Mannen;Totaal;45 tot 65 jaar;2002;28660;31220;17700;0;2970;345;8310;0;1895;13420;12615;105;600;105;19995;14500;4895;7175;2410;20;4035;1375;80
2400;Geslacht: Mannen;Totaal;45 tot 65 jaar;2003;33385;35470;20070;0;2915;415;10100;0;1975;16435;15375;120;845;100;24030;17425;5755;8530;3110;30;4750;1760;95
2401;Geslacht: Mannen;Totaal;45 tot 65 jaar;2004;32840;35380;20530;0;2995;515;9260;0;2080;17030;15950;140;865;75;24810;18155;5880;8695;3555;25;4590;1970;95
2402;Geslacht: Mannen;Totaal;45 tot 65 jaar;2005;33025;34980;21110;0;2990;670;8470;0;1740;17705;16425;140;1045;95;25340;18750;5715;8895;4115;25;4550;1945;95
2403;Geslacht: Mannen;Totaal;45 tot 65 jaar;2006;34230;36405;21335;0;3285;795;9195;0;1795;18335;16725;175;1325;110;25480;18950;5430;8835;4660;25;4345;2065;120
2404;Geslacht: Mannen;Totaal;45 tot 65 jaar;2007;35030;35660;21015;0;3335;845;8830;0;1630;17540;15930;175;1305;130;24100;17775;5000;8255;4490;35;4155;2055;115
2405;Geslacht: Mannen;Totaal;45 tot 65 jaar;2008;34160;35315;20510;0;4145;1100;7955;0;1610;17845;16030;240;1470;110;24210;17905;5160;7990;4725;25;3940;2255;115
2406;Geslacht: Mannen;Totaal;45 tot 65 jaar;2009;29965;35005;19660;0;4385;1080;7940;880;1050;17960;16100;220;1495;145;23625;17805;4745;8285;4760;20;3625;2080;115
2407;Geslacht: Mannen;Totaal;45 tot 65 jaar;2010;28365;29290;17515;0;3260;940;4775;2185;615;15380;13620;215;1450;95;19805;15225;4530;6380;4285;30;2630;1880;70
2408;Geslacht: Mannen;Totaal;45 tot 65 jaar;2011;32255;32745;18025;0;4280;1030;3830;4945;630;15255;13350;275;1520;110;18985;14870;4810;5675;4365;20;2120;1960;40
2409;Geslacht: Mannen;Totaal;45 tot 65 jaar;2012;31960;33600;16555;80;5250;1515;2515;6945;740;14940;13000;295;1475;165;18860;14620;5240;4845;4515;20;2140;2060;35
2410;Geslacht: Mannen;Totaal;45 tot 65 jaar;2013;30755;32690;15855;290;5945;1750;1835;6285;725;15835;13670;355;1620;185;19550;15260;5700;4930;4615;15;2180;2080;30
2411;Geslacht: Mannen;Totaal;45 tot 65 jaar;2014;32935;34100;16985;425;6000;1995;1795;6120;780;15700;13380;410;1700;210;19060;15060;5830;4475;4755;5;1835;2135;30
2412;Geslacht: Mannen;Totaal;45 tot 65 jaar;2015;30460;32535;17160;275;6090;1745;1580;4930;755;17440;14600;540;2030;270;20695;16520;6520;4755;5225;20;1840;2310;30
2413;Geslacht: Mannen;Totaal;45 tot 65 jaar;2016;30695;32590;17310;420;6265;1580;945;5350;715;15830;13450;405;1770;205;19315;15380;6450;3875;5045;15;1625;2285;25
2414;Geslacht: Mannen;Totaal;45 tot 65 jaar;2017;28775;30105;16735;275;5070;1625;920;4780;695;15395;13415;340;1495;150;19755;15250;6350;3845;5035;20;1910;2575;15
2415;Geslacht: Mannen;Totaal;45 tot 65 jaar;2018;28085;29300;16310;220;5510;1535;610;4515;605;15060;13250;320;1350;135;19615;15185;6395;3785;4975;30;1965;2445;20
