ID;SamenstellingInkomstenbelasting;KenmerkenHuishouden;Perioden;AantalParticuliereHuishoudens_1;AandeelParticuliereHuishoudens_2;TotaalBedrag_3;GemiddeldBedragPerHuishouden_4;BelastingdrukOpBrutoInkomen_5;k_25ePercentiel_6;k_50ePercentielMediaan_7;k_75ePercentiel_8;k_25ePercentiel_9;k_50ePercentielMediaan_10;k_75ePercentiel_11
0;10;10000;2006;7109.0;100.0;367124.0;51.6;;23.0;41.8;67.6;;;
1;10;10000;2007;7166.0;100.0;388240.0;54.2;;23.9;43.0;69.9;;;
2;10;10000;2008;7242.0;100.0;400783.0;55.3;;25.0;44.7;72.8;;;
3;10;10000;2009;7303.0;100.0;405874.0;55.6;;25.2;44.9;73.5;;;
4;10;10000;2010;7337.0;100.0;411604.0;56.1;;25.3;45.0;74.1;;;
5;10;10000;2011;7416.0;100.0;420519.0;56.7;;25.4;45.3;74.8;;;
6;10;10000;2012;7470.0;100.0;427575.0;57.2;;25.4;45.3;76.1;;;
7;10;10000;2013;7488.0;100.0;434059.0;58.0;;25.6;45.7;76.7;;;
8;10;10000;2014;7557.0;100.0;450383.0;59.6;;25.7;45.8;77.8;;;
9;10;10050;2006;2473.0;100.0;71108.0;28.8;;15.1;22.0;36.5;;;
10;10;10050;2007;2511.0;100.0;74215.0;29.6;;15.7;22.8;37.4;;;
11;10;10050;2008;2561.0;100.0;77738.0;30.4;;16.2;23.8;38.7;;;
12;10;10050;2009;2599.0;100.0;78727.0;30.3;;16.6;23.8;39.1;;;
13;10;10050;2010;2617.0;100.0;79973.0;30.6;;16.7;23.9;39.0;;;
14;10;10050;2011;2679.0;100.0;81865.0;30.6;;17.0;24.0;39.3;;;
15;10;10050;2012;2717.0;100.0;84012.0;30.9;;17.0;24.1;39.8;;;
16;10;10050;2013;2716.0;100.0;84843.0;31.2;;17.2;24.2;40.3;;;
17;10;10050;2014;2774.0;100.0;88763.0;32.0;;17.6;24.2;40.5;;;
18;10;10450;2006;1126.0;100.0;36938.0;32.8;;15.6;26.9;41.5;;;
19;10;10450;2007;1149.0;100.0;38607.0;33.6;;16.3;27.8;42.4;;;
20;10;10450;2008;1183.0;100.0;41025.0;34.7;;16.9;28.7;43.9;;;
21;10;10450;2009;1203.0;100.0;41174.0;34.2;;17.2;28.3;44.0;;;
22;10;10450;2010;1217.0;100.0;41838.0;34.4;;17.1;28.4;44.1;;;
23;10;10450;2011;1254.0;100.0;42854.0;34.2;;17.3;28.3;44.4;;;
24;10;10450;2012;1279.0;100.0;44190.0;34.6;;17.3;28.3;44.7;;;
25;10;10450;2013;1284.0;100.0;44820.0;34.9;;17.6;28.0;45.3;;;
26;10;10450;2014;1311.0;100.0;47051.0;35.9;;17.9;28.0;45.4;;;
27;10;10500;2006;941.0;100.0;32230.0;34.2;;15.5;29.3;43.2;;;
28;10;10500;2007;958.0;100.0;33479.0;35.0;;16.1;29.8;44.4;;;
29;10;10500;2008;985.0;100.0;35394.0;35.9;;16.7;30.7;45.8;;;
30;10;10500;2009;994.0;100.0;35225.0;35.4;;16.8;30.4;46.2;;;
31;10;10500;2010;1007.0;100.0;35839.0;35.6;;16.9;30.6;46.2;;;
32;10;10500;2011;1033.0;100.0;36498.0;35.3;;17.0;30.4;46.3;;;
33;10;10500;2012;1044.0;100.0;37488.0;35.9;;17.0;30.4;47.2;;;
34;10;10500;2013;1040.0;100.0;37641.0;36.2;;17.3;30.0;47.8;;;
35;10;10500;2014;1056.0;100.0;39207.0;37.1;;17.3;29.8;48.1;;;
36;10;10550;2006;185.0;100.0;4708.0;25.5;;15.9;20.0;28.6;;;
37;10;10550;2007;191.0;100.0;5127.0;26.8;;16.5;20.8;30.0;;;
38;10;10550;2008;198.0;100.0;5631.0;28.4;;17.4;22.0;32.1;;;
39;10;10550;2009;209.0;100.0;5949.0;28.4;;18.1;23.0;32.7;;;
40;10;10550;2010;210.0;100.0;5999.0;28.5;;17.9;22.8;32.2;;;
41;10;10550;2011;221.0;100.0;6356.0;28.8;;18.2;23.3;32.5;;;
42;10;10550;2012;235.0;100.0;6702.0;28.6;;18.4;23.3;32.9;;;
43;10;10550;2013;243.0;100.0;7179.0;29.5;;18.7;23.8;33.1;;;
44;10;10550;2014;255.0;100.0;7844.0;30.7;;19.3;24.3;33.7;;;
45;10;10600;2006;1347.0;100.0;34170.0;25.4;;15.0;19.2;31.6;;;
46;10;10600;2007;1362.0;100.0;35609.0;26.1;;15.5;20.0;32.5;;;
47;10;10600;2008;1378.0;100.0;36714.0;26.6;;15.9;20.5;33.7;;;
48;10;10600;2009;1395.0;100.0;37554.0;26.9;;16.4;21.0;34.0;;;
49;10;10600;2010;1399.0;100.0;38135.0;27.2;;16.5;21.2;34.2;;;
50;10;10600;2011;1425.0;100.0;39011.0;27.4;;16.8;21.4;34.6;;;
51;10;10600;2012;1439.0;100.0;39822.0;27.7;;16.8;21.6;34.7;;;
52;10;10600;2013;1432.0;100.0;40023.0;27.9;;17.0;21.8;35.1;;;
53;10;10600;2014;1463.0;100.0;41713.0;28.5;;17.4;21.9;35.0;;;
54;10;10650;2006;758.0;100.0;21211.0;28.0;;14.9;23.2;37.1;;;
55;10;10650;2007;768.0;100.0;21973.0;28.6;;15.2;24.1;38.0;;;
56;10;10650;2008;778.0;100.0;22673.0;29.1;;15.4;24.8;39.5;;;
57;10;10650;2009;786.0;100.0;23055.0;29.3;;15.8;24.5;40.0;;;
58;10;10650;2010;792.0;100.0;23417.0;29.6;;15.7;24.7;40.3;;;
59;10;10650;2011;801.0;100.0;23916.0;29.9;;16.0;24.9;40.6;;;
60;10;10650;2012;800.0;100.0;24117.0;30.2;;15.9;24.9;41.4;;;
61;10;10650;2013;796.0;100.0;24161.0;30.4;;15.8;24.8;41.9;;;
62;10;10650;2014;813.0;100.0;25106.0;30.9;;15.9;24.6;42.2;;;
63;10;10700;2006;589.0;100.0;12959.0;22.0;;15.0;17.6;23.3;;;
64;10;10700;2007;594.0;100.0;13636.0;22.9;;15.5;18.3;24.4;;;
65;10;10700;2008;599.0;100.0;14041.0;23.4;;16.1;19.1;25.3;;;
66;10;10700;2009;609.0;100.0;14499.0;23.8;;16.7;19.6;26.0;;;
67;10;10700;2010;607.0;100.0;14718.0;24.2;;16.9;19.8;26.2;;;
68;10;10700;2011;624.0;100.0;15095.0;24.2;;17.1;20.1;26.7;;;
69;10;10700;2012;639.0;100.0;15704.0;24.6;;17.3;20.4;27.2;;;
70;10;10700;2013;636.0;100.0;15862.0;24.9;;17.6;20.7;27.7;;;
71;10;10700;2014;651.0;100.0;16607.0;25.5;;17.9;21.0;27.9;;;
72;10;10100;2006;4636.0;100.0;296015.0;63.9;;34.8;55.3;80.0;;;
73;10;10100;2007;4655.0;100.0;314025.0;67.5;;36.1;57.3;83.1;;;
74;10;10100;2008;4681.0;100.0;323045.0;69.0;;38.0;59.8;86.3;;;
75;10;10100;2009;4704.0;100.0;327147.0;69.5;;38.2;60.5;87.7;;;
76;10;10100;2010;4721.0;100.0;331631.0;70.2;;38.2;60.9;88.7;;;
77;10;10100;2011;4737.0;100.0;338654.0;71.5;;38.6;61.9;90.1;;;
78;10;10100;2012;4753.0;100.0;343563.0;72.3;;38.5;62.4;91.7;;;
79;10;10100;2013;4772.0;100.0;349215.0;73.2;;38.6;62.9;93.0;;;
80;10;10100;2014;4783.0;100.0;361620.0;75.6;;38.9;63.4;94.9;;;
81;10;10150;2006;3969.0;100.0;264083.0;66.5;;37.8;57.8;82.3;;;
82;10;10150;2007;3983.0;100.0;280206.0;70.4;;39.3;59.9;85.9;;;
83;10;10150;2008;3998.0;100.0;287624.0;71.9;;41.3;62.7;89.0;;;
84;10;10150;2009;4002.0;100.0;290259.0;72.5;;41.6;63.6;90.6;;;
85;10;10150;2010;4107.0;100.0;300475.0;73.2;;41.4;63.9;91.4;;;
86;10;10150;2011;4106.0;100.0;306530.0;74.6;;42.2;65.1;93.1;;;
87;10;10150;2012;4115.0;100.0;311130.0;75.6;;42.1;65.9;94.9;;;
88;10;10150;2013;4127.0;100.0;316093.0;76.6;;42.3;66.5;96.3;;;
89;10;10150;2014;4123.0;100.0;326812.0;79.3;;42.6;67.2;98.3;;;
90;10;10200;2006;2034.0;100.0;116230.0;57.1;;29.5;47.2;70.9;;;
91;10;10200;2007;2057.0;100.0;124067.0;60.3;;30.9;49.1;73.4;;;
92;10;10200;2008;2070.0;100.0;126775.0;61.3;;32.4;51.1;76.4;;;
93;10;10200;2009;2083.0;100.0;129453.0;62.2;;33.1;51.8;78.1;;;
94;10;10200;2010;2114.0;100.0;130664.0;61.8;;32.6;51.4;77.9;;;
95;10;10200;2011;2116.0;100.0;132529.0;62.6;;33.2;52.2;78.4;;;
96;10;10200;2012;2125.0;100.0;134534.0;63.3;;33.4;52.6;79.8;;;
97;10;10200;2013;2143.0;100.0;137396.0;64.1;;33.6;52.9;80.5;;;
98;10;10200;2014;2147.0;100.0;142616.0;66.4;;33.9;53.2;82.1;;;
99;10;10750;2006;1346.0;100.0;90198.0;67.0;;41.0;58.2;80.7;;;
100;10;10750;2007;1350.0;100.0;95390.0;70.7;;42.6;60.3;83.8;;;
101;10;10750;2008;1339.0;100.0;96193.0;71.9;;44.3;62.9;87.0;;;
102;10;10750;2009;1327.0;100.0;96770.0;72.9;;45.0;64.6;89.1;;;
103;10;10750;2010;1333.0;100.0;96832.0;72.6;;44.6;64.4;89.4;;;
104;10;10750;2011;1290.0;100.0;95670.0;74.2;;46.3;66.0;91.5;;;
105;10;10750;2012;1263.0;100.0;95368.0;75.5;;46.5;67.1;93.6;;;
106;10;10750;2013;1256.0;100.0;96736.0;77.0;;47.3;68.1;95.0;;;
107;10;10750;2014;1235.0;100.0;98804.0;80.0;;47.9;69.7;97.5;;;
108;10;10800;2006;688.0;100.0;26032.0;37.8;;23.1;28.9;41.2;;;
109;10;10800;2007;707.0;100.0;28676.0;40.6;;24.2;30.6;43.5;;;
110;10;10800;2008;731.0;100.0;30582.0;41.8;;25.4;32.5;46.5;;;
111;10;10800;2009;755.0;100.0;32683.0;43.3;;26.5;33.8;48.2;;;
112;10;10800;2010;781.0;100.0;33832.0;43.3;;26.6;33.7;48.2;;;
113;10;10800;2011;826.0;100.0;36859.0;44.6;;27.4;35.0;49.9;;;
114;10;10800;2012;861.0;100.0;39167.0;45.5;;27.9;35.9;51.2;;;
115;10;10800;2013;887.0;100.0;40661.0;45.8;;28.2;36.5;51.9;;;
116;10;10800;2014;913.0;100.0;43812.0;48.0;;28.7;37.0;52.6;;;
117;10;10250;2006;1333.0;100.0;95545.0;71.7;;46.5;62.7;85.0;;;
118;10;10250;2007;1333.0;100.0;101587.0;76.2;;48.4;65.0;89.0;;;
119;10;10250;2008;1326.0;100.0;103992.0;78.4;;51.0;68.2;92.2;;;
120;10;10250;2009;1321.0;100.0;104610.0;79.2;;51.8;69.4;94.5;;;
121;10;10250;2010;1345.0;100.0;108680.0;80.8;;52.1;70.3;95.9;;;
122;10;10250;2011;1341.0;100.0;111127.0;82.8;;53.4;72.1;98.2;;;
123;10;10250;2012;1331.0;100.0;112662.0;84.6;;53.4;73.7;101.2;;;
124;10;10250;2013;1322.0;100.0;113664.0;86.0;;54.0;74.9;103.2;;;
125;10;10250;2014;1306.0;100.0;116500.0;89.2;;54.9;76.4;105.9;;;
126;10;10300;2006;601.0;100.0;52308.0;87.0;;59.3;79.5;104.1;;;
127;10;10300;2007;594.0;100.0;54552.0;91.9;;62.2;83.1;108.5;;;
128;10;10300;2008;602.0;100.0;56857.0;94.4;;65.5;86.6;112.5;;;
129;10;10300;2009;598.0;100.0;56195.0;94.0;;64.5;86.9;113.2;;;
130;10;10300;2010;648.0;100.0;61132.0;94.3;;64.5;86.6;113.5;;;
131;10;10300;2011;649.0;100.0;62874.0;96.8;;66.0;88.6;116.2;;;
132;10;10300;2012;659.0;100.0;63933.0;97.0;;66.1;88.9;117.1;;;
133;10;10300;2013;662.0;100.0;65033.0;98.2;;66.2;90.1;119.1;;;
134;10;10300;2014;670.0;100.0;67695.0;101.0;;66.2;91.0;121.3;;;
135;10;10350;2006;445.0;100.0;16872.0;38.0;;20.7;30.5;49.0;;;
136;10;10350;2007;449.0;100.0;17834.0;39.7;;21.4;31.9;50.8;;;
137;10;10350;2008;463.0;100.0;19206.0;41.5;;23.1;33.9;52.6;;;
138;10;10350;2009;475.0;100.0;20119.0;42.3;;23.9;34.5;53.1;;;
139;10;10350;2010;475.0;100.0;20376.0;42.9;;24.4;35.4;53.5;;;
140;10;10350;2011;494.0;100.0;21466.0;43.5;;24.4;35.0;54.2;;;
141;10;10350;2012;502.0;100.0;21772.0;43.4;;24.6;35.3;54.6;;;
142;10;10350;2013;515.0;100.0;22900.0;44.5;;25.2;35.9;55.4;;;
143;10;10350;2014;526.0;100.0;23781.0;45.2;;25.6;36.0;56.0;;;
144;10;10850;2006;249.0;100.0;7237.0;29.0;;18.8;22.8;34.5;;;
145;10;10850;2007;255.0;100.0;7834.0;30.7;;19.4;24.0;35.8;;;
146;10;10850;2008;261.0;100.0;8386.0;32.2;;21.0;25.9;38.1;;;
147;10;10850;2009;267.0;100.0;9022.0;33.8;;21.9;26.6;39.0;;;
148;10;10850;2010;259.0;100.0;8884.0;34.3;;22.1;27.3;40.2;;;
149;10;10850;2011;269.0;100.0;9290.0;34.5;;22.2;27.4;40.3;;;
150;10;10850;2012;276.0;100.0;9657.0;34.9;;22.6;27.9;40.6;;;
151;10;10850;2013;280.0;100.0;10074.0;35.9;;23.0;28.4;41.5;;;
152;10;10850;2014;283.0;100.0;10441.0;36.8;;23.5;28.3;42.3;;;
153;10;10900;2006;195.0;100.0;9634.0;49.4;;30.1;45.0;60.9;;;
154;10;10900;2007;195.0;100.0;10000.0;51.4;;31.6;45.7;61.9;;;
155;10;10900;2008;202.0;100.0;10820.0;53.6;;33.3;47.7;65.8;;;
156;10;10900;2009;208.0;100.0;11097.0;53.3;;33.2;47.5;66.0;;;
157;10;10900;2010;216.0;100.0;11492.0;53.3;;33.5;47.4;65.9;;;
158;10;10900;2011;224.0;100.0;12176.0;54.3;;32.5;47.6;66.3;;;
159;10;10900;2012;225.0;100.0;12114.0;53.8;;32.4;47.2;66.2;;;
160;10;10900;2013;234.0;100.0;12826.0;54.7;;32.9;47.4;66.8;;;
161;10;10900;2014;242.0;100.0;13340.0;55.0;;33.2;47.6;67.5;;;
162;10;10400;2006;222.0;100.0;15060.0;67.7;;40.7;59.6;84.1;;;
163;10;10400;2007;222.0;100.0;15984.0;71.9;;41.0;62.3;89.1;;;
164;10;10400;2008;221.0;100.0;16215.0;73.5;;43.4;64.8;91.8;;;
165;10;10400;2009;227.0;100.0;16769.0;73.8;;43.6;65.6;92.5;;;
166;10;10400;2010;139.0;100.0;10779.0;77.6;;42.0;67.9;99.2;;;
167;10;10400;2011;137.0;100.0;10659.0;77.5;;42.5;68.0;100.9;;;
168;10;10400;2012;136.0;100.0;10662.0;78.2;;42.2;69.0;101.9;;;
169;10;10400;2013;130.0;100.0;10222.0;78.7;;41.9;68.0;101.8;;;
170;10;10400;2014;134.0;100.0;11027.0;82.3;;42.5;69.1;104.5;;;
171;10;10950;2006;1656.0;100.0;55750.0;33.7;;18.1;24.7;38.3;;;
