ID;SamenstellingInkomstenbelasting;KenmerkenHuishouden;Perioden;AantalParticuliereHuishoudens_1;AandeelParticuliereHuishoudens_2;TotaalBedrag_3;GemiddeldBedragPerHuishouden_4;BelastingdrukOpBrutoInkomen_5;k_25ePercentiel_6;k_50ePercentielMediaan_7;k_75ePercentiel_8;k_25ePercentiel_9;k_50ePercentielMediaan_10;k_75ePercentiel_11
172;10;10950;2007;1689.0;100.0;60330.0;35.7;;18.7;25.9;40.0;;;
173;10;10950;2008;1728.0;100.0;63563.0;36.8;;19.7;27.3;42.2;;;
174;10;10950;2009;1775.0;100.0;66675.0;37.6;;20.3;28.3;43.4;;;
175;10;10950;2010;1807.0;100.0;68998.0;38.2;;20.6;28.6;44.0;;;
176;10;10950;2011;1891.0;100.0;73943.0;39.1;;21.0;29.4;45.3;;;
177;10;10950;2012;1962.0;100.0;77909.0;39.7;;21.3;30.0;46.2;;;
178;10;10950;2013;1997.0;100.0;80316.0;40.2;;21.6;30.5;47.2;;;
179;10;10950;2014;2053.0;100.0;85788.0;41.8;;21.9;31.0;47.6;;;
180;10;11000;2006;774.0;100.0;17667.0;22.8;;15.1;18.0;24.7;;;
181;10;11000;2007;786.0;100.0;18763.0;23.9;;15.7;18.7;25.8;;;
182;10;11000;2008;798.0;100.0;19671.0;24.7;;16.3;19.6;27.0;;;
183;10;11000;2009;818.0;100.0;20447.0;25.0;;16.9;20.2;27.7;;;
184;10;11000;2010;818.0;100.0;20717.0;25.3;;17.1;20.3;27.7;;;
185;10;11000;2011;845.0;100.0;21451.0;25.4;;17.3;20.6;28.4;;;
186;10;11000;2012;874.0;100.0;22406.0;25.7;;17.5;21.0;28.8;;;
187;10;11000;2013;880.0;100.0;23041.0;26.2;;17.7;21.3;29.3;;;
188;10;11000;2014;906.0;100.0;24451.0;27.0;;18.2;21.6;29.6;;;
189;10;11050;2006;185.0;100.0;4708.0;25.5;;15.9;20.0;28.6;;;
190;10;11050;2007;191.0;100.0;5127.0;26.8;;16.5;20.8;30.0;;;
191;10;11050;2008;198.0;100.0;5631.0;28.4;;17.4;22.0;32.1;;;
192;10;11050;2009;209.0;100.0;5949.0;28.4;;18.1;23.0;32.7;;;
193;10;11050;2010;210.0;100.0;5999.0;28.5;;17.9;22.8;32.2;;;
194;10;11050;2011;221.0;100.0;6356.0;28.8;;18.2;23.3;32.5;;;
195;10;11050;2012;235.0;100.0;6702.0;28.6;;18.4;23.3;32.9;;;
196;10;11050;2013;243.0;100.0;7179.0;29.5;;18.7;23.8;33.1;;;
197;10;11050;2014;255.0;100.0;7844.0;30.7;;19.3;24.3;33.7;;;
198;10;11100;2006;589.0;100.0;12959.0;22.0;;15.0;17.6;23.3;;;
199;10;11100;2007;594.0;100.0;13636.0;22.9;;15.5;18.3;24.4;;;
200;10;11100;2008;599.0;100.0;14041.0;23.4;;16.1;19.1;25.3;;;
201;10;11100;2009;609.0;100.0;14499.0;23.8;;16.7;19.6;26.0;;;
202;10;11100;2010;607.0;100.0;14718.0;24.2;;16.9;19.8;26.2;;;
203;10;11100;2011;624.0;100.0;15095.0;24.2;;17.1;20.1;26.7;;;
204;10;11100;2012;639.0;100.0;15704.0;24.6;;17.3;20.4;27.2;;;
205;10;11100;2013;636.0;100.0;15862.0;24.9;;17.6;20.7;27.7;;;
206;10;11100;2014;651.0;100.0;16607.0;25.5;;17.9;21.0;27.9;;;
207;10;11150;2006;735.0;100.0;28643.0;39.0;;23.4;29.7;43.0;;;
208;10;11150;2007;757.0;100.0;31719.0;41.9;;24.4;31.4;45.5;;;
209;10;11150;2008;780.0;100.0;33537.0;43.0;;25.7;33.4;48.1;;;
210;10;11150;2009;808.0;100.0;35938.0;44.5;;26.8;34.7;50.0;;;
211;10;11150;2010;836.0;100.0;37241.0;44.5;;26.9;34.7;49.9;;;
212;10;11150;2011;887.0;100.0;40778.0;46.0;;27.8;36.1;51.9;;;
213;10;11150;2012;927.0;100.0;43643.0;47.1;;28.3;37.1;53.5;;;
214;10;11150;2013;957.0;100.0;45462.0;47.5;;28.7;37.8;54.3;;;
215;10;11150;2014;983.0;100.0;49035.0;49.9;;29.1;38.3;55.1;;;
216;10;11200;2006;538.0;100.0;19647.0;36.5;;22.9;28.2;40.1;;;
217;10;11200;2007;554.0;100.0;21610.0;39.0;;23.9;29.8;41.8;;;
218;10;11200;2008;573.0;100.0;22997.0;40.1;;25.1;31.6;44.5;;;
219;10;11200;2009;592.0;100.0;24680.0;41.7;;26.2;32.9;46.3;;;
220;10;11200;2010;614.0;100.0;25584.0;41.7;;26.3;32.9;46.2;;;
221;10;11200;2011;652.0;100.0;27738.0;42.6;;27.0;34.0;47.9;;;
222;10;11200;2012;689.0;100.0;30182.0;43.8;;27.6;34.9;49.4;;;
223;10;11200;2013;715.0;100.0;31504.0;44.1;;27.9;35.5;50.2;;;
224;10;11200;2014;741.0;100.0;34269.0;46.2;;28.4;36.0;50.7;;;
225;10;11250;2006;197.0;100.0;8996.0;45.8;;25.5;35.3;51.8;;;
226;10;11250;2007;204.0;100.0;10109.0;49.6;;26.8;36.9;55.1;;;
227;10;11250;2008;207.0;100.0;10540.0;51.0;;28.6;39.5;57.7;;;
228;10;11250;2009;216.0;100.0;11258.0;52.2;;29.8;41.4;60.1;;;
229;10;11250;2010;222.0;100.0;11657.0;52.5;;29.6;41.1;60.4;;;
230;10;11250;2011;235.0;100.0;13040.0;55.4;;31.2;43.8;63.8;;;
231;10;11250;2012;238.0;100.0;13461.0;56.5;;32.1;44.9;66.9;;;
232;10;11250;2013;242.0;100.0;13959.0;57.6;;32.7;46.4;68.0;;;
233;10;11250;2014;242.0;100.0;14766.0;60.9;;33.5;47.4;71.4;;;
234;10;11300;2006;148.0;100.0;9439.0;63.9;;37.9;54.9;78.1;;;
235;10;11300;2007;146.0;100.0;9848.0;67.6;;39.4;56.9;81.0;;;
236;10;11300;2008;151.0;100.0;10354.0;68.7;;40.8;58.8;83.5;;;
237;10;11300;2009;149.0;100.0;10290.0;69.2;;42.1;60.3;83.9;;;
238;10;11300;2010;154.0;100.0;11039.0;71.9;;42.7;61.4;88.6;;;
239;10;11300;2011;160.0;100.0;11714.0;73.4;;43.4;63.7;90.7;;;
240;10;11300;2012;162.0;100.0;11860.0;73.4;;43.0;63.3;91.7;;;
241;10;11300;2013;161.0;100.0;11812.0;73.5;;43.1;63.1;91.7;;;
242;10;11300;2014;164.0;100.0;12302.0;75.1;;42.8;63.3;92.5;;;
243;10;11350;2006;5453.0;100.0;311374.0;57.1;;28.3;48.9;74.0;;;
244;10;11350;2007;5477.0;100.0;327910.0;59.9;;29.1;50.5;76.5;;;
245;10;11350;2008;5514.0;100.0;337221.0;61.2;;30.3;52.5;79.7;;;
246;10;11350;2009;5528.0;100.0;339199.0;61.4;;29.9;52.9;80.7;;;
247;10;11350;2010;5530.0;100.0;342606.0;62.0;;29.8;53.1;81.4;;;
248;10;11350;2011;5525.0;100.0;346576.0;62.7;;29.6;53.6;82.6;;;
249;10;11350;2012;5508.0;100.0;349666.0;63.5;;29.2;54.0;84.3;;;
250;10;11350;2013;5491.0;100.0;353743.0;64.4;;29.3;54.4;85.7;;;
251;10;11350;2014;5504.0;100.0;364595.0;66.2;;29.0;54.8;87.0;;;
252;10;11400;2006;2473.0;100.0;71108.0;28.8;;15.1;22.0;36.5;;;
253;10;11400;2007;2511.0;100.0;74215.0;29.6;;15.7;22.8;37.4;;;
254;10;11400;2008;2561.0;100.0;77738.0;30.4;;16.2;23.8;38.7;;;
255;10;11400;2009;2599.0;100.0;78727.0;30.3;;16.6;23.8;39.1;;;
256;10;11400;2010;2617.0;100.0;79973.0;30.6;;16.7;23.9;39.0;;;
257;10;11400;2011;2679.0;100.0;81865.0;30.6;;17.0;24.0;39.3;;;
258;10;11400;2012;2717.0;100.0;84012.0;30.9;;17.0;24.1;39.8;;;
259;10;11400;2013;2716.0;100.0;84843.0;31.2;;17.2;24.2;40.3;;;
260;10;11400;2014;2774.0;100.0;88763.0;32.0;;17.6;24.2;40.5;;;
261;10;11450;2006;2339.0;100.0;128296.0;54.8;;28.2;45.2;68.3;;;
262;10;11450;2007;2364.0;100.0;136660.0;57.8;;29.5;46.9;70.5;;;
263;10;11450;2008;2390.0;100.0;140412.0;58.7;;30.9;48.8;73.5;;;
264;10;11450;2009;2412.0;100.0;143860.0;59.6;;31.5;49.4;75.2;;;
265;10;11450;2010;2432.0;100.0;144483.0;59.4;;31.3;49.2;75.0;;;
266;10;11450;2011;2447.0;100.0;147155.0;60.1;;31.7;49.8;75.3;;;
267;10;11450;2012;2466.0;100.0;149446.0;60.6;;31.8;50.1;76.6;;;
268;10;11450;2013;2491.0;100.0;153101.0;61.5;;32.0;50.5;77.2;;;
269;10;11450;2014;2503.0;100.0;158852.0;63.5;;32.3;50.7;78.4;;;
270;10;11500;2006;896.0;100.0;60481.0;67.5;;41.2;60.5;83.9;;;
271;10;11500;2007;896.0;100.0;63630.0;71.0;;42.2;62.5;87.5;;;
272;10;11500;2008;899.0;100.0;65616.0;73.0;;44.3;65.4;90.5;;;
273;10;11500;2009;904.0;100.0;66166.0;73.2;;44.8;66.2;91.7;;;
274;10;11500;2010;900.0;100.0;67165.0;74.6;;45.4;67.0;93.5;;;
275;10;11500;2011;906.0;100.0;68693.0;75.8;;45.8;68.1;94.6;;;
276;10;11500;2012;912.0;100.0;70173.0;77.0;;45.5;68.8;96.9;;;
277;10;11500;2013;917.0;100.0;71270.0;77.7;;45.3;69.3;98.3;;;
278;10;11500;2014;920.0;100.0;73371.0;79.7;;45.7;70.0;100.2;;;
279;10;11550;2006;969.0;100.0;72965.0;75.3;;48.8;67.0;91.3;;;
280;10;11550;2007;969.0;100.0;77015.0;79.5;;50.6;69.6;95.2;;;
281;10;11550;2008;969.0;100.0;79852.0;82.4;;53.7;73.4;99.6;;;
282;10;11550;2009;969.0;100.0;80687.0;83.3;;54.4;74.4;102.0;;;
283;10;11550;2010;971.0;100.0;82698.0;85.2;;55.0;75.8;103.5;;;
284;10;11550;2011;970.0;100.0;84872.0;87.5;;56.5;77.3;105.9;;;
285;10;11550;2012;966.0;100.0;86045.0;89.1;;57.3;79.6;108.4;;;
286;10;11550;2013;962.0;100.0;87235.0;90.7;;57.8;80.8;110.3;;;
287;10;11550;2014;959.0;100.0;90204.0;94.0;;58.9;82.4;113.2;;;
288;10;11600;2006;431.0;100.0;34273.0;79.5;;48.8;69.4;96.9;;;
289;10;11600;2007;426.0;100.0;36720.0;86.2;;51.1;72.7;103.6;;;
290;10;11600;2008;423.0;100.0;37165.0;87.8;;53.9;76.2;106.1;;;
291;10;11600;2009;419.0;100.0;36434.0;86.9;;53.3;76.1;106.3;;;
292;10;11600;2010;418.0;100.0;37286.0;89.3;;54.4;77.6;108.9;;;
293;10;11600;2011;414.0;100.0;37933.0;91.6;;55.5;79.5;111.9;;;
294;10;11600;2012;409.0;100.0;37899.0;92.6;;55.0;80.6;112.7;;;
295;10;11600;2013;402.0;100.0;37610.0;93.5;;55.6;81.3;114.5;;;
296;10;11600;2014;400.0;100.0;39193.0;98.0;;56.3;83.1;117.5;;;
297;10;11650;2006;3240.0;100.0;106461.0;32.9;;16.0;24.9;40.2;;;
298;10;11650;2007;3240.0;100.0;109401.0;33.8;;16.5;25.7;41.0;;;
299;10;11650;2008;3255.0;100.0;111112.0;34.1;;17.1;26.5;42.1;;;
300;10;11650;2009;3287.0;100.0;111684.0;34.0;;17.4;26.5;42.2;;;
301;10;11650;2010;3265.0;100.0;111242.0;34.1;;17.5;26.3;42.3;;;
302;10;11650;2011;3314.0;100.0;112517.0;34.0;;17.7;26.3;42.3;;;
303;10;11650;2012;3338.0;100.0;114351.0;34.3;;17.7;26.2;42.7;;;
304;10;11650;2013;3331.0;100.0;115194.0;34.6;;18.0;26.4;43.1;;;
305;10;11650;2014;3383.0;100.0;119888.0;35.4;;18.2;26.5;43.5;;;
306;10;11700;2006;3066.0;100.0;192756.0;62.9;;36.0;54.9;77.1;;;
307;10;11700;2007;3104.0;100.0;205347.0;66.2;;37.3;56.7;79.9;;;
308;10;11700;2008;3144.0;100.0;211983.0;67.4;;39.0;59.0;82.8;;;
309;10;11700;2009;3176.0;100.0;217441.0;68.5;;39.4;59.9;84.7;;;
310;10;11700;2010;3229.0;100.0;221873.0;68.7;;38.9;59.8;85.1;;;
311;10;11700;2011;3253.0;100.0;227171.0;69.8;;39.5;60.7;86.5;;;
312;10;11700;2012;3284.0;100.0;231854.0;70.6;;39.2;61.1;88.1;;;
