ID;Landbouwactiviteit;Landbouwmethode;RegioS;Perioden;AantalBedrijven_1;OppervlakteVanGewassen_2;Dieraantallen_3
4870;Akkerbouwgroenten (totaal);Landbouw (totaal);Zuid-Holland (PV);2021;459.0;581618.0;
4871;Akkerbouwgroenten (totaal);Landbouw (totaal);Zuid-Holland (PV);2022;431.0;515967.0;
4872;Akkerbouwgroenten (totaal);Landbouw (totaal);Zeeland (PV);2015;1155.0;1077213.0;
4873;Akkerbouwgroenten (totaal);Landbouw (totaal);Zeeland (PV);2016;1151.0;1121717.0;
4874;Akkerbouwgroenten (totaal);Landbouw (totaal);Zeeland (PV);2017;1178.0;1194799.0;
4875;Akkerbouwgroenten (totaal);Landbouw (totaal);Zeeland (PV);2018;1111.0;1128601.0;
4876;Akkerbouwgroenten (totaal);Landbouw (totaal);Zeeland (PV);2019;1028.0;1042471.0;
4877;Akkerbouwgroenten (totaal);Landbouw (totaal);Zeeland (PV);2020;964.0;1005841.0;
4878;Akkerbouwgroenten (totaal);Landbouw (totaal);Zeeland (PV);2021;918.0;999744.0;
4879;Akkerbouwgroenten (totaal);Landbouw (totaal);Zeeland (PV);2022;847.0;879727.0;
4880;Akkerbouwgroenten (totaal);Landbouw (totaal);Noord-Brabant (PV);2015;1024.0;990403.0;
4881;Akkerbouwgroenten (totaal);Landbouw (totaal);Noord-Brabant (PV);2016;1073.0;1054315.0;
4882;Akkerbouwgroenten (totaal);Landbouw (totaal);Noord-Brabant (PV);2017;1087.0;1037484.0;
4883;Akkerbouwgroenten (totaal);Landbouw (totaal);Noord-Brabant (PV);2018;1101.0;1092551.0;
4884;Akkerbouwgroenten (totaal);Landbouw (totaal);Noord-Brabant (PV);2019;1161.0;1213699.0;
4885;Akkerbouwgroenten (totaal);Landbouw (totaal);Noord-Brabant (PV);2020;1121.0;1208139.0;
4886;Akkerbouwgroenten (totaal);Landbouw (totaal);Noord-Brabant (PV);2021;1266.0;1341672.0;
4887;Akkerbouwgroenten (totaal);Landbouw (totaal);Noord-Brabant (PV);2022;1143.0;1173979.0;
4888;Akkerbouwgroenten (totaal);Landbouw (totaal);Limburg (PV);2015;436.0;395918.0;
4889;Akkerbouwgroenten (totaal);Landbouw (totaal);Limburg (PV);2016;464.0;407654.0;
4890;Akkerbouwgroenten (totaal);Landbouw (totaal);Limburg (PV);2017;489.0;441840.0;
4891;Akkerbouwgroenten (totaal);Landbouw (totaal);Limburg (PV);2018;492.0;448817.0;
4892;Akkerbouwgroenten (totaal);Landbouw (totaal);Limburg (PV);2019;487.0;497511.0;
4893;Akkerbouwgroenten (totaal);Landbouw (totaal);Limburg (PV);2020;476.0;495439.0;
4894;Akkerbouwgroenten (totaal);Landbouw (totaal);Limburg (PV);2021;511.0;548837.0;
4895;Akkerbouwgroenten (totaal);Landbouw (totaal);Limburg (PV);2022;448.0;459579.0;
4896;Akkerbouwgroenten (totaal);Gangbare landbouw;Nederland;2015;4984.0;5195922.0;
4897;Akkerbouwgroenten (totaal);Gangbare landbouw;Nederland;2016;5090.0;5376242.0;
4898;Akkerbouwgroenten (totaal);Gangbare landbouw;Nederland;2017;5247.0;5559293.0;
4899;Akkerbouwgroenten (totaal);Gangbare landbouw;Nederland;2018;5081.0;5509178.0;
4900;Akkerbouwgroenten (totaal);Gangbare landbouw;Nederland;2019;5152.0;5802325.0;
4901;Akkerbouwgroenten (totaal);Gangbare landbouw;Nederland;2020;4965.0;5679047.0;
4902;Akkerbouwgroenten (totaal);Gangbare landbouw;Nederland;2021;5235.0;6115236.0;
4903;Akkerbouwgroenten (totaal);Gangbare landbouw;Nederland;2022;4854.0;5465512.0;
4904;Akkerbouwgroenten (totaal);Gangbare landbouw;Noord-Nederland (LD);2015;437.0;415646.0;
4905;Akkerbouwgroenten (totaal);Gangbare landbouw;Noord-Nederland (LD);2016;458.0;449550.0;
4906;Akkerbouwgroenten (totaal);Gangbare landbouw;Noord-Nederland (LD);2017;522.0;525636.0;
4907;Akkerbouwgroenten (totaal);Gangbare landbouw;Noord-Nederland (LD);2018;486.0;507550.0;
4908;Akkerbouwgroenten (totaal);Gangbare landbouw;Noord-Nederland (LD);2019;576.0;670208.0;
4909;Akkerbouwgroenten (totaal);Gangbare landbouw;Noord-Nederland (LD);2020;588.0;700169.0;
4910;Akkerbouwgroenten (totaal);Gangbare landbouw;Noord-Nederland (LD);2021;681.0;866210.0;
4911;Akkerbouwgroenten (totaal);Gangbare landbouw;Noord-Nederland (LD);2022;652.0;817035.0;
4912;Akkerbouwgroenten (totaal);Gangbare landbouw;Oost-Nederland (LD);2015;1209.0;1536139.0;
4913;Akkerbouwgroenten (totaal);Gangbare landbouw;Oost-Nederland (LD);2016;1218.0;1553184.0;
4914;Akkerbouwgroenten (totaal);Gangbare landbouw;Oost-Nederland (LD);2017;1232.0;1548416.0;
4915;Akkerbouwgroenten (totaal);Gangbare landbouw;Oost-Nederland (LD);2018;1199.0;1551861.0;
4916;Akkerbouwgroenten (totaal);Gangbare landbouw;Oost-Nederland (LD);2019;1211.0;1594158.0;
4917;Akkerbouwgroenten (totaal);Gangbare landbouw;Oost-Nederland (LD);2020;1156.0;1520009.0;
4918;Akkerbouwgroenten (totaal);Gangbare landbouw;Oost-Nederland (LD);2021;1182.0;1568432.0;
4919;Akkerbouwgroenten (totaal);Gangbare landbouw;Oost-Nederland (LD);2022;1139.0;1446993.0;
4920;Akkerbouwgroenten (totaal);Gangbare landbouw;West-Nederland (LD);2015;1912.0;1889950.0;
4921;Akkerbouwgroenten (totaal);Gangbare landbouw;West-Nederland (LD);2016;1917.0;1949759.0;
4922;Akkerbouwgroenten (totaal);Gangbare landbouw;West-Nederland (LD);2017;1955.0;2044951.0;
4923;Akkerbouwgroenten (totaal);Gangbare landbouw;West-Nederland (LD);2018;1842.0;1952010.0;
4924;Akkerbouwgroenten (totaal);Gangbare landbouw;West-Nederland (LD);2019;1758.0;1873166.0;
4925;Akkerbouwgroenten (totaal);Gangbare landbouw;West-Nederland (LD);2020;1664.0;1817968.0;
4926;Akkerbouwgroenten (totaal);Gangbare landbouw;West-Nederland (LD);2021;1637.0;1851735.0;
4927;Akkerbouwgroenten (totaal);Gangbare landbouw;West-Nederland (LD);2022;1517.0;1633215.0;
4928;Akkerbouwgroenten (totaal);Gangbare landbouw;Zuid-Nederland (LD);2015;1426.0;1354187.0;
4929;Akkerbouwgroenten (totaal);Gangbare landbouw;Zuid-Nederland (LD);2016;1497.0;1423749.0;
4930;Akkerbouwgroenten (totaal);Gangbare landbouw;Zuid-Nederland (LD);2017;1538.0;1440290.0;
4931;Akkerbouwgroenten (totaal);Gangbare landbouw;Zuid-Nederland (LD);2018;1554.0;1497757.0;
4932;Akkerbouwgroenten (totaal);Gangbare landbouw;Zuid-Nederland (LD);2019;1607.0;1664793.0;
4933;Akkerbouwgroenten (totaal);Gangbare landbouw;Zuid-Nederland (LD);2020;1557.0;1640901.0;
4934;Akkerbouwgroenten (totaal);Gangbare landbouw;Zuid-Nederland (LD);2021;1735.0;1828859.0;
4935;Akkerbouwgroenten (totaal);Gangbare landbouw;Zuid-Nederland (LD);2022;1546.0;1568269.0;
4936;Akkerbouwgroenten (totaal);Gangbare landbouw;Groningen (PV);2015;206.0;200349.0;
4937;Akkerbouwgroenten (totaal);Gangbare landbouw;Groningen (PV);2016;216.0;224477.0;
4938;Akkerbouwgroenten (totaal);Gangbare landbouw;Groningen (PV);2017;246.0;259332.0;
4939;Akkerbouwgroenten (totaal);Gangbare landbouw;Groningen (PV);2018;224.0;248677.0;
4940;Akkerbouwgroenten (totaal);Gangbare landbouw;Groningen (PV);2019;265.0;315745.0;
4941;Akkerbouwgroenten (totaal);Gangbare landbouw;Groningen (PV);2020;267.0;315751.0;
4942;Akkerbouwgroenten (totaal);Gangbare landbouw;Groningen (PV);2021;303.0;392226.0;
4943;Akkerbouwgroenten (totaal);Gangbare landbouw;Groningen (PV);2022;316.0;398925.0;
4944;Akkerbouwgroenten (totaal);Gangbare landbouw;Fryslân (PV);2015;151.0;112027.0;
4945;Akkerbouwgroenten (totaal);Gangbare landbouw;Fryslân (PV);2016;152.0;118971.0;
4946;Akkerbouwgroenten (totaal);Gangbare landbouw;Fryslân (PV);2017;163.0;128828.0;
4947;Akkerbouwgroenten (totaal);Gangbare landbouw;Fryslân (PV);2018;153.0;123785.0;
4948;Akkerbouwgroenten (totaal);Gangbare landbouw;Fryslân (PV);2019;159.0;144217.0;
4949;Akkerbouwgroenten (totaal);Gangbare landbouw;Fryslân (PV);2020;151.0;143208.0;
4950;Akkerbouwgroenten (totaal);Gangbare landbouw;Fryslân (PV);2021;166.0;169557.0;
4951;Akkerbouwgroenten (totaal);Gangbare landbouw;Fryslân (PV);2022;155.0;152437.0;
4952;Akkerbouwgroenten (totaal);Gangbare landbouw;Drenthe (PV);2015;80.0;103270.0;
4953;Akkerbouwgroenten (totaal);Gangbare landbouw;Drenthe (PV);2016;90.0;106102.0;
4954;Akkerbouwgroenten (totaal);Gangbare landbouw;Drenthe (PV);2017;113.0;137476.0;
4955;Akkerbouwgroenten (totaal);Gangbare landbouw;Drenthe (PV);2018;109.0;135088.0;
4956;Akkerbouwgroenten (totaal);Gangbare landbouw;Drenthe (PV);2019;152.0;210246.0;
4957;Akkerbouwgroenten (totaal);Gangbare landbouw;Drenthe (PV);2020;170.0;241210.0;
4958;Akkerbouwgroenten (totaal);Gangbare landbouw;Drenthe (PV);2021;212.0;304427.0;
4959;Akkerbouwgroenten (totaal);Gangbare landbouw;Drenthe (PV);2022;181.0;265673.0;
4960;Akkerbouwgroenten (totaal);Gangbare landbouw;Overijssel (PV);2015;28.0;23084.0;
4961;Akkerbouwgroenten (totaal);Gangbare landbouw;Overijssel (PV);2016;40.0;36855.0;
4962;Akkerbouwgroenten (totaal);Gangbare landbouw;Overijssel (PV);2017;71.0;49078.0;
4963;Akkerbouwgroenten (totaal);Gangbare landbouw;Overijssel (PV);2018;60.0;52078.0;
4964;Akkerbouwgroenten (totaal);Gangbare landbouw;Overijssel (PV);2019;81.0;75765.0;
4965;Akkerbouwgroenten (totaal);Gangbare landbouw;Overijssel (PV);2020;69.0;74157.0;
4966;Akkerbouwgroenten (totaal);Gangbare landbouw;Overijssel (PV);2021;84.0;93933.0;
4967;Akkerbouwgroenten (totaal);Gangbare landbouw;Overijssel (PV);2022;80.0;77161.0;
4968;Akkerbouwgroenten (totaal);Gangbare landbouw;Flevoland (PV);2015;1045.0;1433553.0;
4969;Akkerbouwgroenten (totaal);Gangbare landbouw;Flevoland (PV);2016;1035.0;1428260.0;
4970;Akkerbouwgroenten (totaal);Gangbare landbouw;Flevoland (PV);2017;1024.0;1406625.0;
4971;Akkerbouwgroenten (totaal);Gangbare landbouw;Flevoland (PV);2018;987.0;1394009.0;
4972;Akkerbouwgroenten (totaal);Gangbare landbouw;Flevoland (PV);2019;981.0;1410591.0;
4973;Akkerbouwgroenten (totaal);Gangbare landbouw;Flevoland (PV);2020;957.0;1353431.0;
4974;Akkerbouwgroenten (totaal);Gangbare landbouw;Flevoland (PV);2021;939.0;1360606.0;
4975;Akkerbouwgroenten (totaal);Gangbare landbouw;Flevoland (PV);2022;924.0;1275344.0;
4976;Akkerbouwgroenten (totaal);Gangbare landbouw;Gelderland (PV);2015;136.0;79502.0;
4977;Akkerbouwgroenten (totaal);Gangbare landbouw;Gelderland (PV);2016;143.0;88069.0;
4978;Akkerbouwgroenten (totaal);Gangbare landbouw;Gelderland (PV);2017;137.0;92713.0;
4979;Akkerbouwgroenten (totaal);Gangbare landbouw;Gelderland (PV);2018;152.0;105774.0;
4980;Akkerbouwgroenten (totaal);Gangbare landbouw;Gelderland (PV);2019;149.0;107802.0;
4981;Akkerbouwgroenten (totaal);Gangbare landbouw;Gelderland (PV);2020;130.0;92421.0;
4982;Akkerbouwgroenten (totaal);Gangbare landbouw;Gelderland (PV);2021;159.0;113893.0;
4983;Akkerbouwgroenten (totaal);Gangbare landbouw;Gelderland (PV);2022;135.0;94488.0;
4984;Akkerbouwgroenten (totaal);Gangbare landbouw;Utrecht (PV);2015;6.0;72.0;
4985;Akkerbouwgroenten (totaal);Gangbare landbouw;Utrecht (PV);2016;7.0;328.0;
4986;Akkerbouwgroenten (totaal);Gangbare landbouw;Utrecht (PV);2017;11.0;3221.0;
4987;Akkerbouwgroenten (totaal);Gangbare landbouw;Utrecht (PV);2018;8.0;1518.0;
4988;Akkerbouwgroenten (totaal);Gangbare landbouw;Utrecht (PV);2019;8.0;2015.0;
4989;Akkerbouwgroenten (totaal);Gangbare landbouw;Utrecht (PV);2020;5.0;1777.0;
4990;Akkerbouwgroenten (totaal);Gangbare landbouw;Utrecht (PV);2021;4.0;2540.0;
4991;Akkerbouwgroenten (totaal);Gangbare landbouw;Utrecht (PV);2022;5.0;2216.0;
4992;Akkerbouwgroenten (totaal);Gangbare landbouw;Noord-Holland (PV);2015;317.0;337330.0;
4993;Akkerbouwgroenten (totaal);Gangbare landbouw;Noord-Holland (PV);2016;327.0;346073.0;
4994;Akkerbouwgroenten (totaal);Gangbare landbouw;Noord-Holland (PV);2017;328.0;344612.0;
4995;Akkerbouwgroenten (totaal);Gangbare landbouw;Noord-Holland (PV);2018;300.0;316953.0;
4996;Akkerbouwgroenten (totaal);Gangbare landbouw;Noord-Holland (PV);2019;303.0;348477.0;
4997;Akkerbouwgroenten (totaal);Gangbare landbouw;Noord-Holland (PV);2020;293.0;334370.0;
4998;Akkerbouwgroenten (totaal);Gangbare landbouw;Noord-Holland (PV);2021;311.0;353501.0;
4999;Akkerbouwgroenten (totaal);Gangbare landbouw;Noord-Holland (PV);2022;287.0;319623.0;
5000;Akkerbouwgroenten (totaal);Gangbare landbouw;Zuid-Holland (PV);2015;454.0;501731.0;
5001;Akkerbouwgroenten (totaal);Gangbare landbouw;Zuid-Holland (PV);2016;454.0;508844.0;
5002;Akkerbouwgroenten (totaal);Gangbare landbouw;Zuid-Holland (PV);2017;457.0;532658.0;
5003;Akkerbouwgroenten (totaal);Gangbare landbouw;Zuid-Holland (PV);2018;444.0;538308.0;
5004;Akkerbouwgroenten (totaal);Gangbare landbouw;Zuid-Holland (PV);2019;443.0;516573.0;
5005;Akkerbouwgroenten (totaal);Gangbare landbouw;Zuid-Holland (PV);2020;430.0;514918.0;
5006;Akkerbouwgroenten (totaal);Gangbare landbouw;Zuid-Holland (PV);2021;437.0;547945.0;
5007;Akkerbouwgroenten (totaal);Gangbare landbouw;Zuid-Holland (PV);2022;410.0;477951.0;
5008;Akkerbouwgroenten (totaal);Gangbare landbouw;Zeeland (PV);2015;1135.0;1050817.0;
5009;Akkerbouwgroenten (totaal);Gangbare landbouw;Zeeland (PV);2016;1129.0;1094514.0;
5010;Akkerbouwgroenten (totaal);Gangbare landbouw;Zeeland (PV);2017;1159.0;1164460.0;
5011;Akkerbouwgroenten (totaal);Gangbare landbouw;Zeeland (PV);2018;1090.0;1095231.0;
5012;Akkerbouwgroenten (totaal);Gangbare landbouw;Zeeland (PV);2019;1004.0;1006101.0;
5013;Akkerbouwgroenten (totaal);Gangbare landbouw;Zeeland (PV);2020;936.0;966903.0;
5014;Akkerbouwgroenten (totaal);Gangbare landbouw;Zeeland (PV);2021;885.0;947749.0;
5015;Akkerbouwgroenten (totaal);Gangbare landbouw;Zeeland (PV);2022;815.0;833425.0;
5016;Akkerbouwgroenten (totaal);Gangbare landbouw;Noord-Brabant (PV);2015;1000.0;962369.0;
5017;Akkerbouwgroenten (totaal);Gangbare landbouw;Noord-Brabant (PV);2016;1043.0;1020571.0;
5018;Akkerbouwgroenten (totaal);Gangbare landbouw;Noord-Brabant (PV);2017;1059.0;1005770.0;
5019;Akkerbouwgroenten (totaal);Gangbare landbouw;Noord-Brabant (PV);2018;1070.0;1054776.0;
5020;Akkerbouwgroenten (totaal);Gangbare landbouw;Noord-Brabant (PV);2019;1130.0;1174746.0;
5021;Akkerbouwgroenten (totaal);Gangbare landbouw;Noord-Brabant (PV);2020;1091.0;1156784.0;
5022;Akkerbouwgroenten (totaal);Gangbare landbouw;Noord-Brabant (PV);2021;1235.0;1286255.0;
5023;Akkerbouwgroenten (totaal);Gangbare landbouw;Noord-Brabant (PV);2022;1111.0;1120135.0;
5024;Akkerbouwgroenten (totaal);Gangbare landbouw;Limburg (PV);2015;426.0;391818.0;
5025;Akkerbouwgroenten (totaal);Gangbare landbouw;Limburg (PV);2016;454.0;403178.0;
5026;Akkerbouwgroenten (totaal);Gangbare landbouw;Limburg (PV);2017;479.0;434520.0;
5027;Akkerbouwgroenten (totaal);Gangbare landbouw;Limburg (PV);2018;484.0;442981.0;
5028;Akkerbouwgroenten (totaal);Gangbare landbouw;Limburg (PV);2019;477.0;490047.0;
5029;Akkerbouwgroenten (totaal);Gangbare landbouw;Limburg (PV);2020;466.0;484117.0;
5030;Akkerbouwgroenten (totaal);Gangbare landbouw;Limburg (PV);2021;500.0;542604.0;
5031;Akkerbouwgroenten (totaal);Gangbare landbouw;Limburg (PV);2022;435.0;448134.0;
5032;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Nederland;2015;244.0;421272.0;
5033;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Nederland;2016;256.0;457386.0;
5034;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Nederland;2017;271.0;487491.0;
5035;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Nederland;2018;284.0;544073.0;
5036;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Nederland;2019;329.0;642063.0;
5037;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Nederland;2020;337.0;701678.0;
5038;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Nederland;2021;373.0;774623.0;
5039;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Nederland;2022;362.0;725972.0;
5040;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Noord-Nederland (LD);2015;22.0;18818.0;
5041;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Noord-Nederland (LD);2016;22.0;24297.0;
5042;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Noord-Nederland (LD);2017;26.0;23339.0;
5043;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Noord-Nederland (LD);2018;26.0;24173.0;
5044;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Noord-Nederland (LD);2019;32.0;32719.0;
5045;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Noord-Nederland (LD);2020;32.0;37314.0;
5046;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Noord-Nederland (LD);2021;39.0;47871.0;
5047;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Noord-Nederland (LD);2022;31.0;42228.0;
5048;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Oost-Nederland (LD);2015;130.0;320370.0;
5049;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Oost-Nederland (LD);2016;132.0;338890.0;
5050;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Oost-Nederland (LD);2017;155.0;369128.0;
5051;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Oost-Nederland (LD);2018;163.0;417392.0;
5052;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Oost-Nederland (LD);2019;187.0;484830.0;
5053;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Oost-Nederland (LD);2020;193.0;517277.0;
5054;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Oost-Nederland (LD);2021;208.0;562799.0;
5055;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Oost-Nederland (LD);2022;208.0;519977.0;
5056;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);West-Nederland (LD);2015;56.0;49950.0;
5057;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);West-Nederland (LD);2016;59.0;55979.0;
5058;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);West-Nederland (LD);2017;50.0;55990.0;
5059;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);West-Nederland (LD);2018;54.0;58897.0;
5060;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);West-Nederland (LD);2019;67.0;78097.0;
5061;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);West-Nederland (LD);2020;70.0;84410.0;
5062;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);West-Nederland (LD);2021;79.0;102303.0;
5063;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);West-Nederland (LD);2022;74.0;98478.0;
5064;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Zuid-Nederland (LD);2015;36.0;32134.0;
5065;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Zuid-Nederland (LD);2016;43.0;38220.0;
5066;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Zuid-Nederland (LD);2017;40.0;39034.0;
5067;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Zuid-Nederland (LD);2018;41.0;43611.0;
5068;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Zuid-Nederland (LD);2019;43.0;46417.0;
5069;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Zuid-Nederland (LD);2020;42.0;62677.0;
5070;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Zuid-Nederland (LD);2021;47.0;61650.0;
5071;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Zuid-Nederland (LD);2022;49.0;65289.0;
5072;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Groningen (PV);2015;6.0;4244.0;
5073;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Groningen (PV);2016;7.0;6491.0;
5074;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Groningen (PV);2017;7.0;5934.0;
5075;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Groningen (PV);2018;8.0;7951.0;
5076;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Groningen (PV);2019;12.0;16891.0;
5077;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Groningen (PV);2020;18.0;25282.0;
5078;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Groningen (PV);2021;20.0;31168.0;
5079;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Groningen (PV);2022;15.0;28056.0;
5080;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Fryslân (PV);2015;11.0;11439.0;
5081;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Fryslân (PV);2016;11.0;13876.0;
5082;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Fryslân (PV);2017;11.0;13622.0;
5083;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Fryslân (PV);2018;11.0;10051.0;
5084;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Fryslân (PV);2019;14.0;11192.0;
5085;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Fryslân (PV);2020;11.0;8914.0;
5086;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Fryslân (PV);2021;10.0;10390.0;
5087;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Fryslân (PV);2022;9.0;8856.0;
5088;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Drenthe (PV);2015;5.0;3135.0;
5089;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Drenthe (PV);2016;4.0;3930.0;
5090;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Drenthe (PV);2017;8.0;3783.0;
5091;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Drenthe (PV);2018;7.0;6171.0;
5092;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Drenthe (PV);2019;6.0;4636.0;
5093;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Drenthe (PV);2020;3.0;3118.0;
5094;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Drenthe (PV);2021;9.0;6313.0;
5095;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Drenthe (PV);2022;7.0;5316.0;
5096;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Overijssel (PV);2015;5.0;692.0;
5097;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Overijssel (PV);2016;5.0;1185.0;
5098;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Overijssel (PV);2017;9.0;2057.0;
5099;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Overijssel (PV);2018;9.0;2313.0;
5100;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Overijssel (PV);2019;8.0;3405.0;
5101;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Overijssel (PV);2020;8.0;3530.0;
5102;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Overijssel (PV);2021;8.0;3682.0;
5103;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Overijssel (PV);2022;10.0;3216.0;
5104;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Flevoland (PV);2015;107.0;313438.0;
5105;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Flevoland (PV);2016;115.0;332244.0;
5106;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Flevoland (PV);2017;128.0;359097.0;
5107;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Flevoland (PV);2018;136.0;404693.0;
5108;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Flevoland (PV);2019;159.0;471295.0;
5109;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Flevoland (PV);2020;173.0;508758.0;
5110;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Flevoland (PV);2021;182.0;550618.0;
5111;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Flevoland (PV);2022;176.0;506419.0;
5112;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Gelderland (PV);2015;18.0;6240.0;
5113;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Gelderland (PV);2016;12.0;5461.0;
5114;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Gelderland (PV);2017;18.0;7974.0;
5115;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Gelderland (PV);2018;18.0;10386.0;
5116;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Gelderland (PV);2019;20.0;10130.0;
5117;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Gelderland (PV);2020;12.0;4989.0;
5118;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Gelderland (PV);2021;18.0;8499.0;
5119;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Gelderland (PV);2022;22.0;10342.0;
5120;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Utrecht (PV);2015;4.0;687.0;
5121;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Utrecht (PV);2016;5.0;1628.0;
5122;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Utrecht (PV);2017;2.0;417.0;
5123;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Utrecht (PV);2018;3.0;1149.0;
5124;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Utrecht (PV);2019;4.0;1091.0;
5125;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Utrecht (PV);2020;5.0;875.0;
5126;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Utrecht (PV);2021;3.0;367.0;
5127;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Utrecht (PV);2022;3.0;554.0;
5128;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Noord-Holland (PV);2015;18.0;6153.0;
5129;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Noord-Holland (PV);2016;17.0;8445.0;
5130;Akkerbouwgroenten (totaal);Biologische landbouw (totaal);Noord-Holland (PV);2017;15.0;8415.0;
