ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalOprichtingen_1;k_0Tot10WerkzamePersonen_2;k_10OfMeerWerkzamePersonen_3;NatuurlijkePersonen_4;Rechtspersonen_5;EenjarigeBedrijven_6;MeerjarigeBedrijven_7;TotaalOpheffingen_8;k_0Tot10WerkzamePersonen_9;k_10OfMeerWerkzamePersonen_10;NatuurlijkePersonen_11;Rechtspersonen_12;EenjarigeBedrijven_13;MeerjarigeBedrijven_14;FusiesEnOvernames_15
1565;475 Winkels in overige huishoudwaren;2011;1025.0;1005.0;15.0;815.0;210.0;150.0;875.0;870.0;865.0;5.0;680.0;190.0;140.0;725.0;65.0
1566;475 Winkels in overige huishoudwaren;2012;755.0;745.0;10.0;605.0;150.0;45.0;710.0;1005.0;995.0;10.0;805.0;200.0;165.0;840.0;65.0
1567;475 Winkels in overige huishoudwaren;2013;725.0;720.0;5.0;510.0;210.0;;;1000.0;990.0;10.0;780.0;225.0;185.0;815.0;60.0
1568;476 Winkels in recreatieartikelen;2007;770.0;770.0;0.0;655.0;115.0;145.0;630.0;725.0;715.0;10.0;610.0;115.0;155.0;570.0;10.0
1569;476 Winkels in recreatieartikelen;2008;795.0;795.0;0.0;685.0;115.0;140.0;655.0;655.0;650.0;0.0;570.0;85.0;145.0;510.0;5.0
1570;476 Winkels in recreatieartikelen;2009;555.0;555.0;0.0;460.0;95.0;80.0;475.0;615.0;610.0;5.0;520.0;95.0;130.0;485.0;15.0
1571;476 Winkels in recreatieartikelen;2010;480.0;480.0;0.0;410.0;70.0;65.0;415.0;520.0;515.0;5.0;455.0;65.0;85.0;430.0;15.0
1572;476 Winkels in recreatieartikelen;2011;540.0;535.0;5.0;455.0;85.0;75.0;465.0;540.0;535.0;5.0;450.0;90.0;75.0;460.0;10.0
1573;476 Winkels in recreatieartikelen;2012;410.0;410.0;0.0;335.0;75.0;20.0;390.0;575.0;570.0;5.0;500.0;75.0;85.0;490.0;25.0
1574;476 Winkels in recreatieartikelen;2013;360.0;360.0;5.0;285.0;75.0;;;520.0;510.0;5.0;440.0;80.0;85.0;435.0;20.0
1575;477 Winkels in overige artikelen;2007;4240.0;4200.0;40.0;3635.0;605.0;870.0;3370.0;3855.0;3760.0;95.0;3350.0;510.0;940.0;2915.0;55.0
1576;477 Winkels in overige artikelen;2008;4365.0;4320.0;45.0;3725.0;640.0;930.0;3435.0;3615.0;3545.0;65.0;3170.0;445.0;970.0;2640.0;60.0
1577;477 Winkels in overige artikelen;2009;3240.0;3210.0;30.0;2790.0;450.0;600.0;2640.0;3500.0;3435.0;60.0;2970.0;530.0;820.0;2675.0;45.0
1578;477 Winkels in overige artikelen;2010;2590.0;2565.0;25.0;2280.0;305.0;380.0;2205.0;2845.0;2810.0;35.0;2540.0;305.0;600.0;2245.0;70.0
1579;477 Winkels in overige artikelen;2011;3225.0;3195.0;30.0;2825.0;400.0;485.0;2740.0;2775.0;2745.0;30.0;2445.0;325.0;455.0;2320.0;95.0
1580;477 Winkels in overige artikelen;2012;2420.0;2405.0;20.0;2065.0;355.0;190.0;2230.0;3145.0;3105.0;40.0;2785.0;360.0;630.0;2515.0;135.0
1581;477 Winkels in overige artikelen;2013;2460.0;2440.0;20.0;2065.0;395.0;;;3295.0;3245.0;45.0;2835.0;460.0;730.0;2565.0;115.0
1582;478 Markthandel;2007;1140.0;1140.0;0.0;1120.0;20.0;260.0;880.0;1080.0;1075.0;5.0;1050.0;30.0;270.0;810.0;0.0
1583;478 Markthandel;2008;1230.0;1230.0;0.0;1210.0;20.0;360.0;875.0;1040.0;1040.0;0.0;1035.0;5.0;320.0;720.0;0.0
1584;478 Markthandel;2009;1130.0;1130.0;0.0;1110.0;20.0;235.0;895.0;1040.0;1040.0;0.0;1015.0;25.0;315.0;730.0;5.0
1585;478 Markthandel;2010;1020.0;1020.0;0.0;1005.0;15.0;220.0;795.0;915.0;915.0;0.0;895.0;20.0;240.0;675.0;0.0
1586;478 Markthandel;2011;1255.0;1255.0;0.0;1230.0;25.0;275.0;980.0;1025.0;1025.0;0.0;1000.0;20.0;240.0;780.0;0.0
1587;478 Markthandel;2012;1165.0;1165.0;0.0;1150.0;10.0;95.0;1070.0;1155.0;1155.0;0.0;1135.0;15.0;320.0;835.0;5.0
1588;478 Markthandel;2013;1455.0;1455.0;0.0;1440.0;20.0;;;1480.0;1480.0;0.0;1460.0;25.0;595.0;885.0;5.0
1589;479 Detailhandel, geen winkel of markt;2007;2825.0;2820.0;5.0;2660.0;165.0;590.0;2235.0;1370.0;1370.0;0.0;1305.0;65.0;475.0;895.0;5.0
1590;479 Detailhandel, geen winkel of markt;2008;3835.0;3830.0;5.0;3645.0;190.0;955.0;2875.0;1880.0;1875.0;5.0;1775.0;105.0;760.0;1120.0;5.0
1591;479 Detailhandel, geen winkel of markt;2009;3940.0;3935.0;0.0;3765.0;170.0;740.0;3200.0;2090.0;2090.0;5.0;1985.0;110.0;845.0;1250.0;5.0
1592;479 Detailhandel, geen winkel of markt;2010;4765.0;4760.0;5.0;4540.0;230.0;825.0;3940.0;1985.0;1980.0;0.0;1880.0;105.0;740.0;1245.0;20.0
1593;479 Detailhandel, geen winkel of markt;2011;7050.0;7045.0;5.0;6735.0;315.0;1305.0;5745.0;2740.0;2740.0;0.0;2630.0;110.0;1000.0;1745.0;20.0
1594;479 Detailhandel, geen winkel of markt;2012;6560.0;6560.0;5.0;6220.0;340.0;245.0;6320.0;3310.0;3305.0;5.0;3165.0;140.0;1185.0;2120.0;20.0
1595;479 Detailhandel, geen winkel of markt;2013;8910.0;8905.0;5.0;8490.0;420.0;;;6370.0;6370.0;5.0;6100.0;270.0;3040.0;3335.0;40.0
1596;H Vervoer en opslag;2007;3515.0;3390.0;125.0;2570.0;945.0;590.0;2925.0;2840.0;2670.0;170.0;1990.0;850.0;650.0;2190.0;95.0
1597;H Vervoer en opslag;2008;4190.0;4070.0;115.0;3100.0;1085.0;835.0;3355.0;2570.0;2450.0;120.0;1780.0;790.0;665.0;1905.0;105.0
1598;H Vervoer en opslag;2009;3355.0;3280.0;75.0;2485.0;870.0;605.0;2750.0;2940.0;2760.0;180.0;1910.0;1030.0;795.0;2145.0;100.0
1599;H Vervoer en opslag;2010;2710.0;2650.0;60.0;2085.0;625.0;455.0;2260.0;2435.0;2340.0;90.0;1825.0;610.0;590.0;1845.0;135.0
1600;H Vervoer en opslag;2011;3785.0;3715.0;70.0;3075.0;705.0;580.0;3200.0;2500.0;2400.0;100.0;1870.0;625.0;550.0;1950.0;160.0
1601;H Vervoer en opslag;2012;3655.0;3610.0;40.0;3005.0;650.0;185.0;3470.0;2680.0;2575.0;105.0;2065.0;615.0;620.0;2060.0;145.0
1602;H Vervoer en opslag;2013;4360.0;4295.0;65.0;3590.0;770.0;;;3430.0;3330.0;100.0;2630.0;800.0;1260.0;2170.0;190.0
1603;H+J Vervoer, informatie en communicatie;2007;11955.0;11740.0;215.0;8875.0;3075.0;2235.0;9720.0;7240.0;6955.0;285.0;5150.0;2090.0;1970.0;5265.0;275.0
1604;H+J Vervoer, informatie en communicatie;2008;14260.0;14035.0;225.0;10925.0;3335.0;2860.0;11400.0;7625.0;7400.0;220.0;5550.0;2075.0;2440.0;5185.0;270.0
1605;H+J Vervoer, informatie en communicatie;2009;12060.0;11925.0;135.0;9360.0;2695.0;1850.0;10205.0;8305.0;8010.0;295.0;5685.0;2620.0;2495.0;5810.0;280.0
1606;H+J Vervoer, informatie en communicatie;2010;10405.0;10310.0;90.0;8330.0;2075.0;1285.0;9115.0;6545.0;6400.0;145.0;4635.0;1910.0;1715.0;4830.0;430.0
1607;H+J Vervoer, informatie en communicatie;2011;14060.0;13950.0;110.0;11485.0;2575.0;1630.0;12425.0;7005.0;6860.0;145.0;5225.0;1780.0;1530.0;5475.0;530.0
1608;H+J Vervoer, informatie en communicatie;2012;13065.0;12995.0;70.0;10740.0;2320.0;500.0;12560.0;8350.0;8210.0;140.0;6455.0;1895.0;1805.0;6545.0;555.0
1609;H+J Vervoer, informatie en communicatie;2013;14690.0;14595.0;95.0;11870.0;2820.0;;;10700.0;10535.0;165.0;8060.0;2640.0;3655.0;7045.0;600.0
1610;49 Vervoer over land;2007;1655.0;1575.0;80.0;1245.0;410.0;255.0;1400.0;1410.0;1295.0;115.0;1065.0;345.0;290.0;1120.0;50.0
1611;49 Vervoer over land;2008;1770.0;1695.0;75.0;1380.0;390.0;330.0;1440.0;1220.0;1135.0;85.0;885.0;335.0;290.0;930.0;50.0
1612;49 Vervoer over land;2009;1375.0;1330.0;45.0;1030.0;345.0;215.0;1155.0;1395.0;1260.0;135.0;920.0;475.0;325.0;1070.0;40.0
1613;49 Vervoer over land;2010;1085.0;1045.0;35.0;820.0;265.0;140.0;945.0;1140.0;1070.0;65.0;825.0;315.0;235.0;905.0;75.0
1614;49 Vervoer over land;2011;1455.0;1420.0;35.0;1200.0;260.0;185.0;1270.0;1100.0;1025.0;75.0;800.0;295.0;170.0;930.0;85.0
1615;49 Vervoer over land;2012;1415.0;1390.0;20.0;1165.0;250.0;65.0;1350.0;1135.0;1065.0;70.0;840.0;295.0;230.0;905.0;75.0
1616;49 Vervoer over land;2013;1720.0;1685.0;35.0;1410.0;305.0;;;1335.0;1255.0;75.0;1005.0;330.0;370.0;965.0;105.0
1617;491 Personenvervoer per spoor,geen tram;2007;5.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1618;491 Personenvervoer per spoor,geen tram;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;5.0;0.0;5.0;0.0
1619;491 Personenvervoer per spoor,geen tram;2009;5.0;5.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1620;491 Personenvervoer per spoor,geen tram;2010;5.0;5.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1621;491 Personenvervoer per spoor,geen tram;2011;5.0;5.0;0.0;5.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1622;491 Personenvervoer per spoor,geen tram;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1623;491 Personenvervoer per spoor,geen tram;2013;5.0;5.0;0.0;5.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1624;492 Goederenvervoer per spoor;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1625;492 Goederenvervoer per spoor;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1626;492 Goederenvervoer per spoor;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1627;492 Goederenvervoer per spoor;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1628;492 Goederenvervoer per spoor;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1629;492 Goederenvervoer per spoor;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1630;492 Goederenvervoer per spoor;2013;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1631;493 Personenvervoer over de weg;2007;680.0;655.0;25.0;585.0;95.0;90.0;590.0;555.0;530.0;30.0;485.0;75.0;115.0;445.0;5.0
1632;493 Personenvervoer over de weg;2008;730.0;710.0;20.0;655.0;80.0;125.0;605.0;440.0;425.0;20.0;375.0;65.0;90.0;355.0;5.0
1633;493 Personenvervoer over de weg;2009;580.0;570.0;10.0;505.0;70.0;70.0;510.0;480.0;445.0;35.0;400.0;80.0;100.0;380.0;10.0
1634;493 Personenvervoer over de weg;2010;450.0;440.0;10.0;395.0;55.0;45.0;405.0;410.0;395.0;15.0;345.0;65.0;80.0;330.0;15.0
1635;493 Personenvervoer over de weg;2011;605.0;590.0;10.0;545.0;60.0;65.0;535.0;425.0;400.0;25.0;360.0;65.0;50.0;375.0;15.0
1636;493 Personenvervoer over de weg;2012;690.0;680.0;5.0;625.0;60.0;20.0;665.0;430.0;415.0;15.0;370.0;60.0;75.0;355.0;10.0
1637;493 Personenvervoer over de weg;2013;855.0;850.0;5.0;775.0;80.0;;;555.0;525.0;30.0;475.0;75.0;165.0;390.0;15.0
1638;494 Goederenvervoer over de weg;2007;970.0;915.0;55.0;660.0;310.0;165.0;805.0;850.0;765.0;85.0;585.0;270.0;180.0;675.0;45.0
1639;494 Goederenvervoer over de weg;2008;1035.0;985.0;50.0;730.0;310.0;205.0;830.0;775.0;710.0;65.0;510.0;265.0;205.0;575.0;45.0
1640;494 Goederenvervoer over de weg;2009;790.0;755.0;35.0;525.0;265.0;150.0;640.0;910.0;815.0;100.0;520.0;395.0;225.0;685.0;35.0
1641;494 Goederenvervoer over de weg;2010;630.0;600.0;30.0;425.0;200.0;90.0;535.0;725.0;675.0;50.0;480.0;245.0;155.0;570.0;65.0
1642;494 Goederenvervoer over de weg;2011;850.0;825.0;25.0;650.0;200.0;120.0;730.0;675.0;625.0;50.0;440.0;235.0;120.0;555.0;70.0
1643;494 Goederenvervoer over de weg;2012;720.0;705.0;15.0;535.0;185.0;40.0;675.0;700.0;645.0;55.0;465.0;235.0;155.0;545.0;65.0
1644;494 Goederenvervoer over de weg;2013;855.0;825.0;30.0;630.0;225.0;;;780.0;730.0;50.0;525.0;250.0;205.0;575.0;90.0
1645;495 Transport via pijpleidingen;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1646;495 Transport via pijpleidingen;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1647;495 Transport via pijpleidingen;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1648;495 Transport via pijpleidingen;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1649;495 Transport via pijpleidingen;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1650;495 Transport via pijpleidingen;2012;5.0;5.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1651;495 Transport via pijpleidingen;2013;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1652;50 Vervoer over water;2007;470.0;465.0;10.0;265.0;205.0;95.0;380.0;525.0;515.0;15.0;295.0;230.0;105.0;420.0;15.0
1653;50 Vervoer over water;2008;695.0;680.0;15.0;380.0;315.0;140.0;550.0;435.0;425.0;5.0;250.0;185.0;85.0;350.0;10.0
1654;50 Vervoer over water;2009;480.0;475.0;5.0;280.0;200.0;95.0;390.0;495.0;495.0;0.0;265.0;230.0;120.0;375.0;15.0
1655;50 Vervoer over water;2010;290.0;285.0;5.0;170.0;120.0;40.0;255.0;300.0;295.0;5.0;210.0;90.0;70.0;225.0;15.0
1656;50 Vervoer over water;2011;345.0;335.0;5.0;195.0;145.0;55.0;285.0;305.0;300.0;5.0;200.0;100.0;50.0;255.0;20.0
1657;50 Vervoer over water;2012;345.0;340.0;5.0;200.0;140.0;15.0;330.0;335.0;330.0;5.0;240.0;90.0;55.0;280.0;20.0
1658;50 Vervoer over water;2013;285.0;270.0;15.0;155.0;125.0;;;365.0;365.0;5.0;230.0;135.0;105.0;260.0;20.0
1659;501-502 Zee- en kustvaart;2007;140.0;135.0;5.0;20.0;115.0;45.0;95.0;175.0;170.0;5.0;40.0;135.0;45.0;135.0;10.0
1660;501-502 Zee- en kustvaart;2008;240.0;230.0;5.0;40.0;200.0;65.0;175.0;150.0;145.0;0.0;35.0;110.0;35.0;115.0;5.0
1661;501-502 Zee- en kustvaart;2009;135.0;135.0;0.0;40.0;95.0;40.0;95.0;185.0;180.0;0.0;35.0;150.0;50.0;135.0;10.0
1662;501-502 Zee- en kustvaart;2010;85.0;80.0;5.0;20.0;65.0;15.0;70.0;60.0;60.0;0.0;20.0;45.0;25.0;35.0;5.0
1663;501-502 Zee- en kustvaart;2011;105.0;100.0;5.0;25.0;80.0;20.0;85.0;70.0;70.0;0.0;20.0;50.0;15.0;55.0;5.0
1664;501-502 Zee- en kustvaart;2012;135.0;130.0;5.0;60.0;75.0;5.0;125.0;60.0;55.0;5.0;25.0;35.0;20.0;40.0;5.0
1665;501-502 Zee- en kustvaart;2013;105.0;90.0;10.0;30.0;75.0;;;100.0;100.0;0.0;50.0;50.0;50.0;50.0;10.0
1666;501 Zee- en kustvaart (passagiersvaart);2007;20.0;20.0;0.0;5.0;10.0;10.0;10.0;20.0;20.0;0.0;10.0;10.0;5.0;15.0;0.0
1667;501 Zee- en kustvaart (passagiersvaart);2008;40.0;40.0;0.0;20.0;20.0;10.0;30.0;15.0;15.0;0.0;10.0;5.0;5.0;10.0;0.0
1668;501 Zee- en kustvaart (passagiersvaart);2009;15.0;15.0;0.0;15.0;5.0;0.0;15.0;20.0;20.0;0.0;10.0;10.0;5.0;15.0;0.0
1669;501 Zee- en kustvaart (passagiersvaart);2010;10.0;10.0;0.0;5.0;5.0;0.0;10.0;15.0;15.0;0.0;5.0;5.0;5.0;10.0;0.0
1670;501 Zee- en kustvaart (passagiersvaart);2011;15.0;10.0;0.0;10.0;5.0;0.0;10.0;10.0;10.0;0.0;5.0;0.0;0.0;5.0;0.0
1671;501 Zee- en kustvaart (passagiersvaart);2012;15.0;15.0;0.0;10.0;5.0;0.0;15.0;15.0;15.0;0.0;10.0;0.0;5.0;10.0;0.0
1672;501 Zee- en kustvaart (passagiersvaart);2013;10.0;10.0;0.0;5.0;5.0;;;15.0;15.0;0.0;10.0;5.0;5.0;10.0;0.0
1673;502 Zee- en kustvaart (vrachtvaart);2007;120.0;120.0;0.0;15.0;105.0;35.0;85.0;155.0;150.0;5.0;30.0;130.0;35.0;120.0;10.0
1674;502 Zee- en kustvaart (vrachtvaart);2008;200.0;195.0;5.0;15.0;180.0;55.0;140.0;135.0;130.0;0.0;25.0;105.0;30.0;105.0;0.0
1675;502 Zee- en kustvaart (vrachtvaart);2009;115.0;115.0;0.0;25.0;90.0;35.0;80.0;160.0;160.0;0.0;25.0;140.0;45.0;120.0;5.0
1676;502 Zee- en kustvaart (vrachtvaart);2010;75.0;70.0;5.0;15.0;60.0;15.0;60.0;50.0;45.0;0.0;10.0;35.0;20.0;25.0;5.0
1677;502 Zee- en kustvaart (vrachtvaart);2011;95.0;90.0;5.0;20.0;75.0;20.0;75.0;60.0;60.0;0.0;10.0;50.0;15.0;45.0;5.0
1678;502 Zee- en kustvaart (vrachtvaart);2012;120.0;115.0;5.0;45.0;70.0;5.0;115.0;45.0;40.0;5.0;10.0;35.0;15.0;30.0;5.0
1679;502 Zee- en kustvaart (vrachtvaart);2013;90.0;80.0;10.0;20.0;70.0;;;85.0;85.0;0.0;40.0;45.0;45.0;40.0;10.0
1680;503 Binnenvaart (passagiersvaart);2007;75.0;75.0;0.0;50.0;25.0;10.0;65.0;85.0;80.0;5.0;55.0;30.0;15.0;70.0;5.0
1681;503 Binnenvaart (passagiersvaart);2008;80.0;75.0;5.0;55.0;25.0;15.0;60.0;55.0;50.0;0.0;35.0;20.0;10.0;40.0;5.0
1682;503 Binnenvaart (passagiersvaart);2009;70.0;70.0;0.0;50.0;20.0;10.0;65.0;70.0;70.0;0.0;55.0;15.0;15.0;50.0;0.0
1683;503 Binnenvaart (passagiersvaart);2010;55.0;55.0;0.0;50.0;10.0;5.0;50.0;45.0;45.0;0.0;35.0;10.0;5.0;40.0;0.0
1684;503 Binnenvaart (passagiersvaart);2011;60.0;60.0;0.0;45.0;15.0;10.0;55.0;35.0;35.0;0.0;30.0;10.0;5.0;30.0;5.0
1685;503 Binnenvaart (passagiersvaart);2012;50.0;50.0;0.0;45.0;10.0;5.0;50.0;55.0;55.0;0.0;45.0;10.0;10.0;45.0;0.0
1686;503 Binnenvaart (passagiersvaart);2013;55.0;55.0;0.0;45.0;15.0;;;60.0;60.0;0.0;40.0;20.0;20.0;45.0;0.0
1687;503-504 Binnenvaart;2007;335.0;330.0;5.0;245.0;90.0;50.0;280.0;350.0;345.0;5.0;255.0;95.0;60.0;290.0;10.0
1688;503-504 Binnenvaart;2008;455.0;450.0;5.0;340.0;115.0;75.0;380.0;285.0;280.0;5.0;210.0;75.0;50.0;235.0;10.0
1689;503-504 Binnenvaart;2009;350.0;345.0;5.0;240.0;110.0;55.0;295.0;315.0;310.0;0.0;230.0;80.0;75.0;240.0;5.0
1690;503-504 Binnenvaart;2010;205.0;205.0;0.0;150.0;55.0;20.0;185.0;235.0;235.0;0.0;190.0;45.0;45.0;190.0;10.0
1691;503-504 Binnenvaart;2011;235.0;235.0;0.0;170.0;65.0;35.0;200.0;235.0;230.0;0.0;185.0;50.0;30.0;200.0;15.0
1692;503-504 Binnenvaart;2012;210.0;210.0;0.0;145.0;65.0;5.0;200.0;275.0;275.0;0.0;220.0;55.0;35.0;240.0;15.0
1693;503-504 Binnenvaart;2013;180.0;180.0;0.0;130.0;50.0;;;265.0;265.0;0.0;180.0;85.0;60.0;210.0;10.0
1694;504 Binnenvaart (vracht- en sleepvaart);2007;260.0;255.0;5.0;195.0;65.0;40.0;215.0;265.0;265.0;5.0;200.0;65.0;45.0;220.0;0.0
1695;504 Binnenvaart (vracht- en sleepvaart);2008;375.0;375.0;5.0;285.0;90.0;60.0;315.0;230.0;230.0;5.0;175.0;55.0;35.0;195.0;5.0
1696;504 Binnenvaart (vracht- en sleepvaart);2009;275.0;270.0;5.0;190.0;90.0;45.0;230.0;245.0;245.0;0.0;180.0;65.0;55.0;190.0;5.0
1697;504 Binnenvaart (vracht- en sleepvaart);2010;150.0;150.0;0.0;100.0;45.0;15.0;130.0;190.0;190.0;0.0;155.0;35.0;40.0;155.0;10.0
1698;504 Binnenvaart (vracht- en sleepvaart);2011;175.0;175.0;0.0;125.0;50.0;30.0;145.0;195.0;195.0;0.0;155.0;40.0;25.0;170.0;10.0
1699;504 Binnenvaart (vracht- en sleepvaart);2012;155.0;155.0;0.0;100.0;55.0;5.0;155.0;220.0;220.0;0.0;175.0;45.0;25.0;200.0;10.0
1700;504 Binnenvaart (vracht- en sleepvaart);2013;125.0;125.0;0.0;85.0;40.0;;;205.0;205.0;0.0;140.0;65.0;40.0;165.0;5.0
1701;51 Vervoer door de lucht;2007;45.0;40.0;0.0;25.0;20.0;10.0;35.0;35.0;30.0;5.0;15.0;25.0;10.0;25.0;0.0
1702;51 Vervoer door de lucht;2008;40.0;40.0;0.0;20.0;20.0;5.0;35.0;20.0;20.0;0.0;10.0;10.0;10.0;15.0;0.0
1703;51 Vervoer door de lucht;2009;30.0;30.0;0.0;10.0;20.0;0.0;30.0;30.0;30.0;0.0;10.0;20.0;10.0;25.0;0.0
1704;51 Vervoer door de lucht;2010;25.0;25.0;0.0;10.0;15.0;5.0;20.0;25.0;25.0;0.0;15.0;10.0;5.0;20.0;0.0
1705;51 Vervoer door de lucht;2011;30.0;25.0;0.0;15.0;15.0;0.0;30.0;30.0;30.0;0.0;10.0;20.0;5.0;20.0;0.0
1706;51 Vervoer door de lucht;2012;25.0;25.0;0.0;15.0;15.0;0.0;25.0;25.0;20.0;0.0;5.0;15.0;5.0;20.0;0.0
1707;51 Vervoer door de lucht;2013;30.0;30.0;0.0;20.0;10.0;;;30.0;30.0;0.0;15.0;15.0;5.0;25.0;0.0
1708;511 Personenvervoer door de lucht;2007;45.0;40.0;0.0;25.0;20.0;10.0;35.0;35.0;30.0;5.0;15.0;25.0;10.0;25.0;0.0
1709;511 Personenvervoer door de lucht;2008;40.0;40.0;0.0;20.0;20.0;5.0;35.0;20.0;20.0;0.0;10.0;10.0;10.0;15.0;0.0
1710;511 Personenvervoer door de lucht;2009;30.0;30.0;0.0;10.0;20.0;0.0;30.0;30.0;30.0;0.0;10.0;20.0;10.0;25.0;0.0
1711;511 Personenvervoer door de lucht;2010;20.0;15.0;0.0;10.0;10.0;5.0;15.0;20.0;20.0;0.0;15.0;10.0;5.0;20.0;0.0
1712;511 Personenvervoer door de lucht;2011;25.0;25.0;0.0;15.0;15.0;0.0;25.0;25.0;25.0;0.0;5.0;20.0;5.0;20.0;0.0
1713;511 Personenvervoer door de lucht;2012;20.0;20.0;0.0;10.0;10.0;0.0;20.0;25.0;20.0;0.0;5.0;15.0;5.0;20.0;0.0
1714;511 Personenvervoer door de lucht;2013;25.0;25.0;0.0;15.0;10.0;;;30.0;25.0;0.0;15.0;15.0;5.0;20.0;0.0
1715;512 Goederenvervoer door de lucht;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1716;512 Goederenvervoer door de lucht;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1717;512 Goederenvervoer door de lucht;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1718;512 Goederenvervoer door de lucht;2010;10.0;10.0;0.0;5.0;5.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1719;512 Goederenvervoer door de lucht;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
1720;512 Goederenvervoer door de lucht;2012;5.0;5.0;0.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1721;512 Goederenvervoer door de lucht;2013;5.0;5.0;0.0;5.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1722;52 Opslag, dienstverlening voor vervoer;2007;590.0;565.0;30.0;325.0;270.0;120.0;475.0;450.0;420.0;30.0;225.0;230.0;110.0;340.0;25.0
1723;52 Opslag, dienstverlening voor vervoer;2008;710.0;690.0;20.0;400.0;310.0;160.0;550.0;440.0;415.0;25.0;210.0;225.0;125.0;310.0;40.0
1724;52 Opslag, dienstverlening voor vervoer;2009;580.0;560.0;20.0;320.0;260.0;105.0;475.0;500.0;465.0;35.0;240.0;260.0;165.0;335.0;35.0
1725;52 Opslag, dienstverlening voor vervoer;2010;485.0;470.0;10.0;290.0;190.0;85.0;400.0;385.0;370.0;15.0;225.0;165.0;90.0;300.0;40.0
1726;52 Opslag, dienstverlening voor vervoer;2011;700.0;685.0;15.0;450.0;250.0;100.0;595.0;370.0;355.0;15.0;200.0;175.0;105.0;270.0;50.0
1727;52 Opslag, dienstverlening voor vervoer;2012;565.0;560.0;10.0;370.0;200.0;35.0;530.0;440.0;420.0;20.0;260.0;180.0;105.0;335.0;45.0
1728;52 Opslag, dienstverlening voor vervoer;2013;845.0;835.0;15.0;560.0;290.0;;;525.0;510.0;15.0;245.0;280.0;215.0;310.0;60.0
1729;521 Opslag;2007;55.0;50.0;5.0;20.0;35.0;15.0;40.0;60.0;55.0;5.0;30.0;30.0;5.0;55.0;5.0
1730;521 Opslag;2008;65.0;60.0;5.0;25.0;35.0;15.0;45.0;55.0;50.0;5.0;20.0;35.0;15.0;40.0;5.0
