ID;SBI93;Aanschafjaar;Jaren;Bedrijfsgebouwen_1;GrondWaterEnWegenbouwkWerken_2;ExterneVervoermiddelen_3;InterneVervoermiddelen_4;Computers_5;OverigeMachinesEnInstallaties_6;OverigeKapitaalgoederen_7
210;25 Rubber- en kunststofverw. ind.;Aanschafjaar 1985-1989;1997;16.0;20.6;8.9;18.6;4.7;23.0;17.2
211;25 Rubber- en kunststofverw. ind.;Aanschafjaar 1985-1989;1998;16.0;19.8;7.4;16.8;3.1;22.0;15.1
212;25 Rubber- en kunststofverw. ind.;Aanschafjaar 1990-1994;1997;20.7;25.3;27.6;34.2;42.8;27.5;34.1
213;25 Rubber- en kunststofverw. ind.;Aanschafjaar 1990-1994;1998;19.2;26.5;21.4;33.9;33.7;25.4;31.8
214;25 Rubber- en kunststofverw. ind.;Aanschafjaar 1995-1998;1997;7.9;12.2;62.5;21.4;52.2;19.1;19.5
215;25 Rubber- en kunststofverw. ind.;Aanschafjaar 1995-1998;1998;9.6;15.3;69.8;23.5;63.1;25.2;27.1
216;26 Glas-, aardew.-, cement-, kalkind.;Aanschafjaar voor 1960;1997;17.4;6.5;0.0;0.7;0.0;1.3;0.0
217;26 Glas-, aardew.-, cement-, kalkind.;Aanschafjaar voor 1960;1998;18.0;6.7;0.0;0.8;0.0;1.3;0.0
218;26 Glas-, aardew.-, cement-, kalkind.;Aanschafjaar 1960-1964;1997;10.6;5.0;2.6;2.4;0.0;3.5;5.3
219;26 Glas-, aardew.-, cement-, kalkind.;Aanschafjaar 1960-1964;1998;10.5;4.5;0.5;2.3;0.0;3.2;3.7
220;26 Glas-, aardew.-, cement-, kalkind.;Aanschafjaar 1965-1969;1997;12.8;8.1;0.3;7.2;0.0;5.1;7.8
221;26 Glas-, aardew.-, cement-, kalkind.;Aanschafjaar 1965-1969;1998;12.6;7.4;0.2;7.1;0.0;4.6;7.7
222;26 Glas-, aardew.-, cement-, kalkind.;Aanschafjaar 1970-1974;1997;9.5;9.2;3.2;8.5;0.0;6.2;7.0
223;26 Glas-, aardew.-, cement-, kalkind.;Aanschafjaar 1970-1974;1998;8.9;8.7;2.3;7.1;0.0;5.7;6.5
224;26 Glas-, aardew.-, cement-, kalkind.;Aanschafjaar 1975-1979;1997;9.5;10.8;4.0;12.3;0.0;8.4;9.8
225;26 Glas-, aardew.-, cement-, kalkind.;Aanschafjaar 1975-1979;1998;9.4;9.9;3.0;11.8;0.0;7.9;7.7
226;26 Glas-, aardew.-, cement-, kalkind.;Aanschafjaar 1980-1984;1997;8.2;10.8;4.6;8.5;0.7;13.6;10.8
227;26 Glas-, aardew.-, cement-, kalkind.;Aanschafjaar 1980-1984;1998;8.0;10.0;2.9;8.2;0.6;12.8;10.4
228;26 Glas-, aardew.-, cement-, kalkind.;Aanschafjaar 1985-1989;1997;12.5;21.8;19.4;17.5;10.6;19.0;22.1
229;26 Glas-, aardew.-, cement-, kalkind.;Aanschafjaar 1985-1989;1998;12.5;21.5;13.3;17.1;7.5;18.1;19.7
230;26 Glas-, aardew.-, cement-, kalkind.;Aanschafjaar 1990-1994;1997;13.2;15.9;24.9;26.2;36.8;26.3;21.8
231;26 Glas-, aardew.-, cement-, kalkind.;Aanschafjaar 1990-1994;1998;13.0;15.3;21.6;26.1;29.8;25.4;22.1
232;26 Glas-, aardew.-, cement-, kalkind.;Aanschafjaar 1995-1998;1997;6.4;12.0;41.0;16.5;51.9;16.6;15.4
233;26 Glas-, aardew.-, cement-, kalkind.;Aanschafjaar 1995-1998;1998;7.1;16.0;56.1;19.6;62.1;20.9;22.1
234;27 Basismetaalindustrie;Aanschafjaar voor 1960;1997;16.8;7.7;0.0;2.5;0.0;4.5;0.0
235;27 Basismetaalindustrie;Aanschafjaar voor 1960;1998;16.1;7.1;0.0;2.4;0.0;4.4;0.0
236;27 Basismetaalindustrie;Aanschafjaar 1960-1964;1997;15.9;8.0;0.0;5.7;0.0;8.0;0.0
237;27 Basismetaalindustrie;Aanschafjaar 1960-1964;1998;15.9;7.6;0.0;5.7;0.0;7.7;0.0
238;27 Basismetaalindustrie;Aanschafjaar 1965-1969;1997;21.9;27.9;0.0;22.8;0.3;12.4;3.4
239;27 Basismetaalindustrie;Aanschafjaar 1965-1969;1998;21.8;27.0;0.0;22.7;0.3;12.3;1.5
240;27 Basismetaalindustrie;Aanschafjaar 1970-1974;1997;22.5;25.0;0.1;35.7;0.1;21.3;26.1
241;27 Basismetaalindustrie;Aanschafjaar 1970-1974;1998;22.7;24.1;0.1;35.5;0.1;21.1;26.0
242;27 Basismetaalindustrie;Aanschafjaar 1975-1979;1997;5.8;6.4;0.1;8.1;0.9;6.2;9.8
243;27 Basismetaalindustrie;Aanschafjaar 1975-1979;1998;5.9;6.1;0.0;7.9;0.8;6.0;7.9
244;27 Basismetaalindustrie;Aanschafjaar 1980-1984;1997;4.0;5.4;0.9;4.4;3.8;11.1;10.0
245;27 Basismetaalindustrie;Aanschafjaar 1980-1984;1998;3.8;5.2;0.6;4.2;3.2;10.7;9.5
246;27 Basismetaalindustrie;Aanschafjaar 1985-1989;1997;6.8;5.6;3.2;7.4;13.8;17.7;14.7
247;27 Basismetaalindustrie;Aanschafjaar 1985-1989;1998;6.7;5.4;2.9;7.0;12.1;17.2;14.8
248;27 Basismetaalindustrie;Aanschafjaar 1990-1994;1997;4.6;2.5;67.3;9.9;58.4;13.6;19.8
249;27 Basismetaalindustrie;Aanschafjaar 1990-1994;1998;4.6;2.4;66.7;9.5;56.5;13.2;20.0
250;27 Basismetaalindustrie;Aanschafjaar 1995-1998;1997;1.7;11.5;28.5;3.4;22.7;5.2;16.2
251;27 Basismetaalindustrie;Aanschafjaar 1995-1998;1998;2.4;15.1;30.6;5.1;27.0;7.3;20.3
252;28 Metaalproductenindustrie;Aanschafjaar voor 1960;1997;10.4;6.0;0.1;2.6;0.0;1.5;0.3
253;28 Metaalproductenindustrie;Aanschafjaar voor 1960;1998;10.7;6.2;0.1;2.7;0.0;1.5;0.2
254;28 Metaalproductenindustrie;Aanschafjaar 1960-1964;1997;7.8;1.6;0.0;1.9;0.0;2.8;0.8
255;28 Metaalproductenindustrie;Aanschafjaar 1960-1964;1998;8.0;1.7;0.0;2.0;0.0;2.7;0.7
256;28 Metaalproductenindustrie;Aanschafjaar 1965-1969;1997;9.0;4.9;0.0;3.4;0.0;3.7;1.2
257;28 Metaalproductenindustrie;Aanschafjaar 1965-1969;1998;8.7;4.5;0.0;1.8;0.0;3.2;1.0
258;28 Metaalproductenindustrie;Aanschafjaar 1970-1974;1997;11.0;5.7;0.0;4.5;0.0;7.1;4.3
259;28 Metaalproductenindustrie;Aanschafjaar 1970-1974;1998;10.4;5.2;0.1;4.3;0.0;6.8;3.9
260;28 Metaalproductenindustrie;Aanschafjaar 1975-1979;1997;10.9;15.4;0.9;9.8;0.0;8.7;5.8
261;28 Metaalproductenindustrie;Aanschafjaar 1975-1979;1998;10.7;15.4;1.0;8.8;0.0;8.4;5.2
262;28 Metaalproductenindustrie;Aanschafjaar 1980-1984;1997;11.7;22.9;1.3;14.7;0.5;12.3;11.9
263;28 Metaalproductenindustrie;Aanschafjaar 1980-1984;1998;12.0;23.3;1.1;15.3;0.4;11.8;10.5
264;28 Metaalproductenindustrie;Aanschafjaar 1985-1989;1997;15.6;19.5;5.8;18.1;8.3;21.5;23.3
265;28 Metaalproductenindustrie;Aanschafjaar 1985-1989;1998;15.5;19.5;4.9;18.0;6.3;20.9;21.2
266;28 Metaalproductenindustrie;Aanschafjaar 1990-1994;1997;17.0;18.8;41.9;32.8;42.5;26.7;28.8
267;28 Metaalproductenindustrie;Aanschafjaar 1990-1994;1998;16.4;17.3;35.7;32.8;33.4;25.1;26.1
268;28 Metaalproductenindustrie;Aanschafjaar 1995-1998;1997;6.6;5.2;50.0;12.1;48.7;15.8;23.5
269;28 Metaalproductenindustrie;Aanschafjaar 1995-1998;1998;7.6;6.9;57.2;14.3;59.8;19.6;31.1
270;29 Machine- en apparatenindustrie;Aanschafjaar voor 1960;1997;19.1;3.7;0.0;10.2;0.0;3.6;1.5
271;29 Machine- en apparatenindustrie;Aanschafjaar voor 1960;1998;17.7;4.1;0.0;11.7;0.0;3.6;1.4
272;29 Machine- en apparatenindustrie;Aanschafjaar 1960-1964;1997;9.0;4.4;0.0;1.9;0.0;1.7;0.9
273;29 Machine- en apparatenindustrie;Aanschafjaar 1960-1964;1998;7.4;2.8;0.0;1.8;0.0;1.7;0.7
274;29 Machine- en apparatenindustrie;Aanschafjaar 1965-1969;1997;7.0;10.8;0.0;4.4;0.0;3.0;1.3
275;29 Machine- en apparatenindustrie;Aanschafjaar 1965-1969;1998;6.1;8.3;0.0;4.3;0.0;2.8;1.1
276;29 Machine- en apparatenindustrie;Aanschafjaar 1970-1974;1997;8.6;15.3;0.2;6.5;0.0;6.5;3.0
277;29 Machine- en apparatenindustrie;Aanschafjaar 1970-1974;1998;7.2;14.3;0.2;5.6;0.0;5.3;2.6
278;29 Machine- en apparatenindustrie;Aanschafjaar 1975-1979;1997;8.2;9.5;0.6;14.0;0.0;10.1;6.0
279;29 Machine- en apparatenindustrie;Aanschafjaar 1975-1979;1998;7.7;9.2;0.6;13.4;0.0;8.6;5.1
280;29 Machine- en apparatenindustrie;Aanschafjaar 1980-1984;1997;8.5;11.5;0.4;11.3;0.4;11.9;11.5
281;29 Machine- en apparatenindustrie;Aanschafjaar 1980-1984;1998;8.2;10.1;0.4;9.6;0.3;10.1;9.7
282;29 Machine- en apparatenindustrie;Aanschafjaar 1985-1989;1997;15.8;17.2;2.4;17.2;6.0;20.8;24.8
283;29 Machine- en apparatenindustrie;Aanschafjaar 1985-1989;1998;16.0;17.7;1.6;16.2;3.8;18.8;21.4
284;29 Machine- en apparatenindustrie;Aanschafjaar 1990-1994;1997;16.7;19.9;30.6;23.6;38.4;25.6;29.0
285;29 Machine- en apparatenindustrie;Aanschafjaar 1990-1994;1998;17.7;21.7;24.3;23.9;25.2;25.1;26.0
286;29 Machine- en apparatenindustrie;Aanschafjaar 1995-1998;1997;7.2;7.6;65.8;11.1;55.2;16.8;22.1
287;29 Machine- en apparatenindustrie;Aanschafjaar 1995-1998;1998;12.0;11.9;72.9;13.6;70.7;24.0;32.0
288;30 Kantoormach.- en computerindustrie;Aanschafjaar voor 1960;1997;5.8;0.0;0.0;0.0;0.0;0.0;0.0
289;30 Kantoormach.- en computerindustrie;Aanschafjaar voor 1960;1998;5.6;0.0;0.0;0.0;0.0;0.0;0.0
290;30 Kantoormach.- en computerindustrie;Aanschafjaar 1960-1964;1997;0.0;0.7;0.0;0.0;0.0;0.0;0.0
291;30 Kantoormach.- en computerindustrie;Aanschafjaar 1960-1964;1998;0.0;0.7;0.0;0.0;0.0;0.0;0.0
292;30 Kantoormach.- en computerindustrie;Aanschafjaar 1965-1969;1997;12.7;0.9;0.1;0.4;0.0;0.8;0.4
293;30 Kantoormach.- en computerindustrie;Aanschafjaar 1965-1969;1998;12.2;0.9;0.1;0.4;0.0;0.5;0.3
294;30 Kantoormach.- en computerindustrie;Aanschafjaar 1970-1974;1997;21.5;0.0;0.0;2.1;0.0;5.2;8.5
295;30 Kantoormach.- en computerindustrie;Aanschafjaar 1970-1974;1998;20.8;0.0;0.0;1.6;0.0;4.9;8.4
296;30 Kantoormach.- en computerindustrie;Aanschafjaar 1975-1979;1997;18.6;0.8;1.1;8.1;0.1;6.3;16.6
297;30 Kantoormach.- en computerindustrie;Aanschafjaar 1975-1979;1998;17.9;0.8;1.6;8.0;0.1;5.6;16.1
298;30 Kantoormach.- en computerindustrie;Aanschafjaar 1980-1984;1997;8.5;1.0;0.3;10.8;2.8;13.2;8.5
299;30 Kantoormach.- en computerindustrie;Aanschafjaar 1980-1984;1998;8.0;1.0;0.5;10.1;2.1;11.8;8.0
300;30 Kantoormach.- en computerindustrie;Aanschafjaar 1985-1989;1997;18.2;70.1;8.7;31.3;5.7;13.9;26.6
301;30 Kantoormach.- en computerindustrie;Aanschafjaar 1985-1989;1998;17.3;70.1;12.6;30.4;4.0;12.8;26.6
302;30 Kantoormach.- en computerindustrie;Aanschafjaar 1990-1994;1997;7.7;25.0;52.4;35.2;36.2;37.9;24.0
303;30 Kantoormach.- en computerindustrie;Aanschafjaar 1990-1994;1998;7.0;25.0;30.6;35.8;26.5;35.1;23.4
304;30 Kantoormach.- en computerindustrie;Aanschafjaar 1995-1998;1997;6.9;1.5;37.3;12.1;55.2;22.8;15.4
305;30 Kantoormach.- en computerindustrie;Aanschafjaar 1995-1998;1998;11.1;1.5;54.6;13.7;67.4;29.3;17.1
306;31 Elektr. machines en apparaten;Aanschafjaar voor 1960;1997;37.4;0.0;0.0;6.1;0.0;3.1;1.2
307;31 Elektr. machines en apparaten;Aanschafjaar voor 1960;1998;36.5;0.0;0.0;4.7;0.0;2.9;1.2
308;31 Elektr. machines en apparaten;Aanschafjaar 1960-1964;1997;3.6;9.3;0.0;2.0;0.0;2.7;1.1
309;31 Elektr. machines en apparaten;Aanschafjaar 1960-1964;1998;3.1;9.4;0.0;1.6;0.0;2.4;1.2
310;31 Elektr. machines en apparaten;Aanschafjaar 1965-1969;1997;13.8;33.3;0.0;20.7;0.0;8.1;9.2
311;31 Elektr. machines en apparaten;Aanschafjaar 1965-1969;1998;14.6;33.8;0.0;21.8;0.0;7.7;9.6
312;31 Elektr. machines en apparaten;Aanschafjaar 1970-1974;1997;11.0;14.6;0.2;26.7;0.0;11.2;14.3
313;31 Elektr. machines en apparaten;Aanschafjaar 1970-1974;1998;11.0;14.8;0.0;27.1;0.0;10.5;11.7
314;31 Elektr. machines en apparaten;Aanschafjaar 1975-1979;1997;8.3;12.4;0.4;11.0;0.0;8.8;9.0
315;31 Elektr. machines en apparaten;Aanschafjaar 1975-1979;1998;7.7;12.6;0.0;11.0;0.0;8.2;8.8
316;31 Elektr. machines en apparaten;Aanschafjaar 1980-1984;1997;5.5;6.6;1.3;5.8;2.0;11.2;13.0
317;31 Elektr. machines en apparaten;Aanschafjaar 1980-1984;1998;5.7;5.8;1.4;5.4;1.6;10.6;12.9
318;31 Elektr. machines en apparaten;Aanschafjaar 1985-1989;1997;8.6;13.8;6.3;11.5;10.7;18.2;14.9
319;31 Elektr. machines en apparaten;Aanschafjaar 1985-1989;1998;9.0;14.0;7.7;12.1;9.3;17.3;14.6
320;31 Elektr. machines en apparaten;Aanschafjaar 1990-1994;1997;8.0;5.8;36.1;12.8;43.7;20.5;17.7
321;31 Elektr. machines en apparaten;Aanschafjaar 1990-1994;1998;7.0;5.1;28.8;12.2;34.4;18.6;13.0
322;31 Elektr. machines en apparaten;Aanschafjaar 1995-1998;1997;3.7;4.2;55.7;3.4;43.5;16.1;19.6
323;31 Elektr. machines en apparaten;Aanschafjaar 1995-1998;1998;5.5;4.5;62.1;4.1;54.7;21.6;27.1
324;32 Audio-, video- en telecom-. app.;Aanschafjaar voor 1960;1997;20.5;8.2;0.0;0.0;0.0;0.5;0.1
325;32 Audio-, video- en telecom-. app.;Aanschafjaar voor 1960;1998;20.4;8.2;0.0;0.0;0.0;0.5;0.1
326;32 Audio-, video- en telecom-. app.;Aanschafjaar 1960-1964;1997;13.7;13.6;0.0;0.2;0.0;0.9;0.0
327;32 Audio-, video- en telecom-. app.;Aanschafjaar 1960-1964;1998;13.7;12.7;0.0;0.2;0.0;0.8;0.0
328;32 Audio-, video- en telecom-. app.;Aanschafjaar 1965-1969;1997;12.8;9.9;0.0;0.0;0.0;1.0;0.1
329;32 Audio-, video- en telecom-. app.;Aanschafjaar 1965-1969;1998;12.5;9.7;0.0;0.0;0.0;0.9;0.0
330;32 Audio-, video- en telecom-. app.;Aanschafjaar 1970-1974;1997;9.4;13.7;0.0;1.4;0.0;3.0;0.6
331;32 Audio-, video- en telecom-. app.;Aanschafjaar 1970-1974;1998;9.3;13.5;0.0;1.3;0.0;2.8;0.5
332;32 Audio-, video- en telecom-. app.;Aanschafjaar 1975-1979;1997;8.6;11.9;0.5;3.9;0.0;5.0;1.1
333;32 Audio-, video- en telecom-. app.;Aanschafjaar 1975-1979;1998;8.6;11.9;0.6;3.4;0.0;4.5;1.0
334;32 Audio-, video- en telecom-. app.;Aanschafjaar 1980-1984;1997;7.0;10.4;40.9;12.0;0.4;10.3;2.8
335;32 Audio-, video- en telecom-. app.;Aanschafjaar 1980-1984;1998;7.0;10.3;20.7;8.7;0.3;9.5;2.6
336;32 Audio-, video- en telecom-. app.;Aanschafjaar 1985-1989;1997;15.5;21.3;0.5;31.6;9.6;26.8;24.6
337;32 Audio-, video- en telecom-. app.;Aanschafjaar 1985-1989;1998;15.1;21.4;0.5;28.2;7.9;24.0;23.8
338;32 Audio-, video- en telecom-. app.;Aanschafjaar 1990-1994;1997;6.7;8.0;10.8;30.3;32.4;24.4;48.1
339;32 Audio-, video- en telecom-. app.;Aanschafjaar 1990-1994;1998;6.7;8.1;10.4;30.4;25.9;22.1;46.3
340;32 Audio-, video- en telecom-. app.;Aanschafjaar 1995-1998;1997;5.7;2.8;47.3;20.6;57.6;28.2;22.6
341;32 Audio-, video- en telecom-. app.;Aanschafjaar 1995-1998;1998;6.7;4.2;67.8;27.8;65.9;34.9;25.7
342;33 Medische app. en orthopedische art.;Aanschafjaar voor 1960;1997;10.9;1.5;0.0;0.0;0.0;0.3;0.0
343;33 Medische app. en orthopedische art.;Aanschafjaar voor 1960;1998;11.1;1.5;0.0;0.0;0.0;0.3;0.0
344;33 Medische app. en orthopedische art.;Aanschafjaar 1960-1964;1997;20.0;1.3;0.0;60.3;0.0;0.8;2.0
345;33 Medische app. en orthopedische art.;Aanschafjaar 1960-1964;1998;18.3;1.3;0.0;59.7;0.0;0.7;1.9
346;33 Medische app. en orthopedische art.;Aanschafjaar 1965-1969;1997;4.4;5.8;0.0;0.0;0.0;0.8;0.6
347;33 Medische app. en orthopedische art.;Aanschafjaar 1965-1969;1998;4.3;5.8;0.0;0.0;0.0;0.7;0.6
348;33 Medische app. en orthopedische art.;Aanschafjaar 1970-1974;1997;7.4;3.0;0.0;0.4;0.0;1.5;0.5
349;33 Medische app. en orthopedische art.;Aanschafjaar 1970-1974;1998;6.9;3.0;0.0;0.4;0.0;1.3;0.5
350;33 Medische app. en orthopedische art.;Aanschafjaar 1975-1979;1997;11.0;20.8;0.0;4.3;0.0;5.5;2.7
351;33 Medische app. en orthopedische art.;Aanschafjaar 1975-1979;1998;10.9;20.9;0.0;4.2;0.0;4.9;1.8
352;33 Medische app. en orthopedische art.;Aanschafjaar 1980-1984;1997;15.7;18.9;0.7;7.2;0.7;10.8;16.1
353;33 Medische app. en orthopedische art.;Aanschafjaar 1980-1984;1998;16.0;19.0;0.0;7.0;0.6;9.9;15.6
354;33 Medische app. en orthopedische art.;Aanschafjaar 1985-1989;1997;14.8;26.0;3.1;9.7;7.1;24.4;25.3
355;33 Medische app. en orthopedische art.;Aanschafjaar 1985-1989;1998;14.7;25.4;1.9;8.0;5.9;21.5;24.0
356;33 Medische app. en orthopedische art.;Aanschafjaar 1990-1994;1997;8.6;21.8;44.1;12.2;42.3;32.9;36.1
357;33 Medische app. en orthopedische art.;Aanschafjaar 1990-1994;1998;8.5;21.6;34.6;12.1;34.9;29.7;33.1
358;33 Medische app. en orthopedische art.;Aanschafjaar 1995-1998;1997;7.2;0.9;52.1;6.0;49.8;23.1;16.8
359;33 Medische app. en orthopedische art.;Aanschafjaar 1995-1998;1998;9.5;1.5;63.6;8.6;58.6;31.0;22.5
360;34 Auto's, aanhangwagens en opleggers;Aanschafjaar voor 1960;1997;4.9;1.6;0.1;0.8;0.0;0.4;0.0
361;34 Auto's, aanhangwagens en opleggers;Aanschafjaar voor 1960;1998;4.7;1.5;0.1;0.7;0.0;0.4;0.0
362;34 Auto's, aanhangwagens en opleggers;Aanschafjaar 1960-1964;1997;4.7;0.7;0.0;0.8;0.0;0.5;0.2
363;34 Auto's, aanhangwagens en opleggers;Aanschafjaar 1960-1964;1998;4.6;0.7;0.0;0.8;0.0;0.4;0.2
364;34 Auto's, aanhangwagens en opleggers;Aanschafjaar 1965-1969;1997;10.4;1.6;1.2;5.4;0.0;2.8;4.2
365;34 Auto's, aanhangwagens en opleggers;Aanschafjaar 1965-1969;1998;10.0;1.5;1.0;4.9;0.0;2.6;3.8
366;34 Auto's, aanhangwagens en opleggers;Aanschafjaar 1970-1974;1997;15.6;9.0;0.3;9.5;0.0;5.0;6.8
367;34 Auto's, aanhangwagens en opleggers;Aanschafjaar 1970-1974;1998;15.1;8.9;0.3;9.0;0.0;4.6;6.2
368;34 Auto's, aanhangwagens en opleggers;Aanschafjaar 1975-1979;1997;8.7;8.6;0.7;6.1;0.1;4.0;11.4
369;34 Auto's, aanhangwagens en opleggers;Aanschafjaar 1975-1979;1998;8.4;8.4;0.6;5.8;0.1;3.7;10.5
370;34 Auto's, aanhangwagens en opleggers;Aanschafjaar 1980-1984;1997;12.6;10.7;1.7;12.3;3.9;10.5;14.6
371;34 Auto's, aanhangwagens en opleggers;Aanschafjaar 1980-1984;1998;12.1;10.5;1.4;11.4;3.0;9.7;13.4
372;34 Auto's, aanhangwagens en opleggers;Aanschafjaar 1985-1989;1997;15.5;14.6;5.1;24.3;7.8;21.6;24.8
373;34 Auto's, aanhangwagens en opleggers;Aanschafjaar 1985-1989;1998;15.0;14.3;4.5;22.6;5.8;20.0;22.8
374;34 Auto's, aanhangwagens en opleggers;Aanschafjaar 1990-1994;1997;15.3;9.6;47.3;24.9;33.4;10.7;16.4
375;34 Auto's, aanhangwagens en opleggers;Aanschafjaar 1990-1994;1998;14.6;9.5;37.2;22.6;26.1;9.9;14.9
376;34 Auto's, aanhangwagens en opleggers;Aanschafjaar 1995-1998;1997;12.4;43.6;43.7;15.9;54.9;44.5;21.6
377;34 Auto's, aanhangwagens en opleggers;Aanschafjaar 1995-1998;1998;15.5;44.5;54.9;22.3;65.0;48.7;28.1
378;35 Overige transportmiddelen;Aanschafjaar voor 1960;1997;28.6;36.6;6.6;17.9;0.0;9.8;7.8
379;35 Overige transportmiddelen;Aanschafjaar voor 1960;1998;28.4;46.3;6.9;20.1;0.0;8.8;9.3
380;35 Overige transportmiddelen;Aanschafjaar 1960-1964;1997;5.2;13.6;1.7;8.3;0.0;5.6;3.2
381;35 Overige transportmiddelen;Aanschafjaar 1960-1964;1998;4.1;7.4;1.7;8.1;0.0;5.2;2.6
382;35 Overige transportmiddelen;Aanschafjaar 1965-1969;1997;2.7;14.7;0.5;6.6;0.0;6.5;3.1
383;35 Overige transportmiddelen;Aanschafjaar 1965-1969;1998;2.7;20.1;0.5;7.1;0.0;6.6;3.4
384;35 Overige transportmiddelen;Aanschafjaar 1970-1974;1997;10.4;17.1;1.7;19.4;0.0;7.2;12.0
385;35 Overige transportmiddelen;Aanschafjaar 1970-1974;1998;10.0;5.6;1.8;11.8;0.0;7.6;9.3
386;35 Overige transportmiddelen;Aanschafjaar 1975-1979;1997;8.4;5.3;4.7;9.7;0.0;9.6;7.9
387;35 Overige transportmiddelen;Aanschafjaar 1975-1979;1998;7.7;4.5;4.8;9.4;0.0;7.9;5.5
388;35 Overige transportmiddelen;Aanschafjaar 1980-1984;1997;25.4;3.7;3.3;16.6;1.1;21.7;20.0
389;35 Overige transportmiddelen;Aanschafjaar 1980-1984;1998;27.4;4.5;3.4;18.4;1.0;21.6;18.9
390;35 Overige transportmiddelen;Aanschafjaar 1985-1989;1997;7.6;1.9;3.7;8.8;4.8;11.7;15.0
391;35 Overige transportmiddelen;Aanschafjaar 1985-1989;1998;7.8;2.5;2.9;9.9;4.1;11.3;16.8
392;35 Overige transportmiddelen;Aanschafjaar 1990-1994;1997;8.7;5.9;32.2;10.2;39.7;17.7;18.4
393;35 Overige transportmiddelen;Aanschafjaar 1990-1994;1998;8.1;7.3;23.9;11.1;33.0;15.8;16.0
394;35 Overige transportmiddelen;Aanschafjaar 1995-1998;1997;2.8;1.2;45.6;2.5;54.3;10.4;12.6
395;35 Overige transportmiddelen;Aanschafjaar 1995-1998;1998;3.8;1.8;54.0;4.1;61.8;15.2;18.2
396;36 Meubel- en ov. industrie n.e.g.;Aanschafjaar voor 1960;1997;13.3;4.5;0.0;0.0;0.0;0.1;0.0
397;36 Meubel- en ov. industrie n.e.g.;Aanschafjaar voor 1960;1998;13.5;4.6;0.0;0.0;0.0;0.1;0.0
398;36 Meubel- en ov. industrie n.e.g.;Aanschafjaar 1960-1964;1997;11.6;8.6;0.0;0.2;0.0;0.9;0.5
399;36 Meubel- en ov. industrie n.e.g.;Aanschafjaar 1960-1964;1998;11.8;8.6;0.0;0.2;0.0;0.9;0.5
400;36 Meubel- en ov. industrie n.e.g.;Aanschafjaar 1965-1969;1997;8.3;2.8;0.0;0.4;0.0;2.1;6.9
401;36 Meubel- en ov. industrie n.e.g.;Aanschafjaar 1965-1969;1998;8.4;2.8;0.0;0.4;0.0;2.0;6.3
402;36 Meubel- en ov. industrie n.e.g.;Aanschafjaar 1970-1974;1997;7.6;3.4;0.0;0.9;0.0;2.9;2.9
403;36 Meubel- en ov. industrie n.e.g.;Aanschafjaar 1970-1974;1998;7.7;3.4;0.0;0.9;0.0;2.8;2.6
404;36 Meubel- en ov. industrie n.e.g.;Aanschafjaar 1975-1979;1997;8.9;12.5;1.5;7.1;0.0;5.7;8.0
405;36 Meubel- en ov. industrie n.e.g.;Aanschafjaar 1975-1979;1998;9.1;12.6;1.4;6.8;0.0;5.5;7.3
406;36 Meubel- en ov. industrie n.e.g.;Aanschafjaar 1980-1984;1997;7.4;10.9;2.5;13.1;0.7;10.6;7.2
407;36 Meubel- en ov. industrie n.e.g.;Aanschafjaar 1980-1984;1998;7.6;11.0;2.4;12.7;0.6;10.0;6.4
408;36 Meubel- en ov. industrie n.e.g.;Aanschafjaar 1985-1989;1997;16.0;19.3;6.1;29.5;8.9;24.6;24.0
409;36 Meubel- en ov. industrie n.e.g.;Aanschafjaar 1985-1989;1998;15.3;19.4;5.1;28.3;7.2;23.3;20.9
410;36 Meubel- en ov. industrie n.e.g.;Aanschafjaar 1990-1994;1997;19.5;24.9;44.8;34.7;28.5;35.2;22.3
411;36 Meubel- en ov. industrie n.e.g.;Aanschafjaar 1990-1994;1998;17.5;24.3;33.8;32.3;22.8;33.1;18.9
412;36 Meubel- en ov. industrie n.e.g.;Aanschafjaar 1995-1998;1997;7.3;13.1;45.1;13.9;61.8;17.8;28.2
413;36 Meubel- en ov. industrie n.e.g.;Aanschafjaar 1995-1998;1998;9.1;13.2;57.3;18.4;69.4;22.3;37.2
