ID;Vakantiekenmerken;Perioden;TotaalAantalKorteVakantiesNederland_1;Noordzeebadplaatsen_2;Watersportgebieden_3;VeluweEnVeluwerand_4;TwenteSallandEnVechtstreek_5;GroningseFrieseEnDrentseZandgronden_6;WestEnMiddenBrabant_7;OBrabantNMLimburgRijkVNijmegen_8;ZuidLimburg_9;OverigNederland_10;Friesland_11;Drenthe_12;Overijssel_13;Gelderland_14;NoordHolland_15;ZuidHolland_16;Zeeland_17;NoordBrabant_18;Limburg_19;OverigeProvincies_20
314;Geboekt bij een bank, VVV, en dergelijke;2016;1697.0;169.0;178.0;148.0;127.0;129.0;111.0;121.0;161.0;554.0;143.0;115.0;141.0;292.0;229.0;223.0;71.0;136.0;210.0;137.0
315;Geb. boek-centr. hotel-/bungalowketen;2002;857.0;94.0;62.0;119.0;35.0;129.0;105.0;202.0;23.0;89.0;31.0;123.0;36.0;146.0;44.0;61.0;55.0;105.0;214.0;41.0
316;Geb. boek-centr. hotel-/bungalowketen;2003;937.0;125.0;92.0;136.0;52.0;95.0;103.0;177.0;48.0;109.0;22.0;95.0;58.0;178.0;85.0;54.0;57.0;114.0;187.0;88.0
317;Geb. boek-centr. hotel-/bungalowketen;2004;976.0;135.0;80.0;138.0;52.0;120.0;124.0;171.0;55.0;102.0;14.0;115.0;55.0;171.0;88.0;73.0;53.0;143.0;190.0;74.0
318;Geb. boek-centr. hotel-/bungalowketen;2005;965.0;108.0;120.0;125.0;45.0;99.0;111.0;163.0;62.0;132.0;15.0;97.0;49.0;170.0;77.0;73.0;56.0;122.0;196.0;110.0
319;Geb. boek-centr. hotel-/bungalowketen;2006;1016.0;108.0;87.0;128.0;72.0;116.0;116.0;188.0;75.0;127.0;33.0;109.0;83.0;198.0;76.0;70.0;40.0;129.0;223.0;55.0
320;Geb. boek-centr. hotel-/bungalowketen;2007;1251.0;119.0;94.0;158.0;72.0;168.0;143.0;199.0;78.0;220.0;26.0;162.0;79.0;224.0;141.0;76.0;70.0;158.0;239.0;74.0
321;Geb. boek-centr. hotel-/bungalowketen;2008;1249.0;149.0;107.0;149.0;94.0;151.0;131.0;188.0;93.0;187.0;44.0;144.0;97.0;201.0;137.0;86.0;68.0;136.0;263.0;74.0
322;Geb. boek-centr. hotel-/bungalowketen;2009;1281.0;171.0;111.0;187.0;76.0;155.0;110.0;199.0;58.0;213.0;53.0;142.0;81.0;239.0;138.0;82.0;82.0;127.0;219.0;119.0
323;Geb. boek-centr. hotel-/bungalowketen;2010;1369.0;186.0;97.0;148.0;98.0;141.0;186.0;212.0;81.0;221.0;35.0;133.0;102.0;197.0;142.0;124.0;103.0;207.0;249.0;77.0
324;Geb. boek-centr. hotel-/bungalowketen;2011;1718.0;193.0;162.0;182.0;97.0;251.0;174.0;241.0;117.0;301.0;73.0;236.0;101.0;258.0;161.0;148.0;89.0;198.0;307.0;146.0
325;Geb. boek-centr. hotel-/bungalowketen;2012;1805.0;262.0;175.0;199.0;93.0;208.0;147.0;228.0;136.0;356.0;84.0;188.0;108.0;319.0;241.0;128.0;121.0;166.0;312.0;138.0
326;Geb. boek-centr. hotel-/bungalowketen;2013;1368.0;173.0;158.0;141.0;52.0;160.0;140.0;178.0;87.0;279.0;49.0;157.0;56.0;211.0;169.0;134.0;86.0;156.0;226.0;124.0
327;Geb. boek-centr. hotel-/bungalowketen;2014;1404.0;151.0;137.0;169.0;50.0;160.0;130.0;222.0;99.0;286.0;43.0;151.0;52.0;229.0;165.0;139.0;72.0;146.0;285.0;122.0
328;Geb. boek-centr. hotel-/bungalowketen;2015;1466.0;145.0;173.0;170.0;108.0;184.0;121.0;177.0;103.0;286.0;56.0;175.0;114.0;217.0;165.0;131.0;81.0;140.0;243.0;145.0
329;Geb. boek-centr. hotel-/bungalowketen;2016;1479.0;191.0;146.0;158.0;82.0;178.0;177.0;152.0;105.0;288.0;47.0;174.0;84.0;217.0;156.0;168.0;92.0;194.0;219.0;127.0
330;Rechtstreeks geboekt bij reisorganisatie;2002;53.0;6.0;6.0;5.0;0.0;1.0;8.0;2.0;2.0;22.0;6.0;1.0;0.0;5.0;2.0;6.0;4.0;8.0;4.0;17.0
331;Rechtstreeks geboekt bij reisorganisatie;2003;53.0;3.0;2.0;2.0;5.0;8.0;11.0;3.0;2.0;15.0;10.0;6.0;5.0;7.0;5.0;1.0;2.0;13.0;2.0;1.0
332;Rechtstreeks geboekt bij reisorganisatie;2004;43.0;4.0;7.0;0.0;4.0;2.0;7.0;4.0;0.0;14.0;6.0;2.0;4.0;2.0;5.0;5.0;5.0;7.0;4.0;2.0
333;Rechtstreeks geboekt bij reisorganisatie;2005;18.0;2.0;0.0;6.0;0.0;2.0;0.0;2.0;0.0;7.0;0.0;2.0;0.0;6.0;3.0;5.0;0.0;2.0;0.0;0.0
334;Rechtstreeks geboekt bij reisorganisatie;2006;39.0;6.0;2.0;3.0;6.0;0.0;3.0;2.0;9.0;7.0;0.0;0.0;6.0;5.0;5.0;6.0;0.0;3.0;11.0;3.0
335;Rechtstreeks geboekt bij reisorganisatie;2007;;;;;;;;;;;;;;;;;;;;
336;Rechtstreeks geboekt bij reisorganisatie;2008;36.0;0.0;0.0;1.0;0.0;0.0;3.0;5.0;8.0;18.0;3.0;0.0;0.0;3.0;5.0;8.0;0.0;4.0;10.0;3.0
337;Rechtstreeks geboekt bij reisorganisatie;2009;42.0;8.0;2.0;2.0;2.0;0.0;4.0;2.0;0.0;24.0;14.0;0.0;2.0;3.0;9.0;3.0;2.0;4.0;0.0;5.0
338;Rechtstreeks geboekt bij reisorganisatie;2010;51.0;1.0;3.0;3.0;3.0;1.0;14.0;2.0;5.0;20.0;11.0;1.0;3.0;6.0;5.0;2.0;2.0;14.0;6.0;0.0
339;Rechtstreeks geboekt bij reisorganisatie;2011;;;;;;;;;;;;;;;;;;;;
340;Rechtstreeks geboekt bij reisorganisatie;2012;;;;;;;;;;;;;;;;;;;;3.0
341;Rechtstreeks geboekt bij reisorganisatie;2013;;;;;;;;;;;;;;;;;;;;
342;Rechtstreeks geboekt bij reisorganisatie;2014;;;;;;;;;;;;;;;;;;;;
343;Rechtstreeks geboekt bij reisorganisatie;2015;;;;;;;;;;;;;;;;;;;;
344;Rechtstreeks geboekt bij reisorganisatie;2016;;;;;;;;;;;;;;;;;;;;
345;Boekingsinstantie onbekend;2002;705.0;67.0;59.0;106.0;29.0;64.0;97.0;62.0;49.0;171.0;82.0;54.0;43.0;131.0;76.0;50.0;39.0;107.0;91.0;30.0
346;Boekingsinstantie onbekend;2003;658.0;84.0;88.0;49.0;61.0;70.0;68.0;50.0;40.0;149.0;57.0;64.0;64.0;77.0;70.0;71.0;27.0;78.0;75.0;77.0
347;Boekingsinstantie onbekend;2004;834.0;117.0;78.0;66.0;67.0;81.0;98.0;78.0;80.0;168.0;77.0;63.0;73.0;102.0;77.0;73.0;59.0;129.0;126.0;55.0
348;Boekingsinstantie onbekend;2005;800.0;80.0;89.0;71.0;47.0;57.0;102.0;75.0;69.0;208.0;54.0;53.0;54.0;113.0;109.0;54.0;32.0;125.0;117.0;89.0
349;Boekingsinstantie onbekend;2006;979.0;115.0;92.0;83.0;74.0;107.0;110.0;96.0;55.0;247.0;59.0;94.0;86.0;160.0;103.0;75.0;69.0;135.0;113.0;86.0
350;Boekingsinstantie onbekend;2007;1061.0;111.0;119.0;121.0;47.0;96.0;125.0;113.0;81.0;248.0;76.0;83.0;66.0;193.0;74.0;101.0;73.0;173.0;135.0;87.0
351;Boekingsinstantie onbekend;2008;832.0;87.0;97.0;78.0;91.0;71.0;108.0;65.0;56.0;180.0;75.0;67.0;110.0;115.0;94.0;48.0;66.0;120.0;90.0;47.0
352;Boekingsinstantie onbekend;2009;778.0;85.0;57.0;92.0;55.0;73.0;77.0;93.0;57.0;189.0;75.0;61.0;55.0;142.0;67.0;67.0;42.0;101.0;110.0;59.0
353;Boekingsinstantie onbekend;2010;853.0;130.0;91.0;46.0;62.0;66.0;99.0;74.0;65.0;221.0;64.0;51.0;67.0;103.0;113.0;74.0;60.0;124.0;113.0;84.0
354;Boekingsinstantie onbekend;2011;628.0;63.0;80.0;47.0;57.0;55.0;88.0;75.0;33.0;130.0;52.0;51.0;58.0;97.0;38.0;41.0;48.0;115.0;75.0;53.0
355;Boekingsinstantie onbekend;2012;624.0;50.0;74.0;61.0;38.0;81.0;90.0;43.0;44.0;142.0;50.0;75.0;42.0;101.0;78.0;38.0;33.0;108.0;63.0;35.0
356;Boekingsinstantie onbekend;2013;801.0;114.0;95.0;92.0;54.0;52.0;77.0;65.0;51.0;200.0;54.0;50.0;66.0;138.0;109.0;73.0;59.0;98.0;92.0;60.0
357;Boekingsinstantie onbekend;2014;859.0;76.0;111.0;66.0;77.0;81.0;89.0;72.0;43.0;243.0;69.0;70.0;79.0;119.0;113.0;49.0;52.0;104.0;85.0;120.0
358;Boekingsinstantie onbekend;2015;751.0;95.0;59.0;93.0;67.0;88.0;75.0;71.0;21.0;182.0;40.0;74.0;72.0;159.0;78.0;52.0;54.0;98.0;53.0;73.0
359;Boekingsinstantie onbekend;2016;816.0;79.0;129.0;75.0;66.0;41.0;64.0;85.0;37.0;241.0;74.0;40.0;69.0;123.0;102.0;86.0;51.0;84.0;94.0;94.0
360;Log. rechtstr. geres. eigenaar/beheerder;2002;;;;;;;;;;;;;;;;;;;;
361;Log. rechtstr. geres. eigenaar/beheerder;2003;2438.0;335.0;251.0;175.0;283.0;207.0;185.0;182.0;218.0;600.0;238.0;178.0;303.0;337.0;239.0;200.0;195.0;222.0;327.0;199.0
362;Log. rechtstr. geres. eigenaar/beheerder;2004;2278.0;311.0;250.0;206.0;258.0;195.0;179.0;166.0;208.0;506.0;191.0;179.0;288.0;374.0;239.0;168.0;176.0;206.0;313.0;144.0
363;Log. rechtstr. geres. eigenaar/beheerder;2005;2267.0;254.0;223.0;201.0;250.0;218.0;157.0;184.0;193.0;587.0;208.0;189.0;274.0;351.0;247.0;194.0;154.0;191.0;309.0;151.0
364;Log. rechtstr. geres. eigenaar/beheerder;2006;2359.0;271.0;231.0;249.0;252.0;189.0;165.0;179.0;253.0;569.0;201.0;159.0;266.0;443.0;223.0;203.0;118.0;210.0;342.0;194.0
365;Log. rechtstr. geres. eigenaar/beheerder;2007;2409.0;315.0;244.0;263.0;258.0;192.0;183.0;182.0;219.0;553.0;188.0;176.0;272.0;405.0;263.0;197.0;184.0;211.0;335.0;178.0
366;Log. rechtstr. geres. eigenaar/beheerder;2008;2164.0;255.0;206.0;226.0;198.0;226.0;171.0;146.0;194.0;542.0;148.0;205.0;216.0;347.0;295.0;177.0;131.0;196.0;290.0;159.0
367;Log. rechtstr. geres. eigenaar/beheerder;2009;2171.0;250.0;187.0;195.0;221.0;218.0;172.0;202.0;213.0;513.0;189.0;163.0;238.0;349.0;250.0;170.0;123.0;225.0;327.0;138.0
368;Log. rechtstr. geres. eigenaar/beheerder;2010;2340.0;277.0;231.0;263.0;209.0;220.0;175.0;183.0;225.0;558.0;168.0;203.0;218.0;405.0;281.0;215.0;142.0;216.0;348.0;145.0
369;Log. rechtstr. geres. eigenaar/beheerder;2011;1812.0;207.0;219.0;145.0;165.0;177.0;162.0;109.0;191.0;436.0;153.0;142.0;194.0;273.0;185.0;155.0;141.0;196.0;252.0;121.0
370;Log. rechtstr. geres. eigenaar/beheerder;2012;1747.0;186.0;201.0;152.0;186.0;177.0;207.0;119.0;138.0;382.0;104.0;163.0;198.0;285.0;176.0;146.0;117.0;237.0;214.0;107.0
371;Log. rechtstr. geres. eigenaar/beheerder;2013;1678.0;189.0;226.0;137.0;171.0;118.0;158.0;107.0;154.0;418.0;145.0;97.0;186.0;270.0;157.0;169.0;112.0;189.0;214.0;140.0
372;Log. rechtstr. geres. eigenaar/beheerder;2014;1506.0;181.0;157.0;141.0;142.0;143.0;137.0;61.0;130.0;413.0;111.0;117.0;153.0;253.0;207.0;132.0;84.0;152.0;170.0;127.0
373;Log. rechtstr. geres. eigenaar/beheerder;2015;1411.0;156.0;152.0;158.0;99.0;156.0;109.0;100.0;115.0;366.0;151.0;141.0;109.0;257.0;157.0;117.0;89.0;140.0;162.0;88.0
374;Log. rechtstr. geres. eigenaar/beheerder;2016;1464.0;147.0;150.0;125.0;158.0;166.0;132.0;103.0;130.0;353.0;139.0;141.0;165.0;242.0;142.0;106.0;100.0;155.0;191.0;83.0
375;Logies niet vooraf geboekt;2002;;;;;;;;;;;;;;;;;;;;
376;Logies niet vooraf geboekt;2003;1586.0;164.0;232.0;106.0;150.0;155.0;157.0;89.0;79.0;453.0;113.0;138.0;165.0;204.0;191.0;187.0;123.0;177.0;133.0;156.0
377;Logies niet vooraf geboekt;2004;1314.0;115.0;253.0;71.0;91.0;91.0;137.0;116.0;100.0;341.0;122.0;81.0;109.0;152.0;109.0;123.0;113.0;180.0;153.0;172.0
378;Logies niet vooraf geboekt;2005;1321.0;138.0;166.0;92.0;130.0;129.0;84.0;113.0;63.0;406.0;101.0;111.0;152.0;205.0;171.0;116.0;93.0;129.0;128.0;115.0
379;Logies niet vooraf geboekt;2006;1336.0;102.0;202.0;105.0;85.0;144.0;140.0;91.0;65.0;402.0;102.0;116.0;98.0;191.0;157.0;155.0;86.0;176.0;117.0;139.0
380;Logies niet vooraf geboekt;2007;1254.0;67.0;175.0;67.0;94.0;133.0;154.0;152.0;51.0;362.0;106.0;116.0;101.0;134.0;158.0;95.0;48.0;208.0;153.0;135.0
381;Logies niet vooraf geboekt;2008;1210.0;115.0;165.0;112.0;60.0;105.0;118.0;115.0;57.0;364.0;72.0;84.0;68.0;199.0;138.0;100.0;110.0;178.0;105.0;157.0
382;Logies niet vooraf geboekt;2009;1273.0;139.0;193.0;90.0;69.0;112.0;150.0;95.0;49.0;376.0;94.0;98.0;77.0;171.0;144.0;129.0;86.0;175.0;107.0;193.0
383;Logies niet vooraf geboekt;2010;1018.0;76.0;170.0;60.0;52.0;94.0;84.0;93.0;53.0;337.0;88.0;81.0;61.0;114.0;115.0;93.0;66.0;112.0;107.0;182.0
384;Logies niet vooraf geboekt;2011;890.0;103.0;133.0;71.0;57.0;59.0;81.0;98.0;49.0;238.0;83.0;57.0;64.0;116.0;107.0;82.0;54.0;117.0;112.0;98.0
385;Logies niet vooraf geboekt;2012;1126.0;128.0;166.0;106.0;78.0;101.0;77.0;95.0;67.0;310.0;70.0;82.0;110.0;184.0;149.0;129.0;66.0;99.0;121.0;114.0
386;Logies niet vooraf geboekt;2013;1034.0;110.0;144.0;118.0;66.0;65.0;92.0;82.0;42.0;315.0;64.0;59.0;82.0;185.0;156.0;92.0;74.0;114.0;95.0;113.0
387;Logies niet vooraf geboekt;2014;1089.0;131.0;161.0;85.0;113.0;94.0;87.0;97.0;45.0;277.0;55.0;74.0;122.0;160.0;118.0;131.0;77.0;113.0;111.0;129.0
388;Logies niet vooraf geboekt;2015;1162.0;141.0;105.0;92.0;65.0;66.0;137.0;100.0;46.0;410.0;66.0;57.0;65.0;166.0;155.0;173.0;83.0;154.0;122.0;121.0
389;Logies niet vooraf geboekt;2016;1259.0;132.0;145.0;116.0;82.0;130.0;87.0;139.0;51.0;377.0;83.0;113.0;93.0;180.0;155.0;128.0;95.0;132.0;125.0;155.0
390;Vaste standplaats, eigen onderkomen;2002;3070.0;411.0;737.0;339.0;196.0;124.0;448.0;156.0;32.0;627.0;145.0;120.0;238.0;409.0;440.0;452.0;256.0;536.0;133.0;341.0
391;Vaste standplaats, eigen onderkomen;2003;2522.0;325.0;571.0;417.0;131.0;211.0;325.0;128.0;0.0;414.0;174.0;193.0;145.0;515.0;225.0;268.0;266.0;341.0;106.0;288.0
392;Vaste standplaats, eigen onderkomen;2004;2607.0;279.0;640.0;499.0;160.0;183.0;354.0;90.0;16.0;386.0;176.0;147.0;252.0;602.0;350.0;210.0;176.0;425.0;68.0;200.0
393;Vaste standplaats, eigen onderkomen;2005;2456.0;268.0;427.0;421.0;144.0;248.0;349.0;80.0;3.0;515.0;187.0;218.0;178.0;491.0;298.0;237.0;159.0;471.0;24.0;192.0
394;Vaste standplaats, eigen onderkomen;2006;2267.0;291.0;389.0;494.0;128.0;192.0;248.0;77.0;15.0;433.0;132.0;160.0;153.0;659.0;311.0;180.0;179.0;295.0;67.0;130.0
395;Vaste standplaats, eigen onderkomen;2007;2204.0;307.0;393.0;439.0;129.0;126.0;248.0;124.0;9.0;429.0;113.0;118.0;156.0;626.0;260.0;183.0;177.0;338.0;59.0;173.0
396;Vaste standplaats, eigen onderkomen;2008;2167.0;219.0;566.0;253.0;86.0;218.0;236.0;182.0;2.0;406.0;87.0;206.0;117.0;420.0;219.0;209.0;194.0;341.0;117.0;257.0
397;Vaste standplaats, eigen onderkomen;2009;2317.0;288.0;371.0;286.0;202.0;179.0;351.0;239.0;7.0;396.0;93.0;161.0;217.0;413.0;295.0;214.0;141.0;451.0;157.0;174.0
398;Vaste standplaats, eigen onderkomen;2010;2110.0;185.0;445.0;327.0;60.0;210.0;317.0;157.0;0.0;410.0;137.0;193.0;83.0;479.0;174.0;140.0;144.0;474.0;79.0;207.0
399;Vaste standplaats, eigen onderkomen;2011;2306.0;277.0;481.0;418.0;77.0;284.0;311.0;152.0;21.0;284.0;119.0;276.0;94.0;483.0;306.0;148.0;105.0;408.0;101.0;265.0
400;Vaste standplaats, eigen onderkomen;2012;2254.0;344.0;419.0;442.0;117.0;128.0;299.0;138.0;22.0;345.0;92.0;113.0;158.0;619.0;180.0;177.0;184.0;349.0;160.0;223.0
401;Vaste standplaats, eigen onderkomen;2013;1776.0;264.0;463.0;282.0;57.0;112.0;240.0;59.0;4.0;296.0;132.0;93.0;77.0;399.0;192.0;136.0;167.0;341.0;36.0;201.0
402;Vaste standplaats, eigen onderkomen;2014;2089.0;371.0;537.0;344.0;52.0;152.0;248.0;106.0;8.0;269.0;166.0;101.0;85.0;468.0;204.0;131.0;258.0;313.0;68.0;293.0
403;Vaste standplaats, eigen onderkomen;2015;1695.0;261.0;293.0;206.0;233.0;110.0;232.0;106.0;24.0;230.0;111.0;78.0;255.0;283.0;103.0;84.0;194.0;315.0;102.0;171.0
404;Vaste standplaats, eigen onderkomen;2016;1584.0;209.0;321.0;182.0;104.0;158.0;311.0;102.0;19.0;179.0;101.0;129.0;122.0;231.0;68.0;147.0;169.0;382.0;96.0;140.0
405;Fiets;2002;149.0;20.0;37.0;0.0;5.0;17.0;10.0;3.0;0.0;57.0;11.0;12.0;5.0;6.0;27.0;31.0;5.0;20.0;1.0;32.0
406;Fiets;2003;248.0;19.0;32.0;11.0;15.0;2.0;18.0;16.0;0.0;135.0;8.0;2.0;15.0;32.0;32.0;86.0;3.0;33.0;8.0;29.0
407;Fiets;2004;212.0;28.0;17.0;2.0;11.0;9.0;44.0;14.0;5.0;82.0;20.0;4.0;13.0;4.0;38.0;36.0;7.0;53.0;10.0;26.0
408;Fiets;2005;224.0;17.0;25.0;6.0;19.0;6.0;53.0;13.0;0.0;85.0;21.0;1.0;19.0;16.0;51.0;38.0;0.0;61.0;5.0;12.0
409;Fiets;2006;156.0;18.0;21.0;7.0;7.0;9.0;21.0;7.0;2.0;63.0;5.0;4.0;10.0;20.0;37.0;30.0;5.0;24.0;7.0;13.0
410;Fiets;2007;;;;;;;;;;;;;;;;;;;;
411;Fiets;2008;168.0;15.0;20.0;20.0;25.0;5.0;13.0;12.0;3.0;56.0;15.0;5.0;25.0;29.0;28.0;27.0;5.0;16.0;12.0;7.0
412;Fiets;2009;149.0;16.0;17.0;16.0;33.0;0.0;13.0;12.0;0.0;42.0;12.0;0.0;33.0;20.0;14.0;22.0;4.0;23.0;4.0;16.0
413;Fiets;2010;126.0;10.0;24.0;4.0;15.0;4.0;13.0;3.0;0.0;53.0;14.0;4.0;18.0;6.0;8.0;16.0;5.0;18.0;3.0;34.0
414;Fiets;2011;;;;;;;;;;;;;;;;;;;;
415;Fiets;2012;;;;;;;;;;;;;;;;;;;;23.0
416;Fiets;2013;;;;;;;;;;;;;;;;;;;;
417;Fiets;2014;;;;;;;;;;;;;;;;;;;;
418;Fiets;2015;;;;;;;;;;;;;;;;;;;;
419;Fiets;2016;;;;;;;;;;;;;;;;;;;;
420;Auto, kampeerauto;2002;8492.0;1136.0;1262.0;946.0;634.0;713.0;952.0;739.0;493.0;1616.0;534.0;634.0;715.0;1345.0;902.0;871.0;675.0;1112.0;1038.0;665.0
421;Auto, kampeerauto;2003;8018.0;1083.0;1172.0;949.0;698.0;742.0;824.0;650.0;434.0;1467.0;534.0;671.0;756.0;1367.0;760.0;674.0;693.0;905.0;903.0;755.0
422;Auto, kampeerauto;2004;8016.0;995.0;1248.0;1029.0;649.0;670.0;892.0;675.0;477.0;1382.0;546.0;584.0;784.0;1473.0;822.0;605.0;613.0;1066.0;921.0;603.0
423;Auto, kampeerauto;2005;7812.0;873.0;1013.0;983.0;603.0;790.0;783.0;688.0;400.0;1680.0;525.0;694.0;685.0;1393.0;797.0;633.0;535.0;1004.0;849.0;697.0
424;Auto, kampeerauto;2006;8064.0;905.0;1017.0;1133.0;634.0;771.0;785.0;718.0;501.0;1601.0;533.0;658.0;706.0;1732.0;774.0;636.0;516.0;948.0;963.0;598.0
425;Auto, kampeerauto;2007;8090.0;930.0;1019.0;1092.0;607.0;761.0;813.0;771.0;447.0;1651.0;468.0;701.0;670.0;1626.0;818.0;599.0;595.0;1024.0;956.0;632.0
426;Auto, kampeerauto;2008;7997.0;880.0;1153.0;869.0;529.0;879.0;804.0;741.0;470.0;1673.0;446.0;804.0;594.0;1343.0;886.0;642.0;582.0;978.0;987.0;735.0
427;Auto, kampeerauto;2009;8443.0;1001.0;969.0;947.0;652.0;825.0;896.0;924.0;452.0;1776.0;525.0;712.0;704.0;1437.0;971.0;690.0;513.0;1122.0;1066.0;702.0
428;Auto, kampeerauto;2010;8332.0;958.0;1098.0;992.0;523.0;822.0;936.0;804.0;484.0;1716.0;511.0;733.0;582.0;1445.0;913.0;651.0;568.0;1187.0;1046.0;696.0
429;Auto, kampeerauto;2011;8603.0;1002.0;1164.0;1028.0;551.0;1012.0;990.0;809.0;564.0;1483.0;502.0;938.0;609.0;1438.0;870.0;645.0;528.0;1254.0;1087.0;732.0
430;Auto, kampeerauto;2012;9046.0;1150.0;1183.0;1154.0;644.0;926.0;954.0;811.0;532.0;1693.0;480.0;841.0;739.0;1747.0;951.0;712.0;643.0;1120.0;1121.0;691.0
431;Auto, kampeerauto;2013;8287.0;1074.0;1239.0;912.0;504.0;700.0;859.0;679.0;502.0;1816.0;498.0;638.0;585.0;1436.0;886.0;755.0;602.0;1107.0;939.0;840.0
432;Auto, kampeerauto;2014;8431.0;1129.0;1264.0;955.0;549.0;765.0;860.0;711.0;444.0;1753.0;496.0;635.0;620.0;1462.0;951.0;739.0;654.0;1035.0;945.0;893.0
433;Auto, kampeerauto;2015;8204.0;1042.0;995.0;881.0;709.0;793.0;784.0;755.0;411.0;1834.0;539.0;687.0;769.0;1378.0;869.0;693.0;619.0;979.0;927.0;745.0
434;Auto, kampeerauto;2016;8403.0;994.0;1082.0;845.0;641.0;861.0;922.0;788.0;507.0;1763.0;504.0;770.0;710.0;1321.0;785.0;798.0;622.0;1127.0;1029.0;737.0
435;Trein, autoslaaptrein;2002;474.0;25.0;41.0;30.0;24.0;43.0;19.0;45.0;57.0;189.0;25.0;43.0;30.0;45.0;93.0;74.0;14.0;32.0;84.0;32.0
436;Trein, autoslaaptrein;2003;488.0;35.0;46.0;35.0;13.0;37.0;38.0;26.0;48.0;211.0;52.0;37.0;16.0;56.0;67.0;84.0;12.0;41.0;65.0;58.0
437;Trein, autoslaaptrein;2004;459.0;54.0;75.0;20.0;25.0;10.0;35.0;21.0;60.0;158.0;24.0;7.0;33.0;50.0;59.0;97.0;13.0;43.0;70.0;62.0
438;Trein, autoslaaptrein;2005;528.0;53.0;50.0;44.0;38.0;40.0;35.0;20.0;62.0;186.0;29.0;38.0;42.0;80.0;98.0;90.0;10.0;37.0;72.0;31.0
439;Trein, autoslaaptrein;2006;518.0;57.0;35.0;28.0;29.0;15.0;43.0;28.0;59.0;224.0;25.0;15.0;29.0;42.0;129.0;77.0;16.0;50.0;79.0;57.0
440;Trein, autoslaaptrein;2007;567.0;56.0;47.0;24.0;15.0;32.0;49.0;66.0;62.0;217.0;46.0;31.0;19.0;42.0;95.0;104.0;11.0;60.0;111.0;48.0
441;Trein, autoslaaptrein;2008;511.0;63.0;38.0;36.0;51.0;8.0;36.0;39.0;61.0;179.0;16.0;8.0;68.0;53.0;109.0;60.0;28.0;59.0;71.0;40.0
442;Trein, autoslaaptrein;2009;438.0;74.0;25.0;32.0;14.0;10.0;42.0;37.0;51.0;153.0;29.0;8.0;14.0;57.0;95.0;67.0;22.0;55.0;63.0;26.0
443;Trein, autoslaaptrein;2010;533.0;46.0;58.0;29.0;30.0;27.0;37.0;54.0;84.0;167.0;17.0;20.0;30.0;56.0;88.0;52.0;27.0;62.0;104.0;77.0
444;Trein, autoslaaptrein;2011;575.0;54.0;59.0;25.0;33.0;15.0;49.0;29.0;86.0;225.0;49.0;11.0;40.0;44.0;70.0;94.0;16.0;49.0;106.0;95.0
445;Trein, autoslaaptrein;2012;670.0;58.0;37.0;42.0;49.0;22.0;45.0;29.0;93.0;294.0;42.0;18.0;62.0;105.0;123.0;100.0;15.0;48.0;108.0;51.0
446;Trein, autoslaaptrein;2013;593.0;66.0;47.0;44.0;47.0;24.0;41.0;30.0;64.0;231.0;26.0;18.0;55.0;64.0;125.0;116.0;19.0;46.0;80.0;43.0
447;Trein, autoslaaptrein;2014;630.0;69.0;77.0;35.0;30.0;33.0;44.0;25.0;55.0;263.0;33.0;27.0;34.0;56.0;108.0;136.0;13.0;48.0;72.0;102.0
448;Trein, autoslaaptrein;2015;590.0;38.0;45.0;41.0;31.0;38.0;49.0;23.0;60.0;264.0;18.0;36.0;31.0;59.0;124.0;136.0;9.0;52.0;75.0;51.0
449;Trein, autoslaaptrein;2016;724.0;39.0;61.0;62.0;16.0;77.0;50.0;29.0;78.0;312.0;43.0;74.0;19.0;93.0;109.0;144.0;8.0;58.0;84.0;91.0
450;Touringcar, pendelbus;2002;71.0;4.0;4.0;15.0;0.0;4.0;12.0;4.0;6.0;22.0;3.0;4.0;0.0;18.0;12.0;0.0;2.0;12.0;10.0;10.0
451;Touringcar, pendelbus;2003;42.0;3.0;8.0;3.0;3.0;2.0;10.0;5.0;0.0;8.0;4.0;0.0;4.0;7.0;4.0;3.0;2.0;11.0;1.0;4.0
452;Touringcar, pendelbus;2004;68.0;2.0;10.0;6.0;0.0;0.0;12.0;7.0;5.0;27.0;12.0;0.0;0.0;6.0;0.0;5.0;3.0;19.0;8.0;16.0
453;Touringcar, pendelbus;2005;70.0;2.0;4.0;15.0;5.0;4.0;12.0;4.0;5.0;20.0;6.0;4.0;5.0;19.0;10.0;0.0;2.0;15.0;7.0;3.0
454;Touringcar, pendelbus;2006;59.0;4.0;7.0;5.0;5.0;0.0;7.0;7.0;6.0;19.0;4.0;0.0;5.0;9.0;7.0;3.0;3.0;9.0;10.0;8.0
455;Touringcar, pendelbus;2007;;;;;;;;;;;;;;;;;;;;
456;Touringcar, pendelbus;2008;46.0;6.0;7.0;3.0;0.0;5.0;4.0;2.0;5.0;15.0;9.0;3.0;0.0;5.0;9.0;3.0;3.0;7.0;5.0;3.0
457;Touringcar, pendelbus;2009;56.0;2.0;9.0;6.0;1.0;7.0;11.0;4.0;9.0;7.0;2.0;7.0;1.0;7.0;7.0;2.0;0.0;11.0;11.0;8.0
458;Touringcar, pendelbus;2010;53.0;3.0;8.0;3.0;6.0;3.0;9.0;2.0;6.0;14.0;5.0;3.0;6.0;6.0;4.0;5.0;;9.0;7.0;7.0
