ID;KenmerkenWerknemers;Marges;Perioden;TevredenMetArbeidsomstandigheden_1;TevredenMetWerk_2;LeeftijdWillenDoorwerken_3;LeeftijdInStaatDoorwerken_4;VoldoenAanFysiekeEisenWerk_5;VoldoenAanPsychischeEisenWerk_6;MakkelijkNieuweFunctieEigenWerkgever_7;MakkelijkNieuweBaanAndereWerkgever_8
425;Arbeidsduur: minder dan 20 uur per week;Bovengrens 95%-interval;2021;78.5;80.0;58.6;60.7;91.1;92.9;57.5;76.0
426;Arbeidsduur: minder dan 20 uur per week;Bovengrens 95%-interval;2022;78.7;79.3;59.6;58.4;90.7;92.8;56.4;78.7
427;Arbeidsduur: minder dan 20 uur per week;Bovengrens 95%-interval;2023;79.8;80.0;58.7;58.9;91.2;93.0;57.7;78.2
428;Arbeidsduur: minder dan 20 uur per week;Bovengrens 95%-interval;2024;78.6;79.8;58.3;58.2;90.9;92.7;56.8;77.1
429;Arbeidsduur: 20 tot 35 uur per week;Waarde;2014;70.8;76.4;63.7;62.5;89.1;88.7;42.1;44.0
430;Arbeidsduur: 20 tot 35 uur per week;Waarde;2015;70.6;75.7;63.7;62.4;88.9;89.2;42.6;47.5
431;Arbeidsduur: 20 tot 35 uur per week;Waarde;2016;71.0;76.8;63.5;62.2;89.4;89.7;45.4;52.8
432;Arbeidsduur: 20 tot 35 uur per week;Waarde;2017;69.6;75.1;63.3;62.0;87.1;87.4;48.4;58.6
433;Arbeidsduur: 20 tot 35 uur per week;Waarde;2018;70.7;76.6;63.4;62.2;88.8;88.8;49.6;66.0
434;Arbeidsduur: 20 tot 35 uur per week;Waarde;2019;72.7;77.3;63.4;62.6;88.7;88.6;50.0;66.7
435;Arbeidsduur: 20 tot 35 uur per week;Waarde;2020;74.9;79.4;63.7;63.2;90.9;90.8;53.0;67.6
436;Arbeidsduur: 20 tot 35 uur per week;Waarde;2021;75.3;78.4;63.4;63.0;89.4;89.1;54.6;71.6
437;Arbeidsduur: 20 tot 35 uur per week;Waarde;2022;73.5;77.0;63.9;62.5;89.7;87.5;55.6;78.3
438;Arbeidsduur: 20 tot 35 uur per week;Waarde;2023;75.5;78.2;63.7;62.6;90.1;88.7;56.2;78.3
439;Arbeidsduur: 20 tot 35 uur per week;Waarde;2024;75.1;77.7;63.8;62.9;90.0;88.7;55.9;78.1
440;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2014;69.9;75.5;63.6;62.3;88.4;88.0;41.1;43.0
441;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2015;69.8;74.9;63.6;62.2;88.3;88.6;41.7;46.6
442;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2016;70.1;76.1;63.4;62.0;88.9;89.1;44.4;51.9
443;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2017;68.7;74.3;63.2;61.8;86.4;86.7;47.5;57.7
444;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2018;70.0;76.0;63.3;62.0;88.3;88.3;48.8;65.3
445;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2019;72.0;76.6;63.3;62.4;88.2;88.0;49.3;65.9
446;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2020;74.2;78.8;63.6;63.1;90.4;90.3;52.2;66.9
447;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2021;74.5;77.7;63.3;62.8;88.9;88.6;53.8;70.9
448;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2022;72.8;76.4;63.7;62.3;89.2;87.0;54.8;77.6
449;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2023;74.9;77.6;63.6;62.4;89.7;88.2;55.5;77.7
450;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2024;74.4;77.1;63.7;62.7;89.6;88.2;55.2;77.5
451;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2014;71.7;77.2;63.9;62.7;89.7;89.3;43.1;45.0
452;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2015;71.5;76.4;63.9;62.6;89.5;89.8;43.5;48.4
453;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2016;71.8;77.6;63.7;62.4;90.0;90.2;46.3;53.7
454;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2017;70.4;75.9;63.5;62.2;87.7;87.9;49.3;59.5
455;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2018;71.3;77.3;63.5;62.3;89.3;89.3;50.3;66.7
456;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2019;73.4;77.9;63.6;62.8;89.2;89.0;50.8;67.4
457;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2020;75.6;80.1;63.9;63.4;91.4;91.2;53.7;68.4
458;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2021;76.0;79.1;63.6;63.2;89.9;89.6;55.5;72.3
459;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2022;74.2;77.6;64.0;62.7;90.1;88.0;56.3;78.9
460;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2023;76.1;78.9;63.9;62.8;90.6;89.1;56.9;78.9
461;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2024;75.7;78.3;63.9;63.1;90.4;89.1;56.6;78.7
462;Arbeidsduur: voltijd;Waarde;2014;74.1;77.1;63.7;63.6;92.4;90.8;50.8;57.9
463;Arbeidsduur: voltijd;Waarde;2015;74.4;77.6;63.8;63.6;90.9;91.2;51.4;59.1
464;Arbeidsduur: voltijd;Waarde;2016;74.5;77.3;63.6;63.5;92.2;91.5;53.0;63.2
465;Arbeidsduur: voltijd;Waarde;2017;73.3;76.9;63.6;63.3;90.8;89.8;54.0;68.0
466;Arbeidsduur: voltijd;Waarde;2018;73.4;77.1;63.4;63.4;91.0;90.5;54.9;72.3
467;Arbeidsduur: voltijd;Waarde;2019;75.5;78.7;63.5;63.6;90.8;90.3;55.7;73.4
468;Arbeidsduur: voltijd;Waarde;2020;77.5;79.6;63.7;64.3;93.0;92.3;58.3;72.8
469;Arbeidsduur: voltijd;Waarde;2021;78.0;79.4;63.1;64.0;91.5;90.5;59.8;78.0
470;Arbeidsduur: voltijd;Waarde;2022;77.0;78.4;63.4;63.7;92.2;89.7;61.0;83.2
471;Arbeidsduur: voltijd;Waarde;2023;78.3;79.3;63.5;64.0;93.0;90.1;62.1;82.7
472;Arbeidsduur: voltijd;Waarde;2024;78.7;79.4;63.5;63.9;92.8;90.1;61.8;82.6
473;Arbeidsduur: voltijd;Ondergrens 95%-interval;2014;73.4;76.4;63.6;63.4;92.0;90.4;50.1;57.2
474;Arbeidsduur: voltijd;Ondergrens 95%-interval;2015;73.7;77.0;63.7;63.4;90.5;90.7;50.6;58.4
475;Arbeidsduur: voltijd;Ondergrens 95%-interval;2016;73.9;76.7;63.5;63.3;91.8;91.1;52.3;62.5
476;Arbeidsduur: voltijd;Ondergrens 95%-interval;2017;72.6;76.2;63.5;63.2;90.4;89.4;53.3;67.3
477;Arbeidsduur: voltijd;Ondergrens 95%-interval;2018;72.9;76.6;63.3;63.3;90.6;90.1;54.2;71.8
478;Arbeidsduur: voltijd;Ondergrens 95%-interval;2019;74.9;78.1;63.4;63.5;90.4;89.9;55.0;72.9
479;Arbeidsduur: voltijd;Ondergrens 95%-interval;2020;76.9;79.1;63.6;64.2;92.6;91.9;57.6;72.2
480;Arbeidsduur: voltijd;Ondergrens 95%-interval;2021;77.4;78.8;63.0;63.8;91.1;90.0;59.0;77.4
481;Arbeidsduur: voltijd;Ondergrens 95%-interval;2022;76.5;77.9;63.3;63.6;91.9;89.3;60.4;82.8
482;Arbeidsduur: voltijd;Ondergrens 95%-interval;2023;77.8;78.8;63.4;63.9;92.7;89.8;61.5;82.2
483;Arbeidsduur: voltijd;Ondergrens 95%-interval;2024;78.1;78.9;63.4;63.7;92.5;89.7;61.2;82.2
484;Arbeidsduur: voltijd;Bovengrens 95%-interval;2014;74.8;77.8;63.8;63.7;92.8;91.3;51.6;58.7
485;Arbeidsduur: voltijd;Bovengrens 95%-interval;2015;75.0;78.2;63.9;63.7;91.3;91.6;52.1;59.8
486;Arbeidsduur: voltijd;Bovengrens 95%-interval;2016;75.2;77.9;63.7;63.6;92.6;91.9;53.7;63.9
487;Arbeidsduur: voltijd;Bovengrens 95%-interval;2017;73.9;77.5;63.7;63.5;91.3;90.3;54.7;68.6
488;Arbeidsduur: voltijd;Bovengrens 95%-interval;2018;74.0;77.7;63.5;63.5;91.3;90.9;55.5;72.9
489;Arbeidsduur: voltijd;Bovengrens 95%-interval;2019;76.1;79.2;63.6;63.8;91.1;90.7;56.4;74.0
490;Arbeidsduur: voltijd;Bovengrens 95%-interval;2020;78.0;80.2;63.8;64.4;93.3;92.7;58.9;73.4
491;Arbeidsduur: voltijd;Bovengrens 95%-interval;2021;78.6;80.0;63.3;64.1;91.9;90.9;60.5;78.6
492;Arbeidsduur: voltijd;Bovengrens 95%-interval;2022;77.6;78.9;63.5;63.8;92.6;90.1;61.6;83.7
493;Arbeidsduur: voltijd;Bovengrens 95%-interval;2023;78.9;79.8;63.6;64.1;93.3;90.5;62.7;83.2
494;Arbeidsduur: voltijd;Bovengrens 95%-interval;2024;79.2;79.9;63.6;64.0;93.2;90.5;62.4;83.1
495;Arbeidsbelemmering: niet belemmerd;Waarde;2014;;;;;;;;
496;Arbeidsbelemmering: niet belemmerd;Waarde;2015;76.4;78.9;62.9;63.1;93.3;92.5;50.7;58.9
497;Arbeidsbelemmering: niet belemmerd;Waarde;2016;;;;;;;;
498;Arbeidsbelemmering: niet belemmerd;Waarde;2017;75.6;78.6;62.5;62.7;93.0;91.5;54.9;68.5
499;Arbeidsbelemmering: niet belemmerd;Waarde;2018;;;;;;;;
500;Arbeidsbelemmering: niet belemmerd;Waarde;2019;78.1;80.6;62.6;63.1;93.4;92.3;56.7;74.8
501;Arbeidsbelemmering: niet belemmerd;Waarde;2020;;;;;;;;
502;Arbeidsbelemmering: niet belemmerd;Waarde;2021;80.2;81.4;62.2;63.5;94.2;92.7;60.6;78.7
503;Arbeidsbelemmering: niet belemmerd;Waarde;2022;78.3;79.4;62.5;62.8;94.5;91.7;60.9;83.6
504;Arbeidsbelemmering: niet belemmerd;Waarde;2023;79.8;80.4;62.5;63.1;94.9;92.3;61.8;82.6
505;Arbeidsbelemmering: niet belemmerd;Waarde;2024;79.5;80.3;62.4;63.1;94.9;92.7;61.1;82.6
506;Arbeidsbelemmering: niet belemmerd;Ondergrens 95%-interval;2014;;;;;;;;
507;Arbeidsbelemmering: niet belemmerd;Ondergrens 95%-interval;2015;75.9;78.5;62.8;63.0;93.1;92.2;50.1;58.3
508;Arbeidsbelemmering: niet belemmerd;Ondergrens 95%-interval;2016;;;;;;;;
509;Arbeidsbelemmering: niet belemmerd;Ondergrens 95%-interval;2017;75.1;78.1;62.3;62.6;92.7;91.2;54.3;68.0
510;Arbeidsbelemmering: niet belemmerd;Ondergrens 95%-interval;2018;;;;;;;;
511;Arbeidsbelemmering: niet belemmerd;Ondergrens 95%-interval;2019;77.6;80.2;62.4;63.0;93.2;92.0;56.2;74.4
512;Arbeidsbelemmering: niet belemmerd;Ondergrens 95%-interval;2020;;;;;;;;
513;Arbeidsbelemmering: niet belemmerd;Ondergrens 95%-interval;2021;79.8;81.0;62.1;63.3;93.9;92.4;60.0;78.3
514;Arbeidsbelemmering: niet belemmerd;Ondergrens 95%-interval;2022;77.7;78.8;62.4;62.6;94.2;91.3;60.2;83.0
515;Arbeidsbelemmering: niet belemmerd;Ondergrens 95%-interval;2023;79.2;79.9;62.3;62.9;94.5;91.9;61.1;82.1
516;Arbeidsbelemmering: niet belemmerd;Ondergrens 95%-interval;2024;79.0;79.8;62.2;62.9;94.6;92.3;60.4;82.1
517;Arbeidsbelemmering: niet belemmerd;Bovengrens 95%-interval;2014;;;;;;;;
518;Arbeidsbelemmering: niet belemmerd;Bovengrens 95%-interval;2015;76.9;79.4;63.0;63.3;93.6;92.8;51.3;59.4
519;Arbeidsbelemmering: niet belemmerd;Bovengrens 95%-interval;2016;;;;;;;;
520;Arbeidsbelemmering: niet belemmerd;Bovengrens 95%-interval;2017;76.1;79.1;62.6;62.9;93.3;91.9;55.4;69.0
521;Arbeidsbelemmering: niet belemmerd;Bovengrens 95%-interval;2018;;;;;;;;
522;Arbeidsbelemmering: niet belemmerd;Bovengrens 95%-interval;2019;78.5;81.0;62.7;63.2;93.7;92.6;57.2;75.3
523;Arbeidsbelemmering: niet belemmerd;Bovengrens 95%-interval;2020;;;;;;;;
524;Arbeidsbelemmering: niet belemmerd;Bovengrens 95%-interval;2021;80.7;81.9;62.4;63.6;94.4;93.0;61.1;79.2
525;Arbeidsbelemmering: niet belemmerd;Bovengrens 95%-interval;2022;78.9;79.9;62.7;63.0;94.8;92.1;61.6;84.1
526;Arbeidsbelemmering: niet belemmerd;Bovengrens 95%-interval;2023;80.4;81.0;62.6;63.3;95.2;92.6;62.4;83.1
527;Arbeidsbelemmering: niet belemmerd;Bovengrens 95%-interval;2024;80.1;80.9;62.5;63.3;95.2;93.0;61.7;83.1
528;Arbeidsbelemmering: licht belemmerd;Waarde;2014;;;;;;;;
529;Arbeidsbelemmering: licht belemmerd;Waarde;2015;61.3;67.4;63.0;61.0;78.7;85.1;37.6;40.9
530;Arbeidsbelemmering: licht belemmerd;Waarde;2016;;;;;;;;
531;Arbeidsbelemmering: licht belemmerd;Waarde;2017;59.7;67.4;63.0;60.9;77.4;82.6;42.5;50.6
532;Arbeidsbelemmering: licht belemmerd;Waarde;2018;;;;;;;;
533;Arbeidsbelemmering: licht belemmerd;Waarde;2019;64.2;70.3;63.0;61.4;79.8;84.1;43.9;58.1
534;Arbeidsbelemmering: licht belemmerd;Waarde;2020;;;;;;;;
535;Arbeidsbelemmering: licht belemmerd;Waarde;2021;66.2;71.6;62.6;61.3;80.5;84.7;47.0;63.3
536;Arbeidsbelemmering: licht belemmerd;Waarde;2022;62.8;68.3;63.4;61.4;80.3;81.7;47.2;70.4
537;Arbeidsbelemmering: licht belemmerd;Waarde;2023;66.2;70.1;63.0;61.6;83.4;84.1;50.3;71.7
538;Arbeidsbelemmering: licht belemmerd;Waarde;2024;64.6;69.2;63.1;61.6;82.3;82.8;47.7;69.9
539;Arbeidsbelemmering: licht belemmerd;Ondergrens 95%-interval;2014;;;;;;;;
540;Arbeidsbelemmering: licht belemmerd;Ondergrens 95%-interval;2015;60.0;66.2;62.8;60.7;77.7;84.1;36.3;39.7
541;Arbeidsbelemmering: licht belemmerd;Ondergrens 95%-interval;2016;;;;;;;;
542;Arbeidsbelemmering: licht belemmerd;Ondergrens 95%-interval;2017;58.5;66.2;62.7;60.6;76.3;81.7;41.2;49.3
543;Arbeidsbelemmering: licht belemmerd;Ondergrens 95%-interval;2018;;;;;;;;
544;Arbeidsbelemmering: licht belemmerd;Ondergrens 95%-interval;2019;63.1;69.3;62.8;61.2;78.9;83.3;42.8;57.0
545;Arbeidsbelemmering: licht belemmerd;Ondergrens 95%-interval;2020;;;;;;;;
546;Arbeidsbelemmering: licht belemmerd;Ondergrens 95%-interval;2021;65.0;70.4;62.3;61.0;79.5;83.8;45.7;62.1
547;Arbeidsbelemmering: licht belemmerd;Ondergrens 95%-interval;2022;61.2;66.8;63.1;60.9;79.1;80.4;45.7;69.0
548;Arbeidsbelemmering: licht belemmerd;Ondergrens 95%-interval;2023;64.7;68.6;62.6;61.2;82.3;82.9;48.7;70.3
549;Arbeidsbelemmering: licht belemmerd;Ondergrens 95%-interval;2024;63.2;67.8;62.8;61.2;81.1;81.7;46.2;68.6
550;Arbeidsbelemmering: licht belemmerd;Bovengrens 95%-interval;2014;;;;;;;;
551;Arbeidsbelemmering: licht belemmerd;Bovengrens 95%-interval;2015;62.5;68.6;63.3;61.3;79.8;86.0;38.9;42.2
552;Arbeidsbelemmering: licht belemmerd;Bovengrens 95%-interval;2016;;;;;;;;
553;Arbeidsbelemmering: licht belemmerd;Bovengrens 95%-interval;2017;61.0;68.6;63.2;61.2;78.5;83.6;43.8;51.9
554;Arbeidsbelemmering: licht belemmerd;Bovengrens 95%-interval;2018;;;;;;;;
555;Arbeidsbelemmering: licht belemmerd;Bovengrens 95%-interval;2019;65.2;71.3;63.2;61.6;80.6;84.9;45.0;59.2
556;Arbeidsbelemmering: licht belemmerd;Bovengrens 95%-interval;2020;;;;;;;;
557;Arbeidsbelemmering: licht belemmerd;Bovengrens 95%-interval;2021;67.3;72.7;62.9;61.6;81.4;85.6;48.2;64.5
558;Arbeidsbelemmering: licht belemmerd;Bovengrens 95%-interval;2022;64.3;69.7;63.7;61.8;81.5;82.9;48.8;71.8
559;Arbeidsbelemmering: licht belemmerd;Bovengrens 95%-interval;2023;67.7;71.5;63.3;62.0;84.6;85.2;51.8;73.1
560;Arbeidsbelemmering: licht belemmerd;Bovengrens 95%-interval;2024;66.0;70.5;63.4;62.0;83.4;83.9;49.2;71.3
561;Arbeidsbelemmering: sterk belemmerd;Waarde;2014;;;;;;;;
562;Arbeidsbelemmering: sterk belemmerd;Waarde;2015;48.7;56.2;63.6;59.8;52.4;69.5;25.8;25.3
563;Arbeidsbelemmering: sterk belemmerd;Waarde;2016;;;;;;;;
564;Arbeidsbelemmering: sterk belemmerd;Waarde;2017;46.8;52.6;62.8;59.0;48.0;65.3;28.0;32.7
565;Arbeidsbelemmering: sterk belemmerd;Waarde;2018;;;;;;;;
566;Arbeidsbelemmering: sterk belemmerd;Waarde;2019;48.0;54.3;63.2;59.8;51.9;64.4;32.2;41.0
567;Arbeidsbelemmering: sterk belemmerd;Waarde;2020;;;;;;;;
568;Arbeidsbelemmering: sterk belemmerd;Waarde;2021;51.9;57.6;63.0;60.2;51.4;62.4;34.1;44.6
569;Arbeidsbelemmering: sterk belemmerd;Waarde;2022;46.1;53.5;64.3;59.8;53.0;60.2;36.4;56.9
570;Arbeidsbelemmering: sterk belemmerd;Waarde;2023;48.4;53.9;63.8;59.6;59.7;65.0;36.1;54.3
571;Arbeidsbelemmering: sterk belemmerd;Waarde;2024;48.9;53.0;63.4;59.3;55.2;62.4;35.1;52.9
572;Arbeidsbelemmering: sterk belemmerd;Ondergrens 95%-interval;2014;;;;;;;;
573;Arbeidsbelemmering: sterk belemmerd;Ondergrens 95%-interval;2015;45.9;53.4;63.2;59.1;49.6;66.8;23.4;22.8
574;Arbeidsbelemmering: sterk belemmerd;Ondergrens 95%-interval;2016;;;;;;;;
575;Arbeidsbelemmering: sterk belemmerd;Ondergrens 95%-interval;2017;44.0;49.8;62.3;58.3;45.2;62.6;25.5;30.1
576;Arbeidsbelemmering: sterk belemmerd;Ondergrens 95%-interval;2018;;;;;;;;
577;Arbeidsbelemmering: sterk belemmerd;Ondergrens 95%-interval;2019;45.7;52.0;62.8;59.2;49.6;62.1;30.0;38.8
578;Arbeidsbelemmering: sterk belemmerd;Ondergrens 95%-interval;2020;;;;;;;;
579;Arbeidsbelemmering: sterk belemmerd;Ondergrens 95%-interval;2021;49.3;55.0;62.4;59.5;48.9;59.9;31.7;42.0
580;Arbeidsbelemmering: sterk belemmerd;Ondergrens 95%-interval;2022;42.7;50.1;63.8;58.8;49.6;56.7;33.1;53.5
581;Arbeidsbelemmering: sterk belemmerd;Ondergrens 95%-interval;2023;45.0;50.5;63.2;58.5;56.4;61.6;32.9;50.9
582;Arbeidsbelemmering: sterk belemmerd;Ondergrens 95%-interval;2024;45.7;49.8;62.6;58.4;52.0;59.3;32.1;49.7
583;Arbeidsbelemmering: sterk belemmerd;Bovengrens 95%-interval;2014;;;;;;;;
584;Arbeidsbelemmering: sterk belemmerd;Bovengrens 95%-interval;2015;51.5;59.0;64.0;60.5;55.2;72.0;28.4;27.9
585;Arbeidsbelemmering: sterk belemmerd;Bovengrens 95%-interval;2016;;;;;;;;
586;Arbeidsbelemmering: sterk belemmerd;Bovengrens 95%-interval;2017;49.6;55.4;63.3;59.7;50.9;67.9;30.6;35.5
587;Arbeidsbelemmering: sterk belemmerd;Bovengrens 95%-interval;2018;;;;;;;;
588;Arbeidsbelemmering: sterk belemmerd;Bovengrens 95%-interval;2019;50.3;56.6;63.7;60.3;54.3;66.6;34.4;43.4
589;Arbeidsbelemmering: sterk belemmerd;Bovengrens 95%-interval;2020;;;;;;;;
590;Arbeidsbelemmering: sterk belemmerd;Bovengrens 95%-interval;2021;54.4;60.1;63.6;60.9;54.0;64.9;36.7;47.2
591;Arbeidsbelemmering: sterk belemmerd;Bovengrens 95%-interval;2022;49.5;56.9;64.9;60.8;56.4;63.5;39.8;60.3
592;Arbeidsbelemmering: sterk belemmerd;Bovengrens 95%-interval;2023;51.8;57.3;64.4;60.7;63.0;68.2;39.5;57.7
593;Arbeidsbelemmering: sterk belemmerd;Bovengrens 95%-interval;2024;52.0;56.1;64.1;60.3;58.4;65.5;38.2;56.1
