ID;BedrijfstakBranchesSBI93;Perioden;Waarde_1;Prijs_2;Volume_3;Waarde_4;Prijs_5;Volume_6
2848;5232c Parfumwinkels en medische hulpart.;2005 augustus;131.0;108.0;122.0;9.0;-1.7;10.9
2849;5232c Parfumwinkels en medische hulpart.;2005 september;142.0;107.0;133.0;10.2;-2.1;12.6
2850;5232c Parfumwinkels en medische hulpart.;2005 3e kwartaal;136.0;107.0;127.0;6.4;-1.8;8.3
2851;5232c Parfumwinkels en medische hulpart.;2005 oktober;142.0;107.0;133.0;9.6;-2.0;11.8
2852;5232c Parfumwinkels en medische hulpart.;2005 november;154.0;107.0;144.0;11.3;-1.5;13.0
2853;5232c Parfumwinkels en medische hulpart.;2005 december;218.0;107.0;204.0;6.0;-0.8;6.8
2854;5232c Parfumwinkels en medische hulpart.;2005 4e kwartaal;171.0;107.0;160.0;8.5;-1.4;10.1
2855;5232c Parfumwinkels en medische hulpart.;2005;143.0;107.0;133.0;6.0;-1.5;7.6
2856;5232c Parfumwinkels en medische hulpart.;2006 januari;124.0;107.0;116.0;3.2;-0.7;3.9
2857;5232c Parfumwinkels en medische hulpart.;2006 februari;128.0;107.0;119.0;3.5;-0.3;3.9
2858;5232c Parfumwinkels en medische hulpart.;2006 maart;145.0;108.0;135.0;14.2;0.3;13.8
2859;5232c Parfumwinkels en medische hulpart.;2006 1e kwartaal;132.0;107.0;123.0;7.1;-0.3;7.3
2860;5232c Parfumwinkels en medische hulpart.;2006 april;133.0;108.0;123.0;-0.4;0.6;-1.0
2861;5232c Parfumwinkels en medische hulpart.;2006 mei;154.0;108.0;143.0;10.1;0.5;9.5
2862;5232c Parfumwinkels en medische hulpart.;2006 juni;148.0;108.0;136.0;-0.1;1.0;-1.0
2863;5232c Parfumwinkels en medische hulpart.;2006 2e kwartaal;145.0;108.0;134.0;3.2;0.7;2.5
2864;5232c Parfumwinkels en medische hulpart.;2006 juli;143.0;108.0;132.0;4.9;0.7;4.1
2865;5232c Parfumwinkels en medische hulpart.;2006 augustus;138.0;108.0;127.0;5.0;0.7;4.2
2866;5232c Parfumwinkels en medische hulpart.;2006 september;140.0;109.0;129.0;-1.7;1.4;-3.1
2867;5232c Parfumwinkels en medische hulpart.;2006 3e kwartaal;140.0;108.0;129.0;2.6;1.0;1.7
2868;5232c Parfumwinkels en medische hulpart.;2006 oktober;138.0;108.0;128.0;-3.1;0.9;-4.0
2869;5232c Parfumwinkels en medische hulpart.;2006 november;158.0;108.0;146.0;2.4;1.2;1.2
2870;5232c Parfumwinkels en medische hulpart.;2006 december;216.0;108.0;199.0;-1.0;1.1;-2.0
2871;5232c Parfumwinkels en medische hulpart.;2006 4e kwartaal;170.0;108.0;158.0;-0.6;1.0;-1.6
2872;5232c Parfumwinkels en medische hulpart.;2006;147.0;108.0;136.0;2.8;0.6;2.1
2873;5232c Parfumwinkels en medische hulpart.;2007 januari;131.0;108.0;121.0;5.4;1.4;4.0
2874;5232c Parfumwinkels en medische hulpart.;2007 februari;130.0;109.0;119.0;1.9;1.7;0.2
2875;5232c Parfumwinkels en medische hulpart.;2007 maart;145.0;109.0;133.0;0.2;1.7;-1.5
2876;5232c Parfumwinkels en medische hulpart.;2007 1e kwartaal;135.0;109.0;124.0;2.4;1.6;0.8
2877;5232c Parfumwinkels en medische hulpart.;2007 april;146.0;110.0;133.0;10.1;1.7;8.2
2878;5232c Parfumwinkels en medische hulpart.;2007 mei;166.0;110.0;151.0;7.6;2.0;5.5
2879;5232c Parfumwinkels en medische hulpart.;2007 juni;165.0;110.0;150.0;11.7;1.3;10.2
2880;5232c Parfumwinkels en medische hulpart.;2007 2e kwartaal;159.0;110.0;145.0;9.7;1.7;7.9
2881;5232c Parfumwinkels en medische hulpart.;2007 juli;154.0;110.0;140.0;8.0;1.5;6.4
2882;5232c Parfumwinkels en medische hulpart.;2007 augustus;151.0;110.0;138.0;10.0;1.4;8.5
2883;5232c Parfumwinkels en medische hulpart.;2007 september;147.0;110.0;134.0;5.1;1.2;3.9
2884;5232c Parfumwinkels en medische hulpart.;2007 3e kwartaal;151.0;110.0;137.0;7.7;1.3;6.3
2885;5232c Parfumwinkels en medische hulpart.;2007 oktober;156.0;110.0;141.0;12.8;1.8;10.8
2886;5232c Parfumwinkels en medische hulpart.;2007 november;176.0;110.0;160.0;11.8;1.6;10.0
2887;5232c Parfumwinkels en medische hulpart.;2007 december;247.0;110.0;225.0;14.3;1.3;12.9
2888;5232c Parfumwinkels en medische hulpart.;2007 4e kwartaal;193.0;110.0;176.0;13.1;1.5;11.4
2889;5232c Parfumwinkels en medische hulpart.;2007;159.0;110.0;146.0;8.6;1.5;6.9
2890;5232c Parfumwinkels en medische hulpart.;2008 januari;133.0;110.0;121.0;1.8;1.5;0.3
2891;5232c Parfumwinkels en medische hulpart.;2008 februari;144.0;111.0;129.0;10.4;1.7;8.6
2892;5232c Parfumwinkels en medische hulpart.;2008 maart;151.0;112.0;135.0;3.9;2.0;1.9
2893;5232c Parfumwinkels en medische hulpart.;2008 1e kwartaal;143.0;111.0;129.0;5.3;1.7;3.5
2894;5232c Parfumwinkels en medische hulpart.;2008 april;156.0;111.0;140.0;6.8;1.5;5.2
2895;5232c Parfumwinkels en medische hulpart.;2008 mei;169.0;111.0;152.0;1.9;1.5;0.4
2896;5232c Parfumwinkels en medische hulpart.;2008 juni;164.0;112.0;146.0;-0.7;2.0;-2.6
2897;5232c Parfumwinkels en medische hulpart.;2008 2e kwartaal;163.0;112.0;146.0;2.5;1.6;0.8
2898;5232c Parfumwinkels en medische hulpart.;2008 juli;158.0;112.0;141.0;2.4;2.1;0.3
2899;5232c Parfumwinkels en medische hulpart.;2008 augustus;150.0;112.0;134.0;-1.0;2.0;-3.0
2900;5232c Parfumwinkels en medische hulpart.;2008 september;155.0;112.0;138.0;5.9;2.2;3.7
2901;5232c Parfumwinkels en medische hulpart.;2008 3e kwartaal;154.0;112.0;138.0;2.4;2.1;0.3
2902;5232c Parfumwinkels en medische hulpart.;2008 oktober;163.0;113.0;145.0;5.1;2.4;2.7
2903;5232c Parfumwinkels en medische hulpart.;2008 november;178.0;113.0;158.0;1.1;2.6;-1.5
2904;5232c Parfumwinkels en medische hulpart.;2008 december;298.0;112.0;265.0;20.9;2.6;17.8
2905;5232c Parfumwinkels en medische hulpart.;2008 4e kwartaal;213.0;113.0;189.0;10.6;2.5;7.9
2906;5232c Parfumwinkels en medische hulpart.;2008;168.0;112.0;151.0;5.5;2.0;3.4
2907;5241 Winkels in stoffen, huishoudtextiel;2000 januari;;;;;;
2908;5241 Winkels in stoffen, huishoudtextiel;2000 februari;;;;;;
2909;5241 Winkels in stoffen, huishoudtextiel;2000 maart;;;;;;
2910;5241 Winkels in stoffen, huishoudtextiel;2000 1e kwartaal;;;;;;
2911;5241 Winkels in stoffen, huishoudtextiel;2000 april;;;;;;
2912;5241 Winkels in stoffen, huishoudtextiel;2000 mei;;;;;;
2913;5241 Winkels in stoffen, huishoudtextiel;2000 juni;;;;;;
2914;5241 Winkels in stoffen, huishoudtextiel;2000 2e kwartaal;;;;;;
2915;5241 Winkels in stoffen, huishoudtextiel;2000 juli;;;;;;
2916;5241 Winkels in stoffen, huishoudtextiel;2000 augustus;;;;;;
2917;5241 Winkels in stoffen, huishoudtextiel;2000 september;;;;;;
2918;5241 Winkels in stoffen, huishoudtextiel;2000 3e kwartaal;;;;;;
2919;5241 Winkels in stoffen, huishoudtextiel;2000 oktober;;;;;;
2920;5241 Winkels in stoffen, huishoudtextiel;2000 november;;;;;;
2921;5241 Winkels in stoffen, huishoudtextiel;2000 december;;;;;;
2922;5241 Winkels in stoffen, huishoudtextiel;2000 4e kwartaal;;;;;;
2923;5241 Winkels in stoffen, huishoudtextiel;2000;;;;;;
2924;5241 Winkels in stoffen, huishoudtextiel;2001 januari;;;;;;
2925;5241 Winkels in stoffen, huishoudtextiel;2001 februari;;;;;;
2926;5241 Winkels in stoffen, huishoudtextiel;2001 maart;;;;;;
2927;5241 Winkels in stoffen, huishoudtextiel;2001 1e kwartaal;;;;;;
2928;5241 Winkels in stoffen, huishoudtextiel;2001 april;;;;;;
2929;5241 Winkels in stoffen, huishoudtextiel;2001 mei;;;;;;
2930;5241 Winkels in stoffen, huishoudtextiel;2001 juni;;;;;;
2931;5241 Winkels in stoffen, huishoudtextiel;2001 2e kwartaal;;;;;;
2932;5241 Winkels in stoffen, huishoudtextiel;2001 juli;;;;;;
2933;5241 Winkels in stoffen, huishoudtextiel;2001 augustus;;;;;;
2934;5241 Winkels in stoffen, huishoudtextiel;2001 september;;;;;;
2935;5241 Winkels in stoffen, huishoudtextiel;2001 3e kwartaal;;;;;;
2936;5241 Winkels in stoffen, huishoudtextiel;2001 oktober;;;;;;
2937;5241 Winkels in stoffen, huishoudtextiel;2001 november;;;;;;
2938;5241 Winkels in stoffen, huishoudtextiel;2001 december;;;;;;
2939;5241 Winkels in stoffen, huishoudtextiel;2001 4e kwartaal;;;;;;
2940;5241 Winkels in stoffen, huishoudtextiel;2001;;;;;;
2941;5241 Winkels in stoffen, huishoudtextiel;2002 januari;;;;;;
2942;5241 Winkels in stoffen, huishoudtextiel;2002 februari;;;;;;
2943;5241 Winkels in stoffen, huishoudtextiel;2002 maart;;;;;;
2944;5241 Winkels in stoffen, huishoudtextiel;2002 1e kwartaal;;;;;;
2945;5241 Winkels in stoffen, huishoudtextiel;2002 april;;;;;;
2946;5241 Winkels in stoffen, huishoudtextiel;2002 mei;;;;;;
2947;5241 Winkels in stoffen, huishoudtextiel;2002 juni;;;;;;
2948;5241 Winkels in stoffen, huishoudtextiel;2002 2e kwartaal;;;;;;
2949;5241 Winkels in stoffen, huishoudtextiel;2002 juli;;;;;;
2950;5241 Winkels in stoffen, huishoudtextiel;2002 augustus;;;;;;
2951;5241 Winkels in stoffen, huishoudtextiel;2002 september;;;;;;
2952;5241 Winkels in stoffen, huishoudtextiel;2002 3e kwartaal;;;;;;
2953;5241 Winkels in stoffen, huishoudtextiel;2002 oktober;;;;;;
2954;5241 Winkels in stoffen, huishoudtextiel;2002 november;;;;;;
2955;5241 Winkels in stoffen, huishoudtextiel;2002 december;;;;;;
2956;5241 Winkels in stoffen, huishoudtextiel;2002 4e kwartaal;;;;;;
2957;5241 Winkels in stoffen, huishoudtextiel;2002;;;;;;
2958;5241 Winkels in stoffen, huishoudtextiel;2003 januari;;;;;;
2959;5241 Winkels in stoffen, huishoudtextiel;2003 februari;;;;;;
2960;5241 Winkels in stoffen, huishoudtextiel;2003 maart;;;;;;
2961;5241 Winkels in stoffen, huishoudtextiel;2003 1e kwartaal;;;;;;
2962;5241 Winkels in stoffen, huishoudtextiel;2003 april;;;;;;
2963;5241 Winkels in stoffen, huishoudtextiel;2003 mei;;;;;;
2964;5241 Winkels in stoffen, huishoudtextiel;2003 juni;;;;;;
2965;5241 Winkels in stoffen, huishoudtextiel;2003 2e kwartaal;;;;;;
2966;5241 Winkels in stoffen, huishoudtextiel;2003 juli;;;;;;
2967;5241 Winkels in stoffen, huishoudtextiel;2003 augustus;;;;;;
2968;5241 Winkels in stoffen, huishoudtextiel;2003 september;;;;;;
2969;5241 Winkels in stoffen, huishoudtextiel;2003 3e kwartaal;;;;;;
2970;5241 Winkels in stoffen, huishoudtextiel;2003 oktober;;;;;;
2971;5241 Winkels in stoffen, huishoudtextiel;2003 november;;;;;;
2972;5241 Winkels in stoffen, huishoudtextiel;2003 december;;;;;;
2973;5241 Winkels in stoffen, huishoudtextiel;2003 4e kwartaal;;;;;;
2974;5241 Winkels in stoffen, huishoudtextiel;2003;;;;;;
2975;5241 Winkels in stoffen, huishoudtextiel;2004 januari;;;;;;
2976;5241 Winkels in stoffen, huishoudtextiel;2004 februari;;;;;;
2977;5241 Winkels in stoffen, huishoudtextiel;2004 maart;;;;;;
2978;5241 Winkels in stoffen, huishoudtextiel;2004 1e kwartaal;;;;;;
2979;5241 Winkels in stoffen, huishoudtextiel;2004 april;;;;;;
2980;5241 Winkels in stoffen, huishoudtextiel;2004 mei;;;;;;
2981;5241 Winkels in stoffen, huishoudtextiel;2004 juni;;;;;;
2982;5241 Winkels in stoffen, huishoudtextiel;2004 2e kwartaal;;;;;;
2983;5241 Winkels in stoffen, huishoudtextiel;2004 juli;;;;;;
2984;5241 Winkels in stoffen, huishoudtextiel;2004 augustus;;;;;;
2985;5241 Winkels in stoffen, huishoudtextiel;2004 september;;;;;;
2986;5241 Winkels in stoffen, huishoudtextiel;2004 3e kwartaal;;;;;;
2987;5241 Winkels in stoffen, huishoudtextiel;2004 oktober;;;;;;
2988;5241 Winkels in stoffen, huishoudtextiel;2004 november;;;;;;
2989;5241 Winkels in stoffen, huishoudtextiel;2004 december;;;;;;
2990;5241 Winkels in stoffen, huishoudtextiel;2004 4e kwartaal;;;;;;
2991;5241 Winkels in stoffen, huishoudtextiel;2004;;;;;;
2992;5241 Winkels in stoffen, huishoudtextiel;2005 januari;;;;;;
2993;5241 Winkels in stoffen, huishoudtextiel;2005 februari;;;;;;
2994;5241 Winkels in stoffen, huishoudtextiel;2005 maart;;;;;;
2995;5241 Winkels in stoffen, huishoudtextiel;2005 1e kwartaal;;;;;;
2996;5241 Winkels in stoffen, huishoudtextiel;2005 april;;;;;;
2997;5241 Winkels in stoffen, huishoudtextiel;2005 mei;;;;;;
2998;5241 Winkels in stoffen, huishoudtextiel;2005 juni;;;;;;
2999;5241 Winkels in stoffen, huishoudtextiel;2005 2e kwartaal;;;;;;
3000;5241 Winkels in stoffen, huishoudtextiel;2005 juli;;;;;;
3001;5241 Winkels in stoffen, huishoudtextiel;2005 augustus;;;;;;
3002;5241 Winkels in stoffen, huishoudtextiel;2005 september;;;;;;
3003;5241 Winkels in stoffen, huishoudtextiel;2005 3e kwartaal;;;;;;
3004;5241 Winkels in stoffen, huishoudtextiel;2005 oktober;;;;;;
3005;5241 Winkels in stoffen, huishoudtextiel;2005 november;;;;;;
3006;5241 Winkels in stoffen, huishoudtextiel;2005 december;;;;;;
3007;5241 Winkels in stoffen, huishoudtextiel;2005 4e kwartaal;;;;;;
3008;5241 Winkels in stoffen, huishoudtextiel;2005;;;;;;
3009;5241 Winkels in stoffen, huishoudtextiel;2006 januari;;;;;;
3010;5241 Winkels in stoffen, huishoudtextiel;2006 februari;;;;;;
3011;5241 Winkels in stoffen, huishoudtextiel;2006 maart;;;;;;
3012;5241 Winkels in stoffen, huishoudtextiel;2006 1e kwartaal;;;;;;
3013;5241 Winkels in stoffen, huishoudtextiel;2006 april;;;;;;
3014;5241 Winkels in stoffen, huishoudtextiel;2006 mei;;;;;;
3015;5241 Winkels in stoffen, huishoudtextiel;2006 juni;;;;;;
3016;5241 Winkels in stoffen, huishoudtextiel;2006 2e kwartaal;;;;;;
3017;5241 Winkels in stoffen, huishoudtextiel;2006 juli;;;;;;
3018;5241 Winkels in stoffen, huishoudtextiel;2006 augustus;;;;;;
3019;5241 Winkels in stoffen, huishoudtextiel;2006 september;;;;;;
3020;5241 Winkels in stoffen, huishoudtextiel;2006 3e kwartaal;;;;;;
3021;5241 Winkels in stoffen, huishoudtextiel;2006 oktober;;;;;;
3022;5241 Winkels in stoffen, huishoudtextiel;2006 november;;;;;;
3023;5241 Winkels in stoffen, huishoudtextiel;2006 december;;;;;;
3024;5241 Winkels in stoffen, huishoudtextiel;2006 4e kwartaal;;;;;;
3025;5241 Winkels in stoffen, huishoudtextiel;2006;;;;;;
3026;5241 Winkels in stoffen, huishoudtextiel;2007 januari;;;;;;
3027;5241 Winkels in stoffen, huishoudtextiel;2007 februari;;;;;;
3028;5241 Winkels in stoffen, huishoudtextiel;2007 maart;;;;;;
3029;5241 Winkels in stoffen, huishoudtextiel;2007 1e kwartaal;;;;;;
3030;5241 Winkels in stoffen, huishoudtextiel;2007 april;;;;;;
3031;5241 Winkels in stoffen, huishoudtextiel;2007 mei;;;;;;
3032;5241 Winkels in stoffen, huishoudtextiel;2007 juni;;;;;;
3033;5241 Winkels in stoffen, huishoudtextiel;2007 2e kwartaal;;;;;;
3034;5241 Winkels in stoffen, huishoudtextiel;2007 juli;;;;;;
3035;5241 Winkels in stoffen, huishoudtextiel;2007 augustus;;;;;;
3036;5241 Winkels in stoffen, huishoudtextiel;2007 september;;;;;;
3037;5241 Winkels in stoffen, huishoudtextiel;2007 3e kwartaal;;;;;;
3038;5241 Winkels in stoffen, huishoudtextiel;2007 oktober;;;;;;
3039;5241 Winkels in stoffen, huishoudtextiel;2007 november;;;;;;
3040;5241 Winkels in stoffen, huishoudtextiel;2007 december;;;;;;
3041;5241 Winkels in stoffen, huishoudtextiel;2007 4e kwartaal;;;;;;
3042;5241 Winkels in stoffen, huishoudtextiel;2007;;;;;;
3043;5241 Winkels in stoffen, huishoudtextiel;2008 januari;;;;;;
3044;5241 Winkels in stoffen, huishoudtextiel;2008 februari;;;;;;
3045;5241 Winkels in stoffen, huishoudtextiel;2008 maart;;;;;;
3046;5241 Winkels in stoffen, huishoudtextiel;2008 1e kwartaal;;;;;;
3047;5241 Winkels in stoffen, huishoudtextiel;2008 april;;;;;;
3048;5241 Winkels in stoffen, huishoudtextiel;2008 mei;;;;;;
3049;5241 Winkels in stoffen, huishoudtextiel;2008 juni;;;;;;
3050;5241 Winkels in stoffen, huishoudtextiel;2008 2e kwartaal;;;;;;
3051;5241 Winkels in stoffen, huishoudtextiel;2008 juli;;;;;;
3052;5241 Winkels in stoffen, huishoudtextiel;2008 augustus;;;;;;
3053;5241 Winkels in stoffen, huishoudtextiel;2008 september;;;;;;
3054;5241 Winkels in stoffen, huishoudtextiel;2008 3e kwartaal;;;;;;
3055;5241 Winkels in stoffen, huishoudtextiel;2008 oktober;;;;;;
3056;5241 Winkels in stoffen, huishoudtextiel;2008 november;;;;;;
3057;5241 Winkels in stoffen, huishoudtextiel;2008 december;;;;;;
3058;5241 Winkels in stoffen, huishoudtextiel;2008 4e kwartaal;;;;;;
3059;5241 Winkels in stoffen, huishoudtextiel;2008;;;;;;
3060;5241a Winkels in kleding, schoeisel e.d.;2000 januari;81.0;90.0;90.0;;;
3061;5241a Winkels in kleding, schoeisel e.d.;2000 februari;71.0;95.0;75.0;;;
3062;5241a Winkels in kleding, schoeisel e.d.;2000 maart;93.0;104.0;89.0;;;
3063;5241a Winkels in kleding, schoeisel e.d.;2000 1e kwartaal;82.0;96.0;85.0;;;
3064;5241a Winkels in kleding, schoeisel e.d.;2000 april;107.0;105.0;102.0;;;
3065;5241a Winkels in kleding, schoeisel e.d.;2000 mei;115.0;104.0;110.0;;;
3066;5241a Winkels in kleding, schoeisel e.d.;2000 juni;99.0;101.0;98.0;;;
3067;5241a Winkels in kleding, schoeisel e.d.;2000 2e kwartaal;107.0;103.0;104.0;;;
3068;5241a Winkels in kleding, schoeisel e.d.;2000 juli;94.0;90.0;104.0;;;
3069;5241a Winkels in kleding, schoeisel e.d.;2000 augustus;86.0;94.0;91.0;;;
3070;5241a Winkels in kleding, schoeisel e.d.;2000 september;115.0;106.0;108.0;;;
3071;5241a Winkels in kleding, schoeisel e.d.;2000 3e kwartaal;98.0;97.0;101.0;;;
3072;5241a Winkels in kleding, schoeisel e.d.;2000 oktober;118.0;106.0;111.0;;;
3073;5241a Winkels in kleding, schoeisel e.d.;2000 november;101.0;105.0;96.0;;;
3074;5241a Winkels in kleding, schoeisel e.d.;2000 december;120.0;99.0;121.0;;;
3075;5241a Winkels in kleding, schoeisel e.d.;2000 4e kwartaal;113.0;104.0;109.0;;;
3076;5241a Winkels in kleding, schoeisel e.d.;2000;100.0;100.0;100.0;;;
3077;5241a Winkels in kleding, schoeisel e.d.;2001 januari;87.0;90.0;97.0;7.4;0.4;
3078;5241a Winkels in kleding, schoeisel e.d.;2001 februari;74.0;96.0;77.0;4.0;1.2;
3079;5241a Winkels in kleding, schoeisel e.d.;2001 maart;100.0;105.0;96.0;8.0;1.1;
3080;5241a Winkels in kleding, schoeisel e.d.;2001 1e kwartaal;87.0;97.0;90.0;6.6;0.9;
3081;5241a Winkels in kleding, schoeisel e.d.;2001 april;107.0;106.0;101.0;-0.3;0.9;
3082;5241a Winkels in kleding, schoeisel e.d.;2001 mei;124.0;106.0;117.0;8.0;1.4;
3083;5241a Winkels in kleding, schoeisel e.d.;2001 juni;110.0;103.0;107.0;10.9;2.0;
3084;5241a Winkels in kleding, schoeisel e.d.;2001 2e kwartaal;113.0;105.0;108.0;6.1;1.4;
3085;5241a Winkels in kleding, schoeisel e.d.;2001 juli;95.0;93.0;102.0;0.8;2.4;
3086;5241a Winkels in kleding, schoeisel e.d.;2001 augustus;91.0;96.0;95.0;5.8;1.3;
3087;5241a Winkels in kleding, schoeisel e.d.;2001 september;128.0;108.0;119.0;11.9;2.3;
3088;5241a Winkels in kleding, schoeisel e.d.;2001 3e kwartaal;105.0;99.0;106.0;6.6;2.0;
3089;5241a Winkels in kleding, schoeisel e.d.;2001 oktober;117.0;109.0;107.0;-1.1;2.7;
3090;5241a Winkels in kleding, schoeisel e.d.;2001 november;106.0;109.0;97.0;4.6;3.4;
3091;5241a Winkels in kleding, schoeisel e.d.;2001 december;127.0;104.0;121.0;5.2;5.2;
3092;5241a Winkels in kleding, schoeisel e.d.;2001 4e kwartaal;116.0;108.0;108.0;2.8;3.7;
3093;5241a Winkels in kleding, schoeisel e.d.;2001;105.0;102.0;103.0;5.4;2.0;
3094;5241a Winkels in kleding, schoeisel e.d.;2002 januari;85.0;97.0;88.0;-2.0;7.2;
3095;5241a Winkels in kleding, schoeisel e.d.;2002 februari;76.0;101.0;75.0;3.3;5.0;
3096;5241a Winkels in kleding, schoeisel e.d.;2002 maart;107.0;110.0;98.0;6.9;4.7;
3097;5241a Winkels in kleding, schoeisel e.d.;2002 1e kwartaal;90.0;103.0;87.0;2.9;5.6;
3098;5241a Winkels in kleding, schoeisel e.d.;2002 april;114.0;111.0;104.0;7.2;4.7;
3099;5241a Winkels in kleding, schoeisel e.d.;2002 mei;115.0;110.0;105.0;-7.1;3.9;
3100;5241a Winkels in kleding, schoeisel e.d.;2002 juni;115.0;106.0;108.0;4.8;3.7;
3101;5241a Winkels in kleding, schoeisel e.d.;2002 2e kwartaal;115.0;109.0;105.0;1.2;4.1;
3102;5241a Winkels in kleding, schoeisel e.d.;2002 juli;99.0;96.0;103.0;4.2;3.4;
3103;5241a Winkels in kleding, schoeisel e.d.;2002 augustus;95.0;100.0;96.0;4.6;4.4;
3104;5241a Winkels in kleding, schoeisel e.d.;2002 september;121.0;110.0;109.0;-5.9;2.1;
3105;5241a Winkels in kleding, schoeisel e.d.;2002 3e kwartaal;105.0;102.0;103.0;0.2;3.2;
3106;5241a Winkels in kleding, schoeisel e.d.;2002 oktober;129.0;110.0;117.0;10.4;1.1;
3107;5241a Winkels in kleding, schoeisel e.d.;2002 november;104.0;109.0;95.0;-1.6;0.4;
3108;5241a Winkels in kleding, schoeisel e.d.;2002 december;126.0;103.0;123.0;0.0;-1.1;
3109;5241a Winkels in kleding, schoeisel e.d.;2002 4e kwartaal;120.0;108.0;111.0;3.0;0.2;
3110;5241a Winkels in kleding, schoeisel e.d.;2002;107.0;105.0;102.0;1.8;3.2;
3111;5241a Winkels in kleding, schoeisel e.d.;2003 januari;87.0;94.0;93.0;1.8;-3.3;5.3
3112;5241a Winkels in kleding, schoeisel e.d.;2003 februari;78.0;97.0;80.0;2.0;-3.9;6.2
3113;5241a Winkels in kleding, schoeisel e.d.;2003 maart;101.0;108.0;94.0;-5.5;-1.5;-4.1
3114;5241a Winkels in kleding, schoeisel e.d.;2003 1e kwartaal;89.0;100.0;89.0;-1.1;-2.9;1.9
3115;5241a Winkels in kleding, schoeisel e.d.;2003 april;113.0;108.0;104.0;-1.7;-1.9;0.3
3116;5241a Winkels in kleding, schoeisel e.d.;2003 mei;111.0;108.0;102.0;-3.4;-1.3;-2.2
3117;5241a Winkels in kleding, schoeisel e.d.;2003 juni;103.0;102.0;101.0;-10.1;-4.4;-5.9
3118;5241a Winkels in kleding, schoeisel e.d.;2003 2e kwartaal;109.0;106.0;103.0;-5.1;-2.5;-2.6
3119;5241a Winkels in kleding, schoeisel e.d.;2003 juli;91.0;93.0;98.0;-7.5;-2.5;-5.1
3120;5241a Winkels in kleding, schoeisel e.d.;2003 augustus;87.0;96.0;91.0;-8.8;-3.8;-5.2
3121;5241a Winkels in kleding, schoeisel e.d.;2003 september;109.0;108.0;101.0;-9.5;-2.2;-7.5
3122;5241a Winkels in kleding, schoeisel e.d.;2003 3e kwartaal;96.0;99.0;97.0;-8.7;-2.8;-6.0
3123;5241a Winkels in kleding, schoeisel e.d.;2003 oktober;125.0;107.0;117.0;-3.4;-3.2;-0.3
3124;5241a Winkels in kleding, schoeisel e.d.;2003 november;95.0;108.0;88.0;-9.0;-1.7;-7.5
3125;5241a Winkels in kleding, schoeisel e.d.;2003 december;115.0;102.0;113.0;-9.2;-1.1;-8.2
3126;5241a Winkels in kleding, schoeisel e.d.;2003 4e kwartaal;111.0;106.0;106.0;-7.1;-2.0;-5.2
3127;5241a Winkels in kleding, schoeisel e.d.;2003;101.0;103.0;99.0;-5.7;-2.5;-3.2
3128;5241a Winkels in kleding, schoeisel e.d.;2004 januari;85.0;91.0;93.0;-2.7;-2.2;-0.5
3129;5241a Winkels in kleding, schoeisel e.d.;2004 februari;71.0;97.0;73.0;-8.5;0.2;-8.7
3130;5241a Winkels in kleding, schoeisel e.d.;2004 maart;93.0;107.0;88.0;-7.9;-1.8;-6.2
3131;5241a Winkels in kleding, schoeisel e.d.;2004 1e kwartaal;83.0;98.0;84.0;-6.4;-1.3;-5.1
3132;5241a Winkels in kleding, schoeisel e.d.;2004 april;112.0;107.0;105.0;-0.2;-1.5;1.4
3133;5241a Winkels in kleding, schoeisel e.d.;2004 mei;108.0;106.0;101.0;-2.8;-1.8;-1.1
3134;5241a Winkels in kleding, schoeisel e.d.;2004 juni;103.0;100.0;103.0;0.2;-1.7;1.9
3135;5241a Winkels in kleding, schoeisel e.d.;2004 2e kwartaal;108.0;104.0;103.0;-1.0;-1.7;0.7
3136;5241a Winkels in kleding, schoeisel e.d.;2004 juli;94.0;91.0;104.0;2.9;-2.8;5.9
3137;5241a Winkels in kleding, schoeisel e.d.;2004 augustus;86.0;96.0;89.0;-1.5;-0.1;-1.5
3138;5241a Winkels in kleding, schoeisel e.d.;2004 september;110.0;107.0;102.0;0.5;-0.8;1.4
3139;5241a Winkels in kleding, schoeisel e.d.;2004 3e kwartaal;96.0;98.0;98.0;0.7;-1.2;1.9
3140;5241a Winkels in kleding, schoeisel e.d.;2004 oktober;116.0;108.0;108.0;-6.6;0.6;-7.2
3141;5241a Winkels in kleding, schoeisel e.d.;2004 november;90.0;107.0;84.0;-5.2;-0.5;-4.7
3142;5241a Winkels in kleding, schoeisel e.d.;2004 december;116.0;98.0;118.0;0.8;-3.8;4.8
3143;5241a Winkels in kleding, schoeisel e.d.;2004 4e kwartaal;107.0;104.0;103.0;-3.7;-1.2;-2.5
3144;5241a Winkels in kleding, schoeisel e.d.;2004;99.0;101.0;97.0;-2.5;-1.3;-1.2
3145;5241a Winkels in kleding, schoeisel e.d.;2005 januari;78.0;89.0;88.0;-7.6;-2.9;-4.8
3146;5241a Winkels in kleding, schoeisel e.d.;2005 februari;68.0;95.0;71.0;-5.0;-2.7;-2.4
3147;5241a Winkels in kleding, schoeisel e.d.;2005 maart;97.0;104.0;94.0;4.1;-2.4;6.6
3148;5241a Winkels in kleding, schoeisel e.d.;2005 1e kwartaal;81.0;96.0;85.0;-2.5;-2.7;0.2
3149;5241a Winkels in kleding, schoeisel e.d.;2005 april;106.0;105.0;101.0;-5.4;-1.9;-3.6
3150;5241a Winkels in kleding, schoeisel e.d.;2005 mei;100.0;105.0;96.0;-7.1;-1.7;-5.5
