ID;Geslacht;Nationaliteit;Regio;Bewoners_1
7257;Mannen;Finland;Amsterdam;
7258;Mannen;Finland;Rotterdam;
7259;Mannen;Finland;'s-Gravenhage;
7260;Mannen;Finland;Utrecht;
7261;Mannen;Finland;Haarlem;
7262;Mannen;Finland;Groningen;
7263;Mannen;Finland;Eindhoven;
7264;Mannen;Finland;Nijmegen;
7265;Mannen;Finland;Tilburg;
7266;Mannen;Finland;Arnhem;
7267;Mannen;Finland;Leiden;
7268;Mannen;Finland;Maastricht;
7269;Mannen;Finland;Apeldoorn;
7270;Mannen;Finland;Hilversum;
7271;Mannen;Finland;Dordrecht;
7272;Mannen;Finland;Schiedam;
7273;Mannen;Finland;Enschede;
7274;Mannen;Finland;Delft;
7275;Mannen;Finland;Leeuwarden;
7276;Mannen;Finland;Heerlen;
7277;Mannen;Finland;Breda;
7278;Mannen;Finland;'s-Hertogenbosch;
7279;Mannen;Finland;Velsen;
7280;Mannen;Finland;Emmen;
7281;Mannen;Finland;Zwolle;
7282;Mannen;Finland;Amersfoort;
7283;Mannen;Finland;Kerkrade;
7284;Mannen;Finland;Deventer;
7285;Mannen;Finland;Hengelo (O.);
7286;Mannen;Finland;Zaandam;
7287;Mannen;Finland;Almelo;
7288;Mannen;Finland;Lonneker;
7289;Mannen;Finland;Ede;
7290;Mannen;Finland;Helder (Den);
7291;Mannen;Finland;Gouda;
7292;Mannen;Finland;Alkmaar;
7293;Mannen;Finland;Vlaardingen;
7294;Mannen;Finland;Haarlemmermeer;
7295;Mannen;Finland;Helmond;
7296;Mannen;Finland;Bussum;
7297;Mannen;Finland;Zeist;
7298;Mannen;Finland;Rheden;
7299;Mannen;Finland;Venlo;
7300;Mannen;Finland;Roosendaal en Nispen;
7301;Mannen;Finland;Vlissingen;
7302;Mannen;Finland;Bergen op Zoom;
7303;Mannen;Griekenland;Nederland;126.0
7304;Mannen;Griekenland;Groningen (provincie);
7305;Mannen;Griekenland;Friesland;
7306;Mannen;Griekenland;Drenthe;
7307;Mannen;Griekenland;Overijssel;
7308;Mannen;Griekenland;Gelderland;
7309;Mannen;Griekenland;Utrecht (provincie);
7310;Mannen;Griekenland;Noord-Holland;
7311;Mannen;Griekenland;Zuid-Holland;
7312;Mannen;Griekenland;Zeeland;
7313;Mannen;Griekenland;Noord-Brabant;
7314;Mannen;Griekenland;Limburg;
7315;Mannen;Griekenland;Gemeenten met meer dan 100000 inwoners;
7316;Mannen;Griekenland;Gemeenten met 50001 - 100000 inwoners;
7317;Mannen;Griekenland;Gemeenten met 20001 - 50000 inwoners;
7318;Mannen;Griekenland;Gemeenten met 10001 - 20000 inwoners;
7319;Mannen;Griekenland;Gemeenten met 5001 - 10000 inwoners;
7320;Mannen;Griekenland;Gemeenten met 2001 - 5000 inwoners;
7321;Mannen;Griekenland;Gemeenten met 1001 - 2000 inwoners;
7322;Mannen;Griekenland;Gemeenten met 501 - 1000 inwoners;
7323;Mannen;Griekenland;Gemeenten met 500 of minder inwoners;
7324;Mannen;Griekenland;Amsterdam;
7325;Mannen;Griekenland;Rotterdam;
7326;Mannen;Griekenland;'s-Gravenhage;
7327;Mannen;Griekenland;Utrecht;
7328;Mannen;Griekenland;Haarlem;
7329;Mannen;Griekenland;Groningen;
7330;Mannen;Griekenland;Eindhoven;
7331;Mannen;Griekenland;Nijmegen;
7332;Mannen;Griekenland;Tilburg;
7333;Mannen;Griekenland;Arnhem;
7334;Mannen;Griekenland;Leiden;
7335;Mannen;Griekenland;Maastricht;
7336;Mannen;Griekenland;Apeldoorn;
7337;Mannen;Griekenland;Hilversum;
7338;Mannen;Griekenland;Dordrecht;
7339;Mannen;Griekenland;Schiedam;
7340;Mannen;Griekenland;Enschede;
7341;Mannen;Griekenland;Delft;
7342;Mannen;Griekenland;Leeuwarden;
7343;Mannen;Griekenland;Heerlen;
7344;Mannen;Griekenland;Breda;
7345;Mannen;Griekenland;'s-Hertogenbosch;
7346;Mannen;Griekenland;Velsen;
7347;Mannen;Griekenland;Emmen;
7348;Mannen;Griekenland;Zwolle;
7349;Mannen;Griekenland;Amersfoort;
7350;Mannen;Griekenland;Kerkrade;
7351;Mannen;Griekenland;Deventer;
7352;Mannen;Griekenland;Hengelo (O.);
7353;Mannen;Griekenland;Zaandam;
7354;Mannen;Griekenland;Almelo;
7355;Mannen;Griekenland;Lonneker;
7356;Mannen;Griekenland;Ede;
7357;Mannen;Griekenland;Helder (Den);
7358;Mannen;Griekenland;Gouda;
7359;Mannen;Griekenland;Alkmaar;
7360;Mannen;Griekenland;Vlaardingen;
7361;Mannen;Griekenland;Haarlemmermeer;
7362;Mannen;Griekenland;Helmond;
7363;Mannen;Griekenland;Bussum;
7364;Mannen;Griekenland;Zeist;
7365;Mannen;Griekenland;Rheden;
7366;Mannen;Griekenland;Venlo;
7367;Mannen;Griekenland;Roosendaal en Nispen;
7368;Mannen;Griekenland;Vlissingen;
7369;Mannen;Griekenland;Bergen op Zoom;
7370;Mannen;Iersche Vrijstaat;Nederland;0.0
7371;Mannen;Iersche Vrijstaat;Groningen (provincie);
7372;Mannen;Iersche Vrijstaat;Friesland;
7373;Mannen;Iersche Vrijstaat;Drenthe;
7374;Mannen;Iersche Vrijstaat;Overijssel;
7375;Mannen;Iersche Vrijstaat;Gelderland;
7376;Mannen;Iersche Vrijstaat;Utrecht (provincie);
7377;Mannen;Iersche Vrijstaat;Noord-Holland;
7378;Mannen;Iersche Vrijstaat;Zuid-Holland;
7379;Mannen;Iersche Vrijstaat;Zeeland;
7380;Mannen;Iersche Vrijstaat;Noord-Brabant;
7381;Mannen;Iersche Vrijstaat;Limburg;
7382;Mannen;Iersche Vrijstaat;Gemeenten met meer dan 100000 inwoners;
7383;Mannen;Iersche Vrijstaat;Gemeenten met 50001 - 100000 inwoners;
7384;Mannen;Iersche Vrijstaat;Gemeenten met 20001 - 50000 inwoners;
7385;Mannen;Iersche Vrijstaat;Gemeenten met 10001 - 20000 inwoners;
7386;Mannen;Iersche Vrijstaat;Gemeenten met 5001 - 10000 inwoners;
7387;Mannen;Iersche Vrijstaat;Gemeenten met 2001 - 5000 inwoners;
7388;Mannen;Iersche Vrijstaat;Gemeenten met 1001 - 2000 inwoners;
7389;Mannen;Iersche Vrijstaat;Gemeenten met 501 - 1000 inwoners;
7390;Mannen;Iersche Vrijstaat;Gemeenten met 500 of minder inwoners;
7391;Mannen;Iersche Vrijstaat;Amsterdam;
7392;Mannen;Iersche Vrijstaat;Rotterdam;
7393;Mannen;Iersche Vrijstaat;'s-Gravenhage;
7394;Mannen;Iersche Vrijstaat;Utrecht;
7395;Mannen;Iersche Vrijstaat;Haarlem;
7396;Mannen;Iersche Vrijstaat;Groningen;
7397;Mannen;Iersche Vrijstaat;Eindhoven;
7398;Mannen;Iersche Vrijstaat;Nijmegen;
7399;Mannen;Iersche Vrijstaat;Tilburg;
7400;Mannen;Iersche Vrijstaat;Arnhem;
7401;Mannen;Iersche Vrijstaat;Leiden;
7402;Mannen;Iersche Vrijstaat;Maastricht;
7403;Mannen;Iersche Vrijstaat;Apeldoorn;
7404;Mannen;Iersche Vrijstaat;Hilversum;
7405;Mannen;Iersche Vrijstaat;Dordrecht;
7406;Mannen;Iersche Vrijstaat;Schiedam;
7407;Mannen;Iersche Vrijstaat;Enschede;
7408;Mannen;Iersche Vrijstaat;Delft;
7409;Mannen;Iersche Vrijstaat;Leeuwarden;
7410;Mannen;Iersche Vrijstaat;Heerlen;
7411;Mannen;Iersche Vrijstaat;Breda;
7412;Mannen;Iersche Vrijstaat;'s-Hertogenbosch;
7413;Mannen;Iersche Vrijstaat;Velsen;
7414;Mannen;Iersche Vrijstaat;Emmen;
7415;Mannen;Iersche Vrijstaat;Zwolle;
7416;Mannen;Iersche Vrijstaat;Amersfoort;
7417;Mannen;Iersche Vrijstaat;Kerkrade;
7418;Mannen;Iersche Vrijstaat;Deventer;
7419;Mannen;Iersche Vrijstaat;Hengelo (O.);
7420;Mannen;Iersche Vrijstaat;Zaandam;
7421;Mannen;Iersche Vrijstaat;Almelo;
7422;Mannen;Iersche Vrijstaat;Lonneker;
7423;Mannen;Iersche Vrijstaat;Ede;
7424;Mannen;Iersche Vrijstaat;Helder (Den);
7425;Mannen;Iersche Vrijstaat;Gouda;
7426;Mannen;Iersche Vrijstaat;Alkmaar;
7427;Mannen;Iersche Vrijstaat;Vlaardingen;
7428;Mannen;Iersche Vrijstaat;Haarlemmermeer;
7429;Mannen;Iersche Vrijstaat;Helmond;
7430;Mannen;Iersche Vrijstaat;Bussum;
7431;Mannen;Iersche Vrijstaat;Zeist;
7432;Mannen;Iersche Vrijstaat;Rheden;
7433;Mannen;Iersche Vrijstaat;Venlo;
7434;Mannen;Iersche Vrijstaat;Roosendaal en Nispen;
7435;Mannen;Iersche Vrijstaat;Vlissingen;
7436;Mannen;Iersche Vrijstaat;Bergen op Zoom;
7437;Mannen;Ned. Oost-Indië;Nederland;260.0
7438;Mannen;Ned. Oost-Indië;Groningen (provincie);
7439;Mannen;Ned. Oost-Indië;Friesland;
7440;Mannen;Ned. Oost-Indië;Drenthe;
7441;Mannen;Ned. Oost-Indië;Overijssel;
7442;Mannen;Ned. Oost-Indië;Gelderland;
7443;Mannen;Ned. Oost-Indië;Utrecht (provincie);
7444;Mannen;Ned. Oost-Indië;Noord-Holland;
7445;Mannen;Ned. Oost-Indië;Zuid-Holland;
7446;Mannen;Ned. Oost-Indië;Zeeland;
7447;Mannen;Ned. Oost-Indië;Noord-Brabant;
7448;Mannen;Ned. Oost-Indië;Limburg;
7449;Mannen;Ned. Oost-Indië;Gemeenten met meer dan 100000 inwoners;
7450;Mannen;Ned. Oost-Indië;Gemeenten met 50001 - 100000 inwoners;
7451;Mannen;Ned. Oost-Indië;Gemeenten met 20001 - 50000 inwoners;
7452;Mannen;Ned. Oost-Indië;Gemeenten met 10001 - 20000 inwoners;
7453;Mannen;Ned. Oost-Indië;Gemeenten met 5001 - 10000 inwoners;
7454;Mannen;Ned. Oost-Indië;Gemeenten met 2001 - 5000 inwoners;
7455;Mannen;Ned. Oost-Indië;Gemeenten met 1001 - 2000 inwoners;
7456;Mannen;Ned. Oost-Indië;Gemeenten met 501 - 1000 inwoners;
7457;Mannen;Ned. Oost-Indië;Gemeenten met 500 of minder inwoners;
7458;Mannen;Ned. Oost-Indië;Amsterdam;
7459;Mannen;Ned. Oost-Indië;Rotterdam;
7460;Mannen;Ned. Oost-Indië;'s-Gravenhage;
7461;Mannen;Ned. Oost-Indië;Utrecht;
7462;Mannen;Ned. Oost-Indië;Haarlem;
7463;Mannen;Ned. Oost-Indië;Groningen;
7464;Mannen;Ned. Oost-Indië;Eindhoven;
7465;Mannen;Ned. Oost-Indië;Nijmegen;
7466;Mannen;Ned. Oost-Indië;Tilburg;
7467;Mannen;Ned. Oost-Indië;Arnhem;
7468;Mannen;Ned. Oost-Indië;Leiden;
7469;Mannen;Ned. Oost-Indië;Maastricht;
7470;Mannen;Ned. Oost-Indië;Apeldoorn;
7471;Mannen;Ned. Oost-Indië;Hilversum;
7472;Mannen;Ned. Oost-Indië;Dordrecht;
7473;Mannen;Ned. Oost-Indië;Schiedam;
7474;Mannen;Ned. Oost-Indië;Enschede;
7475;Mannen;Ned. Oost-Indië;Delft;
7476;Mannen;Ned. Oost-Indië;Leeuwarden;
7477;Mannen;Ned. Oost-Indië;Heerlen;
7478;Mannen;Ned. Oost-Indië;Breda;
7479;Mannen;Ned. Oost-Indië;'s-Hertogenbosch;
7480;Mannen;Ned. Oost-Indië;Velsen;
7481;Mannen;Ned. Oost-Indië;Emmen;
7482;Mannen;Ned. Oost-Indië;Zwolle;
7483;Mannen;Ned. Oost-Indië;Amersfoort;
7484;Mannen;Ned. Oost-Indië;Kerkrade;
7485;Mannen;Ned. Oost-Indië;Deventer;
7486;Mannen;Ned. Oost-Indië;Hengelo (O.);
7487;Mannen;Ned. Oost-Indië;Zaandam;
7488;Mannen;Ned. Oost-Indië;Almelo;
7489;Mannen;Ned. Oost-Indië;Lonneker;
7490;Mannen;Ned. Oost-Indië;Ede;
7491;Mannen;Ned. Oost-Indië;Helder (Den);
7492;Mannen;Ned. Oost-Indië;Gouda;
7493;Mannen;Ned. Oost-Indië;Alkmaar;
7494;Mannen;Ned. Oost-Indië;Vlaardingen;
7495;Mannen;Ned. Oost-Indië;Haarlemmermeer;
7496;Mannen;Ned. Oost-Indië;Helmond;
7497;Mannen;Ned. Oost-Indië;Bussum;
7498;Mannen;Ned. Oost-Indië;Zeist;
7499;Mannen;Ned. Oost-Indië;Rheden;
7500;Mannen;Ned. Oost-Indië;Venlo;
7501;Mannen;Ned. Oost-Indië;Roosendaal en Nispen;
7502;Mannen;Ned. Oost-Indië;Vlissingen;
7503;Mannen;Ned. Oost-Indië;Bergen op Zoom;
7504;Mannen;Japan;Nederland;16.0
7505;Mannen;Japan;Groningen (provincie);
7506;Mannen;Japan;Friesland;
7507;Mannen;Japan;Drenthe;
7508;Mannen;Japan;Overijssel;
7509;Mannen;Japan;Gelderland;
7510;Mannen;Japan;Utrecht (provincie);
7511;Mannen;Japan;Noord-Holland;
7512;Mannen;Japan;Zuid-Holland;
7513;Mannen;Japan;Zeeland;
7514;Mannen;Japan;Noord-Brabant;
7515;Mannen;Japan;Limburg;
7516;Mannen;Japan;Gemeenten met meer dan 100000 inwoners;
7517;Mannen;Japan;Gemeenten met 50001 - 100000 inwoners;
7518;Mannen;Japan;Gemeenten met 20001 - 50000 inwoners;
7519;Mannen;Japan;Gemeenten met 10001 - 20000 inwoners;
7520;Mannen;Japan;Gemeenten met 5001 - 10000 inwoners;
7521;Mannen;Japan;Gemeenten met 2001 - 5000 inwoners;
7522;Mannen;Japan;Gemeenten met 1001 - 2000 inwoners;
7523;Mannen;Japan;Gemeenten met 501 - 1000 inwoners;
7524;Mannen;Japan;Gemeenten met 500 of minder inwoners;
7525;Mannen;Japan;Amsterdam;
7526;Mannen;Japan;Rotterdam;
7527;Mannen;Japan;'s-Gravenhage;
7528;Mannen;Japan;Utrecht;
7529;Mannen;Japan;Haarlem;
7530;Mannen;Japan;Groningen;
7531;Mannen;Japan;Eindhoven;
7532;Mannen;Japan;Nijmegen;
7533;Mannen;Japan;Tilburg;
7534;Mannen;Japan;Arnhem;
7535;Mannen;Japan;Leiden;
7536;Mannen;Japan;Maastricht;
7537;Mannen;Japan;Apeldoorn;
7538;Mannen;Japan;Hilversum;
7539;Mannen;Japan;Dordrecht;
7540;Mannen;Japan;Schiedam;
7541;Mannen;Japan;Enschede;
7542;Mannen;Japan;Delft;
7543;Mannen;Japan;Leeuwarden;
7544;Mannen;Japan;Heerlen;
7545;Mannen;Japan;Breda;
7546;Mannen;Japan;'s-Hertogenbosch;
7547;Mannen;Japan;Velsen;
7548;Mannen;Japan;Emmen;
7549;Mannen;Japan;Zwolle;
7550;Mannen;Japan;Amersfoort;
7551;Mannen;Japan;Kerkrade;
7552;Mannen;Japan;Deventer;
7553;Mannen;Japan;Hengelo (O.);
7554;Mannen;Japan;Zaandam;
7555;Mannen;Japan;Almelo;
7556;Mannen;Japan;Lonneker;
7557;Mannen;Japan;Ede;
7558;Mannen;Japan;Helder (Den);
7559;Mannen;Japan;Gouda;
7560;Mannen;Japan;Alkmaar;
7561;Mannen;Japan;Vlaardingen;
7562;Mannen;Japan;Haarlemmermeer;
7563;Mannen;Japan;Helmond;
7564;Mannen;Japan;Bussum;
7565;Mannen;Japan;Zeist;
7566;Mannen;Japan;Rheden;
7567;Mannen;Japan;Venlo;
7568;Mannen;Japan;Roosendaal en Nispen;
7569;Mannen;Japan;Vlissingen;
7570;Mannen;Japan;Bergen op Zoom;
7571;Mannen;Joego-Slavië;Nederland;1970.0
7572;Mannen;Joego-Slavië;Groningen (provincie);
7573;Mannen;Joego-Slavië;Friesland;
7574;Mannen;Joego-Slavië;Drenthe;
7575;Mannen;Joego-Slavië;Overijssel;
7576;Mannen;Joego-Slavië;Gelderland;
7577;Mannen;Joego-Slavië;Utrecht (provincie);
7578;Mannen;Joego-Slavië;Noord-Holland;
7579;Mannen;Joego-Slavië;Zuid-Holland;
7580;Mannen;Joego-Slavië;Zeeland;
7581;Mannen;Joego-Slavië;Noord-Brabant;
7582;Mannen;Joego-Slavië;Limburg;
7583;Mannen;Joego-Slavië;Gemeenten met meer dan 100000 inwoners;
7584;Mannen;Joego-Slavië;Gemeenten met 50001 - 100000 inwoners;
7585;Mannen;Joego-Slavië;Gemeenten met 20001 - 50000 inwoners;
7586;Mannen;Joego-Slavië;Gemeenten met 10001 - 20000 inwoners;
7587;Mannen;Joego-Slavië;Gemeenten met 5001 - 10000 inwoners;
7588;Mannen;Joego-Slavië;Gemeenten met 2001 - 5000 inwoners;
7589;Mannen;Joego-Slavië;Gemeenten met 1001 - 2000 inwoners;
7590;Mannen;Joego-Slavië;Gemeenten met 501 - 1000 inwoners;
7591;Mannen;Joego-Slavië;Gemeenten met 500 of minder inwoners;
7592;Mannen;Joego-Slavië;Amsterdam;
7593;Mannen;Joego-Slavië;Rotterdam;
7594;Mannen;Joego-Slavië;'s-Gravenhage;
7595;Mannen;Joego-Slavië;Utrecht;
7596;Mannen;Joego-Slavië;Haarlem;
7597;Mannen;Joego-Slavië;Groningen;
7598;Mannen;Joego-Slavië;Eindhoven;
7599;Mannen;Joego-Slavië;Nijmegen;
7600;Mannen;Joego-Slavië;Tilburg;
7601;Mannen;Joego-Slavië;Arnhem;
7602;Mannen;Joego-Slavië;Leiden;
7603;Mannen;Joego-Slavië;Maastricht;
7604;Mannen;Joego-Slavië;Apeldoorn;
7605;Mannen;Joego-Slavië;Hilversum;
7606;Mannen;Joego-Slavië;Dordrecht;
7607;Mannen;Joego-Slavië;Schiedam;
7608;Mannen;Joego-Slavië;Enschede;
7609;Mannen;Joego-Slavië;Delft;
7610;Mannen;Joego-Slavië;Leeuwarden;
7611;Mannen;Joego-Slavië;Heerlen;
7612;Mannen;Joego-Slavië;Breda;
7613;Mannen;Joego-Slavië;'s-Hertogenbosch;
7614;Mannen;Joego-Slavië;Velsen;
7615;Mannen;Joego-Slavië;Emmen;
7616;Mannen;Joego-Slavië;Zwolle;
7617;Mannen;Joego-Slavië;Amersfoort;
7618;Mannen;Joego-Slavië;Kerkrade;
7619;Mannen;Joego-Slavië;Deventer;
7620;Mannen;Joego-Slavië;Hengelo (O.);
7621;Mannen;Joego-Slavië;Zaandam;
7622;Mannen;Joego-Slavië;Almelo;
7623;Mannen;Joego-Slavië;Lonneker;
7624;Mannen;Joego-Slavië;Ede;
7625;Mannen;Joego-Slavië;Helder (Den);
7626;Mannen;Joego-Slavië;Gouda;
7627;Mannen;Joego-Slavië;Alkmaar;
7628;Mannen;Joego-Slavië;Vlaardingen;
7629;Mannen;Joego-Slavië;Haarlemmermeer;
7630;Mannen;Joego-Slavië;Helmond;
7631;Mannen;Joego-Slavië;Bussum;
7632;Mannen;Joego-Slavië;Zeist;
7633;Mannen;Joego-Slavië;Rheden;
7634;Mannen;Joego-Slavië;Venlo;
7635;Mannen;Joego-Slavië;Roosendaal en Nispen;
7636;Mannen;Joego-Slavië;Vlissingen;
7637;Mannen;Joego-Slavië;Bergen op Zoom;
7638;Mannen;Letland;Nederland;44.0
7639;Mannen;Letland;Groningen (provincie);
7640;Mannen;Letland;Friesland;
7641;Mannen;Letland;Drenthe;
7642;Mannen;Letland;Overijssel;
7643;Mannen;Letland;Gelderland;
7644;Mannen;Letland;Utrecht (provincie);
7645;Mannen;Letland;Noord-Holland;
7646;Mannen;Letland;Zuid-Holland;
7647;Mannen;Letland;Zeeland;
7648;Mannen;Letland;Noord-Brabant;
7649;Mannen;Letland;Limburg;
7650;Mannen;Letland;Gemeenten met meer dan 100000 inwoners;
7651;Mannen;Letland;Gemeenten met 50001 - 100000 inwoners;
7652;Mannen;Letland;Gemeenten met 20001 - 50000 inwoners;
7653;Mannen;Letland;Gemeenten met 10001 - 20000 inwoners;
7654;Mannen;Letland;Gemeenten met 5001 - 10000 inwoners;
7655;Mannen;Letland;Gemeenten met 2001 - 5000 inwoners;
7656;Mannen;Letland;Gemeenten met 1001 - 2000 inwoners;
7657;Mannen;Letland;Gemeenten met 501 - 1000 inwoners;
7658;Mannen;Letland;Gemeenten met 500 of minder inwoners;
7659;Mannen;Letland;Amsterdam;
7660;Mannen;Letland;Rotterdam;
7661;Mannen;Letland;'s-Gravenhage;
7662;Mannen;Letland;Utrecht;
7663;Mannen;Letland;Haarlem;
7664;Mannen;Letland;Groningen;
7665;Mannen;Letland;Eindhoven;
7666;Mannen;Letland;Nijmegen;
7667;Mannen;Letland;Tilburg;
7668;Mannen;Letland;Arnhem;
7669;Mannen;Letland;Leiden;
7670;Mannen;Letland;Maastricht;
7671;Mannen;Letland;Apeldoorn;
7672;Mannen;Letland;Hilversum;
7673;Mannen;Letland;Dordrecht;
7674;Mannen;Letland;Schiedam;
7675;Mannen;Letland;Enschede;
7676;Mannen;Letland;Delft;
7677;Mannen;Letland;Leeuwarden;
7678;Mannen;Letland;Heerlen;
7679;Mannen;Letland;Breda;
7680;Mannen;Letland;'s-Hertogenbosch;
7681;Mannen;Letland;Velsen;
7682;Mannen;Letland;Emmen;
7683;Mannen;Letland;Zwolle;
7684;Mannen;Letland;Amersfoort;
7685;Mannen;Letland;Kerkrade;
7686;Mannen;Letland;Deventer;
7687;Mannen;Letland;Hengelo (O.);
7688;Mannen;Letland;Zaandam;
7689;Mannen;Letland;Almelo;
7690;Mannen;Letland;Lonneker;
7691;Mannen;Letland;Ede;
7692;Mannen;Letland;Helder (Den);
7693;Mannen;Letland;Gouda;
7694;Mannen;Letland;Alkmaar;
7695;Mannen;Letland;Vlaardingen;
7696;Mannen;Letland;Haarlemmermeer;
7697;Mannen;Letland;Helmond;
7698;Mannen;Letland;Bussum;
7699;Mannen;Letland;Zeist;
7700;Mannen;Letland;Rheden;
7701;Mannen;Letland;Venlo;
7702;Mannen;Letland;Roosendaal en Nispen;
7703;Mannen;Letland;Vlissingen;
7704;Mannen;Letland;Bergen op Zoom;
7705;Mannen;Littauen;Nederland;46.0
7706;Mannen;Littauen;Groningen (provincie);
7707;Mannen;Littauen;Friesland;
7708;Mannen;Littauen;Drenthe;
7709;Mannen;Littauen;Overijssel;
7710;Mannen;Littauen;Gelderland;
7711;Mannen;Littauen;Utrecht (provincie);
7712;Mannen;Littauen;Noord-Holland;
7713;Mannen;Littauen;Zuid-Holland;
7714;Mannen;Littauen;Zeeland;
7715;Mannen;Littauen;Noord-Brabant;
7716;Mannen;Littauen;Limburg;
7717;Mannen;Littauen;Gemeenten met meer dan 100000 inwoners;
7718;Mannen;Littauen;Gemeenten met 50001 - 100000 inwoners;
7719;Mannen;Littauen;Gemeenten met 20001 - 50000 inwoners;
7720;Mannen;Littauen;Gemeenten met 10001 - 20000 inwoners;
7721;Mannen;Littauen;Gemeenten met 5001 - 10000 inwoners;
7722;Mannen;Littauen;Gemeenten met 2001 - 5000 inwoners;
7723;Mannen;Littauen;Gemeenten met 1001 - 2000 inwoners;
7724;Mannen;Littauen;Gemeenten met 501 - 1000 inwoners;
7725;Mannen;Littauen;Gemeenten met 500 of minder inwoners;
7726;Mannen;Littauen;Amsterdam;
7727;Mannen;Littauen;Rotterdam;
7728;Mannen;Littauen;'s-Gravenhage;
7729;Mannen;Littauen;Utrecht;
7730;Mannen;Littauen;Haarlem;
7731;Mannen;Littauen;Groningen;
7732;Mannen;Littauen;Eindhoven;
7733;Mannen;Littauen;Nijmegen;
7734;Mannen;Littauen;Tilburg;
7735;Mannen;Littauen;Arnhem;
7736;Mannen;Littauen;Leiden;
7737;Mannen;Littauen;Maastricht;
7738;Mannen;Littauen;Apeldoorn;
7739;Mannen;Littauen;Hilversum;
7740;Mannen;Littauen;Dordrecht;
7741;Mannen;Littauen;Schiedam;
7742;Mannen;Littauen;Enschede;
7743;Mannen;Littauen;Delft;
7744;Mannen;Littauen;Leeuwarden;
7745;Mannen;Littauen;Heerlen;
7746;Mannen;Littauen;Breda;
7747;Mannen;Littauen;'s-Hertogenbosch;
7748;Mannen;Littauen;Velsen;
7749;Mannen;Littauen;Emmen;
7750;Mannen;Littauen;Zwolle;
7751;Mannen;Littauen;Amersfoort;
7752;Mannen;Littauen;Kerkrade;
7753;Mannen;Littauen;Deventer;
7754;Mannen;Littauen;Hengelo (O.);
7755;Mannen;Littauen;Zaandam;
7756;Mannen;Littauen;Almelo;
7757;Mannen;Littauen;Lonneker;
7758;Mannen;Littauen;Ede;
7759;Mannen;Littauen;Helder (Den);
7760;Mannen;Littauen;Gouda;
7761;Mannen;Littauen;Alkmaar;
7762;Mannen;Littauen;Vlaardingen;
7763;Mannen;Littauen;Haarlemmermeer;
7764;Mannen;Littauen;Helmond;
7765;Mannen;Littauen;Bussum;
7766;Mannen;Littauen;Zeist;
7767;Mannen;Littauen;Rheden;
7768;Mannen;Littauen;Venlo;
7769;Mannen;Littauen;Roosendaal en Nispen;
7770;Mannen;Littauen;Vlissingen;
7771;Mannen;Littauen;Bergen op Zoom;
7772;Mannen;Monaco;Nederland;3.0
7773;Mannen;Monaco;Groningen (provincie);
7774;Mannen;Monaco;Friesland;
7775;Mannen;Monaco;Drenthe;
7776;Mannen;Monaco;Overijssel;
7777;Mannen;Monaco;Gelderland;
7778;Mannen;Monaco;Utrecht (provincie);
7779;Mannen;Monaco;Noord-Holland;
7780;Mannen;Monaco;Zuid-Holland;
7781;Mannen;Monaco;Zeeland;
7782;Mannen;Monaco;Noord-Brabant;
7783;Mannen;Monaco;Limburg;
7784;Mannen;Monaco;Gemeenten met meer dan 100000 inwoners;
7785;Mannen;Monaco;Gemeenten met 50001 - 100000 inwoners;
7786;Mannen;Monaco;Gemeenten met 20001 - 50000 inwoners;
7787;Mannen;Monaco;Gemeenten met 10001 - 20000 inwoners;
7788;Mannen;Monaco;Gemeenten met 5001 - 10000 inwoners;
7789;Mannen;Monaco;Gemeenten met 2001 - 5000 inwoners;
7790;Mannen;Monaco;Gemeenten met 1001 - 2000 inwoners;
7791;Mannen;Monaco;Gemeenten met 501 - 1000 inwoners;
7792;Mannen;Monaco;Gemeenten met 500 of minder inwoners;
7793;Mannen;Monaco;Amsterdam;
7794;Mannen;Monaco;Rotterdam;
7795;Mannen;Monaco;'s-Gravenhage;
7796;Mannen;Monaco;Utrecht;
7797;Mannen;Monaco;Haarlem;
7798;Mannen;Monaco;Groningen;
7799;Mannen;Monaco;Eindhoven;
7800;Mannen;Monaco;Nijmegen;
7801;Mannen;Monaco;Tilburg;
7802;Mannen;Monaco;Arnhem;
7803;Mannen;Monaco;Leiden;
7804;Mannen;Monaco;Maastricht;
7805;Mannen;Monaco;Apeldoorn;
7806;Mannen;Monaco;Hilversum;
7807;Mannen;Monaco;Dordrecht;
7808;Mannen;Monaco;Schiedam;
7809;Mannen;Monaco;Enschede;
7810;Mannen;Monaco;Delft;
7811;Mannen;Monaco;Leeuwarden;
7812;Mannen;Monaco;Heerlen;
7813;Mannen;Monaco;Breda;
7814;Mannen;Monaco;'s-Hertogenbosch;
7815;Mannen;Monaco;Velsen;
7816;Mannen;Monaco;Emmen;
7817;Mannen;Monaco;Zwolle;
7818;Mannen;Monaco;Amersfoort;
7819;Mannen;Monaco;Kerkrade;
7820;Mannen;Monaco;Deventer;
7821;Mannen;Monaco;Hengelo (O.);
7822;Mannen;Monaco;Zaandam;
7823;Mannen;Monaco;Almelo;
7824;Mannen;Monaco;Lonneker;
7825;Mannen;Monaco;Ede;
7826;Mannen;Monaco;Helder (Den);
7827;Mannen;Monaco;Gouda;
7828;Mannen;Monaco;Alkmaar;
7829;Mannen;Monaco;Vlaardingen;
7830;Mannen;Monaco;Haarlemmermeer;
7831;Mannen;Monaco;Helmond;
