ID;Indelingen;Stroomgebieddistricten;Perioden;VolumeAfvalwater_1;ChemischZuurstofVerbruik_2;BiochemischZuurstofVerbruik_3;StikstofverbindingenAlsN_4;FosforverbindingenAlsP_5;Koper_6;Chroom_7;Zink_8;Lood_9;Cadmium_10;Nikkel_11;Kwik_12;Arseen_13;ChemischZuurstofVerbruik_14;BiochemischZuurstofVerbruik_15;StikstofverbindingenAlsN_16;FosforverbindingenAlsP_17;ZwevendStof_18;VolumeAfvalwater_19;ChemischZuurstofVerbruik_20;BiochemischZuurstofVerbruik_21;StikstofverbindingenAlsN_22;FosforverbindingenAlsP_23;Koper_24;Chroom_25;Zink_26;Lood_27;Cadmium_28;Nikkel_29;Kwik_30;Arseen_31;ChemischZuurstofVerbruik_32;BiochemischZuurstofVerbruik_33;StikstofverbindingenAlsN_34;FosforverbindingenAlsP_35;ZwevendStof_36;ChemischZuurstofVerbruik_37;BiochemischZuurstofVerbruik_38;StikstofverbindingenAlsN_39;FosforverbindingenAlsP_40;ChemischZuurstofVerbruik_41;BiochemischZuurstofVerbruik_42;StikstofverbindingenAlsN_43;FosforverbindingenAlsP_44;SlibbelastingCZV_45;SlibbelastingBZV_46;Slibindex_47;Slibconcentratie_48;Slibleeftijd_49;SpecifiekeSlibproductiePerVerwijdCZV_50;SpecifiekeSlibproductiePerVerwijdBZV_51;SpecifiekEnergieverbruikPerVerwTZV_52
77;Totaal alle installaties;Rijn-Noord;2013;91697;42381;17279;4082;643;6133;852;19100;1654;21;617;11;396;491;205;47;7;239;91697;3785;311;580;85;362;94;4333;84;7;205;3;191;42;4;7;1;8;91.0;98.0;83.0;85.0;91.0;98.0;86.0;87.0;103.0;43.0;110.0;3.9;26.0;569.0;1214.0;
78;Totaal alle installaties;Rijn-Oost;1981;234751;130095;55509;10906;3016;25580;12572;90724;34350;505;7398;219;394;595;262;56;16;171;234751;18704;3410;5468;1680;7674;5029;27217;13740;202;5178;66;197;103;23;26;10;15;82.0;90.0;53.0;38.0;86.0;94.0;50.0;44.0;427.0;109.0;150.0;3.4;27.0;392.0;876.0;929.0
79;Totaal alle installaties;Rijn-Oost;1985;221921;142840;55988;11910;3190;24756;7016;71975;22278;302;5658;142;407;661;264;61;17;193;221921;18011;2795;5678;1811;7427;2807;21593;8911;121;3961;43;203;103;21;28;10;21;84.0;92.0;54.0;38.0;87.0;95.0;52.0;43.0;500.0;124.0;170.0;3.7;28.0;427.0;911.0;420.0
80;Totaal alle installaties;Rijn-Oost;1990;247822;157839;59158;13470;2421;26627;6256;69906;12528;195;4574;138;481;627;237;55;10;213;247822;20162;3204;5934;1100;5485;2121;19713;3270;78;2726;41;240;89;18;22;5;20;86.0;92.0;60.0;55.0;87.0;95.0;56.0;55.0;356.0;101.0;133.0;3.6;20.0;355.0;937.0;453.0
81;Totaal alle installaties;Rijn-Oost;1991;236877;154870;56510;13269;2367;25459;5814;67945;11369;179;3695;130;478;666;246;59;10;226;236877;15893;2097;5809;938;4761;1901;18889;2649;71;2125;39;239;70;10;21;4;12;89.0;95.0;62.0;61.0;90.0;96.0;56.0;60.0;411.0;102.0;130.0;3.6;22.0;410.0;1045.0;432.0
82;Totaal alle installaties;Rijn-Oost;1992;256192;152679;56456;13798;2301;24136;5234;67450;10333;162;3633;111;422;637;237;58;10;232;256192;16979;2323;5940;943;4055;1644;18481;2129;65;2016;33;211;78;13;21;4;15;87.0;94.0;64.0;62.0;89.0;96.0;57.0;59.0;;;;;;;;
83;Totaal alle installaties;Rijn-Oost;1993;278533;152123;55259;13341;2258;25292;5101;69932;9831;177;3264;92;538;597;217;52;9;231;278533;17735;2422;5497;923;3404;1477;19800;1498;65;1810;22;287;70;12;19;3;16;88.0;94.0;63.0;64.0;88.0;96.0;59.0;59.0;181.0;67.0;125.0;3.8;23.0;376.0;984.0;396.0
84;Totaal alle installaties;Rijn-Oost;1994;296854;154071;56359;14049;2306;21550;3742;84385;9843;218;4643;60;532;534;196;49;8;342;296854;15474;1791;6079;812;3750;964;24033;1493;53;2499;14;289;52;6;17;3;22;89.0;96.0;65.0;68.0;90.0;97.0;57.0;65.0;;;;;;;;
85;Totaal alle installaties;Rijn-Oost;1995;273278;139184;51298;12832;2169;23839;3100;70690;10130;122;3258;74;457;526;196;48;8;258;273278;13897;1633;5418;688;2897;542;21470;1484;46;1655;15;230;50;6;16;2;25;89.0;96.0;66.0;70.0;90.0;97.0;58.0;68.0;269.0;81.0;100.0;3.9;22.0;400.0;900.0;424.0
86;Totaal alle installaties;Rijn-Oost;1996;240932;141699;53458;13098;2221;24304;3077;73748;9315;112;3751;73;506;642;248;56;9;296;240932;13260;1667;5233;681;2335;607;19767;1107;39;1896;14;239;58;8;18;3;25;91.0;97.0;67.0;71.0;91.0;97.0;60.0;69.0;;;;;;;;
87;Totaal alle installaties;Rijn-Oost;1997;238775;144568;55917;13689;2343;26678;3194;67840;7174;105;2927;60;455;611;238;55;10;291;238775;13522;1444;4569;604;2633;516;15095;961;37;1410;12;228;53;6;15;3;11;91.0;97.0;72.0;75.0;91.0;97.0;67.0;74.0;206.0;71.0;101.0;4.1;21.0;489.0;1097.0;440.0
88;Totaal alle installaties;Rijn-Oost;1998;302410;144460;51933;13645;2068;26644;2967;68605;7529;105;3308;67;505;515;191;45;7;240;302410;15260;1714;4750;552;4138;637;18127;904;37;1685;14;253;50;6;13;2;12;90.0;97.0;70.0;73.0;89.0;97.0;65.0;73.0;;;;;;;;
89;Totaal alle installaties;Rijn-Oost;1999;273892;140426;52262;13462;2011;25248;3276;72795;7686;113;3452;68;511;555;213;50;8;318;273892;12776;1374;4103;539;2981;562;15989;789;38;1732;16;249;47;5;13;2;17;91.0;97.0;74.0;75.0;91.0;97.0;70.0;73.0;214.0;77.0;101.0;4.3;28.0;380.0;969.0;519.0
90;Totaal alle installaties;Rijn-Oost;2000;282040;149902;55634;13657;2160;22861;4822;78678;9149;98;3363;62;567;538;199;48;8;253;282040;12532;1160;3879;527;2050;850;18031;931;33;1560;15;293;43;4;11;2;14;91.0;98.0;76.0;76.0;92.0;98.0;72.0;76.0;;;;;;;;
91;Totaal alle installaties;Rijn-Oost;2001;292425;149476;54954;13358;2079;23078;3046;80177;8329;108;3202;74;620;554;205;48;8;272;292425;12948;1214;3883;556;2289;646;17530;1066;40;1455;21;313;45;4;12;2;11;91.0;97.0;75.0;74.0;91.0;98.0;71.0;73.0;141.0;52.0;110.0;4.1;24.0;386.0;1040.0;524.0
92;Totaal alle installaties;Rijn-Oost;2002;276035;140781;52457;12661;2030;22225;2441;76771;7156;91;2915;58;408;533;200;47;8;245;276035;12753;1130;3516;499;2577;488;15882;1171;30;1362;14;208;46;4;11;2;12;91.0;98.0;76.0;75.0;91.0;98.0;72.0;75.0;;;;;;;;
93;Totaal alle installaties;Rijn-Oost;2003;244646;144628;51151;13016;2146;19418;1975;63265;5605;87;2318;42;471;610;226;54;9;267;244646;10711;944;2591;446;1687;305;10202;847;28;899;8;220;43;4;10;2;8;93.0;98.0;81.0;77.0;93.0;98.0;80.0;79.0;121.0;45.0;110.0;4.3;27.0;344.0;993.0;475.0
94;Totaal alle installaties;Rijn-Oost;2004;270451;149273;55012;12863;2150;23755;2387;79178;5510;73;3131;35;518;567;211;49;8;271;270451;11390;1012;2348;431;1861;474;15539;889;22;1348;6;270;44;4;9;2;8;92.0;98.0;81.0;77.0;92.0;98.0;82.0;80.0;;;;;;;;
95;Totaal alle installaties;Rijn-Oost;2005;250913;141332;54063;13020;2108;20413;2290;81031;5313;62;2952;38;539;607;231;55;9;276;250913;9709;791;2217;415;1541;433;15059;783;19;1371;8;258;40;4;9;2;7;93.0;98.0;84.0;81.0;93.0;99.0;83.0;80.0;134.0;47.0;117.0;4.2;27.0;378.0;998.0;451.0
96;Totaal alle installaties;Rijn-Oost;2006;242143;139586;53626;12941;2204;22234;2446;88007;5383;61;2867;41;545;604;231;56;10;280;242143;10252;839;2302;432;1280;419;13705;679;20;1223;8;249;44;4;9;2;13;92.0;98.0;83.0;80.0;93.0;98.0;82.0;80.0;;;;;;;;
97;Totaal alle installaties;Rijn-Oost;2007;283674;153764;52850;13569;2290;19229;2067;87467;7044;69;2825;47;546;584;201;49;8;270;283674;11295;867;2430;492;1292;403;15283;843;25;1157;10;273;40;3;8;2;12;92.0;98.0;83.0;80.0;93.0;98.0;82.0;79.0;142.0;52.0;120.0;3.8;22.0;392.0;1089.0;394.0
98;Totaal alle installaties;Rijn-Oost;2008;257470;148669;56152;13959;2425;17779;2312;84408;5851;45;2851;32;422;614;239;57;10;282;257470;11060;948;2472;498;1050;340;14406;458;15;1177;6;203;43;4;9;2;8;93.0;98.0;83.0;81.0;93.0;98.0;82.0;79.0;;;;;;;;
99;Totaal alle installaties;Rijn-Oost;2009;245923;144705;55208;13100;2273;20847;2116;82016;5190;51;2802;29;437;637;246;57;10;279;245923;10198;854;2155;423;1332;305;15193;451;18;1126;6;202;43;4;9;2;8;93.0;98.0;84.0;82.0;93.0;98.0;84.0;81.0;130.0;49.0;115.0;4.0;26.0;406.0;1044.0;307.0
100;Totaal alle installaties;Rijn-Oost;2010;258577;150058;55253;12877;2075;18688;1917;81153;4420;47;2755;26;458;593;223;50;8;258;258577;11495;1031;2336;422;1262;319;15525;466;17;1142;5;201;44;4;9;2;10;92.0;98.0;82.0;81.0;92.0;98.0;82.0;80.0;;;;;;;;
101;Totaal alle installaties;Rijn-Oost;2011;262108;147464;56285;13241;1970;19376;1791;82533;4117;52;2835;26;512;607;234;54;8;295;262108;9775;889;2260;373;1194;270;15319;281;14;1176;3;235;40;4;9;1;7;93.0;98.0;84.0;83.0;93.0;98.0;83.0;81.0;136.0;54.0;119.0;3.9;24.0;383.0;975.0;344.0
102;Totaal alle installaties;Rijn-Oost;2012;248984;147098;57512;12833;1887;25544;1791;74512;4230;58;2861;27;509;615;245;54;8;300;248984;9154;698;1964;325;1577;321;14860;323;19;1181;5;253;38;3;8;1;6;94.0;99.0;86.0;85.0;94.0;99.0;85.0;83.0;140.0;50.0;;;;390.0;900.0;
103;Totaal alle installaties;Rijn-Oost;2013;247895;143265;54732;12499;1901;21614;2102;70706;4263;49;2728;24;625;625;241;55;8;286;247895;8924;715;1935;342;1815;280;13741;303;13;1059;5;287;39;3;8;1;6;94.0;99.0;86.0;84.0;94.0;99.0;85.0;82.0;141.0;54.0;120.0;3.7;23.0;403.0;735.0;406.0
104;Totaal alle installaties;Rijn-Midden;1981;71014;43239;17232;3648;959;4896;2077;20914;4400;113;2330;48;192;579;233;53;14;173;71014;5837;970;1813;554;1469;831;6274;1760;45;1631;14;96;75;12;22;9;11;85.0;94.0;55.0;39.0;87.0;94.0;50.0;42.0;155.0;64.0;150.0;3.4;53.0;372.0;849.0;1564.0
105;Totaal alle installaties;Rijn-Midden;1985;80875;48259;18662;4419;1280;6673;2525;26847;5794;84;1850;42;277;591;224;58;16;180;80875;6909;1237;2227;653;2002;1010;8054;2318;33;1295;13;139;87;15;27;9;12;85.0;93.0;53.0;44.0;86.0;93.0;50.0;49.0;165.0;71.0;195.0;3.9;43.0;431.0;1190.0;405.0
106;Totaal alle installaties;Rijn-Midden;1990;93356;55889;19746;4949;892;7943;1962;27365;4436;66;1649;60;557;631;215;56;10;212;93356;6302;978;2279;304;1636;665;7717;1158;26;983;18;278;68;10;23;4;22;88.0;94.0;56.0;62.0;89.0;95.0;54.0;66.0;232.0;78.0;202.0;3.4;17.0;437.0;1425.0;399.0
107;Totaal alle installaties;Rijn-Midden;1991;92425;56908;20426;5133;916;7812;1893;26684;3849;57;1424;58;410;656;230;60;11;224;92425;5851;942;2333;291;1461;619;7418;897;23;819;17;205;70;12;25;4;20;89.0;94.0;57.0;64.0;90.0;95.0;55.0;68.0;210.0;75.0;147.0;3.6;20.0;430.0;1167.0;422.0
108;Totaal alle installaties;Rijn-Midden;1992;98741;57449;19573;5236;923;8251;1634;28579;3820;60;1300;50;411;603;200;56;10;226;98741;6270;1151;2213;305;1386;513;7831;787;24;722;15;206;69;12;24;4;20;88.0;94.0;57.0;61.0;89.0;94.0;58.0;67.0;;;;;;;;
109;Totaal alle installaties;Rijn-Midden;1993;102961;58006;21351;5498;963;6709;1709;21968;3459;54;1124;51;276;592;206;56;10;241;102961;6634;1084;2178;285;1289;639;5769;581;22;599;15;107;64;10;22;3;17;88.0;95.0;60.0;67.0;89.0;95.0;60.0;70.0;208.0;72.0;122.0;3.7;20.0;446.0;1287.0;377.0
110;Totaal alle installaties;Rijn-Midden;1994;116151;59004;22279;5452;900;6822;1228;22915;3186;52;1095;37;327;518;191;50;8;749;116151;7749;1259;2372;288;861;365;5642;469;20;549;10;149;81;14;22;3;33;85.0;93.0;55.0;64.0;87.0;94.0;56.0;68.0;;;;;;;;
111;Totaal alle installaties;Rijn-Midden;1995;104329;56948;21806;5324;873;10908;1300;29781;3911;96;1012;47;315;560;216;54;9;280;104329;5407;789;1900;163;1030;282;7701;503;40;502;14;164;52;8;19;2;17;90.0;96.0;62.0;75.0;91.0;96.0;64.0;81.0;156.0;64.0;105.0;3.8;20.0;473.0;1026.0;486.0
112;Totaal alle installaties;Rijn-Midden;1996;92163;61083;22776;5323;861;7217;1460;21374;2801;53;1094;30;195;695;259;63;10;303;92163;5167;1115;1759;132;1152;343;5195;472;24;453;12;107;58;10;20;2;25;91.0;97.0;67.0;81.0;92.0;95.0;67.0;85.0;;;;;;;;
113;Totaal alle installaties;Rijn-Midden;1997;94096;57413;22526;5480;841;7375;1426;20138;4088;130;1005;29;205;626;247;61;10;305;94096;4827;557;1678;129;751;495;4579;1020;55;478;10;127;45;5;14;2;10;92.0;98.0;76.0;84.0;92.0;98.0;69.0;85.0;110.0;44.0;97.0;4.1;25.0;484.0;1155.0;453.0
114;Totaal alle installaties;Rijn-Midden;1998;125030;60300;23082;5683;903;8350;1500;30532;5561;75;1176;31;432;497;193;47;8;308;125030;5215;537;1488;146;1432;323;7820;890;28;618;7;203;39;4;11;1;12;92.0;98.0;76.0;85.0;91.0;98.0;74.0;84.0;;;;;;;;
115;Totaal alle installaties;Rijn-Midden;1999;110786;59938;23265;5565;867;9585;1795;33558;5641;132;1733;38;211;562;223;53;8;246;110786;4360;532;1286;99;1098;761;7134;1522;77;995;12;99;40;4;10;1;10;93.0;98.0;80.0;89.0;93.0;98.0;77.0;89.0;110.0;45.0;100.0;4.1;24.0;463.0;1082.0;427.0
116;Totaal alle installaties;Rijn-Midden;2000;113100;56208;21629;5234;812;8406;2352;29551;4728;135;1178;32;315;541;209;50;8;221;113100;4310;412;1091;104;995;678;5175;751;59;552;11;129;43;4;10;1;84;92.0;98.0;79.0;86.0;92.0;98.0;79.0;87.0;;;;;;;;
117;Totaal alle installaties;Rijn-Midden;2001;121541;62716;24639;5916;894;9727;979;32272;3758;47;1271;33;496;536;213;52;8;237;121541;4846;593;1270;125;1021;170;5312;624;16;574;7;206;43;6;10;1;13;92.0;98.0;81.0;85.0;92.0;98.0;79.0;86.0;131.0;50.0;103.0;4.2;23.0;426.0;1062.0;388.0
118;Totaal alle installaties;Rijn-Midden;2002;117385;63565;24783;5921;922;7292;1011;25746;2362;42;908;28;347;541;217;53;8;231;117385;4848;464;1333;142;756;182;4796;263;14;366;7;147;43;4;10;1;19;92.0;98.0;80.0;84.0;92.0;98.0;77.0;85.0;;;;;;;;
119;Totaal alle installaties;Rijn-Midden;2003;100219;60886;22950;5630;916;7697;897;31557;2167;37;1793;102;365;627;243;58;9;370;100219;4100;375;981;120;617;104;5404;396;13;360;27;205;42;4;9;1;24;93.0;98.0;84.0;86.0;93.0;98.0;83.0;87.0;116.0;44.0;106.0;4.3;25.0;416.0;1094.0;404.0
120;Totaal alle installaties;Rijn-Midden;2004;113680;64569;24625;5960;971;8486;972;29879;2775;38;1114;28;427;573;220;53;8;239;113680;4506;359;936;122;703;130;8583;600;14;435;6;178;37;3;8;1;11;93.0;98.0;85.0;87.0;93.0;99.0;84.0;87.0;;;;;;;;
121;Totaal alle installaties;Rijn-Midden;2005;111702;68480;25819;6104;996;8896;1050;38074;3452;42;1037;35;471;623;240;56;9;263;111702;4330;348;978;89;771;192;8657;721;17;404;3;164;36;3;8;1;19;94.0;99.0;85.0;91.0;94.0;99.0;84.0;91.0;121.0;48.0;98.0;4.3;23.0;392.0;1012.0;383.0
122;Totaal alle installaties;Rijn-Midden;2006;115538;70277;26134;6369;1052;8405;888;34961;3278;43;831;23;509;642;248;60;10;267;115538;4221;349;957;86;804;128;6944;848;20;320;3;238;37;3;8;1;9;94.0;99.0;86.0;92.0;94.0;99.0;85.0;92.0;;;;;;;;
123;Totaal alle installaties;Rijn-Midden;2007;122303;70440;25984;6376;1067;7472;794;33944;2603;37;773;35;402;612;231;56;9;270;122303;4876;383;976;104;607;164;6713;295;15;356;4;198;40;3;8;1;9;94.0;98.0;86.0;90.0;93.0;99.0;85.0;90.0;118.0;46.0;101.0;4.2;23.0;401.0;1048.0;384.0
124;Totaal alle installaties;Rijn-Midden;2008;116669;73910;26956;7460;1102;7090;828;38421;2711;35;837;18;462;636;238;63;10;283;116669;4899;400;968;108;643;112;6721;170;12;423;3;184;40;3;8;1;11;93.0;99.0;86.0;90.0;93.0;99.0;87.0;90.0;;;;;;;;
125;Totaal alle installaties;Rijn-Midden;2009;112605;74720;25456;6460;1071;6772;773;27593;1685;27;687;15;412;680;239;60;10;310;112605;4297;311;1011;84;410;166;5138;123;11;260;3;205;36;3;8;1;19;94.0;99.0;86.0;92.0;94.0;99.0;84.0;92.0;123.0;46.0;97.0;4.3;22.0;411.0;1043.0;391.0
126;Totaal alle installaties;Rijn-Midden;2010;116264;75812;27330;6724;1054;6480;720;24355;1691;35;1083;18;486;727;267;64;10;280;116264;4114;338;1017;85;370;119;5765;202;12;460;4;184;37;4;9;1;9;95.0;99.0;86.0;92.0;95.0;99.0;85.0;92.0;;;;;;;;
127;Totaal alle installaties;Rijn-Midden;2011;120278;77857;26971;6785;1063;4877;590;21964;1536;24;644;14;282;713;251;61;9;272;120278;4315;301;892;85;303;91;5260;384;7;283;3;83;40;3;7;1;11;94.0;99.0;89.0;92.0;94.0;99.0;87.0;92.0;119.0;44.0;99.0;4.3;26.0;386.0;1077.0;353.0
128;Totaal alle installaties;Rijn-Midden;2012;121132;86948;30780;7178;1090;8363;1011;35584;2010;36;1004;22;391;718;259;60;9;292;121132;4094;301;954;80;575;142;8304;235;6;436;2;132;31;2;7;1;9;95.0;99.0;88.0;93.0;95.0;99.0;87.0;93.0;127.0;45.0;;;;;;
129;Totaal alle installaties;Rijn-Midden;2013;114162;79439;28257;6786;1002;6435;1072;35433;2380;25;1007;33;495;678;245;58;8;280;114162;3869;245;877;61;289;213;6052;488;6;330;7;158;31;2;7;1;5;95.0;99.0;88.0;94.0;95.0;99.0;87.0;94.0;105.0;40.0;93.0;5.0;27.0;387.0;973.0;149.0
130;Totaal alle installaties;Rijn-West;1981;479899;284605;110966;25237;7633;44403;11276;165195;48999;925;11376;291;906;510;194;47;14;172;479899;82190;27752;16092;4575;13321;4511;49559;19600;370;7963;87;453;113;30;26;9;80;76.0;83.0;44.0;34.0;71.0;75.0;36.0;40.0;268.0;95.0;127.0;3.8;24.0;443.0;1234.0;1426.0
131;Totaal alle installaties;Rijn-West;1985;576912;303976;114877;28087;7288;65551;12415;223051;57226;1231;14581;363;1525;526;206;49;13;335;576912;68231;18773;17275;4698;19665;4966;66915;22891;492;10206;109;763;110;26;26;8;37;77.0;85.0;45.0;36.0;78.0;84.0;38.0;36.0;208.0;82.0;143.0;3.8;23.0;501.0;1181.0;429.0
132;Totaal alle installaties;Rijn-West;1990;703916;372688;138122;34842;5734;71787;10334;211511;44910;1245;9632;522;1962;560;212;50;8;216;703916;63512;13709;18418;2807;14788;3503;59646;11722;498;5741;157;981;99;24;22;4;35;81.0;88.0;55.0;53.0;83.0;90.0;47.0;51.0;297.0;106.0;153.0;3.5;18.0;441.0;1043.0;461.0
133;Totaal alle installaties;Rijn-West;1991;698727;373256;137291;35351;5501;68879;7943;190413;38419;1187;7793;467;1751;558;212;52;8;224;698727;62373;12804;18967;2674;12880;2597;52935;8952;475;4481;140;875;95;21;22;4;28;82.0;89.0;56.0;55.0;83.0;91.0;46.0;51.0;327.0;120.0;130.0;3.6;19.0;428.0;1004.0;431.0
134;Totaal alle installaties;Rijn-West;1992;762761;386306;141018;35656;5523;66958;8347;214858;40597;1309;7829;437;2181;501;183;47;7;221;762761;59329;11195;18364;2599;11249;2621;58871;8363;523;4345;131;1090;83;18;19;3;23;82.0;89.0;58.0;56.0;85.0;92.0;48.0;53.0;;;;;;;;
135;Totaal alle installaties;Rijn-West;1993;781211;390052;141030;36223;5672;87382;14488;242997;42171;953;15062;482;3839;509;184;46;7;238;781211;57327;10262;18211;2732;11765;3885;54427;5532;192;5666;103;2081;78;16;18;3;20;83.0;90.0;60.0;57.0;85.0;93.0;50.0;52.0;357.0;115.0;120.0;3.6;18.0;437.0;1084.0;417.0
136;Totaal alle installaties;Rijn-West;1994;842422;393089;138080;35917;5727;77749;13010;211473;38299;1262;19297;325;3285;466;167;43;7;343;842422;52361;8567;17015;2430;9276;1738;52015;4379;179;4894;76;1535;66;12;16;3;15;85.0;92.0;62.0;60.0;87.0;94.0;53.0;58.0;;;;;;;;
137;Totaal alle installaties;Rijn-West;1995;766485;381442;135351;35794;5628;80158;19533;184889;39469;1021;12951;376;3114;511;183;48;8;267;766485;39967;6193;15478;1359;7830;2353;49501;4312;171;4591;80;1368;61;10;16;2;19;87.0;94.0;67.0;69.0;90.0;95.0;57.0;76.0;295.0;94.0;112.0;3.8;20.0;511.0;1248.0;488.0
138;Totaal alle installaties;Rijn-West;1996;710753;387196;145632;35592;5509;65005;10282;172644;28944;1182;13850;292;2609;569;220;53;8;295;710753;38414;6157;15740;1273;5352;1863;44431;2948;238;4548;72;1156;58;10;17;2;19;89.0;95.0;68.0;71.0;90.0;96.0;56.0;77.0;;;;;;;;
139;Totaal alle installaties;Rijn-West;1997;730840;388691;155104;37320;5799;64969;7373;151019;24659;355;7666;227;2670;538;215;52;8;302;730840;37031;5528;15333;1307;5823;1437;34349;2849;104;3908;52;1189;55;9;15;2;17;89.0;96.0;71.0;72.0;90.0;96.0;59.0;77.0;225.0;88.0;117.0;3.9;21.0;468.0;1153.0;456.0
140;Totaal alle installaties;Rijn-West;1998;936995;394547;152960;37384;5929;64755;6992;187053;28066;388;11171;257;3782;437;171;42;7;244;936995;43262;6223;16216;1345;8384;1882;54799;3247;120;5472;68;1727;48;7;13;2;31;88.0;95.0;69.0;73.0;89.0;96.0;57.0;77.0;;;;;;;;
141;Totaal alle installaties;Rijn-West;1999;875706;388545;152848;37081;5732;64042;8133;191715;27496;428;10638;255;2905;452;180;43;7;232;875706;43685;7670;14932;1251;6042;1968;44095;2896;113;4963;75;1430;50;8;12;2;11;88.0;95.0;71.0;73.0;89.0;95.0;60.0;78.0;246.0;100.0;116.0;3.7;18.0;507.0;1234.0;569.0
142;Totaal alle installaties;Rijn-West;2000;877465;394421;152746;37227;5677;60531;6732;177574;27255;371;9635;226;2791;457;179;43;7;203;877465;38840;5432;14131;1170;5407;1402;41610;3613;148;4320;62;1295;43;6;11;2;25;90.0;97.0;74.0;73.0;90.0;96.0;62.0;79.0;;;;;;;;
143;Totaal alle installaties;Rijn-West;2001;930910;400573;154081;37088;6012;61975;6687;191535;31192;388;9607;213;3034;446;172;40;7;201;930910;41352;5761;14639;1265;6697;1523;42431;4234;151;4636;52;1417;42;5;11;2;38;90.0;97.0;74.0;74.0;90.0;96.0;61.0;79.0;197.0;74.0;113.0;3.9;20.0;476.0;1220.0;398.0
144;Totaal alle installaties;Rijn-West;2002;875166;410105;158642;38149;6350;57467;5359;170758;26735;344;7381;188;2886;479;193;44;8;204;875166;38197;5531;13777;1302;6488;1101;35335;3560;147;3363;50;1289;41;5;10;2;10;91.0;97.0;77.0;74.0;91.0;97.0;64.0;79.0;;;;;;;;
145;Totaal alle installaties;Rijn-West;2003;756709;387505;150168;36705;6065;58174;4695;152686;22630;366;6891;207;2764;525;203;50;8;239;756709;31721;4279;11973;1183;5161;943;28623;3452;140;2809;62;1299;41;5;10;2;9;92.0;97.0;79.0;76.0;92.0;97.0;67.0;81.0;210.0;87.0;120.0;3.9;22.0;444.0;1150.0;430.0
146;Totaal alle installaties;Rijn-West;2004;816662;391972;148420;36669;6141;61901;5524;167507;23330;520;8105;185;2938;488;184;46;8;213;816662;32746;4378;12272;1165;4540;1059;25491;2559;117;3300;50;1316;40;4;10;2;10;92.0;97.0;78.0;76.0;92.0;97.0;67.0;81.0;;;;;;;;
147;Totaal alle installaties;Rijn-West;2005;806373;392420;142007;36589;6152;62707;5043;174960;18308;319;6508;194;3103;492;176;46;8;225;806373;32313;4296;11349;1127;3973;1166;27004;2163;130;3050;47;1485;39;4;9;2;9;92.0;97.0;79.0;78.0;92.0;97.0;69.0;82.0;304.0;107.0;118.0;4.0;22.0;447.0;1189.0;407.0
148;Totaal alle installaties;Rijn-West;2006;818201;391071;141401;37762;5980;57769;4796;146251;19247;287;7105;183;3029;500;178;47;8;225;818201;33239;4065;9606;1069;3348;980;23898;2253;112;3188;58;1260;40;5;9;2;10;92.0;97.0;80.0;77.0;92.0;97.0;75.0;82.0;;;;;;;;
149;Totaal alle installaties;Rijn-West;2007;874969;392200;145820;38063;6303;65335;5822;186609;23590;422;7312;190;3352;446;162;43;7;204;874969;31090;3480;8022;1016;4080;1187;28075;2395;147;3270;49;1465;36;4;8;2;8;92.0;97.0;81.0;78.0;92.0;98.0;79.0;84.0;139.0;53.0;116.0;3.9;22.0;454.0;1247.0;415.0
150;Totaal alle installaties;Rijn-West;2008;842205;396430;152242;38294;6267;61676;5465;195243;24280;311;6980;191;3015;481;177;46;8;212;842205;30364;3477;7152;1023;3309;662;25965;2782;103;2702;54;1316;38;4;8;2;9;92.0;97.0;83.0;79.0;92.0;98.0;81.0;84.0;;;;;;;;
151;Totaal alle installaties;Rijn-West;2009;785092;388577;151232;37894;6191;66290;6378;172670;20397;365;7288;170;2928;516;195;49;8;234;785092;28520;3342;6420;970;4191;958;27139;1822;103;3026;45;1191;37;4;8;2;10;92.0;98.0;84.0;79.0;93.0;98.0;83.0;84.0;255.0;98.0;116.0;3.9;22.0;452.0;1122.0;344.0
152;Totaal alle installaties;Rijn-West;2010;847482;391678;156219;38729;5878;62468;6629;186164;17234;366;7158;163;3291;484;189;46;7;221;847482;29803;3365;7221;924;3295;1036;28570;1716;129;3347;48;1358;38;5;8;1;9;92.0;97.0;82.0;79.0;92.0;98.0;81.0;84.0;;;;;;;;
153;Totaal alle installaties;Rijn-West;2011;834471;392935;160775;38900;5826;61359;6317;165207;19119;379;8128;168;3038;490;195;46;7;235;834471;29810;3344;6403;881;3069;871;24318;1674;98;3718;38;1249;36;4;7;1;7;92.0;98.0;84.0;81.0;92.0;98.0;84.0;85.0;180.0;71.0;112.0;3.9;22.0;446.0;1066.0;350.0
154;Totaal alle installaties;Rijn-West;2012;876502;396959;161344;38693;5647;60084;5741;157983;15566;354;6163;122;3012;480;189;44;7;225;876502;29029;3296;6641;886;3771;803;30403;2035;95;2513;27;1348;36;4;7;1;8;92.0;98.0;84.0;81.0;93.0;98.0;83.0;84.0;273.0;97.0;;3.6;;;;
155;Totaal alle installaties;Rijn-West;2013;836912;396243;164694;38717;5722;68871;6058;170125;17370;361;6985;140;3442;486;197;45;7;232;836912;29346;3286;6390;916;4258;904;33015;1178;66;2995;31;1643;37;4;7;1;9;92.0;98.0;85.0;81.0;93.0;98.0;83.0;84.0;256.0;98.0;115.0;3.7;21.0;442.0;1043.0;353.0
