ID;SoortVacature;BedrijvenEnInstellingen;SBI93;Perioden;TotaalAantalVacatures_1;Bedrijfsgrootte10Werknemers_2;Bedrijfsgrootte1099Werknemers_3;Bedrijfsgrootte100Werknemers_4;k_11ElementaireBeroepen_5;TotaalLagereBeroepen_6;k_20LagereBeroepenZND_7;k_21LagereNietSpecialistischeBeroepen_8;k_22LagereDocentenSportvakken_9;k_24LagereAgrarischeBeroepen_10;k_25LagereWiskNatuurwetBeroepen_11;k_26LagereTechnischeBeroepen_12;k_28LagereTransportberoepen_13;k_29LagereParaMedischeBeroepen_14;k_31LagereAdminCommercieleBeroepen_15;k_33LagereBeveiligingberoepen_16;k_37LagereVerzorgendeBeroepen_17;TotaalMiddelbareBeroepen_18;k_40MiddelbareBeroepenZND_19;k_42MiddelbDocentenTranspSportvak_20;k_44MiddelbareAgrarischeBeroepen_21;k_45MiddelbareWiskNatuurwetBeroepen_22;k_46MiddelbareTechnischeBeroepen_23;k_48MiddelbareTransportberoepen_24;k_49MiddelbareParaMedischeBeroepen_25;k_51MiddelbAdminCommercieleBeroepen_26;k_53MiddelbJuridischBeveiligberoepen_27;k_55MiddelbareTaalkCultureleBeroepen_28;k_56MiddelbBeroepGedragMaatschappij_29;k_57MiddelbareVerzorgendeBeroepen_30;TotaalHogereBeroepen_31;k_60HogereBeroepenZND_32;k_62HogerePedagogischeBeroepen_33;k_64HogereLandbouwkundigeBeroepen_34;k_65HogereWiskundigeNatuurwetBeroep_35;k_66HogereTechnischeBeroepen_36;k_68HogereTransportberoepen_37;k_69HogereParaMedischeBeroepen_38;k_71HogereAdmCommercEconBeroepen_39;k_73HogereJurBestuurlBeveiligBeroep_40;k_75HogereTaalkCultureleBeroepen_41;k_76HogereBeroepGedragEnMaatschappij_42;k_77HogereVerzorgendeBeroepen_43;k_78ManagersHboWerkEnDenkniveau_44;TotaalWetenschappelijkeBeroepen_45;k_80WetenschappelijkeBeroepenZND_46;k_82WetenschapPedagogischeBeroepen_47;k_84WetenschapLandbouwkBeroepen_48;k_85WetenschapWiskNatuurwBeroepen_49;k_86WetenschapTechnischeBeroepen_50;k_89WetenschapParaMedischeBeroepen_51;k_91WetenschapEconAdminBeroepen_52;k_93WetenschapJuridBestuurlBeroep_53;k_96WetenschapBeroepenGedragMaatsch_54;k_98ManagersWetenschapWerkDenkniv_55;BeroepOnbekend_56;k_2LagerOnderwijs_57;k_3VoortgezetOnderwijsLagereTrap_58;k_4VoortgezetOnderwijsHogereTrap_59;k_5HogerOnderwijs1eTrap_60;k_67HogerOnderwijs2e3eTrap_61;k_9Onbekend_62
1633;Voor schoolverlaters;Totaal bedrijven en instellingen;802 Secundair onderwijs en educatie;2002;0.2;0.0;0.0;0.2;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.1;0.0;0.1;0.0;
1634;Voor schoolverlaters;Totaal bedrijven en instellingen;802 Secundair onderwijs en educatie;2003;0.2;0.0;0.0;0.2;0.0;0.0;;;;0.0;;0.0;;;0.0;;0.0;0.0;;;;;0.0;;;0.0;;0.0;0.0;;0.1;0.0;0.1;;;0.0;;0.0;0.0;0.0;;0.0;;0.0;0.0;;0.0;;;0.0;;0.0;;0.0;0.0;;0.0;0.0;0.0;0.1;0.0;
1635;Voor schoolverlaters;Totaal bedrijven en instellingen;802 Secundair onderwijs en educatie;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1636;Voor schoolverlaters;Totaal bedrijven en instellingen;802 Secundair onderwijs en educatie;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1637;Voor schoolverlaters;Totaal bedrijven en instellingen;802 Secundair onderwijs en educatie;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1638;Voor schoolverlaters;Totaal bedrijven en instellingen;803 Tertiair onderwijs;2000;0.2;0.0;0.0;0.2;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.1;0.0
1639;Voor schoolverlaters;Totaal bedrijven en instellingen;803 Tertiair onderwijs;2001;0.4;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.2;0.0;0.0
1640;Voor schoolverlaters;Totaal bedrijven en instellingen;803 Tertiair onderwijs;2002;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.1;
1641;Voor schoolverlaters;Totaal bedrijven en instellingen;803 Tertiair onderwijs;2003;0.0;0.0;0.0;0.0;;0.0;;;;;;0.0;;;0.0;;;0.0;;;;;;;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;;;;;;0.0;;0.0;0.0;;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;
1642;Voor schoolverlaters;Totaal bedrijven en instellingen;803 Tertiair onderwijs;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1643;Voor schoolverlaters;Totaal bedrijven en instellingen;803 Tertiair onderwijs;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1644;Voor schoolverlaters;Totaal bedrijven en instellingen;803 Tertiair onderwijs;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1645;Voor schoolverlaters;Totaal bedrijven en instellingen;804 Autorijsch,afstandsonderw,bedrijfopl;2000;0.4;0.0;0.3;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0
1646;Voor schoolverlaters;Totaal bedrijven en instellingen;804 Autorijsch,afstandsonderw,bedrijfopl;2001;1.4;0.1;1.2;0.1;0.0;1.3;0.0;0.0;0.0;0.0;0.0;1.3;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3;0.1;0.0;0.0;0.0
1647;Voor schoolverlaters;Totaal bedrijven en instellingen;804 Autorijsch,afstandsonderw,bedrijfopl;2002;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;
1648;Voor schoolverlaters;Totaal bedrijven en instellingen;804 Autorijsch,afstandsonderw,bedrijfopl;2003;0.1;0.0;0.0;0.1;;0.0;;;;;;;;;;;0.0;0.1;;0.0;;;0.1;;;0.0;;;;;0.0;0.0;0.0;;;;;;0.0;;;0.0;;;0.0;;0.0;;;;;0.0;;;0.0;;;0.1;0.0;0.0;0.0;
1649;Voor schoolverlaters;Totaal bedrijven en instellingen;804 Autorijsch,afstandsonderw,bedrijfopl;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1650;Voor schoolverlaters;Totaal bedrijven en instellingen;804 Autorijsch,afstandsonderw,bedrijfopl;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1651;Voor schoolverlaters;Totaal bedrijven en instellingen;804 Autorijsch,afstandsonderw,bedrijfopl;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1652;Voor schoolverlaters;Totaal bedrijven en instellingen;N Gezondheids- en welzijnszorg;2000;7.5;0.6;1.2;5.7;0.3;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.1;0.0;1.4;4.0;;;0.0;0.0;;0.0;1.8;0.4;0.0;0.0;0.4;1.3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.0;0.0;0.0;0.3;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.3;1.4;4.8;0.9;0.1;0.0
1653;Voor schoolverlaters;Totaal bedrijven en instellingen;N Gezondheids- en welzijnszorg;2001;9.2;0.8;1.1;7.3;0.5;1.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.1;0.0;1.5;5.0;;;0.0;0.0;;0.0;2.3;0.4;0.0;0.0;0.6;1.5;1.6;0.1;0.0;0.0;0.0;0.0;0.0;0.9;0.1;0.0;0.0;0.4;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.5;1.6;5.3;1.7;0.2;0.0
1654;Voor schoolverlaters;Totaal bedrijven en instellingen;N Gezondheids- en welzijnszorg;2002;4.2;0.6;0.4;3.1;0.6;1.6;0.1;0.0;0.0;0.0;0.0;0.1;0.0;0.7;0.1;0.0;0.5;1.5;;;0.0;0.0;;0.0;1.0;0.1;0.0;0.0;0.2;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.2;0.1;0.0;0.0;0.0;;0.5;1.4;1.9;0.2;0.2;
1655;Voor schoolverlaters;Totaal bedrijven en instellingen;N Gezondheids- en welzijnszorg;2003;3.0;0.3;0.2;2.6;0.1;0.7;;;;0.0;;0.1;0.0;0.1;0.1;0.0;0.5;1.6;;0.0;0.0;0.0;0.0;;1.0;0.0;0.0;0.0;0.1;0.4;0.6;0.0;0.1;0.0;0.0;0.0;;0.2;0.0;0.0;0.0;0.3;0.0;0.0;0.0;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;;0.2;0.5;1.4;0.8;0.1;
1656;Voor schoolverlaters;Totaal bedrijven en instellingen;N Gezondheids- en welzijnszorg;2004;1.5;0.0;0.2;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1657;Voor schoolverlaters;Totaal bedrijven en instellingen;N Gezondheids- en welzijnszorg;2006;2.0;0.4;0.2;1.4;0.1;0.6;;0.0;;0.0;0.0;0.0;0.0;0.1;0.1;;0.5;1.0;;0.0;;0.0;0.0;0.0;0.5;0.1;0.0;0.0;0.2;0.1;0.2;0.0;0.0;;;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;;0.0;;0.1;0.0;0.0;0.0;0.0;;0.3;0.4;1.1;0.2;0.1;
1658;Voor schoolverlaters;Totaal bedrijven en instellingen;N Gezondheids- en welzijnszorg;2008;7.4;0.9;1.8;4.7;0.3;2.2;;;;;0.0;0.0;0.1;0.3;0.1;;1.8;4.0;0.0;0.0;0.0;0.0;0.1;0.0;2.1;0.3;;0.0;1.4;0.0;0.5;0.0;0.0;0.0;;0.0;0.0;0.3;0.1;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;;0.0;0.0;0.3;0.0;0.0;0.0;0.0;;0.5;1.6;3.8;1.1;0.3;
1659;Voor schoolverlaters;Totaal bedrijven en instellingen;851 Ziekenhuis,kliniek met overnachting;2000;1.2;0.0;0.0;1.2;0.1;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.1;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.6;0.3;0.1;0.0
1660;Voor schoolverlaters;Totaal bedrijven en instellingen;851 Ziekenhuis,kliniek met overnachting;2001;2.5;0.0;0.0;2.5;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;1.2;0.0;0.0;0.0;0.0;0.1;0.0;0.8;0.2;0.0;0.0;0.0;0.1;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.1;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.2;1.3;0.9;0.0;0.0
1661;Voor schoolverlaters;Totaal bedrijven en instellingen;851 Ziekenhuis,kliniek met overnachting;2002;1.4;0.0;0.0;1.4;0.2;0.7;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.0;;0.0;0.8;0.4;0.1;0.1;
1662;Voor schoolverlaters;Totaal bedrijven en instellingen;851 Ziekenhuis,kliniek met overnachting;2003;1.4;0.0;0.0;1.4;0.0;0.0;;;;0.0;;0.0;;0.0;0.0;0.0;0.0;1.0;;;0.0;;0.0;;0.9;0.0;;0.0;0.1;0.0;0.3;0.0;0.1;;0.0;0.0;;0.1;0.0;0.0;;0.1;0.0;0.0;0.0;;0.0;;0.0;;0.0;0.0;;0.0;0.0;;0.0;0.1;0.7;0.5;0.0;
1663;Voor schoolverlaters;Totaal bedrijven en instellingen;851 Ziekenhuis,kliniek met overnachting;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1664;Voor schoolverlaters;Totaal bedrijven en instellingen;851 Ziekenhuis,kliniek met overnachting;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1665;Voor schoolverlaters;Totaal bedrijven en instellingen;851 Ziekenhuis,kliniek met overnachting;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1666;Voor schoolverlaters;Totaal bedrijven en instellingen;8511d Medisch+veterin.dnst gn ziekenhuis;2000;0.7;0.3;0.1;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.1;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.1;0.0;0.0
1667;Voor schoolverlaters;Totaal bedrijven en instellingen;8511d Medisch+veterin.dnst gn ziekenhuis;2001;0.6;0.3;0.1;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0
1668;Voor schoolverlaters;Totaal bedrijven en instellingen;8511d Medisch+veterin.dnst gn ziekenhuis;2002;0.5;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;;0.0;0.0;0.4;0.1;0.0;
1669;Voor schoolverlaters;Totaal bedrijven en instellingen;8511d Medisch+veterin.dnst gn ziekenhuis;2003;0.1;0.0;0.0;0.0;;0.0;;;;0.0;;;;0.0;0.0;;0.0;0.0;;;;0.0;0.0;;0.0;0.0;;;0.0;0.0;0.1;0.0;0.0;0.0;;0.0;;0.1;0.0;0.0;0.0;0.0;;0.0;0.0;;;;;;0.0;0.0;;0.0;;;;0.0;0.0;0.1;0.0;
1670;Voor schoolverlaters;Totaal bedrijven en instellingen;8511d Medisch+veterin.dnst gn ziekenhuis;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1671;Voor schoolverlaters;Totaal bedrijven en instellingen;8511d Medisch+veterin.dnst gn ziekenhuis;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1672;Voor schoolverlaters;Totaal bedrijven en instellingen;8511d Medisch+veterin.dnst gn ziekenhuis;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1673;Voor schoolverlaters;Totaal bedrijven en instellingen;8531 Welzijnszorg met huisvesting;2000;2.3;0.0;0.4;1.9;0.2;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.2;1.3;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.1;0.0;0.0;0.3;0.3;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.5;1.5;0.2;0.0;0.0
1674;Voor schoolverlaters;Totaal bedrijven en instellingen;8531 Welzijnszorg met huisvesting;2001;2.6;0.1;0.4;2.1;0.2;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.3;1.4;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.4;0.2;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.5;1.6;0.4;0.0;0.0
1675;Voor schoolverlaters;Totaal bedrijven en instellingen;8531 Welzijnszorg met huisvesting;2002;0.8;0.0;0.1;0.7;0.1;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.1;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.3;0.5;0.0;0.0;
1676;Voor schoolverlaters;Totaal bedrijven en instellingen;8531 Welzijnszorg met huisvesting;2003;0.6;0.0;0.1;0.5;0.1;0.2;;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.1;0.3;;;;;0.0;;0.1;0.0;;;0.0;0.2;0.1;0.0;0.0;;;0.0;;0.0;0.0;0.0;;0.0;0.0;;0.0;;0.0;;;;0.0;0.0;;0.0;0.0;;0.0;0.2;0.3;0.0;0.0;
1677;Voor schoolverlaters;Totaal bedrijven en instellingen;8531 Welzijnszorg met huisvesting;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1678;Voor schoolverlaters;Totaal bedrijven en instellingen;8531 Welzijnszorg met huisvesting;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1679;Voor schoolverlaters;Totaal bedrijven en instellingen;8531 Welzijnszorg met huisvesting;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1680;Voor schoolverlaters;Totaal bedrijven en instellingen;8534 Overige welzijnszorg;2000;3.3;0.2;0.7;2.4;0.0;1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;1.0;1.7;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.1;0.0;0.0;0.1;1.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.7;2.2;0.3;0.0;0.0
1681;Voor schoolverlaters;Totaal bedrijven en instellingen;8534 Overige welzijnszorg;2001;3.5;0.5;0.6;2.4;0.1;1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1;1.9;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.1;0.0;0.0;0.2;1.2;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.9;1.9;0.4;0.0;0.0
1682;Voor schoolverlaters;Totaal bedrijven en instellingen;8534 Overige welzijnszorg;2002;1.4;0.2;0.3;1.0;0.3;0.6;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.1;0.0;0.0;0.3;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.1;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.4;0.3;0.6;0.0;0.0;
1683;Voor schoolverlaters;Totaal bedrijven en instellingen;8534 Overige welzijnszorg;2003;1.0;0.3;0.1;0.7;0.0;0.4;;;;;;0.1;;0.0;0.1;;0.3;0.3;;0.0;;;0.0;;0.1;0.0;0.0;;0.0;0.2;0.2;0.0;0.0;;;0.0;;0.0;0.0;0.0;;0.2;0.0;;0.0;;;;;;0.0;;0.0;0.0;0.0;;0.1;0.2;0.4;0.2;0.0;
1684;Voor schoolverlaters;Totaal bedrijven en instellingen;8534 Overige welzijnszorg;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1685;Voor schoolverlaters;Totaal bedrijven en instellingen;8534 Overige welzijnszorg;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1686;Voor schoolverlaters;Totaal bedrijven en instellingen;8534 Overige welzijnszorg;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1687;Voor schoolverlaters;Totaal bedrijven en instellingen;O Cultuur, recreatie en  ov. dienstverl.;2000;2.3;1.0;0.5;0.7;0.5;0.7;0.0;0.0;0.0;0.0;0.0;0.2;0.2;0.0;0.1;0.0;0.2;0.7;;;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.4;0.3;0.0;0.1;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.8;0.9;0.2;0.0;0.0
1688;Voor schoolverlaters;Totaal bedrijven en instellingen;O Cultuur, recreatie en  ov. dienstverl.;2001;2.9;1.4;1.0;0.5;0.7;0.8;0.1;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.4;0.0;0.1;1.1;;;0.0;0.0;0.1;0.0;0.0;0.3;0.0;0.0;0.0;0.6;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;1.0;1.3;0.2;0.0;0.0
1689;Voor schoolverlaters;Totaal bedrijven en instellingen;O Cultuur, recreatie en  ov. dienstverl.;2002;1.7;0.9;0.6;0.2;0.4;0.8;0.0;0.0;0.0;0.1;0.0;0.4;0.0;0.0;0.2;0.0;0.1;0.4;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.3;0.9;0.3;0.1;0.1;
1690;Voor schoolverlaters;Totaal bedrijven en instellingen;O Cultuur, recreatie en  ov. dienstverl.;2003;1.1;0.5;0.4;0.2;0.0;0.7;;;0.0;0.1;;0.3;0.1;;0.0;0.0;0.2;0.3;;0.2;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;0.0;0.0;;;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.5;0.5;0.1;0.0;
1691;Voor schoolverlaters;Totaal bedrijven en instellingen;O Cultuur, recreatie en  ov. dienstverl.;2004;0.7;0.3;0.2;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
