ID;LeeftijdReferentiepersoon;BurgerlijkeStaatReferentiepersoon;SamenstellingVanHetHuishouden;Perioden;ParticuliereHuishoudens_1
55;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2034;3791929
56;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2035;3822427
57;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2036;3850818
58;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2037;3877630
59;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2038;3902402
60;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2039;3925174
61;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2040;3946347
62;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2041;3965917
63;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2042;3983499
64;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2043;3999573
65;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2044;4014177
66;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2045;4027469
67;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2046;4039453
68;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2047;4050759
69;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2048;4061702
70;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2049;4072250
71;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2050;4082588
72;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2051;4092879
73;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2052;4103245
74;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2053;4113714
75;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2054;4124657
76;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2055;4135847
77;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2056;4147327
78;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2057;4159139
79;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2058;4171263
80;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2059;4183662
81;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2060;4196388
82;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2061;4209367
83;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2062;4222639
84;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2063;4236297
85;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2064;4250356
86;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2065;4264940
87;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2066;4280070
88;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2067;4295765
89;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2068;4311990
90;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2069;4328698
91;Totaal;Totaal burgerlijke staat;Eenpersoonshuishouden;2070;4345812
92;Totaal;Totaal burgerlijke staat;Paar;2025;4379814
93;Totaal;Totaal burgerlijke staat;Paar;2026;4393446
94;Totaal;Totaal burgerlijke staat;Paar;2027;4405955
95;Totaal;Totaal burgerlijke staat;Paar;2028;4418688
96;Totaal;Totaal burgerlijke staat;Paar;2029;4430650
97;Totaal;Totaal burgerlijke staat;Paar;2030;4442388
98;Totaal;Totaal burgerlijke staat;Paar;2031;4453618
99;Totaal;Totaal burgerlijke staat;Paar;2032;4463990
100;Totaal;Totaal burgerlijke staat;Paar;2033;4473590
101;Totaal;Totaal burgerlijke staat;Paar;2034;4482414
102;Totaal;Totaal burgerlijke staat;Paar;2035;4490371
103;Totaal;Totaal burgerlijke staat;Paar;2036;4497633
104;Totaal;Totaal burgerlijke staat;Paar;2037;4504194
105;Totaal;Totaal burgerlijke staat;Paar;2038;4510058
106;Totaal;Totaal burgerlijke staat;Paar;2039;4515293
107;Totaal;Totaal burgerlijke staat;Paar;2040;4520002
108;Totaal;Totaal burgerlijke staat;Paar;2041;4524242
109;Totaal;Totaal burgerlijke staat;Paar;2042;4528038
110;Totaal;Totaal burgerlijke staat;Paar;2043;4531427
111;Totaal;Totaal burgerlijke staat;Paar;2044;4534460
112;Totaal;Totaal burgerlijke staat;Paar;2045;4537158
113;Totaal;Totaal burgerlijke staat;Paar;2046;4539569
114;Totaal;Totaal burgerlijke staat;Paar;2047;4541690
115;Totaal;Totaal burgerlijke staat;Paar;2048;4543598
116;Totaal;Totaal burgerlijke staat;Paar;2049;4545401
117;Totaal;Totaal burgerlijke staat;Paar;2050;4547287
118;Totaal;Totaal burgerlijke staat;Paar;2051;4549503
119;Totaal;Totaal burgerlijke staat;Paar;2052;4552260
120;Totaal;Totaal burgerlijke staat;Paar;2053;4555812
121;Totaal;Totaal burgerlijke staat;Paar;2054;4560314
122;Totaal;Totaal burgerlijke staat;Paar;2055;4565939
123;Totaal;Totaal burgerlijke staat;Paar;2056;4572789
124;Totaal;Totaal burgerlijke staat;Paar;2057;4580921
125;Totaal;Totaal burgerlijke staat;Paar;2058;4590361
126;Totaal;Totaal burgerlijke staat;Paar;2059;4601078
127;Totaal;Totaal burgerlijke staat;Paar;2060;4613056
128;Totaal;Totaal burgerlijke staat;Paar;2061;4626184
129;Totaal;Totaal burgerlijke staat;Paar;2062;4640375
130;Totaal;Totaal burgerlijke staat;Paar;2063;4655498
131;Totaal;Totaal burgerlijke staat;Paar;2064;4671397
132;Totaal;Totaal burgerlijke staat;Paar;2065;4687951
133;Totaal;Totaal burgerlijke staat;Paar;2066;4704986
134;Totaal;Totaal burgerlijke staat;Paar;2067;4722331
135;Totaal;Totaal burgerlijke staat;Paar;2068;4739843
136;Totaal;Totaal burgerlijke staat;Paar;2069;4757366
137;Totaal;Totaal burgerlijke staat;Paar;2070;4774772
138;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2025;624203
139;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2026;629023
140;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2027;634429
141;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2028;639299
142;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2029;644185
143;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2030;648900
144;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2031;653484
145;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2032;658091
146;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2033;662861
147;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2034;667686
148;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2035;672494
149;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2036;677775
150;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2037;682722
151;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2038;687831
152;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2039;693125
153;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2040;698588
154;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2041;704089
155;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2042;710119
156;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2043;716224
157;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2044;722382
158;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2045;728651
159;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2046;735100
160;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2047;741375
161;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2048;747463
162;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2049;753439
163;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2050;759262
164;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2051;764819
165;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2052;769917
166;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2053;774607
167;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2054;778533
168;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2055;781954
169;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2056;784817
170;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2057;787129
171;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2058;788911
172;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2059;790234
173;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2060;791156
174;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2061;791808
175;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2062;792254
176;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2063;792572
177;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2064;792835
178;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2065;793087
179;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2066;793391
180;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2067;793801
181;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2068;794347
182;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2069;795052
183;Totaal;Totaal burgerlijke staat;Eenouderhuishouden;2070;795994
184;Totaal;Totaal burgerlijke staat;Overig huishouden;2025;46865
185;Totaal;Totaal burgerlijke staat;Overig huishouden;2026;46918
186;Totaal;Totaal burgerlijke staat;Overig huishouden;2027;47067
187;Totaal;Totaal burgerlijke staat;Overig huishouden;2028;47269
188;Totaal;Totaal burgerlijke staat;Overig huishouden;2029;47433
189;Totaal;Totaal burgerlijke staat;Overig huishouden;2030;47553
190;Totaal;Totaal burgerlijke staat;Overig huishouden;2031;47626
191;Totaal;Totaal burgerlijke staat;Overig huishouden;2032;47688
192;Totaal;Totaal burgerlijke staat;Overig huishouden;2033;47733
193;Totaal;Totaal burgerlijke staat;Overig huishouden;2034;47795
194;Totaal;Totaal burgerlijke staat;Overig huishouden;2035;47851
195;Totaal;Totaal burgerlijke staat;Overig huishouden;2036;47888
196;Totaal;Totaal burgerlijke staat;Overig huishouden;2037;47904
197;Totaal;Totaal burgerlijke staat;Overig huishouden;2038;47895
198;Totaal;Totaal burgerlijke staat;Overig huishouden;2039;47872
199;Totaal;Totaal burgerlijke staat;Overig huishouden;2040;47842
200;Totaal;Totaal burgerlijke staat;Overig huishouden;2041;47835
201;Totaal;Totaal burgerlijke staat;Overig huishouden;2042;47792
202;Totaal;Totaal burgerlijke staat;Overig huishouden;2043;47764
203;Totaal;Totaal burgerlijke staat;Overig huishouden;2044;47717
204;Totaal;Totaal burgerlijke staat;Overig huishouden;2045;47678
205;Totaal;Totaal burgerlijke staat;Overig huishouden;2046;47667
206;Totaal;Totaal burgerlijke staat;Overig huishouden;2047;47671
207;Totaal;Totaal burgerlijke staat;Overig huishouden;2048;47678
208;Totaal;Totaal burgerlijke staat;Overig huishouden;2049;47696
209;Totaal;Totaal burgerlijke staat;Overig huishouden;2050;47729
210;Totaal;Totaal burgerlijke staat;Overig huishouden;2051;47791
211;Totaal;Totaal burgerlijke staat;Overig huishouden;2052;47897
212;Totaal;Totaal burgerlijke staat;Overig huishouden;2053;48033
213;Totaal;Totaal burgerlijke staat;Overig huishouden;2054;48190
214;Totaal;Totaal burgerlijke staat;Overig huishouden;2055;48393
215;Totaal;Totaal burgerlijke staat;Overig huishouden;2056;48602
216;Totaal;Totaal burgerlijke staat;Overig huishouden;2057;48844
217;Totaal;Totaal burgerlijke staat;Overig huishouden;2058;49105
218;Totaal;Totaal burgerlijke staat;Overig huishouden;2059;49378
219;Totaal;Totaal burgerlijke staat;Overig huishouden;2060;49649
220;Totaal;Totaal burgerlijke staat;Overig huishouden;2061;49909
221;Totaal;Totaal burgerlijke staat;Overig huishouden;2062;50172
222;Totaal;Totaal burgerlijke staat;Overig huishouden;2063;50422
223;Totaal;Totaal burgerlijke staat;Overig huishouden;2064;50655
224;Totaal;Totaal burgerlijke staat;Overig huishouden;2065;50869
225;Totaal;Totaal burgerlijke staat;Overig huishouden;2066;51078
226;Totaal;Totaal burgerlijke staat;Overig huishouden;2067;51257
227;Totaal;Totaal burgerlijke staat;Overig huishouden;2068;51427
228;Totaal;Totaal burgerlijke staat;Overig huishouden;2069;51576
229;Totaal;Totaal burgerlijke staat;Overig huishouden;2070;51705
230;Totaal;Ongehuwd;Particulier huishouden;2025;3173386
231;Totaal;Ongehuwd;Particulier huishouden;2026;3242573
232;Totaal;Ongehuwd;Particulier huishouden;2027;3303464
233;Totaal;Ongehuwd;Particulier huishouden;2028;3359163
234;Totaal;Ongehuwd;Particulier huishouden;2029;3409259
235;Totaal;Ongehuwd;Particulier huishouden;2030;3456743
236;Totaal;Ongehuwd;Particulier huishouden;2031;3502824
237;Totaal;Ongehuwd;Particulier huishouden;2032;3548504
238;Totaal;Ongehuwd;Particulier huishouden;2033;3593919
239;Totaal;Ongehuwd;Particulier huishouden;2034;3638941
240;Totaal;Ongehuwd;Particulier huishouden;2035;3683022
241;Totaal;Ongehuwd;Particulier huishouden;2036;3726603
242;Totaal;Ongehuwd;Particulier huishouden;2037;3769416
243;Totaal;Ongehuwd;Particulier huishouden;2038;3811361
244;Totaal;Ongehuwd;Particulier huishouden;2039;3852384
245;Totaal;Ongehuwd;Particulier huishouden;2040;3892838
246;Totaal;Ongehuwd;Particulier huishouden;2041;3932568
247;Totaal;Ongehuwd;Particulier huishouden;2042;3971385
248;Totaal;Ongehuwd;Particulier huishouden;2043;4009234
249;Totaal;Ongehuwd;Particulier huishouden;2044;4046097
250;Totaal;Ongehuwd;Particulier huishouden;2045;4082104
251;Totaal;Ongehuwd;Particulier huishouden;2046;4117311
252;Totaal;Ongehuwd;Particulier huishouden;2047;4151964
253;Totaal;Ongehuwd;Particulier huishouden;2048;4186348
254;Totaal;Ongehuwd;Particulier huishouden;2049;4220606
255;Totaal;Ongehuwd;Particulier huishouden;2050;4255015
256;Totaal;Ongehuwd;Particulier huishouden;2051;4289739
257;Totaal;Ongehuwd;Particulier huishouden;2052;4324918
258;Totaal;Ongehuwd;Particulier huishouden;2053;4360625
259;Totaal;Ongehuwd;Particulier huishouden;2054;4396935
260;Totaal;Ongehuwd;Particulier huishouden;2055;4433731
261;Totaal;Ongehuwd;Particulier huishouden;2056;4470872
262;Totaal;Ongehuwd;Particulier huishouden;2057;4508213
263;Totaal;Ongehuwd;Particulier huishouden;2058;4545497
264;Totaal;Ongehuwd;Particulier huishouden;2059;4582515
265;Totaal;Ongehuwd;Particulier huishouden;2060;4619044
266;Totaal;Ongehuwd;Particulier huishouden;2061;4654863
267;Totaal;Ongehuwd;Particulier huishouden;2062;4689897
268;Totaal;Ongehuwd;Particulier huishouden;2063;4723971
269;Totaal;Ongehuwd;Particulier huishouden;2064;4757078
270;Totaal;Ongehuwd;Particulier huishouden;2065;4789108
271;Totaal;Ongehuwd;Particulier huishouden;2066;4820077
272;Totaal;Ongehuwd;Particulier huishouden;2067;4849984
273;Totaal;Ongehuwd;Particulier huishouden;2068;4878788
274;Totaal;Ongehuwd;Particulier huishouden;2069;4906580
275;Totaal;Ongehuwd;Particulier huishouden;2070;4933341
276;Totaal;Ongehuwd;Eenpersoonshuishouden;2025;1971516
277;Totaal;Ongehuwd;Eenpersoonshuishouden;2026;2023109
278;Totaal;Ongehuwd;Eenpersoonshuishouden;2027;2065706
279;Totaal;Ongehuwd;Eenpersoonshuishouden;2028;2102329
280;Totaal;Ongehuwd;Eenpersoonshuishouden;2029;2133583
281;Totaal;Ongehuwd;Eenpersoonshuishouden;2030;2162777
282;Totaal;Ongehuwd;Eenpersoonshuishouden;2031;2190679
283;Totaal;Ongehuwd;Eenpersoonshuishouden;2032;2218222
284;Totaal;Ongehuwd;Eenpersoonshuishouden;2033;2245432
285;Totaal;Ongehuwd;Eenpersoonshuishouden;2034;2272175
286;Totaal;Ongehuwd;Eenpersoonshuishouden;2035;2298049
287;Totaal;Ongehuwd;Eenpersoonshuishouden;2036;2323374
288;Totaal;Ongehuwd;Eenpersoonshuishouden;2037;2348075
289;Totaal;Ongehuwd;Eenpersoonshuishouden;2038;2372042
290;Totaal;Ongehuwd;Eenpersoonshuishouden;2039;2395362
291;Totaal;Ongehuwd;Eenpersoonshuishouden;2040;2418280
292;Totaal;Ongehuwd;Eenpersoonshuishouden;2041;2440699
293;Totaal;Ongehuwd;Eenpersoonshuishouden;2042;2462419
294;Totaal;Ongehuwd;Eenpersoonshuishouden;2043;2483513
295;Totaal;Ongehuwd;Eenpersoonshuishouden;2044;2503919
296;Totaal;Ongehuwd;Eenpersoonshuishouden;2045;2523780
297;Totaal;Ongehuwd;Eenpersoonshuishouden;2046;2543162
298;Totaal;Ongehuwd;Eenpersoonshuishouden;2047;2562400
299;Totaal;Ongehuwd;Eenpersoonshuishouden;2048;2581765
300;Totaal;Ongehuwd;Eenpersoonshuishouden;2049;2601383
301;Totaal;Ongehuwd;Eenpersoonshuishouden;2050;2621400
302;Totaal;Ongehuwd;Eenpersoonshuishouden;2051;2641904
303;Totaal;Ongehuwd;Eenpersoonshuishouden;2052;2662942
304;Totaal;Ongehuwd;Eenpersoonshuishouden;2053;2684506
305;Totaal;Ongehuwd;Eenpersoonshuishouden;2054;2706724
306;Totaal;Ongehuwd;Eenpersoonshuishouden;2055;2729426
307;Totaal;Ongehuwd;Eenpersoonshuishouden;2056;2752510
308;Totaal;Ongehuwd;Eenpersoonshuishouden;2057;2775883
309;Totaal;Ongehuwd;Eenpersoonshuishouden;2058;2799427
310;Totaal;Ongehuwd;Eenpersoonshuishouden;2059;2822984
311;Totaal;Ongehuwd;Eenpersoonshuishouden;2060;2846463
312;Totaal;Ongehuwd;Eenpersoonshuishouden;2061;2869693
313;Totaal;Ongehuwd;Eenpersoonshuishouden;2062;2892600
314;Totaal;Ongehuwd;Eenpersoonshuishouden;2063;2915122
315;Totaal;Ongehuwd;Eenpersoonshuishouden;2064;2937177
316;Totaal;Ongehuwd;Eenpersoonshuishouden;2065;2958751
317;Totaal;Ongehuwd;Eenpersoonshuishouden;2066;2979809
318;Totaal;Ongehuwd;Eenpersoonshuishouden;2067;3000310
319;Totaal;Ongehuwd;Eenpersoonshuishouden;2068;3020224
320;Totaal;Ongehuwd;Eenpersoonshuishouden;2069;3039544
321;Totaal;Ongehuwd;Eenpersoonshuishouden;2070;3058258
322;Totaal;Ongehuwd;Paar;2025;920981
323;Totaal;Ongehuwd;Paar;2026;931900
324;Totaal;Ongehuwd;Paar;2027;943727
325;Totaal;Ongehuwd;Paar;2028;956653
326;Totaal;Ongehuwd;Paar;2029;969562
327;Totaal;Ongehuwd;Paar;2030;982196
328;Totaal;Ongehuwd;Paar;2031;994937
329;Totaal;Ongehuwd;Paar;2032;1007778
330;Totaal;Ongehuwd;Paar;2033;1020776
331;Totaal;Ongehuwd;Paar;2034;1033933
332;Totaal;Ongehuwd;Paar;2035;1047165
333;Totaal;Ongehuwd;Paar;2036;1060470
334;Totaal;Ongehuwd;Paar;2037;1073792
335;Totaal;Ongehuwd;Paar;2038;1087042
336;Totaal;Ongehuwd;Paar;2039;1100076
337;Totaal;Ongehuwd;Paar;2040;1112995
338;Totaal;Ongehuwd;Paar;2041;1125755
339;Totaal;Ongehuwd;Paar;2042;1138299
340;Totaal;Ongehuwd;Paar;2043;1150559
341;Totaal;Ongehuwd;Paar;2044;1162602
342;Totaal;Ongehuwd;Paar;2045;1174368
343;Totaal;Ongehuwd;Paar;2046;1185855
344;Totaal;Ongehuwd;Paar;2047;1197064
345;Totaal;Ongehuwd;Paar;2048;1208033
346;Totaal;Ongehuwd;Paar;2049;1218743
347;Totaal;Ongehuwd;Paar;2050;1229331
348;Totaal;Ongehuwd;Paar;2051;1239901
349;Totaal;Ongehuwd;Paar;2052;1250591
350;Totaal;Ongehuwd;Paar;2053;1261493
351;Totaal;Ongehuwd;Paar;2054;1272675
352;Totaal;Ongehuwd;Paar;2055;1284091
353;Totaal;Ongehuwd;Paar;2056;1295745
354;Totaal;Ongehuwd;Paar;2057;1307554
355;Totaal;Ongehuwd;Paar;2058;1319408
356;Totaal;Ongehuwd;Paar;2059;1331207
357;Totaal;Ongehuwd;Paar;2060;1342822
358;Totaal;Ongehuwd;Paar;2061;1354148
359;Totaal;Ongehuwd;Paar;2062;1365139
360;Totaal;Ongehuwd;Paar;2063;1375672
361;Totaal;Ongehuwd;Paar;2064;1385761
362;Totaal;Ongehuwd;Paar;2065;1395322
363;Totaal;Ongehuwd;Paar;2066;1404374
364;Totaal;Ongehuwd;Paar;2067;1412907
365;Totaal;Ongehuwd;Paar;2068;1420931
366;Totaal;Ongehuwd;Paar;2069;1428504
367;Totaal;Ongehuwd;Paar;2070;1435618
368;Totaal;Ongehuwd;Eenouderhuishouden;2025;239759
369;Totaal;Ongehuwd;Eenouderhuishouden;2026;246214
370;Totaal;Ongehuwd;Eenouderhuishouden;2027;252405
371;Totaal;Ongehuwd;Eenouderhuishouden;2028;258265
372;Totaal;Ongehuwd;Eenouderhuishouden;2029;263950
373;Totaal;Ongehuwd;Eenouderhuishouden;2030;269419
374;Totaal;Ongehuwd;Eenouderhuishouden;2031;274721
375;Totaal;Ongehuwd;Eenouderhuishouden;2032;279893
376;Totaal;Ongehuwd;Eenouderhuishouden;2033;285001
377;Totaal;Ongehuwd;Eenouderhuishouden;2034;289989
378;Totaal;Ongehuwd;Eenouderhuishouden;2035;294866
379;Totaal;Ongehuwd;Eenouderhuishouden;2036;299719
380;Totaal;Ongehuwd;Eenouderhuishouden;2037;304425
381;Totaal;Ongehuwd;Eenouderhuishouden;2038;309099
382;Totaal;Ongehuwd;Eenouderhuishouden;2039;313727
383;Totaal;Ongehuwd;Eenouderhuishouden;2040;318306
384;Totaal;Ongehuwd;Eenouderhuishouden;2041;322808
385;Totaal;Ongehuwd;Eenouderhuishouden;2042;327329
386;Totaal;Ongehuwd;Eenouderhuishouden;2043;331796
387;Totaal;Ongehuwd;Eenouderhuishouden;2044;336197
388;Totaal;Ongehuwd;Eenouderhuishouden;2045;340557
389;Totaal;Ongehuwd;Eenouderhuishouden;2046;344851
390;Totaal;Ongehuwd;Eenouderhuishouden;2047;348995
391;Totaal;Ongehuwd;Eenouderhuishouden;2048;352991
392;Totaal;Ongehuwd;Eenouderhuishouden;2049;356855
393;Totaal;Ongehuwd;Eenouderhuishouden;2050;360586
394;Totaal;Ongehuwd;Eenouderhuishouden;2051;364135
395;Totaal;Ongehuwd;Eenouderhuishouden;2052;367436
396;Totaal;Ongehuwd;Eenouderhuishouden;2053;370507
397;Totaal;Ongehuwd;Eenouderhuishouden;2054;373228
398;Totaal;Ongehuwd;Eenouderhuishouden;2055;375683
399;Totaal;Ongehuwd;Eenouderhuishouden;2056;377849
400;Totaal;Ongehuwd;Eenouderhuishouden;2057;379737
401;Totaal;Ongehuwd;Eenouderhuishouden;2058;381348
402;Totaal;Ongehuwd;Eenouderhuishouden;2059;382716
403;Totaal;Ongehuwd;Eenouderhuishouden;2060;383877
404;Totaal;Ongehuwd;Eenouderhuishouden;2061;384867
405;Totaal;Ongehuwd;Eenouderhuishouden;2062;385737
406;Totaal;Ongehuwd;Eenouderhuishouden;2063;386510
407;Totaal;Ongehuwd;Eenouderhuishouden;2064;387224
408;Totaal;Ongehuwd;Eenouderhuishouden;2065;387900
409;Totaal;Ongehuwd;Eenouderhuishouden;2066;388561
410;Totaal;Ongehuwd;Eenouderhuishouden;2067;389244
411;Totaal;Ongehuwd;Eenouderhuishouden;2068;389945
