ID;Rijkswegen;Perioden;VerkeersintensiteitenRijkswegen_1
1171;Rijksweg 11 (N11);2013 februari;1572.0
1172;Rijksweg 11 (N11);2013 maart;1569.0
1173;Rijksweg 11 (N11);2013 april;1521.0
1174;Rijksweg 11 (N11);2013 mei;1565.0
1175;Rijksweg 11 (N11);2013 juni;1595.0
1176;Rijksweg 11 (N11);2013 juli;1555.0
1177;Rijksweg 11 (N11);2013 augustus;1422.0
1178;Rijksweg 11 (N11);2013 september;1587.0
1179;Rijksweg 11 (N11);2013 oktober;1700.0
1180;Rijksweg 11 (N11);2013 november;1638.0
1181;Rijksweg 11 (N11);2013 december;1481.0
1182;Rijksweg 11 (N11);2013;1552.0
1183;Rijksweg 11 (N11);2014 januari;1532.0
1184;Rijksweg 11 (N11);2014 februari;1611.0
1185;Rijksweg 11 (N11);2014 maart;1637.0
1186;Rijksweg 11 (N11);2014 april;1670.0
1187;Rijksweg 11 (N11);2014 mei;1583.0
1188;Rijksweg 11 (N11);2014 juni;1641.0
1189;Rijksweg 11 (N11);2014 juli;1608.0
1190;Rijksweg 11 (N11);2014 augustus;1442.0
1191;Rijksweg 11 (N11);2014 september;1724.0
1192;Rijksweg 11 (N11);2014 oktober;1731.0
1193;Rijksweg 11 (N11);2014 november;1656.0
1194;Rijksweg 11 (N11);2014 december;1531.0
1195;Rijksweg 11 (N11);2014;1613.0
1196;Rijksweg 11 (N11);2015 januari;1556.0
1197;Rijksweg 11 (N11);2015 februari;1671.0
1198;Rijksweg 11 (N11);2015 maart;1741.0
1199;Rijksweg 11 (N11);2015 april;1761.0
1200;Rijksweg 11 (N11);2015 mei;1677.0
1201;Rijksweg 11 (N11);2015 juni;1790.0
1202;Rijksweg 11 (N11);2015 juli;1647.0
1203;Rijksweg 11 (N11);2015 augustus;1581.0
1204;Rijksweg 11 (N11);2015 september;1780.0
1205;Rijksweg 11 (N11);2015 oktober;1765.0
1206;Rijksweg 11 (N11);2015 november;1805.0
1207;Rijksweg 11 (N11);2015 december;1652.0
1208;Rijksweg 11 (N11);2015;1702.0
1209;Rijksweg 11 (N11);2016 januari;1623.0
1210;Rijksweg 11 (N11);2016 februari;1744.0
1211;Rijksweg 11 (N11);2016 maart;1778.0
1212;Rijksweg 11 (N11);2016 april;1836.0
1213;Rijksweg 11 (N11);2016 mei;1786.0
1214;Rijksweg 11 (N11);2016 juni;1897.0
1215;Rijksweg 11 (N11);2016 juli;1690.0
1216;Rijksweg 11 (N11);2016 augustus;1720.0
1217;Rijksweg 11 (N11);2016 september;1962.0
1218;Rijksweg 11 (N11);2016 oktober;1898.0
1219;Rijksweg 11 (N11);2016 november;1875.0
1220;Rijksweg 11 (N11);2016 december;1735.0
1221;Rijksweg 11 (N11);2016;1795.0
1222;Rijksweg 11 (N11);2017 januari;1684.0
1223;Rijksweg 11 (N11);2017 februari;1796.0
1224;Rijksweg 11 (N11);2017 maart;1918.0
1225;Rijksweg 11 (N11);2017 april;1886.0
1226;Rijksweg 11 (N11);2017 mei;1908.0
1227;Rijksweg 11 (N11);2017 juni;1895.0
1228;Rijksweg 11 (N11);2017 juli;1684.0
1229;Rijksweg 11 (N11);2017 augustus;1775.0
1230;Rijksweg 11 (N11);2017 september;1834.0
1231;Rijksweg 11 (N11);2017 oktober;1817.0
1232;Rijksweg 11 (N11);2017 november;1823.0
1233;Rijksweg 11 (N11);2017 december;1598.0
1234;Rijksweg 11 (N11);2017;1802.0
1235;Rijksweg 11 (N11);2018 januari;1725.0
1236;Rijksweg 11 (N11);2018 februari;1783.0
1237;Rijksweg 11 (N11);2018 maart;1813.0
1238;Rijksweg 11 (N11);2018 april;1801.0
1239;Rijksweg 11 (N11);2018 mei;1818.0
1240;Rijksweg 11 (N11);2018 juni;1793.0
1241;Rijksweg 11 (N11);2018 juli;1752.0
1242;Rijksweg 11 (N11);2018 augustus;1718.0
1243;Rijksweg 11 (N11);2018 september;1807.0
1244;Rijksweg 11 (N11);2018 oktober;1871.0
1245;Rijksweg 11 (N11);2018 november;1863.0
1246;Rijksweg 11 (N11);2018 december;1670.0
1247;Rijksweg 11 (N11);2018;1785.0
1248;Rijksweg 12 (A12);2011 januari;3453.0
1249;Rijksweg 12 (A12);2011 februari;3985.0
1250;Rijksweg 12 (A12);2011 maart;4189.0
1251;Rijksweg 12 (A12);2011 april;4140.0
1252;Rijksweg 12 (A12);2011 mei;4096.0
1253;Rijksweg 12 (A12);2011 juni;3960.0
1254;Rijksweg 12 (A12);2011 juli;3405.0
1255;Rijksweg 12 (A12);2011 augustus;3460.0
1256;Rijksweg 12 (A12);2011 september;3791.0
1257;Rijksweg 12 (A12);2011 oktober;3732.0
1258;Rijksweg 12 (A12);2011 november;3712.0
1259;Rijksweg 12 (A12);2011 december;3366.0
1260;Rijksweg 12 (A12);2011;3771.0
1261;Rijksweg 12 (A12);2012 januari;3423.0
1262;Rijksweg 12 (A12);2012 februari;3455.0
1263;Rijksweg 12 (A12);2012 maart;3669.0
1264;Rijksweg 12 (A12);2012 april;3526.0
1265;Rijksweg 12 (A12);2012 mei;3608.0
1266;Rijksweg 12 (A12);2012 juni;3451.0
1267;Rijksweg 12 (A12);2012 juli;3409.0
1268;Rijksweg 12 (A12);2012 augustus;3709.0
1269;Rijksweg 12 (A12);2012 september;3927.0
1270;Rijksweg 12 (A12);2012 oktober;4055.0
1271;Rijksweg 12 (A12);2012 november;3877.0
1272;Rijksweg 12 (A12);2012 december;3353.0
1273;Rijksweg 12 (A12);2012;3622.0
1274;Rijksweg 12 (A12);2013 januari;3385.0
1275;Rijksweg 12 (A12);2013 februari;3682.0
1276;Rijksweg 12 (A12);2013 maart;3749.0
1277;Rijksweg 12 (A12);2013 april;3844.0
1278;Rijksweg 12 (A12);2013 mei;3883.0
1279;Rijksweg 12 (A12);2013 juni;3924.0
1280;Rijksweg 12 (A12);2013 juli;3805.0
1281;Rijksweg 12 (A12);2013 augustus;3712.0
1282;Rijksweg 12 (A12);2013 september;3985.0
1283;Rijksweg 12 (A12);2013 oktober;4030.0
1284;Rijksweg 12 (A12);2013 november;3925.0
1285;Rijksweg 12 (A12);2013 december;3555.0
1286;Rijksweg 12 (A12);2013;3789.0
1287;Rijksweg 12 (A12);2014 januari;3630.0
1288;Rijksweg 12 (A12);2014 februari;3750.0
1289;Rijksweg 12 (A12);2014 maart;3795.0
1290;Rijksweg 12 (A12);2014 april;3921.0
1291;Rijksweg 12 (A12);2014 mei;3934.0
1292;Rijksweg 12 (A12);2014 juni;4059.0
1293;Rijksweg 12 (A12);2014 juli;3909.0
1294;Rijksweg 12 (A12);2014 augustus;3666.0
1295;Rijksweg 12 (A12);2014 september;4121.0
1296;Rijksweg 12 (A12);2014 oktober;4149.0
1297;Rijksweg 12 (A12);2014 november;4018.0
1298;Rijksweg 12 (A12);2014 december;3704.0
1299;Rijksweg 12 (A12);2014;3888.0
1300;Rijksweg 12 (A12);2015 januari;3665.0
1301;Rijksweg 12 (A12);2015 februari;3928.0
1302;Rijksweg 12 (A12);2015 maart;4067.0
1303;Rijksweg 12 (A12);2015 april;4087.0
1304;Rijksweg 12 (A12);2015 mei;3952.0
1305;Rijksweg 12 (A12);2015 juni;4253.0
1306;Rijksweg 12 (A12);2015 juli;3980.0
1307;Rijksweg 12 (A12);2015 augustus;3885.0
1308;Rijksweg 12 (A12);2015 september;4211.0
1309;Rijksweg 12 (A12);2015 oktober;4246.0
1310;Rijksweg 12 (A12);2015 november;4163.0
1311;Rijksweg 12 (A12);2015 december;3890.0
1312;Rijksweg 12 (A12);2015;4026.0
1313;Rijksweg 12 (A12);2016 januari;3740.0
1314;Rijksweg 12 (A12);2016 februari;4019.0
1315;Rijksweg 12 (A12);2016 maart;4195.0
1316;Rijksweg 12 (A12);2016 april;4053.0
1317;Rijksweg 12 (A12);2016 mei;4070.0
1318;Rijksweg 12 (A12);2016 juni;4226.0
1319;Rijksweg 12 (A12);2016 juli;3972.0
1320;Rijksweg 12 (A12);2016 augustus;3992.0
1321;Rijksweg 12 (A12);2016 september;4299.0
1322;Rijksweg 12 (A12);2016 oktober;4199.0
1323;Rijksweg 12 (A12);2016 november;4207.0
1324;Rijksweg 12 (A12);2016 december;3936.0
1325;Rijksweg 12 (A12);2016;4076.0
1326;Rijksweg 12 (A12);2017 januari;3805.0
1327;Rijksweg 12 (A12);2017 februari;4083.0
1328;Rijksweg 12 (A12);2017 maart;4277.0
1329;Rijksweg 12 (A12);2017 april;4159.0
1330;Rijksweg 12 (A12);2017 mei;4246.0
1331;Rijksweg 12 (A12);2017 juni;4383.0
1332;Rijksweg 12 (A12);2017 juli;4007.0
1333;Rijksweg 12 (A12);2017 augustus;4063.0
1334;Rijksweg 12 (A12);2017 september;4320.0
1335;Rijksweg 12 (A12);2017 oktober;4404.0
1336;Rijksweg 12 (A12);2017 november;4307.0
1337;Rijksweg 12 (A12);2017 december;3766.0
1338;Rijksweg 12 (A12);2017;4152.0
1339;Rijksweg 12 (A12);2018 januari;3915.0
1340;Rijksweg 12 (A12);2018 februari;4083.0
1341;Rijksweg 12 (A12);2018 maart;4228.0
1342;Rijksweg 12 (A12);2018 april;4264.0
1343;Rijksweg 12 (A12);2018 mei;4294.0
1344;Rijksweg 12 (A12);2018 juni;4371.0
1345;Rijksweg 12 (A12);2018 juli;4120.0
1346;Rijksweg 12 (A12);2018 augustus;4122.0
1347;Rijksweg 12 (A12);2018 september;4319.0
1348;Rijksweg 12 (A12);2018 oktober;4443.0
1349;Rijksweg 12 (A12);2018 november;4343.0
1350;Rijksweg 12 (A12);2018 december;3867.0
1351;Rijksweg 12 (A12);2018;4197.0
1352;Rijksweg 13 (A13);2011 januari;5389.0
1353;Rijksweg 13 (A13);2011 februari;5810.0
1354;Rijksweg 13 (A13);2011 maart;5920.0
1355;Rijksweg 13 (A13);2011 april;5797.0
1356;Rijksweg 13 (A13);2011 mei;5874.0
1357;Rijksweg 13 (A13);2011 juni;5892.0
1358;Rijksweg 13 (A13);2011 juli;5556.0
1359;Rijksweg 13 (A13);2011 augustus;5516.0
1360;Rijksweg 13 (A13);2011 september;5997.0
1361;Rijksweg 13 (A13);2011 oktober;5892.0
1362;Rijksweg 13 (A13);2011 november;5839.0
1363;Rijksweg 13 (A13);2011 december;5433.0
1364;Rijksweg 13 (A13);2011;5741.0
1365;Rijksweg 13 (A13);2012 januari;5495.0
1366;Rijksweg 13 (A13);2012 februari;5470.0
1367;Rijksweg 13 (A13);2012 maart;5788.0
1368;Rijksweg 13 (A13);2012 april;5702.0
1369;Rijksweg 13 (A13);2012 mei;5734.0
1370;Rijksweg 13 (A13);2012 juni;5455.0
1371;Rijksweg 13 (A13);2012 juli;5332.0
1372;Rijksweg 13 (A13);2012 augustus;5730.0
1373;Rijksweg 13 (A13);2012 september;5705.0
1374;Rijksweg 13 (A13);2012 oktober;5925.0
1375;Rijksweg 13 (A13);2012 november;5797.0
1376;Rijksweg 13 (A13);2012 december;5129.0
1377;Rijksweg 13 (A13);2012;5605.0
1378;Rijksweg 13 (A13);2013 januari;5180.0
1379;Rijksweg 13 (A13);2013 februari;5645.0
1380;Rijksweg 13 (A13);2013 maart;5690.0
1381;Rijksweg 13 (A13);2013 april;5815.0
1382;Rijksweg 13 (A13);2013 mei;5878.0
1383;Rijksweg 13 (A13);2013 juni;6007.0
1384;Rijksweg 13 (A13);2013 juli;5884.0
1385;Rijksweg 13 (A13);2013 augustus;5633.0
1386;Rijksweg 13 (A13);2013 september;5916.0
1387;Rijksweg 13 (A13);2013 oktober;5894.0
1388;Rijksweg 13 (A13);2013 november;5847.0
1389;Rijksweg 13 (A13);2013 december;5382.0
1390;Rijksweg 13 (A13);2013;5730.0
1391;Rijksweg 13 (A13);2014 januari;5520.0
1392;Rijksweg 13 (A13);2014 februari;5627.0
1393;Rijksweg 13 (A13);2014 maart;5583.0
1394;Rijksweg 13 (A13);2014 april;5831.0
1395;Rijksweg 13 (A13);2014 mei;5888.0
1396;Rijksweg 13 (A13);2014 juni;5826.0
1397;Rijksweg 13 (A13);2014 juli;5470.0
1398;Rijksweg 13 (A13);2014 augustus;5529.0
1399;Rijksweg 13 (A13);2014 september;5985.0
1400;Rijksweg 13 (A13);2014 oktober;5998.0
1401;Rijksweg 13 (A13);2014 november;5842.0
1402;Rijksweg 13 (A13);2014 december;5379.0
1403;Rijksweg 13 (A13);2014;5705.0
1404;Rijksweg 13 (A13);2015 januari;5462.0
1405;Rijksweg 13 (A13);2015 februari;5761.0
1406;Rijksweg 13 (A13);2015 maart;5654.0
1407;Rijksweg 13 (A13);2015 april;5777.0
1408;Rijksweg 13 (A13);2015 mei;5743.0
1409;Rijksweg 13 (A13);2015 juni;6018.0
1410;Rijksweg 13 (A13);2015 juli;5864.0
1411;Rijksweg 13 (A13);2015 augustus;5677.0
1412;Rijksweg 13 (A13);2015 september;5799.0
1413;Rijksweg 13 (A13);2015 oktober;6007.0
1414;Rijksweg 13 (A13);2015 november;5888.0
1415;Rijksweg 13 (A13);2015 december;5231.0
1416;Rijksweg 13 (A13);2015;5738.0
1417;Rijksweg 13 (A13);2016 januari;4449.0
1418;Rijksweg 13 (A13);2016 februari;4760.0
1419;Rijksweg 13 (A13);2016 maart;4955.0
1420;Rijksweg 13 (A13);2016 april;4783.0
1421;Rijksweg 13 (A13);2016 mei;4830.0
1422;Rijksweg 13 (A13);2016 juni;5004.0
1423;Rijksweg 13 (A13);2016 juli;4566.0
1424;Rijksweg 13 (A13);2016 augustus;4445.0
1425;Rijksweg 13 (A13);2016 september;4957.0
1426;Rijksweg 13 (A13);2016 oktober;5022.0
1427;Rijksweg 13 (A13);2016 november;4784.0
1428;Rijksweg 13 (A13);2016 december;4449.0
1429;Rijksweg 13 (A13);2016;4750.0
1430;Rijksweg 13 (A13);2017 januari;4315.0
1431;Rijksweg 13 (A13);2017 februari;4559.0
1432;Rijksweg 13 (A13);2017 maart;4728.0
1433;Rijksweg 13 (A13);2017 april;4603.0
1434;Rijksweg 13 (A13);2017 mei;4433.0
1435;Rijksweg 13 (A13);2017 juni;4638.0
1436;Rijksweg 13 (A13);2017 juli;4452.0
1437;Rijksweg 13 (A13);2017 augustus;4508.0
1438;Rijksweg 13 (A13);2017 september;4756.0
1439;Rijksweg 13 (A13);2017 oktober;4786.0
1440;Rijksweg 13 (A13);2017 november;4709.0
1441;Rijksweg 13 (A13);2017 december;4217.0
1442;Rijksweg 13 (A13);2017;4559.0
1443;Rijksweg 13 (A13);2018 januari;4381.0
1444;Rijksweg 13 (A13);2018 februari;4602.0
1445;Rijksweg 13 (A13);2018 maart;4603.0
1446;Rijksweg 13 (A13);2018 april;4664.0
1447;Rijksweg 13 (A13);2018 mei;4727.0
1448;Rijksweg 13 (A13);2018 juni;4806.0
1449;Rijksweg 13 (A13);2018 juli;4595.0
1450;Rijksweg 13 (A13);2018 augustus;4572.0
1451;Rijksweg 13 (A13);2018 september;4248.0
1452;Rijksweg 13 (A13);2018 oktober;4607.0
1453;Rijksweg 13 (A13);2018 november;4594.0
1454;Rijksweg 13 (A13);2018 december;4186.0
1455;Rijksweg 13 (A13);2018;4549.0
1456;Rijksweg 14 (N14);2011 januari;1719.0
1457;Rijksweg 14 (N14);2011 februari;1786.0
1458;Rijksweg 14 (N14);2011 maart;1866.0
1459;Rijksweg 14 (N14);2011 april;1836.0
1460;Rijksweg 14 (N14);2011 mei;1845.0
1461;Rijksweg 14 (N14);2011 juni;1832.0
1462;Rijksweg 14 (N14);2011 juli;1560.0
1463;Rijksweg 14 (N14);2011 augustus;1725.0
1464;Rijksweg 14 (N14);2011 september;1884.0
1465;Rijksweg 14 (N14);2011 oktober;1861.0
1466;Rijksweg 14 (N14);2011 november;1910.0
1467;Rijksweg 14 (N14);2011 december;1783.0
1468;Rijksweg 14 (N14);2011;1800.0
1469;Rijksweg 14 (N14);2012 januari;1743.0
1470;Rijksweg 14 (N14);2012 februari;1749.0
1471;Rijksweg 14 (N14);2012 maart;1886.0
1472;Rijksweg 14 (N14);2012 april;1779.0
1473;Rijksweg 14 (N14);2012 mei;1804.0
1474;Rijksweg 14 (N14);2012 juni;1676.0
1475;Rijksweg 14 (N14);2012 juli;1575.0
1476;Rijksweg 14 (N14);2012 augustus;1477.0
1477;Rijksweg 14 (N14);2012 september;1914.0
1478;Rijksweg 14 (N14);2012 oktober;1779.0
1479;Rijksweg 14 (N14);2012 november;1781.0
1480;Rijksweg 14 (N14);2012 december;1582.0
1481;Rijksweg 14 (N14);2012;1728.0
1482;Rijksweg 14 (N14);2013 januari;1550.0
1483;Rijksweg 14 (N14);2013 februari;1660.0
1484;Rijksweg 14 (N14);2013 maart;1684.0
1485;Rijksweg 14 (N14);2013 april;1734.0
1486;Rijksweg 14 (N14);2013 mei;1725.0
1487;Rijksweg 14 (N14);2013 juni;1679.0
1488;Rijksweg 14 (N14);2013 juli;1682.0
1489;Rijksweg 14 (N14);2013 augustus;1564.0
1490;Rijksweg 14 (N14);2013 september;1771.0
1491;Rijksweg 14 (N14);2013 oktober;1791.0
1492;Rijksweg 14 (N14);2013 november;1809.0
1493;Rijksweg 14 (N14);2013 december;1639.0
1494;Rijksweg 14 (N14);2013;1690.0
1495;Rijksweg 14 (N14);2014 januari;1682.0
1496;Rijksweg 14 (N14);2014 februari;1708.0
1497;Rijksweg 14 (N14);2014 maart;1593.0
1498;Rijksweg 14 (N14);2014 april;1796.0
1499;Rijksweg 14 (N14);2014 mei;1804.0
1500;Rijksweg 14 (N14);2014 juni;1758.0
1501;Rijksweg 14 (N14);2014 juli;1743.0
1502;Rijksweg 14 (N14);2014 augustus;1572.0
1503;Rijksweg 14 (N14);2014 september;1787.0
1504;Rijksweg 14 (N14);2014 oktober;1833.0
1505;Rijksweg 14 (N14);2014 november;1803.0
1506;Rijksweg 14 (N14);2014 december;1651.0
1507;Rijksweg 14 (N14);2014;1727.0
1508;Rijksweg 14 (N14);2015 januari;1648.0
1509;Rijksweg 14 (N14);2015 februari;1717.0
1510;Rijksweg 14 (N14);2015 maart;1776.0
1511;Rijksweg 14 (N14);2015 april;1807.0
1512;Rijksweg 14 (N14);2015 mei;1735.0
1513;Rijksweg 14 (N14);2015 juni;1835.0
1514;Rijksweg 14 (N14);2015 juli;1724.0
1515;Rijksweg 14 (N14);2015 augustus;1734.0
1516;Rijksweg 14 (N14);2015 september;1950.0
1517;Rijksweg 14 (N14);2015 oktober;1879.0
1518;Rijksweg 14 (N14);2015 november;1843.0
1519;Rijksweg 14 (N14);2015 december;1711.0
1520;Rijksweg 14 (N14);2015;1780.0
1521;Rijksweg 14 (N14);2016 januari;1709.0
1522;Rijksweg 14 (N14);2016 februari;1760.0
1523;Rijksweg 14 (N14);2016 maart;1846.0
1524;Rijksweg 14 (N14);2016 april;1898.0
1525;Rijksweg 14 (N14);2016 mei;1822.0
1526;Rijksweg 14 (N14);2016 juni;1880.0
1527;Rijksweg 14 (N14);2016 juli;1700.0
1528;Rijksweg 14 (N14);2016 augustus;1784.0
1529;Rijksweg 14 (N14);2016 september;1909.0
1530;Rijksweg 14 (N14);2016 oktober;1607.0
1531;Rijksweg 14 (N14);2016 november;1851.0
1532;Rijksweg 14 (N14);2016 december;1736.0
1533;Rijksweg 14 (N14);2016;1792.0
1534;Rijksweg 14 (N14);2017 januari;1709.0
1535;Rijksweg 14 (N14);2017 februari;1799.0
1536;Rijksweg 14 (N14);2017 maart;1904.0
1537;Rijksweg 14 (N14);2017 april;1894.0
1538;Rijksweg 14 (N14);2017 mei;2081.0
1539;Rijksweg 14 (N14);2017 juni;1966.0
1540;Rijksweg 14 (N14);2017 juli;1661.0
1541;Rijksweg 14 (N14);2017 augustus;1792.0
1542;Rijksweg 14 (N14);2017 september;1716.0
1543;Rijksweg 14 (N14);2017 oktober;1882.0
1544;Rijksweg 14 (N14);2017 november;1888.0
1545;Rijksweg 14 (N14);2017 december;1689.0
1546;Rijksweg 14 (N14);2017;1832.0
1547;Rijksweg 14 (N14);2018 januari;1754.0
1548;Rijksweg 14 (N14);2018 februari;1771.0
1549;Rijksweg 14 (N14);2018 maart;1783.0
1550;Rijksweg 14 (N14);2018 april;1818.0
1551;Rijksweg 14 (N14);2018 mei;1797.0
1552;Rijksweg 14 (N14);2018 juni;1848.0
1553;Rijksweg 14 (N14);2018 juli;1726.0
1554;Rijksweg 14 (N14);2018 augustus;1707.0
1555;Rijksweg 14 (N14);2018 september;1843.0
1556;Rijksweg 14 (N14);2018 oktober;1914.0
1557;Rijksweg 14 (N14);2018 november;1946.0
1558;Rijksweg 14 (N14);2018 december;1734.0
1559;Rijksweg 14 (N14);2018;1803.0
1560;Rijksweg 15 (A15 en N15);2011 januari;1847.0
1561;Rijksweg 15 (A15 en N15);2011 februari;1990.0
1562;Rijksweg 15 (A15 en N15);2011 maart;2067.0
1563;Rijksweg 15 (A15 en N15);2011 april;2026.0
1564;Rijksweg 15 (A15 en N15);2011 mei;2011.0
1565;Rijksweg 15 (A15 en N15);2011 juni;1987.0
1566;Rijksweg 15 (A15 en N15);2011 juli;1799.0
1567;Rijksweg 15 (A15 en N15);2011 augustus;1900.0
1568;Rijksweg 15 (A15 en N15);2011 september;2057.0
1569;Rijksweg 15 (A15 en N15);2011 oktober;1999.0
1570;Rijksweg 15 (A15 en N15);2011 november;2028.0
1571;Rijksweg 15 (A15 en N15);2011 december;1832.0
1572;Rijksweg 15 (A15 en N15);2011;1961.0
1573;Rijksweg 15 (A15 en N15);2012 januari;1850.0
1574;Rijksweg 15 (A15 en N15);2012 februari;1869.0
1575;Rijksweg 15 (A15 en N15);2012 maart;1993.0
1576;Rijksweg 15 (A15 en N15);2012 april;1924.0
1577;Rijksweg 15 (A15 en N15);2012 mei;1975.0
1578;Rijksweg 15 (A15 en N15);2012 juni;1933.0
1579;Rijksweg 15 (A15 en N15);2012 juli;1872.0
1580;Rijksweg 15 (A15 en N15);2012 augustus;1891.0
1581;Rijksweg 15 (A15 en N15);2012 september;1870.0
1582;Rijksweg 15 (A15 en N15);2012 oktober;1980.0
1583;Rijksweg 15 (A15 en N15);2012 november;1982.0
1584;Rijksweg 15 (A15 en N15);2012 december;1722.0
1585;Rijksweg 15 (A15 en N15);2012;1905.0
1586;Rijksweg 15 (A15 en N15);2013 januari;1765.0
1587;Rijksweg 15 (A15 en N15);2013 februari;1881.0
1588;Rijksweg 15 (A15 en N15);2013 maart;1932.0
1589;Rijksweg 15 (A15 en N15);2013 april;1964.0
1590;Rijksweg 15 (A15 en N15);2013 mei;1984.0
1591;Rijksweg 15 (A15 en N15);2013 juni;2024.0
1592;Rijksweg 15 (A15 en N15);2013 juli;1913.0
1593;Rijksweg 15 (A15 en N15);2013 augustus;1810.0
1594;Rijksweg 15 (A15 en N15);2013 september;1988.0
1595;Rijksweg 15 (A15 en N15);2013 oktober;2004.0
1596;Rijksweg 15 (A15 en N15);2013 november;1937.0
1597;Rijksweg 15 (A15 en N15);2013 december;1752.0
1598;Rijksweg 15 (A15 en N15);2013;1912.0
1599;Rijksweg 15 (A15 en N15);2014 januari;1808.0
1600;Rijksweg 15 (A15 en N15);2014 februari;1905.0
1601;Rijksweg 15 (A15 en N15);2014 maart;1900.0
1602;Rijksweg 15 (A15 en N15);2014 april;1957.0
1603;Rijksweg 15 (A15 en N15);2014 mei;1942.0
1604;Rijksweg 15 (A15 en N15);2014 juni;1928.0
1605;Rijksweg 15 (A15 en N15);2014 juli;1900.0
1606;Rijksweg 15 (A15 en N15);2014 augustus;1705.0
1607;Rijksweg 15 (A15 en N15);2014 september;1974.0
1608;Rijksweg 15 (A15 en N15);2014 oktober;1987.0
1609;Rijksweg 15 (A15 en N15);2014 november;1906.0
1610;Rijksweg 15 (A15 en N15);2014 december;1831.0
1611;Rijksweg 15 (A15 en N15);2014;1895.0
1612;Rijksweg 15 (A15 en N15);2015 januari;1831.0
1613;Rijksweg 15 (A15 en N15);2015 februari;1873.0
1614;Rijksweg 15 (A15 en N15);2015 maart;1998.0
1615;Rijksweg 15 (A15 en N15);2015 april;1978.0
1616;Rijksweg 15 (A15 en N15);2015 mei;1909.0
1617;Rijksweg 15 (A15 en N15);2015 juni;2054.0
1618;Rijksweg 15 (A15 en N15);2015 juli;1957.0
1619;Rijksweg 15 (A15 en N15);2015 augustus;1803.0
1620;Rijksweg 15 (A15 en N15);2015 september;2020.0
1621;Rijksweg 15 (A15 en N15);2015 oktober;2003.0
1622;Rijksweg 15 (A15 en N15);2015 november;2055.0
1623;Rijksweg 15 (A15 en N15);2015 december;1873.0
1624;Rijksweg 15 (A15 en N15);2015;1946.0
1625;Rijksweg 15 (A15 en N15);2016 januari;1816.0
1626;Rijksweg 15 (A15 en N15);2016 februari;1968.0
1627;Rijksweg 15 (A15 en N15);2016 maart;2000.0
1628;Rijksweg 15 (A15 en N15);2016 april;1981.0
1629;Rijksweg 15 (A15 en N15);2016 mei;1977.0
1630;Rijksweg 15 (A15 en N15);2016 juni;2051.0
1631;Rijksweg 15 (A15 en N15);2016 juli;1919.0
1632;Rijksweg 15 (A15 en N15);2016 augustus;1874.0
1633;Rijksweg 15 (A15 en N15);2016 september;2094.0
1634;Rijksweg 15 (A15 en N15);2016 oktober;2020.0
1635;Rijksweg 15 (A15 en N15);2016 november;2012.0
1636;Rijksweg 15 (A15 en N15);2016 december;1854.0
1637;Rijksweg 15 (A15 en N15);2016;1964.0
1638;Rijksweg 15 (A15 en N15);2017 januari;1821.0
1639;Rijksweg 15 (A15 en N15);2017 februari;1954.0
1640;Rijksweg 15 (A15 en N15);2017 maart;2066.0
1641;Rijksweg 15 (A15 en N15);2017 april;2013.0
1642;Rijksweg 15 (A15 en N15);2017 mei;1985.0
1643;Rijksweg 15 (A15 en N15);2017 juni;2103.0
1644;Rijksweg 15 (A15 en N15);2017 juli;1948.0
1645;Rijksweg 15 (A15 en N15);2017 augustus;1947.0
1646;Rijksweg 15 (A15 en N15);2017 september;2047.0
1647;Rijksweg 15 (A15 en N15);2017 oktober;2084.0
1648;Rijksweg 15 (A15 en N15);2017 november;2060.0
1649;Rijksweg 15 (A15 en N15);2017 december;1831.0
1650;Rijksweg 15 (A15 en N15);2017;1988.0
1651;Rijksweg 15 (A15 en N15);2018 januari;1931.0
1652;Rijksweg 15 (A15 en N15);2018 februari;1955.0
1653;Rijksweg 15 (A15 en N15);2018 maart;2041.0
1654;Rijksweg 15 (A15 en N15);2018 april;1945.0
1655;Rijksweg 15 (A15 en N15);2018 mei;1938.0
1656;Rijksweg 15 (A15 en N15);2018 juni;1979.0
1657;Rijksweg 15 (A15 en N15);2018 juli;1887.0
1658;Rijksweg 15 (A15 en N15);2018 augustus;1863.0
1659;Rijksweg 15 (A15 en N15);2018 september;1952.0
1660;Rijksweg 15 (A15 en N15);2018 oktober;2173.0
1661;Rijksweg 15 (A15 en N15);2018 november;2185.0
1662;Rijksweg 15 (A15 en N15);2018 december;2006.0
1663;Rijksweg 15 (A15 en N15);2018;1988.0
1664;Rijksweg 16 (A16);2011 januari;3227.0
1665;Rijksweg 16 (A16);2011 februari;3445.0
1666;Rijksweg 16 (A16);2011 maart;3639.0
1667;Rijksweg 16 (A16);2011 april;3699.0
1668;Rijksweg 16 (A16);2011 mei;3699.0
1669;Rijksweg 16 (A16);2011 juni;3720.0
1670;Rijksweg 16 (A16);2011 juli;3570.0
1671;Rijksweg 16 (A16);2011 augustus;3584.0
1672;Rijksweg 16 (A16);2011 september;3768.0
1673;Rijksweg 16 (A16);2011 oktober;3704.0
1674;Rijksweg 16 (A16);2011 november;3668.0
1675;Rijksweg 16 (A16);2011 december;3403.0
1676;Rijksweg 16 (A16);2011;3594.0
1677;Rijksweg 16 (A16);2012 januari;3372.0
1678;Rijksweg 16 (A16);2012 februari;3369.0
1679;Rijksweg 16 (A16);2012 maart;3660.0
