ID;Sectoren;NominaleEnMarktwaarde;Perioden;TotaalOverheidsschuld_1;TotaalBinnenland_2;Banken_3;PensioenfondsenEnVerzekeraars_4;OverigeFinancieleInstellingen_5;Overheid_6;NietFinancieleBedrijven_7;Huishoudens_8;Buitenland_9;TotaalGiraleDepositoS_10;TotaalBinnenland_11;Banken_12;PensioenfondsenEnVerzekeraars_13;OverigeFinancieleInstellingen_14;Overheid_15;NietFinancieleBedrijven_16;Huishoudens_17;Buitenland_18;TotaalOverigeDepositoS_19;TotaalBinnenland_20;Banken_21;PensioenfondsenEnVerzekeraars_22;OverigeFinancieleInstellingen_23;Overheid_24;NietFinancieleBedrijven_25;Huishoudens_26;Buitenland_27;TotaalKortlopendeSchuldbewijzen_28;TotaalBinnenland_29;Banken_30;PensioenfondsenEnVerzekeraars_31;OverigeFinancieleInstellingen_32;Overheid_33;NietFinancieleBedrijven_34;Huishoudens_35;Buitenland_36;TotaalLanglopendeSchuldbewijzen_37;TotaalBinnenland_38;Banken_39;PensioenfondsenEnVerzekeraars_40;OverigeFinancieleInstellingen_41;Overheid_42;NietFinancieleBedrijven_43;Huishoudens_44;Buitenland_45;TotaalKortlopendeLeningen_46;TotaalBinnenland_47;Banken_48;PensioenfondsenEnVerzekeraars_49;OverigeFinancieleInstellingen_50;Overheid_51;NietFinancieleBedrijven_52;Huishoudens_53;Buitenland_54;TotaalLanglopendeLeningen_55;TotaalBinnenland_56;Banken_57;PensioenfondsenEnVerzekeraars_58;OverigeFinancieleInstellingen_59;Overheid_60;NietFinancieleBedrijven_61;Huishoudens_62;Buitenland_63
0;Overheid;Nominale waarde;1995;239108.0;183892.0;73468.0;94374.0;7657.0;;7784.0;609.0;55216.0;859.0;211.0;0.0;0.0;3.0;;8.0;200.0;648.0;1209.0;1209.0;1209.0;0.0;0.0;;0.0;0.0;0.0;5869.0;5298.0;4906.0;83.0;309.0;;0.0;0.0;571.0;143107.0;89508.0;18061.0;61724.0;6283.0;;3060.0;380.0;53599.0;5771.0;5746.0;5239.0;157.0;44.0;;280.0;26.0;25.0;82293.0;81920.0;44053.0;32410.0;1018.0;;4436.0;3.0;373.0
1;Overheid;Nominale waarde;1996;243795.0;193352.0;77573.0;100723.0;5995.0;;8449.0;612.0;50443.0;641.0;211.0;0.0;0.0;3.0;;8.0;200.0;430.0;1219.0;1219.0;1219.0;0.0;0.0;;0.0;0.0;0.0;7150.0;6374.0;6090.0;83.0;201.0;;0.0;0.0;776.0;152100.0;103254.0;20373.0;74727.0;4719.0;;3057.0;378.0;48846.0;7711.0;7686.0;6592.0;278.0;44.0;;741.0;31.0;25.0;74974.0;74608.0;43299.0;25635.0;1028.0;;4643.0;3.0;366.0
2;Overheid;Nominale waarde;1997;240118.0;189219.0;76738.0;97001.0;6814.0;;8074.0;592.0;50899.0;524.0;211.0;0.0;0.0;3.0;;8.0;200.0;313.0;1242.0;1242.0;1242.0;0.0;0.0;;0.0;0.0;0.0;6093.0;5260.0;5030.0;91.0;139.0;;0.0;0.0;833.0;158351.0;109829.0;24168.0;76368.0;5864.0;;3051.0;378.0;48522.0;5316.0;5291.0;4717.0;188.0;44.0;;333.0;9.0;25.0;68592.0;67386.0;41581.0;20354.0;764.0;;4682.0;5.0;1206.0
3;Overheid;Nominale waarde;1998;244166.0;182304.0;79811.0;87007.0;6920.0;;7982.0;584.0;61862.0;863.0;211.0;0.0;0.0;3.0;;8.0;200.0;652.0;1268.0;1268.0;1268.0;0.0;0.0;;0.0;0.0;0.0;7015.0;6030.0;5781.0;100.0;149.0;;0.0;0.0;985.0;166431.0;108206.0;27511.0;71235.0;5893.0;;3198.0;369.0;58225.0;5450.0;5425.0;5035.0;129.0;61.0;;200.0;0.0;25.0;63139.0;61164.0;40216.0;15543.0;814.0;;4576.0;15.0;1975.0
4;Overheid;Nominale waarde;1999 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Overheid;Nominale waarde;1999 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Overheid;Nominale waarde;1999 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;Overheid;Nominale waarde;1999 4e kwartaal;242472.0;159773.0;71777.0;71889.0;6063.0;;9412.0;632.0;82699.0;918.0;211.0;0.0;0.0;3.0;;8.0;200.0;707.0;1267.0;1267.0;1267.0;0.0;0.0;;0.0;0.0;0.0;5157.0;1686.0;1555.0;76.0;55.0;;0.0;0.0;3471.0;176832.0;100542.0;27587.0;63743.0;5086.0;;3718.0;408.0;76290.0;5427.0;5402.0;4828.0;219.0;61.0;;290.0;4.0;25.0;52871.0;50665.0;36540.0;7851.0;858.0;;5396.0;20.0;2206.0
8;Overheid;Nominale waarde;1999;242472.0;159773.0;71777.0;71889.0;6063.0;;9412.0;632.0;82699.0;918.0;211.0;0.0;0.0;3.0;;8.0;200.0;707.0;1267.0;1267.0;1267.0;0.0;0.0;;0.0;0.0;0.0;5157.0;1686.0;1555.0;76.0;55.0;;0.0;0.0;3471.0;176832.0;100542.0;27587.0;63743.0;5086.0;;3718.0;408.0;76290.0;5427.0;5402.0;4828.0;219.0;61.0;;290.0;4.0;25.0;52871.0;50665.0;36540.0;7851.0;858.0;;5396.0;20.0;2206.0
9;Overheid;Nominale waarde;2000 1e kwartaal;251029.0;;;;;;;;;1028.0;;;;;;;;;1274.0;;;;;;;;;13666.0;;;;;;;;;178863.0;;;;;;;;;4941.0;;;;;;;;;51257.0;;;;;;;;
