ID;CountryOfResidence;StarRating;Regions;Periods;Guests_1;OvernightStays_2
7170;Europe excluding The Netherlands;3 star accommodations;Amsterdam;2024 November;137;315
7171;Europe excluding The Netherlands;3 star accommodations;Amsterdam;2024 December;132;306
7172;Europe excluding The Netherlands;3 star accommodations;Amsterdam;2024 4th quarter;411;954
7173;Europe excluding The Netherlands;3 star accommodations;Amsterdam;2024;1615;3836
7174;Europe excluding The Netherlands;3 star accommodations;Amsterdam;2025 January;105;247
7175;Europe excluding The Netherlands;3 star accommodations;Amsterdam;2025 February;114;285
7176;Europe excluding The Netherlands;4 star accommodations;Nederland;2017 January;307;522
7177;Europe excluding The Netherlands;4 star accommodations;Nederland;2017 February;342;584
7178;Europe excluding The Netherlands;4 star accommodations;Nederland;2017 March;397;683
7179;Europe excluding The Netherlands;4 star accommodations;Nederland;2017 1st quarter;1046;1789
7180;Europe excluding The Netherlands;4 star accommodations;Nederland;2017 April;504;917
7181;Europe excluding The Netherlands;4 star accommodations;Nederland;2017 May;466;813
7182;Europe excluding The Netherlands;4 star accommodations;Nederland;2017 June;435;765
7183;Europe excluding The Netherlands;4 star accommodations;Nederland;2017 2nd quarter;1405;2495
7184;Europe excluding The Netherlands;4 star accommodations;Nederland;2017 July;487;910
7185;Europe excluding The Netherlands;4 star accommodations;Nederland;2017 August;496;959
7186;Europe excluding The Netherlands;4 star accommodations;Nederland;2017 September;429;771
7187;Europe excluding The Netherlands;4 star accommodations;Nederland;2017 3rd quarter;1412;2640
7188;Europe excluding The Netherlands;4 star accommodations;Nederland;2017 October;452;801
7189;Europe excluding The Netherlands;4 star accommodations;Nederland;2017 November;403;679
7190;Europe excluding The Netherlands;4 star accommodations;Nederland;2017 December;364;622
7191;Europe excluding The Netherlands;4 star accommodations;Nederland;2017 4th quarter;1219;2101
7192;Europe excluding The Netherlands;4 star accommodations;Nederland;2017;5082;9026
7193;Europe excluding The Netherlands;4 star accommodations;Nederland;2018 January;348;601
7194;Europe excluding The Netherlands;4 star accommodations;Nederland;2018 February;364;627
7195;Europe excluding The Netherlands;4 star accommodations;Nederland;2018 March;432;772
7196;Europe excluding The Netherlands;4 star accommodations;Nederland;2018 1st quarter;1144;2000
7197;Europe excluding The Netherlands;4 star accommodations;Nederland;2018 April;504;925
7198;Europe excluding The Netherlands;4 star accommodations;Nederland;2018 May;488;879
7199;Europe excluding The Netherlands;4 star accommodations;Nederland;2018 June;426;773
7200;Europe excluding The Netherlands;4 star accommodations;Nederland;2018 2nd quarter;1417;2578
7201;Europe excluding The Netherlands;4 star accommodations;Nederland;2018 July;486;929
7202;Europe excluding The Netherlands;4 star accommodations;Nederland;2018 August;514;1038
7203;Europe excluding The Netherlands;4 star accommodations;Nederland;2018 September;442;803
7204;Europe excluding The Netherlands;4 star accommodations;Nederland;2018 3rd quarter;1442;2770
7205;Europe excluding The Netherlands;4 star accommodations;Nederland;2018 October;442;799
7206;Europe excluding The Netherlands;4 star accommodations;Nederland;2018 November;401;707
7207;Europe excluding The Netherlands;4 star accommodations;Nederland;2018 December;344;630
7208;Europe excluding The Netherlands;4 star accommodations;Nederland;2018 4th quarter;1187;2136
7209;Europe excluding The Netherlands;4 star accommodations;Nederland;2018;5191;9484
7210;Europe excluding The Netherlands;4 star accommodations;Nederland;2019 January;346;618
7211;Europe excluding The Netherlands;4 star accommodations;Nederland;2019 February;367;655
7212;Europe excluding The Netherlands;4 star accommodations;Nederland;2019 March;440;798
7213;Europe excluding The Netherlands;4 star accommodations;Nederland;2019 1st quarter;1153;2070
7214;Europe excluding The Netherlands;4 star accommodations;Nederland;2019 April;507;951
7215;Europe excluding The Netherlands;4 star accommodations;Nederland;2019 May;454;840
7216;Europe excluding The Netherlands;4 star accommodations;Nederland;2019 June;452;836
7217;Europe excluding The Netherlands;4 star accommodations;Nederland;2019 2nd quarter;1414;2626
7218;Europe excluding The Netherlands;4 star accommodations;Nederland;2019 July;483;960
7219;Europe excluding The Netherlands;4 star accommodations;Nederland;2019 August;501;1033
7220;Europe excluding The Netherlands;4 star accommodations;Nederland;2019 September;425;785
7221;Europe excluding The Netherlands;4 star accommodations;Nederland;2019 3rd quarter;1409;2778
7222;Europe excluding The Netherlands;4 star accommodations;Nederland;2019 October;453;850
7223;Europe excluding The Netherlands;4 star accommodations;Nederland;2019 November;424;748
7224;Europe excluding The Netherlands;4 star accommodations;Nederland;2019 December;373;692
7225;Europe excluding The Netherlands;4 star accommodations;Nederland;2019 4th quarter;1250;2291
7226;Europe excluding The Netherlands;4 star accommodations;Nederland;2019;5225;9765
7227;Europe excluding The Netherlands;4 star accommodations;Nederland;2020 January;373;671
7228;Europe excluding The Netherlands;4 star accommodations;Nederland;2020 February;406;743
7229;Europe excluding The Netherlands;4 star accommodations;Nederland;2020 March;164;311
7230;Europe excluding The Netherlands;4 star accommodations;Nederland;2020 1st quarter;942;1725
7231;Europe excluding The Netherlands;4 star accommodations;Nederland;2020 April;20;43
7232;Europe excluding The Netherlands;4 star accommodations;Nederland;2020 May;34;70
7233;Europe excluding The Netherlands;4 star accommodations;Nederland;2020 June;149;281
7234;Europe excluding The Netherlands;4 star accommodations;Nederland;2020 2nd quarter;202;393
7235;Europe excluding The Netherlands;4 star accommodations;Nederland;2020 July;343;703
7236;Europe excluding The Netherlands;4 star accommodations;Nederland;2020 August;339;731
7237;Europe excluding The Netherlands;4 star accommodations;Nederland;2020 September;204;408
7238;Europe excluding The Netherlands;4 star accommodations;Nederland;2020 3rd quarter;886;1842
7239;Europe excluding The Netherlands;4 star accommodations;Nederland;2020 October;75;146
7240;Europe excluding The Netherlands;4 star accommodations;Nederland;2020 November;56;102
7241;Europe excluding The Netherlands;4 star accommodations;Nederland;2020 December;49;88
7242;Europe excluding The Netherlands;4 star accommodations;Nederland;2020 4th quarter;180;336
7243;Europe excluding The Netherlands;4 star accommodations;Nederland;2020;2210;4297
7244;Europe excluding The Netherlands;4 star accommodations;Nederland;2021 January;36;62
7245;Europe excluding The Netherlands;4 star accommodations;Nederland;2021 February;35;68
7246;Europe excluding The Netherlands;4 star accommodations;Nederland;2021 March;44;80
7247;Europe excluding The Netherlands;4 star accommodations;Nederland;2021 1th quarter;115;209
7248;Europe excluding The Netherlands;4 star accommodations;Nederland;2021 April;44;83
7249;Europe excluding The Netherlands;4 star accommodations;Nederland;2021 May;90;161
7250;Europe excluding The Netherlands;4 star accommodations;Nederland;2021 June;130;246
7251;Europe excluding The Netherlands;4 star accommodations;Nederland;2021 2nd quarter;264;490
7252;Europe excluding The Netherlands;4 star accommodations;Nederland;2021 July;231;482
7253;Europe excluding The Netherlands;4 star accommodations;Nederland;2021 August;241;522
7254;Europe excluding The Netherlands;4 star accommodations;Nederland;2021 September;262;539
7255;Europe excluding The Netherlands;4 star accommodations;Nederland;2021 3rd quarter;733;1543
7256;Europe excluding The Netherlands;4 star accommodations;Nederland;2021 October;326;664
7257;Europe excluding The Netherlands;4 star accommodations;Nederland;2021 November;266;521
7258;Europe excluding The Netherlands;4 star accommodations;Nederland;2021 December;89;173
7259;Europe excluding The Netherlands;4 star accommodations;Nederland;2021 4th quarter;680;1358
7260;Europe excluding The Netherlands;4 star accommodations;Nederland;2021;1793;3600
7261;Europe excluding The Netherlands;4 star accommodations;Nederland;2022 January;73;135
7262;Europe excluding The Netherlands;4 star accommodations;Nederland;2022 February;192;357
7263;Europe excluding The Netherlands;4 star accommodations;Nederland;2022 March;317;628
7264;Europe excluding The Netherlands;4 star accommodations;Nederland;2022 1th quarter;583;1121
7265;Europe excluding The Netherlands;4 star accommodations;Nederland;2022 April;456;1011
7266;Europe excluding The Netherlands;4 star accommodations;Nederland;2022 May;431;907
7267;Europe excluding The Netherlands;4 star accommodations;Nederland;2022 June;429;894
7268;Europe excluding The Netherlands;4 star accommodations;Nederland;2022 2nd quarter;1315;2811
7269;Europe excluding The Netherlands;4 star accommodations;Nederland;2022 July;495;1089
7270;Europe excluding The Netherlands;4 star accommodations;Nederland;2022 August;506;1174
7271;Europe excluding The Netherlands;4 star accommodations;Nederland;2022 September;372;805
7272;Europe excluding The Netherlands;4 star accommodations;Nederland;2022 3rd quarter;1372;3068
7273;Europe excluding The Netherlands;4 star accommodations;Nederland;2022 October;437;904
7274;Europe excluding The Netherlands;4 star accommodations;Nederland;2022 November;388;779
7275;Europe excluding The Netherlands;4 star accommodations;Nederland;2022 December;329;679
7276;Europe excluding The Netherlands;4 star accommodations;Nederland;2022 4th quarter;1154;2362
7277;Europe excluding The Netherlands;4 star accommodations;Nederland;2022;4423;9362
7278;Europe excluding The Netherlands;4 star accommodations;Nederland;2023 January;315;670
7279;Europe excluding The Netherlands;4 star accommodations;Nederland;2023 February;348;724
7280;Europe excluding The Netherlands;4 star accommodations;Nederland;2023 March;402;846
7281;Europe excluding The Netherlands;4 star accommodations;Nederland;2023 1st quarter;1064;2241
7282;Europe excluding The Netherlands;4 star accommodations;Nederland;2023 April;532;1188
7283;Europe excluding The Netherlands;4 star accommodations;Nederland;2023 May;555;1194
7284;Europe excluding The Netherlands;4 star accommodations;Nederland;2023 June;481;1029
7285;Europe excluding The Netherlands;4 star accommodations;Nederland;2023 2nd quarter;1568;3411
7286;Europe excluding The Netherlands;4 star accommodations;Nederland;2023 July;571;1266
7287;Europe excluding The Netherlands;4 star accommodations;Nederland;2023 August;545;1270
7288;Europe excluding The Netherlands;4 star accommodations;Nederland;2023 September;458;970
7289;Europe excluding The Netherlands;4 star accommodations;Nederland;2023 3rd quarter;1574;3506
7290;Europe excluding The Netherlands;4 star accommodations;Nederland;2023 October;505;1075
7291;Europe excluding The Netherlands;4 star accommodations;Nederland;2023 November;435;878
7292;Europe excluding The Netherlands;4 star accommodations;Nederland;2023 December;409;845
7293;Europe excluding The Netherlands;4 star accommodations;Nederland;2023 4th quarter;1349;2798
7294;Europe excluding The Netherlands;4 star accommodations;Nederland;2023;5556;11955
7295;Europe excluding The Netherlands;4 star accommodations;Nederland;2024 January;404;875
7296;Europe excluding The Netherlands;4 star accommodations;Nederland;2024 February;404;833
7297;Europe excluding The Netherlands;4 star accommodations;Nederland;2024 March;520;1103
7298;Europe excluding The Netherlands;4 star accommodations;Nederland;2024 1st quarter;1328;2811
7299;Europe excluding The Netherlands;4 star accommodations;Nederland;2024 April;564;1241
7300;Europe excluding The Netherlands;4 star accommodations;Nederland;2024 May;559;1179
7301;Europe excluding The Netherlands;4 star accommodations;Nederland;2024 June;503;1033
7302;Europe excluding The Netherlands;4 star accommodations;Nederland;2024 2nd quarter;1627;3453
7303;Europe excluding The Netherlands;4 star accommodations;Nederland;2024 July;568;1246
7304;Europe excluding The Netherlands;4 star accommodations;Nederland;2024 August;602;1389
7305;Europe excluding The Netherlands;4 star accommodations;Nederland;2024 September;485;1025
7306;Europe excluding The Netherlands;4 star accommodations;Nederland;2024 3rd quarter;1646;3629
7307;Europe excluding The Netherlands;4 star accommodations;Nederland;2024 October;513;1094
7308;Europe excluding The Netherlands;4 star accommodations;Nederland;2024 November;461;945
7309;Europe excluding The Netherlands;4 star accommodations;Nederland;2024 December;441;901
7310;Europe excluding The Netherlands;4 star accommodations;Nederland;2024 4th quarter;1415;2944
7311;Europe excluding The Netherlands;4 star accommodations;Nederland;2024;5997;12792
7312;Europe excluding The Netherlands;4 star accommodations;Nederland;2025 January;399;835
7313;Europe excluding The Netherlands;4 star accommodations;Nederland;2025 February;399;834
7314;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2017 January;119;231
7315;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2017 February;138;261
7316;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2017 March;148;281
7317;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2017 1st quarter;404;773
7318;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2017 April;157;314
7319;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2017 May;150;288
7320;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2017 June;138;269
7321;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2017 2nd quarter;445;871
7322;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2017 July;153;306
7323;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2017 August;156;332
7324;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2017 September;137;265
7325;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2017 3rd quarter;446;903
7326;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2017 October;150;297
7327;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2017 November;145;270
7328;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2017 December;154;285
7329;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2017 4th quarter;449;852
7330;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2017;1744;3399
7331;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2018 January;136;260
7332;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2018 February;141;267
7333;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2018 March;157;309
7334;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2018 1st quarter;433;836
7335;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2018 April;147;304
7336;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2018 May;143;288
7337;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2018 June;122;238
7338;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2018 2nd quarter;412;830
7339;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2018 July;123;251
7340;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2018 August;152;339
7341;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2018 September;134;263
7342;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2018 3rd quarter;410;853
7343;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2018 October;152;299
7344;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2018 November;146;284
7345;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2018 December;134;274
7346;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2018 4th quarter;433;858
7347;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2018;1688;3377
7348;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2019 January;145;288
7349;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2019 February;157;312
7350;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2019 March;173;350
7351;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2019 1st quarter;475;949
7352;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2019 April;157;332
7353;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2019 May;159;324
7354;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2019 June;141;281
7355;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2019 2nd quarter;457;936
7356;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2019 July;151;328
7357;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2019 August;163;372
7358;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2019 September;136;269
7359;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2019 3rd quarter;450;969
7360;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2019 October;162;330
7361;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2019 November;165;319
7362;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2019 December;158;320
7363;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2019 4th quarter;485;969
7364;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2019;1866;3823
7365;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2020 January;143;275
7366;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2020 February;164;319
7367;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2020 March;59;122
7368;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2020 1st quarter;366;716
7369;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2020 April;5;13
7370;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2020 May;3;6
7371;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2020 June;27;48
7372;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2020 2nd quarter;35;68
7373;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2020 July;96;192
7374;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2020 August;109;242
7375;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2020 September;59;117
7376;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2020 3rd quarter;265;551
7377;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2020 October;20;38
7378;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2020 November;11;20
7379;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2020 December;11;21
7380;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2020 4th quarter;42;79
7381;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2020;709;1414
7382;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2021 January;7;11
7383;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2021 February;6;10
7384;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2021 March;8;12
7385;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2021 1th quarter;20;34
7386;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2021 April;8;13
7387;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2021 May;24;40
7388;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2021 June;35;65
7389;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2021 2nd quarter;67;118
7390;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2021 July;67;142
7391;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2021 August;79;175
7392;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2021 September;92;199
7393;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2021 3rd quarter;237;516
7394;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2021 October;120;267
7395;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2021 November;108;234
7396;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2021 December;27;57
7397;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2021 4th quarter;254;557
7398;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2021;579;1226
7399;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2022 January;20;41
7400;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2022 February;75;155
7401;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2022 March;119;270
7402;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2022 1th quarter;214;466
7403;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2022 April;173;434
7404;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2022 May;161;380
7405;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2022 June;148;333
7406;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2022 2nd quarter;482;1147
7407;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2022 July;155;375
7408;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2022 August;170;452
7409;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2022 September;119;287
7410;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2022 3rd quarter;443;1113
7411;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2022 October;157;368
7412;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2022 November;157;353
7413;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2022 December;141;332
7414;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2022 4th quarter;455;1053
7415;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2022;1594;3779
7416;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2023 January;141;332
7417;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2023 February;149;350
7418;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2023 March;158;370
7419;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2023 1st quarter;448;1052
7420;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2023 April;170;437
7421;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2023 May;183;432
7422;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2023 June;154;352
7423;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2023 2nd quarter;507;1221
7424;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2023 July;185;418
7425;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2023 August;171;424
7426;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2023 September;144;322
7427;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2023 3rd quarter;500;1164
7428;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2023 October;181;412
7429;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2023 November;179;394
7430;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2023 December;179;408
7431;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2023 4th quarter;539;1214
7432;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2023;1994;4651
7433;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2024 January;164;379
7434;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2024 February;172;396
7435;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2024 March;211;484
7436;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2024 1st quarter;547;1258
7437;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2024 April;197;471
7438;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2024 May;190;437
7439;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2024 June;162;354
7440;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2024 2nd quarter;550;1261
7441;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2024 July;179;423
7442;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2024 August;194;495
7443;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2024 September;159;367
7444;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2024 3rd quarter;527;1269
7445;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2024 October;188;435
7446;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2024 November;180;408
7447;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2024 December;184;424
7448;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2024 4th quarter;552;1267
7449;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2024;2169;5038
7450;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2025 January;164;388
7451;Europe excluding The Netherlands;4 star accommodations;Amsterdam;2025 February;172;408
7452;Europe excluding The Netherlands;5 star accommodations;Nederland;2017 January;42;70
7453;Europe excluding The Netherlands;5 star accommodations;Nederland;2017 February;44;73
7454;Europe excluding The Netherlands;5 star accommodations;Nederland;2017 March;52;81
7455;Europe excluding The Netherlands;5 star accommodations;Nederland;2017 1st quarter;137;224
7456;Europe excluding The Netherlands;5 star accommodations;Nederland;2017 April;57;98
7457;Europe excluding The Netherlands;5 star accommodations;Nederland;2017 May;57;94
7458;Europe excluding The Netherlands;5 star accommodations;Nederland;2017 June;47;74
7459;Europe excluding The Netherlands;5 star accommodations;Nederland;2017 2nd quarter;161;266
7460;Europe excluding The Netherlands;5 star accommodations;Nederland;2017 July;45;78
7461;Europe excluding The Netherlands;5 star accommodations;Nederland;2017 August;48;87
7462;Europe excluding The Netherlands;5 star accommodations;Nederland;2017 September;44;70
7463;Europe excluding The Netherlands;5 star accommodations;Nederland;2017 3rd quarter;136;236
7464;Europe excluding The Netherlands;5 star accommodations;Nederland;2017 October;56;90
7465;Europe excluding The Netherlands;5 star accommodations;Nederland;2017 November;53;82
7466;Europe excluding The Netherlands;5 star accommodations;Nederland;2017 December;45;69
7467;Europe excluding The Netherlands;5 star accommodations;Nederland;2017 4th quarter;154;241
7468;Europe excluding The Netherlands;5 star accommodations;Nederland;2017;588;966
7469;Europe excluding The Netherlands;5 star accommodations;Nederland;2018 January;46;73
7470;Europe excluding The Netherlands;5 star accommodations;Nederland;2018 February;48;79
7471;Europe excluding The Netherlands;5 star accommodations;Nederland;2018 March;57;89
7472;Europe excluding The Netherlands;5 star accommodations;Nederland;2018 1st quarter;151;242
7473;Europe excluding The Netherlands;5 star accommodations;Nederland;2018 April;56;95
7474;Europe excluding The Netherlands;5 star accommodations;Nederland;2018 May;61;102
7475;Europe excluding The Netherlands;5 star accommodations;Nederland;2018 June;49;81
7476;Europe excluding The Netherlands;5 star accommodations;Nederland;2018 2nd quarter;166;278
7477;Europe excluding The Netherlands;5 star accommodations;Nederland;2018 July;53;89
7478;Europe excluding The Netherlands;5 star accommodations;Nederland;2018 August;53;100
7479;Europe excluding The Netherlands;5 star accommodations;Nederland;2018 September;51;83
7480;Europe excluding The Netherlands;5 star accommodations;Nederland;2018 3rd quarter;157;272
7481;Europe excluding The Netherlands;5 star accommodations;Nederland;2018 October;56;93
7482;Europe excluding The Netherlands;5 star accommodations;Nederland;2018 November;54;87
7483;Europe excluding The Netherlands;5 star accommodations;Nederland;2018 December;48;83
7484;Europe excluding The Netherlands;5 star accommodations;Nederland;2018 4th quarter;158;262
7485;Europe excluding The Netherlands;5 star accommodations;Nederland;2018;632;1055
7486;Europe excluding The Netherlands;5 star accommodations;Nederland;2019 January;44;74
7487;Europe excluding The Netherlands;5 star accommodations;Nederland;2019 February;48;78
7488;Europe excluding The Netherlands;5 star accommodations;Nederland;2019 March;62;102
7489;Europe excluding The Netherlands;5 star accommodations;Nederland;2019 1st quarter;154;254
7490;Europe excluding The Netherlands;5 star accommodations;Nederland;2019 April;73;126
7491;Europe excluding The Netherlands;5 star accommodations;Nederland;2019 May;61;101
7492;Europe excluding The Netherlands;5 star accommodations;Nederland;2019 June;59;96
7493;Europe excluding The Netherlands;5 star accommodations;Nederland;2019 2nd quarter;192;323
7494;Europe excluding The Netherlands;5 star accommodations;Nederland;2019 July;60;107
7495;Europe excluding The Netherlands;5 star accommodations;Nederland;2019 August;60;114
7496;Europe excluding The Netherlands;5 star accommodations;Nederland;2019 September;51;88
7497;Europe excluding The Netherlands;5 star accommodations;Nederland;2019 3rd quarter;172;309
7498;Europe excluding The Netherlands;5 star accommodations;Nederland;2019 October;59;101
7499;Europe excluding The Netherlands;5 star accommodations;Nederland;2019 November;56;91
7500;Europe excluding The Netherlands;5 star accommodations;Nederland;2019 December;50;82
7501;Europe excluding The Netherlands;5 star accommodations;Nederland;2019 4th quarter;165;275
7502;Europe excluding The Netherlands;5 star accommodations;Nederland;2019;682;1161
7503;Europe excluding The Netherlands;5 star accommodations;Nederland;2020 January;42;69
7504;Europe excluding The Netherlands;5 star accommodations;Nederland;2020 February;45;75
7505;Europe excluding The Netherlands;5 star accommodations;Nederland;2020 March;16;28
7506;Europe excluding The Netherlands;5 star accommodations;Nederland;2020 1st quarter;103;172
7507;Europe excluding The Netherlands;5 star accommodations;Nederland;2020 April;2;3
7508;Europe excluding The Netherlands;5 star accommodations;Nederland;2020 May;4;6
7509;Europe excluding The Netherlands;5 star accommodations;Nederland;2020 June;14;26
7510;Europe excluding The Netherlands;5 star accommodations;Nederland;2020 2nd quarter;19;35
7511;Europe excluding The Netherlands;5 star accommodations;Nederland;2020 July;30;59
7512;Europe excluding The Netherlands;5 star accommodations;Nederland;2020 August;29;56
7513;Europe excluding The Netherlands;5 star accommodations;Nederland;2020 September;18;34
7514;Europe excluding The Netherlands;5 star accommodations;Nederland;2020 3rd quarter;77;149
7515;Europe excluding The Netherlands;5 star accommodations;Nederland;2020 October;6;9
7516;Europe excluding The Netherlands;5 star accommodations;Nederland;2020 November;5;7
7517;Europe excluding The Netherlands;5 star accommodations;Nederland;2020 December;4;6
