ID;VissoortenSchaalEnSchelpdieren;Perioden;AangevoerdeHoeveelheid_1
8259;Haring (bevroren aangevoerd);2006 april;349.0
8260;Haring (bevroren aangevoerd);2006 mei;1389.0
8261;Haring (bevroren aangevoerd);2006 juni;21367.0
8262;Haring (bevroren aangevoerd);2006 juli;26829.0
8263;Haring (bevroren aangevoerd);2006 augustus;26567.0
8264;Haring (bevroren aangevoerd);2006 september;30566.0
8265;Haring (bevroren aangevoerd);2006 oktober;22553.0
8266;Haring (bevroren aangevoerd);2006 november;10807.0
8267;Haring (bevroren aangevoerd);2006 december;27158.0
8268;Haring (bevroren aangevoerd);2006;174927.0
8269;Haring (bevroren aangevoerd);2007 januari;1705.0
8270;Haring (bevroren aangevoerd);2007 februari;1355.0
8271;Haring (bevroren aangevoerd);2007 maart;1456.0
8272;Haring (bevroren aangevoerd);2007 april;0.0
8273;Haring (bevroren aangevoerd);2007 mei;406.0
8274;Haring (bevroren aangevoerd);2007 juni;16703.0
8275;Haring (bevroren aangevoerd);2007 juli;30907.0
8276;Haring (bevroren aangevoerd);2007 augustus;31052.0
8277;Haring (bevroren aangevoerd);2007 september;22602.0
8278;Haring (bevroren aangevoerd);2007 oktober;17273.0
8279;Haring (bevroren aangevoerd);2007 november;13062.0
8280;Haring (bevroren aangevoerd);2007 december;23041.0
8281;Haring (bevroren aangevoerd);2007;159563.0
8282;Haring (bevroren aangevoerd);2008 januari;1392.0
8283;Haring (bevroren aangevoerd);2008 februari;642.0
8284;Haring (bevroren aangevoerd);2008 maart;0.0
8285;Haring (bevroren aangevoerd);2008 april;0.0
8286;Haring (bevroren aangevoerd);2008 mei;0.0
8287;Haring (bevroren aangevoerd);2008 juni;6093.0
8288;Haring (bevroren aangevoerd);2008 juli;17601.0
8289;Haring (bevroren aangevoerd);2008 augustus;26846.0
8290;Haring (bevroren aangevoerd);2008 september;12465.0
8291;Haring (bevroren aangevoerd);2008 oktober;14178.0
8292;Haring (bevroren aangevoerd);2008 november;8181.0
8293;Haring (bevroren aangevoerd);2008 december;15253.0
8294;Haring (bevroren aangevoerd);2008;102651.0
8295;Haring (bevroren aangevoerd);2009 januari;205.0
8296;Haring (bevroren aangevoerd);2009 februari;5083.0
8297;Haring (bevroren aangevoerd);2009 maart;179.0
8298;Haring (bevroren aangevoerd);2009 april;0.0
8299;Haring (bevroren aangevoerd);2009 mei;0.0
8300;Haring (bevroren aangevoerd);2009 juni;911.0
8301;Haring (bevroren aangevoerd);2009 juli;13757.0
8302;Haring (bevroren aangevoerd);2009 augustus;19421.0
8303;Haring (bevroren aangevoerd);2009 september;21649.0
8304;Haring (bevroren aangevoerd);2009 oktober;12676.0
8305;Haring (bevroren aangevoerd);2009 november;15578.0
8306;Haring (bevroren aangevoerd);2009 december;17806.0
8307;Haring (bevroren aangevoerd);2009;107266.0
8308;Haring (bevroren aangevoerd);2010 januari;213.0
8309;Haring (bevroren aangevoerd);2010 februari;
8310;Haring (bevroren aangevoerd);2010 maart;52.0
8311;Haring (bevroren aangevoerd);2010 april;
8312;Haring (bevroren aangevoerd);2010 mei;
8313;Haring (bevroren aangevoerd);2010 juni;3297.0
8314;Haring (bevroren aangevoerd);2010 juli;14600.0
8315;Haring (bevroren aangevoerd);2010 augustus;17702.0
8316;Haring (bevroren aangevoerd);2010 september;20837.0
8317;Haring (bevroren aangevoerd);2010 oktober;6544.0
8318;Haring (bevroren aangevoerd);2010 november;5459.0
8319;Haring (bevroren aangevoerd);2010 december;20787.0
8320;Haring (bevroren aangevoerd);2010;89491.0
8321;Haring (bevroren aangevoerd);2011 januari;2319.0
8322;Haring (bevroren aangevoerd);2011 februari;191.0
8323;Haring (bevroren aangevoerd);2011 maart;
8324;Haring (bevroren aangevoerd);2011 april;44.0
8325;Haring (bevroren aangevoerd);2011 mei;66.0
8326;Haring (bevroren aangevoerd);2011 juni;3874.0
8327;Haring (bevroren aangevoerd);2011 juli;21030.0
8328;Haring (bevroren aangevoerd);2011 augustus;17003.0
8329;Haring (bevroren aangevoerd);2011 september;9509.0
8330;Haring (bevroren aangevoerd);2011 oktober;7244.0
8331;Haring (bevroren aangevoerd);2011 november;4924.0
8332;Haring (bevroren aangevoerd);2011 december;19959.0
8333;Haring (bevroren aangevoerd);2011;86164.0
8334;Haring (bevroren aangevoerd);2012 januari;449.0
8335;Haring (bevroren aangevoerd);2012 februari;354.0
8336;Haring (bevroren aangevoerd);2012 maart;86.0
8337;Haring (bevroren aangevoerd);2012 april;
8338;Haring (bevroren aangevoerd);2012 mei;1787.0
8339;Haring (bevroren aangevoerd);2012 juni;7995.0
8340;Haring (bevroren aangevoerd);2012 juli;20801.0
8341;Haring (bevroren aangevoerd);2012 augustus;28443.0
8342;Haring (bevroren aangevoerd);2012 september;12638.0
8343;Haring (bevroren aangevoerd);2012 oktober;8980.0
8344;Haring (bevroren aangevoerd);2012 november;3498.0
8345;Haring (bevroren aangevoerd);2012 december;14085.0
8346;Haring (bevroren aangevoerd);2012;99117.0
8347;Haring (bevroren aangevoerd);2013 januari;43.0
8348;Haring (bevroren aangevoerd);2013 februari;195.0
8349;Haring (bevroren aangevoerd);2013 maart;304.0
8350;Haring (bevroren aangevoerd);2013 april;
8351;Haring (bevroren aangevoerd);2013 mei;201.0
8352;Haring (bevroren aangevoerd);2013 juni;343.0
8353;Haring (bevroren aangevoerd);2013 juli;13255.0
8354;Haring (bevroren aangevoerd);2013 augustus;15669.0
8355;Haring (bevroren aangevoerd);2013 september;28302.0
8356;Haring (bevroren aangevoerd);2013 oktober;7789.0
8357;Haring (bevroren aangevoerd);2013 november;5324.0
8358;Haring (bevroren aangevoerd);2013 december;18625.0
8359;Haring (bevroren aangevoerd);2013;90048.0
8360;Haring (bevroren aangevoerd);2014 januari;383.0
8361;Haring (bevroren aangevoerd);2014 februari;221.0
8362;Haring (bevroren aangevoerd);2014 maart;173.0
8363;Haring (bevroren aangevoerd);2014 april;7.0
8364;Haring (bevroren aangevoerd);2014 mei;
8365;Haring (bevroren aangevoerd);2014 juni;698.0
8366;Haring (bevroren aangevoerd);2014 juli;5741.0
8367;Haring (bevroren aangevoerd);2014 augustus;30467.0
8368;Haring (bevroren aangevoerd);2014 september;21952.0
8369;Haring (bevroren aangevoerd);2014 oktober;10645.0
8370;Haring (bevroren aangevoerd);2014 november;1272.0
8371;Haring (bevroren aangevoerd);2014 december;13702.0
8372;Haring (bevroren aangevoerd);2014 ;85261.0
8373;Haring (bevroren aangevoerd);2015 januari;353.0
8374;Haring (bevroren aangevoerd);2015 februari;0.0
8375;Haring (bevroren aangevoerd);2015 maart;0.0
8376;Haring (bevroren aangevoerd);2015 april;0.0
8377;Haring (bevroren aangevoerd);2015 mei;0.0
8378;Haring (bevroren aangevoerd);2015 juni;2693.0
8379;Haring (bevroren aangevoerd);2015 juli;29255.0
8380;Haring (bevroren aangevoerd);2015  augustus;58244.0
8381;Haring (bevroren aangevoerd);2015 september;26226.0
8382;Haring (bevroren aangevoerd);2015 oktober;12509.0
8383;Haring (bevroren aangevoerd);2015 november;5347.0
8384;Haring (bevroren aangevoerd);2015 december;37923.0
8385;Haring (bevroren aangevoerd);2015 ;172550.0
8386;Haring (bevroren aangevoerd);2016  januari;
8387;Haring (bevroren aangevoerd);2016 februari;251.0
8388;Haring (bevroren aangevoerd);2016 maart;46.0
8389;Haring (bevroren aangevoerd);2016 april;3.0
8390;Haring (bevroren aangevoerd);2016 mei;
8391;Haring (bevroren aangevoerd);2016 juni;
8392;Haring (bevroren aangevoerd);2016 juli;30795.0
8393;Haring (bevroren aangevoerd);2016 augustus;49280.0
8394;Haring (bevroren aangevoerd);2016 september;14721.0
8395;Haring (bevroren aangevoerd);2016 oktober;11053.0
8396;Haring (bevroren aangevoerd);2016 november;7884.0
8397;Haring (bevroren aangevoerd);2016 december;13147.0
8398;Haring (bevroren aangevoerd);2016;127180.0
8399;Haring (bevroren aangevoerd);2017 januari;5465.0
8400;Haring (bevroren aangevoerd);2017 februari;15.0
8401;Haring (bevroren aangevoerd);2017 maart;0.0
8402;Haring (bevroren aangevoerd);2017 april;0.0
8403;Haring (bevroren aangevoerd);2017 mei;0.0
8404;Haring (bevroren aangevoerd);2017 juni;1375.0
8405;Haring (bevroren aangevoerd);2017 juli;30827.0
8406;Haring (bevroren aangevoerd);2017 augustus;61532.0
8407;Haring (bevroren aangevoerd);2017 september;17382.0
8408;Haring (bevroren aangevoerd);2017 oktober;15131.0
8409;Haring (bevroren aangevoerd);2017 november;1508.0
8410;Haring (bevroren aangevoerd);2017 december;18770.0
8411;Haring (bevroren aangevoerd);2017;152006.0
8412;Haring (bevroren aangevoerd);2018 januari;1463.0
8413;Haring (bevroren aangevoerd);2018 februari;2515.0
8414;Haring (bevroren aangevoerd);2018 maart;838.0
8415;Haring (bevroren aangevoerd);2018 april;0.0
8416;Haring (bevroren aangevoerd);2018 mei;4.0
8417;Haring (bevroren aangevoerd);2018 juni;1739.0
8418;Haring (bevroren aangevoerd);2018 juli;52236.0
8419;Haring (bevroren aangevoerd);2018 augustus;48312.0
8420;Haring (bevroren aangevoerd);2018 september;26921.0
8421;Haring (bevroren aangevoerd);2018 oktober;12416.0
8422;Haring (bevroren aangevoerd);2018 november;6708.0
8423;Haring (bevroren aangevoerd);2018 december;26092.0
8424;Haring (bevroren aangevoerd);2018;179244.0
8425;Haring (bevroren aangevoerd);2019 januari;6253.0
8426;Haring (bevroren aangevoerd);2019 februari;900.0
8427;Haring (bevroren aangevoerd);2019 maart;201.0
8428;Haring (bevroren aangevoerd);2019 april ;0.0
8429;Haring (bevroren aangevoerd);2019 mei;5.0
8430;Haring (bevroren aangevoerd);2019 juni;1576.0
8431;Haring (bevroren aangevoerd);2019 juli;18028.0
8432;Haring (bevroren aangevoerd);2019 augustus;28311.0
8433;Haring (bevroren aangevoerd);2019 september;28104.0
8434;Haring (bevroren aangevoerd);2019 oktober;19934.0
8435;Haring (bevroren aangevoerd);2019 november;10877.0
8436;Haring (bevroren aangevoerd);2019 december;25160.0
8437;Haring (bevroren aangevoerd);2019;139349.0
8438;Haring (bevroren aangevoerd);2020 januari;
8439;Haring (bevroren aangevoerd);2020 februari;26.0
8440;Haring (bevroren aangevoerd);2020 maart;160.0
8441;Haring (bevroren aangevoerd);2020 april;0.0
8442;Haring (bevroren aangevoerd);2020 mei;0.0
8443;Haring (bevroren aangevoerd);2020 juni;10466.0
8444;Haring (bevroren aangevoerd);2020 juli;20138.0
8445;Haring (bevroren aangevoerd);2020 augustus;32945.0
8446;Haring (bevroren aangevoerd);2020 september;11743.0
8447;Haring (bevroren aangevoerd);2020 oktober;5272.0
8448;Haring (bevroren aangevoerd);2020 november;12363.0
8449;Haring (bevroren aangevoerd);2020 december;22370.0
8450;Haring (bevroren aangevoerd);2020;115484.0
8451;Haring (bevroren aangevoerd);2021 januari;915.0
8452;Haring (bevroren aangevoerd);2021 februari;669.0
8453;Haring (bevroren aangevoerd);2021 maart;4.0
8454;Haring (bevroren aangevoerd);2021 april;
8455;Haring (bevroren aangevoerd);2021 mei;
8456;Haring (bevroren aangevoerd);2021 juni;7719.0
8457;Haring (bevroren aangevoerd);2021 juli;26919.0
8458;Haring (bevroren aangevoerd);2021 augustus;30670.0
8459;Haring (bevroren aangevoerd);2021 september;15188.0
8460;Haring (bevroren aangevoerd);2021 oktober;6531.0
8461;Haring (bevroren aangevoerd);2021 november;20725.0
8462;Haring (bevroren aangevoerd);2021 december;22493.0
8463;Haring (bevroren aangevoerd);2021 ;131832.0
8464;Haring (bevroren aangevoerd);2022  januari;1434.0
8465;Haring (bevroren aangevoerd);2022 februari;631.0
8466;Haring (bevroren aangevoerd);2022 maart;1.0
8467;Haring (bevroren aangevoerd);2022 april;0.0
8468;Haring (bevroren aangevoerd);2022 mei;1000.0
8469;Haring (bevroren aangevoerd);2022 juni;10439.0
8470;Haring (bevroren aangevoerd);2022 juli;33014.0
8471;Haring (bevroren aangevoerd);2022 augustus;30645.0
8472;Haring (bevroren aangevoerd);2022 september;30733.0
8473;Haring (bevroren aangevoerd);2022 oktober;8499.0
8474;Haring (bevroren aangevoerd);2022 november;11605.0
8475;Haring (bevroren aangevoerd);2022 december;26628.0
8476;Haring (bevroren aangevoerd);2022;154629.0
8477;Haring (bevroren aangevoerd);2023 januari;7179.0
8478;Haring (bevroren aangevoerd);2023 februari;684.0
8479;Haring (bevroren aangevoerd);2023 maart;168.0
8480;Haring (bevroren aangevoerd);2023 april;3.0
8481;Haring (bevroren aangevoerd);2023 mei;
8482;Haring (bevroren aangevoerd);2023 juni;8280.0
8483;Haring (bevroren aangevoerd);2023 juli;33798.0
8484;Haring (bevroren aangevoerd);2023 augustus;36948.0
8485;Haring (bevroren aangevoerd);2023 september;15611.0
8486;Haring (bevroren aangevoerd);2023 oktober;5138.0
8487;Haring (bevroren aangevoerd);2023 november;10912.0
8488;Haring (bevroren aangevoerd);2023 december;30496.0
8489;Haring (bevroren aangevoerd);2023;149217.0
8490;Haring (bevroren aangevoerd);2024 januari;3169.0
8491;Haring (bevroren aangevoerd);2024 februari;2516.0
8492;Haring (bevroren aangevoerd);2024 maart;384.0
8493;Haring (bevroren aangevoerd);2024 april;2.0
8494;Haring (bevroren aangevoerd);2024 mei;0.0
8495;Haring (bevroren aangevoerd);2024 juni;3254.0
8496;Haring (bevroren aangevoerd);2024 juli ;36235.0
8497;Haring (bevroren aangevoerd);2024 augustus;39601.0
8498;Haring (bevroren aangevoerd);2024 september;28352.0
8499;Haring (bevroren aangevoerd);2024 oktober;6959.0
8500;Haring (bevroren aangevoerd);2024 november;551.0
8501;Haring (bevroren aangevoerd);2024 december;26650.0
8502;Haring (bevroren aangevoerd);2024 ;147671.0
8503;Haring (bevroren aangevoerd);2025 januari;353.0
8504;Haring (bevroren aangevoerd);2025 februari;850.0
8505;Horsmakreel (bevroren aangevoerd);1994 januari;12529.0
8506;Horsmakreel (bevroren aangevoerd);1994 februari;16253.0
8507;Horsmakreel (bevroren aangevoerd);1994 maart;14815.0
8508;Horsmakreel (bevroren aangevoerd);1994 april;6708.0
8509;Horsmakreel (bevroren aangevoerd);1994 mei;4300.0
8510;Horsmakreel (bevroren aangevoerd);1994 juni;442.0
8511;Horsmakreel (bevroren aangevoerd);1994 juli;4582.0
8512;Horsmakreel (bevroren aangevoerd);1994 augustus;10136.0
8513;Horsmakreel (bevroren aangevoerd);1994 september;6043.0
8514;Horsmakreel (bevroren aangevoerd);1994 oktober;20831.0
8515;Horsmakreel (bevroren aangevoerd);1994 november;17326.0
8516;Horsmakreel (bevroren aangevoerd);1994 december;7860.0
8517;Horsmakreel (bevroren aangevoerd);1994;121825.0
8518;Horsmakreel (bevroren aangevoerd);1995 januari;13483.0
8519;Horsmakreel (bevroren aangevoerd);1995 februari;16258.0
8520;Horsmakreel (bevroren aangevoerd);1995 maart;10075.0
8521;Horsmakreel (bevroren aangevoerd);1995 april;10616.0
8522;Horsmakreel (bevroren aangevoerd);1995 mei;3976.0
8523;Horsmakreel (bevroren aangevoerd);1995 juni;235.0
8524;Horsmakreel (bevroren aangevoerd);1995 juli;2493.0
8525;Horsmakreel (bevroren aangevoerd);1995 augustus;2730.0
8526;Horsmakreel (bevroren aangevoerd);1995 september;13561.0
8527;Horsmakreel (bevroren aangevoerd);1995 oktober;21571.0
8528;Horsmakreel (bevroren aangevoerd);1995 november;33632.0
8529;Horsmakreel (bevroren aangevoerd);1995 december;10886.0
8530;Horsmakreel (bevroren aangevoerd);1995;139516.0
8531;Horsmakreel (bevroren aangevoerd);1996 januari;20416.0
8532;Horsmakreel (bevroren aangevoerd);1996 februari;23359.0
8533;Horsmakreel (bevroren aangevoerd);1996 maart;17616.0
8534;Horsmakreel (bevroren aangevoerd);1996 april;12431.0
8535;Horsmakreel (bevroren aangevoerd);1996 mei;9079.0
8536;Horsmakreel (bevroren aangevoerd);1996 juni;1252.0
8537;Horsmakreel (bevroren aangevoerd);1996 juli;4250.0
8538;Horsmakreel (bevroren aangevoerd);1996 augustus;9816.0
8539;Horsmakreel (bevroren aangevoerd);1996 september;19063.0
8540;Horsmakreel (bevroren aangevoerd);1996 oktober;31968.0
8541;Horsmakreel (bevroren aangevoerd);1996 november;37465.0
8542;Horsmakreel (bevroren aangevoerd);1996 december;18861.0
8543;Horsmakreel (bevroren aangevoerd);1996;205576.0
8544;Horsmakreel (bevroren aangevoerd);1997 januari;29069.0
8545;Horsmakreel (bevroren aangevoerd);1997 februari;17428.0
8546;Horsmakreel (bevroren aangevoerd);1997 maart;19505.0
8547;Horsmakreel (bevroren aangevoerd);1997 april;14280.0
8548;Horsmakreel (bevroren aangevoerd);1997 mei;12593.0
8549;Horsmakreel (bevroren aangevoerd);1997 juni;10183.0
8550;Horsmakreel (bevroren aangevoerd);1997 juli;9359.0
8551;Horsmakreel (bevroren aangevoerd);1997 augustus;10726.0
8552;Horsmakreel (bevroren aangevoerd);1997 september;21081.0
8553;Horsmakreel (bevroren aangevoerd);1997 oktober;24183.0
8554;Horsmakreel (bevroren aangevoerd);1997 november;30728.0
8555;Horsmakreel (bevroren aangevoerd);1997 december;27704.0
8556;Horsmakreel (bevroren aangevoerd);1997;226839.0
8557;Horsmakreel (bevroren aangevoerd);1998 januari;7144.0
8558;Horsmakreel (bevroren aangevoerd);1998 februari;21458.0
8559;Horsmakreel (bevroren aangevoerd);1998 maart;9296.0
8560;Horsmakreel (bevroren aangevoerd);1998 april;17680.0
8561;Horsmakreel (bevroren aangevoerd);1998 mei;13628.0
8562;Horsmakreel (bevroren aangevoerd);1998 juni;12458.0
8563;Horsmakreel (bevroren aangevoerd);1998 juli;3141.0
8564;Horsmakreel (bevroren aangevoerd);1998 augustus;3497.0
8565;Horsmakreel (bevroren aangevoerd);1998 september;17616.0
8566;Horsmakreel (bevroren aangevoerd);1998 oktober;33238.0
8567;Horsmakreel (bevroren aangevoerd);1998 november;29015.0
8568;Horsmakreel (bevroren aangevoerd);1998 december;23113.0
8569;Horsmakreel (bevroren aangevoerd);1998;191284.0
8570;Horsmakreel (bevroren aangevoerd);1999 januari;5561.0
8571;Horsmakreel (bevroren aangevoerd);1999 februari;20347.0
8572;Horsmakreel (bevroren aangevoerd);1999 maart;10576.0
8573;Horsmakreel (bevroren aangevoerd);1999 april;11576.0
8574;Horsmakreel (bevroren aangevoerd);1999 mei;9484.0
8575;Horsmakreel (bevroren aangevoerd);1999 juni;8670.0
8576;Horsmakreel (bevroren aangevoerd);1999 juli;3318.0
8577;Horsmakreel (bevroren aangevoerd);1999 augustus;468.0
8578;Horsmakreel (bevroren aangevoerd);1999 september;2267.0
8579;Horsmakreel (bevroren aangevoerd);1999 oktober;25611.0
8580;Horsmakreel (bevroren aangevoerd);1999 november;41951.0
8581;Horsmakreel (bevroren aangevoerd);1999 december;11807.0
8582;Horsmakreel (bevroren aangevoerd);1999;151636.0
8583;Horsmakreel (bevroren aangevoerd);2000 januari;9912.0
8584;Horsmakreel (bevroren aangevoerd);2000 februari;9044.0
8585;Horsmakreel (bevroren aangevoerd);2000 maart;9909.0
8586;Horsmakreel (bevroren aangevoerd);2000 april;7853.0
8587;Horsmakreel (bevroren aangevoerd);2000 mei;12712.0
8588;Horsmakreel (bevroren aangevoerd);2000 juni;8439.0
8589;Horsmakreel (bevroren aangevoerd);2000 juli;1217.0
8590;Horsmakreel (bevroren aangevoerd);2000 augustus;609.0
8591;Horsmakreel (bevroren aangevoerd);2000 september;2583.0
8592;Horsmakreel (bevroren aangevoerd);2000 oktober;17251.0
8593;Horsmakreel (bevroren aangevoerd);2000 november;25127.0
8594;Horsmakreel (bevroren aangevoerd);2000 december;9380.0
8595;Horsmakreel (bevroren aangevoerd);2000;114036.0
8596;Horsmakreel (bevroren aangevoerd);2001 januari;9313.0
8597;Horsmakreel (bevroren aangevoerd);2001 februari;10976.0
8598;Horsmakreel (bevroren aangevoerd);2001 maart;5773.0
8599;Horsmakreel (bevroren aangevoerd);2001 april;4587.0
8600;Horsmakreel (bevroren aangevoerd);2001 mei;6422.0
8601;Horsmakreel (bevroren aangevoerd);2001 juni;7874.0
8602;Horsmakreel (bevroren aangevoerd);2001 juli;6206.0
8603;Horsmakreel (bevroren aangevoerd);2001 augustus;72.0
8604;Horsmakreel (bevroren aangevoerd);2001 september;3669.0
8605;Horsmakreel (bevroren aangevoerd);2001 oktober;11531.0
8606;Horsmakreel (bevroren aangevoerd);2001 november;21145.0
8607;Horsmakreel (bevroren aangevoerd);2001 december;26254.0
8608;Horsmakreel (bevroren aangevoerd);2001;113822.0
8609;Horsmakreel (bevroren aangevoerd);2002 januari;8120.0
8610;Horsmakreel (bevroren aangevoerd);2002 februari;1150.0
8611;Horsmakreel (bevroren aangevoerd);2002 maart;5974.0
8612;Horsmakreel (bevroren aangevoerd);2002 april;4083.0
8613;Horsmakreel (bevroren aangevoerd);2002 mei;10269.0
8614;Horsmakreel (bevroren aangevoerd);2002 juni;5734.0
8615;Horsmakreel (bevroren aangevoerd);2002 juli;1164.0
8616;Horsmakreel (bevroren aangevoerd);2002 augustus;235.0
8617;Horsmakreel (bevroren aangevoerd);2002 september;3258.0
8618;Horsmakreel (bevroren aangevoerd);2002 oktober;7170.0
8619;Horsmakreel (bevroren aangevoerd);2002 november;29857.0
8620;Horsmakreel (bevroren aangevoerd);2002 december;15099.0
8621;Horsmakreel (bevroren aangevoerd);2002;92114.0
8622;Horsmakreel (bevroren aangevoerd);2003 januari;7968.0
8623;Horsmakreel (bevroren aangevoerd);2003 februari;10121.0
8624;Horsmakreel (bevroren aangevoerd);2003 maart;6552.0
8625;Horsmakreel (bevroren aangevoerd);2003 april;2244.0
8626;Horsmakreel (bevroren aangevoerd);2003 mei;2156.0
8627;Horsmakreel (bevroren aangevoerd);2003 juni;893.0
8628;Horsmakreel (bevroren aangevoerd);2003 juli;82.0
8629;Horsmakreel (bevroren aangevoerd);2003 augustus;3451.0
8630;Horsmakreel (bevroren aangevoerd);2003 september;1474.0
8631;Horsmakreel (bevroren aangevoerd);2003 oktober;19723.0
8632;Horsmakreel (bevroren aangevoerd);2003 november;27022.0
8633;Horsmakreel (bevroren aangevoerd);2003 december;26597.0
8634;Horsmakreel (bevroren aangevoerd);2003;108284.0
8635;Horsmakreel (bevroren aangevoerd);2004 januari;9129.0
8636;Horsmakreel (bevroren aangevoerd);2004 februari;12147.0
8637;Horsmakreel (bevroren aangevoerd);2004 maart;7219.0
8638;Horsmakreel (bevroren aangevoerd);2004 april;4608.0
8639;Horsmakreel (bevroren aangevoerd);2004 mei;4758.0
8640;Horsmakreel (bevroren aangevoerd);2004 juni;2829.0
8641;Horsmakreel (bevroren aangevoerd);2004 juli;81.0
8642;Horsmakreel (bevroren aangevoerd);2004 augustus;968.0
8643;Horsmakreel (bevroren aangevoerd);2004 september;1784.0
8644;Horsmakreel (bevroren aangevoerd);2004 oktober;10142.0
8645;Horsmakreel (bevroren aangevoerd);2004 november;40822.0
8646;Horsmakreel (bevroren aangevoerd);2004 december;11082.0
8647;Horsmakreel (bevroren aangevoerd);2004;105569.0
8648;Horsmakreel (bevroren aangevoerd);2005 januari;6314.0
8649;Horsmakreel (bevroren aangevoerd);2005 februari;17204.0
8650;Horsmakreel (bevroren aangevoerd);2005 maart;11704.0
8651;Horsmakreel (bevroren aangevoerd);2005 april;2866.0
8652;Horsmakreel (bevroren aangevoerd);2005 mei;10124.0
8653;Horsmakreel (bevroren aangevoerd);2005 juni;289.0
8654;Horsmakreel (bevroren aangevoerd);2005 juli;83.0
8655;Horsmakreel (bevroren aangevoerd);2005 augustus;38.0
8656;Horsmakreel (bevroren aangevoerd);2005 september;500.0
8657;Horsmakreel (bevroren aangevoerd);2005 oktober;14208.0
8658;Horsmakreel (bevroren aangevoerd);2005 november;26959.0
8659;Horsmakreel (bevroren aangevoerd);2005 december;13896.0
8660;Horsmakreel (bevroren aangevoerd);2005;104184.0
8661;Horsmakreel (bevroren aangevoerd);2006 januari;18825.0
8662;Horsmakreel (bevroren aangevoerd);2006 februari;5656.0
8663;Horsmakreel (bevroren aangevoerd);2006 maart;1962.0
8664;Horsmakreel (bevroren aangevoerd);2006 april;1762.0
8665;Horsmakreel (bevroren aangevoerd);2006 mei;5820.0
8666;Horsmakreel (bevroren aangevoerd);2006 juni;880.0
8667;Horsmakreel (bevroren aangevoerd);2006 juli;31.0
8668;Horsmakreel (bevroren aangevoerd);2006 augustus;2441.0
8669;Horsmakreel (bevroren aangevoerd);2006 september;6035.0
8670;Horsmakreel (bevroren aangevoerd);2006 oktober;11375.0
8671;Horsmakreel (bevroren aangevoerd);2006 november;27324.0
8672;Horsmakreel (bevroren aangevoerd);2006 december;23750.0
8673;Horsmakreel (bevroren aangevoerd);2006;105862.0
8674;Horsmakreel (bevroren aangevoerd);2007 januari;3381.0
8675;Horsmakreel (bevroren aangevoerd);2007 februari;13079.0
8676;Horsmakreel (bevroren aangevoerd);2007 maart;3814.0
8677;Horsmakreel (bevroren aangevoerd);2007 april;2009.0
8678;Horsmakreel (bevroren aangevoerd);2007 mei;7944.0
8679;Horsmakreel (bevroren aangevoerd);2007 juni;74.0
8680;Horsmakreel (bevroren aangevoerd);2007 juli;237.0
8681;Horsmakreel (bevroren aangevoerd);2007 augustus;2825.0
8682;Horsmakreel (bevroren aangevoerd);2007 september;2225.0
8683;Horsmakreel (bevroren aangevoerd);2007 oktober;6360.0
8684;Horsmakreel (bevroren aangevoerd);2007 november;21095.0
8685;Horsmakreel (bevroren aangevoerd);2007 december;27765.0
8686;Horsmakreel (bevroren aangevoerd);2007;90808.0
8687;Horsmakreel (bevroren aangevoerd);2008 januari;14793.0
8688;Horsmakreel (bevroren aangevoerd);2008 februari;8117.0
8689;Horsmakreel (bevroren aangevoerd);2008 maart;2626.0
8690;Horsmakreel (bevroren aangevoerd);2008 april;1880.0
8691;Horsmakreel (bevroren aangevoerd);2008 mei;6817.0
8692;Horsmakreel (bevroren aangevoerd);2008 juni;4880.0
8693;Horsmakreel (bevroren aangevoerd);2008 juli;7415.0
8694;Horsmakreel (bevroren aangevoerd);2008 augustus;52.0
8695;Horsmakreel (bevroren aangevoerd);2008 september;1317.0
8696;Horsmakreel (bevroren aangevoerd);2008 oktober;8334.0
8697;Horsmakreel (bevroren aangevoerd);2008 november;9549.0
8698;Horsmakreel (bevroren aangevoerd);2008 december;28216.0
8699;Horsmakreel (bevroren aangevoerd);2008;93994.0
8700;Horsmakreel (bevroren aangevoerd);2009 januari;13255.0
8701;Horsmakreel (bevroren aangevoerd);2009 februari;14541.0
8702;Horsmakreel (bevroren aangevoerd);2009 maart;3876.0
8703;Horsmakreel (bevroren aangevoerd);2009 april;3985.0
8704;Horsmakreel (bevroren aangevoerd);2009 mei;5710.0
8705;Horsmakreel (bevroren aangevoerd);2009 juni;6451.0
8706;Horsmakreel (bevroren aangevoerd);2009 juli;7560.0
8707;Horsmakreel (bevroren aangevoerd);2009 augustus;73.0
8708;Horsmakreel (bevroren aangevoerd);2009 september;449.0
8709;Horsmakreel (bevroren aangevoerd);2009 oktober;7175.0
8710;Horsmakreel (bevroren aangevoerd);2009 november;8730.0
8711;Horsmakreel (bevroren aangevoerd);2009 december;23164.0
8712;Horsmakreel (bevroren aangevoerd);2009;94969.0
8713;Horsmakreel (bevroren aangevoerd);2010 januari;8591.0
8714;Horsmakreel (bevroren aangevoerd);2010 februari;24694.0
8715;Horsmakreel (bevroren aangevoerd);2010 maart;7342.0
8716;Horsmakreel (bevroren aangevoerd);2010 april;9744.0
8717;Horsmakreel (bevroren aangevoerd);2010 mei;11750.0
8718;Horsmakreel (bevroren aangevoerd);2010 juni;1440.0
8719;Horsmakreel (bevroren aangevoerd);2010 juli;64.0
8720;Horsmakreel (bevroren aangevoerd);2010 augustus;16.0
