ID;Geslacht;Persoonskenmerken;GeboortelandOuders;Herkomstland;RegioS;Perioden;BeroepsEnNietBeroepsbevolking_1;WerkzameBeroepsbevolking_2;NettoArbeidsparticipatie_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7
1702;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hilvarenbeek;2015;11350.0;8220.0;72.0;79.0;54.0;24.0;21.0
1703;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hilvarenbeek;2016;11420.0;8320.0;73.0;79.0;54.0;25.0;21.0
1704;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hilvarenbeek;2017;11500.0;8470.0;74.0;79.0;54.0;24.0;21.0
1705;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hilvarenbeek;2018;11520.0;8620.0;75.0;79.0;54.0;25.0;21.0
1706;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hilvarenbeek;2019;11550.0;8750.0;76.0;80.0;54.0;26.0;20.0
1707;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hilvarenbeek;2020;11630.0;8790.0;76.0;80.0;57.0;22.0;20.0
1708;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hilvarenbeek;2021;11720.0;8920.0;76.0;79.0;57.0;22.0;21.0
1709;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hilvarenbeek;2022;11740.0;9070.0;77.0;79.0;56.0;23.0;21.0
1710;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hilversum;2014;63720.0;41840.0;66.0;81.0;54.0;27.0;19.0
1711;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hilversum;2015;63980.0;42350.0;66.0;81.0;53.0;28.0;19.0
1712;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hilversum;2016;64730.0;43230.0;67.0;81.0;52.0;29.0;19.0
1713;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hilversum;2017;65680.0;44350.0;68.0;81.0;52.0;29.0;19.0
1714;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hilversum;2018;66190.0;45430.0;69.0;81.0;52.0;30.0;19.0
1715;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hilversum;2019;66800.0;46520.0;70.0;81.0;51.0;29.0;19.0
1716;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hilversum;2020;67200.0;46320.0;69.0;81.0;55.0;26.0;19.0
1717;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hilversum;2021;67330.0;47110.0;70.0;80.0;55.0;26.0;20.0
1718;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hilversum;2022;68040.0;48660.0;72.0;81.0;54.0;27.0;19.0
1719;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hoeksche Waard;2014;63400.0;42740.0;67.0;83.0;60.0;23.0;17.0
1720;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hoeksche Waard;2015;63350.0;42960.0;68.0;83.0;59.0;24.0;17.0
1721;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hoeksche Waard;2016;63680.0;43400.0;68.0;83.0;58.0;25.0;17.0
1722;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hoeksche Waard;2017;64110.0;44050.0;69.0;83.0;58.0;25.0;17.0
1723;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hoeksche Waard;2018;64500.0;45090.0;70.0;83.0;57.0;27.0;17.0
1724;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hoeksche Waard;2019;64850.0;46070.0;71.0;83.0;57.0;27.0;17.0
1725;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hoeksche Waard;2020;65110.0;46120.0;71.0;83.0;61.0;22.0;17.0
1726;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hoeksche Waard;2021;65290.0;46810.0;72.0;83.0;60.0;23.0;17.0
1727;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hoeksche Waard;2022;65180.0;47870.0;73.0;83.0;59.0;24.0;17.0
1728;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hof van Twente;2014;25450.0;17190.0;68.0;79.0;54.0;25.0;21.0
1729;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hof van Twente;2015;25470.0;17250.0;68.0;80.0;53.0;26.0;20.0
1730;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hof van Twente;2016;25530.0;17520.0;69.0;80.0;53.0;27.0;20.0
1731;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hof van Twente;2017;25530.0;17800.0;70.0;80.0;52.0;28.0;20.0
1732;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hof van Twente;2018;25540.0;18120.0;71.0;81.0;51.0;29.0;19.0
1733;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hof van Twente;2019;25600.0;18430.0;72.0;81.0;52.0;29.0;19.0
1734;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hof van Twente;2020;25620.0;18440.0;72.0;81.0;56.0;25.0;19.0
1735;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hof van Twente;2021;25620.0;18740.0;73.0;81.0;56.0;25.0;19.0
1736;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hof van Twente;2022;25640.0;19110.0;75.0;82.0;56.0;26.0;18.0
1737;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Het Hogeland;2014;36160.0;22950.0;63.0;81.0;56.0;25.0;19.0
1738;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Het Hogeland;2015;35960.0;22750.0;63.0;81.0;55.0;26.0;19.0
1739;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Het Hogeland;2016;35910.0;22820.0;64.0;80.0;54.0;27.0;20.0
1740;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Het Hogeland;2017;35880.0;23010.0;64.0;81.0;52.0;28.0;19.0
1741;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Het Hogeland;2018;35810.0;23290.0;65.0;81.0;52.0;29.0;19.0
1742;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Het Hogeland;2019;35630.0;23500.0;66.0;82.0;53.0;29.0;18.0
1743;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Het Hogeland;2020;35530.0;23340.0;66.0;82.0;57.0;25.0;18.0
1744;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Het Hogeland;2021;35360.0;23510.0;66.0;82.0;57.0;25.0;18.0
1745;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Het Hogeland;2022;35190.0;23820.0;68.0;82.0;56.0;26.0;18.0
1746;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hollands Kroon;2014;35700.0;24350.0;68.0;79.0;55.0;23.0;21.0
1747;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hollands Kroon;2015;35750.0;24500.0;69.0;79.0;53.0;25.0;21.0
1748;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hollands Kroon;2016;35770.0;24650.0;69.0;78.0;52.0;26.0;22.0
1749;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hollands Kroon;2017;35870.0;24970.0;70.0;79.0;52.0;27.0;21.0
1750;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hollands Kroon;2018;35950.0;25480.0;71.0;79.0;51.0;28.0;21.0
1751;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hollands Kroon;2019;36360.0;26160.0;72.0;79.0;50.0;29.0;21.0
1752;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hollands Kroon;2020;36740.0;26400.0;72.0;79.0;54.0;26.0;21.0
1753;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hollands Kroon;2021;36780.0;26580.0;72.0;79.0;54.0;26.0;21.0
1754;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hollands Kroon;2022;36910.0;27130.0;74.0;79.0;53.0;27.0;21.0
1755;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hoogeveen;2014;39900.0;25410.0;64.0;86.0;57.0;29.0;14.0
1756;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hoogeveen;2015;39840.0;25590.0;64.0;86.0;55.0;31.0;14.0
1757;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hoogeveen;2016;39960.0;25940.0;65.0;85.0;54.0;31.0;15.0
1758;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hoogeveen;2017;40060.0;26420.0;66.0;86.0;53.0;32.0;14.0
1759;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hoogeveen;2018;40280.0;27080.0;67.0;86.0;53.0;33.0;14.0
1760;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hoogeveen;2019;40360.0;27630.0;68.0;86.0;53.0;33.0;14.0
1761;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hoogeveen;2020;40310.0;27400.0;68.0;86.0;58.0;28.0;14.0
1762;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hoogeveen;2021;40270.0;27800.0;69.0;86.0;58.0;28.0;14.0
1763;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hoogeveen;2022;40380.0;28490.0;71.0;86.0;57.0;29.0;14.0
1764;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hoorn;2014;54270.0;34920.0;64.0;86.0;59.0;27.0;14.0
1765;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hoorn;2015;54450.0;35300.0;65.0;86.0;57.0;29.0;14.0
1766;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hoorn;2016;54820.0;35750.0;65.0;86.0;56.0;30.0;14.0
1767;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hoorn;2017;55000.0;36330.0;66.0;86.0;55.0;31.0;14.0
1768;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hoorn;2018;55210.0;37210.0;67.0;86.0;55.0;31.0;14.0
1769;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hoorn;2019;55340.0;37730.0;68.0;85.0;55.0;31.0;15.0
1770;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hoorn;2020;55500.0;37350.0;67.0;85.0;58.0;27.0;15.0
1771;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hoorn;2021;55670.0;37920.0;68.0;85.0;58.0;27.0;15.0
1772;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hoorn;2022;55790.0;39060.0;70.0;85.0;57.0;28.0;15.0
1773;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Horst aan de Maas;2014;31230.0;22610.0;72.0;84.0;57.0;28.0;16.0
1774;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Horst aan de Maas;2015;31250.0;22760.0;73.0;84.0;56.0;28.0;16.0
1775;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Horst aan de Maas;2016;31640.0;23310.0;74.0;85.0;54.0;31.0;15.0
1776;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Horst aan de Maas;2017;31830.0;23760.0;75.0;85.0;54.0;31.0;15.0
1777;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Horst aan de Maas;2018;31890.0;24100.0;76.0;85.0;54.0;31.0;15.0
1778;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Horst aan de Maas;2019;32030.0;24360.0;76.0;85.0;54.0;31.0;15.0
1779;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Horst aan de Maas;2020;32080.0;24210.0;75.0;85.0;59.0;26.0;15.0
1780;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Horst aan de Maas;2021;32370.0;24610.0;76.0;85.0;58.0;27.0;15.0
1781;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Horst aan de Maas;2022;32640.0;25140.0;77.0;85.0;57.0;28.0;15.0
1782;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Houten;2014;35710.0;26330.0;74.0;86.0;62.0;24.0;14.0
1783;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Houten;2015;35910.0;26420.0;74.0;86.0;61.0;25.0;14.0
1784;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Houten;2016;36230.0;26660.0;74.0;86.0;60.0;25.0;14.0
1785;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Houten;2017;36720.0;27120.0;74.0;86.0;60.0;26.0;14.0
1786;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Houten;2018;37170.0;27630.0;74.0;86.0;59.0;27.0;14.0
1787;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Houten;2019;37540.0;27980.0;75.0;85.0;58.0;27.0;15.0
1788;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Houten;2020;37900.0;27840.0;73.0;85.0;61.0;24.0;15.0
1789;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Houten;2021;38020.0;28010.0;74.0;85.0;61.0;24.0;15.0
1790;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Houten;2022;38130.0;28540.0;75.0;85.0;60.0;25.0;15.0
1791;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Huizen;2014;30830.0;20250.0;66.0;81.0;57.0;25.0;19.0
1792;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Huizen;2015;30740.0;20210.0;66.0;81.0;55.0;26.0;19.0
1793;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Huizen;2016;30830.0;20260.0;66.0;81.0;54.0;27.0;19.0
1794;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Huizen;2017;30800.0;20400.0;66.0;81.0;53.0;28.0;19.0
1795;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Huizen;2018;30660.0;20580.0;67.0;81.0;53.0;28.0;19.0
1796;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Huizen;2019;30620.0;20770.0;68.0;81.0;53.0;28.0;19.0
1797;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Huizen;2020;30470.0;20460.0;67.0;80.0;57.0;24.0;20.0
1798;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Huizen;2021;30310.0;20470.0;68.0;80.0;56.0;24.0;20.0
1799;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Huizen;2022;30130.0;20790.0;69.0;80.0;54.0;26.0;20.0
1800;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hulst;2014;20380.0;13110.0;64.0;84.0;64.0;20.0;16.0
1801;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hulst;2015;20350.0;13100.0;64.0;84.0;63.0;21.0;16.0
1802;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hulst;2016;20450.0;13230.0;65.0;84.0;63.0;21.0;16.0
1803;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hulst;2017;20490.0;13380.0;65.0;84.0;63.0;22.0;16.0
1804;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hulst;2018;20510.0;13550.0;66.0;84.0;63.0;22.0;16.0
1805;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hulst;2019;20440.0;13710.0;67.0;85.0;62.0;22.0;15.0
1806;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hulst;2020;20440.0;13660.0;67.0;84.0;66.0;19.0;16.0
1807;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hulst;2021;20340.0;13640.0;67.0;84.0;65.0;19.0;16.0
1808;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Hulst;2022;20280.0;13740.0;68.0;84.0;65.0;19.0;16.0
1809;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;IJsselstein;2014;25270.0;17690.0;70.0;86.0;61.0;24.0;14.0
1810;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;IJsselstein;2015;25280.0;17690.0;70.0;86.0;60.0;26.0;14.0
1811;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;IJsselstein;2016;25400.0;17850.0;70.0;86.0;59.0;27.0;14.0
1812;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;IJsselstein;2017;25600.0;18190.0;71.0;86.0;58.0;28.0;14.0
1813;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;IJsselstein;2018;25620.0;18430.0;72.0;86.0;57.0;29.0;14.0
1814;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;IJsselstein;2019;25680.0;18670.0;73.0;86.0;56.0;30.0;14.0
1815;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;IJsselstein;2020;25650.0;18500.0;72.0;85.0;60.0;25.0;15.0
1816;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;IJsselstein;2021;25450.0;18530.0;73.0;85.0;60.0;25.0;15.0
1817;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;IJsselstein;2022;25220.0;18690.0;74.0;85.0;59.0;27.0;15.0
1818;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kaag en Braassem;2014;19460.0;13980.0;72.0;81.0;57.0;24.0;19.0
1819;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kaag en Braassem;2015;19630.0;14160.0;72.0;80.0;56.0;25.0;20.0
1820;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kaag en Braassem;2016;19810.0;14370.0;73.0;80.0;56.0;25.0;20.0
1821;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kaag en Braassem;2017;20100.0;14670.0;73.0;80.0;55.0;26.0;20.0
1822;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kaag en Braassem;2018;20250.0;14980.0;74.0;81.0;54.0;26.0;19.0
1823;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kaag en Braassem;2019;20530.0;15430.0;75.0;81.0;54.0;27.0;19.0
1824;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kaag en Braassem;2020;20780.0;15500.0;75.0;81.0;58.0;23.0;19.0
1825;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kaag en Braassem;2021;20930.0;15740.0;75.0;81.0;57.0;23.0;19.0
1826;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kaag en Braassem;2022;21140.0;16140.0;76.0;81.0;57.0;24.0;19.0
1827;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kampen;2014;36860.0;25560.0;69.0;84.0;55.0;29.0;16.0
1828;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kampen;2015;37180.0;25990.0;70.0;84.0;53.0;31.0;16.0
1829;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kampen;2016;37660.0;26570.0;71.0;84.0;52.0;32.0;16.0
1830;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kampen;2017;38220.0;27310.0;71.0;84.0;54.0;30.0;16.0
1831;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kampen;2018;38690.0;28120.0;73.0;84.0;54.0;31.0;16.0
1832;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kampen;2019;39200.0;28850.0;74.0;85.0;54.0;31.0;15.0
1833;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kampen;2020;39570.0;29060.0;73.0;85.0;57.0;28.0;15.0
1834;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kampen;2021;39680.0;29590.0;75.0;85.0;57.0;28.0;15.0
1835;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kampen;2022;40000.0;30190.0;75.0;85.0;57.0;28.0;15.0
1836;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kapelle;2014;9110.0;6510.0;71.0;83.0;60.0;23.0;17.0
1837;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kapelle;2015;9130.0;6530.0;72.0;83.0;59.0;24.0;17.0
1838;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kapelle;2016;9200.0;6560.0;71.0;83.0;59.0;24.0;17.0
1839;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kapelle;2017;9230.0;6650.0;72.0;83.0;58.0;24.0;17.0
1840;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kapelle;2018;9280.0;6760.0;73.0;83.0;57.0;25.0;17.0
1841;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kapelle;2019;9290.0;6830.0;74.0;83.0;56.0;26.0;17.0
1842;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kapelle;2020;9330.0;6860.0;73.0;83.0;58.0;25.0;17.0
1843;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kapelle;2021;9430.0;6990.0;74.0;83.0;58.0;25.0;17.0
1844;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kapelle;2022;9420.0;7110.0;75.0;83.0;57.0;25.0;17.0
1845;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Katwijk;2014;45990.0;32310.0;70.0;88.0;62.0;25.0;12.0
1846;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Katwijk;2015;46480.0;32960.0;71.0;88.0;61.0;26.0;12.0
1847;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Katwijk;2016;46830.0;33470.0;71.0;88.0;61.0;27.0;12.0
1848;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Katwijk;2017;47240.0;34220.0;72.0;87.0;60.0;27.0;13.0
1849;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Katwijk;2018;47560.0;34930.0;73.0;87.0;60.0;27.0;13.0
1850;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Katwijk;2019;47860.0;35530.0;74.0;87.0;60.0;27.0;13.0
1851;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Katwijk;2020;48240.0;35650.0;74.0;87.0;63.0;24.0;13.0
1852;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Katwijk;2021;48100.0;35790.0;74.0;87.0;62.0;25.0;13.0
1853;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Katwijk;2022;48100.0;36390.0;76.0;87.0;61.0;26.0;13.0
1854;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kerkrade;2014;35680.0;19930.0;56.0;88.0;62.0;26.0;12.0
1855;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kerkrade;2015;35240.0;19790.0;56.0;88.0;60.0;27.0;12.0
1856;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kerkrade;2016;34940.0;19790.0;57.0;88.0;60.0;28.0;12.0
1857;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kerkrade;2017;34770.0;19970.0;57.0;88.0;59.0;29.0;12.0
1858;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kerkrade;2018;34600.0;20120.0;58.0;88.0;59.0;29.0;12.0
1859;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kerkrade;2019;34480.0;20290.0;59.0;88.0;59.0;30.0;12.0
1860;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kerkrade;2020;34330.0;19950.0;58.0;88.0;62.0;26.0;12.0
1861;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kerkrade;2021;34120.0;20080.0;59.0;88.0;62.0;26.0;12.0
1862;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Kerkrade;2022;33950.0;20430.0;60.0;88.0;61.0;28.0;12.0
1863;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Koggenland;2014;16720.0;11970.0;72.0;80.0;56.0;24.0;20.0
1864;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Koggenland;2015;16790.0;12070.0;72.0;80.0;55.0;25.0;20.0
1865;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Koggenland;2016;16900.0;12160.0;72.0;80.0;54.0;26.0;20.0
1866;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Koggenland;2017;16960.0;12350.0;73.0;80.0;53.0;27.0;20.0
1867;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Koggenland;2018;17020.0;12560.0;74.0;80.0;53.0;27.0;20.0
1868;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Koggenland;2019;17090.0;12700.0;74.0;80.0;53.0;27.0;20.0
1869;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Koggenland;2020;17150.0;12730.0;74.0;80.0;56.0;24.0;20.0
1870;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Koggenland;2021;17250.0;12970.0;75.0;80.0;56.0;24.0;20.0
1871;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Koggenland;2022;17320.0;13170.0;76.0;80.0;55.0;25.0;20.0
1872;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Krimpen aan den IJssel;2014;20610.0;13210.0;64.0;84.0;61.0;24.0;16.0
1873;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Krimpen aan den IJssel;2015;20620.0;13230.0;64.0;84.0;59.0;25.0;16.0
1874;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Krimpen aan den IJssel;2016;20620.0;13360.0;65.0;84.0;58.0;26.0;16.0
1875;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Krimpen aan den IJssel;2017;20630.0;13530.0;66.0;84.0;57.0;27.0;16.0
1876;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Krimpen aan den IJssel;2018;20760.0;13870.0;67.0;85.0;57.0;28.0;15.0
1877;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Krimpen aan den IJssel;2019;20780.0;14150.0;68.0;85.0;56.0;29.0;15.0
1878;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Krimpen aan den IJssel;2020;20770.0;14110.0;68.0;85.0;60.0;25.0;15.0
1879;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Krimpen aan den IJssel;2021;20620.0;14180.0;69.0;85.0;60.0;25.0;15.0
1880;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Krimpen aan den IJssel;2022;20460.0;14470.0;71.0;85.0;59.0;27.0;15.0
1881;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Krimpenerwaard;2014;40030.0;27100.0;68.0;81.0;57.0;24.0;19.0
1882;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Krimpenerwaard;2015;40210.0;27370.0;68.0;81.0;56.0;24.0;19.0
1883;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Krimpenerwaard;2016;40610.0;27920.0;69.0;81.0;55.0;26.0;19.0
1884;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Krimpenerwaard;2017;41010.0;28640.0;70.0;81.0;54.0;26.0;19.0
1885;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Krimpenerwaard;2018;41270.0;29290.0;71.0;81.0;54.0;27.0;19.0
1886;Totaal mannen en vrouwen;Totaal personen;Totaal;Totaal;Krimpenerwaard;2019;41490.0;29840.0;72.0;81.0;54.0;27.0;19.0
