ID;Geslacht;Leeftijd;Generatie;Perioden;TotaleBevolking_1;Autochtoon_2;Allochtoon_3;WesterseAllochtonen_4;k_26EULanden_5;OverigEuropa_6;Indonesie_7;OverigBuitenEuropa_8;NietWesterseAllochtonen_9;Afrika_10;Azie_11;LatijnsAmerika_12;Marokko_13;NederlandseAntillenEnAruba_14;Suriname_15;Turkije_16
1493;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2018;5332;;5332;3136;2438;235;49;414;2196;516;971;226;70;217;90;106
1494;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2019;5393;;5393;3134;2418;243;51;422;2259;537;998;229;70;222;95;108
1495;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2020;5455;;5455;3141;2413;246;53;429;2314;555;1023;235;69;225;98;109
1496;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2021;5491;;5491;3143;2407;249;54;433;2348;569;1039;241;67;227;96;109
1497;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2022;5503;;5503;3133;2389;253;56;435;2370;577;1053;245;64;228;94;109
1498;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2023;5492;;5492;3110;2364;253;55;438;2382;582;1062;246;61;228;93;110
1499;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2024;5479;;5479;3088;2341;253;55;439;2391;585;1069;248;61;230;88;110
1500;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2025;5472;;5472;3076;2324;254;56;442;2396;587;1075;250;61;230;86;107
1501;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2026;5465;;5465;3065;2312;254;56;443;2400;587;1079;251;60;231;85;107
1502;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2027;5464;;5464;3065;2310;255;55;445;2399;588;1084;252;57;231;82;105
1503;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2028;5474;;5474;3070;2313;255;55;447;2404;589;1086;255;56;232;81;105
1504;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2029;5489;;5489;3078;2319;255;55;449;2411;590;1091;256;55;232;81;106
1505;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2030;5506;;5506;3088;2326;256;54;452;2418;591;1095;259;55;232;80;106
1506;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2031;5523;;5523;3097;2333;256;54;454;2426;591;1098;264;55;233;79;106
1507;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2032;5533;;5533;3104;2339;256;54;455;2429;592;1101;265;55;233;78;105
1508;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2033;5548;;5548;3112;2345;257;53;457;2436;593;1106;266;55;233;78;105
1509;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2034;5560;;5560;3121;2352;258;53;458;2439;594;1107;267;55;234;77;105
1510;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2035;5574;;5574;3128;2357;258;53;460;2446;594;1111;270;55;234;77;105
1511;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2036;5586;;5586;3134;2362;258;53;461;2452;594;1115;272;55;234;77;105
1512;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2037;5597;;5597;3141;2367;259;53;462;2456;595;1117;275;55;234;76;104
1513;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2038;5607;;5607;3147;2371;259;53;464;2460;595;1119;276;55;235;76;104
1514;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2039;5616;;5616;3153;2376;260;52;465;2463;595;1122;276;55;235;76;104
1515;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2040;5625;;5625;3158;2380;260;52;466;2467;596;1123;278;55;235;76;104
1516;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2041;5636;;5636;3164;2384;260;52;468;2472;596;1126;280;55;235;76;104
1517;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2042;5649;;5649;3171;2389;261;52;469;2478;596;1129;283;55;235;76;104
1518;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2043;5660;;5660;3174;2392;261;51;470;2486;597;1132;286;55;236;76;104
1519;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2044;5668;;5668;3179;2396;261;51;471;2489;598;1133;287;55;236;76;104
1520;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2045;5676;;5676;3185;2400;262;51;472;2491;598;1135;287;55;236;76;104
1521;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2046;5682;;5682;3189;2403;262;51;473;2493;598;1136;288;55;236;76;104
1522;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2047;5691;;5691;3194;2406;263;50;475;2497;598;1137;291;55;236;76;104
1523;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2048;5700;;5700;3199;2409;264;50;476;2501;599;1138;292;55;237;76;104
1524;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2049;5709;;5709;3203;2412;264;50;477;2506;600;1141;293;55;237;76;104
1525;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2050;5713;;5713;3207;2416;264;50;477;2506;600;1142;293;55;237;75;104
1526;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2051;5719;;5719;3210;2418;264;50;478;2509;600;1143;295;55;237;75;104
1527;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2052;5726;;5726;3213;2421;264;49;479;2513;601;1146;295;55;237;75;104
1528;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2053;5731;;5731;3217;2423;265;49;480;2514;601;1147;295;55;237;75;104
1529;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2054;5740;;5740;3221;2426;265;49;481;2519;602;1148;297;55;238;75;104
1530;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2055;5744;;5744;3224;2428;265;49;482;2520;602;1149;297;55;238;75;104
1531;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2056;5748;;5748;3227;2430;265;49;483;2521;602;1150;297;55;238;75;104
1532;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2057;5752;;5752;3230;2432;265;49;484;2522;602;1152;297;55;238;75;103
1533;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2058;5753;;5753;3232;2434;266;48;484;2521;602;1153;297;54;238;74;103
1534;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2059;5758;;5758;3235;2436;266;48;485;2523;602;1154;298;54;238;74;103
1535;Mannen en Vrouwen;5 jaar;1e generatie allochtonen;2060;5763;;5763;3238;2438;266;48;486;2525;603;1155;298;54;239;74;102
1536;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2013;40022;;40022;10598;6964;1933;844;857;29424;3903;5303;1566;7506;2051;3527;5568
1537;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2014;40502;;40504;11115;7381;2094;809;831;29389;4052;5283;1631;7520;2112;3484;5307
1538;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2015;40357;;40356;11618;7922;2059;821;816;28738;4162;5382;1646;7208;2015;3392;4933
1539;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2016;40975;;40973;11969;8141;2211;822;795;29004;4340;5556;1746;7035;2082;3260;4985
1540;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2017;40336;;40337;12035;8219;2187;788;841;28302;4221;5631;1794;6829;1988;3071;4768
1541;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2018;40332;;40333;12716;8902;2202;757;855;27617;4122;5708;1787;6575;1990;2952;4483
1542;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2019;39608;;39606;12835;9062;2195;736;842;26771;4022;5758;1812;6188;2005;2806;4180
1543;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2020;39263;;39262;12971;9218;2201;717;835;26291;3949;5836;1839;5929;2036;2705;3997
1544;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2021;39030;;39030;13146;9392;2219;703;832;25884;3909;5931;1875;5647;2075;2617;3830
1545;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2022;38883;;38883;13355;9586;2249;690;830;25528;3883;6039;1919;5360;2111;2539;3677
1546;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2023;38869;;38870;13620;9815;2291;682;832;25250;3876;6158;1964;5083;2148;2476;3545
1547;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2024;38834;;38834;13874;10035;2331;671;837;24960;3872;6266;2006;4800;2183;2413;3420
1548;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2025;38740;;38740;14080;10212;2366;660;842;24660;3871;6362;2042;4534;2216;2347;3288
1549;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2026;38648;;38649;14256;10354;2399;653;850;24393;3871;6456;2076;4282;2249;2283;3176
1550;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2027;38619;;38618;14423;10490;2427;646;860;24195;3877;6567;2107;4055;2282;2231;3076
1551;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2028;38600;;38599;14565;10606;2451;640;868;24034;3888;6671;2137;3859;2311;2177;2991
1552;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2029;38621;;38619;14703;10719;2474;634;876;23916;3901;6773;2167;3690;2338;2130;2917
1553;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2030;38696;;38695;14837;10828;2496;629;884;23858;3916;6873;2195;3558;2367;2088;2861
1554;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2031;38799;;38798;14962;10934;2514;622;892;23836;3930;6968;2223;3458;2393;2049;2815
1555;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2032;38939;;38938;15086;11041;2532;613;900;23852;3948;7063;2249;3381;2418;2017;2776
1556;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2033;39075;;39075;15196;11137;2548;606;905;23879;3969;7152;2275;3316;2441;1987;2739
1557;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2034;39234;;39233;15314;11239;2564;599;912;23919;3985;7242;2300;3268;2462;1959;2703
1558;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2035;39391;;39392;15426;11336;2581;592;917;23966;4005;7326;2325;3226;2478;1936;2670
1559;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2036;39558;;39559;15536;11434;2596;584;922;24023;4026;7413;2347;3192;2495;1915;2635
1560;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2037;39687;;39687;15637;11518;2609;582;928;24050;4045;7470;2370;3160;2508;1897;2600
1561;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2038;39823;;39821;15744;11607;2623;580;934;24077;4065;7525;2390;3134;2518;1879;2566
1562;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2039;39946;;39947;15850;11697;2637;576;940;24097;4082;7580;2410;3104;2529;1862;2530
1563;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2040;40052;;40051;15945;11775;2652;573;945;24106;4098;7627;2428;3075;2537;1847;2494
1564;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2041;40152;;40151;16036;11850;2667;569;950;24115;4114;7678;2447;3040;2544;1834;2458
1565;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2042;40248;;40249;16135;11932;2682;566;955;24114;4130;7725;2466;3001;2550;1819;2423
1566;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2043;40326;;40325;16224;12005;2696;563;960;24101;4141;7771;2485;2957;2556;1806;2385
1567;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2044;40403;;40405;16315;12079;2712;560;964;24090;4156;7815;2502;2909;2562;1796;2350
1568;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2045;40481;;40481;16405;12154;2727;556;968;24076;4170;7862;2520;2856;2567;1786;2315
1569;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2046;40556;;40556;16500;12231;2742;554;973;24056;4183;7906;2538;2795;2575;1778;2281
1570;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2047;40614;;40614;16581;12296;2758;550;977;24033;4195;7946;2557;2735;2583;1769;2248
1571;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2048;40688;;40689;16667;12363;2774;548;982;24022;4208;7992;2578;2672;2594;1761;2217
1572;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2049;40762;;40762;16754;12432;2790;546;986;24008;4220;8041;2598;2604;2604;1754;2187
1573;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2050;40832;;40832;16838;12496;2806;544;992;23994;4234;8084;2618;2535;2616;1748;2159
1574;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2051;40905;;40906;16923;12560;2822;543;998;23983;4249;8130;2638;2466;2626;1743;2131
1575;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2052;40989;;40991;17014;12629;2838;543;1004;23977;4262;8177;2660;2397;2638;1740;2103
1576;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2053;41072;;41071;17099;12695;2853;541;1010;23972;4278;8221;2681;2327;2650;1736;2079
1577;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2054;41160;;41161;17184;12758;2869;541;1016;23977;4295;8271;2701;2259;2662;1733;2056
1578;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2055;41247;;41247;17268;12822;2883;541;1022;23979;4311;8314;2721;2194;2674;1730;2035
1579;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2056;41336;;41335;17346;12883;2896;539;1028;23989;4328;8358;2742;2131;2687;1727;2016
1580;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2057;41423;;41422;17424;12942;2910;539;1033;23998;4344;8402;2762;2072;2697;1725;1996
1581;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2058;41511;;41510;17497;12997;2923;538;1039;24013;4360;8446;2781;2016;2708;1724;1978
1582;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2059;41599;;41597;17569;13054;2934;537;1044;24028;4375;8487;2798;1965;2719;1722;1962
1583;Mannen en Vrouwen;5 jaar;2e generatie allochtonen;2060;41673;;41674;17633;13102;2944;537;1050;24041;4388;8528;2816;1914;2729;1721;1945
1584;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2013;19651;;19651;7889;5523;932;685;749;11762;1466;1934;1178;1949;1042;1813;2380
1585;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2014;19962;;19963;7950;5554;1012;661;723;12013;1490;1974;1215;2107;1043;1840;2344
1586;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2015;20217;;20217;8011;5685;965;674;687;12206;1470;2044;1234;2251;1017;1844;2346
1587;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2016;20108;;20108;7805;5513;1000;644;648;12303;1459;2120;1268;2324;1053;1720;2359
1588;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2017;19539;;19539;7535;5248;981;656;650;12004;1272;2109;1316;2312;981;1685;2329
1589;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2018;19130;;19131;7272;5103;901;629;639;11859;1242;1963;1230;2329;912;1770;2413
1590;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2019;18779;;18776;7218;5061;895;628;634;11558;1251;1985;1235;2199;926;1761;2201
1591;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2020;18884;;18883;7209;5054;896;626;633;11674;1270;2025;1241;2231;945;1781;2181
1592;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2021;18999;;18998;7240;5079;899;627;635;11758;1297;2064;1254;2257;969;1806;2111
1593;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2022;19019;;19018;7267;5097;905;628;637;11751;1325;2099;1269;2218;989;1810;2041
1594;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2023;19167;;19168;7339;5146;918;632;643;11829;1359;2152;1285;2208;1007;1813;2005
1595;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2024;19325;;19327;7403;5192;929;632;650;11924;1391;2200;1299;2203;1027;1825;1979
1596;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2025;19473;;19472;7459;5231;941;630;657;12013;1423;2243;1308;2210;1045;1835;1949
1597;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2026;19642;;19642;7518;5268;955;630;665;12124;1454;2289;1318;2221;1063;1844;1935
1598;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2027;19851;;19852;7586;5312;971;630;673;12266;1481;2334;1333;2243;1083;1858;1934
1599;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2028;20033;;20032;7639;5348;986;629;676;12393;1509;2376;1346;2270;1097;1862;1933
1600;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2029;20220;;20218;7695;5389;1003;623;680;12523;1536;2420;1359;2304;1108;1867;1929
1601;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2030;20441;;20440;7754;5431;1021;618;684;12686;1565;2467;1372;2356;1120;1873;1933
1602;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2031;20643;;20642;7799;5463;1037;611;688;12843;1586;2512;1383;2418;1130;1877;1937
1603;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2032;20849;;20849;7842;5494;1054;602;692;13007;1609;2559;1393;2487;1139;1882;1938
1604;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2033;21026;;21027;7873;5515;1070;596;692;13154;1632;2605;1403;2548;1148;1885;1933
1605;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2034;21200;;21200;7913;5542;1087;589;695;13287;1649;2653;1412;2614;1155;1886;1918
1606;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2035;21347;;21347;7941;5561;1102;583;695;13406;1667;2699;1420;2670;1160;1889;1901
1607;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2036;21479;;21480;7966;5578;1116;576;696;13514;1686;2747;1426;2723;1166;1888;1878
1608;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2037;21552;;21552;7981;5582;1127;575;697;13571;1699;2788;1431;2767;1169;1871;1846
1609;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2038;21609;;21605;7995;5586;1137;574;698;13610;1712;2825;1432;2804;1171;1854;1812
1610;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2039;21625;;21624;7996;5583;1145;570;698;13628;1719;2860;1433;2829;1176;1839;1772
1611;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2040;21603;;21603;7986;5569;1151;569;697;13617;1723;2886;1431;2848;1177;1824;1728
1612;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2041;21559;;21556;7966;5550;1155;565;696;13590;1725;2912;1429;2852;1176;1812;1684
1613;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2042;21494;;21496;7949;5535;1157;562;695;13547;1727;2933;1427;2849;1175;1797;1639
1614;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2043;21402;;21402;7924;5515;1157;559;693;13478;1724;2950;1425;2832;1173;1784;1590
1615;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2044;21304;;21306;7907;5500;1159;557;691;13399;1724;2964;1421;2805;1171;1774;1540
1616;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2045;21201;;21202;7890;5488;1159;554;689;13312;1722;2976;1420;2769;1168;1764;1493
1617;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2046;21097;;21097;7882;5482;1160;552;688;13215;1719;2990;1419;2718;1168;1756;1445
1618;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2047;20991;;20991;7877;5477;1163;549;688;13114;1718;3000;1419;2664;1169;1747;1397
1619;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2048;20905;;20906;7883;5481;1166;548;688;13023;1716;3019;1422;2603;1171;1740;1352
1620;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2049;20821;;20820;7895;5490;1171;546;688;12925;1715;3038;1425;2531;1173;1735;1308
1621;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2050;20747;;20747;7916;5504;1177;544;691;12831;1715;3056;1430;2456;1176;1730;1268
1622;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2051;20684;;20683;7942;5521;1184;543;694;12741;1716;3078;1437;2378;1179;1725;1228
1623;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2052;20645;;20648;7982;5549;1192;543;698;12666;1719;3105;1446;2298;1185;1722;1191
1624;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2053;20617;;20615;8022;5579;1200;541;702;12593;1724;3131;1457;2215;1191;1718;1157
1625;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2054;20595;;20596;8067;5610;1210;541;706;12529;1729;3163;1467;2132;1197;1715;1126
1626;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2055;20582;;20581;8114;5643;1219;541;711;12467;1734;3192;1478;2050;1204;1712;1097
1627;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2056;20574;;20572;8158;5676;1227;539;716;12414;1740;3223;1489;1969;1213;1707;1073
1628;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2057;20568;;20566;8203;5707;1237;539;720;12363;1745;3257;1501;1892;1218;1704;1046
1629;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2058;20569;;20569;8248;5738;1247;538;725;12321;1751;3290;1512;1818;1225;1702;1023
1630;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2059;20571;;20570;8290;5770;1255;537;728;12280;1755;3320;1521;1749;1232;1699;1004
1631;Mannen en Vrouwen;5 jaar;2e Gen.: 1 ouder in buitenland geboren;2060;20566;;20567;8326;5796;1260;537;733;12241;1759;3349;1531;1681;1238;1699;984
1632;Mannen en Vrouwen;5 jaar;2e Gen.: 2 ouders in buitenland geboren;2013;20371;;20371;2709;1441;1001;159;108;17662;2437;3369;388;5557;1009;1714;3188
1633;Mannen en Vrouwen;5 jaar;2e Gen.: 2 ouders in buitenland geboren;2014;20540;;20541;3165;1827;1082;148;108;17376;2562;3309;416;5413;1069;1644;2963
1634;Mannen en Vrouwen;5 jaar;2e Gen.: 2 ouders in buitenland geboren;2015;20140;;20139;3607;2237;1094;147;129;16532;2692;3338;412;4957;998;1548;2587
1635;Mannen en Vrouwen;5 jaar;2e Gen.: 2 ouders in buitenland geboren;2016;20867;;20865;4164;2628;1211;178;147;16701;2881;3436;478;4711;1029;1540;2626
1636;Mannen en Vrouwen;5 jaar;2e Gen.: 2 ouders in buitenland geboren;2017;20797;;20798;4500;2971;1206;132;191;16298;2949;3522;478;4517;1007;1386;2439
1637;Mannen en Vrouwen;5 jaar;2e Gen.: 2 ouders in buitenland geboren;2018;21202;;21202;5444;3799;1301;128;216;15758;2880;3745;557;4246;1078;1182;2070
1638;Mannen en Vrouwen;5 jaar;2e Gen.: 2 ouders in buitenland geboren;2019;20829;;20830;5617;4001;1300;108;208;15213;2771;3773;577;3989;1079;1045;1979
1639;Mannen en Vrouwen;5 jaar;2e Gen.: 2 ouders in buitenland geboren;2020;20379;;20379;5762;4164;1305;91;202;14617;2679;3811;598;3698;1091;924;1816
1640;Mannen en Vrouwen;5 jaar;2e Gen.: 2 ouders in buitenland geboren;2021;20031;;20032;5906;4313;1320;76;197;14126;2612;3867;621;3390;1106;811;1719
1641;Mannen en Vrouwen;5 jaar;2e Gen.: 2 ouders in buitenland geboren;2022;19864;;19865;6088;4489;1344;62;193;13777;2558;3940;650;3142;1122;729;1636
1642;Mannen en Vrouwen;5 jaar;2e Gen.: 2 ouders in buitenland geboren;2023;19702;;19702;6281;4669;1373;50;189;13421;2517;4006;679;2875;1141;663;1540
1643;Mannen en Vrouwen;5 jaar;2e Gen.: 2 ouders in buitenland geboren;2024;19509;;19507;6471;4843;1402;39;187;13036;2481;4066;707;2597;1156;588;1441
1644;Mannen en Vrouwen;5 jaar;2e Gen.: 2 ouders in buitenland geboren;2025;19267;;19268;6621;4981;1425;30;185;12647;2448;4119;734;2324;1171;512;1339
1645;Mannen en Vrouwen;5 jaar;2e Gen.: 2 ouders in buitenland geboren;2026;19006;;19007;6738;5086;1444;23;185;12269;2417;4167;758;2061;1186;439;1241
1646;Mannen en Vrouwen;5 jaar;2e Gen.: 2 ouders in buitenland geboren;2027;18768;;18766;6837;5178;1456;16;187;11929;2396;4233;774;1812;1199;373;1142
1647;Mannen en Vrouwen;5 jaar;2e Gen.: 2 ouders in buitenland geboren;2028;18567;;18567;6926;5258;1465;11;192;11641;2379;4295;791;1589;1214;315;1058
1648;Mannen en Vrouwen;5 jaar;2e Gen.: 2 ouders in buitenland geboren;2029;18401;;18401;7008;5330;1471;11;196;11393;2365;4353;808;1386;1230;263;988
1649;Mannen en Vrouwen;5 jaar;2e Gen.: 2 ouders in buitenland geboren;2030;18255;;18255;7083;5397;1475;11;200;11172;2351;4406;823;1202;1247;215;928
1650;Mannen en Vrouwen;5 jaar;2e Gen.: 2 ouders in buitenland geboren;2031;18156;;18156;7163;5471;1477;11;204;10993;2344;4456;840;1040;1263;172;878
1651;Mannen en Vrouwen;5 jaar;2e Gen.: 2 ouders in buitenland geboren;2032;18090;;18089;7244;5547;1478;11;208;10845;2339;4504;856;894;1279;135;838
1652;Mannen en Vrouwen;5 jaar;2e Gen.: 2 ouders in buitenland geboren;2033;18049;;18048;7323;5622;1478;10;213;10725;2337;4547;872;768;1293;102;806
1653;Mannen en Vrouwen;5 jaar;2e Gen.: 2 ouders in buitenland geboren;2034;18034;;18033;7401;5697;1477;10;217;10632;2336;4589;888;654;1307;73;785
1654;Mannen en Vrouwen;5 jaar;2e Gen.: 2 ouders in buitenland geboren;2035;18044;;18045;7485;5775;1479;9;222;10560;2338;4627;905;556;1318;47;769
1655;Mannen en Vrouwen;5 jaar;2e Gen.: 2 ouders in buitenland geboren;2036;18079;;18079;7570;5856;1480;8;226;10509;2340;4666;921;469;1329;27;757
1656;Mannen en Vrouwen;5 jaar;2e Gen.: 2 ouders in buitenland geboren;2037;18135;;18135;7656;5936;1482;7;231;10479;2346;4682;939;393;1339;26;754
1657;Mannen en Vrouwen;5 jaar;2e Gen.: 2 ouders in buitenland geboren;2038;18214;;18216;7749;6021;1486;6;236;10467;2353;4700;958;330;1347;25;754
1658;Mannen en Vrouwen;5 jaar;2e Gen.: 2 ouders in buitenland geboren;2039;18321;;18323;7854;6114;1492;6;242;10469;2363;4720;977;275;1353;23;758
1659;Mannen en Vrouwen;5 jaar;2e Gen.: 2 ouders in buitenland geboren;2040;18449;;18448;7959;6206;1501;4;248;10489;2375;4741;997;227;1360;23;766
1660;Mannen en Vrouwen;5 jaar;2e Gen.: 2 ouders in buitenland geboren;2041;18593;;18595;8070;6300;1512;4;254;10525;2389;4766;1018;188;1368;22;774
