ID;Landen;GN;Perioden;TotaleInvoerwaarde_1;TotaleInvoerhoeveelheid_2;TotaleUitvoerwaarde_3;TotaleUitvoerhoeveelheid_4;EenheidHoeveelheid_5
0;Totaal landen;41012010 Gehele huiden en vellen, van...;2015;1.0;0.0;1.0;0.0;mln stuks                
1;Totaal landen;41012010 Gehele huiden en vellen, van...;2016;1.0;0.0;1.0;0.0;mln stuks                
2;Totaal landen;41012010 Gehele huiden en vellen, van...;2017;0.0;0.0;1.0;0.0;mln stuks                
3;Totaal landen;41012010 Gehele huiden en vellen, van...;2018;1.0;0.0;0.0;0.0;mln stuks                
4;Totaal landen;41012010 Gehele huiden en vellen, van...;2019;0.0;0.0;0.0;0.0;mln stuks                
5;Totaal landen;41012010 Gehele huiden en vellen, van...;2020;0.0;0.0;0.0;0.0;mln stuks                
6;Totaal landen;41012010 Gehele huiden en vellen, van...;2021;;;;;mln stuks                
7;Totaal landen;41012010 Gehele huiden en vellen, van...;2022;0.0;0.0;0.0;0.0;mln stuks                
8;Totaal landen;41012010 Gehele huiden en vellen, van...;2023;0.0;0.0;0.0;0.0;mln stuks                
9;Totaal landen;41012030 Gehele huiden en vellen, van...;2015;4.0;0.0;56.0;1.0;mln stuks                
10;Totaal landen;41012030 Gehele huiden en vellen, van...;2016;3.0;0.0;38.0;1.0;mln stuks                
11;Totaal landen;41012030 Gehele huiden en vellen, van...;2017;6.0;1.0;36.0;1.0;mln stuks                
12;Totaal landen;41012030 Gehele huiden en vellen, van...;2018;6.0;0.0;27.0;0.0;mln stuks                
13;Totaal landen;41012030 Gehele huiden en vellen, van...;2019;6.0;0.0;25.0;0.0;mln stuks                
14;Totaal landen;41012030 Gehele huiden en vellen, van...;2020;6.0;0.0;21.0;1.0;mln stuks                
15;Totaal landen;41012030 Gehele huiden en vellen, van...;2021;;;;;mln stuks                
16;Totaal landen;41012030 Gehele huiden en vellen, van...;2022;0.0;0.0;34.0;1.0;mln stuks                
17;Totaal landen;41012030 Gehele huiden en vellen, van...;2023;0.0;0.0;38.0;1.0;mln stuks                
18;Totaal landen;41012050 Gehele huiden en vellen, van...;2015;;;0.0;0.0;mln stuks                
19;Totaal landen;41012050 Gehele huiden en vellen, van...;2016;;;0.0;0.0;mln stuks                
20;Totaal landen;41012050 Gehele huiden en vellen, van...;2017;;;;;mln stuks                
21;Totaal landen;41012050 Gehele huiden en vellen, van...;2018;;;0.0;0.0;mln stuks                
22;Totaal landen;41012050 Gehele huiden en vellen, van...;2019;0.0;0.0;0.0;0.0;mln stuks                
23;Totaal landen;41012050 Gehele huiden en vellen, van...;2020;;;0.0;0.0;mln stuks                
24;Totaal landen;41012050 Gehele huiden en vellen, van...;2021;;;;;mln stuks                
25;Totaal landen;41012050 Gehele huiden en vellen, van...;2022;0.0;0.0;0.0;0.0;mln stuks                
26;Totaal landen;41012050 Gehele huiden en vellen, van...;2023;0.0;0.0;0.0;0.0;mln stuks                
27;Totaal landen;41012080 Gehele huiden en vellen van ...;2015;2.0;0.0;1.0;0.0;mln stuks                
28;Totaal landen;41012080 Gehele huiden en vellen van ...;2016;1.0;0.0;0.0;0.0;mln stuks                
29;Totaal landen;41012080 Gehele huiden en vellen van ...;2017;1.0;0.0;0.0;0.0;mln stuks                
30;Totaal landen;41012080 Gehele huiden en vellen van ...;2018;1.0;0.0;0.0;0.0;mln stuks                
31;Totaal landen;41012080 Gehele huiden en vellen van ...;2019;1.0;0.0;0.0;0.0;mln stuks                
32;Totaal landen;41012080 Gehele huiden en vellen van ...;2020;2.0;0.0;0.0;0.0;mln stuks                
33;Totaal landen;41012080 Gehele huiden en vellen van ...;2021;;;;;mln stuks                
34;Totaal landen;41012080 Gehele huiden en vellen van ...;2022;0.0;0.0;0.0;0.0;mln stuks                
35;Totaal landen;41012080 Gehele huiden en vellen van ...;2023;0.0;0.0;0.0;0.0;mln stuks                
