ID;Donorregistratie;RegioS;Perioden;DonorregisterVastgelegdeKeuze_1
43;Totaal wel of niet geregistreerd;Zeeland (PV);2023;320.2
44;Totaal wel of niet geregistreerd;Zeeland (PV);2024;321.0
45;Totaal wel of niet geregistreerd;Noord-Brabant (PV);2022;2122.9
46;Totaal wel of niet geregistreerd;Noord-Brabant (PV);2023;2153.6
47;Totaal wel of niet geregistreerd;Noord-Brabant (PV);2024;2172.8
48;Totaal wel of niet geregistreerd;Limburg (PV);2022;943.3
49;Totaal wel of niet geregistreerd;Limburg (PV);2023;952.5
50;Totaal wel of niet geregistreerd;Limburg (PV);2024;957.6
51;Totaal wel of niet geregistreerd;Oost-Groningen (CR);2022;112.9
52;Totaal wel of niet geregistreerd;Oost-Groningen (CR);2023;114.0
53;Totaal wel of niet geregistreerd;Oost-Groningen (CR);2024;114.3
54;Totaal wel of niet geregistreerd;Delfzijl en omgeving (CR);2022;37.5
55;Totaal wel of niet geregistreerd;Delfzijl en omgeving (CR);2023;37.6
56;Totaal wel of niet geregistreerd;Delfzijl en omgeving (CR);2024;37.4
57;Totaal wel of niet geregistreerd;Overig Groningen (CR);2022;341.0
58;Totaal wel of niet geregistreerd;Overig Groningen (CR);2023;345.3
59;Totaal wel of niet geregistreerd;Overig Groningen (CR);2024;351.3
60;Totaal wel of niet geregistreerd;Noord-Friesland (CR);2022;262.5
61;Totaal wel of niet geregistreerd;Noord-Friesland (CR);2023;265.8
62;Totaal wel of niet geregistreerd;Noord-Friesland (CR);2024;268.2
63;Totaal wel of niet geregistreerd;Zuidwest-Friesland (CR);2022;114.6
64;Totaal wel of niet geregistreerd;Zuidwest-Friesland (CR);2023;115.8
65;Totaal wel of niet geregistreerd;Zuidwest-Friesland (CR);2024;115.7
66;Totaal wel of niet geregistreerd;Zuidoost-Friesland (CR);2022;152.9
67;Totaal wel of niet geregistreerd;Zuidoost-Friesland (CR);2023;154.4
68;Totaal wel of niet geregistreerd;Zuidoost-Friesland (CR);2024;155.4
69;Totaal wel of niet geregistreerd;Noord-Drenthe (CR);2022;157.6
70;Totaal wel of niet geregistreerd;Noord-Drenthe (CR);2023;159.3
71;Totaal wel of niet geregistreerd;Noord-Drenthe (CR);2024;160.4
72;Totaal wel of niet geregistreerd;Zuidoost-Drenthe (CR);2022;139.5
73;Totaal wel of niet geregistreerd;Zuidoost-Drenthe (CR);2023;141.0
74;Totaal wel of niet geregistreerd;Zuidoost-Drenthe (CR);2024;141.8
75;Totaal wel of niet geregistreerd;Zuidwest-Drenthe (CR);2022;109.7
76;Totaal wel of niet geregistreerd;Zuidwest-Drenthe (CR);2023;111.1
77;Totaal wel of niet geregistreerd;Zuidwest-Drenthe (CR);2024;112.0
78;Totaal wel of niet geregistreerd;Noord-Overijssel (CR);2022;299.5
79;Totaal wel of niet geregistreerd;Noord-Overijssel (CR);2023;304.4
80;Totaal wel of niet geregistreerd;Noord-Overijssel (CR);2024;307.1
81;Totaal wel of niet geregistreerd;Zuidwest-Overijssel (CR);2022;128.0
82;Totaal wel of niet geregistreerd;Zuidwest-Overijssel (CR);2023;129.8
83;Totaal wel of niet geregistreerd;Zuidwest-Overijssel (CR);2024;130.8
84;Totaal wel of niet geregistreerd;Twente (CR);2022;514.1
85;Totaal wel of niet geregistreerd;Twente (CR);2023;519.5
86;Totaal wel of niet geregistreerd;Twente (CR);2024;522.5
87;Totaal wel of niet geregistreerd;Veluwe (CR);2022;562.1
88;Totaal wel of niet geregistreerd;Veluwe (CR);2023;570.2
89;Totaal wel of niet geregistreerd;Veluwe (CR);2024;576.8
90;Totaal wel of niet geregistreerd;Achterhoek (CR);2022;332.5
91;Totaal wel of niet geregistreerd;Achterhoek (CR);2023;336.0
92;Totaal wel of niet geregistreerd;Achterhoek (CR);2024;337.3
93;Totaal wel of niet geregistreerd;Arnhem/Nijmegen (CR);2022;616.3
94;Totaal wel of niet geregistreerd;Arnhem/Nijmegen (CR);2023;624.1
95;Totaal wel of niet geregistreerd;Arnhem/Nijmegen (CR);2024;631.7
96;Totaal wel of niet geregistreerd;Zuidwest-Gelderland (CR);2022;200.5
97;Totaal wel of niet geregistreerd;Zuidwest-Gelderland (CR);2023;203.6
98;Totaal wel of niet geregistreerd;Zuidwest-Gelderland (CR);2024;205.0
99;Totaal wel of niet geregistreerd;Utrecht (CR);2022;1090.6
100;Totaal wel of niet geregistreerd;Utrecht (CR);2023;1108.0
101;Totaal wel of niet geregistreerd;Utrecht (CR);2024;1121.2
102;Totaal wel of niet geregistreerd;Kop van Noord-Holland (CR);2022;310.1
103;Totaal wel of niet geregistreerd;Kop van Noord-Holland (CR);2023;314.6
104;Totaal wel of niet geregistreerd;Kop van Noord-Holland (CR);2024;316.1
105;Totaal wel of niet geregistreerd;Alkmaar en omgeving (CR);2022;205.1
106;Totaal wel of niet geregistreerd;Alkmaar en omgeving (CR);2023;207.7
107;Totaal wel of niet geregistreerd;Alkmaar en omgeving (CR);2024;209.4
108;Totaal wel of niet geregistreerd;IJmond (CR);2022;162.8
109;Totaal wel of niet geregistreerd;IJmond (CR);2023;163.8
110;Totaal wel of niet geregistreerd;IJmond (CR);2024;164.6
111;Totaal wel of niet geregistreerd;Agglomeratie Haarlem (CR);2022;185.0
112;Totaal wel of niet geregistreerd;Agglomeratie Haarlem (CR);2023;187.9
113;Totaal wel of niet geregistreerd;Agglomeratie Haarlem (CR);2024;189.9
114;Totaal wel of niet geregistreerd;Zaanstreek (CR);2022;139.7
115;Totaal wel of niet geregistreerd;Zaanstreek (CR);2023;142.1
116;Totaal wel of niet geregistreerd;Zaanstreek (CR);2024;143.7
117;Totaal wel of niet geregistreerd;Groot-Amsterdam (CR);2022;1175.1
118;Totaal wel of niet geregistreerd;Groot-Amsterdam (CR);2023;1199.0
119;Totaal wel of niet geregistreerd;Groot-Amsterdam (CR);2024;1220.0
120;Totaal wel of niet geregistreerd;Het Gooi en Vechtstreek (CR);2022;190.5
121;Totaal wel of niet geregistreerd;Het Gooi en Vechtstreek (CR);2023;193.7
122;Totaal wel of niet geregistreerd;Het Gooi en Vechtstreek (CR);2024;194.7
123;Totaal wel of niet geregistreerd;Agglomeratie Leiden en Bollenstreek (CR);2022;354.3
124;Totaal wel of niet geregistreerd;Agglomeratie Leiden en Bollenstreek (CR);2023;360.0
125;Totaal wel of niet geregistreerd;Agglomeratie Leiden en Bollenstreek (CR);2024;365.6
126;Totaal wel of niet geregistreerd;Agglomeratie 's-Gravenhage (CR);2022;716.3
127;Totaal wel of niet geregistreerd;Agglomeratie 's-Gravenhage (CR);2023;729.1
128;Totaal wel of niet geregistreerd;Agglomeratie 's-Gravenhage (CR);2024;737.3
129;Totaal wel of niet geregistreerd;Delft en Westland (CR);2022;194.5
130;Totaal wel of niet geregistreerd;Delft en Westland (CR);2023;198.0
131;Totaal wel of niet geregistreerd;Delft en Westland (CR);2024;202.0
132;Totaal wel of niet geregistreerd;Oost-Zuid-Holland (CR);2022;272.4
133;Totaal wel of niet geregistreerd;Oost-Zuid-Holland (CR);2023;276.8
134;Totaal wel of niet geregistreerd;Oost-Zuid-Holland (CR);2024;279.5
135;Totaal wel of niet geregistreerd;Groot-Rijnmond (CR);2022;1187.3
136;Totaal wel of niet geregistreerd;Groot-Rijnmond (CR);2023;1202.8
137;Totaal wel of niet geregistreerd;Groot-Rijnmond (CR);2024;1216.6
138;Totaal wel of niet geregistreerd;Zuidoost-Zuid-Holland (CR);2022;298.3
139;Totaal wel of niet geregistreerd;Zuidoost-Zuid-Holland (CR);2023;302.6
140;Totaal wel of niet geregistreerd;Zuidoost-Zuid-Holland (CR);2024;304.4
141;Totaal wel of niet geregistreerd;Zeeuwsch-Vlaanderen (CR);2022;88.1
142;Totaal wel of niet geregistreerd;Zeeuwsch-Vlaanderen (CR);2023;88.8
143;Totaal wel of niet geregistreerd;Zeeuwsch-Vlaanderen (CR);2024;88.6
144;Totaal wel of niet geregistreerd;Overig Zeeland (CR);2022;228.3
145;Totaal wel of niet geregistreerd;Overig Zeeland (CR);2023;231.4
146;Totaal wel of niet geregistreerd;Overig Zeeland (CR);2024;232.4
147;Totaal wel of niet geregistreerd;West-Noord-Brabant (CR);2022;525.0
148;Totaal wel of niet geregistreerd;West-Noord-Brabant (CR);2023;531.1
149;Totaal wel of niet geregistreerd;West-Noord-Brabant (CR);2024;535.5
150;Totaal wel of niet geregistreerd;Midden-Noord-Brabant (CR);2022;406.9
151;Totaal wel of niet geregistreerd;Midden-Noord-Brabant (CR);2023;413.0
152;Totaal wel of niet geregistreerd;Midden-Noord-Brabant (CR);2024;416.9
153;Totaal wel of niet geregistreerd;Noordoost-Noord-Brabant (CR);2022;542.1
154;Totaal wel of niet geregistreerd;Noordoost-Noord-Brabant (CR);2023;549.7
155;Totaal wel of niet geregistreerd;Noordoost-Noord-Brabant (CR);2024;554.5
156;Totaal wel of niet geregistreerd;Zuidoost-Noord-Brabant (CR);2022;648.9
157;Totaal wel of niet geregistreerd;Zuidoost-Noord-Brabant (CR);2023;659.8
158;Totaal wel of niet geregistreerd;Zuidoost-Noord-Brabant (CR);2024;665.9
159;Totaal wel of niet geregistreerd;Noord-Limburg (CR);2022;236.5
160;Totaal wel of niet geregistreerd;Noord-Limburg (CR);2023;240.6
161;Totaal wel of niet geregistreerd;Noord-Limburg (CR);2024;242.0
162;Totaal wel of niet geregistreerd;Midden-Limburg (CR);2022;200.7
163;Totaal wel of niet geregistreerd;Midden-Limburg (CR);2023;202.8
164;Totaal wel of niet geregistreerd;Midden-Limburg (CR);2024;203.8
165;Totaal wel of niet geregistreerd;Zuid-Limburg (CR);2022;506.1
166;Totaal wel of niet geregistreerd;Zuid-Limburg (CR);2023;509.1
167;Totaal wel of niet geregistreerd;Zuid-Limburg (CR);2024;511.7
168;Totaal wel of niet geregistreerd;Flevoland (CR);2022;338.1
169;Totaal wel of niet geregistreerd;Flevoland (CR);2023;346.8
170;Totaal wel of niet geregistreerd;Flevoland (CR);2024;352.7
171;Totaal wel of niet geregistreerd;Aa en Hunze;2022;21.3
172;Totaal wel of niet geregistreerd;Aa en Hunze;2023;21.4
173;Totaal wel of niet geregistreerd;Aa en Hunze;2024;21.5
174;Totaal wel of niet geregistreerd;Aalsmeer;2022;25.7
175;Totaal wel of niet geregistreerd;Aalsmeer;2023;26.3
176;Totaal wel of niet geregistreerd;Aalsmeer;2024;26.7
177;Totaal wel of niet geregistreerd;Aalten;2022;22.0
178;Totaal wel of niet geregistreerd;Aalten;2023;22.2
179;Totaal wel of niet geregistreerd;Aalten;2024;22.3
180;Totaal wel of niet geregistreerd;Achtkarspelen;2022;22.1
181;Totaal wel of niet geregistreerd;Achtkarspelen;2023;22.3
182;Totaal wel of niet geregistreerd;Achtkarspelen;2024;22.5
183;Totaal wel of niet geregistreerd;Alblasserdam;2022;15.6
184;Totaal wel of niet geregistreerd;Alblasserdam;2023;15.8
185;Totaal wel of niet geregistreerd;Alblasserdam;2024;15.8
186;Totaal wel of niet geregistreerd;Albrandswaard;2022;20.4
187;Totaal wel of niet geregistreerd;Albrandswaard;2023;20.7
188;Totaal wel of niet geregistreerd;Albrandswaard;2024;20.9
189;Totaal wel of niet geregistreerd;Alkmaar;2022;90.5
190;Totaal wel of niet geregistreerd;Alkmaar;2023;91.4
191;Totaal wel of niet geregistreerd;Alkmaar;2024;92.0
192;Totaal wel of niet geregistreerd;Almelo;2022;59.2
193;Totaal wel of niet geregistreerd;Almelo;2023;60.0
194;Totaal wel of niet geregistreerd;Almelo;2024;60.6
195;Totaal wel of niet geregistreerd;Almere;2022;169.5
196;Totaal wel of niet geregistreerd;Almere;2023;173.8
197;Totaal wel of niet geregistreerd;Almere;2024;177.1
198;Totaal wel of niet geregistreerd;Alphen aan den Rijn;2022;90.8
199;Totaal wel of niet geregistreerd;Alphen aan den Rijn;2023;92.0
200;Totaal wel of niet geregistreerd;Alphen aan den Rijn;2024;92.7
201;Totaal wel of niet geregistreerd;Alphen-Chaam;2022;8.6
202;Totaal wel of niet geregistreerd;Alphen-Chaam;2023;8.6
203;Totaal wel of niet geregistreerd;Alphen-Chaam;2024;8.6
204;Totaal wel of niet geregistreerd;Altena;2022;45.1
205;Totaal wel of niet geregistreerd;Altena;2023;45.8
206;Totaal wel of niet geregistreerd;Altena;2024;46.3
207;Totaal wel of niet geregistreerd;Ameland;2022;3.1
208;Totaal wel of niet geregistreerd;Ameland;2023;3.2
209;Totaal wel of niet geregistreerd;Ameland;2024;3.2
210;Totaal wel of niet geregistreerd;Amersfoort;2022;124.7
211;Totaal wel of niet geregistreerd;Amersfoort;2023;126.9
212;Totaal wel of niet geregistreerd;Amersfoort;2024;128.2
213;Totaal wel of niet geregistreerd;Amstelveen;2022;73.1
214;Totaal wel of niet geregistreerd;Amstelveen;2023;74.9
215;Totaal wel of niet geregistreerd;Amstelveen;2024;75.4
216;Totaal wel of niet geregistreerd;Amsterdam;2022;751.7
217;Totaal wel of niet geregistreerd;Amsterdam;2023;767.2
218;Totaal wel of niet geregistreerd;Amsterdam;2024;784.2
219;Totaal wel of niet geregistreerd;Apeldoorn;2022;134.6
220;Totaal wel of niet geregistreerd;Apeldoorn;2023;136.1
221;Totaal wel of niet geregistreerd;Apeldoorn;2024;137.2
222;Totaal wel of niet geregistreerd;Arnhem;2022;134.0
223;Totaal wel of niet geregistreerd;Arnhem;2023;135.8
224;Totaal wel of niet geregistreerd;Arnhem;2024;137.5
225;Totaal wel of niet geregistreerd;Assen;2022;55.7
226;Totaal wel of niet geregistreerd;Assen;2023;56.2
227;Totaal wel of niet geregistreerd;Assen;2024;56.8
228;Totaal wel of niet geregistreerd;Asten;2022;14.0
229;Totaal wel of niet geregistreerd;Asten;2023;14.2
230;Totaal wel of niet geregistreerd;Asten;2024;14.2
231;Totaal wel of niet geregistreerd;Baarle-Nassau;2022;5.8
232;Totaal wel of niet geregistreerd;Baarle-Nassau;2023;5.9
233;Totaal wel of niet geregistreerd;Baarle-Nassau;2024;5.9
234;Totaal wel of niet geregistreerd;Baarn;2022;20.1
235;Totaal wel of niet geregistreerd;Baarn;2023;20.3
236;Totaal wel of niet geregistreerd;Baarn;2024;20.3
237;Totaal wel of niet geregistreerd;Barendrecht;2022;38.2
238;Totaal wel of niet geregistreerd;Barendrecht;2023;38.5
239;Totaal wel of niet geregistreerd;Barendrecht;2024;38.5
240;Totaal wel of niet geregistreerd;Barneveld;2022;45.1
241;Totaal wel of niet geregistreerd;Barneveld;2023;45.9
242;Totaal wel of niet geregistreerd;Barneveld;2024;46.7
243;Totaal wel of niet geregistreerd;Beek (L.);2022;13.4
244;Totaal wel of niet geregistreerd;Beek (L.);2023;13.6
245;Totaal wel of niet geregistreerd;Beek (L.);2024;13.7
246;Totaal wel of niet geregistreerd;Beekdaelen;2022;30.2
247;Totaal wel of niet geregistreerd;Beekdaelen;2023;30.3
248;Totaal wel of niet geregistreerd;Beekdaelen;2024;30.1
249;Totaal wel of niet geregistreerd;Beesel;2022;11.1
250;Totaal wel of niet geregistreerd;Beesel;2023;11.2
251;Totaal wel of niet geregistreerd;Beesel;2024;11.2
252;Totaal wel of niet geregistreerd;Berg en Dal;2022;29.2
253;Totaal wel of niet geregistreerd;Berg en Dal;2023;29.6
254;Totaal wel of niet geregistreerd;Berg en Dal;2024;29.8
255;Totaal wel of niet geregistreerd;Bergeijk;2022;15.6
256;Totaal wel of niet geregistreerd;Bergeijk;2023;15.8
257;Totaal wel of niet geregistreerd;Bergeijk;2024;15.9
258;Totaal wel of niet geregistreerd;Bergen (L.);2022;11.0
259;Totaal wel of niet geregistreerd;Bergen (L.);2023;11.1
260;Totaal wel of niet geregistreerd;Bergen (L.);2024;11.1
261;Totaal wel of niet geregistreerd;Bergen (NH.);2022;25.3
262;Totaal wel of niet geregistreerd;Bergen (NH.);2023;25.7
263;Totaal wel of niet geregistreerd;Bergen (NH.);2024;25.6
264;Totaal wel of niet geregistreerd;Bergen op Zoom;2022;55.6
265;Totaal wel of niet geregistreerd;Bergen op Zoom;2023;56.4
266;Totaal wel of niet geregistreerd;Bergen op Zoom;2024;57.2
267;Totaal wel of niet geregistreerd;Berkelland;2022;36.3
268;Totaal wel of niet geregistreerd;Berkelland;2023;36.5
269;Totaal wel of niet geregistreerd;Berkelland;2024;36.6
270;Totaal wel of niet geregistreerd;Bernheze;2022;25.7
271;Totaal wel of niet geregistreerd;Bernheze;2023;26.2
272;Totaal wel of niet geregistreerd;Bernheze;2024;26.5
273;Totaal wel of niet geregistreerd;Best;2022;24.9
274;Totaal wel of niet geregistreerd;Best;2023;25.2
275;Totaal wel of niet geregistreerd;Best;2024;25.5
276;Totaal wel of niet geregistreerd;Beuningen;2022;21.4
277;Totaal wel of niet geregistreerd;Beuningen;2023;21.7
278;Totaal wel of niet geregistreerd;Beuningen;2024;21.8
279;Totaal wel of niet geregistreerd;Beverwijk;2022;34.1
280;Totaal wel of niet geregistreerd;Beverwijk;2023;34.6
281;Totaal wel of niet geregistreerd;Beverwijk;2024;34.8
282;Totaal wel of niet geregistreerd;De Bilt;2022;34.3
283;Totaal wel of niet geregistreerd;De Bilt;2023;34.6
284;Totaal wel of niet geregistreerd;De Bilt;2024;34.5
285;Totaal wel of niet geregistreerd;Bladel;2022;17.0
286;Totaal wel of niet geregistreerd;Bladel;2023;17.3
287;Totaal wel of niet geregistreerd;Bladel;2024;17.3
288;Totaal wel of niet geregistreerd;Blaricum;2022;9.5
289;Totaal wel of niet geregistreerd;Blaricum;2023;9.6
290;Totaal wel of niet geregistreerd;Blaricum;2024;9.7
291;Totaal wel of niet geregistreerd;Bloemendaal;2022;18.5
292;Totaal wel of niet geregistreerd;Bloemendaal;2023;18.7
293;Totaal wel of niet geregistreerd;Bloemendaal;2024;18.7
294;Totaal wel of niet geregistreerd;Bodegraven-Reeuwijk;2022;28.2
295;Totaal wel of niet geregistreerd;Bodegraven-Reeuwijk;2023;28.6
296;Totaal wel of niet geregistreerd;Bodegraven-Reeuwijk;2024;28.8
297;Totaal wel of niet geregistreerd;Boekel;2022;8.9
298;Totaal wel of niet geregistreerd;Boekel;2023;9.0
299;Totaal wel of niet geregistreerd;Boekel;2024;9.1
300;Totaal wel of niet geregistreerd;Borger-Odoorn;2022;21.3
301;Totaal wel of niet geregistreerd;Borger-Odoorn;2023;21.6
302;Totaal wel of niet geregistreerd;Borger-Odoorn;2024;21.6
303;Totaal wel of niet geregistreerd;Borne;2022;19.0
304;Totaal wel of niet geregistreerd;Borne;2023;19.4
305;Totaal wel of niet geregistreerd;Borne;2024;19.5
306;Totaal wel of niet geregistreerd;Borsele;2022;18.3
307;Totaal wel of niet geregistreerd;Borsele;2023;18.5
308;Totaal wel of niet geregistreerd;Borsele;2024;18.5
309;Totaal wel of niet geregistreerd;Boxtel;2022;27.0
310;Totaal wel of niet geregistreerd;Boxtel;2023;27.6
311;Totaal wel of niet geregistreerd;Boxtel;2024;27.9
312;Totaal wel of niet geregistreerd;Breda;2022;150.5
313;Totaal wel of niet geregistreerd;Breda;2023;152.3
314;Totaal wel of niet geregistreerd;Breda;2024;154.2
315;Totaal wel of niet geregistreerd;Bronckhorst;2022;30.1
316;Totaal wel of niet geregistreerd;Bronckhorst;2023;30.4
317;Totaal wel of niet geregistreerd;Bronckhorst;2024;30.4
318;Totaal wel of niet geregistreerd;Brummen;2022;17.5
319;Totaal wel of niet geregistreerd;Brummen;2023;17.6
320;Totaal wel of niet geregistreerd;Brummen;2024;17.8
321;Totaal wel of niet geregistreerd;Brunssum;2022;23.5
322;Totaal wel of niet geregistreerd;Brunssum;2023;23.4
323;Totaal wel of niet geregistreerd;Brunssum;2024;23.5
324;Totaal wel of niet geregistreerd;Bunnik;2022;12.2
325;Totaal wel of niet geregistreerd;Bunnik;2023;12.6
326;Totaal wel of niet geregistreerd;Bunnik;2024;12.7
327;Totaal wel of niet geregistreerd;Bunschoten;2022;17.2
328;Totaal wel of niet geregistreerd;Bunschoten;2023;17.4
329;Totaal wel of niet geregistreerd;Bunschoten;2024;17.5
330;Totaal wel of niet geregistreerd;Buren;2022;22.1
331;Totaal wel of niet geregistreerd;Buren;2023;22.6
332;Totaal wel of niet geregistreerd;Buren;2024;22.6
333;Totaal wel of niet geregistreerd;Capelle aan den IJssel;2022;54.4
334;Totaal wel of niet geregistreerd;Capelle aan den IJssel;2023;54.7
335;Totaal wel of niet geregistreerd;Capelle aan den IJssel;2024;55.0
336;Totaal wel of niet geregistreerd;Castricum;2022;29.7
337;Totaal wel of niet geregistreerd;Castricum;2023;29.8
338;Totaal wel of niet geregistreerd;Castricum;2024;29.9
339;Totaal wel of niet geregistreerd;Coevorden;2022;29.2
340;Totaal wel of niet geregistreerd;Coevorden;2023;29.5
341;Totaal wel of niet geregistreerd;Coevorden;2024;29.7
342;Totaal wel of niet geregistreerd;Cranendonck;2022;17.2
343;Totaal wel of niet geregistreerd;Cranendonck;2023;17.3
344;Totaal wel of niet geregistreerd;Cranendonck;2024;17.3
345;Totaal wel of niet geregistreerd;Culemborg;2022;23.4
346;Totaal wel of niet geregistreerd;Culemborg;2023;23.7
347;Totaal wel of niet geregistreerd;Culemborg;2024;23.9
348;Totaal wel of niet geregistreerd;Dalfsen;2022;23.2
349;Totaal wel of niet geregistreerd;Dalfsen;2023;23.6
350;Totaal wel of niet geregistreerd;Dalfsen;2024;23.7
351;Totaal wel of niet geregistreerd;Dantumadiel;2022;15.2
352;Totaal wel of niet geregistreerd;Dantumadiel;2023;15.4
353;Totaal wel of niet geregistreerd;Dantumadiel;2024;15.3
354;Totaal wel of niet geregistreerd;Delft;2022;89.2
355;Totaal wel of niet geregistreerd;Delft;2023;90.6
356;Totaal wel of niet geregistreerd;Delft;2024;93.8
357;Totaal wel of niet geregistreerd;Deurne;2022;26.5
358;Totaal wel of niet geregistreerd;Deurne;2023;27.0
359;Totaal wel of niet geregistreerd;Deurne;2024;27.1
360;Totaal wel of niet geregistreerd;Deventer;2022;82.1
361;Totaal wel of niet geregistreerd;Deventer;2023;83.3
362;Totaal wel of niet geregistreerd;Deventer;2024;84.1
363;Totaal wel of niet geregistreerd;Diemen;2022;26.3
364;Totaal wel of niet geregistreerd;Diemen;2023;27.0
365;Totaal wel of niet geregistreerd;Diemen;2024;27.2
366;Totaal wel of niet geregistreerd;Dijk en Waard;2022;69.3
367;Totaal wel of niet geregistreerd;Dijk en Waard;2023;70.7
368;Totaal wel of niet geregistreerd;Dijk en Waard;2024;71.7
369;Totaal wel of niet geregistreerd;Dinkelland;2022;21.7
370;Totaal wel of niet geregistreerd;Dinkelland;2023;21.9
371;Totaal wel of niet geregistreerd;Dinkelland;2024;21.9
372;Totaal wel of niet geregistreerd;Doesburg;2022;9.3
373;Totaal wel of niet geregistreerd;Doesburg;2023;9.4
374;Totaal wel of niet geregistreerd;Doesburg;2024;9.4
375;Totaal wel of niet geregistreerd;Doetinchem;2022;47.7
376;Totaal wel of niet geregistreerd;Doetinchem;2023;48.3
377;Totaal wel of niet geregistreerd;Doetinchem;2024;48.8
378;Totaal wel of niet geregistreerd;Dongen;2022;21.7
379;Totaal wel of niet geregistreerd;Dongen;2023;22.3
380;Totaal wel of niet geregistreerd;Dongen;2024;22.2
381;Totaal wel of niet geregistreerd;Dordrecht;2022;97.2
382;Totaal wel of niet geregistreerd;Dordrecht;2023;98.9
383;Totaal wel of niet geregistreerd;Dordrecht;2024;99.6
384;Totaal wel of niet geregistreerd;Drechterland;2022;16.1
385;Totaal wel of niet geregistreerd;Drechterland;2023;16.5
386;Totaal wel of niet geregistreerd;Drechterland;2024;16.6
387;Totaal wel of niet geregistreerd;Drimmelen;2022;22.8
388;Totaal wel of niet geregistreerd;Drimmelen;2023;23.3
389;Totaal wel of niet geregistreerd;Drimmelen;2024;23.4
390;Totaal wel of niet geregistreerd;Dronten;2022;34.3
391;Totaal wel of niet geregistreerd;Dronten;2023;34.9
392;Totaal wel of niet geregistreerd;Dronten;2024;35.7
393;Totaal wel of niet geregistreerd;Druten;2022;15.6
394;Totaal wel of niet geregistreerd;Druten;2023;15.9
395;Totaal wel of niet geregistreerd;Druten;2024;16.1
396;Totaal wel of niet geregistreerd;Duiven;2022;20.4
397;Totaal wel of niet geregistreerd;Duiven;2023;20.5
398;Totaal wel of niet geregistreerd;Duiven;2024;20.5
399;Totaal wel of niet geregistreerd;Echt-Susteren;2022;27.0
400;Totaal wel of niet geregistreerd;Echt-Susteren;2023;27.2
401;Totaal wel of niet geregistreerd;Echt-Susteren;2024;27.3
402;Totaal wel of niet geregistreerd;Edam-Volendam;2022;29.6
403;Totaal wel of niet geregistreerd;Edam-Volendam;2023;29.9
