ID;Persoonskenmerken;Cijfersoort;Perioden;VertrouwenInAndereMensen_1;Kerken_2;Leger_3;Rechters_4;Pers_5;Politie_6;TweedeKamer_7;Ambtenaren_8;Banken_9;GroteBedrijven_10;EuropeseUnie_11
14;Totaal;Ondergrens 95%-interval;2016;58.7;29.2;63.8;70.4;30.1;69.2;35.7;41.4;35.1;36.2;34.9
15;Totaal;Ondergrens 95%-interval;2017;61.0;30.1;63.6;71.8;30.8;73.5;39.6;44.3;38.7;38.2;41.9
16;Totaal;Ondergrens 95%-interval;2018;60.6;28.4;62.3;71.6;34.9;73.8;40.9;45.5;41.7;38.5;44.1
17;Totaal;Ondergrens 95%-interval;2019;60.6;27.0;65.7;72.6;34.9;74.3;38.8;45.1;40.3;36.3;44.5
18;Totaal;Ondergrens 95%-interval;2020;61.8;29.7;70.8;76.3;38.1;77.1;52.0;48.5;45.4;37.9;46.9
19;Totaal;Ondergrens 95%-interval;2021;65.1;28.0;70.8;78.2;44.7;78.3;41.1;45.0;47.5;38.0;52.2
20;Totaal;Bovengrens 95%-interval;2012;59.4;32.1;60.4;69.9;31.9;68.8;37.4;45.5;42.7;46.4;40.3
21;Totaal;Bovengrens 95%-interval;2013;59.4;29.7;62.9;70.1;32.9;68.6;32.6;42.0;35.5;41.5;35.4
22;Totaal;Bovengrens 95%-interval;2014;59.0;30.5;63.3;69.1;32.4;69.0;35.7;43.1;37.7;41.3;37.5
23;Totaal;Bovengrens 95%-interval;2015;60.8;31.4;65.9;70.1;31.4;69.9;35.5;43.5;36.5;40.3;37.0
24;Totaal;Bovengrens 95%-interval;2016;61.0;31.5;66.1;72.6;32.3;71.4;38.0;43.8;37.4;38.5;37.2
25;Totaal;Bovengrens 95%-interval;2017;63.3;32.4;65.9;73.9;33.0;75.6;41.9;46.7;41.1;40.5;44.3
26;Totaal;Bovengrens 95%-interval;2018;62.8;30.6;64.6;73.7;37.1;75.8;43.2;47.8;44.0;40.8;46.4
27;Totaal;Bovengrens 95%-interval;2019;63.0;29.4;68.1;74.6;37.3;76.3;41.2;47.5;42.7;38.7;46.9
28;Totaal;Bovengrens 95%-interval;2020;64.2;32.1;72.8;78.3;40.5;79.1;54.4;50.9;47.8;40.3;49.3
29;Totaal;Bovengrens 95%-interval;2021;67.5;30.4;73.2;80.2;47.1;80.3;43.5;47.4;49.9;40.4;54.6
30;Geslacht: mannen;Waarde;2012;60.8;29.9;60.3;70.4;31.3;66.6;37.2;44.2;37.1;45.8;37.2
31;Geslacht: mannen;Waarde;2013;60.9;27.1;61.2;68.7;31.4;64.6;30.8;40.5;32.1;42.0;32.4
32;Geslacht: mannen;Waarde;2014;61.6;28.7;60.9;68.0;31.6;65.6;34.7;42.4;33.0;41.1;34.7
33;Geslacht: mannen;Waarde;2015;63.0;28.8;62.7;68.7;31.4;67.2;34.4;42.0;31.0;39.4;33.9
34;Geslacht: mannen;Waarde;2016;62.8;29.2;63.6;71.7;32.7;70.0;36.8;43.6;34.3;37.5;34.9
35;Geslacht: mannen;Waarde;2017;64.8;29.3;62.8;72.7;33.9;72.6;39.1;45.2;35.9;39.7;40.6
36;Geslacht: mannen;Waarde;2018;63.4;28.0;61.2;71.6;37.3;72.2;41.2;46.3;40.5;39.4;42.1
37;Geslacht: mannen;Waarde;2019;63.9;26.9;64.9;74.4;38.7;74.2;40.5;48.0;38.1;38.5;43.2
38;Geslacht: mannen;Waarde;2020;65.7;29.8;71.3;77.9;42.6;77.5;53.4;50.2;44.1;38.5;45.9
39;Geslacht: mannen;Waarde;2021;68.5;28.2;71.3;78.7;48.5;78.2;42.5;46.9;46.8;39.6;50.4
40;Geslacht: mannen;Ondergrens 95%-interval;2012;59.2;28.4;58.7;68.9;29.8;65.1;35.7;42.6;35.6;44.2;35.6
