ID;Persoonskenmerken;Cijfersoort;Perioden;VertrouwenInAndereMensen_1;Kerken_2;Leger_3;Rechters_4;Pers_5;Politie_6;TweedeKamer_7;Ambtenaren_8;Banken_9;GroteBedrijven_10;EuropeseUnie_11
379;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2021;47.7;39.6;72.5;75.5;35.5;66.1;40.9;51.0;55.3;46.8;55.8
380;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2012;41.2;49.0;65.8;73.7;35.7;66.1;46.0;59.7;55.0;55.0;50.2
381;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2013;42.4;47.1;66.3;71.8;37.6;64.1;42.5;54.7;48.3;47.4;44.5
382;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2014;48.8;48.7;64.5;74.4;35.4;64.0;43.8;57.0;55.0;52.4;51.0
383;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2015;47.0;48.6;66.4;69.7;31.6;63.9;43.0;55.7;54.2;49.7;47.4
384;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2016;47.4;45.3;67.0;75.4;33.6;66.0;44.8;55.1;57.3;49.3;47.8
385;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2017;47.3;51.3;67.5;76.4;32.6;70.5;44.1;54.7;53.7;50.0;53.2
386;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2018;48.9;43.5;67.9;77.2;39.0;71.1;47.5;57.4;60.9;50.3;56.6
387;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2019;50.5;43.3;69.7;76.3;34.4;70.8;45.9;59.1;56.2;50.0;56.1
388;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2020;54.8;48.5;75.4;81.6;42.2;76.1;62.7;65.0;62.0;51.3;61.5
389;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2021;54.7;47.4;78.7;81.3;42.5;72.7;47.9;58.0;62.3;53.8;62.8
390;Onderwijsniveau: basisonderwijs;Waarde;2012;36.2;31.3;52.1;50.3;28.2;60.6;25.5;41.2;46.6;42.0;31.3
391;Onderwijsniveau: basisonderwijs;Waarde;2013;38.8;32.1;56.2;50.2;31.2;60.5;25.9;37.0;40.0;38.9;28.5
392;Onderwijsniveau: basisonderwijs;Waarde;2014;37.3;32.2;51.1;51.4;25.4;63.9;28.5;35.6;43.4;38.3;30.5
393;Onderwijsniveau: basisonderwijs;Waarde;2015;38.8;34.0;57.5;48.5;25.9;58.4;28.9;32.9;43.2;38.1;31.2
394;Onderwijsniveau: basisonderwijs;Waarde;2016;39.3;30.9;58.9;55.6;29.6;65.7;29.9;38.7;46.7;38.4;34.0
395;Onderwijsniveau: basisonderwijs;Waarde;2017;42.5;35.2;54.8;55.1;28.7;65.8;28.9;38.5;49.3;38.4;33.0
396;Onderwijsniveau: basisonderwijs;Waarde;2018;43.1;37.7;55.8;54.5;28.7;67.5;36.3;41.5;51.0;41.1;38.7
397;Onderwijsniveau: basisonderwijs;Waarde;2019;41.2;33.0;59.4;54.2;33.3;66.9;30.2;40.2;50.4;37.8;37.3
398;Onderwijsniveau: basisonderwijs;Waarde;2020;39.6;32.8;61.7;62.0;29.0;70.6;43.6;43.2;53.4;37.8;37.8
399;Onderwijsniveau: basisonderwijs;Waarde;2021;41.8;37.3;68.1;65.4;33.0;74.0;33.6;38.8;53.8;41.2;40.2
400;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2012;32.9;27.9;48.5;46.7;25.0;57.2;22.4;37.7;43.1;38.3;27.9
401;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2013;35.3;28.6;52.4;46.4;27.7;56.9;22.6;33.4;36.4;35.1;25.1
402;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2014;33.5;28.4;46.9;47.3;21.8;60.1;24.7;31.7;39.4;34.3;26.7
403;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2015;35.1;30.2;53.5;44.5;22.4;54.6;25.3;29.2;39.4;34.1;27.5
404;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2016;35.4;26.9;54.7;51.3;25.8;61.8;26.0;34.5;42.6;34.2;30.0
405;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2017;38.5;31.2;50.6;50.9;25.0;62.0;25.0;34.4;45.2;34.2;29.0
406;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2018;39.2;33.6;51.7;50.3;25.0;63.7;32.4;37.4;46.9;36.8;34.6
407;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2019;37.1;28.9;55.1;49.7;29.2;62.8;26.1;35.9;46.1;33.5;33.0
408;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2020;35.5;28.5;57.4;57.7;25.1;66.7;39.3;38.9;49.1;33.5;33.5
409;Onderwijsniveau: basisonderwijs;Ondergrens 95%-interval;2021;37.1;32.2;63.4;60.7;28.3;69.7;28.9;33.9;48.9;36.1;35.1
410;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2012;39.5;34.7;55.7;53.9;31.4;64.0;28.6;44.7;50.1;45.6;34.7
411;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2013;42.3;35.7;60.0;54.0;34.6;64.1;29.2;40.7;43.6;42.7;32.0
412;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2014;41.1;36.0;55.3;55.6;28.9;67.7;32.2;39.6;47.3;42.3;34.4
413;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2015;42.4;37.8;61.4;52.5;29.3;62.2;32.5;36.6;47.1;42.1;35.0
414;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2016;43.2;34.9;63.1;59.8;33.5;69.5;33.8;42.8;50.8;42.6;38.0
415;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2017;46.4;39.2;59.0;59.3;32.5;69.6;32.7;42.6;53.5;42.6;37.0
416;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2018;47.1;41.8;60.0;58.7;32.5;71.3;40.3;45.6;55.2;45.3;42.9
417;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2019;45.3;37.1;63.7;58.7;37.4;71.0;34.3;44.5;54.7;42.1;41.6
418;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2020;43.7;37.1;66.0;66.3;32.9;74.5;47.9;47.5;57.7;42.1;42.1
419;Onderwijsniveau: basisonderwijs;Bovengrens 95%-interval;2021;46.5;42.4;72.8;70.1;37.7;78.3;38.3;43.7;58.7;46.3;45.3
420;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2012;45.6;33.0;57.0;57.6;27.6;64.2;29.6;40.0;46.1;43.9;32.6
421;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2013;44.8;30.8;57.2;58.6;28.3;61.9;24.2;35.7;38.3;41.4;28.6
422;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2014;44.4;31.6;61.2;56.3;29.6;63.5;29.2;38.8;42.6;41.5;32.5
423;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2015;47.2;33.5;61.5;60.9;27.7;65.5;26.7;38.9;40.5;40.2;32.2
424;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2016;44.4;33.1;60.4;62.7;28.1;64.8;28.8;36.5;41.7;39.8;32.5
425;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2017;50.9;33.9;60.8;62.4;27.3;70.2;34.2;41.0;44.8;40.8;36.0
426;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2018;46.3;29.6;59.2;58.9;29.4;68.9;32.6;41.0;47.5;40.8;38.2
427;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2019;45.6;30.4;62.5;61.3;28.0;70.2;31.2;39.0;44.0;36.5;35.9
428;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2020;49.3;34.0;71.8;67.8;35.8;74.2;45.6;44.5;51.3;43.1;42.8
429;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Waarde;2021;50.9;31.5;69.0;70.6;40.6;76.8;35.0;42.3;52.2;42.8;47.1
430;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2012;43.1;30.5;54.5;55.1;25.4;61.7;27.3;37.5;43.5;41.3;30.1
431;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2013;42.1;28.2;54.4;55.9;25.8;59.2;21.8;33.1;35.6;38.7;26.1
432;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2014;41.9;29.1;58.6;53.7;27.2;61.1;26.8;36.3;40.0;38.8;30.0
433;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2015;44.7;31.0;58.9;58.4;25.4;63.1;24.4;36.4;38.0;37.7;29.7
434;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2016;41.9;30.6;57.8;60.1;25.8;62.4;26.5;33.9;39.1;37.2;30.0
435;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2017;48.3;31.3;58.2;59.8;25.0;67.8;31.7;38.3;42.2;38.1;33.4
436;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2018;43.9;27.2;56.7;56.4;27.1;66.5;30.2;38.5;45.0;38.2;35.6
437;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2019;43.1;27.9;60.0;58.8;25.6;67.8;28.8;36.5;41.5;34.0;33.4
438;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2020;46.8;31.5;69.4;65.3;33.3;71.8;42.9;41.8;48.6;40.4;40.1
439;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Ondergrens 95%-interval;2021;48.2;28.8;66.3;67.9;37.9;74.4;32.3;39.4;49.3;39.9;44.2
440;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2012;48.1;35.4;59.6;60.2;29.9;66.6;32.0;42.5;48.6;46.5;35.0
441;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2013;47.4;33.3;59.9;61.4;30.7;64.5;26.5;38.4;40.9;44.2;31.2
442;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2014;46.9;34.0;63.8;58.9;31.9;66.0;31.6;41.3;45.1;44.1;35.0
443;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2015;49.7;36.0;64.0;63.5;30.0;67.9;28.9;41.5;43.0;42.8;34.6
444;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2016;46.9;35.6;62.9;65.2;30.4;67.3;31.2;39.0;44.2;42.4;34.9
445;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2017;53.4;36.5;63.5;65.0;29.7;72.6;36.7;43.6;47.5;43.5;38.6
446;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2018;48.8;31.9;61.8;61.5;31.8;71.2;35.0;43.6;50.1;43.3;40.7
447;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2019;48.1;32.9;65.0;63.8;30.4;72.6;33.6;41.5;46.5;39.0;38.4
448;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2020;51.8;36.5;74.2;70.3;38.3;76.6;48.3;47.2;54.0;45.8;45.5
449;Onderwijsniveau: vmbo,mbo1,avo onderbouw;Bovengrens 95%-interval;2021;53.6;34.2;71.7;73.3;43.3;79.2;37.7;45.2;55.1;45.7;50.0
450;Onderwijsniveau: havo, vwo, mbo;Waarde;2012;57.8;30.6;61.0;69.3;30.5;67.1;34.8;42.2;42.3;46.1;37.5
451;Onderwijsniveau: havo, vwo, mbo;Waarde;2013;58.1;28.1;63.8;70.3;31.1;67.8;29.1;39.3;35.7;41.6;32.4
452;Onderwijsniveau: havo, vwo, mbo;Waarde;2014;55.5;28.9;63.0;67.1;29.5;65.4;30.8;39.5;36.7;41.1;33.0
453;Onderwijsniveau: havo, vwo, mbo;Waarde;2015;58.1;28.3;66.0;67.7;29.2;68.5;32.0;39.8;35.5;39.6;33.0
454;Onderwijsniveau: havo, vwo, mbo;Waarde;2016;59.4;29.0;66.5;70.2;28.8;68.6;33.4;41.4;35.8;36.7;32.5
455;Onderwijsniveau: havo, vwo, mbo;Waarde;2017;59.3;29.7;66.4;71.9;29.5;74.0;37.1;43.7;40.6;40.7;40.5
456;Onderwijsniveau: havo, vwo, mbo;Waarde;2018;59.9;27.6;64.3;72.3;32.9;73.7;37.4;43.8;43.1;40.4;41.7
457;Onderwijsniveau: havo, vwo, mbo;Waarde;2019;60.2;27.1;67.5;72.9;33.3;74.2;35.4;43.6;42.3;38.8;42.8
458;Onderwijsniveau: havo, vwo, mbo;Waarde;2020;61.1;30.6;72.3;76.3;35.7;77.0;50.3;46.1;45.9;39.6;44.5
459;Onderwijsniveau: havo, vwo, mbo;Waarde;2021;62.9;27.7;71.7;76.6;41.8;77.0;37.1;42.0;48.5;39.2;48.0
460;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2012;56.1;29.0;59.2;67.7;28.8;65.5;33.1;40.4;40.6;44.3;35.8
461;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2013;56.3;26.4;62.0;68.6;29.4;66.1;27.5;37.5;33.9;39.8;30.7
462;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2014;53.7;27.2;61.2;65.4;27.8;63.7;29.1;37.7;35.0;39.2;31.3
463;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2015;56.3;26.5;64.2;66.0;27.5;66.8;30.3;38.0;33.7;37.7;31.2
464;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2016;57.6;27.2;64.7;68.5;27.1;66.8;31.6;39.5;34.0;34.8;30.7
465;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2017;57.5;27.9;64.6;70.2;27.8;72.4;35.3;41.8;38.8;38.8;38.6
466;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2018;58.1;25.9;62.6;70.6;31.1;72.1;35.6;41.9;41.2;38.5;39.9
467;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2019;58.4;25.3;65.7;71.1;31.5;72.6;33.6;41.6;40.3;36.8;40.8
468;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2020;59.3;28.8;70.5;74.7;33.9;75.4;48.3;44.1;43.9;37.6;42.5
469;Onderwijsniveau: havo, vwo, mbo;Ondergrens 95%-interval;2021;60.9;25.7;69.7;74.8;39.8;75.2;35.1;40.0;46.3;37.2;45.8
470;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2012;59.5;32.3;62.7;70.9;32.1;68.8;36.5;44.0;44.1;47.9;39.3
471;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2013;59.9;29.8;65.6;72.0;32.8;69.5;30.8;41.1;37.4;43.4;34.2
472;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2014;57.3;30.6;64.8;68.8;31.1;67.1;32.5;41.3;38.4;42.9;34.7
473;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2015;60.0;30.0;67.8;69.5;30.9;70.3;33.8;41.7;37.3;41.4;34.8
474;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2016;61.3;30.8;68.3;72.0;30.5;70.3;35.2;43.3;37.6;38.6;34.4
475;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2017;61.1;31.4;68.2;73.6;31.2;75.6;39.0;45.5;42.5;42.6;42.4
476;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2018;61.7;29.4;66.1;73.9;34.6;75.3;39.2;45.6;44.9;42.2;43.6
477;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2019;62.0;28.9;69.3;74.7;35.1;75.8;37.2;45.6;44.3;40.8;44.8
478;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2020;62.9;32.4;74.1;77.9;37.5;78.6;52.3;48.1;47.9;41.6;46.5
479;Onderwijsniveau: havo, vwo, mbo;Bovengrens 95%-interval;2021;64.9;29.7;73.7;78.4;43.8;78.8;39.1;44.0;50.7;41.2;50.2
480;Onderwijsniveau: hbo, wo bachelor;Waarde;2012;76.8;29.4;61.0;81.6;33.6;74.2;45.7;49.3;35.9;45.9;46.8
481;Onderwijsniveau: hbo, wo bachelor;Waarde;2013;74.9;26.2;63.4;79.4;34.1;72.9;38.9;45.4;29.1;38.2;37.7
482;Onderwijsniveau: hbo, wo bachelor;Waarde;2014;76.8;27.0;65.5;81.6;33.7;75.6;42.5;45.9;31.2;38.2;41.2
483;Onderwijsniveau: hbo, wo bachelor;Waarde;2015;76.6;27.6;67.8;81.0;32.3;74.1;40.7;48.2;29.7;38.1;40.5
484;Onderwijsniveau: hbo, wo bachelor;Waarde;2016;76.1;29.9;67.1;82.4;34.7;77.8;46.9;46.7;31.5;35.9;40.4
485;Onderwijsniveau: hbo, wo bachelor;Waarde;2017;77.7;29.8;67.3;84.3;34.8;79.4;49.8;49.9;33.4;37.3;50.0
486;Onderwijsniveau: hbo, wo bachelor;Waarde;2018;77.9;27.4;65.8;85.3;41.6;81.6;52.5;52.3;38.2;37.7;52.8
487;Onderwijsniveau: hbo, wo bachelor;Waarde;2019;76.8;26.8;69.5;84.5;41.7;80.7;49.6;52.1;37.9;37.2;52.4
488;Onderwijsniveau: hbo, wo bachelor;Waarde;2020;77.2;27.8;73.3;86.1;44.1;83.0;60.7;54.9;43.3;37.5;53.6
489;Onderwijsniveau: hbo, wo bachelor;Waarde;2021;80.3;26.9;73.7;87.8;51.5;83.5;49.8;49.8;46.4;37.5;60.1
490;Onderwijsniveau: hbo, wo bachelor;Ondergrens 95%-interval;2012;74.5;26.9;58.3;79.5;31.0;71.9;43.0;46.6;33.3;43.2;44.1
491;Onderwijsniveau: hbo, wo bachelor;Ondergrens 95%-interval;2013;72.6;23.7;60.8;77.2;31.5;70.5;36.2;42.6;26.6;35.5;35.0
492;Onderwijsniveau: hbo, wo bachelor;Ondergrens 95%-interval;2014;74.5;24.5;62.9;79.5;31.2;73.3;39.8;43.2;28.6;35.5;38.5
493;Onderwijsniveau: hbo, wo bachelor;Ondergrens 95%-interval;2015;74.3;25.1;65.3;78.9;29.8;71.8;38.1;45.5;27.2;35.5;37.9
494;Onderwijsniveau: hbo, wo bachelor;Ondergrens 95%-interval;2016;73.8;27.4;64.6;80.4;32.2;75.6;44.2;44.1;29.0;33.3;37.8
495;Onderwijsniveau: hbo, wo bachelor;Ondergrens 95%-interval;2017;75.6;27.3;64.8;82.5;32.4;77.3;47.3;47.3;31.0;34.8;47.4
496;Onderwijsniveau: hbo, wo bachelor;Ondergrens 95%-interval;2018;75.8;25.0;63.3;83.4;39.1;79.7;49.9;49.7;35.7;35.2;50.2
497;Onderwijsniveau: hbo, wo bachelor;Ondergrens 95%-interval;2019;74.6;24.4;67.1;82.7;39.2;78.7;47.1;49.6;35.4;34.7;49.9
498;Onderwijsniveau: hbo, wo bachelor;Ondergrens 95%-interval;2020;75.2;25.4;71.1;84.3;41.7;81.2;58.3;52.4;40.9;35.1;51.1
499;Onderwijsniveau: hbo, wo bachelor;Ondergrens 95%-interval;2021;78.3;24.5;71.3;86.2;49.0;81.5;47.3;47.3;43.9;35.0;57.6
500;Onderwijsniveau: hbo, wo bachelor;Bovengrens 95%-interval;2012;79.0;31.9;63.6;83.6;36.1;76.5;48.3;52.0;38.4;48.6;49.5
501;Onderwijsniveau: hbo, wo bachelor;Bovengrens 95%-interval;2013;77.3;28.7;66.1;81.6;36.7;75.4;41.6;48.1;31.6;40.9;40.4
502;Onderwijsniveau: hbo, wo bachelor;Bovengrens 95%-interval;2014;79.1;29.5;68.2;83.8;36.3;78.0;45.2;48.7;33.7;40.9;44.0
503;Onderwijsniveau: hbo, wo bachelor;Bovengrens 95%-interval;2015;78.8;30.1;70.3;83.2;34.8;76.5;43.4;50.9;32.1;40.8;43.2
504;Onderwijsniveau: hbo, wo bachelor;Bovengrens 95%-interval;2016;78.4;32.4;69.7;84.5;37.2;80.0;49.5;49.4;33.9;38.4;43.0
505;Onderwijsniveau: hbo, wo bachelor;Bovengrens 95%-interval;2017;79.8;32.3;69.7;86.2;37.3;81.4;52.4;52.5;35.8;39.9;52.6
506;Onderwijsniveau: hbo, wo bachelor;Bovengrens 95%-interval;2018;80.0;29.8;68.3;87.1;44.2;83.6;55.1;54.9;40.7;40.3;55.4
507;Onderwijsniveau: hbo, wo bachelor;Bovengrens 95%-interval;2019;79.0;29.2;71.9;86.3;44.2;82.7;52.1;54.6;40.4;39.7;54.9
508;Onderwijsniveau: hbo, wo bachelor;Bovengrens 95%-interval;2020;79.2;30.2;75.5;87.9;46.5;84.8;63.1;57.4;45.7;39.9;56.1
509;Onderwijsniveau: hbo, wo bachelor;Bovengrens 95%-interval;2021;82.3;29.3;76.1;89.4;54.0;85.5;52.3;52.3;48.9;40.0;62.6
510;Onderwijsniveau: wo, master, doctor;Waarde;2012;85.0;29.9;63.7;88.8;38.4;76.4;53.1;59.1;32.8;48.3;56.1
511;Onderwijsniveau: wo, master, doctor;Waarde;2013;81.1;28.0;63.7;84.8;38.8;76.4;48.8;54.9;26.3;39.5;53.7
512;Onderwijsniveau: wo, master, doctor;Waarde;2014;82.4;28.9;64.3;84.5;40.9;77.2;51.3;55.8;28.7;39.7;53.7
513;Onderwijsniveau: wo, master, doctor;Waarde;2015;84.6;32.0;68.2;87.0;40.5;78.3;51.2;57.4;28.9;39.4;49.4
514;Onderwijsniveau: wo, master, doctor;Waarde;2016;85.5;30.4;69.9;87.3;42.0;79.1;54.2;56.9;28.1;38.2;50.8
515;Onderwijsniveau: wo, master, doctor;Waarde;2017;84.7;30.3;70.6;87.0;46.1;83.6;58.3;58.0;33.2;37.9;60.0
516;Onderwijsniveau: wo, master, doctor;Waarde;2018;84.0;31.9;69.6;88.9;53.2;83.6;61.0;60.3;36.2;38.8;60.2
517;Onderwijsniveau: wo, master, doctor;Waarde;2019;85.7;26.7;72.7;90.1;51.6;84.5;60.1;61.7;35.8;36.2;64.7
518;Onderwijsniveau: wo, master, doctor;Waarde;2020;84.5;31.2;75.4;90.9;54.7;86.8;68.6;64.4;44.4;37.7;65.3
519;Onderwijsniveau: wo, master, doctor;Waarde;2021;87.9;29.6;76.0;90.3;61.7;85.7;58.5;60.0;46.0;37.4;70.7
520;Onderwijsniveau: wo, master, doctor;Ondergrens 95%-interval;2012;82.3;26.3;59.9;86.4;34.6;73.1;49.3;55.4;29.2;44.5;52.3
521;Onderwijsniveau: wo, master, doctor;Ondergrens 95%-interval;2013;78.1;24.6;60.0;82.1;35.1;73.2;45.0;51.1;23.0;35.7;49.9
522;Onderwijsniveau: wo, master, doctor;Ondergrens 95%-interval;2014;79.6;25.6;60.8;81.9;37.4;74.2;47.7;52.3;25.5;36.1;50.1
523;Onderwijsniveau: wo, master, doctor;Ondergrens 95%-interval;2015;82.0;28.5;64.8;84.5;36.9;75.3;47.6;53.8;25.6;35.8;45.7
524;Onderwijsniveau: wo, master, doctor;Ondergrens 95%-interval;2016;82.9;26.8;66.5;84.8;38.3;76.1;50.5;53.2;24.8;34.5;47.1
525;Onderwijsniveau: wo, master, doctor;Ondergrens 95%-interval;2017;82.1;26.9;67.3;84.6;42.5;80.9;54.8;54.5;29.9;34.4;56.5
526;Onderwijsniveau: wo, master, doctor;Ondergrens 95%-interval;2018;81.5;28.6;66.4;86.7;49.8;81.1;57.7;57.0;32.9;35.4;56.8
527;Onderwijsniveau: wo, master, doctor;Ondergrens 95%-interval;2019;83.3;23.6;69.6;88.1;48.3;82.0;56.8;58.4;32.5;32.9;61.4
528;Onderwijsniveau: wo, master, doctor;Ondergrens 95%-interval;2020;82.1;27.9;72.5;88.9;51.4;84.4;65.5;61.1;41.1;34.4;62.2
529;Onderwijsniveau: wo, master, doctor;Ondergrens 95%-interval;2021;85.7;26.3;73.1;88.3;58.4;83.3;55.2;56.7;42.7;34.1;67.6
530;Onderwijsniveau: wo, master, doctor;Bovengrens 95%-interval;2012;87.7;33.6;67.5;91.2;42.1;79.6;57.0;62.9;36.3;52.2;59.9
531;Onderwijsniveau: wo, master, doctor;Bovengrens 95%-interval;2013;84.1;31.5;67.4;87.5;42.5;79.6;52.6;58.7;29.7;43.2;57.5
532;Onderwijsniveau: wo, master, doctor;Bovengrens 95%-interval;2014;85.2;32.3;67.8;87.1;44.4;80.2;54.9;59.4;31.9;43.2;57.3
533;Onderwijsniveau: wo, master, doctor;Bovengrens 95%-interval;2015;87.3;35.6;71.7;89.4;44.0;81.3;54.9;61.0;32.2;43.0;53.0
534;Onderwijsniveau: wo, master, doctor;Bovengrens 95%-interval;2016;88.2;34.0;73.4;89.7;45.7;82.1;58.0;60.6;31.5;41.8;54.6
535;Onderwijsniveau: wo, master, doctor;Bovengrens 95%-interval;2017;87.3;33.7;73.9;89.4;49.6;86.2;61.9;61.6;36.6;41.3;63.5
536;Onderwijsniveau: wo, master, doctor;Bovengrens 95%-interval;2018;86.5;35.1;72.8;91.0;56.6;86.1;64.3;63.7;39.5;42.1;63.5
537;Onderwijsniveau: wo, master, doctor;Bovengrens 95%-interval;2019;88.1;29.8;75.8;92.1;54.9;87.0;63.4;65.0;39.1;39.5;68.0
538;Onderwijsniveau: wo, master, doctor;Bovengrens 95%-interval;2020;86.9;34.5;78.3;92.9;58.0;89.2;71.7;67.7;47.7;41.0;68.4
539;Onderwijsniveau: wo, master, doctor;Bovengrens 95%-interval;2021;90.1;32.9;78.9;92.3;65.0;88.1;61.8;63.3;49.3;40.7;73.8
540;Positie in hh: alleenstaande;Waarde;2012;55.3;29.7;55.3;64.3;31.9;66.4;34.6;45.3;41.7;40.5;36.7
541;Positie in hh: alleenstaande;Waarde;2013;57.5;28.8;57.0;65.1;33.9;66.4;30.0;38.8;34.4;35.3;33.5
542;Positie in hh: alleenstaande;Waarde;2014;56.2;28.6;58.2;64.9;33.1;66.5;32.1;40.5;36.7;36.2;33.2
543;Positie in hh: alleenstaande;Waarde;2015;57.1;30.8;59.3;65.7;31.1;68.1;33.4;44.4;34.8;34.2;36.8
544;Positie in hh: alleenstaande;Waarde;2016;57.2;31.1;60.4;69.0;33.9;70.4;36.1;43.0;35.9;31.9;35.6
545;Positie in hh: alleenstaande;Waarde;2017;59.7;29.5;61.2;69.5;34.2;72.7;38.1;45.0;39.5;35.1;40.0
546;Positie in hh: alleenstaande;Waarde;2018;57.6;30.0;59.1;70.6;37.6;74.5;40.4;44.3;43.3;35.8;43.9
547;Positie in hh: alleenstaande;Waarde;2019;58.0;27.5;63.5;71.4;36.8;74.6;38.6;48.0;38.7;33.1;44.2
548;Positie in hh: alleenstaande;Waarde;2020;58.8;30.1;66.7;71.5;39.9;74.8;48.4;45.4;41.8;34.0;42.9
549;Positie in hh: alleenstaande;Waarde;2021;62.7;28.0;66.5;75.8;46.8;77.9;37.5;44.5;46.3;35.8;53.2
550;Positie in hh: alleenstaande;Ondergrens 95%-interval;2012;52.9;27.3;52.7;61.9;29.5;64.0;32.2;42.8;39.3;38.0;34.3
551;Positie in hh: alleenstaande;Ondergrens 95%-interval;2013;55.0;26.5;54.5;62.7;31.5;64.0;27.6;36.3;32.0;32.8;31.1
552;Positie in hh: alleenstaande;Ondergrens 95%-interval;2014;53.7;26.3;55.6;62.5;30.7;64.1;29.6;37.9;34.2;33.7;30.7
