ID;CPA2008;Perioden;Prijsindexcijfers_1;Kwartaalmutaties_2;Jaarmutaties_3
1912;531 Postdiensten in het kader van de ..;2005 2e kwartaal;;;
1913;531 Postdiensten in het kader van de ..;2005 3e kwartaal;;;
1914;531 Postdiensten in het kader van de ..;2005 4e kwartaal;;;
1915;531 Postdiensten in het kader van de ..;2005 jaargemiddelde;;;
1916;531 Postdiensten in het kader van de ..;2006 1e kwartaal;;;
1917;531 Postdiensten in het kader van de ..;2006 2e kwartaal;;;
1918;531 Postdiensten in het kader van de ..;2006 3e kwartaal;;;
1919;531 Postdiensten in het kader van de ..;2006 4e kwartaal;;;
1920;531 Postdiensten in het kader van de ..;2006 jaargemiddelde;;;
1921;531 Postdiensten in het kader van de ..;2007 1e kwartaal;;;
1922;531 Postdiensten in het kader van de ..;2007 2e kwartaal;;;
1923;531 Postdiensten in het kader van de ..;2007 3e kwartaal;;;
1924;531 Postdiensten in het kader van de ..;2007 4e kwartaal;;;
1925;531 Postdiensten in het kader van de ..;2007 jaargemiddelde;;;
1926;531 Postdiensten in het kader van de ..;2008 1e kwartaal;;;
1927;531 Postdiensten in het kader van de ..;2008 2e kwartaal;;;
1928;531 Postdiensten in het kader van de ..;2008 3e kwartaal;;;
1929;531 Postdiensten in het kader van de ..;2008 4e kwartaal;;;
1930;531 Postdiensten in het kader van de ..;2008 jaargemiddelde;;;
1931;531 Postdiensten in het kader van de ..;2009 1e kwartaal;;;
1932;531 Postdiensten in het kader van de ..;2009 2e kwartaal;;;
1933;531 Postdiensten in het kader van de ..;2009 3e kwartaal;;;
1934;531 Postdiensten in het kader van de ..;2009 4e kwartaal;;;
1935;531 Postdiensten in het kader van de ..;2009 jaargemiddelde;;;
1936;531 Postdiensten in het kader van de ..;2010 1e kwartaal;;;
1937;531 Postdiensten in het kader van de ..;2010 2e kwartaal;;;
1938;531 Postdiensten in het kader van de ..;2010 3e kwartaal;;;
1939;531 Postdiensten in het kader van de ..;2010 4e kwartaal;;;
1940;531 Postdiensten in het kader van de ..;2010 jaargemiddelde;;;
1941;531 Postdiensten in het kader van de ..;2011 1e kwartaal;;;
1942;531 Postdiensten in het kader van de ..;2011 2e kwartaal;;;
1943;531 Postdiensten in het kader van de ..;2011 3e kwartaal;;;
1944;531 Postdiensten in het kader van de ..;2011 4e kwartaal;;;
1945;531 Postdiensten in het kader van de ..;2011 jaargemiddelde;;;
1946;531 Postdiensten in het kader van de ..;2012 1e kwartaal;;;
1947;531 Postdiensten in het kader van de ..;2012 2e kwartaal;;;
1948;531 Postdiensten in het kader van de ..;2012 3e kwartaal;;;
1949;531 Postdiensten in het kader van de ..;2012 4e kwartaal;;;
1950;531 Postdiensten in het kader van de ..;2012 jaargemiddelde;;;
1951;531 Postdiensten in het kader van de ..;2013 1e kwartaal;;;
1952;531 Postdiensten in het kader van de ..;2013 2e kwartaal;;;
1953;531 Postdiensten in het kader van de ..;2013 3e kwartaal;;;
1954;531 Postdiensten in het kader van de ..;2013 4e kwartaal;;;
1955;531 Postdiensten in het kader van de ..;2013 jaargemiddelde;;;
1956;531 Postdiensten in het kader van de ..;2014 1e kwartaal;;;
1957;531 Postdiensten in het kader van de ..;2014 2e kwartaal;;;
1958;531 Postdiensten in het kader van de ..;2014 3e kwartaal;;;
1959;531 Postdiensten in het kader van de ..;2014 4e kwartaal;;;
1960;531 Postdiensten in het kader van de ..;2014 jaargemiddelde;;;
1961;531 Postdiensten in het kader van de ..;2015 1e kwartaal;;;
1962;531 Postdiensten in het kader van de ..;2015 2e kwartaal;;;
1963;531 Postdiensten in het kader van de ..;2015 3e kwartaal;;;
1964;531 Postdiensten in het kader van de ..;2015 4e kwartaal;;;
1965;531 Postdiensten in het kader van de ..;2015 jaargemiddelde;;;
1966;531 Postdiensten in het kader van de ..;2016 1e kwartaal;;;
1967;531 Postdiensten in het kader van de ..;2016 2e kwartaal;;;
1968;531 Postdiensten in het kader van de ..;2016 3e kwartaal;;;
1969;531 Postdiensten in het kader van de ..;2016 4e kwartaal;;;
1970;531 Postdiensten in het kader van de ..;2016 jaargemiddelde;;;
1971;531 Postdiensten in het kader van de ..;2017 1e kwartaal;;;
1972;531 Postdiensten in het kader van de ..;2017 2e kwartaal;;;
1973;531 Postdiensten in het kader van de ..;2017 3e kwartaal;;;
1974;531 Postdiensten in het kader van de ..;2017 4e kwartaal;;;
1975;531 Postdiensten in het kader van de ..;2017 jaargemiddelde;;;
1976;532 Andere post- en koeriersdiensten;2002 4e kwartaal;;;
1977;532 Andere post- en koeriersdiensten;2003 1e kwartaal;;;
1978;532 Andere post- en koeriersdiensten;2003 2e kwartaal;;;
1979;532 Andere post- en koeriersdiensten;2003 3e kwartaal;;;
1980;532 Andere post- en koeriersdiensten;2003 4e kwartaal;;;
1981;532 Andere post- en koeriersdiensten;2003 jaargemiddelde;;;
1982;532 Andere post- en koeriersdiensten;2004 1e kwartaal;;;
1983;532 Andere post- en koeriersdiensten;2004 2e kwartaal;;;
1984;532 Andere post- en koeriersdiensten;2004 3e kwartaal;;;
1985;532 Andere post- en koeriersdiensten;2004 4e kwartaal;;;
1986;532 Andere post- en koeriersdiensten;2004 jaargemiddelde;;;
1987;532 Andere post- en koeriersdiensten;2005 1e kwartaal;;;
1988;532 Andere post- en koeriersdiensten;2005 2e kwartaal;;;
1989;532 Andere post- en koeriersdiensten;2005 3e kwartaal;;;
1990;532 Andere post- en koeriersdiensten;2005 4e kwartaal;;;
1991;532 Andere post- en koeriersdiensten;2005 jaargemiddelde;;;
1992;532 Andere post- en koeriersdiensten;2006 1e kwartaal;;;
1993;532 Andere post- en koeriersdiensten;2006 2e kwartaal;;;
1994;532 Andere post- en koeriersdiensten;2006 3e kwartaal;;;
1995;532 Andere post- en koeriersdiensten;2006 4e kwartaal;;;
1996;532 Andere post- en koeriersdiensten;2006 jaargemiddelde;;;
1997;532 Andere post- en koeriersdiensten;2007 1e kwartaal;;;
1998;532 Andere post- en koeriersdiensten;2007 2e kwartaal;;;
1999;532 Andere post- en koeriersdiensten;2007 3e kwartaal;;;
2000;532 Andere post- en koeriersdiensten;2007 4e kwartaal;;;
2001;532 Andere post- en koeriersdiensten;2007 jaargemiddelde;;;
2002;532 Andere post- en koeriersdiensten;2008 1e kwartaal;;;
2003;532 Andere post- en koeriersdiensten;2008 2e kwartaal;;;
2004;532 Andere post- en koeriersdiensten;2008 3e kwartaal;;;
2005;532 Andere post- en koeriersdiensten;2008 4e kwartaal;;;
2006;532 Andere post- en koeriersdiensten;2008 jaargemiddelde;;;
2007;532 Andere post- en koeriersdiensten;2009 1e kwartaal;;;
2008;532 Andere post- en koeriersdiensten;2009 2e kwartaal;;;
2009;532 Andere post- en koeriersdiensten;2009 3e kwartaal;;;
2010;532 Andere post- en koeriersdiensten;2009 4e kwartaal;;;
2011;532 Andere post- en koeriersdiensten;2009 jaargemiddelde;;;
2012;532 Andere post- en koeriersdiensten;2010 1e kwartaal;;;
2013;532 Andere post- en koeriersdiensten;2010 2e kwartaal;;;
2014;532 Andere post- en koeriersdiensten;2010 3e kwartaal;;;
2015;532 Andere post- en koeriersdiensten;2010 4e kwartaal;;;
2016;532 Andere post- en koeriersdiensten;2010 jaargemiddelde;;;
2017;532 Andere post- en koeriersdiensten;2011 1e kwartaal;;;
2018;532 Andere post- en koeriersdiensten;2011 2e kwartaal;;;
2019;532 Andere post- en koeriersdiensten;2011 3e kwartaal;;;
2020;532 Andere post- en koeriersdiensten;2011 4e kwartaal;;;
2021;532 Andere post- en koeriersdiensten;2011 jaargemiddelde;;;
2022;532 Andere post- en koeriersdiensten;2012 1e kwartaal;;;
2023;532 Andere post- en koeriersdiensten;2012 2e kwartaal;;;
2024;532 Andere post- en koeriersdiensten;2012 3e kwartaal;;;
2025;532 Andere post- en koeriersdiensten;2012 4e kwartaal;;;
2026;532 Andere post- en koeriersdiensten;2012 jaargemiddelde;;;
2027;532 Andere post- en koeriersdiensten;2013 1e kwartaal;;;
2028;532 Andere post- en koeriersdiensten;2013 2e kwartaal;;;
2029;532 Andere post- en koeriersdiensten;2013 3e kwartaal;;;
2030;532 Andere post- en koeriersdiensten;2013 4e kwartaal;;;
2031;532 Andere post- en koeriersdiensten;2013 jaargemiddelde;;;
2032;532 Andere post- en koeriersdiensten;2014 1e kwartaal;;;
2033;532 Andere post- en koeriersdiensten;2014 2e kwartaal;;;
2034;532 Andere post- en koeriersdiensten;2014 3e kwartaal;;;
2035;532 Andere post- en koeriersdiensten;2014 4e kwartaal;;;
2036;532 Andere post- en koeriersdiensten;2014 jaargemiddelde;;;
2037;532 Andere post- en koeriersdiensten;2015 1e kwartaal;;;
2038;532 Andere post- en koeriersdiensten;2015 2e kwartaal;;;
2039;532 Andere post- en koeriersdiensten;2015 3e kwartaal;;;
2040;532 Andere post- en koeriersdiensten;2015 4e kwartaal;;;
2041;532 Andere post- en koeriersdiensten;2015 jaargemiddelde;;;
2042;532 Andere post- en koeriersdiensten;2016 1e kwartaal;;;
2043;532 Andere post- en koeriersdiensten;2016 2e kwartaal;;;
2044;532 Andere post- en koeriersdiensten;2016 3e kwartaal;;;
2045;532 Andere post- en koeriersdiensten;2016 4e kwartaal;;;
2046;532 Andere post- en koeriersdiensten;2016 jaargemiddelde;;;
2047;532 Andere post- en koeriersdiensten;2017 1e kwartaal;;;
2048;532 Andere post- en koeriersdiensten;2017 2e kwartaal;;;
2049;532 Andere post- en koeriersdiensten;2017 3e kwartaal;;;
2050;532 Andere post- en koeriersdiensten;2017 4e kwartaal;;;
2051;532 Andere post- en koeriersdiensten;2017 jaargemiddelde;;;
2052;188;2002 4e kwartaal;;;
2053;188;2003 1e kwartaal;;;
2054;188;2003 2e kwartaal;;;
2055;188;2003 3e kwartaal;;;
2056;188;2003 4e kwartaal;;;
2057;188;2003 jaargemiddelde;;;
2058;188;2004 1e kwartaal;;;
2059;188;2004 2e kwartaal;;;
2060;188;2004 3e kwartaal;;;
2061;188;2004 4e kwartaal;;;
2062;188;2004 jaargemiddelde;;;
2063;188;2005 1e kwartaal;;;
2064;188;2005 2e kwartaal;;;
2065;188;2005 3e kwartaal;;;
2066;188;2005 4e kwartaal;;;
2067;188;2005 jaargemiddelde;;;
2068;188;2006 1e kwartaal;91.1;;
2069;188;2006 2e kwartaal;92.0;0.9;
2070;188;2006 3e kwartaal;92.0;0.1;
2071;188;2006 4e kwartaal;91.9;-0.1;
2072;188;2006 jaargemiddelde;91.8;;
2073;188;2007 1e kwartaal;93.5;1.7;2.7
2074;188;2007 2e kwartaal;93.6;0.1;1.8
2075;188;2007 3e kwartaal;94.0;0.4;2.1
2076;188;2007 4e kwartaal;94.1;0.2;2.4
2077;188;2007 jaargemiddelde;93.8;;2.2
2078;188;2008 1e kwartaal;97.3;3.3;4.0
2079;188;2008 2e kwartaal;97.9;0.6;4.6
2080;188;2008 3e kwartaal;98.9;1.0;5.3
2081;188;2008 4e kwartaal;98.0;-1.0;4.0
2082;188;2008 jaargemiddelde;98.0;;4.5
2083;188;2009 1e kwartaal;99.6;1.7;2.4
2084;188;2009 2e kwartaal;97.7;-1.9;-0.2
2085;188;2009 3e kwartaal;97.8;0.1;-1.1
2086;188;2009 4e kwartaal;98.4;0.6;0.5
2087;188;2009 jaargemiddelde;98.4;;0.4
2088;188;2010 1e kwartaal;98.6;0.2;-1.0
2089;188;2010 2e kwartaal;100.3;1.7;2.6
2090;188;2010 3e kwartaal;100.5;0.3;2.8
2091;188;2010 4e kwartaal;100.6;0.0;2.2
2092;188;2010 jaargemiddelde;100.0;;1.6
2093;188;2011 1e kwartaal;103.4;2.8;4.8
2094;188;2011 2e kwartaal;104.8;1.3;4.5
2095;188;2011 3e kwartaal;105.0;0.2;4.4
2096;188;2011 4e kwartaal;104.7;-0.2;4.1
2097;188;2011 jaargemiddelde;104.5;;4.5
2098;188;2012 1e kwartaal;107.3;2.5;3.8
2099;188;2012 2e kwartaal;107.8;0.4;2.9
2100;188;2012 3e kwartaal;107.1;-0.6;2.0
2101;188;2012 4e kwartaal;107.7;0.5;2.8
2102;188;2012 jaargemiddelde;107.5;;2.9
2103;188;2013 1e kwartaal;109.9;2.1;2.4
2104;188;2013 2e kwartaal;109.7;-0.1;1.8
2105;188;2013 3e kwartaal;109.6;-0.1;2.4
2106;188;2013 4e kwartaal;110.0;0.4;2.2
2107;188;2013 jaargemiddelde;109.8;;2.2
2108;188;2014 1e kwartaal;112.5;2.2;2.4
2109;188;2014 2e kwartaal;112.4;-0.1;2.4
2110;188;2014 3e kwartaal;112.5;0.0;2.6
2111;188;2014 4e kwartaal;112.4;-0.1;2.1
2112;188;2014 jaargemiddelde;112.4;;2.4
2113;188;2015 1e kwartaal;112.9;0.5;0.4
2114;188;2015 2e kwartaal;113.2;0.3;0.7
2115;188;2015 3e kwartaal;113.5;0.2;0.9
2116;188;2015 4e kwartaal;112.5;-0.8;0.2
2117;188;2015 jaargemiddelde;113.0;;0.5
2118;188;2016 1e kwartaal;114.6;1.8;1.5
2119;188;2016 2e kwartaal;114.8;0.2;1.4
2120;188;2016 3e kwartaal;115.6;0.7;1.9
2121;188;2016 4e kwartaal;116.2;0.5;3.3
2122;188;2016 jaargemiddelde;115.3;;2.0
2123;188;2017 1e kwartaal;118.0;1.5;3.0
2124;188;2017 2e kwartaal;118.8;0.7;3.5
2125;188;2017 3e kwartaal;118.5;-0.3;2.5
2126;188;2017 4e kwartaal;119.1;0.4;2.4
2127;188;2017 jaargemiddelde;118.6;;2.8
2128;189;2002 4e kwartaal;;;
2129;189;2003 1e kwartaal;;;
2130;189;2003 2e kwartaal;;;
2131;189;2003 3e kwartaal;;;
2132;189;2003 4e kwartaal;;;
2133;189;2003 jaargemiddelde;;;
2134;189;2004 1e kwartaal;;;
2135;189;2004 2e kwartaal;;;
2136;189;2004 3e kwartaal;;;
2137;189;2004 4e kwartaal;;;
2138;189;2004 jaargemiddelde;;;
2139;189;2005 1e kwartaal;;;
2140;189;2005 2e kwartaal;;;
2141;189;2005 3e kwartaal;;;
2142;189;2005 4e kwartaal;;;
2143;189;2005 jaargemiddelde;;;
2144;189;2006 1e kwartaal;;;
2145;189;2006 2e kwartaal;;;
2146;189;2006 3e kwartaal;;;
2147;189;2006 4e kwartaal;;;
2148;189;2006 jaargemiddelde;;;
2149;189;2007 1e kwartaal;;;
2150;189;2007 2e kwartaal;;;
2151;189;2007 3e kwartaal;;;
2152;189;2007 4e kwartaal;;;
2153;189;2007 jaargemiddelde;;;
2154;189;2008 1e kwartaal;;;
2155;189;2008 2e kwartaal;;;
2156;189;2008 3e kwartaal;;;
2157;189;2008 4e kwartaal;;;
2158;189;2008 jaargemiddelde;;;
2159;189;2009 1e kwartaal;;;
2160;189;2009 2e kwartaal;;;
2161;189;2009 3e kwartaal;;;
2162;189;2009 4e kwartaal;;;
2163;189;2009 jaargemiddelde;;;
2164;189;2010 1e kwartaal;;;
2165;189;2010 2e kwartaal;;;
2166;189;2010 3e kwartaal;;;
2167;189;2010 4e kwartaal;;;
2168;189;2010 jaargemiddelde;;;
2169;189;2011 1e kwartaal;;;
2170;189;2011 2e kwartaal;;;
2171;189;2011 3e kwartaal;;;
2172;189;2011 4e kwartaal;;;
2173;189;2011 jaargemiddelde;;;
2174;189;2012 1e kwartaal;;;
2175;189;2012 2e kwartaal;;;
2176;189;2012 3e kwartaal;;;
2177;189;2012 4e kwartaal;;;
2178;189;2012 jaargemiddelde;;;
2179;189;2013 1e kwartaal;;;
2180;189;2013 2e kwartaal;;;
2181;189;2013 3e kwartaal;;;
2182;189;2013 4e kwartaal;;;
2183;189;2013 jaargemiddelde;;;
2184;189;2014 1e kwartaal;;;
2185;189;2014 2e kwartaal;;;
2186;189;2014 3e kwartaal;;;
2187;189;2014 4e kwartaal;;;
2188;189;2014 jaargemiddelde;;;
2189;189;2015 1e kwartaal;;;
2190;189;2015 2e kwartaal;;;
2191;189;2015 3e kwartaal;;;
2192;189;2015 4e kwartaal;;;
2193;189;2015 jaargemiddelde;;;
2194;189;2016 1e kwartaal;;;
2195;189;2016 2e kwartaal;;;
2196;189;2016 3e kwartaal;;;
2197;189;2016 4e kwartaal;;;
2198;189;2016 jaargemiddelde;;;
2199;189;2017 1e kwartaal;;;
2200;189;2017 2e kwartaal;;;
2201;189;2017 3e kwartaal;;;
2202;189;2017 4e kwartaal;;;
2203;189;2017 jaargemiddelde;;;
2204;I Verschaffen van accommodatie en ..;2002 4e kwartaal;;;
2205;I Verschaffen van accommodatie en ..;2003 1e kwartaal;;;
2206;I Verschaffen van accommodatie en ..;2003 2e kwartaal;;;
2207;I Verschaffen van accommodatie en ..;2003 3e kwartaal;;;
2208;I Verschaffen van accommodatie en ..;2003 4e kwartaal;;;
2209;I Verschaffen van accommodatie en ..;2003 jaargemiddelde;;;
2210;I Verschaffen van accommodatie en ..;2004 1e kwartaal;;;
2211;I Verschaffen van accommodatie en ..;2004 2e kwartaal;;;
2212;I Verschaffen van accommodatie en ..;2004 3e kwartaal;;;
2213;I Verschaffen van accommodatie en ..;2004 4e kwartaal;;;
2214;I Verschaffen van accommodatie en ..;2004 jaargemiddelde;;;
2215;I Verschaffen van accommodatie en ..;2005 1e kwartaal;;;
2216;I Verschaffen van accommodatie en ..;2005 2e kwartaal;;;
2217;I Verschaffen van accommodatie en ..;2005 3e kwartaal;;;
2218;I Verschaffen van accommodatie en ..;2005 4e kwartaal;;;
2219;I Verschaffen van accommodatie en ..;2005 jaargemiddelde;;;
2220;I Verschaffen van accommodatie en ..;2006 1e kwartaal;;;
2221;I Verschaffen van accommodatie en ..;2006 2e kwartaal;;;
2222;I Verschaffen van accommodatie en ..;2006 3e kwartaal;;;
2223;I Verschaffen van accommodatie en ..;2006 4e kwartaal;;;
2224;I Verschaffen van accommodatie en ..;2006 jaargemiddelde;;;
2225;I Verschaffen van accommodatie en ..;2007 1e kwartaal;;;
2226;I Verschaffen van accommodatie en ..;2007 2e kwartaal;;;
2227;I Verschaffen van accommodatie en ..;2007 3e kwartaal;;;
2228;I Verschaffen van accommodatie en ..;2007 4e kwartaal;;;
2229;I Verschaffen van accommodatie en ..;2007 jaargemiddelde;;;
2230;I Verschaffen van accommodatie en ..;2008 1e kwartaal;;;
2231;I Verschaffen van accommodatie en ..;2008 2e kwartaal;;;
2232;I Verschaffen van accommodatie en ..;2008 3e kwartaal;;;
2233;I Verschaffen van accommodatie en ..;2008 4e kwartaal;;;
2234;I Verschaffen van accommodatie en ..;2008 jaargemiddelde;;;
2235;I Verschaffen van accommodatie en ..;2009 1e kwartaal;;;
2236;I Verschaffen van accommodatie en ..;2009 2e kwartaal;;;
2237;I Verschaffen van accommodatie en ..;2009 3e kwartaal;;;
2238;I Verschaffen van accommodatie en ..;2009 4e kwartaal;;;
2239;I Verschaffen van accommodatie en ..;2009 jaargemiddelde;;;
2240;I Verschaffen van accommodatie en ..;2010 1e kwartaal;;;
2241;I Verschaffen van accommodatie en ..;2010 2e kwartaal;;;
2242;I Verschaffen van accommodatie en ..;2010 3e kwartaal;;;
2243;I Verschaffen van accommodatie en ..;2010 4e kwartaal;;;
2244;I Verschaffen van accommodatie en ..;2010 jaargemiddelde;;;
2245;I Verschaffen van accommodatie en ..;2011 1e kwartaal;;;
2246;I Verschaffen van accommodatie en ..;2011 2e kwartaal;;;
2247;I Verschaffen van accommodatie en ..;2011 3e kwartaal;;;
2248;I Verschaffen van accommodatie en ..;2011 4e kwartaal;;;
2249;I Verschaffen van accommodatie en ..;2011 jaargemiddelde;;;
2250;I Verschaffen van accommodatie en ..;2012 1e kwartaal;;;
2251;I Verschaffen van accommodatie en ..;2012 2e kwartaal;;;
2252;I Verschaffen van accommodatie en ..;2012 3e kwartaal;;;
2253;I Verschaffen van accommodatie en ..;2012 4e kwartaal;;;
2254;I Verschaffen van accommodatie en ..;2012 jaargemiddelde;;;
2255;I Verschaffen van accommodatie en ..;2013 1e kwartaal;;;
2256;I Verschaffen van accommodatie en ..;2013 2e kwartaal;;;
2257;I Verschaffen van accommodatie en ..;2013 3e kwartaal;;;
2258;I Verschaffen van accommodatie en ..;2013 4e kwartaal;;;
2259;I Verschaffen van accommodatie en ..;2013 jaargemiddelde;;;
2260;I Verschaffen van accommodatie en ..;2014 1e kwartaal;;;
2261;I Verschaffen van accommodatie en ..;2014 2e kwartaal;;;
2262;I Verschaffen van accommodatie en ..;2014 3e kwartaal;;;
2263;I Verschaffen van accommodatie en ..;2014 4e kwartaal;;;
2264;I Verschaffen van accommodatie en ..;2014 jaargemiddelde;;;
2265;I Verschaffen van accommodatie en ..;2015 1e kwartaal;;;
2266;I Verschaffen van accommodatie en ..;2015 2e kwartaal;;;
2267;I Verschaffen van accommodatie en ..;2015 3e kwartaal;;;
2268;I Verschaffen van accommodatie en ..;2015 4e kwartaal;;;
2269;I Verschaffen van accommodatie en ..;2015 jaargemiddelde;;;
2270;I Verschaffen van accommodatie en ..;2016 1e kwartaal;;;
2271;I Verschaffen van accommodatie en ..;2016 2e kwartaal;;;
2272;I Verschaffen van accommodatie en ..;2016 3e kwartaal;;;
2273;I Verschaffen van accommodatie en ..;2016 4e kwartaal;;;
2274;I Verschaffen van accommodatie en ..;2016 jaargemiddelde;;;
2275;I Verschaffen van accommodatie en ..;2017 1e kwartaal;;;
2276;I Verschaffen van accommodatie en ..;2017 2e kwartaal;;;
2277;I Verschaffen van accommodatie en ..;2017 3e kwartaal;;;
2278;I Verschaffen van accommodatie en ..;2017 4e kwartaal;;;
2279;I Verschaffen van accommodatie en ..;2017 jaargemiddelde;;;
2280;J Informatie en communicatie;2002 4e kwartaal;;;
2281;J Informatie en communicatie;2003 1e kwartaal;;;
2282;J Informatie en communicatie;2003 2e kwartaal;;;
2283;J Informatie en communicatie;2003 3e kwartaal;;;
2284;J Informatie en communicatie;2003 4e kwartaal;;;
2285;J Informatie en communicatie;2003 jaargemiddelde;;;
2286;J Informatie en communicatie;2004 1e kwartaal;;;
2287;J Informatie en communicatie;2004 2e kwartaal;;;
2288;J Informatie en communicatie;2004 3e kwartaal;;;
2289;J Informatie en communicatie;2004 4e kwartaal;;;
2290;J Informatie en communicatie;2004 jaargemiddelde;;;
2291;J Informatie en communicatie;2005 1e kwartaal;;;
2292;J Informatie en communicatie;2005 2e kwartaal;;;
2293;J Informatie en communicatie;2005 3e kwartaal;;;
2294;J Informatie en communicatie;2005 4e kwartaal;;;
2295;J Informatie en communicatie;2005 jaargemiddelde;;;
2296;J Informatie en communicatie;2006 1e kwartaal;95.7;;
2297;J Informatie en communicatie;2006 2e kwartaal;95.5;-0.1;
2298;J Informatie en communicatie;2006 3e kwartaal;96.1;0.6;
2299;J Informatie en communicatie;2006 4e kwartaal;96.8;0.7;
2300;J Informatie en communicatie;2006 jaargemiddelde;96.0;;
2301;J Informatie en communicatie;2007 1e kwartaal;97.2;0.4;1.6
2302;J Informatie en communicatie;2007 2e kwartaal;98.3;1.1;2.8
2303;J Informatie en communicatie;2007 3e kwartaal;97.5;-0.7;1.5
2304;J Informatie en communicatie;2007 4e kwartaal;97.8;0.3;1.0
2305;J Informatie en communicatie;2007 jaargemiddelde;97.7;;1.7
2306;J Informatie en communicatie;2008 1e kwartaal;98.0;0.2;0.8
2307;J Informatie en communicatie;2008 2e kwartaal;98.3;0.2;0.0
2308;J Informatie en communicatie;2008 3e kwartaal;98.3;0.0;0.8
2309;J Informatie en communicatie;2008 4e kwartaal;98.1;-0.2;0.3
2310;J Informatie en communicatie;2008 jaargemiddelde;98.2;;0.5
2311;J Informatie en communicatie;2009 1e kwartaal;98.7;0.6;0.7
2312;J Informatie en communicatie;2009 2e kwartaal;98.2;-0.5;-0.1
2313;J Informatie en communicatie;2009 3e kwartaal;98.3;0.1;0.0
2314;J Informatie en communicatie;2009 4e kwartaal;98.0;-0.3;-0.1
2315;J Informatie en communicatie;2009 jaargemiddelde;98.3;;0.1
2316;J Informatie en communicatie;2010 1e kwartaal;99.8;1.9;1.1
2317;J Informatie en communicatie;2010 2e kwartaal;100.0;0.1;1.8
2318;J Informatie en communicatie;2010 3e kwartaal;100.1;0.1;1.8
2319;J Informatie en communicatie;2010 4e kwartaal;100.1;0.1;2.2
2320;J Informatie en communicatie;2010 jaargemiddelde;100.0;;1.7
2321;J Informatie en communicatie;2011 1e kwartaal;100.0;-0.1;0.2
2322;J Informatie en communicatie;2011 2e kwartaal;99.8;-0.3;-0.2
2323;J Informatie en communicatie;2011 3e kwartaal;99.0;-0.7;-1.0
2324;J Informatie en communicatie;2011 4e kwartaal;98.1;-1.0;-2.1
2325;J Informatie en communicatie;2011 jaargemiddelde;99.2;;-0.8
2326;J Informatie en communicatie;2012 1e kwartaal;97.8;-0.3;-2.2
2327;J Informatie en communicatie;2012 2e kwartaal;98.7;0.9;-1.1
2328;J Informatie en communicatie;2012 3e kwartaal;97.3;-1.4;-1.7
2329;J Informatie en communicatie;2012 4e kwartaal;97.5;0.2;-0.5
2330;J Informatie en communicatie;2012 jaargemiddelde;97.8;;-1.4
2331;J Informatie en communicatie;2013 1e kwartaal;97.7;0.2;-0.1
2332;J Informatie en communicatie;2013 2e kwartaal;97.0;-0.7;-1.7
2333;J Informatie en communicatie;2013 3e kwartaal;96.4;-0.6;-1.0
2334;J Informatie en communicatie;2013 4e kwartaal;96.6;0.2;-0.9
2335;J Informatie en communicatie;2013 jaargemiddelde;96.9;;-0.9
2336;J Informatie en communicatie;2014 1e kwartaal;96.0;-0.6;-1.7
2337;J Informatie en communicatie;2014 2e kwartaal;96.7;0.7;-0.3
2338;J Informatie en communicatie;2014 3e kwartaal;96.7;0.0;0.3
2339;J Informatie en communicatie;2014 4e kwartaal;93.2;-3.6;-3.5
2340;J Informatie en communicatie;2014 jaargemiddelde;95.7;;-1.3
2341;J Informatie en communicatie;2015 1e kwartaal;95.6;2.6;-0.4
2342;J Informatie en communicatie;2015 2e kwartaal;95.3;-0.4;-1.4
2343;J Informatie en communicatie;2015 3e kwartaal;95.0;-0.2;-1.7
2344;J Informatie en communicatie;2015 4e kwartaal;95.0;0.0;2.0
2345;J Informatie en communicatie;2015 jaargemiddelde;95.2;;-0.4
2346;J Informatie en communicatie;2016 1e kwartaal;94.1;-1.0;-1.6
2347;J Informatie en communicatie;2016 2e kwartaal;94.4;0.4;-0.9
2348;J Informatie en communicatie;2016 3e kwartaal;94.7;0.3;-0.3
2349;J Informatie en communicatie;2016 4e kwartaal;94.4;-0.3;-0.7
2350;J Informatie en communicatie;2016 jaargemiddelde;94.4;;-0.9
2351;J Informatie en communicatie;2017 1e kwartaal;94.3;-0.1;0.3
2352;J Informatie en communicatie;2017 2e kwartaal;94.7;0.4;0.3
2353;J Informatie en communicatie;2017 3e kwartaal;94.8;0.1;0.1
2354;J Informatie en communicatie;2017 4e kwartaal;94.6;-0.3;0.2
2355;J Informatie en communicatie;2017 jaargemiddelde;94.6;;0.2
2356;58 Uitgeverijdiensten;2002 4e kwartaal;;;
2357;58 Uitgeverijdiensten;2003 1e kwartaal;;;
2358;58 Uitgeverijdiensten;2003 2e kwartaal;;;
2359;58 Uitgeverijdiensten;2003 3e kwartaal;;;
2360;58 Uitgeverijdiensten;2003 4e kwartaal;;;
2361;58 Uitgeverijdiensten;2003 jaargemiddelde;;;
2362;58 Uitgeverijdiensten;2004 1e kwartaal;;;
2363;58 Uitgeverijdiensten;2004 2e kwartaal;;;
2364;58 Uitgeverijdiensten;2004 3e kwartaal;;;
2365;58 Uitgeverijdiensten;2004 4e kwartaal;;;
2366;58 Uitgeverijdiensten;2004 jaargemiddelde;;;
2367;58 Uitgeverijdiensten;2005 1e kwartaal;;;
2368;58 Uitgeverijdiensten;2005 2e kwartaal;;;
2369;58 Uitgeverijdiensten;2005 3e kwartaal;;;
